date,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashAndCashEquivalents,quarterlyNetPPE,quarterlyOtherIntangibleAssets,quarterlyCurrentDebt,quarterlyStockholdersEquity,quarterlyCapitalStock,quarterlyInventory,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentLiabilities,quarterlyOtherCurrentAssets,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyRetainedEarnings,quarterlyAccountsPayable,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyGoodwill,quarterlyLongTermDebt,quarterlyTotalAssets,quarterlyAccountsReceivable,quarterlyTotalNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyCostOfRevenue,quarterlyOtherNonCashItems,quarterlyOtherIncomeExpense,quarterlyGrossProfit,quarterlySellingGeneralAndAdministration,quarterlyNetOtherInvestingChanges,quarterlyBeginningCashPosition,quarterlyStockBasedCompensation,quarterlyInvestmentsAndAdvances,quarterlyFreeCashFlow,quarterlyPurchaseOfBusiness,quarterlyChangeInWorkingCapital,quarterlyRepurchaseOfCapitalStock,quarterlyPretaxIncome,quarterlyInterestExpense,quarterlyResearchAndDevelopment,quarterlyTaxProvision,quarterlyEbitda,quarterlyNetOtherFinancingCharges,quarterlyIncomeTaxPayable,quarterlyDeferredIncomeTax,quarterlyNetIncome,quarterlyDilutedAverageShares,quarterlyCommonStockIssuance,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInvestingCashFlow,quarterlyPurchaseOfInvestment,quarterlyNetIncomeCommonStockholders,quarterlyDepreciationAndAmortization,quarterlyNetIncomeContinuousOperations,quarterlyChangeInInventory,quarterlyBasicAverageShares,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,quarterlyEndCashPosition,quarterlyBasicEPS,quarterlyChangesInAccountReceivables,quarterlyOperatingExpense,quarterlyOperatingIncome,quarterlyOperatingCashFlow,quarterlySaleOfInvestment,quarterlyCurrentAccruedExpenses,quarterlyCurrentDeferredRevenue,quarterlyDilutedEPS,quarterlyRepaymentOfDebt,quarterlyChangeInAccountPayable,quarterlyChangeInCashSupplementalAsReported,quarterlyTotalRevenue
2014-12-31,2611610000,106667000,2388971000,90179200000,8529856000,36069670000,33057238000,8036389000,1017073000,761755000,0.0,439512000.0,222639000.0,1790056000,112547703000.0,46247758000,14753026000,-22368503000.0,9865657000.0,576253000,36420657000,11541000.0,33762179000,123517855000,6396836000,108764829000,82668415000,6554915000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,2884815000,107214000,2789303000,94999801000,8683974000,37312309000,34730395000,8036389000,1072317000,724705000,0.0,111078000.0,95512000.0,1753331000,94999801000.0,48275127000,13520210000,,11388988000.0,783328000,35653232000,11541000.0,33067982000,127114354000,5695203000,113594144000,83928359000,1237000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,3465948000,106073000,2886607000,100612219000,8687766000,44687909000,38099785000,8036389000,1080628000,1425141000,271293000.0,387133000.0,579341000.0,1791775000,127931711000.0,55647473000,12696622000,-27319492000.0,12056265000.0,1597602000,33292845000,11541000.0,29969856000,133472953000,4172634000,120776331000,88940318000,1176000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,2661449000,104050000,2533433000,103534099000,8706034000,41375888000,39789493000,8036389000,1124876000,1754911000,0.0,58693000.0,128016000.0,1735613000,103534099000.0,53690944000,16130813000,,13557335000.0,1089562000,37952076000,11541000.0,33898499000,138020290000,6509076000,121889477000,91643020000,1322000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,2108792000,138085000,1905222000,107735059000,8798494000,44472149000,40889777000,8036389000,1039850000,1456444000,8570547000.0,28054000.0,203570000.0,1684507000,140310646000.0,55807408000,13332576000,-32575587000.0,14681815000.0,1925791000,35067034000,61490000.0,31326998000,138660693000,5870888000,125328117000,90874442000,1382000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,3647680000,140489000,3572969000,109817575000,8543971000,45411506000,42705211000,8036389000,1055005000,1122975000,10811743000.0,10797000.0,74711000.0,1633992000,109817575000.0,58467614000,18930612000,,16357920000.0,1211432000,37941107000,61490000.0,34605651000,146091331000,10535633000,127160719000,96408721000,2225000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,5249392000,161694000,5071579000,111638019000,8692170000,35774163000,46125851000,8036389000,953366000,1425919000,,,177813000.0,1553605000,150795308000.0,47159418000,17122177000,-39157289000.0,17404394000.0,1366778000,45176340000,61490000.0,41620177000,145635040000,7149127000,128512863000,92335758000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,2804275000,174335000,2283037000,111355916000,8405825000,30439464000,48305832000,8036389000,1026332000,1353047000,,,521238000.0,1496603000,111355916000.0,41347803000,18639716000,,19519633000.0,1115710000,49450152000,61490000.0,46038167000,146399911000,11119637000,127760195000,90797955000,3214742000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,3110341000,164260000,2861261000,112152939000,8109681000,28335804000,49236430000,8036389000,851973000,1537715000,9121974000.0,,249080000.0,1449938000,158044212000.0,39780268000,17786051000,-45891273000.0,20370813000.0,1995607000,50158275000,61490000.0,46644884000,146504336000,9793691000,128718285000,89938543000,9966000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,2650345000,201700000,2047125000,112301610000,7665010000,27543508000,51587183000,8036389000,940029000,1289097000,,,603220000.0,1382526000,112301610000.0,39883240000,24392767000,,22415816000.0,2057229000,53975974000,61490000.0,50476815000,152898465000,18047797000,128505698000,93859214000,11644000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
