date,quarterlyDeferredIncomeTax,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyAccountsPayable,quarterlyGrossProfit,quarterlyIncomeTaxPayable,quarterlyTotalRevenue,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOperatingIncome,quarterlyGrossPPE,quarterlyChangeInWorkingCapital,quarterlyChangeInInventory,quarterlyEbitda,quarterlySellingGeneralAndAdministration,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,quarterlyCashDividendsPaid,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyRetainedEarnings,quarterlyStockholdersEquity,quarterlyOtherShortTermInvestments,quarterlyGoodwill,quarterlyPretaxIncome,quarterlyNetOtherInvestingChanges,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPurchaseOfBusiness,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyAccumulatedDepreciation,quarterlyBasicEPS,quarterlyBasicAverageShares,quarterlyInvestmentsAndAdvances,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyNetIncome,quarterlyInterestExpense,quarterlyCapitalExpenditure,quarterlyCurrentDebt,quarterlyOtherNonCurrentAssets,quarterlyCommonStockIssuance,quarterlyOperatingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetPPE,quarterlyTaxProvision,quarterlyOtherIncomeExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyLongTermDebt,quarterlyCurrentDeferredRevenue,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyInventory,quarterlyOperatingExpense,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyDilutedEPS,quarterlyDepreciationAndAmortization,quarterlyDilutedAverageShares,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyPurchaseOfInvestment,quarterlyFreeCashFlow,quarterlySaleOfInvestment,quarterlyTotalNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyOtherIntangibleAssets,quarterlyRepurchaseOfCapitalStock,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyChangesInAccountReceivables,quarterlyChangeInAccountPayable
2016-09-30,19005000,4329000000.0,336000000.0,103000000,18000000.0,502000000,7000000.0,69000000,,-12329000,-373000.0,75164000,41000000,410000.0,48831000,0,-36253000,451000000,-556000000.0,718000000.0,85000000.0,,-24000000,6634000,1043000000.0,956000000.0,3286000000.0,-22392000,-30110000,62000000.0,57000000.0,,-0.9,53333333.0,247000000.0,119161000,-48000000,51000000,-32387000,364000000.0,108000000.0,7316000.0,65625000,-43000000,3524000000.0,19000000,-45000000,205000000.0,148533000,227000000.0,2987000000.0,67000000.0,399000000,,254000000.0,87000000.0,34000000,0.0,301071000,-0.9,48164000,53333333.0,536000000.0,451000000.0,,33238000,11106000.0,4307000000.0,-8744000.0,5263000000.0,-48000000,359000000.0,,,,,
2016-12-31,19334000,4243589000.0,285409000.0,87657000,8671000.0,490922000,16389000.0,42001000,4307155000.0,9882000,-5076000.0,69618000,21070000,-168000.0,45118000,0,-103638000,326635000,-602598000.0,681241000.0,89545000.0,96095000.0,-22668000,-50776000,1044763000.0,853603000.0,3198826000.0,-212000,-40976000,18877000.0,55182000.0,-809855000.0,,,208233000.0,-75439000,-45937000,45905000,-55553000,475837000.0,16690000.0,468000.0,53337000,-42002000,3497300000.0,19334000,-9018000,225354000.0,-125740000,69179000.0,2829596000.0,944000.0,403265000,46601000.0,284532000.0,91659000.0,45656000,0.0,451000000,,46381000,,416180000.0,326635000.0,,-2216000,334000.0,4284190000.0,29306000.0,5137793000.0,-45937000,280683000.0,,,,,
2017-03-31,19000000,4296000000.0,289000000.0,125000000,16000000.0,544000000,26000000.0,104000000,,-37000000,3000000.0,119000000,34000000,,53000000,0,-114000000,328000000,-622000000.0,671000000.0,110000000.0,,9000000,-76000000,1041000000.0,869000000.0,3255000000.0,0,-40000000,53000000.0,55000000.0,,-0.38,52631579.0,185000000.0,3000000,-20000000,62000000,-41000000,501000000.0,186000000.0,0.0,101000000,-10000000,3553000000.0,19000000,-42000000,223000000.0,-10000000,61000000.0,2892000000.0,,419000000,,285000000.0,89000000.0,21000000,0.0,327000000,-0.38,48000000,52631579.0,438000000.0,328000000.0,,60000000,0.0,4316000000.0,-7000000.0,5185000000.0,-20000000,366000000.0,,,,,
2017-06-30,32000000,4306000000.0,226000000.0,115000000,19000000.0,522000000,36000000.0,116000000,,-33000000,6000000.0,168000000,43000000,,63000000,0,-62000000,366000000,-614000000.0,689000000.0,54000000.0,,52000000,-18000000,761000000.0,884000000.0,3545000000.0,0,-357000000,102000000.0,56000000.0,,0.17,52941176.0,188000000.0,-4000000,9000000,72000000,-57000000,322000000.0,75000000.0,0.0,101000000,21000000,3507000000.0,31000000,51000000,233000000.0,35000000,61000000.0,3170000000.0,61000000.0,407000000,,278000000.0,82000000.0,-1000000,0.0,328000000,0.17,44000000,52941176.0,420000000.0,366000000.0,,44000000,0.0,4327000000.0,-25000000.0,5211000000.0,9000000,364000000.0,,,,,
2017-09-30,10000000,4368000000.0,260000000.0,117000000,30000000.0,575000000,107000000.0,86000000,,-85000000,-1000000.0,118000000,36000000,1000000.0,88000000,0,3000000,498000000,-637000000.0,737000000.0,50000000.0,,-13000000,59000000,664000000.0,1054000000.0,3704000000.0,0,-607000000,40000000.0,49000000.0,,-0.43,53488372.0,179000000.0,90000000,-23000000,88000000,-61000000,225000000.0,61000000.0,110000000.0,40000000,-23000000,3503000000.0,10000000,-11000000,239000000.0,133000000,63000000.0,3344000000.0,63000000.0,458000000,,369000000.0,83000000.0,31000000,0.0,366000000,-0.43,43000000,53488372.0,548000000.0,498000000.0,,-21000000,0.0,4305000000.0,-46000000.0,5359000000.0,-23000000,362000000.0,,,,,
2017-12-31,217447000,1474510000.0,36994000.0,-288534000,172607000.0,-1268296000,21245000.0,-292467000,725797000.0,-472488000,-6709000.0,-303661000,-56399000,-43000.0,71799000,0,757497000,1417388000,-305337000.0,983118000.0,7144000.0,459000.0,-184636000,43101000,806322000.0,1504641000.0,668188000.0,0,-502553000,7408000.0,81000.0,-109633000.0,,,121694000.0,8121000,270590000,-162486000,-79013000,447956000.0,76459000.0,-9522000.0,149851000,-196445000,616164000.0,11809000,-27816000,52753000.0,915469000,512000.0,588543000.0,0.0,-979762000,36837000.0,44137000.0,0.0,3933000,0.0,498000000,,43461000,,1424532000.0,1417388000.0,,70838000,0.0,1021216000.0,-51152000.0,2525857000.0,270590000,1182000.0,,,,,
2018-03-31,6000000,922000000.0,42000000.0,30000000,5000000.0,101000000,-15000000.0,23000000,,3000000,0.0,572000000,7000000,,4000000,-665000000,217000000,455000000,240000000.0,827000000.0,0.0,,558000000,21000000,253000000.0,510000000.0,669000000.0,-48000000,-7000000,20000000.0,,,10.13,53800592.0,269000000.0,-1049000000,545000000,6000000,-16000000,86000000.0,,,-134000000,552000000,628000000.0,6000000,539000000,58000000.0,-966000000,19000000.0,584000000.0,,71000000,,35000000.0,,7000000,0.0,1417000000,10.13,8000000,53800592.0,455000000.0,455000000.0,-4000000.0,-150000000,,1314000000.0,,1824000000.0,545000000,2000000.0,,,,,
2018-06-30,1000000,882000000.0,49000000.0,13000000,4000000.0,84000000,7000000.0,8000000,,0,0.0,-10000000,5000000,,1000000,0,-18000000,429000000,211000000.0,820000000.0,0.0,,-28000000,-4000000,234000000.0,478000000.0,648000000.0,-3000000,-370000000,18000000.0,,,-0.53,54716981.0,272000000.0,-10000000,-29000000,11000000,-13000000,79000000.0,,,13000000,-29000000,609000000.0,1000000,-35000000,57000000.0,-15000000,93000000.0,564000000.0,,71000000,,31000000.0,,5000000,0.0,455000000,-0.53,7000000,54716981.0,429000000.0,429000000.0,3000000.0,0,,1291000000.0,,1769000000.0,-29000000,2000000.0,,,,,
2018-09-30,8000000,778000000.0,65000000.0,25000000,7000000.0,94000000,20000000.0,19000000,,-15000000,0.0,8000000,6000000,0.0,-4000000,0,-115000000,275000000,191000000.0,813000000.0,28000000.0,,-7000000,-23000000,105000000.0,367000000.0,673000000.0,-90000000,-68000000,21000000.0,,,-0.38,52631579.0,262000000.0,-50000000,-20000000,7000000,-10000000,23000000.0,,,10000000,-11000000,627000000.0,4000000,-30000000,61000000.0,-155000000,,585000000.0,,69000000,,43000000.0,,6000000,0.0,429000000,-0.38,8000000,52631579.0,303000000.0,275000000.0,,0,,1294000000.0,-3000000.0,1661000000.0,-20000000,,,,,,
2018-12-31,1244000,739400000.0,25082000.0,6688000,6939000.0,85012000,17656000.0,-7809000,748123000.0,-14119000,0.0,-47234000,15424000,814000.0,790000,-99784000,-197383000,131123000,28917000.0,649023000.0,49938000.0,335000.0,-61032000,-171448000,89918000.0,327715000.0,649482000.0,2087000,68588000,5362000.0,369000.0,-113035000.0,,,161188000.0,-108601000,-61787000,6382000,-30446000,23235000.0,48640000.0,0.0,163379000,-61531000,635088000.0,499000,-51304000,59067000.0,-142605000,,563235000.0,,78324000,30372000.0,35548000.0,,14497000,0.0,275000000,,7416000,,181061000.0,131123000.0,,132933000,-2969000.0,1127403000.0,781000.0,1455118000.0,-61787000,971000.0,,,,,
2019-03-31,5000000,788000000.0,58000000.0,29000000,6000000.0,97000000,16000000.0,19000000,,22000000,,12000000,10000000,1000000.0,2000000,0,-12000000,161000000,16000000.0,634000000.0,51000000.0,,-1000000,-4000000,114000000.0,345000000.0,674000000.0,0,-4000000,30000000.0,6000000.0,,-0.24,50000000.0,142000000.0,-8000000,-12000000,6000000,-8000000,28000000.0,,,47000000,-6000000,659000000.0,5000000,-18000000,66000000.0,27000000,,575000000.0,,68000000,,33000000.0,,10000000,0.0,131000000,-0.24,7000000,50000000.0,212000000.0,161000000.0,-4000000.0,39000000,,1144000000.0,,1489000000.0,-12000000,,,,,,
2019-06-30,3000000,797000000.0,61000000.0,13000000,1000000.0,85000000,23000000.0,6000000,,0,,13000000,8000000,0.0,5000000,0,-46000000,138000000,26000000.0,651000000.0,78000000.0,,-5000000,-36000000,113000000.0,364000000.0,684000000.0,0,-6000000,46000000.0,6000000.0,,-0.13,61538462.0,144000000.0,13000000,-8000000,10000000,-11000000,36000000.0,,,8000000,-7000000,670000000.0,2000000,-6000000,68000000.0,-25000000,,582000000.0,,72000000,,32000000.0,,7000000,0.0,161000000,-0.13,8000000,61538462.0,216000000.0,138000000.0,,-3000000,,1166000000.0,,1530000000.0,-8000000,,,,,,
2019-09-30,11000000,833000000.0,62000000.0,25000000,4000000.0,102000000,36000000.0,23000000,,-24000000,,30000000,7000000,0.0,1000000,0,3000000,210000000,77000000.0,715000000.0,72000000.0,,16000000,7000000,138000000.0,463000000.0,695000000.0,0,-8000000,77000000.0,5000000.0,,0.53,52830189.0,150000000.0,31000000,28000000,6000000,-5000000,40000000.0,,43000000.0,35000000,9000000,681000000.0,7000000,-6000000,75000000.0,69000000,,586000000.0,,77000000,,34000000.0,,2000000,0.0,138000000,0.53,8000000,52830189.0,282000000.0,210000000.0,,30000000,,1188000000.0,0.0,1651000000.0,28000000,,,,,,
