date,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,quarterlyInventory,quarterlyBasicEPS,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyOtherIncomeExpense,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashDividendsPaid,quarterlyDepreciationAndAmortization,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyChangesInAccountReceivables,quarterlyDilutedAverageShares,quarterlyPurchaseOfInvestment,quarterlyNetIncomeCommonStockholders,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyOtherIntangibleAssets,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyFreeCashFlow,quarterlyDilutedEPS,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,quarterlyChangeInWorkingCapital,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyGrossProfit,quarterlyInvestingCashFlow,quarterlyChangeInAccountPayable,quarterlyEndCashPosition,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyBasicAverageShares,quarterlyCurrentDeferredRevenue,quarterlyOtherNonCashItems,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyTaxProvision,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRepaymentOfDebt,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyRetainedEarnings,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyAccumulatedDepreciation,quarterlyInvestmentsAndAdvances,quarterlyResearchAndDevelopment,quarterlySaleOfInvestment,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue
2005-09-30,60631000.0,4452000.0,16681000.0,27137000,27137000,113081000.0,1258000.0,40787000.0,79482000,123499000.0,,86376000.0,0.0975,127357000.0,281324000.0,0,105180000.0,105180000.0,,7769000.0,139000.0,100728000.0,7950000,7004000.0,,293820000.0,,27137000,696586000.0,334360000.0,150312000.0,827402000.0,546780000.0,153000.0,51296000.0,0.0925,,87581000.0,,1914000.0,27640000.0,0.0,22420000.0,2965000.0,,69082000,130816000.0,586000.0,321515000,-8746000.0,,105180000.0,260202000,-8749000.0,276308000.0,,,271224000.0,280622000.0,260202000,26226000,425362000.0,,,53363000,62108000.0,48876000.0,-9335000.0,-46803000.0,61313000,400997000,-25473000.0,,,,,
2005-12-31,12474000.0,-16932000.0,17466000.0,29953000,29953000,110318000.0,532000.0,37266000.0,83154000,126167000.0,,109785000.0,,112714000.0,253276000.0,0,88248000.0,88248000.0,,7986000.0,140000.0,105180000.0,6326000,9816000.0,,,,29953000,668913000.0,24190000.0,449114000.0,837801000.0,538250000.0,-212000.0,2699000.0,,,95765000.0,,-18852000.0,39156000.0,0.0,-5793000.0,605000.0,,62230000,168888000.0,-38000.0,325872000,-9778000.0,,88248000.0,271628000,-22544000.0,,,,285457000.0,299551000.0,271628000,17965000,383456000.0,,,47918000,64946000.0,78829000.0,-9775000.0,-25587000.0,54244000,409026000,-30819000.0,,,,,
2006-03-31,46124000.0,20973000.0,18928000.0,38696000,38696000,119588000.0,806000.0,45829000.0,91366000,130831000.0,129484000.0,106042000.0,0.1375,112989000.0,242531000.0,0,109221000.0,109221000.0,,7350000.0,140000.0,88248000.0,6015000,8512000.0,,293804000.0,,38696000,665888000.0,29090000.0,314133000.0,878166000.0,543560000.0,1491000.0,34041000.0,0.1325,,107849000.0,,4544000.0,32509000.0,0.0,-5004000.0,569000.0,,71430000,212278000.0,-5030000.0,364422000,-17067000.0,,109221000.0,300342000,4886000.0,279788000.0,,,291440000.0,334606000.0,300342000,19369000,374448000.0,,,58065000,70853000.0,117524000.0,-12083000.0,-9989000.0,64080000,455788000,-36996000.0,,,,,
2006-06-30,56261000.0,60091000.0,20741000.0,36326000,36326000,131742000.0,5324000.0,48365000.0,92640000,132463000.0,127478000.0,110146000.0,0.1275,102591000.0,241388000.0,0,169312000.0,169312000.0,,7504000.0,142000.0,109221000.0,4955000,6558000.0,,296880000.0,,36326000,672600000.0,29576000.0,313358000.0,941014000.0,548258000.0,12673000.0,43702000.0,0.1225,,108665000.0,,-10888000.0,37117000.0,0.0,32046000.0,-850000.0,,72619000,268414000.0,2191000.0,373347000,-10416000.0,,169312000.0,308232000,-4706000.0,282588000.0,,,307880000.0,392756000.0,308232000,23834000,364720000.0,,,60160000,77846000.0,153851000.0,-12559000.0,14514000.0,65115000,465987000,-30819000.0,,,,,
2006-09-30,42624000.0,-46039000.0,23961000.0,26467000,26467000,138169000.0,1048000.0,47932000.0,97159000,144318000.0,125096000.0,124230000.0,0.0925,102230000.0,180693000.0,0,123273000.0,123273000.0,,7758000.0,142000.0,169312000.0,25869000,7098000.0,,297028000.0,,26467000,638299000.0,29561000.0,312583000.0,937644000.0,561846000.0,-883000.0,21740000.0,0.09,,125425000.0,,-15055000.0,41830000.0,0.0,16530000.0,-1546000.0,,72245000,299345000.0,-808000.0,379215000,-21627000.0,,123273000.0,314728000,-13225000.0,284716000.0,,7839000.0,331415000.0,375798000.0,314728000,12151000,306884000.0,,,38618000,94606000.0,180124000.0,-20884000.0,-66223000.0,64487000,476374000,-30819000.0,,,,,
2006-12-31,39438000.0,31050000.0,33560000.0,41650000,41650000,128328000.0,4595000.0,51758000.0,99173000,149575000.0,113221000.0,146036000.0,,126152000.0,179839000.0,0,154323000.0,154323000.0,,7723000.0,143000.0,123273000.0,2702000,5599000.0,,,,41650000,663043000.0,30931000.0,311808000.0,1016933000.0,561226000.0,-160570000.0,22504000.0,,,137937000.0,,1855000.0,39990000.0,2080000.0,-6526000.0,-782000.0,,70987000,353890000.0,-812000.0,388212000,-17698000.0,,154323000.0,324948000,-16898000.0,,,-5932000.0,323492000.0,455707000.0,324948000,18912000,339551000.0,,,60562000,105266000.0,221774000.0,-16934000.0,6654000.0,63264000,487385000,-32671000.0,,,,,
2007-03-31,46100000.0,7884000.0,35083000.0,41180000,41180000,131305000.0,976000.0,49268000.0,107283000,134403000.0,112964000.0,130114000.0,0.1425,126169000.0,149892000.0,0,162207000.0,162207000.0,,8339000.0,144000.0,154323000.0,2204000,4290000.0,,299772000.0,,41180000,607699000.0,31138000.0,311033000.0,1008068000.0,561317000.0,1321000.0,37040000.0,0.1375,,146427000.0,,3951000.0,26557000.0,0.0,-13096000.0,-1262000.0,,79467000,400369000.0,-395000.0,400816000,-9419000.0,,162207000.0,329688000,15174000.0,286888000.0,,4839000.0,296555000.0,446751000.0,329688000,27744000,311144000.0,,,68924000,106182000.0,262954000.0,-9060000.0,-29004000.0,71128000,508099000,-40245000.0,,,,,
2007-06-30,81677000.0,-15163000.0,37842000.0,48109000,48109000,140322000.0,2696000.0,49609000.0,111361000,156300000.0,110866000.0,125450000.0,0.17,126169000.0,150808000.0,0,147044000.0,147044000.0,,8852000.0,137000.0,162207000.0,2274000,65018000.0,,295960000.0,,48109000,711953000.0,31952000.0,310259000.0,1018250000.0,565850000.0,3880000.0,70024000.0,0.1625,,161024000.0,,-4547000.0,35494000.0,0.0,34755000.0,-117000.0,,86925000,306297000.0,-713000.0,418739000,-12337000.0,,147044000.0,340666000,8566000.0,282464000.0,,-4676000.0,397134000.0,452400000.0,340666000,27690000,314819000.0,,,75799000,112773000.0,161830000.0,-11653000.0,-86923000.0,78073000,530100000,-48251000.0,,,,,
2007-09-30,67177000.0,13801000.0,38334000.0,48330000,48330000,153777000.0,6435000.0,56978000.0,105886000,165766000.0,111392000.0,126547000.0,0.1775,126068000.0,229543000.0,0,160845000.0,160845000.0,-13527000.0,8884000.0,136000.0,147044000.0,2740000,3831000.0,,286628000.0,,48330000,749586000.0,33999000.0,310060000.0,1044787000.0,569529000.0,8549000.0,57255000.0,0.1675,-65167000.0,170656000.0,,-2065000.0,32267000.0,0.0,18833000.0,-367000.0,,87180000,295201000.0,-536000.0,423657000,-10452000.0,,160845000.0,345361000,2139000.0,274052000.0,,-6809000.0,355641000.0,475258000.0,345361000,27226000,393945000.0,,,75556000,114078000.0,137707000.0,-9922000.0,-45322000.0,78296000,529543000,-56578000.0,,,,,
2007-12-31,75857000.0,26562000.0,41306000.0,53833000,53833000,167430000.0,3640000.0,58729000.0,113851000,168150000.0,111477000.0,128648000.0,,107584000.0,360491000.0,0,187407000.0,187407000.0,-13629000.0,9375000.0,129000.0,160845000.0,3355000,4661000.0,,,,53833000,884999000.0,37583000.0,310060000.0,1067243000.0,580147000.0,4826000.0,64550000.0,,-161753000.0,187027000.0,,6005000.0,35377000.0,0.0,18031000.0,-3947000.0,,95036000,182244000.0,-64000.0,464246000,-11182000.0,,187407000.0,378585000,886000.0,,,-12702000.0,375618000.0,487096000.0,378585000,28473000,509381000.0,,,82306000,121027000.0,25190000.0,-11307000.0,-42262000.0,85661000,578097000,-66000000.0,,,,,
2008-03-31,62800000.0,3739000.0,41155000.0,62367000,62367000,175113000.0,12553000.0,74105000.0,117666000,183754000.0,111481000.0,126512000.0,0.2425,108087000.0,329855000.0,0,191146000.0,191146000.0,-12869000.0,10489000.0,130000.0,187407000.0,3791000,3856000.0,,268800000.0,,62367000,874951000.0,37777000.0,310060000.0,1117898000.0,595042000.0,10634000.0,38869000.0,0.2325,-17668000.0,213545000.0,,-92000.0,33131000.0,0.0,-6870000.0,-3909000.0,,100140000,242947000.0,330000.0,486771000,-23601000.0,,191146000.0,397120000,7734000.0,257524000.0,,-3650000.0,395854000.0,522856000.0,397120000,23493000,479097000.0,,,85860000,135724000.0,58144000.0,-23931000.0,-39449000.0,89651000,604437000,-77821000.0,,,,,
2008-06-30,59068000.0,-28760000.0,41098000.0,67080000,67080000,166921000.0,3056000.0,74154000.0,128049000,172250000.0,111312000.0,132956000.0,0.26,107823000.0,357259000.0,0,162386000.0,162386000.0,-12717000.0,11993000.0,127000.0,191146000.0,3167000,13592000.0,,264440000.0,,67080000,901884000.0,48025000.0,310060000.0,1131691000.0,618545000.0,2244000.0,45409000.0,0.2525,-76525000.0,237032000.0,,678000.0,42941000.0,0.0,-17481000.0,-3796000.0,,105231000,229807000.0,-67000.0,511651000,-13699000.0,,162386000.0,418413000,-4568000.0,257128000.0,,-3383000.0,395704000.0,513146000.0,418413000,22991000,506180000.0,,,90071000,149148000.0,41116000.0,-13659000.0,-73446000.0,93238000,639700000,-87884000.0,,,,,
2008-09-30,79729000.0,-12992000.0,41677000.0,58084000,58084000,173129000.0,2666000.0,73058000.0,116620000,180166000.0,111327000.0,136566000.0,0.2275,105371000.0,313987000.0,0,149394000.0,149394000.0,-12752000.0,12666000.0,128000.0,162386000.0,3407000,12186000.0,,261756000.0,,58084000,869041000.0,46021000.0,310060000.0,1144276000.0,635111000.0,-294000.0,48994000.0,0.2225,0.0,260992000.0,,762000.0,42525000.0,0.0,4392000.0,-10943000.0,,101161000,275235000.0,1225000.0,485579000,-29470000.0,,149394000.0,397084000,-14398000.0,254376000.0,,8251000.0,408006000.0,509165000.0,397084000,27004000,461035000.0,,,85088000,167703000.0,86448000.0,-30735000.0,-56429000.0,88495000,602199000,-93289000.0,,,,,
2008-12-31,71391000.0,1453000.0,23520000.0,33659000,33659000,0.0,,70002000.0,96061000,165424000.0,110677000.0,134492000.0,,103675000.0,336514000.0,0,150847000.0,150847000.0,-12362000.0,13584000.0,123000.0,149394000.0,2858000,145486000.0,,,,33659000,879587000.0,22578000.0,310060000.0,1121318000.0,636550000.0,2018000.0,51115000.0,,-44728000.0,264903000.0,37302000.0,-5451000.0,41084000.0,0.0,6255000.0,-28614000.0,,74452000,241731000.0,2073000.0,416816000,-18194000.0,,150847000.0,355948000,-16340000.0,,,15988000.0,401899000.0,484768000.0,355948000,24351000,477688000.0,,,58010000,175492000.0,72507000.0,-20276000.0,-35743000.0,60868000,512877000,-89411000.0,,,,,
2009-03-31,86016000.0,43886000.0,23621000.0,41542000,41542000,154599000.0,,72300000.0,102400000,158280000.0,110677000.0,115705000.0,0.17,104331000.0,339126000.0,0,194733000.0,194733000.0,-12300000.0,14821000.0,123000.0,150847000.0,3312000,6353000.0,,246456000.0,,41542000,873988000.0,20961000.0,310060000.0,1140526000.0,632963000.0,-963000.0,71943000.0,0.1675,0.0,274515000.0,44052000.0,586000.0,29853000.0,0.0,15647000.0,-37307000.0,4880000.0,78714000,266538000.0,612000.0,419283000,-13461000.0,-9566000.0,194733000.0,356990000,12235000.0,246040000.0,,8419000.0,393137000.0,507563000.0,356990000,19039000,480851000.0,-25487000.0,,60581000,174255000.0,101749000.0,-14073000.0,-19385000.0,62293000,521683000,-100260000.0,,,,,
2009-06-30,36248000.0,-13297000.0,24290000.0,48253000,48253000,159176000.0,,78711000.0,122442000,151647000.0,110677000.0,125870000.0,0.195,103549000.0,300578000.0,-38000,181436000.0,181436000.0,-12317000.0,14865000.0,122000.0,194733000.0,2900000,13387000.0,,251716000.0,,48253000,836610000.0,23170000.0,310060000.0,1152584000.0,635024000.0,-19000.0,23520000.0,0.1925,-972000.0,289500000.0,26323000.0,-2243000.0,43125000.0,0.0,-25156000.0,-28418000.0,5144000.0,88246000,315974000.0,-864000.0,449363000,-13532000.0,10768000.0,181436000.0,377544000,-213000.0,246568000.0,,-4738000.0,393658000.0,517560000.0,377544000,22228000,442952000.0,-71522000.0,,70481000,173365000.0,136885000.0,-12728000.0,-44404000.0,71819000,571805000,-116135000.0,,,,,
2009-09-30,105030000.0,33965000.0,23695000.0,57895000,57895000,179204000.0,,84747000.0,131777000,184376000.0,115351000.0,133376000.0,0.2375,102648000.0,297482000.0,-37000,215401000.0,215401000.0,-12110000.0,15960000.0,122000.0,181436000.0,1600000,12361000.0,,253588000.0,,57895000,881153000.0,23079000.0,310060000.0,1218486000.0,643962000.0,223000.0,90055000.0,0.2275,-32658000.0,309855000.0,24093000.0,-1441000.0,41324000.0,0.0,23343000.0,-26956000.0,5076000.0,94357000,337333000.0,-1069000.0,468441000,-26011000.0,-6053000.0,215401000.0,390607000,-1571000.0,244936000.0,,3315000.0,441358000.0,574524000.0,390607000,18902000,439795000.0,-83531000.0,,76797000,176774000.0,153419000.0,-14975000.0,-46684000.0,77834000,600218000,-133081000.0,,,,,
2009-12-31,57762000.0,-64600000.0,24600000.0,55656000,55656000,0.0,,76958000.0,136515000,172986000.0,102543000.0,145962000.0,,77613000.0,237931000.0,-13000,150801000.0,150801000.0,-11994000.0,16791000.0,120000.0,215401000.0,-2697000,157091000.0,,,,55656000,786739000.0,21306000.0,311782000.0,1146050000.0,632548000.0,4025000.0,39770000.0,,-41011000.0,325401000.0,40298000.0,-8128000.0,37330000.0,0.0,-6616000.0,-23396000.0,5807000.0,97163000,359311000.0,-335000.0,494356000,-18318000.0,-4649000.0,150801000.0,410271000,-12193000.0,,,-1847000.0,429966000.0,513502000.0,410271000,27413000,356773000.0,-132549000.0,0.0,83069000,178009000.0,159705000.0,-17992000.0,-102854000.0,84085000,630871000,-147392000.0,,,,,
2010-03-31,87433000.0,14470000.0,24216000.0,51871000,51871000,185331000.0,,87484000.0,140472000,157836000.0,102549000.0,146440000.0,0.215,78376000.0,244008000.0,-2006000,165271000.0,165271000.0,-12065000.0,17262000.0,120000.0,150801000.0,2400000,3372000.0,,250688000.0,,51871000,808936000.0,21725000.0,311189000.0,1186749000.0,627029000.0,2606000.0,75810000.0,0.2075,-28010000.0,332784000.0,42407000.0,-13671000.0,55717000.0,0.0,15557000.0,-26508000.0,5295000.0,81668000,377813000.0,-79000.0,478161000,-11699000.0,19311000.0,165271000.0,414202000,474000.0,240640000.0,,-1530000.0,444663000.0,559720000.0,414202000,10135000,364273000.0,-104951000.0,,62006000,172702000.0,176597000.0,-11623000.0,-38532000.0,63959000,618633000,-160082000.0,,,,,
2010-06-30,82958000.0,4947000.0,23659000.0,81933000,81933000,192787000.0,,85411000.0,136561000,169190000.0,102899000.0,152035000.0,0.345,79273000.0,240280000.0,-46000,170218000.0,170218000.0,-11996000.0,17141000.0,118000.0,165271000.0,2500000,3071000.0,,248412000.0,,81933000,803062000.0,22587000.0,311091000.0,1197178000.0,621871000.0,2099000.0,70664000.0,0.33,-51210000.0,342565000.0,29126000.0,-1382000.0,48318000.0,0.0,-9088000.0,-39126000.0,5525000.0,133850000,394116000.0,765000.0,552245000,-11526000.0,-5530000.0,170218000.0,435890000,-12646000.0,238108000.0,,-9196000.0,442492000.0,575307000.0,435890000,32276000,360570000.0,-130764000.0,,114209000,167320000.0,200389000.0,-12294000.0,-62359000.0,116355000,688806000,-175245000.0,,,,,
2010-09-30,97343000.0,23272000.0,23476000.0,75739000,75739000,203852000.0,,91394000.0,133265000,189771000.0,102899000.0,183144000.0,0.32,76045000.0,205894000.0,0,193490000.0,193490000.0,-14873000.0,17352000.0,118000.0,170218000.0,2692000,3232000.0,,247784000.0,,75739000,787767000.0,24271000.0,310992000.0,1248356000.0,626375000.0,5254000.0,79061000.0,0.305,-26943000.0,350283000.0,16602000.0,-1936000.0,50068000.0,0.0,-835000.0,-24636000.0,6050000.0,118807000,460589000.0,-1057000.0,555166000,-19281000.0,-929000.0,193490000.0,454211000,-20749000.0,236884000.0,,6101000.0,463525000.0,621981000.0,454211000,23024000,324242000.0,-143750000.0,,98763000,169308000.0,237918000.0,-18282000.0,-64191000.0,100955000,688431000,-180975000.0,,,,,
2010-12-31,112668000.0,-2940000.0,23407000.0,80990000,80990000,162141000.0,,88814000.0,148513000,141867000.0,102899000.0,182467000.0,,55572000.0,175046000.0,0,190550000.0,190550000.0,-14806000.0,16866000.0,118000.0,193490000.0,1973000,3120000.0,,,,80990000,745008000.0,25880000.0,310894000.0,1232220000.0,636634000.0,5350000.0,86742000.0,,-53845000.0,344339000.0,15383000.0,-7642000.0,43784000.0,0.0,22670000.0,-27285000.0,6099000.0,123956000,487212000.0,-755000.0,589843000,-26630000.0,-6202000.0,190550000.0,-416648000,1405000.0,,35145000.0,7152000.0,470816000.0,595586000.0,-416648000,24127000,274192000.0,-119986000.0,0.0,105117000,177427000.0,257004000.0,-25926000.0,-89398000.0,1006491000,738356000,-166912000.0,,,,,
2011-03-31,107517000.0,70216000.0,23216000.0,87568000,87568000,173076000.0,,107893000.0,162793000,138523000.0,102899000.0,184321000.0,0.37,55220000.0,181188000.0,-264377000,260766000.0,260766000.0,-14819000.0,18562000.0,119000.0,190550000.0,5948000,1753000.0,,247632000.0,,87568000,777706000.0,26639000.0,310815000.0,1358004000.0,652269000.0,-3827000.0,79192000.0,0.3525,-8965000.0,373661000.0,18340000.0,921000.0,53725000.0,0.0,-1541000.0,-12074000.0,5604000.0,145262000,580298000.0,-197000.0,632303000,-28520000.0,8861000.0,260766000.0,244526000,4184000.0,236412000.0,56928000.0,751000.0,494885000.0,705735000.0,244526000,33184000,282821000.0,-284924000.0,,120752000,187733000.0,329636000.0,-28325000.0,-16041000.0,387777000,795096000,-185928000.0,,,,,
2011-06-30,143130000.0,-6299000.0,23112000.0,111180000,111180000,184652000.0,,116555000.0,171023000,153956000.0,104959000.0,219034000.0,0.465,55181000.0,158797000.0,-289232000,254467000.0,254467000.0,-23870000.0,18095000.0,118000.0,260766000.0,3100000,1781000.0,,253234000.0,,111180000,803568000.0,32031000.0,312155000.0,1399619000.0,661001000.0,6378000.0,127027000.0,0.44,-106322000.0,353272000.0,13333000.0,-250000.0,64904000.0,0.0,16402000.0,-6916000.0,5499000.0,173514000,596051000.0,-1858000.0,708631000,-17773000.0,10550000.0,254467000.0,266225000,-30673000.0,238014000.0,62908000.0,148000.0,542665000.0,738618000.0,266225000,41139000,260903000.0,-123405000.0,,152319000,185887000.0,331100000.0,-16103000.0,-133469000.0,442406000,879654000,-167385000.0,,,,,
