date,quarterlyChangesInAccountReceivables,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyChangeInInventory,quarterlyOtherIntangibleAssets,quarterlySaleOfInvestment,quarterlyDilutedEPS,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyRepaymentOfDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentAssets,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyCapitalExpenditure,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyBasicAverageShares,quarterlyCurrentLiabilities,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyPretaxIncome,quarterlyCurrentAssets,quarterlyPurchaseOfBusiness,quarterlyOtherNonCashItems,quarterlyOperatingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyResearchAndDevelopment,quarterlyChangeInCashSupplementalAsReported,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyTaxProvision,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyRetainedEarnings,quarterlyOtherCurrentLiabilities,quarterlyNetPPE,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyTotalNonCurrentAssets,quarterlyLongTermDebt,quarterlyBasicEPS,quarterlyTotalAssets,quarterlyFreeCashFlow,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyDepreciationAndAmortization,quarterlySellingGeneralAndAdministration,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentLiabilities,quarterlyPurchaseOfInvestment,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyChangeInAccountPayable,quarterlyNetIncomeCommonStockholders,quarterlyOtherNonCurrentAssets,quarterlyGrossProfit,quarterlyCurrentDeferredRevenue,quarterlyInventory,quarterlyInvestmentsAndAdvances,quarterlyOtherIncomeExpense,quarterlyOperatingExpense,quarterlyCashDividendsPaid,quarterlyDilutedAverageShares,quarterlyNonCurrentDeferredRevenue
2016-04-30,42642000.0,4099818000,-50000000.0,13598000.0,2045009000.0,316310000.0,-0.04,1278180000.0,1022000,,1615240000,1615240000,193697000,2222000.0,0.0,24453000.0,-4388000.0,-10592000.0,-29122000.0,540822000.0,-721342000,-50710000.0,508794000.0,484699000,,1017971000,-27634000.0,2149776000,,2257000.0,-609601000.0,0.0,241271000.0,-497958000.0,-638366000.0,,-4955000.0,315000.0,835018000.0,1057842000,0.0,283584000,2029945000.0,280658000,236514000,259210000.0,2507345000,,-0.04,4657121000,-620193000.0,-22679000.0,-22679000.0,24734000.0,67002000.0,72604000.0,72604000.0,-143365000.0,162353000.0,780222000.0,,118000.0,-20564000.0,557303000,,19922000.0,-22679000.0,169778000,281612000.0,54488000,196739000,8974000.0,-4441000.0,310734000.0,-30461000.0,508794000.0,
2016-07-31,-68025000.0,4159088000,-75000000.0,-6364000.0,2042063000.0,116506000.0,0.1,780222000.0,1022000,,1624009000,1624009000,212950000,4015000.0,0.0,37196000.0,69318000.0,-16504000.0,39506000.0,626404000.0,-737633000,-35396000.0,511235000.0,504488000,,1025373000,45790000.0,2230279000,,718000.0,59282000.0,0.0,228562000.0,-61470000.0,-59744000.0,,-5515000.0,244000.0,905257000.0,1078472000,0.0,274774000,2029945000.0,348683000,219489000,287608000.0,2486397000,,0.1,4716676000,42778000.0,51305000.0,51305000.0,29812000.0,68267000.0,53100000.0,53100000.0,-185358000.0,-85356000.0,718752000.0,,97000.0,-4965000.0,557588000,,20437000.0,51305000.0,160586000,338796000.0,72049000,202717000,8974000.0,-721000.0,299290000.0,-30675000.0,514314000.0,
2016-10-31,-13512000.0,4180494000,-25000000.0,3710000.0,2039279000.0,220472000.0,0.14,718752000.0,1017000,,1650372000,1650372000,183252000,1553000.0,0.0,28263000.0,112925000.0,-13741000.0,82953000.0,654422000.0,-759163000,-80543000.0,511090000.0,503247000,,1038035000,88423000.0,2261141000,,126000.0,121461000.0,-56531000.0,223519000.0,32836000.0,-9511000.0,,15807000.0,11277000.0,898784000.0,1120389000,0.0,265984000,2029945000.0,362195000,256339000,286063000.0,2493305000,,0.14,4754446000,107720000.0,72616000.0,72616000.0,29972000.0,59588000.0,70705000.0,70705000.0,-215087000.0,-8082000.0,751588000.0,,,-4590000.0,573952000,,-29818000.0,72616000.0,179068000,368359000.0,63656000,198843000,8974000.0,-1164000.0,285406000.0,-30699000.0,522091000.0,
2017-01-31,26811000.0,4027651000,0.0,18381000.0,2006984000.0,274217000.0,-0.16,751588000.0,1012000,,1668360000,1668360000,143484000,23000.0,45846000.0,24058000.0,16515000.0,-8656000.0,-12133000.0,571400000.0,-765847000,-100599000.0,507834000.0,496416000,,1022054000,-8353000.0,2280330000,-258000.0,-1013000.0,118846000.0,-125033000.0,228669000.0,62504000.0,96771000.0,,68524000.0,62383000.0,854268000.0,1009841000,1670000.0,243397000,2003413000.0,335384000,283138000,243883000.0,2368320000,,-0.16,4648650000,110190000.0,-80091000.0,-76877000.0,28648000.0,109501000.0,124583000.0,124583000.0,-221046000.0,44257000.0,814092000.0,,,-7492000.0,620999000,38777000.0,-38694000.0,-80091000.0,113324000,327517000.0,68124000,171969000,4615000.0,-94668000.0,339650000.0,-30457000.0,507834000.0,
2017-04-30,-21763000.0,3961846000,7275000.0,-11542000.0,2005912000.0,235999000.0,0.21,814092000.0,1001000,,1649411000,725962000,179017000,-164000.0,39708000.0,24017000.0,122206000.0,-11119000.0,100393000.0,579180000.0,-706854000,-204969000.0,503790000.0,540260000,,946212000,102221000.0,2268988000,,-516000.0,135146000.0,-166293000.0,193027000.0,-88130000.0,2475000.0,-11109000.0,5251000.0,19939000.0,923449000.0,1084502000,746000.0,239358000,,357147000,154315000,230549000.0,2367249000,,0.21,4636237000,124027000.0,106621000.0,96970000.0,21813000.0,55211000.0,134131000.0,71411000.0,-273416000.0,-18307000.0,725962000.0,,51000.0,-28624000.0,674391000,50850000.0,31423000.0,106621000.0,121979000,348631000.0,74064000,178145000,,-1505000.0,248238000.0,-29991000.0,517592000.0,
2017-07-31,-14550000.0,3974097000,2388000.0,-3170000.0,1994743000.0,200312000.0,0.32,725962000.0,991000,,1573507000,630501000,153862000,899000.0,41896000.0,22422000.0,150157000.0,-4628000.0,128648000.0,604750000.0,-710262000,-183974000.0,500817000.0,462563000,,945616000,131551000.0,2208946000,,-1551000.0,101252000.0,-221265000.0,180871000.0,-95461000.0,-69086000.0,2008000.0,-3899000.0,77872000.0,943006000.0,1219666000,1015000.0,235354000,,371697000,106351000,239572000.0,2378504000,,0.33,4587450000,96624000.0,165259000.0,135450000.0,21509000.0,55659000.0,150790000.0,95076000.0,-252811000.0,-12739000.0,630501000.0,,80000.0,-10486000.0,613353000,52593000.0,-27455000.0,165259000.0,148407000,365178000.0,70063000,175355000,,-4285000.0,236530000.0,-30095000.0,510309000.0,
2017-10-31,5583000.0,4060949000,93735000.0,-1327000.0,1993668000.0,378541000.0,0.4,630501000.0,982000,,1732075000,800099000,166096000,-192000.0,36571000.0,18873000.0,175639000.0,-14168000.0,153180000.0,616302000.0,-692400000,-139394000.0,494096000.0,478081000,,890573000,156096000.0,2358421000,,2555000.0,216191000.0,-140017000.0,165477000.0,169598000.0,20225000.0,7000.0,6759000.0,39614000.0,931976000.0,1390384000,0.0,198173000,,366114000,108007000,238533000.0,2323783000,,0.41,4682204000,202023000.0,200188000.0,149337000.0,22459000.0,59112000.0,143174000.0,86533000.0,-371659000.0,92801000.0,800099000.0,,262000.0,-9521000.0,621255000,51129000.0,16119000.0,200188000.0,131942000,377769000.0,74943000,173741000,,-3284000.0,224589000.0,-29470000.0,504903000.0,
2017-12-31,,778346000,,,664769000.0,,,,69000,,140498000,140498000,91318000,810000.0,,,,,,,-167639000,,,174012000,,360154000,,487109000,,,,,,,,,,,,-406352000,18997000.0,192515000,237692000.0,230143000,18576000,,1102216000,592963000.0,,1589325000,,,,,,636967000.0,6530000.0,,,,3270000.0,,,810979000,2686000.0,,,7240000,,9236000,93674000,,,,,,
2018-01-31,85719000.0,4141413000,0.0,3878000.0,1993310000.0,218310000.0,0.1,800099000.0,991000,,1841272000,888482000,145236000,-2322000.0,30767000.0,21377000.0,146467000.0,-14726000.0,125191000.0,615409000.0,-700261000,-7906000.0,493663000.0,421142000,,911071000,58799000.0,2363955000,,385000.0,119741000.0,0.0,180000000.0,88383000.0,15342000.0,17027000.0,10036000.0,42878000.0,952790000.0,1409452000,0.0,202222000,1993310000.0,280395000,86958000,241927000.0,2344332000,,0.1,4708287000,105015000.0,48763000.0,48763000.0,21276000.0,68291000.0,145732000.0,88756000.0,-237607000.0,-23452000.0,888482000.0,,292000.0,-21089000.0,566874000,52204000.0,-36700000.0,48763000.0,148800000,373482000.0,61237000,170039000,2200000.0,-71180000.0,248291000.0,-29695000.0,506197000.0,
2018-04-30,-47393000.0,4285511000,-5000000.0,2680000.0,,274093000.0,0.25,888482000.0,1000000,,1879311000,1167258000,157043000,-2404000.0,,23852000.0,146989000.0,-13948000.0,126646000.0,604631000.0,-708295000,-66697000.0,497335000.0,444641000,,921951000,132375000.0,2448092000,,1974000.0,128774000.0,0.0,176734000.0,278776000.0,-45748000.0,824000.0,3763000.0,11055000.0,712053000.0,1542437000,,213656000,1993310000.0,329650000,180117000,228938000.0,2416227000,,0.26,4864319000,114826000.0,128612000.0,128612000.0,20343000.0,72313000.0,134167000.0,77561000.0,-38457000.0,216699000.0,1167258000.0,,244000.0,-47954000.0,578808000,52292000.0,14744000.0,128612000.0,209261000,375693000.0,1880000,169556000,,-1567000.0,249047000.0,-29798000.0,508716000.0,
2018-07-31,-1356000.0,7665066000,0.0,4186000.0,2718061000.0,687788000.0,0.01,1167258000.0,1316000,-606128000.0,523659000,498659000,196297000,0.0,,59392000.0,45276000.0,-21704000.0,27124000.0,665310000.0,-691789000,1252884000.0,552238000.0,608222000,9735000.0,1019434000,-23212000.0,1543934000,-2649465000.0,32883000.0,61935000.0,0.0,216285000.0,-668599000.0,-69410000.0,-22238000.0,-29971000.0,33525000.0,25000000.0,1509860000,3935000.0,327645000,5497608000.0,443276000,277098000,288200000.0,8818912000,1878617000.0,0.01,10362846000,40231000.0,6759000.0,6759000.0,52693000.0,133701000.0,2089558000.0,44191000.0,-1499000.0,-1983418000.0,498659000.0,,15795000.0,-27735000.0,2697780000,114312000.0,-15015000.0,6759000.0,275598000,377110000.0,3511000,473429000,,-38116000.0,349986000.0,-39383000.0,562149000.0,
2018-10-31,-10948000.0,7575279000,0.0,-5007000.0,2639370000.0,25000000.0,-0.08,498659000.0,1314000,-75000000.0,610261000,610261000,209562000,0.0,,50240000.0,95858000.0,-22564000.0,6521000.0,851051000.0,-705171000,-186221000.0,657519000.0,656206000,18483000.0,1018284000,-44462000.0,1520221000,-4602000.0,105059000.0,299394000.0,-53969000.0,264888000.0,111602000.0,74514000.0,-6261000.0,9305000.0,16192000.0,0.0,1416682000,25133000.0,313113000,5499145000.0,453775000,302095000,467464000.0,8711804000,1805734000.0,-0.08,10232025000,276830000.0,-53767000.0,-53767000.0,117950000.0,112178000.0,2000540000.0,32928000.0,0.0,-1571000.0,610261000.0,,22370000.0,-34033000.0,2656746000,108016000.0,22531000.0,-53767000.0,260176000,383587000.0,2947000,376210000,,-29659000.0,377066000.0,-39411000.0,657519000.0,
2019-01-31,-39347000.0,7306410000,2275000.0,2489000.0,2560682000.0,0.0,-0.4,610261000.0,1317000,-75000000.0,582410000,582410000,185362000,0.0,,50580000.0,68920000.0,-29245000.0,-40268000.0,744799000.0,-712861000,-150229000.0,657835000.0,636796000,47079000.0,1031839000,-69348000.0,1395258000,0.0,100005000.0,106641000.0,-50005000.0,256102000.0,-27851000.0,-33802000.0,146322000.0,191350000.0,,0.0,1116495000,,318978000,5494505000.0,493122000,330594000,422797000.0,8621494000,1732699000.0,-0.4,10016752000,77396000.0,-260698000.0,-260698000.0,116315000.0,106168000.0,2073546000.0,35374000.0,0.0,15737000.0,582410000.0,,21953000.0,-25924000.0,2710342000,246252000.0,-28753000.0,-260698000.0,247329000,322002000.0,4915000,276005000,,-8363000.0,362270000.0,-39489000.0,657835000.0,
2019-04-30,22775000.0,7230132000,-342000.0,15848000.0,2480942000.0,0.0,-0.07,582410000.0,1323000,-50000000.0,571893000,571893000,191249000,,,58598000.0,104064000.0,-20667000.0,-15444000.0,662452000.0,-734837000,-155324000.0,658963000.0,647370000,36894000.0,1061436000,-41177000.0,1342932000,,6933000.0,165816000.0,-48022000.0,266867000.0,-10517000.0,20341000.0,4356000.0,7273000.0,,,1028578000,,326599000,5494505000.0,470347000,333680000,301024000.0,8705286000,1684281000.0,-0.07,10048218000,145149000.0,-48450000.0,-48450000.0,124038000.0,110005000.0,2170716000.0,179677000.0,0.0,-21009000.0,571893000.0,,21203000.0,-48919000.0,2818086000,250137000.0,-1873000.0,-48450000.0,403240000,361428000.0,131936000,260981000,,-5798000.0,376872000.0,-39467000.0,658963000.0,
2019-07-31,17601000.0,7203812000,-47000.0,-7174000.0,2399975000.0,0.0,-0.09,571893000.0,1334000,0.0,573496000,573496000,211422000,,,63676000.0,75560000.0,-23048000.0,-29642000.0,656568000.0,-705475000,-48442000.0,663603000.0,620672000,17238000.0,1025236000,-67879000.0,1901407000,0.0,1758000.0,73140000.0,-16250000.0,266354000.0,1603000.0,-62170000.0,-1982000.0,-10548000.0,,,931358000,5604000.0,319761000,4933719000.0,452746000,312987000,305866000.0,8079733000,1685359000.0,-0.09,9981140000,50092000.0,-57331000.0,-57331000.0,122908000.0,113990000.0,2156656000.0,178459000.0,0.0,-23095000.0,573496000.0,,20531000.0,-42533000.0,2777328000,242957000.0,24370000.0,-57331000.0,426278000,350702000.0,123023000,240421000,,-18783000.0,380344000.0,-39889000.0,663603000.0,
2019-10-31,-32002000.0,7165818000,-1404000.0,-39276000.0,2500215000.0,18832000.0,-0.12,573496000.0,1341000,0.0,438369000,438369000,212955000,37000.0,,66762000.0,73540000.0,-21156000.0,-46707000.0,662470000.0,-722321000,280677000.0,668178000.0,654454000,9247000.0,1038535000,-80969000.0,1886566000,-477579000.0,7071000.0,65503000.0,0.0,267781000.0,-135127000.0,-54968000.0,-10275000.0,1532000.0,,,808717000,5610000.0,316214000,5161312000.0,495216000,305827000,322403000.0,8416696000,2036441000.0,-0.12,10303262000,44347000.0,-82501000.0,-82501000.0,133268000.0,118993000.0,2482990000.0,183921000.0,0.0,-481307000.0,438369000.0,,21241000.0,-50978000.0,3137444000,214492000.0,8304000.0,-82501000.0,438955000,340067000.0,117033000,308299000,,-14113000.0,386774000.0,-40140000.0,668178000.0,
