date,quarterlyChangesInAccountReceivables,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyChangeInInventory,quarterlyOtherIntangibleAssets,quarterlySaleOfInvestment,quarterlyDilutedEPS,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyRepaymentOfDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentAssets,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyCapitalExpenditure,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyBasicAverageShares,quarterlyCurrentLiabilities,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyPretaxIncome,quarterlyCurrentAssets,quarterlyPurchaseOfBusiness,quarterlyOtherNonCashItems,quarterlyOperatingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyResearchAndDevelopment,quarterlyChangeInCashSupplementalAsReported,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyTaxProvision,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyRetainedEarnings,quarterlyOtherCurrentLiabilities,quarterlyNetPPE,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyTotalNonCurrentAssets,quarterlyLongTermDebt,quarterlyBasicEPS,quarterlyTotalAssets,quarterlyFreeCashFlow,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyDepreciationAndAmortization,quarterlySellingGeneralAndAdministration,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentLiabilities,quarterlyPurchaseOfInvestment,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyChangeInAccountPayable,quarterlyNetIncomeCommonStockholders,quarterlyOtherNonCurrentAssets,quarterlyGrossProfit,quarterlyCurrentDeferredRevenue,quarterlyInventory,quarterlyInvestmentsAndAdvances,quarterlyOtherIncomeExpense,quarterlyOperatingExpense,quarterlyCashDividendsPaid,quarterlyDilutedAverageShares,quarterlyNonCurrentDeferredRevenue
2002-10-31,,1966305000,0.0,796000.0,1616771000.0,12513000.0,-0.016057,108871000.0,240000,,256397000,119603000,46613000,-6873000.0,0.0,,22338000.0,-6459000.0,-6951000.0,135944000.0,-32810000,154000.0,478308000.0,126850000,,101106000,-5281000.0,397504000,,,11952000.0,-3000.0,38817000.0,10731000.0,-9657000.0,,2399000.0,699000.0,136794000.0,-696055000,21489000.0,68296000,,72152000,42549000,62925000.0,1715895000,,-0.015,2113399000,5493000.0,-7680000.0,-7680000.0,29289000.0,15880000.0,20244000.0,5847000.0,-7429000.0,-1375000.0,119603000.0,3756000.0,,0.0,147094000,,,-7680000.0,30828000,73019000.0,12443000,48684000,,-1763000.0,79970000.0,,478308000.0,
2003-01-31,,1950138000,-1498000.0,8971000.0,1570643000.0,34026000.0,,119603000.0,243000,,265228000,125316000,47672000,-3911000.0,0.0,,30224000.0,-5837000.0,-23073000.0,150847000.0,-53228000,6607000.0,,94374000,,122474000,-21470000.0,411094000,,,16963000.0,0.0,42697000.0,5714000.0,-8368000.0,,2764000.0,7265000.0,139912000.0,-720289000,2247000.0,69246000,,86175000,26955000,70301000.0,1689202000,,,2100296000,11126000.0,-24234000.0,-24234000.0,53297000.0,16416000.0,55784000.0,42029000.0,-45645000.0,-17856000.0,125316000.0,5019000.0,,0.0,150158000,,,-24234000.0,49313000,80546000.0,12481000,39712000,,0.0,103619000.0,,,
2003-04-30,,1958098000,-450000.0,-7059000.0,1551195000.0,4357000.0,0.0075,125316000.0,244000,,298925000,159287000,62276000,-3009000.0,0.0,,34325000.0,-6983000.0,6382000.0,168283000.0,-53228000,1975000.0,485344000.0,115016000,,125356000,7693000.0,456869000,,,39244000.0,,46639000.0,33971000.0,6944000.0,,3336000.0,3022000.0,139638000.0,-715932000,5100000.0,72128000,,90068000,30029000,76113000.0,1672527000,,0.01,2129396000,32261000.0,4357000.0,4357000.0,27943000.0,19043000.0,56282000.0,41926000.0,-4172000.0,-7248000.0,159287000.0,6346000.0,,0.0,171298000,,,4357000.0,49204000,92170000.0,11265000,46771000,,0.0,85788000.0,,518292000.0,
2003-07-31,,2029555000,-2467000.0,-13606000.0,1613101000.0,43972000.0,0.0175,159287000.0,251000,,343980000,208733000,77924000,-8391000.0,0.0,,42990000.0,-6937000.0,11944000.0,192854000.0,-53228000,26205000.0,494668000.0,168882000,,124777000,13513000.0,529508000,,,38023000.0,,52252000.0,49446000.0,-2445000.0,,4091000.0,27586000.0,135247000.0,-706510000,7467000.0,71549000,,102925000,64268000,88944000.0,1725016000,,0.02,2254524000,31086000.0,9422000.0,9422000.0,31046000.0,19134000.0,56087000.0,43596000.0,-50570000.0,-14782000.0,208733000.0,6850000.0,,-20000.0,224969000,,,9422000.0,40366000,103910000.0,12373000,60377000,,0.0,91966000.0,,547216000.0,
2003-10-31,,2131239000,0.0,-16582000.0,1616391000.0,30457000.0,0.02,208733000.0,260000,,400308000,245063000,88459000,-6930000.0,0.0,,45036000.0,-14622000.0,15020000.0,215331000.0,-53228000,39224000.0,509824000.0,164787000,,134526000,16746000.0,614703000,,,32166000.0,,55147000.0,36330000.0,-9806000.0,,4790000.0,40990000.0,155245000.0,-694554000,10685000.0,81298000,,119855000,37963000,100837000.0,1736478000,,0.0225,2351181000,17544000.0,11956000.0,11956000.0,30016000.0,21158000.0,55155000.0,40519000.0,-50895000.0,-35060000.0,245063000.0,9063000.0,,20000.0,219942000,,,11956000.0,38789000,114494000.0,18617000,76959000,,0.0,99474000.0,,569668000.0,
2004-01-31,,2190841000,-10220000.0,-14826000.0,1615084000.0,28728000.0,,245063000.0,263000,,386271000,224399000,121190000,-7188000.0,0.0,,53793000.0,-66699000.0,23783000.0,243294000.0,-82308000,12572000.0,,183911000,,232013000,25400000.0,633282000,,,40380000.0,,59702000.0,-20664000.0,-10629000.0,,5625000.0,14938000.0,161872000.0,-674779000,2155000.0,149705000,,136513000,36823000,116312000.0,1802183000,,,2435465000,-26319000.0,19775000.0,19775000.0,30010000.0,22019000.0,60713000.0,40769000.0,-25173000.0,-73616000.0,224399000.0,10747000.0,,0.0,244624000,,,19775000.0,37394000,126982000.0,12996000,91785000,,0.0,103199000.0,,,
2004-04-30,,2230080000,-837000.0,-16233000.0,1601033000.0,40884000.0,0.025,224399000.0,266000,,421412000,245875000,106431000,-7307000.0,0.0,,52931000.0,-7117000.0,18285000.0,269577000.0,-82308000,16810000.0,528956000.0,197240000,,230603000,19957000.0,699286000,,,28004000.0,,63272000.0,21476000.0,-17012000.0,,5460000.0,19349000.0,175537000.0,-660282000,6981000.0,148295000,,151453000,51584000,127836000.0,1786356000,,0.0275,2485642000,20887000.0,14497000.0,14497000.0,30519000.0,25538000.0,58322000.0,40991000.0,-56268000.0,-23338000.0,245875000.0,10821000.0,,0.0,255562000,,,14497000.0,37028000,141741000.0,21423000,108018000,,0.0,123456000.0,,584368000.0,
2004-07-31,,2299751000,-15032000.0,10911000.0,1588736000.0,,0.05,245875000.0,540000,,482418000,298141000,97658000,-6540000.0,0.0,,64683000.0,-6622000.0,33636000.0,297154000.0,-82308000,30074000.0,535880000.0,182121000,,230806000,35252000.0,758323000,,,53149000.0,,64036000.0,52266000.0,-6522000.0,,6628000.0,32933000.0,184277000.0,-631658000,6180000.0,148498000,,161107000,51870000,140905000.0,1787124000,29464000.0,0.055,2545447000,46527000.0,28624000.0,28624000.0,31047000.0,27546000.0,63575000.0,18138000.0,-24303000.0,-30957000.0,298141000.0,11795000.0,,0.0,245696000,,,28624000.0,49890000,156249000.0,14618000,97107000,,0.0,122613000.0,,591538000.0,
2004-10-31,,2391918000,-2625000.0,-10871000.0,1578080000.0,,0.075,298141000.0,548000,,577291000,391830000,126657000,-4371000.0,0.0,,81134000.0,-10014000.0,49225000.0,317583000.0,-82308000,33939000.0,542138000.0,212063000,,231747000,50995000.0,894637000,,,72545000.0,,66378000.0,93689000.0,-5373000.0,,7400000.0,37567000.0,185461000.0,-588063000,5301000.0,149439000,,190894000,55998000,150260000.0,1778919000,,0.08,2673556000,62531000.0,43595000.0,43595000.0,31909000.0,28711000.0,69575000.0,55213000.0,-7499000.0,-12795000.0,391830000.0,12171000.0,,0.0,281638000,,,43595000.0,51400000,167323000.0,11936000,107978000,,-2414000.0,118098000.0,,600706000.0,
2005-01-31,,2497430000,2269000.0,-20911000.0,1560636000.0,86063000.0,,391830000.0,555000,,660014000,166471000,129728000,-5207000.0,0.0,,94560000.0,-22009000.0,60701000.0,340266000.0,-117812000,38279000.0,,214805000,,279582000,63300000.0,1017794000,,,67832000.0,,69575000.0,-174929000.0,-22914000.0,,8355000.0,41830000.0,493543000.0,-533118000,3195000.0,161770000,,200954000,52740000,162756000.0,1771168000,,,2788962000,45823000.0,54945000.0,54945000.0,33859000.0,26995000.0,76727000.0,65137000.0,-347294000.0,-281040000.0,166471000.0,13204000.0,,0.0,291532000,,,54945000.0,48762000,177510000.0,15938000,128889000,,0.0,116809000.0,,,
2005-04-30,,2581223000,0.0,15664000.0,1540877000.0,48051000.0,0.1,166471000.0,559000,,726771000,182976000,122300000,-5065000.0,0.0,,103332000.0,-18395000.0,69271000.0,364770000.0,-119348000,16963000.0,557586000.0,212048000,,307896000,72883000.0,1109638000,,,68904000.0,,71898000.0,16505000.0,-28689000.0,,9351000.0,20119000.0,543795000.0,-469586000,2418000.0,188548000,,205143000,52508000,175244000.0,1783104000,,0.115,2892742000,50509000.0,63532000.0,63532000.0,34061000.0,27727000.0,99471000.0,74635000.0,-99018000.0,-69362000.0,182976000.0,16309000.0,,0.0,311519000,,,63532000.0,53679000,189526000.0,18513000,113225000,,0.0,120255000.0,,621472000.0,
2005-07-31,,2690383000,0.0,-962000.0,1521124000.0,,0.125,182976000.0,564000,,847064000,251987000,139674000,-4648000.0,0.0,,118187000.0,-19446000.0,83759000.0,390454000.0,-131469000,27859000.0,561832000.0,231384000,,341896000,88143000.0,1256710000,,,112130000.0,,73164000.0,69011000.0,400000.0,,10841000.0,31487000.0,595077000.0,-392284000,4150000.0,210427000,,210209000,54060000,183646000.0,1784251000,,0.14,3040961000,92684000.0,77302000.0,77302000.0,34428000.0,29615000.0,119194000.0,97516000.0,-154005000.0,-70978000.0,251987000.0,15840000.0,,0.0,350578000,,,77302000.0,52700000,206808000.0,17660000,114187000,,0.0,123049000.0,,626214000.0,
2005-10-31,,2798495000,0.0,-35742000.0,1501378000.0,,0.145,251987000.0,568000,,914866000,464859000,190169000,-3696000.0,0.0,,134848000.0,-24468000.0,100386000.0,426026000.0,-143793000,8868000.0,567310000.0,291426000,,366108000,105630000.0,1422375000,,,82908000.0,,77689000.0,212872000.0,-44600000.0,,12584000.0,14126000.0,450007000.0,-299238000,3198000.0,222315000,,253337000,58321000,197077000.0,1795446000,,0.165,3217821000,58440000.0,93046000.0,93046000.0,34462000.0,30663000.0,127900000.0,109586000.0,-237788000.0,121096000.0,464859000.0,13946000.0,,0.0,419326000,,,93046000.0,71753000,228949000.0,25792000,149929000,,0.0,128563000.0,,632430000.0,
2006-01-31,,3046097000,-186401000.0,-39399000.0,111973000.0,97388000.0,,464859000.0,583000,,921022000,348431000,196606000,-2900000.0,0.0,,158309000.0,-37191000.0,110606000.0,489016000.0,-150596000,93518000.0,,332748000,,411517000,112435000.0,1499874000,,,138355000.0,,88747000.0,-116428000.0,-10425000.0,,14952000.0,97394000.0,572591000.0,-201755000,3352000.0,260921000,1558209000.0,245164000,86454000,220666000.0,2013415000,,,3513289000,101164000.0,97483000.0,97483000.0,47703000.0,36214000.0,134444000.0,109997000.0,-222097000.0,-348301000.0,348431000.0,16563000.0,,0.0,467192000,,,97483000.0,82312000,268350000.0,29773000,211374000,,0.0,157744000.0,,,
2006-04-30,,3177337000,0.0,8729000.0,125379000.0,238124000.0,0.115,348431000.0,585000,,921410000,529389000,150738000,-1353000.0,0.0,,116325000.0,-28948000.0,83359000.0,521196000.0,-164271000,6973000.0,583702000.0,285346000,,443669000,90975000.0,1554646000,,,46683000.0,,124831000.0,180958000.0,-105419000.0,,15678000.0,10904000.0,392021000.0,-126458000,3296000.0,279398000,1558209000.0,293536000,85640000,240664000.0,2057530000,,0.13,3612176000,17735000.0,75297000.0,75297000.0,32966000.0,54991000.0,149493000.0,126932000.0,-57405000.0,127302000.0,529389000.0,17032000.0,,697000.0,434839000,,,75297000.0,94544000,280532000.0,28640000,204839000,,0.0,197173000.0,,640830000.0,
2006-07-31,,3260360000,0.0,-1647000.0,251803000.0,27036000.0,0.07,529389000.0,1175000,,797726000,348315000,212127000,-1259000.0,0.0,,100252000.0,-49124000.0,55904000.0,573985000.0,-179420000,18690000.0,586133000.0,398516000,,508716000,56995000.0,1482597000,,,168326000.0,,152645000.0,-181074000.0,25150000.0,,12114000.0,22956000.0,449411000.0,-441989000,27756000.0,329296000,1639184000.0,342780000,111155000,279075000.0,2343315000,,0.08,3825912000,119202000.0,44881000.0,44881000.0,44348000.0,58956000.0,167036000.0,142855000.0,-84013000.0,-368090000.0,348315000.0,17983000.0,,163000.0,565552000,,,44881000.0,123032000,294910000.0,29495000,231096000,,0.0,239006000.0,,633533000.0,
2006-10-31,,3312756000,0.0,3224000.0,224342000.0,539742000.0,0.01,348315000.0,1175000,,875672000,839441000,199677000,-102000.0,0.0,,53028000.0,-51369000.0,5662000.0,520398000.0,-197200000,-2426000.0,587348000.0,419392000,,563931000,12507000.0,1505184000,,50085000.0,131452000.0,,152939000.0,491126000.0,27955000.0,,6461000.0,2175000.0,36231000.0,-435943000,28006000.0,366731000,1654376000.0,294216000,140594000,256090000.0,2397258000,,0.01,3902442000,80083000.0,6046000.0,6046000.0,47366000.0,78302000.0,170294000.0,146546000.0,-125520000.0,362100000.0,839441000.0,19443000.0,,29000.0,589686000,,,6046000.0,151809000,264308000.0,31672000,227872000,,0.0,258646000.0,,628104000.0,
2007-01-31,,3227184000,0.0,-19530000.0,580558000.0,7929000.0,,839441000.0,1175000,,596380000,568008000,244959000,28000.0,0.0,,2794000.0,-59284000.0,-59673000.0,621974000.0,-240797000,403760000.0,,711186000,,681740000,-139476000.0,1348035000,,123427000.0,-9150000.0,,223399000.0,-271433000.0,-52235000.0,,1109000.0,9610000.0,28372000.0,-576528000,29078000.0,440943000,1977805000.0,328283000,368867000,324843000.0,3179665000,394750000.0,,4527700000,-68434000.0,-140585000.0,-140585000.0,62467000.0,95579000.0,589330000.0,177484000.0,0.0,-666043000.0,568008000.0,17408000.0,,0.0,1300516000,,,-140585000.0,180359000,297131000.0,50874000,247403000,,0.0,356804000.0,,,
2007-04-30,,3221319000,0.0,-20621000.0,570675000.0,8018000.0,-0.09,568008000.0,1175000,,592943000,464498000,255524000,223000.0,62147000.0,,25650000.0,-50982000.0,-38200000.0,635050000.0,-244247000,-5793000.0,587426000.0,642688000,,678324000,-46856000.0,1329304000,,46768000.0,54174000.0,,234133000.0,-103510000.0,-3616000.0,,5972000.0,,128445000.0,-629356000,26420000.0,434077000,1976219000.0,282865000,300138000,327417000.0,3126869000,393750000.0,-0.09,4456173000,3192000.0,-52828000.0,-52828000.0,63850000.0,74380000.0,592166000.0,188368000.0,-107953000.0,-151891000.0,464498000.0,8545000.0,9975000.0,0.0,1234854000,,,-52828000.0,127566000,307633000.0,52061000,268024000,,0.0,345833000.0,,587426000.0,
2007-07-31,,3227498000,0.0,-68127000.0,530261000.0,42003000.0,-0.1,464498000.0,1176000,,496448000,404179000,261208000,352000.0,59456000.0,,23160000.0,-30381000.0,-40023000.0,656711000.0,-268013000,898000.0,587534000.0,580160000,,694190000,-46837000.0,1310677000,,-18980000.0,-64958000.0,,236194000.0,-60319000.0,-50606000.0,,9619000.0,,92269000.0,-685812000,21138000.0,426177000,1981517000.0,358312000,234566000,335530000.0,3069825000,392750000.0,-0.1,4380502000,-95339000.0,-56456000.0,-56456000.0,63183000.0,87717000.0,572844000.0,170990000.0,-5698000.0,3741000.0,404179000.0,8471000.0,9942000.0,2916000.0,1153004000,,,-56456000.0,113920000,321181000.0,54777000,295292000,,0.0,361204000.0,,587534000.0,
2007-10-31,,3306469000,0.0,-70086000.0,469768000.0,70495000.0,-0.01,404179000.0,1185000,,529474000,455301000,209417000,495000.0,0.0,,57256000.0,-19297000.0,-6439000.0,758246000.0,-271124000,27895000.0,590759000.0,599897000,,690024000,-12487000.0,1416912000,,29018000.0,24678000.0,,252205000.0,51122000.0,-93077000.0,,-6051000.0,29608000.0,74173000.0,-692248000,25187000.0,418900000,2006531000.0,386542000,284345000,396209000.0,3052232000,391750000.0,-0.01,4469144000,5381000.0,-6436000.0,-6436000.0,63695000.0,78960000.0,562778000.0,162887000.0,-52579000.0,-1451000.0,455301000.0,4656000.0,10518000.0,65000.0,1162675000,,,-6436000.0,139083000,362037000.0,76292000,381508000,,0.0,368476000.0,,590759000.0,
2008-01-31,,3411519000,-1340000.0,-43441000.0,433809000.0,110390000.0,,455301000.0,1200000,,630902000,615648000,231135000,615000.0,58432000.0,,57746000.0,-35977000.0,-13072000.0,844686000.0,-271068000,32433000.0,,583212000,,687309000,-2064000.0,1503741000,,64634000.0,163458000.0,,266464000.0,160347000.0,87933000.0,-43616000.0,-3357000.0,33614000.0,15254000.0,-690955000,39132000.0,416241000,1994068000.0,332020000,241062000,438640000.0,3046853000,390750000.0,,4550594000,127481000.0,1293000.0,1293000.0,70818000.0,108844000.0,555863000.0,160875000.0,-96979000.0,-35544000.0,615648000.0,2463000.0,10063000.0,-22000.0,1139075000,,,1293000.0,179760000,406046000.0,69420000,419493000,,0.0,419118000.0,,,
