date,quarterlyOtherShortTermInvestments,quarterlyGoodwill,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyAccountsReceivable,quarterlyOtherNonCurrentLiabilities,quarterlyLongTermDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyCurrentDebt,quarterlyInventory,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyInvestmentsAndAdvances,quarterlyStockholdersEquity,quarterlyCapitalStock,quarterlyOtherIntangibleAssets,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDeferredRevenue,quarterlyCashAndCashEquivalents,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,quarterlyOtherCurrentLiabilities,quarterlyIncomeTaxPayable,quarterlyAccumulatedDepreciation,quarterlyNetPPE,quarterlyGrossPPE,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyNonCurrentDeferredRevenue,quarterlyRetainedEarnings,quarterlyDepreciationAndAmortization,quarterlyNetIncome,quarterlyChangeInWorkingCapital,quarterlyTaxProvision,quarterlyNetOtherFinancingCharges,quarterlyFreeCashFlow,quarterlyCommonStockIssuance,quarterlyOtherIncomeExpense,quarterlyInterestExpense,quarterlyBasicAverageShares,quarterlyOtherNonCashItems,quarterlyChangeInAccountPayable,quarterlyRepurchaseOfCapitalStock,quarterlyPurchaseOfBusiness,quarterlySellingGeneralAndAdministration,quarterlyDilutedAverageShares,quarterlyChangesInAccountReceivables,quarterlyOperatingExpense,quarterlyNetIncomeContinuousOperations,quarterlyCashDividendsPaid,quarterlyDeferredIncomeTax,quarterlyNetOtherInvestingChanges,quarterlyBeginningCashPosition,quarterlySaleOfInvestment,quarterlyBasicEPS,quarterlyPretaxIncome,quarterlyInvestingCashFlow,quarterlyCostOfRevenue,quarterlyRepaymentOfDebt,quarterlyOperatingIncome,quarterlyOperatingCashFlow,quarterlyEndCashPosition,quarterlyCapitalExpenditure,quarterlyChangeInCashSupplementalAsReported,quarterlyDilutedEPS,quarterlyStockBasedCompensation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentAccruedExpenses,quarterlyTotalRevenue,quarterlyResearchAndDevelopment,quarterlyPurchaseOfInvestment,quarterlyNetIncomeCommonStockholders,quarterlyGrossProfit,quarterlyEbitda,quarterlyChangeInInventory
2014-12-31,138652000.0,0.0,110185000,3044914000,0.0,0.0,0.0,6997000,0.0,19068000.0,2316000.0,750540000,,2293447000,1311981000,21000,301397000,,162745000,0.0,,19000.0,68262000.0,69469000.0,,-3932000.0,9513000,13445000.0,2934729000,743543000,0.0,-1843924000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,26000000.0,,54354000,3083620000,,0.0,,12317000,0.0,18000000.0,0.0,753373000,,2334027000,1325981000,25379000,405220000,,379220000,567000.0,,0.0,50870000.0,73658000.0,,,17373000,17373000.0,3029266000,741056000,,-1817685000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,13900000.0,,128440000,675024000,400000.0,0.0,,12216000,0.0,0.0,7595000.0,98169000,,579211000,133210000,23887000,294300000,,280400000,707000.0,,3920000.0,50271000.0,24655000.0,,-12819000.0,15734000,28553000.0,546584000,85953000,,-1299795000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,51611000.0,,655411000,1163170000,96000.0,0.0,,14250000,559647000.0,,7413000.0,91390000,,1074129000,269962000,559660000,245480000,,245480000,864000.0,,4126000.0,51611000.0,15636000.0,,,17180000,17180000.0,507759000,77140000,,-1358396000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,50252000.0,,680130000,1093844000,73000.0,0.0,,13224000,367602000.0,,6942000.0,89975000,,1005375000,269962000,367612000,70842000,,70842000,1003000.0,,2518000.0,50252000.0,14787000.0,,-18151000.0,15940000,34091000.0,413714000,76751000,,-1439301000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,48335000.0,,602647000,1022573000,75000.0,0.0,,14829000,313695000.0,,7016000.0,100533000,,922952000,269962000,313703000,72428000,,72428000,1475000.0,,2270000.0,48335000.0,23932000.0,,,14172000,14172000.0,419926000,85704000,,-1512602000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,4785000.0,,470306000,907865000,10877000.0,,,15313000,,,0.0,31907000,,876112000,269962000,212858000,128369000,,128369000,253000.0,,0.0,4785000.0,,,-12968000.0,7059000,20027000.0,437559000,16594000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,,,445068000,867722000,11374000.0,,,230000,,,,15113000,,852609000,269962000,122411000,113442000,,113442000,230000.0,,,,,,,6738000,6738000.0,422654000,14883000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,,,433959000,880864000,0.0,,,282000,,,,12072000,,868792000,269962000,129528000,362490000,,362490000,282000.0,,,,,,-7218000.0,6276000,13494000.0,446905000,11790000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,35251000.0,,465544000,1187937000,0.0,,,880000,,318234000.0,,330610000,,857327000,269962000,148942000,346547000,,346547000,880000.0,,,35251000.0,,,,32498000,32498000.0,722393000,329730000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
