date,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyCommonStockIssuance,quarterlyCapitalExpenditure,quarterlyOtherNonCurrentAssets,quarterlyDilutedAverageShares,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,quarterlyOtherIncomeExpense,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyAccumulatedDepreciation,quarterlyOperatingCashFlow,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyTaxProvision,quarterlyStockholdersEquity,quarterlyBasicAverageShares,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyCashDividendsPaid,quarterlyOperatingExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherNonCurrentLiabilities,quarterlySellingGeneralAndAdministration,quarterlyLongTermDebt,quarterlyBasicEPS,quarterlyCurrentDeferredRevenue,quarterlyRepaymentOfDebt,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyNetOtherInvestingChanges,quarterlyOtherCurrentAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,quarterlyEbitda,quarterlyDilutedEPS,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyGrossProfit,quarterlyOtherNonCashItems,quarterlyIncomeTaxPayable,quarterlyCurrentAssets,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,quarterlyStockBasedCompensation,quarterlyCurrentLiabilities,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyRetainedEarnings,quarterlyFreeCashFlow,quarterlyOtherShortTermInvestments,quarterlyDepreciationAndAmortization,quarterlyTotalNonCurrentAssets,quarterlyChangesInAccountReceivables,quarterlyTotalAssets,quarterlyOtherIntangibleAssets,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlySaleOfInvestment,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyResearchAndDevelopment,quarterlyChangeInAccountPayable,quarterlyInventory,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInInventory
2014-09-30,9709000,25050000,20681000.0,23096000.0,-21950000,120625000.0,130626000.0,4189000,68460000.0,5983000,8566000,30492000.0,,137100000,190863000.0,132470000,-91335000,41260000,-536259000.0,127462000.0,,1030072000,468620000.0,474717000.0,,219027000,25578000.0,167994000.0,219027000,2022595000.0,0.73,526000000.0,-6263000,92654000,92733000,903000.0,94394000.0,2216167000.0,150935000,1400034000,199000.0,187700000,0.71,92654000,-112919000,645034000,3642947000.0,369962000,1596000,19219000.0,1938603000.0,0.0,,6787000,1426780000.0,21307000,-10356000,-877224000.0,115150000,,30180000,1168112000.0,-57153000.0,3106715000.0,288266000.0,645034000.0,645034000.0,0.0,-27045000.0,830388000.0,368010000.0,636468000,,,,,
2014-12-31,14033000,26037000,826000.0,12132000.0,-24868000,122792000.0,128626000.0,2941000,66011000.0,-5825000,222324000,29688000.0,-305928000.0,255957000,190297000.0,132868000,-2335000,39007000,-704061000.0,125638000.0,733644000.0,1021862000,464434000.0,975255000.0,,225055000,61797000.0,183656000.0,225055000,2292491000.0,0.7,543305000.0,-176040000,88426000,88444000,-1595000.0,92088000.0,2537944000.0,164171000,1411088000,-2335000.0,158905000,0.69,88426000,-27187000,867358000,4009844000.0,389226000,1901000,55694000.0,2146083000.0,-250000000.0,496225000.0,7613000,1471900000.0,123788000,5361000,-788798000.0,231089000,,31900000,1159749000.0,40091000.0,3305832000.0,280243000.0,867358000.0,867358000.0,0.0,-59091000.0,108743000.0,143828000.0,645034000,,,,,
2015-03-31,26342000,25340000,5940000.0,18494000.0,-16432000,120016000.0,127454000.0,9058000,69161000.0,-2463000,-88290000,27336000.0,,-64332000,179490000.0,121608000,-2542000,36088000,-612387000.0,124504000.0,,979446000,462991000.0,451702000.0,,219606000,58947000.0,181085000.0,219606000,2288229000.0,0.69,527684000.0,-1210000,86398000,86431000,666000.0,88666000.0,2528261000.0,148541000,1347593000,,177277000,0.68,86398000,-18308000,779068000,3848958000.0,368147000,1677000,36866000.0,2098823000.0,,,9574000,1320697000.0,-181476000,-884000,-702400000.0,-80764000,,30329000,1137828000.0,-63460000.0,3236651000.0,270535000.0,779068000.0,779068000.0,0.0,-88953000.0,722871000.0,178966000.0,867358000,,,,,
2015-06-30,-9877000,25487000,48510000.0,26814000.0,-15492000,111945000.0,126536000.0,-1350000,71703000.0,-25673000,24547000,11752000.0,,50762000,176773000.0,114922000,-889000,31700000,-701756000.0,123834000.0,,1053006000,463610000.0,506239000.0,,225898000,57925000.0,190757000.0,225898000,2440972000.0,0.69,502477000.0,-2033841000,84951000,84947000,204000.0,85676000.0,2689654000.0,164623000,1443527000,,170420000,0.67,84951000,-27158000,803615000,4043462000.0,390521000,4123000,32662000.0,2219842000.0,,,10747000,1353808000.0,-59046000,509000,-661434000.0,35270000,,30011000,1121942000.0,-114034000.0,3341784000.0,263217000.0,803615000.0,803615000.0,0.0,-68842000.0,758407000.0,28520000.0,779068000,,,,,
2015-09-30,5263000,25429000,48505000.0,13015000.0,-24768000,108677000.0,125339000.0,5408000,77187000.0,-11050000,278189000,19464000.0,,282946000,194744000.0,143669000,-1409000,40192000,-406021000.0,122848000.0,,1014347000,724014000.0,556719000.0,,231415000,89556000.0,170097000.0,231415000,2430034000.0,0.91,558826000.0,-13160000,111286000,108839000,1241000.0,87365000.0,2689687000.0,179007000,1424769000,0.0,201982000,0.89,111286000,6065000,1081804000,4213662000.0,410422000,1685000,25974000.0,2520179000.0,0.0,,8381000,1523975000.0,114272000,23627000,-550148000.0,258178000,,32884000,1513557000.0,7215000.0,4033736000.0,374419000.0,1081804000.0,1081804000.0,0.0,-95461000.0,871206000.0,239588000.0,803615000,,,,,
2015-12-31,-270974000,25536000,48513000.0,5974000.0,-21699000,110115000.0,123192000.0,927000,85293000.0,-4192000,-104653000,19603000.0,-322319000.0,206315000,188393000.0,158796000,-7510000,51009000,-564217000.0,120966000.0,760757000.0,1089987000,719740000.0,1165749000.0,,244066000,65702000.0,182826000.0,244066000,2419293000.0,0.86,584646000.0,-12865000,104570000,108087000,-1560000.0,80916000.0,2667821000.0,187677000,1521730000,0.0,184332000,0.85,104570000,-27554000,977151000,4261997000.0,431743000,1685000,35173000.0,2411985000.0,-265010000.0,510712000.0,9056000,1594176000.0,57285000,-4901000,-461635000.0,184616000,,34518000,1514331000.0,-75749000.0,3926316000.0,368106000.0,977151000.0,977151000.0,0.0,-111366000.0,145484000.0,8784000.0,1081804000,,,,,
2016-03-31,-4990000,25959000,48517000.0,5335000.0,-26199000,94467000.0,121438000.0,2198000,85544000.0,-7650000,76061000,28837000.0,,112114000,189011000.0,148961000,-1864000,42577000,-434810000.0,119448000.0,,1082629000,719651000.0,531303000.0,,225516000,14849000.0,187338000.0,225516000,2408555000.0,0.89,618928000.0,-12523000,106668000,109026000,21532000.0,89923000.0,2610742000.0,181940000,1490085000,-36941000.0,206644000,0.88,106668000,-43472000,1053212000,4188880000.0,407456000,1686000,29541000.0,2437156000.0,,,8690000,1578138000.0,-46201000,4718000,-354967000.0,85915000,36711000.0,31724000,1545783000.0,22575000.0,3982939000.0,362260000.0,1053212000.0,1089923000.0,,-105758000.0,852315000.0,25915000.0,977151000,,,,,
2016-06-30,-97550000,22483000,48503000.0,9497000.0,-31174000,97125000.0,121519000.0,2898000,65192000.0,-22311000,-97528000,47539000.0,,40618000,189630000.0,131897000,-8553000,36810000,-458286000.0,119464000.0,,1126248000,716640000.0,624585000.0,,250568000,12687000.0,180690000.0,250568000,2397834000.0,0.73,608742000.0,-12308000,86759000,91298000,-304000.0,94709000.0,2591211000.0,175857000,1552673000,-2095000.0,186421000,0.71,86759000,-16084000,955684000,4191499000.0,426425000,1686000,30353000.0,2436598000.0,,,10075000,1600288000.0,-88263000,-7364000,-320385000.0,9444000,37787000.0,32041000,1526200000.0,-103805000.0,3962798000.0,352755000.0,955684000.0,993471000.0,,-139094000.0,865151000.0,1193000.0,1053212000,,,,,
2016-09-30,24397000,24505000,48500000.0,28098000.0,-20703000,99020000.0,121156000.0,9084000,68386000.0,-32884000,253993000,27321000.0,,260215000,184189000.0,142304000,-2818000,38525000,-313432000.0,118919000.0,,1064541000,691441000.0,1207503000.0,,233645000,13102000.0,190565000.0,233645000,2387114000.0,0.83,624079000.0,-12785000,99167000,103974000,1631000.0,99641000.0,2590781000.0,198987000,1497173000,-404000.0,166809000,0.82,99167000,-22294000,1209677000,4210729000.0,432632000,1686000,15953000.0,2643132000.0,0.0,,15592000,1619948000.0,87281000,-1579000,-221218000.0,239512000,39878000.0,34603000,1485670000.0,64887000.0,4128802000.0,346816000.0,1209677000.0,1249555000.0,0.0,-140976000.0,904095000.0,48762000.0,955684000,,,,,
2016-12-31,-2205857000,71000000,92000000.0,54070000.0,-85924000,177000000.0,238800000.0,14820000,82000000.0,-137000000,-11526000,20000000.0,-363000000.0,447053000,406000000.0,55000000,-3765000,227000000,8633000000.0,238800000.0,1493000000.0,1496000000,10727000000.0,1707000000.0,,580000000,2133000000.0,402000000.0,390000000,7108000000.0,-0.74,774000000.0,-1913384000,-178000000,-175000000,1141000.0,235000000.0,9643000000.0,262000000,2338000000,-560000.0,316632000,-0.74,-178000000,1812850000,1198000000,12348000000.0,842000000,24942000,76000000.0,3337000000.0,-999363000.0,769000000.0,45643000,2705000000.0,259183000,139225000,-399000000.0,361129000,40000000.0,190632000,17871000000.0,-45657000.0,21208000000.0,6390000000.0,1198000000.0,1238000000.0,14958000.0,-570000000.0,250000000.0,10602000000.0,1209677000,,,,,
2017-03-31,-176000000,75000000,91000000.0,29000000.0,-78000000,179000000.0,234900000.0,-21000000,72000000.0,-25000000,-336000000,12000000.0,,56000000,410000000.0,89000000,-151000000,12000000,7571000000.0,230100000.0,,1523000000,10915000000.0,1779000000.0,,612000000,2140000000.0,393000000.0,380000000,8254000000.0,0.32,791000000.0,-3356000000,74000000,76000000,-10000000.0,271000000.0,10787000000.0,187000000,2322000000,-1000000.0,396000000,0.31,74000000,-240000000,862000000,13383000000.0,799000000,2000000,75000000.0,3117000000.0,-1316000000.0,,26000000,2596000000.0,-230000000,-64000000,-325000000.0,-22000000,43000000.0,232000000,18066000000.0,-43000000.0,21183000000.0,6398000000.0,862000000.0,905000000.0,,-444000000.0,1627000000.0,10656000000.0,1198000000,,,,,
2017-06-30,-34000000,81000000,94000000.0,40000000.0,-100000000,178000000.0,222300000.0,-10000000,70000000.0,-52000000,40000000,14000000.0,,245000000,430000000.0,68000000,-117000000,-7000000,7539000000.0,217600000.0,,1560000000,11258000000.0,1845000000.0,,615000000,2069000000.0,421000000.0,370000000,8858000000.0,0.35,801000000.0,-49000000,75000000,79000000,10000000.0,275000000.0,11348000000.0,200000000,2375000000,1000000.0,394000000,0.34,75000000,-200000000,902000000,14008000000.0,815000000,2000000,73000000.0,3259000000.0,-378000000.0,,27000000,2660000000.0,-5000000,-139000000,-255000000.0,145000000,43000000.0,245000000,18523000000.0,-12000000.0,21782000000.0,6493000000.0,902000000.0,945000000.0,,-233000000.0,1678000000.0,10721000000.0,862000000,,,,,
2017-09-30,93000000,93000000,103000000.0,17000000.0,-89000000,192000000.0,219000000.0,-29000000,75000000.0,-31000000,201000000,14000000.0,,436000000,428000000.0,85000000,-257000000,0,7264000000.0,214300000.0,,1611000000,11598000000.0,1859000000.0,,647000000,2014000000.0,420000000.0,391000000,9651000000.0,0.39,782000000.0,-950000000,84000000,89000000,1000000.0,284000000.0,12085000000.0,207000000,2465000000,0.0,434000000,0.38,84000000,-334000000,1103000000,14938000000.0,854000000,2000000,60000000.0,3492000000.0,-558000000.0,,29000000,2853000000.0,-1000000,64000000,-166000000.0,347000000,44000000.0,256000000,18953000000.0,-30000000.0,22445000000.0,6567000000.0,1103000000.0,1147000000.0,0.0,-79000000.0,1894000000.0,10761000000.0,902000000,,,,,
2017-12-31,45000000,97000000,103000000.0,5000000.0,-102000000,235000000.0,214200000.0,6000000,78000000.0,-44000000,-144000000,10000000.0,-483000000.0,233000000,440000000.0,89000000,-329000000,-992000000,8109000000.0,209300000.0,1664000000.0,1607000000,11850000000.0,1993000000.0,,742000000,918000000.0,440000000.0,464000000,10122000000.0,5.14,733000000.0,-297000000,1076000000,1084000000,3000000.0,259000000.0,11480000000.0,228000000,2577000000,0.0,464000000,5.02,1076000000,-416000000,959000000,14384000000.0,970000000,3000000,72000000.0,3450000000.0,-368000000.0,923000000.0,24000000,2904000000.0,-56000000,-1077000000,655000000.0,131000000,46000000.0,278000000,19292000000.0,-57000000.0,22742000000.0,6591000000.0,959000000.0,1005000000.0,2000000.0,46000000.0,322000000.0,10782000000.0,1103000000,,,,,
2018-03-31,-41000000,96000000,104000000.0,,-88000000,,212000000.0,-14000000,101000000.0,-30000000,1000000,10000000.0,,182000000,432000000.0,85000000,-20000000,19000000,8196000000.0,207500000.0,,1652000000,12041000000.0,2250000000.0,,702000000,828000000.0,413000000.0,420000000,10342000000.0,0.33,934000000.0,-326000000,69000000,73000000,-15000000.0,274000000.0,11583000000.0,209000000,2563000000,-1000000.0,463000000,0.32,69000000,-120000000,960000000,14782000000.0,911000000,3000000,106000000.0,3724000000.0,-95000000.0,,21000000,3199000000.0,-165000000,-26000000,605000000.0,94000000,47000000.0,282000000,19511000000.0,-178000000.0,23235000000.0,6580000000.0,960000000.0,1007000000.0,,254000000.0,2045000000.0,10797000000.0,959000000,,,,,
2018-06-30,-52000000,107000000,101000000.0,,-110000000,,209900000.0,-39000000,110000000.0,7000000,-81000000,7000000.0,,311000000,415000000.0,88000000,-212000000,24000000,7364000000.0,205700000.0,,1674000000,11844000000.0,2172000000.0,,706000000,813000000.0,406000000.0,424000000,10627000000.0,0.3,940000000.0,-2135000000,61000000,68000000,,277000000.0,11846000000.0,187000000,2567000000,-19000000.0,477000000,0.29,61000000,-330000000,879000000,15012000000.0,893000000,2000000,121000000.0,3587000000.0,-573000000.0,,26000000,3166000000.0,29000000,-88000000,665000000.0,201000000,49000000.0,282000000,19039000000.0,64000000.0,22626000000.0,6297000000.0,879000000.0,928000000.0,,-104000000.0,1997000000.0,10836000000.0,960000000,,,,,
2018-09-30,-201000000,105000000,101000000.0,,-123000000,,206800000.0,-13000000,134000000.0,-50000000,-52000000,16000000.0,,344000000,417000000.0,51000000,-47000000,-14000000,7215000000.0,202300000.0,,1678000000,11794000000.0,2298000000.0,,712000000,734000000.0,406000000.0,429000000,10518000000.0,0.3,984000000.0,-415000000,60000000,67000000,,299000000.0,11658000000.0,204000000,2594000000,-6000000.0,439000000,0.29,60000000,-182000000,827000000,15038000000.0,916000000,3000000,117000000.0,3696000000.0,-133000000.0,,31000000,3380000000.0,31000000,-69000000,726000000.0,221000000,52000000.0,283000000,18802000000.0,-105000000.0,22498000000.0,6103000000.0,827000000.0,879000000.0,,-220000000.0,2162000000.0,10876000000.0,879000000,,,,,
2018-12-31,-158000000,106000000,100000000.0,,-138000000,,204100000.0,-11000000,142000000.0,-2000000,64000000,32000000.0,-567000000.0,417000000,434000000.0,104000000,-47000000,30000000,6714000000.0,199500000.0,1858000000.0,1742000000,11800000000.0,2394000000.0,,737000000,736000000.0,418000000.0,443000000,10907000000.0,0.34,1007000000.0,-185000000,69000000,76000000,8000000.0,322000000.0,12061000000.0,209000000,2688000000,-1000000.0,504000000,0.34,69000000,-178000000,891000000,15595000000.0,946000000,3000000,100000000.0,3874000000.0,-604000000.0,1001000000.0,35000000,3534000000.0,-1000000,6000000,807000000.0,279000000,47000000.0,294000000,18675000000.0,-78000000.0,22549000000.0,5951000000.0,891000000.0,938000000.0,,-224000000.0,437000000.0,10901000000.0,827000000,,,,,
2019-03-31,228000000,110000000,100000000.0,,-141000000,517000000.0,201700000.0,-16000000,137000000.0,-5000000,45000000,207000000.0,,113000000,954000000.0,109000000,-175000000,41000000,6615000000.0,197000000.0,,1748000000,11857000000.0,2461000000.0,,714000000,742000000.0,412000000.0,419000000,11187000000.0,0.29,971000000.0,-410000000,58000000,67000000,1000000.0,329000000.0,12742000000.0,222000000,2684000000,-2000000.0,514000000,0.29,58000000,-315000000,936000000,16244000000.0,936000000,3000000,102000000.0,3999000000.0,-145000000.0,954000000.0,26000000,3502000000.0,-264000000,-12000000,865000000.0,-28000000,55000000.0,295000000,19110000000.0,-76000000.0,23109000000.0,5811000000.0,936000000.0,991000000.0,,-262000000.0,2122000000.0,10927000000.0,891000000,,,,,
2019-06-30,-200000000,114000000,100000000.0,,-155000000,,200600000.0,-17000000,152000000.0,-21000000,2000000,211000000.0,,391000000,956000000.0,78000000,-29000000,8000000,6523000000.0,196200000.0,,1799000000,11937000000.0,1120000000.0,,730000000,671000000.0,424000000.0,436000000,11299000000.0,0.31,934000000.0,-1360000000,60000000,71000000,1000000.0,339000000.0,12792000000.0,211000000,2740000000,-10000000.0,486000000,0.3,60000000,-195000000,938000000,16287000000.0,941000000,3000000,111000000.0,3978000000.0,-236000000.0,956000000.0,34000000,3495000000.0,46000000,-54000000,925000000.0,236000000,56000000.0,294000000,19090000000.0,,23068000000.0,5701000000.0,938000000.0,994000000.0,,-215000000.0,2139000000.0,10964000000.0,936000000,,,,,
2019-09-30,39000000,114000000,98000000.0,,-149000000,,199000000.0,-41000000,143000000.0,-43000000,-75000000,211000000.0,,330000000,941000000.0,69000000,-257000000,-1000000,6131000000.0,194500000.0,,1852000000,11919000000.0,2514000000.0,,694000000,654000000.0,431000000.0,395000000,11444000000.0,0.29,954000000.0,-1035000000,57000000,69000000,3000000.0,346000000.0,12922000000.0,223000000,2769000000,0.0,482000000,0.29,57000000,-400000000,863000000,16498000000.0,917000000,4000000,123000000.0,3995000000.0,-298000000.0,941000000.0,27000000,3576000000.0,13000000,-88000000,981000000.0,181000000,57000000.0,299000000,18897000000.0,,22892000000.0,5546000000.0,863000000.0,920000000.0,,-376000000.0,2190000000.0,10990000000.0,938000000,,,,,
