date,quarterlyAccumulatedDepreciation,quarterlyCashAndCashEquivalents,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyNetPPE,quarterlyOtherNonCurrentAssets,quarterlyCapitalStock,quarterlyCurrentDebt,quarterlyOtherIntangibleAssets,quarterlyOtherCurrentLiabilities,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyNonCurrentDeferredRevenue,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherShortTermInvestments,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyTotalNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyTotalAssets,quarterlyOtherNonCurrentLiabilities,quarterlyLongTermDebt,quarterlyOtherCurrentAssets,quarterlyStockholdersEquity,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyCurrentDeferredRevenue,quarterlyInvestmentsAndAdvances,quarterlyInventory,quarterlyDepreciationAndAmortization,quarterlyNetIncome,quarterlyChangeInWorkingCapital,quarterlyTaxProvision,quarterlyNetOtherFinancingCharges,quarterlyFreeCashFlow,quarterlyCommonStockIssuance,quarterlyOtherIncomeExpense,quarterlyInterestExpense,quarterlyBasicAverageShares,quarterlyOtherNonCashItems,quarterlyChangeInAccountPayable,quarterlyRepurchaseOfCapitalStock,quarterlyPurchaseOfBusiness,quarterlySellingGeneralAndAdministration,quarterlyDilutedAverageShares,quarterlyChangesInAccountReceivables,quarterlyOperatingExpense,quarterlyNetIncomeContinuousOperations,quarterlyCashDividendsPaid,quarterlyDeferredIncomeTax,quarterlyNetOtherInvestingChanges,quarterlyBeginningCashPosition,quarterlySaleOfInvestment,quarterlyBasicEPS,quarterlyPretaxIncome,quarterlyInvestingCashFlow,quarterlyCostOfRevenue,quarterlyRepaymentOfDebt,quarterlyOperatingIncome,quarterlyOperatingCashFlow,quarterlyEndCashPosition,quarterlyCapitalExpenditure,quarterlyChangeInCashSupplementalAsReported,quarterlyDilutedEPS,quarterlyStockBasedCompensation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyTotalRevenue,quarterlyResearchAndDevelopment,quarterlyPurchaseOfInvestment,quarterlyNetIncomeCommonStockholders,quarterlyGrossProfit,quarterlyEbitda,quarterlyChangeInInventory
2014-12-31,-490576000.0,1774389000,4264000,2150589000,1036934000,1951000.0,1280784000,100000000,146523000.0,0.0,,1527510000.0,74053000,421924000,,376200000.0,4432378000,1017724000,78317000,1304799000.0,1099817000,1096041000,5532195000,0.0,0.0,376200000.0,3549588000,,,290488000.0,,,1749835000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,,1837256000,4663000,2370924000,1052174000,14039000.0,1280784000,162000000,144934000.0,0.0,,1052174000.0,78308000,427532000,,533668000.0,5001736000,1341325000,86376000,1486297000.0,1171496000,1427701000,6173232000,0.0,3405000.0,533668000.0,3746852000,,38972000.0,708977000.0,,,1715108000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,-558884000.0,1534984000,7267000,2259245000,1204856000,0.0,1280784000,181500000,16733000.0,0.0,,1763740000.0,86254000,372067000,,724261000.0,4840437000,936227000,93991000,1621066000.0,1341816000,1030218000,6182253000,0.0,470000.0,724261000.0,3958301000,,44535000.0,283296000.0,,,1958202000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,,1927796000,6741000,2488650000,1301258000,0.0,1280784000,204000000,212488000.0,0.0,,1301258000.0,87620000,506907000,,560854000.0,5604614000,1441622000,94853000,1858798000.0,1449734000,1536475000,7054348000,0.0,492000.0,560854000.0,4207543000,,,395336000.0,,,1905561000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,-625944000.0,2332110000,5321000,3187908000,1517271000,0.0,1280784000,211000000,35447000.0,0.0,,2143215000.0,75932000,597129000,,855798000.0,6472130000,1300256000,998802000,1976512000.0,1712036000,2299058000,8184166000,0.0,917549000.0,855798000.0,4403184000,,47338000.0,307597000.0,,,2206330000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,,2135112000,4718000,3209151000,1656091000,0.0,1280784000,207300000,220120000.0,0.0,,1656091000.0,95914000,751672000,,1074039000.0,7063089000,1790903000,1018412000,2187459000.0,1869623000,2809315000,8932712000,0.0,917780000.0,1074039000.0,4593897000,,,447515000.0,,,2267083000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,-681591000.0,2023561000,5302000,3071989000,1826490000,,1280784000,209800000,31027000.0,,,2508081000.0,93787000,698415000,,1048428000.0,6843376000,1401546000,1014569000,,2032281000,2416115000,8875657000,,915480000.0,,4816620000,,44442000.0,462824000.0,,,2302890000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,,1793176000,5459000,3722016000,1978965000,,1280784000,170070000,,,,1978965000.0,94245000,705373000,,1928840000.0,7426512000,1796030000,1013349000,,2157642000,2809379000,9584154000,,913645000.0,,5039075000,,,705421000.0,,,2412122000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,-730569000.0,1904036000,5679000,3666261000,2193553000,,1280784000,200146000,27556000.0,,,2924122000.0,83680000,665038000,,1762225000.0,7391678000,1492327000,1000690000,,2378188000,2493017000,9769866000,,911331000.0,,5316652000,,46434000.0,462030000.0,,,2361161000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,,1864583000,5613000,3808031000,2418481000,,1280784000,68195000,,,,2418481000.0,81054000,621049000,,1943448000.0,7587673000,1601272000,1064137000,,2638138000,2665409000,10225811000,,908924000.0,,5474140000,,,744119000.0,,,2286789000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
