date,quarterlyPretaxIncome,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyRepaymentOfDebt,quarterlyTaxProvision,quarterlyBasicEPS,quarterlyAccumulatedDepreciation,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyInterestExpense,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyNetOtherFinancingCharges,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyOperatingCashFlow,quarterlySaleOfInvestment,quarterlyChangeInCashSupplementalAsReported,quarterlyResearchAndDevelopment,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyNonCurrentDeferredRevenue,quarterlyNetPPE,quarterlyEbitda,quarterlyDilutedAverageShares,quarterlyCurrentAssets,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,quarterlyOtherNonCashItems,quarterlySellingGeneralAndAdministration,quarterlyOtherShortTermInvestments,quarterlyRetainedEarnings,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyTotalNonCurrentAssets,quarterlyTotalRevenue,quarterlyDilutedEPS,quarterlyPurchaseOfInvestment,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyOtherNonCurrentAssets,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentAssets,quarterlyBasicAverageShares,quarterlyNetOtherInvestingChanges,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyGoodwill,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyStockholdersEquity,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInvestmentsAndAdvances,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,quarterlyGrossProfit,quarterlyOperatingExpense,quarterlyDepreciationAndAmortization,quarterlyChangesInAccountReceivables,quarterlyDeferredIncomeTax,quarterlyChangeInAccountPayable,quarterlyCommonStockIssuance,quarterlyRepurchaseOfCapitalStock,quarterlyStockBasedCompensation,quarterlyChangeInInventory
2005-03-31,,,,,,,,,,4.000002,,,,,,,,,,,,,,8924375501.6,,,,,,8924375501.6,460318709.0,,,,,,,,,,8924375501.6,4.000002,,,,1841275791.9,,,1841275791.9,1841275791.9,,,460318709.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-30,2508461569.3,776126231.4,,5348628609.1,5359663383.05,,11049881573.75,,667185777.4,4.000002,-1211540365.1,6486112644.3,,91175544.1,,,8696146906.1,38235706968.65,,,,,26208622.9,2595796051.8,5486335634.35,,2011259324.0,,37024166603.55,2614769571.6,441995048.0,14250818668.7,,13983707602.65,,346804816.1,11034773.95,9429822784.3,8854259571.1,39149184264.85,8924375501.6,4.000002,,22837967173.75,,1776913175.65,53400002933.55,1050571738.35,1776913175.65,1776913175.65,399023386.3,889743840.15,441995048.0,,5858430198.7,50463602.4,,,,5885830875.2,,2142981246.8,29175851264.15,171846115.85,,,8283390068.95,3038544626.4,442748574.6,,,,,,,,
2005-09-30,,,,,,,,,,4.110731,,,,,,,,,,,,,,9879672430.8,,,,,,9879672430.8,461153543.0,,,,,,,,,,9879672430.8,4.110731,,,,1895678129.34,,,1895678129.34,1895678129.34,,,461153543.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-12-31,,783993364.5,,7600053813.0,7600053813.0,,11053267380.0,,,,-20699444812.5,5705566670.5,,,,,10245755910.0,60485249137.5,,,,,,-17242712386.51,3707318906.0,,2650061787.0,,39785804325.0,-17242712386.51,,16967873112.5,,14942078566.0,,,,11355426191.0,9870515777.0,42060101201.5,9794655983.99,,,24812594343.0,,1654997204.67,59027974314.0,1081308075.5,1654997204.67,1654997204.67,8073.5,1169381887.0,,,7236948150.5,,,,,,2879131202.5,961489262.0,32654449481.0,177043781.5,,,9693463922.0,,,,,,,,,,
2006-03-31,,,,,,,,,,60.153525,,,,,,,,,,,,,,13691415497.73,,,,,,13691415497.73,448683571.0,,,,,,,,,,13691415497.73,60.153525,,,,3498609218.7,,,3498609218.7,3498609218.7,,,448683571.0,,,,,,,,,,,,,,,,,,,,,,,,
2006-06-30,4783731690.76,953570541.44,,12135037455.86,12135037455.86,,11652575408.54,,1282032033.7,7.501341,-20499360007.5,5772802074.6,,160932618.88,,,14036317866.56,63732763119.74,,,,,20452386.68,4927985780.08,6821310708.08,,2313198514.44,,43233403112.24,4927985780.08,448683571.0,24067597882.68,,16347525511.46,,708469715.14,,15734569561.48,9908765582.54,45916439624.44,13703490853.14,7.501341,,26256291094.0,,3372604959.9,69984037507.12,1320873978.38,3372604959.9,3372604959.9,0.0,2285310349.96,448683571.0,,8104941833.78,109905593.16,,,,8139818030.3,,1542308243.08,41423470832.04,177091443.54,,,9731674139.0,5563672822.84,635687042.76,,,,,,,,
2006-09-30,,,,,,,,,,5.423866,,,,,,,,,,,,,,17782476766.8,,,,,,17782476766.8,481441468.0,,,,,,,,,,17782476766.8,5.423866,,,,2611273834.2,,,2611273834.2,2611273834.2,,,481441468.0,,,,,,,,,,,,,,,,,,,,,,,,
2006-12-31,,957688950.0,,12791946902.5,12791946902.5,,11640022227.5,,,,-25281093487.5,10089426972.5,,,,,5347439727.5,73877499522.5,,,,,,-27465463368.2,7520330065.0,,2885028215.0,,48596406035.0,-27465463368.2,,25706150807.5,,21542348187.5,,,,17199109497.5,8670469112.5,52232193145.0,16990938016.8,,,30212817300.0,,2461073224.3,77938343952.5,1865622052.5,2461073224.3,2461073224.3,0.0,1422443342.5,,,9028740845.0,,,,405906660.0,,1047562935.0,2024449330.0,44187333052.5,196902470.0,,,8473566642.5,,,,,,,,,,
2007-03-31,,,,,,,,,,6.613637,,,,,,,,,,,,,,18232900824.0,,,,,,18232900824.0,482772589.0,,,,,,,,,,18232900824.0,6.613637,,,,3192882794.4,,,3192882794.4,3192882794.4,,,482772589.0,,,,,,,,,,,,,,,,,,,,,,,,
2007-06-30,4418409057.0,3281678203.5,,16369772841.0,16369772841.0,,12865213242.0,,845988220.5,6.614285,-25287667075.5,9848608255.5,,204899118.0,,,18628331688.0,80512853220.0,,,,,20339362.5,4548580977.0,6923374528.5,,2734241410.5,,55225186144.5,4548580977.0,484580186.0,31540922338.5,,19506224194.5,,757886466.0,,24286187280.0,13574878311.0,60707986356.0,18233634003.0,6.614285,,33081102505.5,,3193006186.5,92248908694.5,1461385096.5,3193006186.5,3193006186.5,119709504.0,1786389100.5,484580186.0,,10648283557.5,150458058.0,,,,12982558057.5,,2736476839.5,55779724606.5,188232246.0,,,13266936561.0,5251075945.5,702494968.5,,,,,,,,
2007-09-30,3159421576.0,1106117256.0,,13691061704.0,13691061704.0,0.0,12866854016.0,,904197504.0,3.97288,-24930144328.0,2706813096.0,,169124752.0,,,,81563203912.0,,7836625736.0,,,,3176992200.0,12384276528.0,,4517464400.0,,56633059584.0,3176992200.0,484580186.0,30806086320.0,,19608554024.0,,828840216.0,,29484983784.0,13844107536.0,65206692040.0,17933497864.0,3.97288,,33452661560.0,1672672432.0,2040103864.0,96012778360.0,1869487408.0,2040103864.0,2040103864.0,139972808.0,269308792.0,484580186.0,,11550788792.0,31760552.0,13540991784.0,-2699691896.0,4889588328.0,13672029360.0,,1332421496.0,59100457936.0,178832072.0,,,13525302656.0,4261468504.0,1084476304.0,,,,,,,,
2007-12-31,2432697565.68,3795310483.52,,7814119889.64,7814119889.64,13540991784.0,13543917828.28,,188036688.04,,-30814799811.6,8372140340.68,-3947438923.72,418574536.88,-3889266014.68,2086934092.28,,93182504718.0,,2355100456.48,-477362625.4,-6032753392.6,,2903031239.92,6870690722.88,-3652692311.32,3616613616.56,,62367704906.4,2903031239.92,,26248299337.56,,18859444680.12,,751404630.8,,23677356787.44,14510014658.28,68225590117.76,21798666883.24,,-572189655.64,33369459338.4,-1592338467.24,1832333226.16,94473889455.32,1661343208.84,1832333226.16,1832333226.16,148512276.4,499251082.44,,258862623.96,13493498166.12,-36045378.56,7717890070.8,-4498587834.4,,17574177729.0,,575910591.96,58027391624.4,172706701.36,,,14188795680.52,4224489154.24,1321457914.32,,,,,,,,
2008-03-31,1655777149.04,1484524924.56,,11959041204.8,11959041204.8,7798253171.04,13516427926.4,,343079544.48,2.157836,-29584246087.2,7848531948.88,-4224230888.32,238187732.32,9386456596.48,555114457.36,-10043131.52,93967066221.2,,-698993537.76,44029874.08,4160788033.76,,1903741505.2,14468687920.48,-1865090878.24,3366777494.72,,64382820134.0,1903741505.2,540401398.0,33424425381.92,-453217349.92,25683997364.08,,725868733.28,,30511671773.52,15747510996.24,70789391240.16,15218395064.4,2.157836,-353669718.08,41431508360.32,-4923224426.08,1166097340.48,104213816622.08,2197208541.04,1166097340.48,1166097340.48,155303843.84,319135933.44,540401398.0,4727004.64,16024721063.6,-179822550.4,11959041204.8,-4526668011.6,2329557657.6,12333470468.48,,1816397119.76,59056222307.52,173300125.6,,,15418907026.8,2884924595.92,981183090.72,,,,,,,,
2008-06-30,1594888119.76,4058440738.33,,11322521042.36,11322521042.36,11959041204.8,13211943278.8,,313660598.98,2.173152,-2475062784.8,16359888050.58,-4940045111.68,417396057.82,4709998403.52,-1691606457.36,18498023110.62,77107700433.97,,2610099537.76,,-1715138033.76,45478524.58,1892692247.93,7659840814.13,,4459082271.87,,74632637649.17,1892692247.93,540979516.0,36097204383.69,-327163650.08,28478811136.58,,1051161303.58,,25144180928.96,28181007008.41,81643514862.25,19345758164.82,2.173152,,56659818144.99,-2329945573.92,1177060173.63,117740719245.94,2374988093.54,1177060173.63,1177060173.63,693736022.52,2751759228.74,540979516.0,-141961004.64,19015569268.77,73914599.34,11290413000.0,-9035242988.4,,16356426088.73,,1525079887.05,56854147318.38,169307072.89,,,27317963913.0,2989332076.09,1096639828.16,,,,,,,,
2008-09-30,295136089.65,1882320286.09,,10570381218.47,10570381218.47,0.0,13524487892.0,,120013254.29,,,15812075478.23,,550627795.24,,,,80507048823.58,,847192372.61,,,,248284988.99,5434474429.54,,4933616083.83,,80507048823.58,845763884.89,,40884988198.16,,34734801250.27,,951775369.53,,,,86969829540.3,19080704374.01,,,,-13890477276.11,175122835.36,127854817738.46,62829166.63,182896608.45,175122835.36,114002115.69,623921826.97,,,22661687298.05,597478895.9,10177812805.27,-18785339040.43,2330945875.24,17579185747.07,,2303706199.97,58231945325.45,213343154.51,1487693366.84,2223762204.3,30349373012.94,1501518626.94,1580132620.82,,,,,,,,
2008-12-31,-3426499606.18,4697429000.0,-850212060.33,16295585000.0,16295585000.0,10177812805.27,13524488000.0,-6616955179.08,-795737933.2,,-38124900000.0,22290215000.0,-2508984351.28,581490794.62,,58496967.0,,124139023000.0,24161000.0,1607241627.39,-237859509.18,,,-1947157039.42,114047000.0,,4761940000.0,,86014123000.0,-2845008811.56,,42486987000.0,1883153695.86,38450828000.0,,1991291405.96,,22488006000.0,,93040532000.0,18038410879.47,,,,-901742723.89,-2779905672.98,135527519000.0,785103000.0,-2574415429.55,-2630761672.98,693549000.0,3531395000.0,,-630260420.47,19876015000.0,-1053027772.14,15982129000.0,-3419154959.57,,18998686366.34,,2035324000.0,54998482000.0,53768000.0,845373000.0,,36132552000.0,-960275486.87,476317582.29,,,,,,,,
2009-03-31,-2331204000.0,2276220000.0,-75096000.0,13361468000.0,13361468000.0,15982130000.0,13524488000.0,-10905538000.0,-239492000.0,,,20284639000.0,-2399607000.0,513074000.0,,-38959000.0,,86588838000.0,,-45947000.0,1842000.0,,,-2339405000.0,3345697000.0,,3980436000.0,,86588838000.0,-1818130000.0,,38798865000.0,-338747000.0,37272208000.0,,765500000.0,,,37184017000.0,93806477000.0,13942682000.0,,,74456225000.0,-2445554000.0,-2051847000.0,132605342000.0,658540000.0,-1889001000.0,-2051847000.0,556478000.0,1723589000.0,,-4277000.0,17994561000.0,521275000.0,13048012000.0,-2338948000.0,2362736000.0,15809116000.0,152836000.0,2808550000.0,53113064000.0,50748000.0,759890000.0,3914261000.0,36576791000.0,-1866434000.0,796602000.0,,,,,,,,
2009-06-30,-2115638000.0,4772221000.0,-11261000.0,13077148000.0,13077148000.0,13048012000.0,13524488000.0,-4416499000.0,-432642000.0,,,23369292000.0,-2430849000.0,609521000.0,,-1654100000.0,,,54851000.0,1417244000.0,,,,-1004227000.0,0.0,,5337097000.0,,87529083000.0,-1506117000.0,,39028700000.0,294931000.0,38967649000.0,,955173000.0,,,38727853000.0,95138683000.0,14042002000.0,,,77695502000.0,-1013605000.0,-1469912000.0,134167383000.0,536058000.0,-1379809000.0,-1469912000.0,433216000.0,5006629000.0,,-501652000.0,17839086000.0,-565068000.0,13077148000.0,-2995114000.0,,14187868000.0,,2291574000.0,51573571000.0,74165000.0,806512000.0,,38220472000.0,-145866000.0,534730000.0,,,,,,,,
2009-09-30,111822000.0,2393018000.0,17001000.0,8515459000.0,8515459000.0,13077148000.0,13524488000.0,-2844297000.0,-41269000.0,,,24618662000.0,-2337599000.0,567973000.0,,1189789000.0,-64012000.0,88427120000.0,,-1491999000.0,,,,107552000.0,204475000.0,,3664802000.0,,88427120000.0,679795000.0,,37156528000.0,-2476150000.0,37393265000.0,,838137000.0,,18987513000.0,39096327000.0,96000214000.0,17076185000.0,,,76489592000.0,-3829598000.0,21266000.0,133156742000.0,168000000.0,153091000.0,21266000.0,210852000.0,2356857000.0,,-119582000.0,19751529000.0,572243000.0,7598560000.0,-2262404000.0,2362736000.0,15608882000.0,178601000.0,2496238000.0,51638240000.0,71836000.0,843819000.0,3271800000.0,38813639000.0,1467303000.0,1602631000.0,,,,,,,,
2009-12-31,-1055578000.0,2630287000.0,-29998000.0,7401410000.0,7748469000.0,7598560000.0,13524488000.0,-14477974000.0,2399000.0,,-44033643000.0,27551464000.0,-2704507000.0,682712000.0,,-3273709000.0,-54926000.0,133694724000.0,61818000.0,-585252000.0,,,,1175900000.0,1948955000.0,,6843326000.0,,89661081000.0,-372866000.0,,36333877000.0,2460506000.0,40029861000.0,,825311000.0,347059000.0,17792998000.0,38364171000.0,97641312000.0,25207136000.0,,20000000.0,78394032000.0,-3289759000.0,-1142402000.0,133975189000.0,0.0,-1057977000.0,-1142402000.0,525154000.0,0.0,,786443000.0,20423227000.0,-1673905000.0,7401410000.0,-1880727000.0,2362735000.0,23522224000.0,419085000.0,1417451000.0,50400738000.0,34535000.0,938842000.0,,37804482000.0,1733556000.0,-290898000.0,,,,,,,,
2010-03-31,908461000.0,2768373000.0,0.0,9041569000.0,9043753000.0,7545303000.0,13524488000.0,-12056233000.0,171594000.0,,,26095374000.0,-2072812000.0,644502000.0,,43834000.0,-47782000.0,19200481000.0,,-105994000.0,39547000.0,,,865469000.0,5624385000.0,,5709863000.0,,89522438000.0,1552963000.0,,43618415000.0,-719014000.0,47697812000.0,,985652000.0,2184000.0,18420247000.0,37186397000.0,97626481000.0,29059024000.0,,,84884209000.0,-2178806000.0,627249000.0,141244896000.0,168000000.0,736867000.0,627249000.0,385525000.0,2466291000.0,,48643000.0,23120047000.0,687494000.0,8584221000.0,-1978465000.0,2362735000.0,26647568000.0,3396661000.0,5603798000.0,51043096000.0,47680000.0,1048388000.0,1397624000.0,36753192000.0,2411456000.0,1545987000.0,,,,,,,,
2010-06-30,39408000.0,2761324000.0,,10746938000.0,10889054000.0,8584221000.0,13524488000.0,-8913404000.0,-22697000.0,,,42161496000.0,-1999525000.0,676680000.0,,-1476034000.0,,,49228000.0,3674096000.0,210453000.0,,,1091227000.0,10892000.0,,15217265000.0,,89269927000.0,716088000.0,,43756860000.0,629211000.0,57438881000.0,,1143304000.0,142116000.0,37384791000.0,28143557000.0,98287221000.0,30719445000.0,,,85582438000.0,1674571000.0,-96654000.0,142044081000.0,317309000.0,62105000.0,-96654000.0,534669000.0,7267623000.0,,152218000.0,21245728000.0,-417476000.0,10746938000.0,-2792828000.0,2362735000.0,29364082000.0,,,50909279000.0,8217000.0,1920086000.0,,27600671000.0,1355363000.0,662049000.0,,,,,,,,
2010-09-30,-103707000.0,2760439000.0,,8445744000.0,8466748000.0,10746938000.0,13524488000.0,-11588982000.0,-310000.0,,,20331666000.0,-2010438000.0,624282000.0,,1603830000.0,-15200000.0,89919051000.0,,1847003000.0,262346000.0,,,-145094000.0,20001692000.0,,4932752000.0,,89919051000.0,520575000.0,,40871181000.0,-2175957000.0,53204474000.0,,852673000.0,21004000.0,18233410000.0,29870277000.0,99039987000.0,28794263000.0,,446331000.0,83074751000.0,-163435000.0,-117807000.0,139911168000.0,140000000.0,-103397000.0,-117807000.0,685017000.0,2874788000.0,,-445529000.0,20575690000.0,665669000.0,7985309000.0,-1693944000.0,2362736000.0,27479116000.0,521373000.0,3610710000.0,51181866000.0,4946000.0,2149135000.0,1837990000.0,29180314000.0,1315147000.0,1460241000.0,,,,,,,,
2010-12-31,536192000.0,2852086000.0,,9032710000.0,9904727000.0,7985309000.0,13524488000.0,-8636519000.0,262629000.0,,-48398727000.0,43756911000.0,-2253208000.0,652905000.0,,-2984481000.0,-14093000.0,139177399000.0,95708000.0,1688754000.0,-84136000.0,,,2678623000.0,549891000.0,,4339300000.0,,90778672000.0,1189097000.0,,41324547000.0,2155786000.0,55733547000.0,,377633000.0,872017000.0,18502681000.0,28401637000.0,99997492000.0,32422115000.0,,-68240000.0,84135184000.0,-564454000.0,365219000.0,141322039000.0,40965000.0,273563000.0,365219000.0,677770000.0,792453000.0,,34601000.0,21780047000.0,-1580635000.0,8982710000.0,-1795080000.0,2362735000.0,30200574000.0,1928362000.0,1689469000.0,51580792000.0,0.0,2248054000.0,,27723867000.0,2265452000.0,-457082000.0,,,,,,,,
2011-03-31,567995000.0,2906094000.0,,10640042000.0,10640042000.0,8982710000.0,13524488000.0,-16937365000.0,130195000.0,,,32250569000.0,-2201273000.0,685690000.0,,0.0,-20361000.0,91021903000.0,,-1278866000.0,44635000.0,,,568356000.0,15947193000.0,,4394326000.0,,91021903000.0,1253685000.0,,47517270000.0,-833385000.0,62685360000.0,,947806000.0,,18861421000.0,27886976000.0,100699473000.0,28233536000.0,,-426390000.0,90572336000.0,-3480139000.0,331174000.0,148216743000.0,180965000.0,437800000.0,331174000.0,617941000.0,2991070000.0,,92875000.0,23579188000.0,685329000.0,10127107000.0,-2454677000.0,2362735000.0,26107613000.0,404054000.0,2603782000.0,51959647000.0,,2704331000.0,1490160000.0,27269035000.0,2125923000.0,1557567000.0,,,,,,,,
2011-06-30,263016000.0,3861618000.0,,9598989000.0,9618959000.0,10127107000.0,13524488000.0,-18175480000.0,8985000.0,,,48680885000.0,-2750728000.0,864865000.0,,-1262420000.0,,,27364000.0,6103310000.0,7496000.0,,,1424354000.0,0.0,,6098673000.0,,91254120000.0,1127881000.0,,45455891000.0,,61987346000.0,,1068638000.0,19970000.0,18761409000.0,27909826000.0,102371132000.0,37736213000.0,,-182541000.0,89897172000.0,3352582000.0,81406000.0,147827023000.0,503767000.0,254031000.0,81406000.0,675105000.0,7988942000.0,,10484000.0,22325890000.0,-355492000.0,9598989000.0,-2794650000.0,2362735000.0,35623159000.0,,1693395000.0,51848463000.0,,2997516000.0,,27234721000.0,2113054000.0,688700000.0,,,,,,,,
