date,quarterlyOtherCurrentLiabilities,quarterlyOtherNonCurrentAssets,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyInventory,quarterlyNetPPE,quarterlyOtherShortTermInvestments,quarterlyDilutedEPS,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCapitalStock,quarterlyTotalNonCurrentAssets,quarterlyCurrentDebt,quarterlyTotalAssets,quarterlyOtherIntangibleAssets,quarterlyGrossPPE,quarterlyBasicEPS,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,quarterlyIncomeTaxPayable,quarterlyRetainedEarnings,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyAccumulatedDepreciation,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyStockholdersEquity,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyOperatingIncome,quarterlyRepurchaseOfCapitalStock,quarterlyCurrentAccruedExpenses,quarterlyPurchaseOfBusiness,quarterlyNetIncomeContinuousOperations,quarterlyOperatingCashFlow,quarterlyChangeInInventory,quarterlyCommonStockIssuance,quarterlyDepreciationAndAmortization,quarterlyNetOtherInvestingChanges,quarterlyChangeInCashSupplementalAsReported,quarterlyTaxProvision,quarterlyCapitalExpenditure,quarterlyStockBasedCompensation,quarterlyCashDividendsPaid,quarterlySellingGeneralAndAdministration,quarterlyNonCurrentDeferredRevenue,quarterlyFreeCashFlow,quarterlyDilutedAverageShares,quarterlyBasicAverageShares,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,quarterlyTotalRevenue,quarterlyEbitda,quarterlyOtherIncomeExpense,quarterlyNetIncome,quarterlyGrossProfit,quarterlyPretaxIncome,quarterlyCostOfRevenue,quarterlyChangesInAccountReceivables,quarterlyChangeInWorkingCapital,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyRepaymentOfDebt,quarterlyDeferredIncomeTax,quarterlyNetOtherFinancingCharges,quarterlyResearchAndDevelopment,quarterlyEndCashPosition,quarterlySaleOfInvestment,quarterlyNetIncomeCommonStockholders,quarterlyBeginningCashPosition,quarterlyChangeInAccountPayable,quarterlyInvestingCashFlow,quarterlyOtherNonCashItems,quarterlyOperatingExpense
2014-06-30,7067000000.0,121000000,15795000000,25729000000.0,3749000000,134627000000,724000000.0,0.0,62203000000.0,,6822000000,6822000000,23243000000,190051000000,13210000000,225272000000,10907000000,226038000000.0,0.0,,126465000000,8011000000,3458000000,,62089000000.0,13233000000,,-91411000000.0,83631000000.0,96615000000,42834000000,35221000000,2893000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-31,6222000000.0,111000000,11040000000,23104000000.0,3618000000,133829000000,659000000.0,,57799000000.0,,4038000000,4038000000,23243000000,189138000000,9636000000,214663000000,8025000000,224774000000.0,,,118704000000,8230000000,1086000000,,62244000000.0,13418000000,,-90945000000.0,81296000000.0,93804000000,37408000000,25525000000,1812000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,0.0,179000000,13128000000,21994000000.0,3764000000,134515000000,619000000.0,,52631000000.0,,4149000000,4149000000,23243000000,188894000000,16715000000,214207000000,7540000000,226704000000.0,,,118205000000,5872000000,678000000,,65800000000.0,13534000000,,-92189000000.0,74717000000.0,93923000000,43488000000,25313000000,1794000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,5599000000.0,174000000,10061000000,21087000000.0,3110000000,133343000000,600000000.0,,42294000000.0,,3567000000,3567000000,23243000000,181689000000,13189000000,203964000000,7170000000,227975000000.0,,,103032000000,5904000000,902000000,,,13476000000,,-94632000000.0,64745000000.0,98909000000,38287000000,22275000000,1913000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,0.0,148000000,12286000000,21365000000.0,2710000000,133552000000,777000000.0,,43158000000.0,,3495000000,3495000000,23243000000,183432000000,14169000000,206786000000,7024000000,231082000000.0,,,103577000000,5709000000,1092000000,,74854000000.0,13670000000,,-97530000000.0,64597000000.0,101182000000,38980000000,23354000000,1880000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,0.0,181000000,9772000000,20874000000.0,2565000000,135633000000,692000000.0,,40995000000.0,,4469000000,4469000000,23243000000,182780000000,10651000000,205978000000,6779000000,234861000000.0,,,100205000000,6019000000,1424000000,,78547000000.0,13819000000,,-99228000000.0,62865000000.0,103801000000,37340000000,23198000000,1828000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,0.0,194000000,13195000000,21969000000.0,3087000000,140034000000,1288000000.0,0.0,45762000000.0,,3355000000,3355000000,23243000000,187918000000,8186000000,213233000000,6823000000,243888000000.0,0.0,,98791000000,6703000000,987000000,,80119000000.0,13973000000,,-103854000000.0,68735000000.0,107388000000,30056000000,25315000000,1477000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,2212000000.0,298000000,12228000000,22265000000.0,3050000000,142552000000,3054000000.0,,48869000000.0,,6529000000,9583000000,23243000000,194441000000,8472000000,228151000000,6822000000,249516000000.0,,,106644000000,9304000000,4018000000,,,14275000000,,-106964000000.0,70210000000.0,114488000000,36434000000,33710000000,1462000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,,564000000,14190000000,21352000000.0,3034000000,144364000000,,,48748000000.0,,5740000000,5740000000,23243000000,194808000000,8801000000,228163000000,6440000000,252853000000.0,,,105762000000,7973000000,3596000000,,,14433000000,,-108489000000.0,70188000000.0,115450000000,35574000000,33355000000,1401000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,,604000000,11229000000,20670000000.0,2840000000,146741000000,,,41763000000.0,,7365000000,7365000000,23243000000,195014000000,13535000000,230514000000,6240000000,255372000000.0,,,105582000000,7554000000,3818000000,,,14650000000,,-108631000000.0,63948000000.0,114844000000,41634000000,35500000000,1432000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,,660000000,13660000000,14165000000.0,3202000000,148113000000,,,38546000000.0,,4307000000,4307000000,23243000000,190407000000,15419000000,222335000000,6126000000,257692000000.0,,,102435000000,6444000000,3531000000,,,14816000000,,-109579000000.0,60772000000.0,109864000000,41663000000,31928000000,1498000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
