date,quarterlyTotalAssets,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,quarterlyLongTermDebt,quarterlyDilutedEPS,quarterlyOtherCurrentLiabilities,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyTotalNonCurrentAssets,quarterlyAccountsReceivable,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInvestmentsAndAdvances,quarterlyGoodwill,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyBasicAverageShares,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeCommonStockholders,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyOtherIncomeExpense,quarterlyCashAndCashEquivalents,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyCurrentDeferredRevenue,quarterlyPurchaseOfInvestment,quarterlyCashDividendsPaid,quarterlyOperatingExpense,quarterlyCurrentDebt,quarterlyEndCashPosition,quarterlyInterestExpense,quarterlyOtherIntangibleAssets,quarterlyInvestingCashFlow,quarterlyDepreciationAndAmortization,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyFreeCashFlow,quarterlyOtherCurrentAssets,quarterlyChangeInInventory,quarterlySaleOfInvestment,quarterlyDilutedAverageShares,quarterlyRepurchaseOfCapitalStock,quarterlyChangesInAccountReceivables,quarterlyCapitalStock,quarterlyAccountsPayable,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBeginningCashPosition,quarterlyBasicEPS,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyAccumulatedDepreciation,quarterlyNetPPE,quarterlyTaxProvision,quarterlyEbitda,quarterlyOtherNonCashItems,quarterlyStockBasedCompensation,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,quarterlyRetainedEarnings,quarterlyResearchAndDevelopment,quarterlyIncomeTaxPayable,quarterlyOperatingCashFlow,quarterlyPretaxIncome,quarterlyCapitalExpenditure,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyRepaymentOfDebt
2002-09-30,628838000.0,47869000.0,0.0,18666000.0,0.18,7490000.0,17204000.0,48705000.0,249716000.0,44916000.0,19741000.0,,,38428000,38428000,215596000.0,11055000.0,38428000,271999000.0,9573000.0,194444000.0,1075000.0,50109000.0,,5590000.0,,19009000.0,1334000.0,194444000.0,334000.0,,4347000.0,3344000.0,67838000.0,178072000.0,388000.0,49767000.0,0.0,-5679000.0,,216278000.0,,,1078000.0,22069000.0,,59051000.0,-29849000.0,146575000.0,0.18,561000000.0,226000.0,-25181000.0,71644000.0,12336000.0,43386000,,,,9511000.0,962000.0,431000.0,77555000.0,,462422000.0,7954000.0,,51236000.0,50764000.0,-1469000.0,,379122000.0,96825000.0,48097000.0,40042000,107756000,
2002-12-31,698115000.0,22324000.0,0.0,20000000.0,,40959000.0,,59843000.0,232889000.0,58278000.0,22211000.0,,,45463000,45463000,,12060000.0,45463000,330104000.0,158000.0,216768000.0,2211000.0,57507000.0,,-772121000.0,,20820000.0,,216768000.0,278000.0,24479000.0,-24337000.0,6448000.0,95616000.0,133970000.0,0.0,40019000.0,0.0,-7848000.0,,,,,1080000.0,32446000.0,,73851000.0,-35896000.0,194444000.0,,602499000.0,-725000.0,-32051000.0,74440000.0,9050000.0,59479000,,,,-7418000.0,-1211000.0,1639000.0,113336000.0,1687000.0,507884000.0,8760000.0,,45526000.0,54513000.0,-5507000.0,,465226000.0,106491000.0,73405000.0,53031000,133694000,
2003-03-31,738899000.0,34380000.0,0.0,20000000.0,0.095,35169000.0,10989000.0,49133000.0,272990000.0,52108000.0,22278000.0,,,41494000,41494000,431792000.0,13593000.0,41494000,330459000.0,-818000.0,251148000.0,2278000.0,62846000.0,,-4258000.0,,22389000.0,,251148000.0,274000.0,,-9185000.0,4542000.0,93106000.0,196205000.0,0.0,37716000.0,0.0,-5261000.0,,434772000.0,,,1080000.0,24670000.0,,74655000.0,-34777000.0,216768000.0,0.095,645793000.0,-279000.0,-32051000.0,76785000.0,11602000.0,56808000,,,,-4656000.0,,685000.0,79311000.0,685000.0,549378000.0,8796000.0,,42364000.0,53096000.0,-4648000.0,,465909000.0,108836000.0,70828000.0,52266000,123788000,
2003-06-30,773602000.0,15331000.0,0.0,,0.215,32806000.0,13983000.0,59838000.0,284626000.0,60720000.0,1939000.0,,,47246000,47246000,215990000.0,13935000.0,47246000,341495000.0,-2640000.0,266479000.0,1939000.0,66846000.0,,-8857000.0,,23542000.0,,266479000.0,236000.0,,-12811000.0,4773000.0,76601000.0,206613000.0,-20000000.0,42641000.0,0.0,-3871000.0,,218076000.0,,,1081000.0,27873000.0,,83657000.0,-31838000.0,251148000.0,0.22,697001000.0,-492000.0,-32051000.0,78013000.0,11812000.0,64888000,,,,-5930000.0,,-18982000.0,75016000.0,1018000.0,596625000.0,9607000.0,,46103000.0,59058000.0,-3462000.0,,488976000.0,110064000.0,74662000.0,60115000,143495000,
2003-09-30,824987000.0,-21806000.0,0.0,,0.16,95257000.0,6699000.0,58853000.0,321446000.0,64119000.0,2763000.0,,,35308000,35308000,216074000.0,13023000.0,35308000,331199000.0,-8983000.0,244673000.0,2763000.0,84905000.0,,-11861000.0,,24755000.0,,244673000.0,15000.0,,-60131000.0,5309000.0,135599000.0,228311000.0,0.0,27806000.0,0.0,-10376000.0,,217902000.0,,,1081000.0,30880000.0,,76709000.0,-20875000.0,266479000.0,0.165,689388000.0,-332000.0,-32051000.0,93135000.0,9386000.0,57263000,,,,-11112000.0,-1620000.0,96000.0,86526000.0,96000.0,577953000.0,11732000.0,,37567000.0,44694000.0,-9761000.0,,503541000.0,125186000.0,132836000.0,51954000,135562000,
2003-12-31,856945000.0,29656000.0,0.0,,,52137000.0,11626000.0,74625000.0,317017000.0,82718000.0,2821000.0,,,54585000,54585000,,19283000.0,54585000,327456000.0,4445000.0,274329000.0,2821000.0,96794000.0,,,,32854000.0,,274329000.0,9000.0,42311000.0,31695000.0,5480000.0,107255000.0,169922000.0,-54040000.0,34247000.0,0.0,-16594000.0,,,,,1082000.0,40671000.0,,95519000.0,-20268000.0,244673000.0,,749690000.0,-1266000.0,-41315000.0,104784000.0,14510000.0,68145000,,,,-14905000.0,-1527000.0,-51578000.0,53127000.0,2462000.0,663604000.0,13571000.0,,49146000.0,69095000.0,-14899000.0,,539928000.0,146099000.0,104434000.0,62665000,170144000,
2004-03-31,898900000.0,8037000.0,0.0,,0.08,46772000.0,23898000.0,77878000.0,353487000.0,76790000.0,2967000.0,,,34656000,34656000,432788000.0,16642000.0,34656000,341264000.0,-7607000.0,282366000.0,2967000.0,93652000.0,,-27015000.0,,30862000.0,,282366000.0,10000.0,,-45098000.0,5456000.0,102291000.0,233084000.0,0.0,34496000.0,0.0,1602000.0,,436728000.0,,,1083000.0,28654000.0,,80451000.0,-7811000.0,274329000.0,0.08,796609000.0,-329000.0,-41315000.0,120403000.0,9212000.0,55045000,,,,-142000.0,-8000.0,680000.0,58898000.0,680000.0,698260000.0,14220000.0,,52275000.0,43868000.0,-17779000.0,,545413000.0,161718000.0,99324000.0,49589000,158329000,
2004-06-30,968966000.0,-39650000.0,0.0,,0.26,67567000.0,16332000.0,91336000.0,426269000.0,98638000.0,615000.0,,,56315000,56315000,216322000.0,19401000.0,56315000,305326000.0,3627000.0,242716000.0,615000.0,89866000.0,,-38198000.0,,34111000.0,,242716000.0,6000.0,,-83886000.0,10063000.0,125101000.0,285195000.0,0.0,24163000.0,0.0,753000.0,,217768000.0,,,1081000.0,40587000.0,,98319000.0,-13759000.0,282366000.0,0.26,843865000.0,-21773000.0,-41315000.0,141074000.0,13530000.0,74271000,,,,-17163000.0,895000.0,-3136000.0,62610000.0,46000.0,754574000.0,14710000.0,,48078000.0,69845000.0,-23915000.0,,542697000.0,182389000.0,124486000.0,64208000,189655000,
2004-09-30,1058051000.0,54788000.0,0.0,,0.31,128723000.0,19936000.0,81945000.0,436429000.0,85868000.0,6503000.0,,,67128000,67128000,216238000.0,19859000.0,67128000,366550000.0,4411000.0,297504000.0,6503000.0,119784000.0,,-17212000.0,,34554000.0,,297504000.0,10000.0,,-23958000.0,10247000.0,202450000.0,282971000.0,0.0,62935000.0,0.0,-33608000.0,,217758000.0,0.0,,1081000.0,47288000.0,,111671000.0,-15494000.0,242716000.0,0.31,855601000.0,9366000.0,-41315000.0,153458000.0,16782000.0,87364000,,,,-8019000.0,5304000.0,262000.0,69046000.0,262000.0,767644000.0,14695000.0,,79047000.0,83910000.0,-16112000.0,,621622000.0,194773000.0,195947000.0,77117000,193616000,
2004-12-31,1117391000.0,-47595000.0,0.0,,,78116000.0,44478000.0,100150000.0,480420000.0,110119000.0,5267000.0,,,47601000,47601000,,5678000.0,47601000,314276000.0,-25268000.0,249909000.0,5267000.0,154980000.0,,-22134000.0,,41044000.0,,249909000.0,12000.0,49485000.0,-31375000.0,8833000.0,181534000.0,259305000.0,-54095000.0,9197000.0,0.0,-30281000.0,,,0.0,,1084000.0,53673000.0,,120798000.0,10615000.0,297504000.0,,935857000.0,11098000.0,-51401000.0,171630000.0,9988000.0,88587000,,,,7436000.0,-14142000.0,-48952000.0,64367000.0,5143000.0,815209000.0,35366000.0,,29536000.0,57589000.0,-20339000.0,,636971000.0,223031000.0,176267000.0,79754000,220948000,
2005-03-31,1153231000.0,-716000.0,0.0,,0.1075,88434000.0,18795000.0,89453000.0,529666000.0,101720000.0,5334000.0,,,47401000,47401000,433632000.0,20518000.0,47401000,301463000.0,-10841000.0,249193000.0,5334000.0,166429000.0,,-33162000.0,,37446000.0,,249193000.0,2000.0,,-45138000.0,9442000.0,152884000.0,349324000.0,0.0,31070000.0,0.0,-11943000.0,,437684000.0,,,1085000.0,40321000.0,,103198000.0,25799000.0,249909000.0,0.11,1000347000.0,-199000.0,-51401000.0,180342000.0,11409000.0,75194000,,,,-33060000.0,1596000.0,1104000.0,52270000.0,1104000.0,862610000.0,16928000.0,,42847000.0,58810000.0,-11777000.0,,623565000.0,231743000.0,147550000.0,65752000,192651000,
2005-06-30,1229223000.0,51040000.0,0.0,,0.34,54963000.0,48208000.0,124516000.0,509913000.0,154697000.0,5101000.0,,,74194000,74194000,216736000.0,33093000.0,74194000,342703000.0,-1464000.0,300233000.0,5101000.0,160328000.0,,19076000.0,,50911000.0,,300233000.0,41000.0,,15070000.0,15503000.0,159391000.0,330147000.0,0.0,42558000.0,0.0,1661000.0,,218286000.0,,,1082000.0,51119000.0,,139981000.0,31622000.0,249193000.0,0.34,1069832000.0,-4000.0,-51401000.0,179766000.0,17858000.0,104573000,,,,-46764000.0,-5683000.0,-10607000.0,42470000.0,1355000.0,936803000.0,17818000.0,,46560000.0,29052000.0,-4002000.0,,719310000.0,231167000.0,154290000.0,89070000,264497000,
2005-09-30,1304726000.0,31012000.0,0.0,,0.47,117744000.0,54237000.0,121877000.0,547003000.0,151777000.0,14103000.0,,,102490000,102490000,215690000.0,24180000.0,102490000,367293000.0,36248000.0,331245000.0,14103000.0,173198000.0,,-35958000.0,,44296000.0,,331245000.0,3000.0,,-40890000.0,9193000.0,236294000.0,369939000.0,0.0,81204000.0,0.0,-20536000.0,,217860000.0,-14692000.0,,1080000.0,50210000.0,,129452000.0,-6889000.0,300233000.0,0.475,1068432000.0,-201000.0,-51401000.0,177064000.0,23637000.0,94349000,,,,-401000.0,3715000.0,-12913000.0,36048000.0,1779000.0,985293000.0,20116000.0,,85935000.0,126127000.0,-4731000.0,,757723000.0,228465000.0,222191000.0,85156000,251329000,
2005-12-31,1362235000.0,3107000.0,0.0,,,63154000.0,55815000.0,156857000.0,561068000.0,170997000.0,9486000.0,,,87134000,87134000,,44231000.0,87134000,366402000.0,-9050000.0,334352000.0,9486000.0,199841000.0,,-9062000.0,,64248000.0,,334352000.0,2000.0,35866000.0,-20223000.0,9458000.0,204971000.0,346029000.0,-53974000.0,65043000.0,0.0,-30444000.0,,,1000.0,,1081000.0,76516000.0,,162439000.0,-12513000.0,331245000.0,,1157264000.0,-3156000.0,-67335000.0,179173000.0,8476000.0,107649000,,,,-38623000.0,9205000.0,-48521000.0,32050000.0,5452000.0,1072454000.0,20017000.0,,71663000.0,95610000.0,-6620000.0,,801167000.0,246508000.0,195485000.0,98191000,319296000,
2006-03-31,1471499000.0,-19729000.0,0.0,,0.2,79156000.0,49118000.0,159521000.0,627039000.0,200251000.0,9730000.0,,,87516000,87516000,432740000.0,37764000.0,87516000,360872000.0,-3841000.0,314623000.0,9730000.0,200253000.0,,-71607000.0,,62677000.0,,314623000.0,8000.0,34432000.0,-87172000.0,13972000.0,206813000.0,403787000.0,0.0,41348000.0,0.0,-5124000.0,,436644000.0,,,1084000.0,68809000.0,,162790000.0,-6149000.0,334352000.0,0.2025,1264686000.0,-697000.0,-67335000.0,188820000.0,16053000.0,114085000,,,,-51869000.0,-7725000.0,11042000.0,46249000.0,11042000.0,1159970000.0,24913000.0,,56216000.0,103569000.0,-14868000.0,,844460000.0,256155000.0,197083000.0,100113000,322311000,
2006-06-30,1661857000.0,59321000.0,0.0,,0.56,189469000.0,94536000.0,216184000.0,637994000.0,295795000.0,11350000.0,,,123286000,123286000,216818000.0,54915000.0,123286000,420749000.0,2791000.0,373944000.0,11350000.0,227912000.0,,-160263000.0,,81708000.0,,373944000.0,5000.0,33017000.0,-22295000.0,13294000.0,384990000.0,409594000.0,6988000.0,63301000.0,0.0,-32284000.0,,219344000.0,,,1085000.0,89635000.0,,216284000.0,-16549000.0,314623000.0,0.57,1276867000.0,605000.0,-67335000.0,195383000.0,22614000.0,147870000,,,,-55207000.0,-5753000.0,5425000.0,46805000.0,-1563000.0,1174866000.0,26793000.0,,76160000.0,145900000.0,-12859000.0,,1023863000.0,262718000.0,373640000.0,134576000,432468000,
2006-09-30,1799537000.0,-22221000.0,0.0,,0.56,215642000.0,104287000.0,209137000.0,667192000.0,249849000.0,13000000.0,,,122978000,122978000,216317000.0,47489000.0,122978000,461332000.0,14944000.0,351723000.0,13000000.0,333471000.0,,-116751000.0,,77888000.0,,351723000.0,2000.0,31417000.0,-89164000.0,8025000.0,458165000.0,426640000.0,465000.0,97487000.0,0.0,-111483000.0,46786000.0,218866000.0,,,1080000.0,125236000.0,,198860000.0,-29217000.0,373944000.0,0.57,1341372000.0,-12000.0,-67335000.0,209135000.0,22558000.0,128997000,-11423000.0,,,16149000.0,-16389000.0,-49423000.0,109609000.0,563000.0,1297843000.0,30399000.0,,116749000.0,145536000.0,-19262000.0,,1132345000.0,276470000.0,445165000.0,120972000,407997000,
2006-12-31,1897020000.0,-14402000.0,0.0,248000.0,,110936000.0,138371000.0,306771000.0,727936000.0,403524000.0,1439000.0,,,180345000,180345000,,74346000.0,180345000,410354000.0,-9754000.0,337321000.0,1191000.0,271008000.0,,-104464000.0,,105555000.0,,337321000.0,27000.0,67580000.0,-27754000.0,9184000.0,339121000.0,409368000.0,2207000.0,63698000.0,0.0,56183000.0,162305000.0,,1000.0,,1082000.0,88375000.0,,304453000.0,-5275000.0,351723000.0,,1557899000.0,-65000.0,-88496000.0,250988000.0,19205000.0,208082000,31403000.0,,,-102740000.0,-5193000.0,-99694000.0,73033000.0,6032000.0,1478655000.0,31209000.0,,112730000.0,199550000.0,-49032000.0,,1169084000.0,339484000.0,337682000.0,198898000,611224000,
2007-03-31,2017168000.0,142059000.0,76474000.0,233000.0,0.64,28282000.0,105019000.0,254407000.0,746630000.0,334010000.0,78066000.0,,,139860000,139860000,216215000.0,65925000.0,139860000,573054000.0,13256000.0,479380000.0,1359000.0,283200000.0,,-102197000.0,,99428000.0,,479380000.0,32000.0,149396000.0,-31142000.0,16085000.0,321486000.0,339299000.0,2190000.0,154707000.0,0.0,-16772000.0,153924000.0,218704000.0,,,1083000.0,110119000.0,,237752000.0,-16339000.0,337321000.0,0.65,1695682000.0,-4000.0,-88496000.0,257935000.0,21047000.0,154409000,13102000.0,,,10489000.0,2159000.0,5018000.0,93674000.0,2842000.0,1618515000.0,33503000.0,,168670000.0,160907000.0,-13963000.0,,1270538000.0,346431000.0,243420000.0,138324000,492159000,
2007-06-30,2444601000.0,188291000.0,90470000.0,,0.98,43031000.0,217782000.0,367799000.0,756292000.0,506483000.0,91480000.0,,,214377000,214377000,216380000.0,95373000.0,214377000,815106000.0,-5748000.0,667671000.0,1010000.0,290682000.0,,-276712000.0,,133100000.0,,667671000.0,23000.0,145990000.0,-75005000.0,13250000.0,519632000.0,260003000.0,5170000.0,153531000.0,0.0,-16634000.0,301674000.0,219078000.0,,,1085000.0,167339000.0,,374667000.0,-14532000.0,479380000.0,0.99,1924969000.0,-29000.0,-88496000.0,350299000.0,32260000.0,254817000,13211000.0,,,12830000.0,-2884000.0,9628000.0,147435000.0,4692000.0,1832891000.0,37727000.0,,253469000.0,246637000.0,-99938000.0,,1688309000.0,438795000.0,428152000.0,241567000,742466000,
2007-09-30,2645500000.0,36078000.0,90505000.0,603000.0,0.88,67557000.0,264361000.0,386822000.0,787568000.0,520538000.0,92327000.0,,,193507000,193507000,216773000.0,87060000.0,193507000,762417000.0,-3056000.0,703749000.0,1219000.0,493739000.0,,-604807000.0,,127694000.0,,703749000.0,273000.0,163675000.0,48310000.0,12254000.0,660289000.0,265315000.0,8416000.0,116293000.0,0.0,-201514000.0,685833000.0,220644000.0,,,1086000.0,236044000.0,,341851000.0,-2767000.0,667671000.0,0.89,1985211000.0,-23000.0,-88496000.0,358578000.0,29119000.0,226411000,7486000.0,,,-92692000.0,-432000.0,-146261000.0,58668000.0,7824000.0,1863867000.0,40634000.0,,133766000.0,222626000.0,-17473000.0,,1857932000.0,447074000.0,567962000.0,214157000,728673000,
2007-12-31,3291460000.0,3940000.0,127028000.0,,,108590000.0,352240000.0,708036000.0,958685000.0,952513000.0,138963000.0,,,307267000,307267000,,148140000.0,307267000,745240000.0,24682000.0,707689000.0,11935000.0,505467000.0,,-688325000.0,1000.0,195683000.0,,707689000.0,-121000.0,196030000.0,-117859000.0,22448000.0,940846000.0,388508000.0,1658000.0,97861000.0,0.0,10740000.0,643385000.0,,,,1086000.0,341053000.0,,508985000.0,46130000.0,703749000.0,,2350614000.0,27000.0,-108848000.0,374147000.0,40836000.0,335750000,26957000.0,,,-165033000.0,-56686000.0,-4501000.0,37551000.0,1650000.0,2171134000.0,47543000.0,,126183000.0,348103000.0,-28322000.0,,2332775000.0,482995000.0,801883000.0,313302000,1217021000,
2008-03-31,3083398000.0,-108874000.0,137117000.0,,0.67,50781000.0,202166000.0,343690000.0,1152273000.0,515648000.0,149240000.0,,,147779000,147779000,216505000.0,97825000.0,147779000,616791000.0,1384000.0,598815000.0,12123000.0,676051000.0,,-265758000.0,,147383000.0,,598815000.0,77000.0,215770000.0,-216364000.0,17636000.0,615953000.0,544502000.0,1633000.0,163213000.0,0.0,-169501000.0,102374000.0,218979000.0,-90050000.0,,1079000.0,213766000.0,,320115000.0,92950000.0,707689000.0,0.68,2467445000.0,-11000.0,-108848000.0,392001000.0,34664000.0,190368000,86089000.0,,,-70860000.0,17067000.0,-86893000.0,17976000.0,1524000.0,2318914000.0,49558000.0,,192465000.0,182443000.0,-29252000.0,,1931125000.0,500849000.0,466713000.0,172732000,663805000,
