date,quarterlyTotalAssets,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,quarterlyLongTermDebt,quarterlyDilutedEPS,quarterlyOtherCurrentLiabilities,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyTotalNonCurrentAssets,quarterlyAccountsReceivable,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInvestmentsAndAdvances,quarterlyGoodwill,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyBasicAverageShares,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeCommonStockholders,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyOtherIncomeExpense,quarterlyCashAndCashEquivalents,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyCurrentDeferredRevenue,quarterlyPurchaseOfInvestment,quarterlyCashDividendsPaid,quarterlyOperatingExpense,quarterlyCurrentDebt,quarterlyEndCashPosition,quarterlyInterestExpense,quarterlyOtherIntangibleAssets,quarterlyInvestingCashFlow,quarterlyDepreciationAndAmortization,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyFreeCashFlow,quarterlyOtherCurrentAssets,quarterlyChangeInInventory,quarterlySaleOfInvestment,quarterlyDilutedAverageShares,quarterlyRepurchaseOfCapitalStock,quarterlyChangesInAccountReceivables,quarterlyCapitalStock,quarterlyAccountsPayable,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBeginningCashPosition,quarterlyBasicEPS,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyAccumulatedDepreciation,quarterlyNetPPE,quarterlyTaxProvision,quarterlyEbitda,quarterlyOtherNonCashItems,quarterlyStockBasedCompensation,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,quarterlyRetainedEarnings,quarterlyResearchAndDevelopment,quarterlyIncomeTaxPayable,quarterlyOperatingCashFlow,quarterlyPretaxIncome,quarterlyCapitalExpenditure,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyRepaymentOfDebt
2015-12-31,4499391000.0,-81837000.0,1637000.0,,,0.0,236845000.0,368214000.0,2288304000.0,531481000.0,288267000.0,1343387000.0,187791000.0,132383000,132383000,,161369000.0,132383000,1048231000.0,-577000.0,833070000.0,56210000.0,500554000.0,164982000.0,-266040000.0,-96870000.0,267381000.0,,833070000.0,,57761000.0,-114787000.0,19977000.0,1154265000.0,97989000.0,-3306000.0,129969000.0,0.0,-10710000.0,198424000.0,,-23356000.0,-101402000.0,1797435000.0,178905000.0,19215000.0,413143000.0,-30428000.0,914907000.0,,3345126000.0,0.0,-462560000.0,446089000.0,20160000.0,165739000,6694000.0,6694000.0,128731000.0,-20882000.0,101000.0,-120358000.0,215161000.0,8519000.0,1930517000.0,106012000.0,21674000.0,158336000.0,152543000.0,-28367000.0,-26055000.0,2211087000.0,908649000.0,865998000.0,145762000,781357000,
2016-03-31,4410324000.0,24609000.0,1676000.0,,0.46,0.0,201782000.0,284190000.0,2281191000.0,408283000.0,292357000.0,1279799000.0,,88092000,88092000,189497000.0,127843000.0,88092000,1055826000.0,-3684000.0,857679000.0,60915000.0,517767000.0,154965000.0,-151070000.0,-96566000.0,236047000.0,,857679000.0,,306303000.0,8631000.0,20193000.0,973077000.0,88992000.0,2000.0,113763000.0,50861000.0,-18873000.0,237464000.0,189651000.0,-19796000.0,130036000.0,1797435000.0,137162000.0,-45515000.0,339850000.0,-14864000.0,833070000.0,0.46,3437247000.0,-2000.0,,448967000.0,19455000.0,123996000,8172000.0,8172000.0,126731000.0,6539000.0,3906000.0,-116273000.0,198147000.0,103000.0,2018609000.0,108204000.0,14524000.0,129387000.0,107547000.0,-15624000.0,-62137000.0,2129133000.0,,680720000.0,103803000,624040000,
2016-06-30,4527583000.0,-56215000.0,1680000.0,,0.85,0.0,230397000.0,348651000.0,2314996000.0,510309000.0,298319000.0,1306159000.0,,161064000,161064000,188892000.0,147929000.0,161064000,1053717000.0,-5328000.0,801464000.0,54633000.0,508161000.0,150587000.0,-306363000.0,-96545000.0,262284000.0,,801464000.0,,303348000.0,-93118000.0,21316000.0,1308748000.0,88980000.0,0.0,134164000.0,46552000.0,2201000.0,229062000.0,189356000.0,-25301000.0,-105621000.0,1797435000.0,151904000.0,13224000.0,462958000.0,-1403000.0,857679000.0,0.85,3218835000.0,4000.0,,450654000.0,42737000.0,221990000,11335000.0,11335000.0,130342000.0,-51778000.0,-9980000.0,-113136000.0,252253000.0,8867000.0,1794792000.0,114355000.0,24714000.0,149985000.0,203801000.0,-15821000.0,0.0,2212587000.0,,1010429000.0,200674000,811609000,
2016-09-30,4591906000.0,111095000.0,1707000.0,,0.66,0.0,226933000.0,316270000.0,2344447000.0,461355000.0,309682000.0,1327347000.0,,125054000,125054000,188692000.0,129915000.0,125054000,1114119000.0,-18077000.0,912559000.0,56463000.0,534683000.0,146384000.0,-282243000.0,-96220000.0,246364000.0,,912559000.0,,301983000.0,8553000.0,21033000.0,1229677000.0,88392000.0,363000.0,197576000.0,46569000.0,-24330000.0,306207000.0,189238000.0,-20124000.0,51957000.0,17979000.0,148030000.0,-8403000.0,405980000.0,25766000.0,801464000.0,0.66,3362229000.0,-8000.0,,454246000.0,24711000.0,159616000,9704000.0,9704000.0,134236000.0,36339000.0,-747000.0,-114752000.0,201560000.0,1240000.0,1919846000.0,116449000.0,24004000.0,212994000.0,149765000.0,-15418000.0,0.0,2247459000.0,,919995000.0,159616000,722250000,
2016-12-31,4525133000.0,-65676000.0,1594000.0,,,0.0,262618000.0,389985000.0,2262117000.0,527062000.0,324395000.0,1213285000.0,224553000.0,136605000,136605000,,182014000.0,136605000,1113835000.0,-555000.0,846883000.0,61220000.0,484821000.0,146564000.0,-165413000.0,-192121000.0,310966000.0,,846883000.0,,80449000.0,-45603000.0,23798000.0,1107130000.0,94508000.0,1327000.0,163504000.0,47395000.0,38547000.0,184617000.0,,-28012000.0,-67372000.0,17979000.0,172404000.0,29198000.0,470782000.0,-36761000.0,912559000.0,,3418003000.0,152000.0,-496981000.0,482878000.0,31952000.0,183614000,12039000.0,12039000.0,140407000.0,31823000.0,8520000.0,-217515000.0,266952000.0,8438000.0,2056702000.0,128952000.0,16163000.0,213316000.0,168557000.0,-49812000.0,-15808000.0,2263016000.0,979859000.0,782735000.0,159816000,860767000,
2017-03-31,4600681000.0,-13306000.0,1637000.0,,1.26,0.0,203926000.0,266423000.0,2443771000.0,391345000.0,327160000.0,1211141000.0,,237812000,237812000,188333000.0,133576000.0,237812000,1091977000.0,-37097000.0,833577000.0,62593000.0,533151000.0,140452000.0,-96049000.0,-96028000.0,255778000.0,,833577000.0,,303414000.0,-13280000.0,21728000.0,898619000.0,84357000.0,0.0,93635000.0,46124000.0,-41398000.0,109526000.0,189031000.0,-27873000.0,135253000.0,17979000.0,136901000.0,-44180000.0,372123000.0,32464000.0,846883000.0,1.26,3702062000.0,-4000.0,,503840000.0,-150120000.0,138073000,8206000.0,8206000.0,138665000.0,-25307000.0,-171523000.0,-127353000.0,258400000.0,0.0,2294654000.0,122202000.0,20288000.0,120395000.0,87692000.0,-26760000.0,0.0,2156910000.0,,571459000.0,116345000,638546000,
2017-06-30,4748772000.0,25983000.0,1656000.0,,0.91,0.0,236727000.0,339027000.0,2443838000.0,514942000.0,335816000.0,1200432000.0,,170950000,170950000,187757000.0,147260000.0,170950000,1108464000.0,15424000.0,859560000.0,56691000.0,525167000.0,145603000.0,-147831000.0,-95663000.0,274508000.0,,859560000.0,,309318000.0,-5408000.0,21103000.0,1264325000.0,88338000.0,0.0,124044000.0,49603000.0,6777000.0,169193000.0,188492000.0,-36084000.0,-111468000.0,17979000.0,161398000.0,23238000.0,477858000.0,40147000.0,833577000.0,0.91,3484447000.0,4000.0,,517290000.0,57105000.0,224453000,12179000.0,12179000.0,145582000.0,-61004000.0,11804000.0,-121561000.0,248904000.0,10316000.0,2083076000.0,127248000.0,10961000.0,143432000.0,228055000.0,-19388000.0,-7500000.0,2304934000.0,,928509000.0,203350000,816885000,
2017-09-30,4835391000.0,31719000.0,1738000.0,,0.78,0.0,253272000.0,309412000.0,2502917000.0,457391000.0,349661000.0,1210323000.0,,147413000,147413000,187616000.0,134243000.0,147413000,1144978000.0,7059000.0,891279000.0,68204000.0,575335000.0,138570000.0,-194166000.0,-95627000.0,263875000.0,,891279000.0,,313269000.0,-70398000.0,20868000.0,1195706000.0,93125000.0,0.0,150618000.0,47483000.0,-52010000.0,176657000.0,188490000.0,-10566000.0,61197000.0,17979000.0,158591000.0,-3584000.0,433665000.0,46487000.0,859560000.0,0.79,3639685000.0,0.0,,554441000.0,38643000.0,190658000,12056000.0,12056000.0,155814000.0,5450000.0,15873000.0,-106198000.0,253699000.0,0.0,2230489000.0,129632000.0,15250000.0,198750000.0,186056000.0,-48132000.0,-4900000.0,2332474000.0,,846045000.0,169790000,743077000,
2017-12-31,5010260000.0,209000.0,1788000.0,,,0.0,286920000.0,388978000.0,2646335000.0,590882000.0,379138000.0,1260033000.0,286982000.0,138780000,138780000,,187590000.0,138780000,1053175000.0,-8879000.0,891488000.0,75215000.0,517644000.0,139681000.0,-149610000.0,-95658000.0,320142000.0,,891488000.0,,122819000.0,-105450000.0,22553000.0,1207794000.0,107623000.0,0.0,140617000.0,48312000.0,48056000.0,179935000.0,,0.0,-125070000.0,17979000.0,169640000.0,7286000.0,499518000.0,56045000.0,891279000.0,,3802466000.0,-153000.0,-566473000.0,595684000.0,41711000.0,179376000,12294000.0,12294000.0,163840000.0,-47403000.0,53121000.0,-93300000.0,161687000.0,11544000.0,2368874000.0,132552000.0,33638000.0,198265000.0,180491000.0,-57648000.0,-78071000.0,2363925000.0,1162157000.0,828656000.0,179376000,888496000,
2018-03-31,4855222000.0,7501000.0,1882000.0,,0.68,,195089000.0,284337000.0,2663939000.0,409704000.0,300186000.0,1309185000.0,,129374000,129374000,188322000.0,142376000.0,129374000,1066726000.0,1551000.0,898981000.0,74714000.0,547412000.0,98660000.0,-140623000.0,-96146000.0,284333000.0,,899260000.0,,,-112624000.0,23146000.0,858029000.0,97417000.0,,186232000.0,,-26455000.0,65253000.0,189292000.0,0.0,187693000.0,17979000.0,136132000.0,-36708000.0,426535000.0,64442000.0,891759000.0,0.69,3997193000.0,,,604813000.0,24606000.0,165348000,,13440000.0,83222000.0,44134000.0,416000.0,-100782000.0,167745000.0,1926000.0,2546400000.0,141957000.0,37825000.0,214190000.0,153980000.0,-27958000.0,-9417000.0,2191283000.0,,557843000.0,142202000,710872000,
2018-06-30,4988720000.0,47607000.0,1860000.0,,1.0,,227950000.0,371182000.0,2665138000.0,533076000.0,300692000.0,1302447000.0,,190342000,190342000,188542000.0,164049000.0,190342000,1119974000.0,7565000.0,946656000.0,74092000.0,501490000.0,98526000.0,-68764000.0,-99940000.0,305762000.0,,946867000.0,,,-73270000.0,25074000.0,1229839000.0,97223000.0,,156307000.0,,21789000.0,61899000.0,189461000.0,0.0,-139594000.0,17979000.0,166499000.0,38326000.0,523270000.0,9732000.0,899260000.0,1.01,3758881000.0,,,637245000.0,45726000.0,242582000,,14307000.0,84156000.0,-26684000.0,10584000.0,-88062000.0,173318000.0,12216000.0,2336614000.0,141713000.0,40016000.0,223873000.0,236068000.0,-67566000.0,0.0,2323582000.0,,929147000.0,217508000,894452000,
2018-09-30,5095967000.0,109675000.0,1860000.0,,0.97,,214520000.0,329264000.0,2695348000.0,467784000.0,289233000.0,1301111000.0,,184214000,184214000,188799000.0,145809000.0,184214000,1230094000.0,-5721000.0,1056397000.0,82846000.0,556640000.0,97604000.0,-104792000.0,-100063000.0,284788000.0,,1056542000.0,,,-52921000.0,23256000.0,1143259000.0,102479000.0,,233415000.0,,-64473000.0,101914000.0,190005000.0,0.0,63856000.0,17979000.0,197069000.0,30983000.0,480747000.0,4624000.0,946867000.0,0.98,3952708000.0,,,650805000.0,17113000.0,219215000,,14347000.0,77634000.0,23523000.0,9177000.0,-99690000.0,173697000.0,382000.0,2520828000.0,138979000.0,43519000.0,263719000.0,201327000.0,-30304000.0,-19753000.0,2400619000.0,,854026000.0,195959000,810011000,
2018-12-31,5382858000.0,145263000.0,1850000.0,,,,254744000.0,382942000.0,2717490000.0,569833000.0,298571000.0,1330123000.0,301017000.0,190150000,190150000,,181337000.0,190150000,1384721000.0,-5638000.0,1201732000.0,92944000.0,561840000.0,96372000.0,-89002000.0,1000.0,326493000.0,,1201805000.0,,116063000.0,-68688000.0,24718000.0,1219884000.0,100328000.0,,183211000.0,,-13177000.0,54537000.0,,0.0,-106788000.0,17979000.0,204985000.0,8027000.0,549166000.0,8430000.0,1056542000.0,,4162974000.0,,-609967000.0,663527000.0,41722000.0,247391000,,14297000.0,76566000.0,-47936000.0,18801000.0,2373000.0,182989000.0,,2710619000.0,145156000.0,51642000.0,217738000.0,231872000.0,-34527000.0,0.0,2665368000.0,1273494000.0,921313000.0,222673000,932108000,
2019-03-31,5280145000.0,-85706000.0,227000.0,,0.74,,206589000.0,314352000.0,2768008000.0,453069000.0,342333000.0,1337771000.0,,140173000,140173000,189601000.0,154396000.0,140173000,1313336000.0,1178000.0,1115951000.0,98959000.0,598387000.0,93653000.0,-83068000.0,-200687000.0,300315000.0,,1116099000.0,,,-32621000.0,24011000.0,964859000.0,92435000.0,,134075000.0,,-46646000.0,80907000.0,190599000.0,,112488000.0,17979000.0,170474000.0,-32786000.0,451698000.0,18338000.0,1201805000.0,0.74,4315286000.0,,,727277000.0,26092000.0,175394000,,15129000.0,72531000.0,-35234000.0,9105000.0,-213381000.0,197385000.0,,2850588000.0,145919000.0,55929000.0,164582000.0,166265000.0,-30507000.0,0.0,2512137000.0,727277000.0,622526000.0,151383000,766050000,
2019-06-30,5524783000.0,-295845000.0,273000.0,,1.17,,247093000.0,379475000.0,3064205000.0,583913000.0,346116000.0,1319026000.0,,223656000,223656000,189855000.0,170261000.0,223656000,1059946000.0,5822000.0,820181000.0,105865000.0,648140000.0,94980000.0,-109100000.0,-108218000.0,319144000.0,,820254000.0,,,-313778000.0,26723000.0,1373817000.0,141134000.0,,79795000.0,,-39413000.0,101953000.0,190714000.0,,-106959000.0,17979000.0,214763000.0,38746000.0,575365000.0,34681000.0,1116099000.0,1.18,4150966000.0,,,761274000.0,52122000.0,282944000,,15832000.0,71700000.0,-153874000.0,-2028000.0,-95496000.0,239765000.0,,2641371000.0,148883000.0,39879000.0,110636000.0,275778000.0,-30841000.0,-276014000.0,2460578000.0,761274000.0,1027701000.0,256221000,954840000,
2019-09-30,5755105000.0,157184000.0,267000.0,,1.19,,216709000.0,366925000.0,2997262000.0,558299000.0,331256000.0,1252219000.0,,227866000,227866000,190102000.0,157437000.0,227866000,1276944000.0,-16002000.0,976402000.0,113225000.0,749825000.0,95572000.0,-141152000.0,0.0,305998000.0,,977438000.0,,,-21409000.0,26881000.0,1374211000.0,157218000.0,,156969000.0,,-124563000.0,150923000.0,190962000.0,,8782000.0,17979000.0,235548000.0,21563000.0,567458000.0,20590000.0,820254000.0,1.2,4380894000.0,,,765990000.0,29901000.0,288341000,,16592000.0,69600000.0,-129466000.0,10935000.0,-18000.0,300542000.0,,2868816000.0,148561000.0,60728000.0,188952000.0,257767000.0,-31983000.0,704000.0,2757843000.0,765990000.0,1042955000.0,261460000,934383000,
