date,quarterlyStockholdersEquity,quarterlyDilutedAverageShares,quarterlyOtherIntangibleAssets,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyBasicEPS,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentAssets,quarterlyTotalRevenue,quarterlyEbitda,quarterlyAccumulatedDepreciation,quarterlyPretaxIncome,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue,quarterlyTaxProvision,quarterlyNetPPE,quarterlyRetainedEarnings,quarterlyAccountsReceivable,quarterlyTotalNonCurrentAssets,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyDilutedEPS,quarterlyGoodwill,quarterlyLongTermDebt,quarterlyTotalAssets,quarterlySellingGeneralAndAdministration,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOtherNonCurrentLiabilities,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyBasicAverageShares,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyCurrentDeferredRevenue,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyNetIncomeCommonStockholders,quarterlyInvestmentsAndAdvances,quarterlyOtherIncomeExpense,quarterlyOperatingExpense,quarterlyInventory,quarterlyGrossProfit,quarterlyChangesInAccountReceivables,quarterlyFreeCashFlow,quarterlyStockBasedCompensation,quarterlyBeginningCashPosition,quarterlyDepreciationAndAmortization,quarterlyInvestingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyEndCashPosition,quarterlySaleOfInvestment,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,quarterlyResearchAndDevelopment,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,quarterlyCommonStockIssuance,quarterlyNetOtherFinancingCharges,quarterlyCashDividendsPaid,quarterlyDeferredIncomeTax,quarterlyChangeInCashSupplementalAsReported,quarterlyPurchaseOfInvestment,quarterlyRepaymentOfDebt,quarterlyNetOtherInvestingChanges,quarterlyPurchaseOfBusiness,quarterlyCapitalExpenditure,quarterlyOtherNonCashItems,quarterlyChangeInWorkingCapital
2015-09-30,300072000000.0,,,,,,,,,,81364000000.0,25189000000.0,,7133000000.0,,,,,8532000000.0,,,,1734000000.0,,,,,19548000000.0,,,,,607129000000.0,3111000000.0,5381000000.0,5399000000.0,,,,,816000000.0,,306070000000.0,,,5381000000.0,,-419000000.0,53284000000.0,,61816000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,303784000000.0,,10739000000.0,80932000000.0,34388000000.0,31869000000.0,,118055000000.0,222852000000.0,2519000000.0,84885000000.0,23250000000.0,-572342000000.0,5016000000.0,1039035000000.0,2154000000.0,78108000000.0,255929000000.0,772000000.0,0.0,2519000000.0,1454000000.0,1281000000.0,466693000000.0,123919000000.0,21105000000.0,551453000000.0,64357000000.0,17715000000.0,,29920000000.0,64830000000.0,629561000000.0,35122000000.0,3693000000.0,3735000000.0,455000000.0,68881000000.0,,51720000000.0,1395000000.0,3349000000.0,324810000000.0,60542000000.0,2061000000.0,3693000000.0,36097000000.0,5264000000.0,19756000000.0,6281000000.0,20528000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-31,308692000000.0,809323683.0,,,,,6.325034,,,,86426000000.0,23811000000.0,,6813000000.0,,,,,7364000000.0,,,,1672000000.0,,,,,36411000000.0,,6.325034,,,621801000000.0,13922000000.0,5119000000.0,5141000000.0,,,809323683.0,,551000000.0,,312142000000.0,,,5119000000.0,,0.0,42651000000.0,,50015000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,308789000000.0,,10337000000.0,80932000000.0,32912000000.0,30076000000.0,,126112000000.0,227857000000.0,2836000000.0,90402000000.0,27004000000.0,,8656000000.0,473029000000.0,955000000.0,85697000000.0,255885000000.0,9747000000.0,0.0,2836000000.0,2345000000.0,2075000000.0,473029000000.0,129103000000.0,29077000000.0,557212000000.0,52355000000.0,92172000000.0,,29921000000.0,70570000000.0,642909000000.0,23033000000.0,6554000000.0,6581000000.0,469000000.0,77224000000.0,,35465000000.0,1348000000.0,3250000000.0,333109000000.0,1158000000.0,3741000000.0,6554000000.0,35974000000.0,90000000.0,28300000000.0,5166000000.0,38047000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-30,314883000000.0,,,,,,,,,,86988000000.0,25454000000.0,,7870000000.0,,,,,8587000000.0,,,,1980000000.0,,,,,22358000000.0,,,,,647477000000.0,2471000000.0,5870000000.0,5890000000.0,,,,,696000000.0,,331583000000.0,,,5870000000.0,,149000000.0,56043000000.0,,64630000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,315324000000.0,,11244000000.0,80932000000.0,27948000000.0,24617000000.0,,122444000000.0,234392000000.0,3331000000.0,88469000000.0,19467000000.0,-563744000000.0,758000000.0,1056728000000.0,1106000000.0,73972000000.0,318998000000.0,1522000000.0,0.0,3331000000.0,2305000000.0,261000000.0,492984000000.0,133796000000.0,21423000000.0,578396000000.0,69640000000.0,21276000000.0,,29923000000.0,9370000000.0,652368000000.0,35197000000.0,461000000.0,497000000.0,580000000.0,17075000000.0,,103056000000.0,1106000000.0,3077000000.0,336073000000.0,67606000000.0,4770000000.0,461000000.0,36107000000.0,-11000000.0,17307000000.0,5081000000.0,18829000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-31,320656000000.0,809323683.0,,,,,6.607987,,,,91428000000.0,25083000000.0,,7145000000.0,,,,,7802000000.0,,,,1775000000.0,,,,,40329000000.0,,6.607987,,,655497000000.0,14166000000.0,5348000000.0,5370000000.0,,,809323683.0,,925000000.0,,333870000000.0,,,5348000000.0,,268000000.0,43297000000.0,,51099000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,320061000000.0,,10771000000.0,80932000000.0,25647000000.0,22320000000.0,,132482000000.0,239129000000.0,0.0,92690000000.0,27883000000.0,,9534000000.0,498171000000.0,865000000.0,81832000000.0,326383000000.0,10184000000.0,0.0,3327000000.0,2047000000.0,2309000000.0,498171000000.0,138803000000.0,28847000000.0,583659000000.0,52699000000.0,107660000000.0,,29921000000.0,9019000000.0,665491000000.0,23669000000.0,7189000000.0,7225000000.0,548000000.0,18018000000.0,,84077000000.0,930000000.0,2985000000.0,344401000000.0,1243000000.0,6372000000.0,7189000000.0,36620000000.0,143000000.0,29807000000.0,3614000000.0,39991000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-30,325942000000.0,,,,,,,,,,90584000000.0,26586000000.0,,8050000000.0,,,,,8617000000.0,,,,2047000000.0,,,,,27192000000.0,,,,,664570000000.0,4490000000.0,5965000000.0,6003000000.0,,,,,727000000.0,,337599000000.0,,,5965000000.0,,297000000.0,54775000000.0,,63392000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,325867000000.0,,12391000000.0,80932000000.0,22510000000.0,19410000000.0,,119321000000.0,244935000000.0,0.0,91527000000.0,23938000000.0,-568133000000.0,224000000.0,1069758000000.0,404000000.0,71550000000.0,275408000000.0,640000000.0,0.0,3100000000.0,1828000000.0,61000000.0,501625000000.0,,22096000000.0,589644000000.0,66258000000.0,24864000000.0,,29920000000.0,48596000000.0,661194000000.0,33578000000.0,115000000.0,163000000.0,629000000.0,59089000000.0,,55704000000.0,1004000000.0,3349000000.0,334497000000.0,71148000000.0,8010000000.0,115000000.0,36880000000.0,159000000.0,24629000000.0,4123000000.0,25269000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-31,334551000000.0,809323683.0,,,,,7.040446,,,,96613000000.0,26712000000.0,,7616000000.0,,,,,8283000000.0,,,,1886000000.0,,,,,44641000000.0,,7.040446,,,655866000000.0,13963000000.0,5698000000.0,5730000000.0,,,809323683.0,,871000000.0,,320485000000.0,,,5698000000.0,,204000000.0,43689000000.0,,51972000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,334655000000.0,,12336000000.0,80932000000.0,19319000000.0,16397000000.0,,119447000000.0,253723000000.0,796000000.0,96416000000.0,29813000000.0,,10543000000.0,495765000000.0,1498000000.0,76480000000.0,265672000000.0,10877000000.0,56808000000.0,2922000000.0,1642000000.0,2642000000.0,495765000000.0,,31137000000.0,585819000000.0,52727000000.0,52507000000.0,,29920000000.0,48224000000.0,662299000000.0,25042000000.0,7872000000.0,7901000000.0,633000000.0,61082000000.0,,34976000000.0,794000000.0,4355000000.0,326754000000.0,57211000000.0,10549000000.0,7872000000.0,37295000000.0,315000000.0,32812000000.0,3831000000.0,43689000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-30,340310000000.0,,,,,,,,,,91942000000.0,26217000000.0,,7017000000.0,,,,,6200000000.0,,,,1517000000.0,,,,,34220000000.0,,,,,669594000000.0,4123000000.0,5464000000.0,5500000000.0,,,,,442000000.0,,328394000000.0,,,5464000000.0,,1404000000.0,51522000000.0,,57722000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,343069000000.0,,14161000000.0,80932000000.0,23480000000.0,16666000000.0,,107887000000.0,262137000000.0,,92153000000.0,23992000000.0,-580686000000.0,2972000000.0,1076693000000.0,601000000.0,73005000000.0,258920000000.0,3374000000.0,,6814000000.0,1454000000.0,765000000.0,496007000000.0,,20475000000.0,590377000000.0,60925000000.0,33811000000.0,,29922000000.0,44852000000.0,663382000000.0,35642000000.0,2176000000.0,2207000000.0,804000000.0,60363000000.0,,50676000000.0,986000000.0,4840000000.0,319283000000.0,61897000000.0,13138000000.0,2176000000.0,38903000000.0,278000000.0,27854000000.0,4832000000.0,31228000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-31,348216000000.0,809323683.0,,,,,7.359231,,,,96135000000.0,30536000000.0,,7977000000.0,,,,,8771000000.0,,,,1979000000.0,,,,,43550000000.0,,7.359231,,,709073000000.0,14736000000.0,5956000000.0,5998000000.0,,,809323683.0,,1092000000.0,,359827000000.0,,,5956000000.0,,298000000.0,43814000000.0,,52585000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,345783000000.0,,13849000000.0,80932000000.0,22856000000.0,19356000000.0,,111818000000.0,264851000000.0,,94353000000.0,33571000000.0,,10541000000.0,533351000000.0,727000000.0,82799000000.0,274530000000.0,11174000000.0,,3500000000.0,1297000000.0,2514000000.0,533351000000.0,,31516000000.0,628165000000.0,42277000000.0,61604000000.0,,29922000000.0,37542000000.0,710964000000.0,25914000000.0,7953000000.0,8027000000.0,627000000.0,88039000000.0,,39061000000.0,1154000000.0,3848000000.0,362569000000.0,50720000000.0,16135000000.0,7953000000.0,39530000000.0,311000000.0,40902000000.0,3536000000.0,52076000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,350499000000.0,,,,,,,,,,92338000000.0,28830000000.0,,6214000000.0,,,,,6752000000.0,,,,1657000000.0,,,,,41732000000.0,,,,,711151000000.0,2386000000.0,4480000000.0,4557000000.0,,,,,683000000.0,,358040000000.0,,,4480000000.0,,355000000.0,43854000000.0,,50606000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
