date,quarterlyCurrentDeferredRevenue,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCapitalStock,quarterlyRepaymentOfDebt,quarterlyBeginningCashPosition,quarterlyNetPPE,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyTaxProvision,quarterlyChangesInAccountReceivables,quarterlyDilutedAverageShares,quarterlyInterestExpense,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyOtherIntangibleAssets,quarterlyNetOtherFinancingCharges,quarterlyOperatingCashFlow,quarterlySaleOfInvestment,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyChangeInCashSupplementalAsReported,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredRevenue,quarterlyOtherCurrentLiabilities,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyStockBasedCompensation,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyEbitda,quarterlyBasicEPS,quarterlyCurrentLiabilities,quarterlyOtherNonCashItems,quarterlyCashDividendsPaid,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyDepreciationAndAmortization,quarterlyBasicAverageShares,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,quarterlyOperatingIncome,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyFreeCashFlow,quarterlyTotalNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyDilutedEPS,quarterlyOtherCurrentAssets,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyGoodwill,quarterlyChangeInAccountPayable,quarterlyLongTermDebt,quarterlyInvestingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherIncomeExpense,quarterlyEndCashPosition,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyInventory,quarterlyGrossProfit,quarterlyInvestmentsAndAdvances,quarterlyResearchAndDevelopment
2011-09-30,,917024000.0,917024000.0,250511000.0,-729000.0,1397419000.0,992641000.0,-944628000.0,307401000.0,78824000.0,-21552000.0,188436000.0,31747000.0,-64279000.0,-134039000.0,559000.0,23132000.0,-1689145000.0,1214787000.0,0.0,391672000.0,0.0,,2681786000.0,-481598000.0,-31255000.0,53977000.0,591939000.0,,,0.0,17134000.0,5878000.0,,0.0,412995000,0.93,1286654000.0,19080000.0,-58440000.0,3292748000.0,484350000.0,73847000.0,185770000.0,3347176000.0,6408935000.0,2203388000,0.0,337701000,4633830000.0,9513036000.0,172280000.0,327393000.0,6220288000.0,607784000.0,172280000.0,228577000,0.91,0.0,340030000.0,1339826000.0,1381337000.0,4879206000.0,0.0,3879334000.0,861000.0,2186472000.0,-709658000.0,452678000.0,252000.0,917024000.0,484350000.0,30247000.0,848934000.0,822051000.0,,
2011-12-31,37590000.0,1206755000.0,1206755000.0,250592000.0,-1467000.0,917024000.0,1000870000.0,-12965000.0,249849000.0,53480000.0,114382000.0,,30950000.0,-81110000.0,-169251000.0,1022000.0,4441000.0,-1673707000.0,1207084000.0,0.0,350148000.0,0.0,37870000.0,2674577000.0,289216000.0,-112851000.0,-15276000.0,543924000.0,,,0.0,-47510000.0,5712000.0,,0.0,361890000,,1202981000.0,23905000.0,-58108000.0,3397130000.0,439411000.0,81091000.0,,3367914000.0,6629116000.0,1827853000,0.0,276184000,4570895000.0,9501450000.0,278289000.0,269038000.0,6104320000.0,650604000.0,278289000.0,196369000,,0.0,273646000.0,1190265000.0,1112258000.0,4930555000.0,0.0,3787117000.0,-37807000.0,2186230000.0,118886000.0,411163000.0,-2903000.0,1206755000.0,439411000.0,25673000.0,803346000.0,715595000.0,,
2012-03-31,,899976000.0,899976000.0,251307000.0,-58000.0,1206755000.0,1068946000.0,-296514000.0,266795000.0,69968000.0,-48008000.0,186706000.0,31645000.0,-71429000.0,-87246000.0,3510000.0,123811000.0,-1715350000.0,1307281000.0,0.0,136524000.0,0.0,,2784296000.0,-306779000.0,-45157000.0,-129840000.0,603544000.0,,,0.0,,8574000.0,,,382625000,1.07,1205634000.0,196063000.0,-57943000.0,3238769000.0,480880000.0,84185000.0,183737000.0,3403268000.0,6767236000.0,2063364000,,299444000,4608902000.0,9698579000.0,196063000.0,65095000.0,6459810000.0,636976000.0,196063000.0,196827000,1.05,0.0,323385000.0,1273690000.0,1283040000.0,5089677000.0,0.0,3959772000.0,23741000.0,2191757000.0,-365966000.0,477628000.0,-2622000.0,899976000.0,480880000.0,-33481000.0,880443000.0,780324000.0,,
2012-06-30,,785965000.0,785965000.0,253108000.0,-72000.0,899976000.0,1086151000.0,-57756000.0,293688000.0,80786000.0,-54221000.0,185780000.0,29717000.0,-74358000.0,-208169000.0,3402000.0,3028000.0,-1758455000.0,1370810000.0,0.0,254208000.0,0.0,,2844606000.0,-114011000.0,-153767000.0,-58825000.0,620598000.0,,,0.0,-99855000.0,7532000.0,,,323405000,1.17,1261709000.0,212403000.0,-57771000.0,3205314000.0,494050000.0,92487000.0,183494000.0,3432432000.0,6923566000.0,2156508000,,323547000,4694141000.0,9804405000.0,214101000.0,179850000.0,6599091000.0,636046000.0,214101000.0,212902000,1.15,0.0,331405000.0,1320245000.0,1338911000.0,5110264000.0,-20548000.0,4021133000.0,29520000.0,2191750000.0,-148506000.0,508082000.0,142000.0,785965000.0,494050000.0,-32604000.0,921040000.0,817597000.0,,
2012-09-30,,794099000.0,794099000.0,253547000.0,-469000.0,785965000.0,1113918000.0,0.0,336007000.0,93794000.0,-70212000.0,183932000.0,31103000.0,-69329000.0,-239831000.0,3134000.0,3485000.0,-1799337000.0,1344594000.0,0.0,297726000.0,0.0,,2913255000.0,8134000.0,-194563000.0,-22502000.0,607164000.0,,,0.0,-6574000.0,7483000.0,,,460252000,1.33,1275979000.0,233590000.0,-63419000.0,3277107000.0,476573000.0,93142000.0,181763000.0,3421500000.0,7101193000.0,2208699000,,370357000,4697479000.0,9910145000.0,241046000.0,228397000.0,6633038000.0,625845000.0,241046000.0,242213000,1.31,0.0,335385000.0,1412311000.0,1361769000.0,5212666000.0,5637000.0,4047293000.0,-27330000.0,2192162000.0,-58628000.0,506577000.0,-3962000.0,794099000.0,476573000.0,10525000.0,923389000.0,846930000.0,,
2012-12-31,39941000.0,800076000.0,800076000.0,254119000.0,-2983000.0,794099000.0,1167052000.0,-681163000.0,272271000.0,64047000.0,167892000.0,179365000.0,31769000.0,-81896000.0,192304000.0,610766000.0,508977000.0,-1740196000.0,1645420000.0,0.0,584715000.0,0.0,30920000.0,2907248000.0,5977000.0,-355468000.0,293547000.0,651358000.0,,15474000.0,41069000.0,-54906000.0,7295000.0,,,304076000,0.9,1986628000.0,-666339000.0,-61826000.0,3027844000.0,469668000.0,87771000.0,177257000.0,3538085000.0,7199227000.0,2013831000,,304076000,5524713000.0,10443943000.0,159860000.0,502819000.0,7416099000.0,188385000.0,159860000.0,208224000,0.89,0.0,1375862000.0,1225898000.0,1240087000.0,4919230000.0,-12375000.0,4094650000.0,47529000.0,2189350000.0,-779922000.0,1139777000.0,-809000.0,800076000.0,469668000.0,17574000.0,872841000.0,773744000.0,,
2013-03-31,,571359000.0,571359000.0,254676000.0,-56000.0,800076000.0,1141477000.0,0.0,266676000.0,69687000.0,-81343000.0,175567000.0,30872000.0,-47153000.0,-252672000.0,702598000.0,517365000.0,-1768674000.0,1574664000.0,0.0,76865000.0,,27199000.0,2910151000.0,-228717000.0,-291935000.0,-262552000.0,648409000.0,26508000.0,,0.0,-86185000.0,8348000.0,,,292201000,1.21,1951458000.0,15133000.0,-60297000.0,2919863000.0,484421000.0,101839000.0,173448000.0,3521675000.0,7348933000.0,2039573000,,292201000,5473133000.0,10234914000.0,210003000.0,29712000.0,7315051000.0,639463000.0,210003000.0,196989000,1.2,0.0,339604000.0,1309446000.0,1262951000.0,4761781000.0,-1847000.0,4081545000.0,1534000.0,2189521000.0,-46609000.0,487878000.0,4719000.0,571359000.0,484421000.0,-35741000.0,905952000.0,776622000.0,,
2013-06-30,,605950000.0,605950000.0,254881000.0,31000.0,571359000.0,1137645000.0,-69017000.0,317501000.0,23149000.0,-87679000.0,173097000.0,31041000.0,-53284000.0,-158684000.0,665781000.0,492375000.0,-1801957000.0,1564006000.0,0.0,305675000.0,,21839000.0,2939602000.0,34591000.0,-59177000.0,-22515000.0,664058000.0,-70129000.0,,0.0,-83245000.0,7955000.0,,,350324000,1.93,1975099000.0,-12444000.0,-59941000.0,3048885000.0,505628000.0,105232000.0,171111000.0,3393285000.0,7619041000.0,2228763000,,350324000,5368384000.0,10349256000.0,330049000.0,252391000.0,7300371000.0,590352000.0,330049000.0,294352000,1.91,0.0,352652000.0,1398829000.0,1372811000.0,4980872000.0,1585000.0,4106345000.0,21847000.0,2189811000.0,-110091000.0,480937000.0,-2543000.0,605950000.0,505628000.0,-10689000.0,917217000.0,855952000.0,,
2013-09-30,,739824000.0,739824000.0,255217000.0,25000.0,605950000.0,1148784000.0,-49973000.0,363159000.0,99507000.0,-24564000.0,172734000.0,31004000.0,-57038000.0,-112479000.0,672135000.0,541715000.0,-1857891000.0,1552751000.0,61308000.0,349016000.0,,8802000.0,3006675000.0,133874000.0,-56750000.0,4899000.0,677994000.0,-35618000.0,,0.0,62882000.0,7081000.0,,,500657000,1.58,2018537000.0,2504000.0,-63873000.0,3263170000.0,482284000.0,106494000.0,170544000.0,3362168000.0,7824282000.0,2252349000,,394366000,5380705000.0,10665130000.0,269114000.0,291978000.0,7401960000.0,519235000.0,269114000.0,263652000,1.56,0.0,356922000.0,1437513000.0,1375699000.0,5284425000.0,-2945000.0,4158710000.0,8794000.0,2190156000.0,-110358000.0,519347000.0,-970000.0,739824000.0,482284000.0,-24701000.0,949618000.0,876650000.0,,
2013-12-31,30817000.0,803882000.0,803882000.0,255320000.0,-3246000.0,739824000.0,1182982000.0,-203848000.0,290076000.0,79264000.0,101114000.0,172265000.0,31730000.0,-79358000.0,-154707000.0,229278000.0,483189000.0,-1884077000.0,1612487000.0,-61308000.0,422961000.0,,22791000.0,3067059000.0,64058000.0,-50009000.0,60820000.0,692565000.0,36175000.0,10626000.0,44228000.0,67723000.0,7096000.0,,,317041000,1.14,1615580000.0,7834000.0,-63709000.0,3240162000.0,513516000.0,108051000.0,170027000.0,3768753000.0,7954536000.0,2209128000,,317041000,5384333000.0,10761729000.0,193963000.0,343603000.0,7521567000.0,126031000.0,193963000.0,210812000,1.13,0.0,1386302000.0,1359101000.0,1378571000.0,5377396000.0,-5620000.0,4242909000.0,-22187000.0,2599201000.0,-201810000.0,1063369000.0,3016000.0,803882000.0,513516000.0,52875000.0,926998000.0,830557000.0,,
2014-03-31,,486039000.0,486039000.0,255471000.0,-47000.0,803882000.0,817818000.0,-109870000.0,250906000.0,74582000.0,-96637000.0,172013000.0,33701000.0,-33402000.0,-151774000.0,77095000.0,502962000.0,-1501374000.0,1312466000.0,359197000.0,-16164000.0,,35146000.0,2319192000.0,-317843000.0,-292565000.0,-225353000.0,607616000.0,11889000.0,,0.0,25750000.0,8501000.0,,,363606000,0.94,1231409000.0,-11135000.0,-63985000.0,2701709000.0,452282000.0,78999000.0,169750000.0,3684903000.0,6653429000.0,1884647000,,283927000,4916312000.0,8664390000.0,160138000.0,-49566000.0,5962681000.0,456715000.0,160138000.0,176324000,0.93,0.0,315057000.0,1238368000.0,1148438000.0,3748078000.0,-4236000.0,3329435000.0,38770000.0,2602334000.0,-146216000.0,511826000.0,-356000.0,486039000.0,452282000.0,-49293000.0,840490000.0,736209000.0,,
2014-06-30,,547388000.0,547388000.0,255756000.0,2000.0,486039000.0,821589000.0,-33217000.0,314377000.0,96934000.0,-65887000.0,168857000.0,32940000.0,-43924000.0,-114201000.0,50749000.0,439711000.0,-1531766000.0,1279558000.0,0.0,276785000.0,,2624000.0,2353355000.0,61349000.0,-25006000.0,-35386000.0,625513000.0,-64329000.0,,0.0,40330000.0,7912000.0,,,425910000,1.29,1231700000.0,-5984000.0,-62445000.0,2903529000.0,456115000.0,78593000.0,166474000.0,3666748000.0,6804943000.0,2047738000,,340302000,4898448000.0,8795074000.0,213959000.0,232861000.0,5891545000.0,460882000.0,213959000.0,217443000,1.27,0.0,326465000.0,1303431000.0,1251321000.0,3896626000.0,-17530000.0,3350687000.0,19955000.0,2596344000.0,-103169000.0,503792000.0,6042000.0,547388000.0,456115000.0,-47970000.0,890606000.0,796417000.0,,
2014-09-30,,706234000.0,706234000.0,255831000.0,-1568000.0,547388000.0,818730000.0,-222463000.0,328697000.0,95872000.0,-42960000.0,168343000.0,32509000.0,-35313000.0,-38534000.0,153066000.0,250576000.0,-1539292000.0,1327232000.0,-19160000.0,290243000.0,,7305000.0,2358022000.0,158846000.0,-75017000.0,-1692000.0,649805000.0,-14983000.0,,0.0,-35012000.0,8297000.0,,,438756000,1.4,1393964000.0,-7335000.0,-66203000.0,3116331000.0,442709000.0,77550000.0,166021000.0,3643283000.0,6971224000.0,2092467000,,359133000,5037247000.0,8959186000.0,231844000.0,254930000.0,5842855000.0,458301000.0,231844000.0,232825000,1.38,0.0,329181000.0,1338586000.0,1290625000.0,3921939000.0,0.0,3446317000.0,28559000.0,2570257000.0,-76001000.0,533994000.0,803000.0,706234000.0,442709000.0,-9205000.0,908048000.0,801842000.0,,
2014-12-31,20678000.0,681581000.0,681581000.0,255893000.0,-4953000.0,706234000.0,837069000.0,-436704000.0,230987000.0,59152000.0,118277000.0,166467000.0,32539000.0,-53394000.0,49020000.0,777956000.0,495417000.0,-1454119000.0,1369520000.0,-1233000.0,425060000.0,,11071000.0,2291188000.0,-24653000.0,-208489000.0,136193000.0,615332000.0,33557000.0,8599000.0,46704000.0,-158931000.0,6918000.0,,,263491000,1.03,2039354000.0,2641000.0,-65854000.0,2896822000.0,460377000.0,72046000.0,164589000.0,3350306000.0,7074782000.0,1977947000,,263491000,5389660000.0,9090385000.0,169294000.0,371666000.0,6193563000.0,116111000.0,169294000.0,171835000,1.02,0.0,1261398000.0,1186746000.0,1254079000.0,3700725000.0,1775000.0,3491557000.0,-27108000.0,2253041000.0,-476924000.0,1046547000.0,-1172000.0,681581000.0,460377000.0,42751000.0,863737000.0,723868000.0,,
2015-03-31,,538486000.0,538486000.0,256009000.0,-31000.0,681581000.0,821736000.0,-6500000.0,164675000.0,47485000.0,27737000.0,163323000.0,33005000.0,-27956000.0,-416603000.0,625502000.0,380242000.0,-1457890000.0,1309135000.0,-2361000.0,134049000.0,,32498000.0,2279626000.0,-143095000.0,-200055000.0,-124988000.0,584100000.0,55843000.0,,0.0,-237941000.0,13387000.0,,,277862000,1.3,1782054000.0,-10282000.0,-64442000.0,2671551000.0,434634000.0,80182000.0,161650000.0,3285541000.0,7219850000.0,1715501000,,192525000,5067595000.0,8646705000.0,209510000.0,106093000.0,5975154000.0,452518000.0,209510000.0,117190000,1.28,0.0,350780000.0,1133213000.0,1088342000.0,3579110000.0,0.0,3464041000.0,-18876000.0,2217874000.0,157385000.0,578438000.0,4187000.0,538486000.0,434634000.0,-18861000.0,861952000.0,627159000.0,,
2015-06-30,,595168000.0,595168000.0,256064000.0,-11000.0,538486000.0,827908000.0,0.0,221141000.0,65507000.0,-10278000.0,160398000.0,33053000.0,-43807000.0,-608329000.0,381951000.0,169952000.0,-1490634000.0,1276018000.0,-2117000.0,206141000.0,,80753000.0,2318542000.0,56682000.0,-300079000.0,41892000.0,606346000.0,-73648000.0,,0.0,-197634000.0,5464000.0,,,332221000,2.1,1613705000.0,11542000.0,-63217000.0,2737125000.0,402695000.0,78027000.0,158640000.0,3260630000.0,7489029000.0,1758628000,,251873000,4874335000.0,8466817000.0,332396000.0,162334000.0,5729692000.0,458309000.0,332396000.0,155634000,2.07,0.0,349485000.0,1149414000.0,1104060000.0,3592482000.0,0.0,3455814000.0,25464000.0,2225063000.0,455091000.0,577258000.0,1256000.0,595168000.0,402695000.0,19722000.0,844355000.0,654568000.0,,
2015-09-30,,662673000.0,662673000.0,256074000.0,-34000.0,595168000.0,824032000.0,0.0,245304000.0,58821000.0,-57987000.0,156560000.0,33098000.0,-39516000.0,-86034000.0,461305000.0,167867000.0,-1508390000.0,1230312000.0,-330000.0,200577000.0,,17351000.0,2332422000.0,67505000.0,-100030000.0,27734000.0,622807000.0,1182000.0,,0.0,-251145000.0,6674000.0,,,355576000,1.2,1668699000.0,-17034000.0,-65085000.0,2814829000.0,395688000.0,77174000.0,155300000.0,3243817000.0,7610042000.0,1787582000,,276920000,4912516000.0,8478820000.0,186098000.0,161061000.0,5663991000.0,449671000.0,186098000.0,186483000,1.19,0.0,351667000.0,1193844000.0,1114974000.0,3566304000.0,0.0,3441780000.0,27391000.0,2224943000.0,-33454000.0,569203000.0,367000.0,662673000.0,395688000.0,21197000.0,810715000.0,672608000.0,,
2015-12-31,28072000.0,362185000.0,362185000.0,256113000.0,-299972000.0,662673000.0,854269000.0,-561343000.0,169490000.0,32916000.0,78444000.0,156254000.0,32520000.0,-42972000.0,19080000.0,151122000.0,194103000.0,-1520138000.0,1413223000.0,-221000.0,294346000.0,,6528000.0,2374407000.0,-300488000.0,0.0,40671000.0,650880000.0,10707000.0,12437000.0,41502000.0,-254573000.0,5172000.0,,,199444000,0.92,1367182000.0,13516000.0,-65225000.0,2420779000.0,414365000.0,91706000.0,154986000.0,3608006000.0,7686642000.0,1694600000,,199444000,4975188000.0,8619763000.0,141825000.0,251374000.0,6198984000.0,99762000.0,141825000.0,136574000,0.91,135209000.0,1216060000.0,1120490000.0,1080791000.0,3644575000.0,-14418000.0,3737389000.0,8946000.0,2617342000.0,-615584000.0,990664000.0,1295000.0,362185000.0,414365000.0,41071000.0,802895000.0,613809000.0,,
2016-03-31,,243720000.0,243720000.0,256251000.0,,362185000.0,858984000.0,-436058000.0,127624000.0,28268000.0,20103000.0,156161000.0,33318000.0,-37230000.0,178507000.0,405858000.0,198138000.0,-1504823000.0,1543397000.0,-4833000.0,133413000.0,,9359000.0,2363807000.0,-118465000.0,,-87881000.0,706191000.0,45654000.0,,0.0,-241611000.0,11387000.0,,,249546000,0.64,1648809000.0,-12479000.0,-65940000.0,2345756000.0,443448000.0,88604000.0,155064000.0,3633953000.0,7720658000.0,1622273000,,145816000,5282762000.0,8980895000.0,99356000.0,96183000.0,6635139000.0,419815000.0,99356000.0,99356000,0.64,0.0,348617000.0,1167313000.0,1033009000.0,3698133000.0,-488000.0,4034620000.0,-14299000.0,2610642000.0,-425857000.0,603496000.0,13522000.0,243720000.0,443448000.0,-29478000.0,849830000.0,589264000.0,,
2016-06-30,,255140000.0,255140000.0,256324000.0,,243720000.0,853584000.0,-39178000.0,164499000.0,46209000.0,-19674000.0,156595000.0,33779000.0,-35422000.0,-127678000.0,344157000.0,211359000.0,-1538027000.0,1499894000.0,-2607000.0,207868000.0,,20759000.0,2391611000.0,11420000.0,,45410000.0,723693000.0,-33908000.0,,0.0,-281543000.0,2973000.0,,,286372000,0.76,1640367000.0,-11461000.0,-65313000.0,2379756000.0,437411000.0,88094000.0,155180000.0,3624990000.0,7773634000.0,1686345000,,193802000,5265357000.0,8979092000.0,118290000.0,172446000.0,6599336000.0,424148000.0,118290000.0,118290000,0.76,0.0,354592000.0,1180146000.0,1055132000.0,3713735000.0,0.0,4034499000.0,19676000.0,2607066000.0,-69415000.0,593776000.0,2854000.0,255140000.0,437411000.0,13049000.0,833907000.0,631213000.0,,
2016-09-30,,514755000.0,514755000.0,256451000.0,,255140000.0,839430000.0,-26592000.0,181176000.0,51092000.0,-32220000.0,156798000.0,33789000.0,-43116000.0,98491000.0,513980000.0,204194000.0,-1545732000.0,1475757000.0,-5584000.0,231665000.0,,25448000.0,2385162000.0,259615000.0,0.0,19184000.0,748799000.0,-3181000.0,,20278000.0,-267678000.0,3431000.0,,,301688000,0.84,1891071000.0,-2640000.0,-68506000.0,2738967000.0,421042000.0,86723000.0,155300000.0,3618312000.0,7835213000.0,1707763000,,210746000,5509383000.0,9298283000.0,130084000.0,188549000.0,6559316000.0,418143000.0,130084000.0,130084000,0.83,77370000.0,361288000.0,1199137000.0,1075975000.0,3788900000.0,-569000.0,4039935000.0,33205000.0,2613761000.0,-66110000.0,586408000.0,3424000.0,514755000.0,421042000.0,-4794000.0,828286000.0,631788000.0,,
2016-12-31,42000000.0,349146000.0,349146000.0,256538000.0,,514755000.0,945670000.0,-1059909000.0,216033000.0,54871000.0,-12858000.0,156816000.0,35515000.0,-49437000.0,484288000.0,414550000.0,215530000.0,-1523260000.0,1802923000.0,-2676000.0,289029000.0,,40353000.0,2468930000.0,-165609000.0,0.0,193904000.0,830318000.0,-87979000.0,12526000.0,48648000.0,-359326000.0,3224000.0,,,251548000,1.04,1940318000.0,-8138000.0,-68580000.0,2589191000.0,455622000.0,97318000.0,155376000.0,4375927000.0,7927795000.0,1777961000,,164082000,6316245000.0,10115991000.0,161162000.0,239592000.0,7526800000.0,109529000.0,161162000.0,161162000,1.03,0.0,1525768000.0,1265201000.0,1158257000.0,3799746000.0,0.0,4562677000.0,20113000.0,3206637000.0,-942461000.0,1169290000.0,84728000.0,349146000.0,455622000.0,47081000.0,870487000.0,619704000.0,,
2017-03-31,,415530000.0,415530000.0,256767000.0,,349146000.0,946376000.0,0.0,231972000.0,59725000.0,-23207000.0,157399000.0,36409000.0,-42259000.0,-93293000.0,748426000.0,239186000.0,-1539683000.0,1782107000.0,-8877000.0,78071000.0,,76572000.0,2486059000.0,66384000.0,,-147016000.0,880755000.0,41572000.0,,0.0,-313316000.0,12805000.0,,,363979000,1.11,2319203000.0,-7042000.0,-68516000.0,2761919000.0,485290000.0,95598000.0,155540000.0,3965690000.0,8031526000.0,1813372000,,175884000,6284893000.0,10238308000.0,172247000.0,35812000.0,7476389000.0,434365000.0,172247000.0,172247000,1.09,0.0,423785000.0,1299427000.0,1152198000.0,3953415000.0,2369000.0,4508720000.0,43833000.0,2887962000.0,81780000.0,643363000.0,89917000.0,415530000.0,485290000.0,-75485000.0,942176000.0,661174000.0,,
2017-06-30,,301588000.0,301588000.0,256846000.0,,415530000.0,978621000.0,-25568000.0,230791000.0,66733000.0,-83720000.0,157513000.0,36932000.0,-48335000.0,-216273000.0,606965000.0,232277000.0,-1569345000.0,1757675000.0,-6063000.0,155877000.0,,14005000.0,2547966000.0,-113942000.0,,-22172000.0,954115000.0,-69992000.0,,0.0,-287382000.0,4664000.0,,,365141000,1.05,2215346000.0,-17189000.0,-68666000.0,2759584000.0,484046000.0,97418000.0,155703000.0,4004643000.0,8126918000.0,1993351000,,265400000,6219989000.0,10292423000.0,164058000.0,107542000.0,7532839000.0,449092000.0,164058000.0,164058000,1.04,0.0,428533000.0,1395745000.0,1243905000.0,4072434000.0,18782000.0,4564266000.0,53844000.0,2925472000.0,-51137000.0,630079000.0,-15000.0,301588000.0,484046000.0,-17647000.0,962070000.0,749446000.0,,
2017-09-30,,322039000.0,322039000.0,256896000.0,,301588000.0,1012765000.0,0.0,237428000.0,58516000.0,-20077000.0,157555000.0,35453000.0,-59555000.0,-197634000.0,484088000.0,236975000.0,-1623553000.0,1741130000.0,-1784000.0,268017000.0,,18779000.0,2636318000.0,20451000.0,,12595000.0,976257000.0,-22686000.0,,0.0,-192228000.0,4341000.0,,,373745000,1.15,2167256000.0,-5705000.0,-73367000.0,2868771000.0,470516000.0,100864000.0,155757000.0,4050444000.0,8232463000.0,2006275000,,273817000,6217700000.0,10493390000.0,178912000.0,208462000.0,7624619000.0,454901000.0,178912000.0,178912000,1.14,0.0,437352000.0,1446556000.0,1261942000.0,4275690000.0,0.0,4633749000.0,6249000.0,2985048000.0,-55428000.0,610495000.0,-2697000.0,322039000.0,470516000.0,279000.0,982196000.0,744333000.0,,
2017-12-31,52755000.0,753964000.0,753964000.0,256992000.0,,322039000.0,999772000.0,-10463000.0,273652000.0,-22796000.0,22298000.0,158013000.0,36414000.0,-46586000.0,-87539000.0,581102000.0,248922000.0,-1604099000.0,1609927000.0,-5839000.0,319594000.0,,21242000.0,2603871000.0,431925000.0,,167755000.0,979446000.0,-119753000.0,9916000.0,54337000.0,-194759000.0,4718000.0,,,310066000,1.9,2298193000.0,-22172000.0,-73410000.0,3207120000.0,536080000.0,100360000.0,155734000.0,3976280000.0,8455501000.0,2017438000,,199344000,6274473000.0,10657653000.0,296448000.0,273008000.0,7450533000.0,113396000.0,296448000.0,296448000,1.88,0.0,1717091000.0,1385567000.0,1282014000.0,4383180000.0,0.0,4591912000.0,20125000.0,2986702000.0,201158000.0,989578000.0,108899000.0,753964000.0,536080000.0,80296000.0,878635000.0,735424000.0,,
2018-03-31,,367222000.0,367222000.0,257282000.0,-350000000.0,753964000.0,1030645000.0,-68385000.0,160757000.0,29322000.0,-2609000.0,157090000.0,35807000.0,-58361000.0,-289103000.0,426251000.0,267729000.0,-1653895000.0,1609728000.0,-16501000.0,35195000.0,,24955000.0,2684540000.0,-386742000.0,-44977000.0,-189250000.0,997704000.0,-52000.0,,,-151516000.0,7314000.0,,,196564000,0.85,2080588000.0,-12275000.0,-72691000.0,2951999000.0,514149000.0,98023000.0,154520000.0,4016830000.0,8527276000.0,1921579000,,194792000,6097418000.0,10543040000.0,131435000.0,-23166000.0,7591041000.0,447857000.0,131435000.0,131435000,0.84,,430242000.0,1414941000.0,1212638000.0,4445622000.0,-13710000.0,4682939000.0,3254000.0,3032003000.0,-136022000.0,438016000.0,-286000.0,367222000.0,514149000.0,-73106000.0,972893000.0,708941000.0,,
2018-06-30,,242814000.0,242814000.0,257394000.0,0.0,367222000.0,805009000.0,-172000.0,211437000.0,44981000.0,-105394000.0,153938000.0,32125000.0,-38003000.0,-227734000.0,284630000.0,276463000.0,-1297261000.0,1228605000.0,683379000.0,158881000.0,,11717000.0,2102270000.0,-124408000.0,-700000000.0,-55733000.0,938425000.0,2127000.0,,,-179779000.0,3089000.0,,,283467000,0.92,1813927000.0,5727000.0,-69631000.0,2447728000.0,428775000.0,39905000.0,151744000.0,3818652000.0,7657860000.0,1798094000,,236461000,5632579000.0,8473170000.0,139959000.0,120878000.0,6025442000.0,408611000.0,139959000.0,166456000,0.91,,395759000.0,1281260000.0,1132858000.0,2840591000.0,-52000.0,3715365000.0,61338000.0,2974940000.0,-61886000.0,336147000.0,4538000.0,242814000.0,428775000.0,-12234000.0,764053000.0,665236000.0,,
2018-09-30,,209277000.0,209277000.0,257775000.0,0.0,242814000.0,806737000.0,0.0,193016000.0,35711000.0,-11684000.0,149457000.0,31192000.0,-38192000.0,-232476000.0,298659000.0,280536000.0,-1320938000.0,1195850000.0,-27911000.0,240398000.0,,16300000.0,2127675000.0,-33537000.0,-147794000.0,8633000.0,948640000.0,-2465000.0,,,-193325000.0,5443000.0,,,292298000,1.07,1890305000.0,-7398000.0,-70804000.0,2459049000.0,426445000.0,68090000.0,147344000.0,3823531000.0,7744361000.0,1747403000,,220075000,5713836000.0,8461770000.0,157305000.0,202206000.0,6002721000.0,411766000.0,157305000.0,157305000,1.05,,411578000.0,1283775000.0,1100883000.0,2747934000.0,0.0,3719598000.0,23306000.0,2981923000.0,-35922000.0,330888000.0,2073000.0,209277000.0,426445000.0,-45011000.0,803981000.0,646520000.0,,
