date,quarterlyCurrentDeferredRevenue,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCapitalStock,quarterlyRepaymentOfDebt,quarterlyBeginningCashPosition,quarterlyNetPPE,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyTaxProvision,quarterlyChangesInAccountReceivables,quarterlyDilutedAverageShares,quarterlyInterestExpense,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyOtherIntangibleAssets,quarterlyNetOtherFinancingCharges,quarterlyOperatingCashFlow,quarterlySaleOfInvestment,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyChangeInCashSupplementalAsReported,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredRevenue,quarterlyOtherCurrentLiabilities,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyStockBasedCompensation,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyEbitda,quarterlyBasicEPS,quarterlyCurrentLiabilities,quarterlyOtherNonCashItems,quarterlyCashDividendsPaid,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyDepreciationAndAmortization,quarterlyBasicAverageShares,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,quarterlyOperatingIncome,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyFreeCashFlow,quarterlyTotalNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyDilutedEPS,quarterlyOtherCurrentAssets,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyGoodwill,quarterlyChangeInAccountPayable,quarterlyLongTermDebt,quarterlyInvestingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherIncomeExpense,quarterlyEndCashPosition,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyInventory,quarterlyGrossProfit,quarterlyInvestmentsAndAdvances,quarterlyResearchAndDevelopment
1986-09-30,,,,,,,,,,,,277752000.0,,,,,,,,,,,,,,,,,,,,,,,,346400000,0.08,,,,,,,277752000.0,,,346400000,,346400000,,,,,,,,19800000,0.08,,,,,,,,,,,,,,,,,,,
1986-12-31,,170100000.0,170100000.0,,,,203500000.0,,,,,,,,,130100000.0,10200000.0,-202600000.0,184600000.0,,,,,406100000.0,,,,,,,207400000.0,,,,,-924800000,,337500000.0,,,631500000.0,,,,64600000.0,677200000.0,373700000,,-924800000,402100000.0,1029800000.0,,,398300000.0,13900000.0,,23100000,,6200000.0,,,,627700000.0,,,,33200000.0,,17500000.0,,,,,195800000.0,,,
1987-03-31,,,,,,,,,,,,271248000.0,,,,,,,,,,,,,,,,,,,,,,,,366300000,0.09,,,,,,,271248000.0,,,366300000,,366300000,,,,,,,,23300000,0.09,,,,,,,,,,,,,,,,,,,
1987-06-30,,,,,,,,,,,,271248000.0,,,,,,,,,,,,,,,,,,,,,,,,391600000,0.11,,,,,,,271248000.0,,,391600000,,391600000,,,,,,,,29500000,0.11,,,,,,,,,,,,,,,,,,,
1987-09-30,,,,,,,,,,,,271040000.0,,,,,,,,,,,,,,,,,,,,,,,,393500000,0.11,,,,,,,271040000.0,,,393500000,,393500000,,,,,,,,27500000,0.11,,,,,,,,,,,,,,,,,,,
1987-12-31,,191200000.0,191200000.0,,,,212900000.0,,,,,,,,,153300000.0,11200000.0,-231100000.0,204400000.0,,,,,444000000.0,,,,,,,259300000.0,,,,,-967400000,,412600000.0,,,721700000.0,,,,65700000.0,754500000.0,434100000,,-967400000,478300000.0,1150200000.0,,,428500000.0,17600000.0,,31400000,,13700000.0,,,,671900000.0,,,,26600000.0,,21500000.0,,,,,232900000.0,,,
1988-03-31,,,,,,,,,,,,132328000.0,,,,,,,,,,,,,,,,,,,,,,,,467100000,0.15,,,,,,,132328000.0,,,467100000,,467100000,,,,,,,,37400000,0.15,,,,,,,,,,,,,,,,,,,
1988-06-30,,,,,,,,,,,,132508000.0,,,,,,,,,,,,,,,,,,,,,,,,491600000,0.15,,,,,,,132508000.0,,,491600000,,491600000,,,,,,,,37900000,0.15,,,,,,,,,,,,,,,,,,,
1988-09-30,,,,,,,,,,,,263424000.0,,,,,,,,,,,,,,,,,,,,,,,,493800000,0.13,,,,,,,263424000.0,,,493800000,,493800000,,,,,,,,33100000,0.13,,,,,,,,,,,,,,,,,,,
1988-12-31,,84500000.0,84500000.0,,,,268100000.0,,,,,,,,,222400000.0,54000000.0,-285600000.0,304700000.0,,,,,553700000.0,,,,,,,318300000.0,,,,,-1225600000,,540700000.0,,,738800000.0,,,,83800000.0,683700000.0,501300000,,-1225600000,624500000.0,1365600000.0,,,626800000.0,26100000.0,,37300000,,18100000.0,,,,741100000.0,,,,27800000.0,,29900000.0,,,,,272400000.0,,,
1989-03-31,,,,,,,,,,,,257628000.0,,,,,,,,,,,,,,,,,,,,,,,,514800000,0.13,,,,,,,257628000.0,,,514800000,,514800000,,,,,,,,32100000,0.13,,,,,,,,,,,,,,,,,,,
1989-06-30,,,,,,,,,,,,251632000.0,,,,,,,,,,,,,,,,,,,,,,,,549500000,0.17,,,,,,,251632000.0,,,549500000,,549500000,,,,,,,,42100000,0.17,,,,,,,,,,,,,,,,,,,
1989-09-30,,84200000.0,84200000.0,,,,267800000.0,,54700000.0,21500000.0,,237142857.0,7400000.0,,,236200000.0,31500000.0,-316100000.0,286500000.0,,,,,583900000.0,,,,64200000.0,,,223300000.0,,,,,76700000,0.14,523700000.0,,,754500000.0,98400000.0,,237142857.0,82800000.0,758100000.0,515300000,,56700000,606500000.0,1340300000.0,33200000.0,,585800000.0,22600000.0,33200000.0,33200000,0.14,43400000.0,,,340200000.0,733800000.0,,,,28400000.0,,31800000.0,5400000.0,,118400000.0,,252400000.0,175100000.0,,
1989-12-31,,135400000.0,135400000.0,,,0.0,272200000.0,,56000000.0,19400000.0,,,8000000.0,-22700000.0,23500000.0,255200000.0,31500000.0,-326400000.0,279600000.0,5500000.0,82000000.0,,,598600000.0,47200000.0,,6700000.0,97800000.0,-100000.0,,224300000.0,,,600000.0,,74900000,,577300000.0,20300000.0,100000.0,823100000.0,107400000.0,18900000.0,,82300000.0,783500000.0,540900000,,56000000,659600000.0,1406400000.0,36600000.0,59300000.0,583300000.0,18700000.0,36600000.0,36600000,,62000000.0,,,358600000.0,746800000.0,-33300000.0,,,26700000.0,-58400000.0,36900000.0,8000000.0,0.0,126300000.0,16800000.0,236500000.0,182300000.0,,
1990-03-31,,133200000.0,133200000.0,,,135400000.0,269100000.0,,56200000.0,19800000.0,,242666667.0,7500000.0,-9100000.0,4800000.0,280100000.0,31700000.0,-337900000.0,274700000.0,0.0,26300000.0,,,607000000.0,-2200000.0,,-27000000.0,71200000.0,-800000.0,,210000000.0,,,500000.0,,74200000,0.15,561300000.0,4100000.0,-22400000.0,809500000.0,105000000.0,17800000.0,242666667.0,75100000.0,808700000.0,528600000,,56400000,636400000.0,1385000000.0,36400000.0,17200000.0,575500000.0,14200000.0,36400000.0,36400000,0.15,63000000.0,,,349400000.0,748600000.0,-24200000.0,,,24700000.0,-33300000.0,36200000.0,7300000.0,0.0,122800000.0,1400000.0,237800000.0,179200000.0,,
1990-06-30,,118200000.0,118200000.0,,,0.0,266800000.0,,66600000.0,24300000.0,,248823529.0,8400000.0,-9800000.0,-33800000.0,260900000.0,34600000.0,-350200000.0,272800000.0,100000.0,37600000.0,,,617000000.0,-15000000.0,,-13500000.0,75700000.0,-1100000.0,,209900000.0,,,400000.0,,87000000,0.17,546500000.0,-8800000.0,-11100000.0,820700000.0,108100000.0,18400000.0,248823529.0,74200000.0,839900000.0,561700000,,68600000,620700000.0,1394900000.0,42300000.0,27800000.0,574200000.0,14400000.0,42300000.0,42300000,0.17,65400000.0,,,366600000.0,774200000.0,-8900000.0,,,24500000.0,-18700000.0,35300000.0,6400000.0,0.0,126500000.0,-5800000.0,240400000.0,195100000.0,,
1990-09-30,,148400000.0,148400000.0,,,0.0,265000000.0,,63100000.0,22500000.0,,238823529.0,7900000.0,-11100000.0,-2700000.0,272000000.0,41800000.0,-361300000.0,260000000.0,-100000.0,61700000.0,,,626300000.0,30200000.0,,500000.0,69900000.0,-1000000.0,,217700000.0,,,-700000.0,,82500000,0.17,559600000.0,2900000.0,-12100000.0,852100000.0,106900000.0,18300000.0,238823529.0,74500000.0,868300000.0,552800000,,64200000,634100000.0,1418900000.0,40600000.0,50600000.0,566800000.0,14300000.0,40600000.0,40600000,0.17,68200000.0,,,363500000.0,784800000.0,-17700000.0,,,23800000.0,-28800000.0,36400000.0,6800000.0,0.0,125100000.0,11800000.0,228300000.0,189300000.0,,
1990-12-31,,108900000.0,108900000.0,,,0.0,268400000.0,,58300000.0,21800000.0,,,7700000.0,-22700000.0,19600000.0,297400000.0,39700000.0,-367600000.0,345600000.0,7100000.0,94300000.0,,,636000000.0,-39500000.0,,13000000.0,93500000.0,4300000.0,,217000000.0,,,1900000.0,,87000000,,607900000.0,10300000.0,0.0,814700000.0,120400000.0,23000000.0,,72800000.0,892800000.0,567200000,,64000000,680700000.0,1468400000.0,36500000.0,71600000.0,653700000.0,14100000.0,36500000.0,36500000,,70200000.0,,,359800000.0,787700000.0,-128300000.0,,,21000000.0,-153500000.0,37700000.0,1900000.0,0.0,143400000.0,-9500000.0,246300000.0,207400000.0,,
1991-03-31,,85300000.0,85300000.0,,,108900000.0,274300000.0,,48000000.0,18600000.0,,226153846.0,6900000.0,-10800000.0,-30100000.0,277800000.0,38900000.0,-377000000.0,317900000.0,0.0,19100000.0,,,651300000.0,-23600000.0,,-47600000.0,70000000.0,-600000.0,,214300000.0,,,300000.0,,73400000,0.13,562100000.0,18100000.0,-24000000.0,799600000.0,113900000.0,20800000.0,226153846.0,71900000.0,910200000.0,553400000,,52600000,634000000.0,1430700000.0,29400000.0,8300000.0,631100000.0,12700000.0,29400000.0,29400000,0.13,63000000.0,,,366100000.0,796700000.0,-1700000.0,,,22100000.0,-12500000.0,37100000.0,2200000.0,0.0,134700000.0,-6700000.0,252500000.0,187300000.0,,
1991-06-30,,34100000.0,34100000.0,,,0.0,268100000.0,,54700000.0,19600000.0,,234000000.0,6700000.0,-10400000.0,-80900000.0,208800000.0,47200000.0,-386600000.0,312400000.0,0.0,40100000.0,,,654700000.0,-51200000.0,,23200000.0,67200000.0,-600000.0,,198400000.0,,,200000.0,,73100000,0.15,474400000.0,-36500000.0,-12000000.0,733700000.0,112100000.0,18700000.0,234000000.0,71000000.0,933300000.0,557000000,,54300000,545400000.0,1361400000.0,35100000.0,29700000.0,627700000.0,12500000.0,35100000.0,35100000,0.15,70100000.0,,,371800000.0,816000000.0,-100000.0,,,22100000.0,-10500000.0,36400000.0,7100000.0,0.0,130900000.0,18200000.0,240400000.0,185200000.0,,
1991-09-30,,68300000.0,68300000.0,,,0.0,254600000.0,,52000000.0,19100000.0,,235000000.0,4800000.0,-9600000.0,-118200000.0,116800000.0,55800000.0,-391300000.0,303300000.0,0.0,127000000.0,,,645900000.0,34200000.0,,103200000.0,80400000.0,900000.0,,264100000.0,,,200000.0,,64700000,0.14,461300000.0,-28900000.0,-12100000.0,741600000.0,109000000.0,18800000.0,235000000.0,68400000.0,953600000.0,534100000,,45900000,529700000.0,1355300000.0,32900000.0,117400000.0,613700000.0,12100000.0,32900000.0,32900000,0.14,73500000.0,,,360400000.0,825600000.0,34900000.0,,,18900000.0,25300000.0,37400000.0,10800000.0,0.0,127800000.0,8500000.0,231800000.0,173700000.0,,
1991-12-31,,81800000.0,81800000.0,,,0.0,251100000.0,,49500000.0,18600000.0,,,4900000.0,-19600000.0,5100000.0,134800000.0,49000000.0,-397900000.0,300100000.0,-10000000.0,27700000.0,,,649000000.0,13500000.0,,-41100000.0,93000000.0,-1500000.0,,247700000.0,,,800000.0,,37500000,,475500000.0,43900000.0,-12900000.0,756400000.0,117400000.0,27100000.0,,52700000.0,972000000.0,551200000,,10400000,528200000.0,1356600000.0,30900000.0,8100000.0,600200000.0,10900000.0,30900000.0,30900000,,79300000.0,,,396300000.0,828400000.0,400000.0,,,6300000.0,-19200000.0,35500000.0,43800000.0,0.0,144500000.0,600000.0,227300000.0,154900000.0,,
1992-03-31,,74600000.0,74600000.0,,,81800000.0,245400000.0,,46300000.0,16100000.0,,232307692.0,4500000.0,-10800000.0,77500000.0,217400000.0,121100000.0,-401000000.0,291000000.0,100000.0,8400000.0,,,646400000.0,-7200000.0,,-29000000.0,87400000.0,-200000.0,,231800000.0,,,400000.0,,65100000,0.13,536600000.0,-6100000.0,-12300000.0,756300000.0,108400000.0,18100000.0,232307692.0,46900000.0,989900000.0,545700000,,47000000,583500000.0,1413800000.0,30200000.0,-2400000.0,657500000.0,6100000.0,30200000.0,30200000,0.13,79600000.0,,,372200000.0,830300000.0,-82200000.0,,,5500000.0,-93000000.0,35300000.0,3900000.0,0.0,126500000.0,-4000000.0,231000000.0,173500000.0,,
1992-06-30,,98100000.0,98100000.0,,,0.0,251500000.0,,51200000.0,19900000.0,,223571429.0,4800000.0,-9200000.0,1900000.0,230500000.0,47000000.0,-415400000.0,344500000.0,-100000.0,54600000.0,,,666900000.0,23600000.0,,11400000.0,81300000.0,-300000.0,,238700000.0,,,200000.0,,69300000,0.14,550500000.0,-6200000.0,-12300000.0,781400000.0,115100000.0,18000000.0,223571429.0,46800000.0,1008900000.0,574100000,,51300000,597300000.0,1424400000.0,31300000.0,45400000.0,643000000.0,6400000.0,31300000.0,31300000,0.14,66800000.0,,,389800000.0,827100000.0,-23800000.0,,,5400000.0,-33000000.0,35000000.0,4600000.0,0.0,133000000.0,13500000.0,233500000.0,184300000.0,,
1992-09-30,,75600000.0,75600000.0,,,0.0,252000000.0,,53700000.0,19900000.0,,225333333.0,5500000.0,-7000000.0,-7800000.0,235700000.0,40400000.0,-426800000.0,360600000.0,0.0,66800000.0,,,678800000.0,-22600000.0,,1500000.0,86500000.0,-2000000.0,,255600000.0,,,200000.0,,73800000,0.15,577800000.0,14200000.0,-12800000.0,776900000.0,118400000.0,19000000.0,225333333.0,45000000.0,1029900000.0,570000000,,54800000,622800000.0,1429900000.0,33800000.0,59800000.0,653000000.0,6900000.0,33800000.0,33800000,0.15,69600000.0,,,377800000.0,807100000.0,-74600000.0,,,5100000.0,-81600000.0,33000000.0,4500000.0,0.0,137400000.0,-4700000.0,242200000.0,192200000.0,,
1992-12-31,,71600000.0,71600000.0,,,0.0,251300000.0,,49200000.0,15300000.0,,,5400000.0,-20800000.0,-39700000.0,224700000.0,41900000.0,-426900000.0,358900000.0,-6400000.0,42100000.0,,,678200000.0,-3900000.0,,7300000.0,97500000.0,-1000000.0,,250100000.0,,,,,72700000,,572300000.0,-3700000.0,-12400000.0,774000000.0,124900000.0,22400000.0,,48900000.0,1051900000.0,581800000,,50300000,621200000.0,1426100000.0,34500000.0,21300000.0,652100000.0,26200000.0,34500000.0,33900000,,62900000.0,,,384200000.0,804900000.0,-12600000.0,,,1200000.0,-6400000.0,21500000.0,4300000.0,0.0,147300000.0,500000.0,250200000.0,197600000.0,,
1993-03-31,,76300000.0,76300000.0,,,71600000.0,253400000.0,,52700000.0,18900000.0,,225333333.0,4200000.0,-14400000.0,-22200000.0,214900000.0,51400000.0,-436900000.0,347400000.0,0.0,46000000.0,,,690300000.0,4700000.0,,-4700000.0,96100000.0,-900000.0,,258800000.0,,,400000.0,,71700000,0.15,569800000.0,-400000.0,-12600000.0,791100000.0,114100000.0,17700000.0,225333333.0,48300000.0,1073200000.0,566800000,,54000000,618100000.0,1443300000.0,33800000.0,31600000.0,652200000.0,26600000.0,33800000.0,33800000,0.15,65600000.0,,,381000000.0,825200000.0,-4800000.0,,,1100000.0,-19200000.0,20600000.0,3000000.0,0.0,131800000.0,-13100000.0,263200000.0,185800000.0,,
1993-06-30,,125200000.0,125200000.0,,,0.0,235300000.0,,62000000.0,22200000.0,,221111111.0,5100000.0,-8600000.0,39200000.0,266500000.0,40400000.0,-423100000.0,352400000.0,0.0,27700000.0,,,658400000.0,48900000.0,,-9800000.0,87600000.0,-800000.0,,244700000.0,,,100000.0,,77800000,0.18,598800000.0,-20000000.0,-12500000.0,834500000.0,117400000.0,18000000.0,221111111.0,47600000.0,1064000000.0,594500000,,59800000,646400000.0,1462600000.0,39800000.0,19100000.0,628100000.0,26300000.0,39800000.0,39800000,0.18,67000000.0,,,399300000.0,816200000.0,-9300000.0,,,1100000.0,-17900000.0,20200000.0,7400000.0,0.0,135400000.0,-5900000.0,247900000.0,195200000.0,,
1993-09-30,,67200000.0,67200000.0,,,0.0,278700000.0,,69200000.0,26800000.0,,223157895.0,6000000.0,-9400000.0,116600000.0,392100000.0,40200000.0,-451600000.0,495300000.0,0.0,57600000.0,,,730300000.0,-58100000.0,,-37400000.0,97400000.0,-2700000.0,,289100000.0,,,600000.0,,89500000,0.19,778600000.0,26500000.0,-13200000.0,875600000.0,129100000.0,18700000.0,223157895.0,69000000.0,1092600000.0,642200000,,70800000,847600000.0,1689800000.0,42400000.0,48200000.0,814200000.0,36000000.0,42400000.0,42400000,0.19,66900000.0,,,423600000.0,842200000.0,-222900000.0,,,1700000.0,-232300000.0,31300000.0,4400000.0,0.0,147800000.0,15000000.0,285700000.0,218600000.0,,
1993-12-31,,63700000.0,63700000.0,,,0.0,283400000.0,,61700000.0,19300000.0,,,6900000.0,-16300000.0,-900000.0,175300000.0,41300000.0,-431300000.0,545400000.0,-6500000.0,93700000.0,,,714700000.0,-3400000.0,,49700000.0,117200000.0,4900000.0,,303300000.0,,,1000000.0,,91800000,,595800000.0,-9500000.0,-13100000.0,903600000.0,136200000.0,22600000.0,,307900000.0,1121800000.0,680400000,,69200000,903700000.0,1773700000.0,42400000.0,77400000.0,870100000.0,35400000.0,42400000.0,42400000,,70400000.0,,,452400000.0,870000000.0,-81700000.0,,,252100000.0,-96300000.0,20400000.0,-700000.0,0.0,158800000.0,20900000.0,294300000.0,228000000.0,,
1994-03-31,,57600000.0,57600000.0,,,63700000.0,285100000.0,,68000000.0,25400000.0,,224210526.0,6600000.0,-16500000.0,74900000.0,262500000.0,98400000.0,-437600000.0,570600000.0,0.0,40000000.0,,,722700000.0,-6100000.0,,-39600000.0,115900000.0,800000.0,,326700000.0,,,1000000.0,,89800000,0.19,705100000.0,15000000.0,-13200000.0,959400000.0,142500000.0,21400000.0,224210526.0,308400000.0,1151200000.0,680700000,,68400000,1013500000.0,1913500000.0,42600000.0,23500000.0,954100000.0,35200000.0,42600000.0,42600000,0.19,91900000.0,,,448400000.0,900000000.0,-104500000.0,,,252000000.0,-121000000.0,21200000.0,6100000.0,0.0,163900000.0,-25700000.0,320100000.0,232300000.0,,
1994-06-30,,84100000.0,84100000.0,,,0.0,309900000.0,,81400000.0,29000000.0,,227826087.0,8500000.0,-17700000.0,15800000.0,285300000.0,60800000.0,-456000000.0,610900000.0,0.0,93300000.0,,,765900000.0,26600000.0,,28300000.0,130600000.0,-3400000.0,,344400000.0,,,100000.0,,110500000,0.23,760300000.0,-12400000.0,-13100000.0,1041400000.0,151000000.0,23600000.0,227826087.0,316200000.0,1190500000.0,761200000,,86900000,1076500000.0,2023000000.0,52400000.0,75600000.0,981600000.0,39700000.0,52400000.0,52400000,0.23,93500000.0,,,499700000.0,946500000.0,-45400000.0,,,258700000.0,-82600000.0,17800000.0,3100000.0,0.0,174600000.0,-12100000.0,348100000.0,261500000.0,,
1994-09-30,,94000000.0,94000000.0,,,0.0,331300000.0,,79600000.0,27700000.0,,225652174.0,9900000.0,-21100000.0,-12800000.0,285300000.0,38200000.0,-465300000.0,628700000.0,0.0,77700000.0,,,796600000.0,9800000.0,,-5000000.0,132700000.0,-900000.0,,367600000.0,,,800000.0,,112800000,0.23,785600000.0,4100000.0,-14900000.0,1097700000.0,157100000.0,24600000.0,225652174.0,319900000.0,1227500000.0,804500000,-1100000.0,88200000,1105500000.0,2095900000.0,51900000.0,56600000.0,998200000.0,43000000.0,51900000.0,51900000,0.23,95200000.0,,,534600000.0,989700000.0,-32700000.0,,,260000000.0,-54900000.0,16900000.0,1400000.0,0.0,181700000.0,18600000.0,355100000.0,269900000.0,,
1994-12-31,,90300000.0,90300000.0,,,0.0,342700000.0,,77800000.0,22300000.0,,,11500000.0,-29600000.0,-45800000.0,264100000.0,20000000.0,-469500000.0,574800000.0,1900000.0,103100000.0,,,812200000.0,-3700000.0,,44600000.0,155200000.0,-15500000.0,,352900000.0,,,3400000.0,,108200000,,772200000.0,-6800000.0,-14900000.0,1133100000.0,171800000.0,26200000.0,,302500000.0,1268100000.0,838900000,-1400000.0,82000000,1074700000.0,2070600000.0,55500000.0,73500000.0,937500000.0,46400000.0,55500000.0,55500000,,101600000.0,,,558900000.0,995900000.0,-33500000.0,,,253600000.0,-57800000.0,2500000.0,7300000.0,0.0,198000000.0,-3300000.0,364600000.0,280000000.0,,
1995-03-31,,84800000.0,84800000.0,,,90300000.0,358800000.0,,92000000.0,32200000.0,,221481481.0,8900000.0,-28100000.0,-28200000.0,249700000.0,20400000.0,-484400000.0,584500000.0,-100000.0,73300000.0,,,843200000.0,-5500000.0,,-3100000.0,164000000.0,-1300000.0,,383600000.0,,,1100000.0,,118400000,0.27,797300000.0,-7000000.0,-14700000.0,1186600000.0,176000000.0,24400000.0,221481481.0,301300000.0,1313200000.0,854100000,-2200000.0,94000000,1098600000.0,2150300000.0,59800000.0,45200000.0,963700000.0,46700000.0,59800000.0,59800000,0.27,110700000.0,,,559700000.0,1051700000.0,-20300000.0,,,253300000.0,-50600000.0,1300000.0,6800000.0,0.0,200400000.0,-25000000.0,389300000.0,294400000.0,,
