date,quarterlyEbitda,quarterlyPurchaseOfInvestment,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyNetIncomeCommonStockholders,quarterlyGrossProfit,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyDilutedAverageShares,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,quarterlyGrossPPE,quarterlyCurrentAssets,quarterlyCashDividendsPaid,quarterlyRepurchaseOfCapitalStock,quarterlyCurrentLiabilities,quarterlyIncomeTaxPayable,quarterlyRetainedEarnings,quarterlyNonCurrentDeferredRevenue,quarterlyBasicEPS,quarterlyChangeInWorkingCapital,quarterlyStockholdersEquity,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyNetOtherInvestingChanges,quarterlyLongTermDebt,quarterlyOperatingExpense,quarterlyCurrentDeferredRevenue,quarterlyOtherNonCurrentLiabilities,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCommonStockIssuance,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyInvestmentsAndAdvances,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyTaxProvision,quarterlyBasicAverageShares,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyOtherCurrentLiabilities,quarterlyOtherShortTermInvestments,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyFreeCashFlow,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlySaleOfInvestment,quarterlyDilutedEPS,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyChangeInInventory,quarterlyStockBasedCompensation,quarterlyDeferredIncomeTax,quarterlyChangeInAccountPayable,quarterlyDepreciationAndAmortization,quarterlyResearchAndDevelopment,quarterlyChangesInAccountReceivables
1998-09-30,1513255567249.0,,866383881179.0,2084835630842.0,1284199363657.0,1889713679634.0,0.0,0.0,931538462.0,13928950158245.0,,27740190878533.0,3536585365645.0,,,2641569459017.0,,2919406150411.0,,1378.579003,,9360551431049.0,,,195121951208.0,,,9049840932658.0,1023329798455.0,,820784729538.0,376458112385.0,1284199363657.0,1284199363657.0,424178154800.0,,11287380699228.0,,335100742292.0,677624602293.0,,,-9312831388634.0,1325556733750.0,,1416755037032.0,76352067864.0,1025450689229.0,,0.0,,471898197215.0,931538462.0,,1756097560872.0,18427359489899.0,1277836691335.0,10604453870.0,,19752916223649.0,23289501589294.0,0.0,2213149522669.0,2223753976539.0,,1378.579003,686108165389.0,38176033932.0,4573700954131.0,0.0,,,,,,,
1998-12-31,553801472284.0,,137350838093.0,918435866350.0,682366000597.0,816912696312.0,0.0,0.0,,11430577219454.0,,24599843985937.0,3248049920964.0,,,2241809671674.0,,3276131044200.0,,,,9007020277947.0,,,101523170038.0,,,7232449295672.0,679561858219.0,,659906396046.0,263111224028.0,682366000597.0,682366000597.0,187207488240.0,,9188767547780.0,,131435670775.0,561622464720.0,,,-8720748827180.0,1310452417680.0,,1296411856062.0,80343213703.0,750292408434.0,,0.0,,232974557512.0,,,915340558109.0,15879095158757.0,1033541341325.0,35101404045.0,,17189547576437.0,20437597497401.0,0.0,2173946957187.0,2209048361232.0,,,646645865629.0,131045241768.0,3999999998728.0,0.0,,,,,,,
1999-03-31,1363793104212.0,,800000000448.0,1837068966546.0,320689655352.0,1683620690598.0,0.0,0.0,930000000.0,14839655180724.0,,30679310362008.0,4950000002772.0,,,3040517243082.0,,4325000002422.0,,344.827586,,11312931040818.0,,,153448275948.0,,,9465517246680.0,883620690150.0,,759482759046.0,319827586386.0,320689655352.0,320689655352.0,118965517308.0,,11799137937642.0,,556896552036.0,716379310746.0,,,-11203448282136.0,1726724138898.0,,1574137931916.0,89655172464.0,-98275862124.0,,0.0,,43965517266.0,930000000.0,,364655172618.0,19475862079872.0,1581896552610.0,1724137932.0,,21202586218770.0,26152586221542.0,0.0,3700000002072.0,3701724140004.0,,344.827586,742241379726.0,143965517322.0,4889655175152.0,0.0,,,,,,,
1999-06-30,1548666667441.0,,930000000465.0,2208666667771.0,1185333333926.0,2009333334338.0,0.0,0.0,935789474.0,12966666673150.0,,27753333347210.0,4933333335800.0,,,3164000001582.0,,4687333335677.0,,1266.666667,,11205333338936.0,,,199333333433.0,,,7592666670463.0,1079333333873.0,,664666666999.0,460666666897.0,1185333333926.0,1185333333926.0,88666666711.0,,9802666671568.0,,494666666914.0,624000000312.0,,,-10412000005206.0,1897333334282.0,,1545333334106.0,266000000133.0,917333333792.0,,0.0,,402000000201.0,935789474.0,,1587333334127.0,17341333342004.0,2102000001051.0,409333333538.0,,19238666676286.0,24172000012086.0,0.0,3196000001598.0,3605333335136.0,,1266.666667,438000000219.0,160666666747.0,4538666668936.0,0.0,,,,,,,
1999-09-30,1775630253255.0,,1176470589000.0,2556302522670.0,24369747915.0,2302521009900.0,0.0,0.0,934782609.0,17788235305680.0,,36089075653710.0,7449579836775.0,,,3857983195785.0,,5986554625740.0,,26.110426,,14326050429480.0,,,253781512770.0,,,11255462192190.0,1126050420900.0,,802521008925.0,526890756645.0,24369747915.0,24369747915.0,94117647120.0,,13930252109895.0,,251260504365.0,863025210645.0,,,-13864705891365.0,2440336136040.0,,1872268908780.0,543697479345.0,-1145378152005.0,,0.0,,-48739495830.0,934782609.0,,-24369747915.0,22224369762345.0,2087394959340.0,1121848740225.0,,24664705898385.0,32114285735160.0,0.0,4329411767520.0,5451260507745.0,,26.110426,907563025800.0,209243697615.0,6260504205750.0,0.0,,,,,,,
1999-12-31,-143483287042.92,,-403287743261.3,81666422051.42,180212525931.52,-24811019396.28,3330865247494.16,-1947205673330.48,,13031999997132.96,,27215496447913.3,6122007090851.74,,,3141588651791.12,,5109078013060.4,,,,11318177302474.54,,,106477441447.7,,,7907446806771.0,378476723865.02,,561524822571.5,118672267646.64,180212525931.52,180212525931.52,116645390045.26,,9890411345341.84,,-40476847282.02,624666666529.24,,,-10708177302608.74,1748631205289.06,,1421439715999.34,381418439632.4,842795935283.86,,3934886523957.02,,218606471892.36,,,398818997823.88,16507319145304.56,1703460992533.04,1221723403986.54,,18255950350593.62,24377957441445.36,3327496453168.66,3330865247494.16,4552588651480.7,,,813460992728.84,150120567342.86,4666411346491.12,0.0,,,,,,,
2000-03-31,1509916667512.22,,1049606061193.84,2115863637548.52,713848485248.24,2009356061731.3,0.0,0.0,1007999966.0,12767083340482.9,,27984856076277.58,6794045458350.12,,,2545507577183.06,,5947272730603.2,,719.69697,,12316378794775.96,,,106507575817.22,,,8234424247035.52,959750000537.46,,538507576059.14,499439394219.08,713848485248.24,713848485248.24,159424242513.52,,10221575763299.84,,198431818292.94,655636364003.52,,,-11440234854891.38,1768098485838.62,,1448643940205.18,376651515362.44,1030303030.88,,0.0,,268098484998.62,1007999966.0,,981946970246.86,16544621221386.2,1197401515822.06,1819075758594.44,,18312719707224.82,25106765165574.94,0.0,3172719698746.42,4991795457340.86,,719.69697,692469697357.48,156553030390.7,4784689396618.82,0.0,,,,,,,
2000-06-30,1370324562253.11,,934491228649.56,1963982457358.02,396447368666.85,1694605264208.55,0.0,0.0,1007999966.0,14108166675413.73,,28294605280700.55,7511070180095.46,,,3070947370325.04,,5559517547306.55,,745.614036,,12155885972448.93,,,269377193149.47,,,8992385970487.56,760114035558.99,,516631579267.68,324280701955.44,396447368666.85,396447368666.85,139070175524.82,,11037219305088.69,,473254386258.33,721675439043.93,,,-11344035094752.6,1830157895871.54,,1528201755333.45,373964912512.56,-37535087742.57,,0.0,,140228070262.38,1007999966.0,,536675438929.23,16950570185947.95,1790807018654.16,3174026317757.37,,18780728081819.49,26291798261914.95,0.0,2481973685749.35,5656000003506.72,,745.614036,558464912626.95,193245614154.9,4931456143408.38,0.0,,,,,,,
2000-09-30,1385736842964.42,,955842105855.78,2090157896032.74,821026316298.51,1849789474831.08,0.0,0.0,1007999966.0,13827096499800.87,,27717026332974.03,8447771935062.18,,,3202745616020.79,,6195315793314.78,,394.736842,,12488000007742.56,,,240368421201.66,,,8621605268503.29,893947368975.3,,460807017829.56,464052631866.66,821026316298.51,821026316298.51,126815789552.31,,10624350883780.08,,-147964912372.44,719745614481.33,,,-11649122814240.0,1829614036222.08,,1541938597447.23,379710526551.21,-109631579015.34,,0.0,,310421052824.04,1007999966.0,,1131447369122.55,16067903518734.03,1985245615265.94,2881947370207.86,,17897517554956.11,26345289490018.29,0.0,3656105265424.68,6538052635632.54,,394.736842,497754386273.52,163052631680.04,4720824564330.42,0.0,,,,,,,
2000-12-31,1620614035235.0,,932794871807.82,2870912281169.22,494426450693.4,2494367071900.32,3538461540160.0,-3230769232320.0,,15153846161120.0,,30375000014580.0,9105769235140.0,,,3394230770860.0,,6971153849500.0,,,,13692307698880.0,1346153846800.0,,376545209268.9,836538461940.0,,8855769235020.0,1561572200092.5,,1134615385160.0,873753036665.32,494426450693.4,494426450693.4,0.0,,11759615390260.0,,262255060776.92,817307692700.0,,,-12884615390800.0,2288461539560.0,,1769230770080.0,105769230820.0,-248257085118.97,,4961538463920.0,,142767206439.71,,,637193657133.11,17490384623780.0,538461538720.0,3875000001860.0,,19778846163340.0,28884615398480.0,4163461540460.0,3538461540160.0,7413461542020.0,,,1201923077500.0,596153846440.0,5038461540880.0,0.0,,,,,,,
2001-03-31,1730604167220.46,,1208354167053.34,2500812500800.26,860864583608.81,2257739584055.81,0.0,0.0,1007999966.0,14452593754624.83,,29444364592755.53,9802114586470.01,,,3039770834306.06,,7593770835763.34,,854.166667,,14086770837841.1,1442343750461.55,,243072916744.45,886979166950.5,,9296781252974.97,1049385417002.47,,403208333462.36,527135416835.35,860864583608.81,860864583608.81,0.0,,11412822920318.77,,234354166741.66,834395833600.34,,,-12940322920807.57,2265406250724.93,,1712833333881.44,108281250034.65,-36104166678.22,,0.0,,293906250094.05,1007999966.0,,1158281250370.65,16504041671947.96,496802083492.31,1642458333858.92,,18769447922672.89,28571562509142.9,0.0,6259135418669.59,7901593752528.51,,854.166667,821593750262.91,588447916854.97,4867875001557.72,0.0,,,,,,,
2001-06-30,4316977271345.84,,3189795453524.72,6461829543386.76,1203477272342.16,5635056816378.6,0.0,0.0,1019183784.0,32428374989622.92,,46305102257909.64,9018306815295.96,,,15520545449578.88,,9717079542345.08,,1170.454545,,6357272725238.4,1095977272376.56,,826772727008.16,1933818181199.36,,14052761359139.48,2445261362853.88,,500443181658.04,1318079545032.76,1203477272342.16,1203477272342.16,0.0,,16907829540044.04,,462102272579.4,2260318181094.88,,,-19208295448398.8,1801522726696.24,,2354624999246.52,250215909010.84,-580124999814.36,,0.0,,957249999693.68,1019183784.0,,2160727272035.84,27096806809510.84,10144136360390.24,316988636262.2,2009522726629.68,30907852262836.76,39926159078132.72,0.0,5409715907359.8,5726704543622.0,,1170.454545,1182272726894.4,-10972931814670.48,6276465907082.44,0.0,,,,,,,
2001-09-30,1827932038067.22,,1348087378074.58,2735048542540.6,956349514161.44,2391116503850.1,0.0,0.0,1007203508.0,20078592224576.7,,36804203868037.38,5700456308285.42,,,8727980578858.52,,8432368928497.24,,970.873786,,7721436889960.88,1034844659759.54,,343932038690.5,1140728154860.7,,9161038831103.82,1043029125775.52,,357281553248.0,563184465782.88,956349514161.44,956349514161.44,0.0,,11350611645718.18,,137728155281.96,1405398057662.16,,,-16111058245660.54,937475727761.6,,1832291261366.36,168592232938.9,1436660193571.36,,0.0,,1598873785736.24,1007203508.0,,2555223299897.68,20693145622376.84,4898932036777.4,482563106593.44,1447689319780.32,23078310669918.76,28778766978204.18,0.0,2329291261157.62,2811854367751.06,,970.873786,1282922329558.26,-6385203880813.36,4678019415510.96,0.0,,,,,,,
2001-12-31,3214536414071.26,,2310834146981.98,5548727355888.06,1463077672433.42,4679748390263.82,3645833334500.0,-6041666668600.0,,21906250007010.0,,39510416679310.0,7312500002340.0,,,10072916669890.0,,10093750003230.0,,,,9322916669650.0,2447916667450.0,,868978965624.24,1437500000460.0,,9218750002950.0,2368914243281.84,,843750000270.0,1361045309492.56,1463077672433.42,1463077672433.42,156250000050.0,,11833333337120.0,,582372169026.86,2041666667320.0,,,-16770833338700.0,1062500000340.0,,1770833333900.0,187500000060.0,-969868931677.74,,7010416668910.0,,-617733816976.82,,,845343855456.6,22739583340610.0,4812500001540.0,343750000110.0,1354166667100.0,25156250008050.0,32468750010390.0,3416666667760.0,3645833334500.0,3989583334610.0,,,1781250000570.0,-6885416668870.0,5041666668280.0,0.0,,,,,,,
2002-03-31,3283862745557.78,,2469382353286.89,4683705883008.66,1584235294339.44,4204960784902.42,0.0,0.0,1007999966.0,21398539218682.07,,42124931378446.51,7501745099089.46,,,9448892158185.59,,12250372550734.66,,1568.627451,,11429529413364.84,2683862745473.78,,478745098106.24,1277911764884.79,,9242676471882.21,1735578431615.53,,789225490306.57,921098039344.64,1584235294339.44,1584235294339.44,321764705927.4,,11949647060496.48,,469039215751.94,2456137255245.82,,,-17537960786769.04,795715686385.91,,1917745098307.7,206284313754.37,335421568674.41,,0.0,,733941176573.34,1007999966.0,,2465019608188.24,24586970591677.47,3813078431906.38,582950980473.77,1387990196272.75,26770676474336.13,34272421573425.59,0.0,3199254902408.68,3782205882882.45,,1568.627451,1901764706148.6,-7282784314745.08,5327411765451.72,0.0,,,,,,,
2002-06-30,3348452172406.24,,2565173911889.15,4867956519548.55,1810104347011.54,4206721737237.41,0.0,0.0,1007999966.0,22724530424556.57,,40846843459879.79,8902408691646.09,,,11364730429668.48,,10811773908178.18,,1782.608695,,9992078256373.13,3143539129020.19,,661234782311.14,1428947825443.93,,9364304343612.15,1641547825348.26,406321738947.59,295486956388.77,858269564831.17,1810104347011.54,1810104347011.54,68269565186.67,,11359799994888.09,,356626086796.04,2591278259703.49,,,-18270947817865.03,1210869564672.5,,1700008694887.17,161043478188.4,475495651959.94,,0.0,,826921738758.32,1007999966.0,,2791199998743.96,22575895642014.76,5193713041141.09,586104347562.34,1300686955936.43,25087452162623.69,33989860854269.78,0.0,4332669563267.69,4918773910830.03,,1782.608695,1744469564432.38,-6671034779606.73,4824008693481.37,0.0,,,,,,,
2002-09-30,3544990991380.94,,2590954955239.96,5959873874529.46,4084252252701.52,5282441442022.51,0.0,0.0,1007999966.0,23888234236861.94,,45519387392394.52,12054306307632.28,,,11063972974190.01,,15219882884557.07,,4054.054055,,14385873875456.32,3241072072428.59,,677432432506.95,1486207207370.69,,10650198199369.72,2691486486782.55,518288288345.3,242648648675.34,1737450450641.57,4084252252701.52,4084252252701.52,108828828840.8,,12824261262671.93,,462765765816.67,2764045045349.09,,,-19772450452625.42,1476693693856.13,,1931414414626.87,225720720745.55,3051549549885.22,,0.0,,627900900969.97,1007999966.0,,5392972973566.2,25746936939769.1,3285252252613.63,554243243304.21,2120090090323.3,29343720723948.53,41398027031580.81,0.0,7229630631425.89,7783873874730.1,,4054.054055,3010180180511.3,-6823684685435.29,4938054054597.24,0.0,,,,,,,
2002-12-31,3071150493152.03,,2066391201655.23,6181354766101.74,964548647913.29,5541505608909.83,5722720438180.17,-5281351806097.12,,23074786095254.24,,47912245372762.57,11026116063415.9,,,10900037589926.01,,16378593419937.11,,,,15965148748760.46,3212052053120.83,,639849157191.91,2520817670850.32,,10414169620142.12,3475114407254.6,,233057673718.8,2613760764989.61,964548647913.29,964548647913.29,231384026061.91,,12174748505328.23,,277684990293.63,2059964916045.08,,,-19770522321230.0,1269305122970.34,,1527521211467.31,140264203629.84,10847735608.86,,10503714244779.47,,598204385541.23,,,1843898487573.55,28141723051532.57,2856997100198.46,1077453191563.42,2060645115092.8,31471673289595.71,42497789353011.61,5425115454827.73,5722720438180.17,6800173629743.59,,,3462257902832.15,-6552142626987.48,5060913614711.02,0.0,,,,,,,
2003-03-31,4191830357813.55,,3170535714793.0,6087517858116.86,1700017857414.86,5355964286571.24,0.0,0.0,1007999964.0,22308714289283.68,,51323633936783.21,10834651787447.83,,,9908571430156.8,,18401071431515.6,,1696.428572,,17978669645733.73,3390607143399.64,,731553571545.62,2501428571828.8,,10548473215973.47,2185428571778.24,,220964285749.64,1164491071614.89,1700017857414.86,1700017857414.86,122776785733.93,,12400142859126.88,,342785714340.56,1542142857389.6,,,-21580357146310.0,1132437500181.19,,1630705357403.77,159178571454.04,34830357148.43,,0.0,,902633928715.85,1007999964.0,,2969035714760.76,29743276790473.21,2796410714733.14,10241071430.21,2063258928901.55,32938973219555.95,43773625007003.78,0.0,6350250001016.04,6360491072446.25,,1696.428572,3068589286205.26,-6681964286783.4,5160553572254.26,0.0,,,,,,,
2003-06-30,4378082644671.88,,3307057851272.74,6507859504197.31,2105818181839.24,5708008264519.89,0.0,0.0,1007999964.0,20850446281200.24,,51141371901337.86,8745082644715.55,,,9670991735633.9,,16272446281154.46,,2066.115703,,15867214876191.73,3640512396730.62,,799851239677.42,1960719008284.07,,9476041322408.81,2400950413247.15,,194859504134.18,1330702479352.15,2105818181839.24,2105818181839.24,116107438017.69,,11179454545566.34,,286099173556.58,1386636363650.23,,,-22595041322540.0,1317479338856.15,,1508553719023.35,151867768596.56,359380165292.85,,0.0,,896429752075.08,1007999964.0,,3466752066150.37,28546330578797.86,4151033057892.75,25801652892.82,1881809917374.19,31745619835028.2,40490702479743.75,0.0,3845570247972.34,3871371900865.16,,2066.115703,2172603305806.85,-6349157024856.88,4900338843024.21,0.0,,,,,,,
2003-09-30,4261571431341.45,,3052033615429.2,7260546223206.75,549731092794.3,6221025214127.7,0.0,0.0,1007999964.0,24551756318479.65,,56368445414790.75,9393672275013.45,,,11230747906459.65,,17002924380799.8,,546.218488,,16594537825912.5,3242563027317.75,,1039521009079.05,2822941178305.5,,11671915973973.3,3168991598698.5,,148991596735.5,1959453782786.25,549731092794.3,549731092794.3,37941176495.25,,13321008412020.0,,311100840538.35,2086924371104.4,,,-24689075646300.0,900605042602.2,,1500100841311.2,182159663983.95,-786075630763.05,,0.0,,1111218488117.25,1007999964.0,,2131781513990.7,31679369768490.75,3156655464236.7,,3222983195372.25,35802958006465.2,45196630281478.65,0.0,4770529414865.55,4770529414865.55,,546.218488,3164226892813.05,-6408453785678.1,4946621851954.8,0.0,,,,,,,
2003-12-31,4098941179134.9,,2577210085708.8,7510436979671.7,1793075631417.6,6715638659827.35,5092436978100.0,-7302521013150.0,,29268907582050.0,,59445378189900.0,9226890762300.0,,,11201680679550.0,,17873949591450.0,,,,17310924381000.0,2831932774950.0,,794798319844.35,1218487395750.0,,11831932780800.0,4138428574118.55,,2689075632000.0,2616697480692.45,1793075631417.6,1793075631417.6,50420168100.0,,18067226902500.0,,461924370048.15,3478991598900.0,,,-24369747915000.0,840336135000.0,,3546218489700.0,151260504300.0,875268908131.95,,12848739504150.0,,984890756942.7,,,3002596640607.15,35075630274900.0,2546218489050.0,,5142857146200.0,41058823556100.0,50285714318400.0,12848739504150.0,5092436978100.0,5092436978100.0,,,3957983195850.0,-6672268911900.0,5042016810000.0,0.0,,,,,,,
