date,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInvestmentsAndAdvances,quarterlyOtherIncomeExpense,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashDividendsPaid,quarterlyDepreciationAndAmortization,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,quarterlyCurrentDebt,quarterlyChangesInAccountReceivables,quarterlyNetIncomeCommonStockholders,quarterlyOtherIntangibleAssets,quarterlyTotalAssets,quarterlyNetOtherFinancingCharges,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyRepurchaseOfCapitalStock,quarterlySaleOfInvestment,quarterlyIncomeTaxPayable,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,quarterlyOtherNonCashItems,quarterlySellingGeneralAndAdministration,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyRepaymentOfDebt,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInInventory,quarterlyGrossPPE,quarterlyDilutedEPS,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInventory,quarterlyStockBasedCompensation,quarterlyCurrentLiabilities,quarterlyEbitda,quarterlyOtherNonCurrentLiabilities,quarterlyBasicAverageShares,quarterlyCurrentAssets,quarterlyDilutedAverageShares,quarterlyBasicEPS,quarterlyCostOfRevenue,quarterlyOtherCurrentAssets,quarterlyOtherCurrentLiabilities,quarterlyGrossProfit,quarterlyOperatingExpense,quarterlyTotalNonCurrentAssets,quarterlyOtherNonCurrentAssets,quarterlyCurrentAccruedExpenses,quarterlyCurrentDeferredRevenue,quarterlyAccumulatedDepreciation,quarterlyResearchAndDevelopment
2017-03-31,-10359000000.0,-2000000.0,1185000000,1211000000,,11073000000.0,,11130000000.0,30747000000.0,,281627000000.0,555000000.0,1918000000.0,12991000000.0,-307000000.0,1012000000.0,4766000000.0,1868000000.0,298000000.0,-10996000000.0,,,1185000000,,500162000000.0,295000000.0,-10359000000.0,425495000000.0,-3585000000.0,26416000000.0,,,,-12397000000.0,3781000000.0,74069000000.0,-319000000.0,14487000000.0,1918000000.0,,-1000000.0,2443000000.0,29591000000.0,516000000.0,-602000000.0,,1727000000.0,,-4048000000.0,,1727000000.0,12626000000,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,1074000000.0,585000000.0,1130000000,1110000000,,12094000000.0,,10921000000.0,31812000000.0,,286104000000.0,619000000.0,2517000000.0,14611000000.0,-290000000.0,990000000.0,4766000000.0,1918000000.0,292000000.0,-17096000000.0,,,1130000000,,499762000000.0,660000000.0,1074000000.0,425438000000.0,-2415000000.0,18272000000.0,,,,-711000000.0,4962000000.0,73732000000.0,-642000000.0,432000000.0,2517000000.0,,-4000000.0,2182000000.0,30420000000.0,557000000.0,-1004000000.0,,1667000000.0,,-979000000.0,,1667000000.0,12526000000,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-30,90000000.0,-151000000.0,-1739000000,-1712000000,,9775000000.0,,11156000000.0,31039000000.0,,285034000000.0,466000000.0,2433000000.0,12208000000.0,-287000000.0,804000000.0,4766000000.0,2517000000.0,290000000.0,-13339000000.0,,,-1739000000,,503073000000.0,1424000000.0,90000000.0,430061000000.0,-275000000.0,15029000000.0,,,,151000000.0,5939000000.0,72468000000.0,-571000000.0,-145000000.0,2433000000.0,,1000000.0,2149000000.0,28389000000.0,-1091000000.0,-1145000000.0,,-2803000000.0,,-99000000.0,,-2803000000.0,11789000000,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,610000000.0,-71000000.0,-6660000000,-6669000000,,10386000000.0,1594000000.0,10248000000.0,31640000000.0,,285269000000.0,772000000.0,2362000000.0,12748000000.0,-288000000.0,1068000000.0,4766000000.0,2433000000.0,288000000.0,-12446000000.0,,,-6660000000,,498301000000.0,-287000000.0,610000000.0,432593000000.0,0.0,13930000000.0,,,,6699000000.0,5465000000.0,65171000000.0,-732000000.0,-103000000.0,2362000000.0,,-1000000.0,2333000000.0,21457000000.0,7544000000.0,-947000000.0,,875000000.0,,-571000000.0,,875000000.0,12629000000,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-31,-938000000.0,-366000000.0,938000000,950000000,,14616000000.0,,11107000000.0,33619000000.0,,283835000000.0,431000000.0,2103000000.0,16719000000.0,-289000000.0,1382000000.0,4766000000.0,2737000000.0,277000000.0,-10273000000.0,,,938000000,,499143000000.0,1361000000.0,-938000000.0,435786000000.0,-298000000.0,10394000000.0,,,,-3433000000.0,2220000000.0,62792000000.0,-646000000.0,-1972000000.0,2371000000.0,,4000000.0,2271000000.0,22671000000.0,277000000.0,-1327000000.0,,1227000000.0,,2486000000.0,,,11736000000,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,598000000.0,9000000.0,937000000,931000000,,17010000000.0,,10860000000.0,33784000000.0,,279780000000.0,431000000.0,2135000000.0,19145000000.0,-286000000.0,1402000000.0,4766000000.0,2371000000.0,299000000.0,-13066000000.0,,,937000000,,496829000000.0,-262000000.0,598000000.0,435032000000.0,-348000000.0,15094000000.0,,,,-1792000000.0,230000000.0,61186000000.0,346000000.0,502000000.0,2380000000.0,,5000000.0,2323000000.0,23318000000.0,321000000.0,-632000000.0,,1252000000.0,,-1063000000.0,,,11657000000,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-30,302000000.0,743000000.0,-1259000000,-1220000000,,8863000000.0,,12238000000.0,34594000000.0,,274185000000.0,403000000.0,2741000000.0,11604000000.0,-283000000.0,1029000000.0,4766000000.0,2380000000.0,326000000.0,-12671000000.0,,,-1259000000,,504860000000.0,815000000.0,302000000.0,445683000000.0,-348000000.0,20388000000.0,,,,-202000000.0,-536000000.0,58586000000.0,-591000000.0,553000000.0,3123000000.0,,1000000.0,2325000000.0,21749000000.0,-307000000.0,-829000000.0,,-1527000000.0,,-90000000.0,,,11509000000,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,99000000.0,235000000.0,-622000000,-558000000,,9674000000.0,4082000000.0,11011000000.0,34540000000.0,,271074000000.0,373000000.0,2873000000.0,12547000000.0,-280000000.0,1549000000.0,4766000000.0,3123000000.0,407000000.0,-12256000000.0,,,-622000000,,491984000000.0,695000000.0,99000000.0,434675000000.0,-745000000.0,13688000000.0,,,,-1275000000.0,-1413000000.0,56361000000.0,1091000000.0,694000000.0,3358000000.0,,-3000000.0,2383000000.0,20884000000.0,-137000000.0,-884000000.0,-665000000.0,-695000000.0,,-539000000.0,,,12579000000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-31,-976000000.0,-179000000.0,654000000,937000000,,11133000000.0,,12655000000.0,35776000000.0,,281029000000.0,218000000.0,2565000000.0,13698000000.0,-278000000.0,1299000000.0,5251000000.0,3358000000.0,349000000.0,-13611000000.0,,,654000000,,512922000000.0,1697000000.0,-976000000.0,450829000000.0,0.0,12258000000.0,,,,-3591000000.0,2128000000.0,60787000000.0,17000000.0,-1979000000.0,3179000000.0,,-2000000.0,2053000000.0,21259000000.0,217000000.0,-589000000.0,,1154000000.0,,2764000000.0,,,12480000000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,-296000000.0,6000000.0,1109000000,1391000000,,15016000000.0,,12614000000.0,36291000000.0,,291372000000.0,213000000.0,2935000000.0,17951000000.0,-286000000.0,1358000000.0,5251000000.0,3179000000.0,360000000.0,-15436000000.0,,,1102000000,,522269000000.0,2311000000.0,-296000000.0,456164000000.0,0.0,12098000000.0,,,,-3007000000.0,4991000000.0,64539000000.0,972000000.0,-2168000000.0,3185000000.0,,15000000.0,2140000000.0,22077000000.0,446000000.0,-321000000.0,,1837000000.0,,2454000000.0,,,12547000000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,483000000.0,585000000.0,656000000,973000000,,14113000000.0,,11786000000.0,35262000000.0,,295918000000.0,227000000.0,3361000000.0,17474000000.0,-286000000.0,1176000000.0,5251000000.0,3185000000.0,348000000.0,-20536000000.0,,,648000000,,525122000000.0,2169000000.0,483000000.0,457677000000.0,0.0,19882000000.0,,,,-796000000.0,5615000000.0,65603000000.0,1840000000.0,-646000000.0,3770000000.0,,0.0,2187000000.0,22439000000.0,287000000.0,-1511000000.0,,1260000000.0,,737000000.0,,,12939000000,,,,,,,,,,,,,,,,,,,,,,,,,
