date,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInvestmentsAndAdvances,quarterlyOtherIncomeExpense,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashDividendsPaid,quarterlyDepreciationAndAmortization,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,quarterlyCurrentDebt,quarterlyChangesInAccountReceivables,quarterlyNetIncomeCommonStockholders,quarterlyOtherIntangibleAssets,quarterlyTotalAssets,quarterlyNetOtherFinancingCharges,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyRepurchaseOfCapitalStock,quarterlySaleOfInvestment,quarterlyIncomeTaxPayable,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,quarterlyOtherNonCashItems,quarterlySellingGeneralAndAdministration,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyRepaymentOfDebt,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInInventory,quarterlyGrossPPE,quarterlyDilutedEPS,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInventory,quarterlyStockBasedCompensation,quarterlyCurrentLiabilities,quarterlyEbitda,quarterlyOtherNonCurrentLiabilities,quarterlyBasicAverageShares,quarterlyCurrentAssets,quarterlyDilutedAverageShares,quarterlyBasicEPS,quarterlyCostOfRevenue,quarterlyOtherCurrentAssets,quarterlyOtherCurrentLiabilities,quarterlyGrossProfit,quarterlyOperatingExpense,quarterlyTotalNonCurrentAssets,quarterlyOtherNonCurrentAssets,quarterlyCurrentAccruedExpenses,quarterlyCurrentDeferredRevenue,quarterlyAccumulatedDepreciation,quarterlyResearchAndDevelopment
1987-03-31,,,207400000,207400000,,,,,,,,,,,,,,,,,,,207400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2504200000,,,,,,,,,,,,,,,,,,,,,,,,,
1987-06-30,,,235200000,235200000,,,,,,,,,,,,,,,,,,,235200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2684200000,,,,,,,,,,,,,,,,,,,,,,,,,
1987-09-30,,,232000000,232000000,,,,,,,,,,,,,,,,,,,232000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2652500000,,,,,,,,,,,,,,,,,,,,,,,,,
1987-12-31,,,269900000,269900000,,,,,431900000.0,,,,,,,,,,,,,,262800000,,27907700000.0,,,22147500000.0,,,,,,,,5760200000.0,,,,,,,4755700000.0,,,,,,,,,3304100000,,,,,,,,,,,,,,,,,,,,,,,,,
1988-03-31,,,300400000,300400000,,,,,,,,,,,,,,,,,,,300400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3196100000,,,,,,,,,,,,,,,,,,,,,,,,,
1988-06-30,,,313500000,313500000,,,,,,,,,,,,,,,,,,,313500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3153200000,,,,,,,,,,,,,,,,,,,,,,,,,
1988-09-30,,,273900000,273900000,,,,,,,,,,,,,,,,,,,273900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3431000000,,,,,,,,,,,,,,,,,,,,,,,,,
1988-12-31,,,329200000,329200000,,,,,1673800000.0,,,,,,,,,,,,,,320300000,,37408700000.0,,,30406200000.0,,,,,,,,7002500000.0,,,,,,,5906600000.0,,,,,,,,,3430900000,,,,,,,,,,,,,,,,,,,,,,,,,
1989-03-31,,,343400000,343400000,,,,,,,,,,,,,,,,,,,343400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3253600000,,,,,,,,,,,,,,,,,,,,,,,,,
1989-06-30,,,352200000,352200000,,,,,,,,,,,,,,,,,,,352200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3340000000,,,,,,,,,,,,,,,,,,,,,,,,,
1989-09-30,,,323800000,323800000,,,,,,,,,,,,,,,,,,,323800000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3336600000,,,,,,,,,,,,,,,,,,,,,,,,,
1989-12-31,,,348100000,348100000,,,,7733500000.0,4054600000.0,,,,,,,,,,,,1805900000.0,,337200000,130800000.0,46142900000.0,,,37737800000.0,,,,,,,-190000000.0,8405100000.0,,,,,,,7153700000.0,,,,,1088500000.0,,,,3545400000,,,,,,,,,,,,,,,,,,,,,,,,,
1990-03-31,707100000.0,-95000000.0,355700000,355700000,2200000.0,,,7990800000.0,4144800000.0,,,541700000.0,,,-22300000.0,,,168200000.0,,-2323600000.0,1631300000.0,41300000.0,355700000,142900000.0,46637300000.0,321800000.0,666500000.0,38060800000.0,-300000.0,830900000.0,,,,270600000.0,-222200000.0,8576500000.0,634400000.0,-898900000.0,,,80800000.0,,7487100000.0,95800000.0,-209400000.0,,0.0,1102800000.0,140500000.0,-40600000.0,,3495200000,,,,,,,,,,,,,,,,,,,,,,,,,
1990-06-30,1250300000.0,63200000.0,367900000,367900000,2100000.0,,,8522600000.0,4736300000.0,,,558000000.0,,,-22300000.0,,,,,-1825100000.0,1264400000.0,-218300000.0,367900000,140600000.0,48957300000.0,604300000.0,1169500000.0,40026900000.0,-100000.0,1543900000.0,,,,839600000.0,-205900000.0,8930400000.0,-1088900000.0,-1450900000.0,,,42800000.0,,7832700000.0,95100000.0,-26600000.0,,0.0,1148600000.0,240600000.0,-80800000.0,,3637100000,,,,,,,,,,,,,,,,,,,,,,,,,
1990-09-30,1262000000.0,19400000.0,336800000,336800000,400000.0,,,8755400000.0,5930100000.0,,,552400000.0,,,-25200000.0,,,,,-2377400000.0,3181100000.0,-223400000.0,336800000,138000000.0,55224100000.0,1421000000.0,1117100000.0,45680600000.0,0.0,1242200000.0,,,,-386600000.0,-156000000.0,9543500000.0,-1627700000.0,-2907800000.0,,,1311900000.0,,8144200000.0,93100000.0,17800000.0,,0.0,4760500000.0,1592800000.0,-144900000.0,,3700400000,,,,,,,,,,,,,,,,,,,,,,,,,
1990-12-31,1169500000.0,-60700000.0,382000000,382000000,2000000.0,,,8793400000.0,6456800000.0,,,592300000.0,,,-25900000.0,,,,,-4028800000.0,3928000000.0,-149800000.0,372300000,135000000.0,58143100000.0,1098700000.0,822900000.0,48238700000.0,-13900000.0,2035700000.0,,,,-100000.0,-128700000.0,9904400000.0,-730600000.0,-3070300000.0,,,787600000.0,,8500300000.0,85200000.0,135800000.0,,0.0,5057500000.0,1807300000.0,-346600000.0,,4038700000,,,,,,,,,,,,,,,,,,,,,,,,,
1991-03-31,843200000.0,27500000.0,375400000,375400000,4000000.0,,,8883900000.0,9715400000.0,,,620500000.0,,,-25100000.0,,,95100000.0,,-2457100000.0,,61600000.0,375400000,133700000.0,59423100000.0,-497900000.0,517500000.0,49059800000.0,-1400000.0,2620100000.0,,,,92600000.0,-203000000.0,10363300000.0,247600000.0,84900000.0,,,375200000.0,,8850600000.0,120800000.0,,,0.0,5323500000.0,-793300000.0,-325700000.0,,3814700000,,,,,,,,,,,,,,,,,,,,,,,,,
1991-06-30,669100000.0,18500000.0,401000000,401000000,3100000.0,,,9059200000.0,10296000000.0,,,647100000.0,,,-25300000.0,,,,,-1536300000.0,,-442600000.0,401000000,131500000.0,60672600000.0,946400000.0,375100000.0,50098200000.0,-500000.0,1731800000.0,,,,-414600000.0,-285700000.0,10574400000.0,-686900000.0,-785400000.0,,,682700000.0,,9226300000.0,119500000.0,,,0.0,5522400000.0,246700000.0,-294000000.0,,3850900000,,,,,,,,,,,,,,,,,,,,,,,,,
1991-09-30,1660200000.0,-1800000.0,376800000,376800000,2000000.0,,,9048800000.0,11022700000.0,,,674600000.0,,,-28400000.0,,,,,-2950400000.0,,456900000.0,376800000,138300000.0,63999700000.0,1916600000.0,1238400000.0,53037300000.0,0.0,1201600000.0,,,,370600000.0,-239300000.0,10962400000.0,-1494900000.0,-3665500000.0,,,912800000.0,,9574800000.0,110200000.0,23400000.0,,0.0,5859700000.0,1943800000.0,-421800000.0,,3912500000,,,,,,,,,,,,,,,,,,,,,,,,,
1991-12-31,1318700000.0,9200000.0,399800000,399800000,2600000.0,,,9026800000.0,9958400000.0,,,686400000.0,,,-28200000.0,,,,,-3649300000.0,1963900000.0,-46500000.0,392500000,132700000.0,69389500000.0,788700000.0,990000000.0,57926100000.0,-10800000.0,1659700000.0,,,,-125200000.0,,11463400000.0,-917400000.0,-3235700000.0,,,719000000.0,,9946300000.0,119100000.0,-507900000.0,,0.0,6102600000.0,1823700000.0,-328700000.0,,4214400000,,,,,,,,,,,,,,,,,,,,,,,,,
1992-03-31,1091100000.0,-6700000.0,413900000,413900000,3400000.0,,,9125800000.0,10441000000.0,,,715900000.0,,,-27900000.0,89100000.0,,148500000.0,,-1132400000.0,1990300000.0,271700000.0,413900000,130800000.0,70612700000.0,175700000.0,406300000.0,58897300000.0,-31900000.0,638900000.0,,,,381200000.0,-243200000.0,11715400000.0,-19500000.0,-1197800000.0,,,206900000.0,,10332300000.0,134600000.0,-2000000.0,,0.0,6741200000.0,206900000.0,-684800000.0,,4087100000,,,,,,,,,,,,,,,,,,,,,,,,,
1992-06-30,897500000.0,-16200000.0,425600000,425600000,3100000.0,,,9459900000.0,1753000000.0,,,737600000.0,,,-27400000.0,95100000.0,,,,-6683900000.0,197000000.0,-466300000.0,425600000,130400000.0,76822800000.0,3690000000.0,294400000.0,64711500000.0,-49700000.0,3481300000.0,,,,-314600000.0,-171100000.0,12111300000.0,-1490800000.0,-5296500000.0,,,691400000.0,,10730500000.0,135600000.0,-212900000.0,,0.0,1380000000.0,4285200000.0,-603100000.0,,4207400000,,,,,,,,,,,,,,,,,,,,,,,,,
1992-09-30,1704100000.0,1600000.0,344600000,344600000,3400000.0,,,9307800000.0,1491700000.0,,,770300000.0,,,-30800000.0,104200000.0,,,,-6045800000.0,197000000.0,366700000.0,344600000,127800000.0,81312900000.0,2212000000.0,1406800000.0,68841400000.0,-200000.0,3346700000.0,,,,28600000.0,-110200000.0,12471500000.0,-551300000.0,-3547700000.0,,,1226700000.0,,11044300000.0,96100000.0,-132100000.0,,0.0,1429600000.0,1761900000.0,-297300000.0,,4295300000,,,,,,,,,,,,,,,,,,,,,,,,,
1992-12-31,485400000.0,9400000.0,472800000,440900000,3400000.0,,,9010400000.0,13464300000.0,,,797800000.0,,,-30600000.0,103500000.0,,,,-3136900000.0,,219300000.0,468300000,,79835200000.0,-4688000000.0,74100000.0,66953000000.0,-300000.0,5423100000.0,,,,201100000.0,-333900000.0,12782200000.0,2030700000.0,3905600000.0,,,-260100000.0,,11486600000.0,145800000.0,-1297400000.0,,0.0,8103000000.0,-4095100000.0,-411300000.0,,4494200000,,,,,,,,,,,,,,,,,,,,,,,,,
1993-03-31,1821400000.0,-19900000.0,495900000,495900000,3500000.0,,,8221100000.0,13897800000.0,,,824700000.0,,,-30500000.0,108000000.0,,136600000.0,,-4483300000.0,,-190800000.0,495900000,,90797500000.0,235900000.0,847900000.0,77355700000.0,-300000.0,3848500000.0,,,,357400000.0,-217200000.0,13341800000.0,-459000000.0,-2067300000.0,,,860100000.0,,11952100000.0,165000000.0,-233700000.0,,0.0,8999800000.0,186400000.0,-973500000.0,,4316600000,,,,,,,,,,,,,,,,,,,,,,,,,
1993-06-30,1326500000.0,33500000.0,481600000,481600000,3100000.0,,,8370300000.0,14450600000.0,,,834100000.0,,,-29800000.0,118100000.0,,,,-3609300000.0,,-163800000.0,481600000,,94599100000.0,644400000.0,413800000.0,80668100000.0,-12400000.0,-1293700000.0,,,,-29200000.0,-284900000.0,13831000000.0,4060000000.0,-1755700000.0,,,776600000.0,,12403900000.0,168600000.0,-133900000.0,,0.0,9706200000.0,417100000.0,-912700000.0,,4642500000,,,,,,,,,,,,,,,,,,,,,,,,,
1993-09-30,1252500000.0,-4900000.0,451100000,451100000,3300000.0,,,8208900000.0,14920400000.0,,,840000000.0,,,-31800000.0,115600000.0,,,,-4985600000.0,,-372800000.0,451100000,,96732700000.0,775600000.0,932200000.0,82264300000.0,-300000.0,2706100000.0,,,,-1061000000.0,-299700000.0,14368400000.0,827700000.0,-1772100000.0,,,1746900000.0,,12823200000.0,169200000.0,-262900000.0,,0.0,9845200000.0,518400000.0,-320300000.0,,4744200000,,,,,,,,,,,,,,,,,,,,,,,,,
1993-12-31,2067100000.0,12200000.0,510200000,510200000,3400000.0,,,8364100000.0,15689100000.0,,,885500000.0,,,-31800000.0,130500000.0,,,,-4894100000.0,,947100000.0,509200000,,101014800000.0,-451900000.0,1473400000.0,85590600000.0,-100000.0,7857200000.0,,,,517700000.0,-348200000.0,15224200000.0,-4773300000.0,-2403900000.0,,,908700000.0,,13301500000.0,180200000.0,-191600000.0,,0.0,10171100000.0,430500000.0,-593700000.0,,4993700000,,,,,,,,,,,,,,,,,,,,,,,,,
1994-03-31,2587600000.0,-55900000.0,505600000,505600000,3300000.0,,,10562500000.0,15557800000.0,,,896600000.0,,,-31800000.0,128400000.0,,157500000.0,,-6134600000.0,,-559000000.0,505600000,,110246400000.0,848700000.0,1712200000.0,94509400000.0,-68600000.0,4379300000.0,,,,-841800000.0,-327600000.0,15537000000.0,-767900000.0,-3398600000.0,,,2795400000.0,,13775400000.0,172800000.0,-428300000.0,,0.0,10839400000.0,755100000.0,-875400000.0,,4848100000,,,,,,,,,,,,,,,,,,,,,,,,,
1994-06-30,416100000.0,-3100000.0,549700000,549700000,3700000.0,,,12228000000.0,15957600000.0,,,927300000.0,,,-31600000.0,134700000.0,,,,-5893800000.0,,-17400000.0,549700000,,112746500000.0,211900000.0,-592400000.0,96801200000.0,-40700000.0,6094000000.0,,,,257500000.0,-312200000.0,15745300000.0,-349600000.0,-1157900000.0,,,-525800000.0,,14293400000.0,191000000.0,-548200000.0,,0.0,11650500000.0,738700000.0,-1008500000.0,,5180900000,,,,,,,,,,,,,,,,,,,,,,,,,
1994-09-30,995800000.0,-9000000.0,542500000,542500000,3400000.0,,,12246800000.0,16178900000.0,,,910900000.0,,,-36400000.0,155200000.0,,,,-4789000000.0,,85300000.0,542500000,,114559500000.0,800800000.0,558300000.0,98159700000.0,-41300000.0,4369900000.0,,,,103800000.0,-290400000.0,16199800000.0,-364300000.0,-1220900000.0,,,194300000.0,,14799600000.0,205800000.0,-703900000.0,,0.0,11908100000.0,216000000.0,-437500000.0,,5227500000,,,,,,,,,,,,,,,,,,,,,,,,,
1994-12-31,1389295000.0,-13244000.0,577715000,577715000,4321000.0,2467453000.0,,12359900000.0,13729918000.0,33031000.0,42997490000.0,-11294355000.0,76237000.0,2543690000.0,-36316000.0,163600000.0,843477000.0,,,-10750243000.0,3789559000.0,-66600000.0,577715000,,114346117000.0,186187000.0,514145000.0,97724456000.0,-28076000.0,5347987000.0,453600000.0,,1462545000.0,3134736000.0,-103518000.0,16421661000.0,2728849000.0,-3361891000.0,,,-2486741000.0,,15340928000.0,206864000.0,-5598169000.0,,2951979000.0,1865244000.0,1959452000.0,-875150000.0,,-3482090000,,,,,,,,,,,,,,,,,,,,,,,,,
1995-03-31,3001000000.0,25600000.0,572200000,572200000,5200000.0,,,13677600000.0,17630700000.0,,,998200000.0,,,-36300000.0,169800000.0,,76200000.0,,-7270500000.0,,-1865100000.0,572200000,,125352600000.0,1183500000.0,1871100000.0,108006000000.0,-400000.0,4650500000.0,,,,1131300000.0,,17046600000.0,-746700000.0,-4496600000.0,,2253100000.0,1127700000.0,,15876800000.0,213600000.0,-1728000000.0,,0.0,13516600000.0,1521100000.0,-1129900000.0,,5551800000,,,,,,,,,,,,,,,,,,,,,,,,,
1995-06-30,2697600000.0,-35800000.0,633800000,633800000,6700000.0,,,12782300000.0,18230100000.0,,,1082300000.0,,,-36400000.0,181000000.0,,,,-6658500000.0,,827300000.0,633800000,,130533700000.0,3500000.0,1231400000.0,112106000000.0,-800000.0,4884000000.0,,,,-2961600000.0,,18127700000.0,-669500000.0,-3910200000.0,,,4844500000.0,,16474200000.0,245500000.0,-250000000.0,,0.0,14630200000.0,1176800000.0,-1466200000.0,,5968500000,,,,,,,,,,,,,,,,,,,,,,,,,
1995-09-30,329600000.0,22700000.0,630700000,630700000,4300000.0,,,12615700000.0,18175900000.0,,,1093600000.0,,,-40600000.0,190200000.0,,,,-3734300000.0,,-263900000.0,630700000,,130287800000.0,682200000.0,-109600000.0,111262300000.0,-16000000.0,3304000000.0,,,,87900000.0,,18725500000.0,147600000.0,-721900000.0,,,-892500000.0,,17064300000.0,248200000.0,-869900000.0,,0.0,14613500000.0,415100000.0,-439200000.0,,6031200000,,,,,,,,,,,,,,,,,,,,,,,,,
1995-12-31,1180181000.0,-366000.0,673783000,673783000,4319000.0,2272528000.0,,12733200000.0,14824082000.0,,50542446000.0,-13509858000.0,88371000.0,2360899000.0,-40272000.0,193600000.0,1265210000.0,,,-10654627000.0,3166635000.0,1639500000.0,673783000,,134136398000.0,1230461000.0,595562000.0,113909295000.0,-446000.0,4480199000.0,877257000.0,,1886403000.0,6104661000.0,938992000.0,19827103000.0,3564162000.0,-2090286000.0,,,-5478580000.0,,17697739000.0,248200000.0,-5118288000.0,,3465883000.0,1822061000.0,909739000.0,-584619000.0,,-4531977000,,,,,,,,,,,,,,,,,,,,,,,,,
1996-03-31,2112500000.0,-33700000.0,671200000,671200000,5600000.0,,,11939600000.0,18514700000.0,,,1216400000.0,,,-40300000.0,188300000.0,,88400000.0,,-7060300000.0,,-57000000.0,671200000,,136602000000.0,1143000000.0,1182300000.0,116139000000.0,-96600000.0,4917200000.0,,,,-324300000.0,-470100000.0,20063000000.0,-694100000.0,-3767400000.0,,200900000.0,2134000000.0,,18328700000.0,246500000.0,-557700000.0,,0.0,14864500000.0,1621200000.0,-930200000.0,,6083700000,,,,,,,,,,,,,,,,,,,,,,,,,
1996-06-30,857500000.0,43300000.0,724400000,724400000,5200000.0,,,12799900000.0,21007400000.0,,,1268700000.0,,,-39900000.0,205300000.0,,,,-6602600000.0,,-679700000.0,724400000,,142715700000.0,1175800000.0,-55400000.0,121924700000.0,-348800000.0,-3781100000.0,,,,4934300000.0,-460200000.0,20391000000.0,7290500000.0,-4006100000.0,,2951500000.0,-5182100000.0,,19013100000.0,283700000.0,-2506000000.0,,0.0,15720300000.0,3191800000.0,-912900000.0,,6423700000,,,,,,,,,,,,,,,,,,,,,,,,,
1996-09-30,2525100000.0,52000000.0,731400000,731400000,5300000.0,,,11990900000.0,20595500000.0,,,1303000000.0,,,-47000000.0,210300000.0,,,,-6704000000.0,,513600000.0,731400000,,144649300000.0,1900000000.0,1853600000.0,123188000000.0,-28600000.0,598100000.0,,,,-5604400000.0,-463700000.0,21061300000.0,4568700000.0,-2208700000.0,,-2873900000.0,7034300000.0,,19697600000.0,286600000.0,-1486000000.0,,0.0,15340000000.0,-264200000.0,-671500000.0,,6553100000,,,,,,,,,,,,,,,,,,,,,,,,,
1996-12-31,4079807000.0,-91231000.0,770257000,770257000,6913000.0,2008123000.0,,9617100000.0,19022538000.0,,56698989000.0,-15477125000.0,58740000.0,2066863000.0,-46915000.0,201700000.0,1265210000.0,,,-18059480000.0,4497976000.0,-431700000.0,770257000,,148431002000.0,-3977512000.0,2758842000.0,125986778000.0,-19872000.0,21406180000.0,788681000.0,,1832649000.0,4750103000.0,885100000.0,22044224000.0,-7823258000.0,-4473457000.0,,,-1869896000.0,,20420881000.0,299165000.0,-1509267000.0,,4013222000.0,2122762000.0,302319000.0,-1320965000.0,,-5451429000,,,,,,,,,,,,,,,,,,,,,,,,,
1997-03-31,591900000.0,18500000.0,780900000,780900000,11000000.0,,,10356400000.0,19444500000.0,,,1321400000.0,,,-47000000.0,204000000.0,,58700000.0,,-8129400000.0,5041100000.0,-640200000.0,780900000,,151149400000.0,404300000.0,-662200000.0,128388400000.0,-14700000.0,3687400000.0,,,,-306800000.0,-578300000.0,22361000000.0,4226000000.0,-1470100000.0,,,-107500000.0,,21154900000.0,315300000.0,-1775200000.0,,0.0,2079200000.0,896700000.0,-1254100000.0,,6616600000,,,,,,,,,,,,,,,,,,,,,,,,,
1997-06-30,2277300000.0,9600000.0,826500000,826500000,5900000.0,,,10497500000.0,25276400000.0,,,1382200000.0,,,-46700000.0,217500000.0,,,,-8142400000.0,,-630000000.0,826500000,,156235300000.0,208000000.0,957500000.0,132812200000.0,-256300000.0,2860400000.0,,,,5538300000.0,-605000000.0,23023100000.0,3580400000.0,-3021400000.0,,,-3142800000.0,,21934600000.0,343900000.0,-1758300000.0,,0.0,17799100000.0,753700000.0,-1319800000.0,,7143900000,,,,,,,,,,,,,,,,,,,,,,,,,
1997-09-30,-128500000.0,86400000.0,840300000,840300000,10500000.0,,,10429000000.0,20631500000.0,,,1414500000.0,,,-53100000.0,228700000.0,,,,-13409500000.0,3902700000.0,1048100000.0,840300000,,158612100000.0,1585200000.0,-350200000.0,134345100000.0,-3400000.0,22347800000.0,,,,-6450800000.0,-897200000.0,23867000000.0,-8059700000.0,656900000.0,,-4486300000.0,5731500000.0,,22089200000.0,344300000.0,-3734100000.0,,0.0,2257200000.0,-442000000.0,-221700000.0,,6984200000,,,,,,,,,,,,,,,,,,,,,,,,,
1997-12-31,294288000.0,-86323000.0,884635000,884635000,9168000.0,3332542000.0,,10283000000.0,21885738000.0,,60246547000.0,-16961594000.0,86917000.0,3419459000.0,-52831000.0,222700000.0,1897804000.0,,,-2343556000.0,3374907000.0,-5059200000.0,884635000,,163970687000.0,-1174500000.0,-862442000.0,139569560000.0,-233307000.0,-2533985000.0,1056081000.0,,1702578000.0,1243764000.0,172141000.0,24001127000.0,2823101000.0,-1020933000.0,,6029100000.0,-3675876000.0,,22920991000.0,363063000.0,-3770225000.0,,4698898000.0,2342187000.0,640322000.0,-1156730000.0,,-6342162000,,,,,,,,,,,,,,,,,,,,,,,,,
