date,quarterlyOtherCurrentLiabilities,quarterlyOtherNonCurrentLiabilities,quarterlyLongTermDebt,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyAccountsReceivable,quarterlyInvestmentsAndAdvances,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyGoodwill,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyInventory,quarterlyOtherIntangibleAssets,quarterlyCurrentDebt,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherCurrentAssets,quarterlyCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyStockholdersEquity,quarterlyAccumulatedDepreciation,quarterlyNetPPE,quarterlyOtherShortTermInvestments,quarterlyRetainedEarnings,quarterlyNonCurrentDeferredRevenue,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyTaxProvision,quarterlyPretaxIncome,quarterlyChangesInAccountReceivables,quarterlyFreeCashFlow,quarterlyCostOfRevenue,quarterlyStockBasedCompensation,quarterlyBasicAverageShares,quarterlyBeginningCashPosition,quarterlyDepreciationAndAmortization,quarterlyDilutedEPS,quarterlyInvestingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyNetIncomeContinuousOperations,quarterlyEndCashPosition,quarterlySaleOfInvestment,quarterlyOtherIncomeExpense,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,quarterlyBasicEPS,quarterlyResearchAndDevelopment,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,quarterlyCommonStockIssuance,quarterlyNetOtherFinancingCharges,quarterlyCashDividendsPaid,quarterlyDeferredIncomeTax,quarterlyEbitda,quarterlyChangeInCashSupplementalAsReported,quarterlyPurchaseOfInvestment,quarterlyRepaymentOfDebt,quarterlyNetOtherInvestingChanges,quarterlyNetIncome,quarterlyInterestExpense,quarterlySellingGeneralAndAdministration,quarterlyPurchaseOfBusiness,quarterlyCapitalExpenditure,quarterlyOperatingExpense,quarterlyOtherNonCashItems,quarterlyOperatingIncome,quarterlyDilutedAverageShares,quarterlyCurrentAccruedExpenses,quarterlyIncomeTaxPayable,quarterlyChangeInWorkingCapital,quarterlyTotalRevenue,quarterlyNetIncomeCommonStockholders,quarterlyGrossProfit
2005-12-31,1978000000.0,5131000000,8649000000.0,41372000000,34340000000,3216000000.0,,16152000000,,1267000000,1222000000,2372000000.0,120000000.0,2399000000,461000000.0,1298000000.0,4535000000,23456000000,150000000,1234000000,1764000000.0,3908000000.0,17575000000,-18289000000.0,27438000000,45000000.0,14059000000,,45727000000.0,7304000000,7032000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-06-30,736000000.0,289000000,7648000000.0,48516000000,39740000000,,5249000000.0,15200000000,,1584000000,776000000,1592000000.0,279000000.0,2732000000,683000000.0,1368000000.0,181000000,24061000000,160000000,2724000000,,4053000000.0,24218000000,,30985000000,808000000.0,21088000000,649000000.0,,8861000000,8776000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-12-31,389000000.0,189000000,7243000000.0,51740000000,42003000000,,3772000000.0,14771000000,,2269000000,1423000000,1379000000.0,275000000.0,3203000000,686000000.0,1386000000.0,1224000000,23513000000,278000000,2732000000,,3937000000.0,27980000000,,33282000000,846000000.0,26006000000,611000000.0,,8742000000,9737000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-06-30,512000000.0,595000000,9291000000.0,58168000000,47081000000,,5940000000.0,18001000000,,2889000000,1937000000,1822000000.0,300000000.0,3296000000,615000000.0,1352000000.0,201000000,28250000000,213000000,2404000000,,4724000000.0,29667000000,-20608000000.0,36705000000,952000000.0,27729000000,547000000.0,57313000000.0,10249000000,11087000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-12-31,985000000.0,628000000,11718000000.0,63846000000,49668000000,,,20460000000,,3324000000,2142000000,1352000000.0,389000000.0,4410000000,591000000.0,2580000000.0,1531000000,32588000000,458000000,2354000000,,5108000000.0,30880000000,,44667000000,1182000000.0,28958000000,498000000.0,,12128000000,14178000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-06-30,2088000000.0,1260000000,9234000000.0,75889000000,54328000000,7999000000.0,1448000000.0,20487000000,442000000.0,6291000000,4237000000,3116000000.0,418000000.0,4971000000,625000000.0,3461000000.0,717000000,36846000000,498000000,2343000000,750000000.0,4612000000.0,38335000000,-23100000000.0,47332000000,2054000000.0,35756000000,488000000.0,70432000000.0,16359000000,21561000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-31,1871000000.0,399000000,9207000000.0,73289000000,53602000000,5020000000.0,1810000000.0,20475000000,,8835000000,7195000000,3805000000.0,264000000.0,4883000000,652000000.0,2156000000.0,395000000,33640000000,327000000,2343000000,,5533000000.0,38772000000,,46739000000,1640000000.0,35783000000,544000000.0,,13165000000,19687000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-06-30,1068000000.0,142000000,15325000000.0,78770000000,56284000000,3705000000.0,1543000000.0,26209000000,398000000.0,11596000000,10833000000,3038000000.0,251000000.0,4821000000,263000000.0,1094000000.0,376000000,38059000000,279000000,2343000000,,5619000000.0,39954000000,-28763000000.0,49032000000,763000000.0,36831000000,485000000.0,77795000000.0,11850000000,22486000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-12-31,789000000.0,91000000,14935000000.0,81553000000,59954000000,6196000000.0,1822000000.0,26746000000,,9026000000,8382000000,3626000000.0,283000000.0,5056000000,670000000.0,1362000000.0,391000000,36952000000,295000000,2343000000,1498000000.0,5515000000.0,43931000000,,52206000000,644000000.0,40617000000,431000000.0,,10206000000,21599000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-30,511000000.0,266000000,13573000000.0,88852000000,63718000000,4945000000.0,1510000000.0,26481000000,370000000.0,12748000000,12456000000,4320000000.0,289000000.0,5334000000,317000000.0,2191000000.0,511000000,39523000000,320000000,2343000000,,6467000000.0,48525000000,-29569000000.0,55576000000,292000000.0,44801000000,420000000.0,85145000000.0,13042000000,25134000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-31,607000000.0,140000000,14125000000.0,98272000000,67694000000,7876000000.0,1449000000.0,27402000000,,16597000000,16156000000,3872000000.0,273000000.0,5620000000,778000000.0,1831000000.0,535000000,41279000000,332000000,2340000000,1838000000.0,6743000000.0,56092000000,,59174000000,441000000.0,52445000000,471000000.0,,13877000000,30578000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-30,288000000.0,79000000,12388000000.0,102891000000,77611000000,6068000000.0,1602000000.0,25403000000,370000000.0,10348000000,10084000000,2683000000.0,259000000.0,6154000000,534000000.0,3519000000.0,551000000,45136000000,308000000,2253000000,2001000000.0,9718000000.0,56762000000,-34023000000.0,68468000000,264000000.0,53131000000,429000000.0,102491000000.0,19733000000,25280000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-31,576000000.0,88000000,18713000000.0,123967000000,104613000000,8056000000.0,1692000000.0,36609000000,,4364000000,3616000000,8137000000.0,223000000.0,6405000000,1162000000.0,6354000000.0,569000000,59350000000,360000000,2252000000,,10541000000.0,63456000000,,95601000000,748000000.0,59886000000,391000000.0,,22741000000,19354000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-30,633000000.0,317000000,24644000000.0,129273000000,108822000000,4723000000.0,748000000.0,40154000000,4105000000.0,4781000000,4781000000,5287000000.0,251000000.0,6233000000,1007000000.0,2790000000.0,582000000,62188000000,466000000,2255000000,1912000000.0,8727000000.0,65870000000,-40586000000.0,95247000000,282000000.0,62236000000,328000000.0,135833000000.0,22034000000,20451000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-31,537000000.0,101000000,31835000000.0,133685000000,112327000000,7719000000.0,2135000000.0,46638000000,,5269000000,5086000000,5177000000.0,293000000.0,6571000000,5207000000.0,3650000000.0,600000000,65508000000,499000000,2255000000,1929000000.0,10740000000.0,66934000000,,97540000000,183000000.0,63299000000,286000000.0,,18870000000,21358000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-30,437000000.0,582000000,29754000000.0,138109000000,118323000000,4558000000.0,636000000.0,45702000000,4105000000.0,6097000000,6060000000,6469000000.0,208000000.0,5822000000,1121000000.0,4962000000.0,757000000,66074000000,404000000,2255000000,1970000000.0,7605000000.0,70664000000,-50323000000.0,102927000000,37000000.0,66979000000,259000000.0,153250000000.0,20372000000,19786000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-31,23000000.0,1141000000,31702000000.0,151015000000,126417000000,6698000000.0,5903000000.0,48643000000,,11099000000,10947000000,7036000000.0,272000000.0,5917000000,5533000000.0,6333000000.0,837000000,68736000000,595000000,2255000000,2895000000.0,9734000000.0,76559000000,,105254000000,152000000.0,72014000000,308000000.0,,20093000000,24598000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-30,16000000.0,303000000,29036000000.0,151413000000,129117000000,4620000000.0,4321000000.0,47967000000,4034000000.0,8803000000,8803000000,7066000000.0,218000000.0,6013000000,1405000000.0,4088000000.0,615000000,66031000000,334000000,2255000000,2927000000.0,6973000000.0,79143000000,-56131000000.0,108787000000,87000000.0,74548000000,267000000.0,164918000000.0,18064000000,22296000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-31,14000000.0,559000000,28610000000.0,146081000000,127180000000,5584000000.0,5700000000.0,46481000000,,6211000000,6130000000,7493000000.0,189000000.0,6149000000,5289000000.0,2459000000.0,624000000,59831000000,327000000,2243000000,2842000000.0,8338000000.0,79845000000,,108771000000,81000000.0,74990000000,275000000.0,,13350000000,18901000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,251000000.0,1031000000,27625000000.0,124580000000,108211000000,2982000000.0,3735000000.0,41182000000,3274000000.0,6753000000,6753000000,4542000000.0,129000000.0,4292000000,1018000000.0,2443000000.0,615000000,54035000000,262000000,2243000000,2557000000.0,4857000000.0,64768000000,-56134000000.0,94072000000,83000000.0,60044000000,305000000.0,150206000000.0,12853000000,16369000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,243000000.0,1622000000,32476000000.0,118669000000,100286000000,2903000000.0,3758000000.0,45601000000,,10701000000,10626000000,4002000000.0,107000000.0,3914000000,4214000000.0,4071000000.0,497000000,57239000000,189000000,2243000000,2474000000.0,5678000000.0,55786000000,,85439000000,75000000.0,51111000000,296000000.0,,11638000000,18383000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,5000000.0,1778000000,31462000000.0,118953000000,101239000000,3155000000.0,2816000000.0,46542000000,3273000000.0,10355000000,10319000000,4324000000.0,77000000.0,3411000000,846000000.0,3373000000.0,876000000,58882000000,141000000,2243000000,2538000000.0,5389000000.0,54290000000,-70236000000.0,83975000000,36000000.0,49542000000,278000000.0,154211000000.0,12340000000,17714000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,307000000.0,1809000000,30670000000.0,119535000000,98034000000,3594000000.0,3486000000.0,45111000000,,14090000000,13987000000,4337000000.0,153000000.0,3499000000,4030000000.0,3374000000.0,1216000000,57110000000,131000000,2243000000,2396000000.0,5128000000.0,56649000000,,82170000000,103000000.0,52021000000,210000000.0,,11999000000,21501000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,394000000.0,1106000000,28418000000.0,117006000000,95950000000,2836000000.0,2792000000.0,42914000000,3269000000.0,14184000000,14153000000,3765000000.0,102000000.0,3673000000,699000000.0,967000000.0,1165000000,54280000000,127000000,2243000000,2400000000.0,5551000000.0,57258000000,-77169000000.0,80497000000,31000000.0,52618000000,360000000.0,157666000000.0,11366000000,21056000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,217000000.0,633000000,25700000000.0,112582000000,92439000000,3542000000.0,3957000000.0,38891000000,,12373000000,12322000000,3526000000.0,63000000.0,4020000000,3873000000.0,2033000000.0,1086000000,50421000000,111000000,2243000000,2391000000.0,5999000000.0,56977000000,,78849000000,51000000.0,52351000000,350000000.0,,11530000000,20143000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,1360000000.0,1093000000,23344000000.0,111993000000,76863000000,3096000000.0,2881000000.0,37334000000,247000000.0,15889000000,15871000000,3472000000.0,118000000.0,3764000000,531000000.0,2351000000.0,1210000000,51323000000,154000000,2243000000,2290000000.0,5977000000.0,55592000000,-59546000000.0,67182000000,18000000.0,51064000000,337000000.0,126728000000.0,13989000000,35130000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,19000000.0,1256000000,23938000000.0,102414000000,76007000000,6395000000.0,3467000000.0,36730000000,,15812000000,15575000000,3381000000.0,128000000.0,3972000000,,1527000000.0,1104000000,47098000000,136000000,2168000000,2233000000.0,5616000000.0,50647000000,,66673000000,237000000.0,46262000000,315000000.0,,10368000000,26407000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,127000000.0,896000000,22517000000.0,100861000000,77488000000,3462000000.0,2953000000.0,36698000000,247000000.0,15628000000,15613000000,3234000000.0,113000000.0,3840000000,428000000.0,1088000000.0,823000000,49037000000,247000000,2168000000,2285000000.0,6717000000.0,47240000000,-64108000000.0,68041000000,15000000.0,42819000000,281000000.0,132149000000.0,12339000000,23373000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
