date,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyOtherNonCashItems,quarterlyDepreciationAndAmortization,quarterlySellingGeneralAndAdministration,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalNonCurrentAssets,quarterlyRepurchaseOfCapitalStock,quarterlySaleOfInvestment,quarterlyGrossPPE,quarterlyDilutedEPS,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredRevenue,quarterlyEbitda,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyOperatingExpense,quarterlyCashAndCashEquivalents,quarterlyCurrentDeferredRevenue,quarterlyBasicAverageShares,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBeginningCashPosition,quarterlyRepaymentOfDebt,quarterlyCapitalStock,quarterlyTaxProvision,quarterlyPurchaseOfBusiness,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyChangesInAccountReceivables,quarterlyBasicEPS,quarterlyCurrentDebt,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,quarterlyCapitalExpenditure,quarterlyNetOtherFinancingCharges,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentAssets,quarterlyOtherIntangibleAssets,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentAssets,quarterlyGoodwill,quarterlyCostOfRevenue,quarterlyNetOtherInvestingChanges,quarterlyOtherIncomeExpense,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyStockholdersEquity,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,quarterlyChangeInInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyGrossProfit,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,quarterlyInventory,quarterlyDilutedAverageShares,quarterlyStockBasedCompensation,quarterlyResearchAndDevelopment,quarterlyIncomeTaxPayable,quarterlyRetainedEarnings
2013-09-30,-21500000.0,85600000.0,155600000.0,-400000.0,12700000.0,13000000,11300000.0,118200000,,96900000.0,18300000,1218700000.0,21000000,1063100000.0,,,1261300000.0,0.29,58500000,-28400000.0,39800000,1600000.0,,41600000.0,6500000.0,,,52300000,,,21500000,86900000.0,27100000.0,74000000.0,86900000.0,115300000.0,-200000.0,,400000,,956200000.0,39600000,-1500000.0,0.29,700000.0,-46700000.0,0,-40200000.0,-25000000.0,-305100000.0,2200000.0,,21500000,39200000,0.0,2300000.0,104700000.0,56900000,0.0,-23800000,14300000.0,,1121800000.0,10000000.0,,1200000.0,,61300000,-40200000,86900000.0,1600000.0,11600000.0,74000000.0,,,,
2013-12-31,-22400000.0,83400000.0,135100000.0,-2900000.0,12600000.0,13300000,11000000.0,118900000,,94400000.0,19600000,1208500000.0,19700000,1073400000.0,,,1276400000.0,0.27,45100000,-32800000.0,36500000,1400000.0,,30500000.0,-1000000.0,-400000.0,,49100000,,,20500000,54100000.0,34000000.0,74000000.0,54100000.0,86900000.0,-100000.0,,-700000,,966600000.0,36100000,2100000.0,0.27,700000.0,-45300000.0,0,-25500000.0,-22800000.0,-309800000.0,2100000.0,,20200000,36800000,0.0,8900000.0,104700000.0,61900000,-7100000.0,-25200000,12200000.0,,1114100000.0,9800000.0,,200000.0,,57000000,-32600000,54100000.0,-5300000.0,11600000.0,74000000.0,,,,
2014-03-31,-23700000.0,87500000.0,128000000.0,-700000.0,12600000.0,15900000,285100000.0,130700000,,372600000.0,66800000,1193700000.0,33200000,1065700000.0,,,1279700000.0,0.45,71900000,-13500000.0,56300000,1700000.0,,27000000.0,4300000.0,,4100000.0,68900000,,,23800000,40600000.0,29000000.0,74000000.0,40600000.0,54100000.0,-200000.0,,0,,959000000.0,55700000,0.0,0.45,800000.0,-78800000.0,400000,-5100000.0,-14900000.0,-320700000.0,2000000.0,,34200000,55700000,0.0,11000000.0,104700000.0,50600000,-1500000.0,-600000,12200000.0,,821100000.0,279600000.0,,300000.0,,80100000,-6600000,40600000.0,-2300000.0,11700000.0,74000000.0,,,,
2014-06-30,-25000000.0,82400000.0,119400000.0,-2000000.0,12400000.0,15900000,270300000.0,126800000,,352700000.0,48400000,1181400000.0,27600000,1062000000.0,,,1287800000.0,0.37,56500000,2600000.0,44300000,3200000.0,,25700000.0,3200000.0,,4300000.0,56700000,,,23100000,43200000.0,30200000.0,74000000.0,43200000.0,40600000.0,-15200000.0,,100000,,955800000.0,43000000,1300000.0,0.37,800000.0,-51100000.0,1000000,-8100000.0,-10900000.0,-332000000.0,1500000.0,,28800000,42900000,0.0,8200000.0,104700000.0,59400000,5300000.0,-1300000,10900000.0,,828700000.0,264400000.0,,0.0,,67400000,-2800000,43200000.0,500000.0,11700000.0,74000000.0,,,,
2014-09-30,-26500000.0,90800000.0,105500000.0,1700000.0,12500000.0,15300000,270200000.0,130700000,,361000000.0,28000000,1194300000.0,27600000,1088800000.0,,,1326700000.0,0.37,61900000,-11000000.0,44200000,1800000.0,,34900000.0,4600000.0,,4200000.0,56700000,,,22200000,32200000.0,30100000.0,74100000.0,32200000.0,43200000.0,-200000.0,,0,,982600000.0,43100000,2000000.0,0.37,800000.0,-39200000.0,1000000,-33900000.0,-12500000.0,-344100000.0,1500000.0,,29100000,43100000,0.0,6900000.0,104700000.0,64300000,200000.0,-1100000,8900000.0,,833300000.0,264200000.0,,400000.0,,66400000,-33700000,32200000.0,2700000.0,11600000.0,74100000.0,,,,
2014-12-31,-27900000.0,100600000.0,97200000.0,900000.0,12700000.0,17700000,650200000.0,131900000,,750800000.0,25000000,1214500000.0,27000000,1117300000.0,,,1361700000.0,0.36,56500000,-4900000.0,38500000,1700000.0,,42200000.0,6500000.0,0.0,4000000.0,51200000,,,24900000,27300000.0,30500000.0,75600000.0,27300000.0,32200000.0,-510300000.0,,-200000,,1008600000.0,36200000,-1300000.0,0.36,800000.0,-29400000.0,1700000,-31500000.0,-11300000.0,-353100000.0,4000000.0,,29200000,36400000,0.0,7000000.0,104700000.0,68500000,-500000.0,-26100000,10200000.0,,463700000.0,644000000.0,,200000.0,,63400000,-32000000,27300000.0,-400000.0,11700000.0,75700000.0,,,,
2015-03-31,-33100000.0,115000000.0,209900000.0,-1500000.0,12700000.0,18700000,763000000.0,130000000,,878000000.0,28800000,1354000000.0,41600000,1144100000.0,,,1396300000.0,0.52,58500000,105200000.0,51200000,7000000.0,,44900000.0,1400000.0,,4600000.0,63900000,,,27100000,132500000.0,33400000.0,80300000.0,132500000.0,27300000.0,-415200000.0,,0,,1031000000.0,45900000,1600000.0,0.52,800000.0,76000000.0,4900000,-29700000.0,-3900000.0,-365300000.0,8400000.0,,45600000,45900000,0.0,6100000.0,104700000.0,51700000,400000.0,0,8600000.0,,476000000.0,757000000.0,,-100000.0,,78300000,-29300000,132500000.0,5000000.0,11500000.0,80400000.0,,,,
2015-06-30,-36900000.0,128000000.0,214700000.0,2300000.0,12700000.0,17900000,762200000.0,140000000,,890200000.0,35600000,1382600000.0,44400000,1167900000.0,,,1435400000.0,0.55,69400000,-2100000.0,57800000,3600000.0,,55500000.0,2800000.0,,7800000.0,70500000,,,25800000,130400000.0,30000000.0,80400000.0,130400000.0,132500000.0,-200000.0,,0,,1059500000.0,51400000,-4000000.0,0.55,800000.0,-36600000.0,5800000,-33800000.0,-800000.0,-375900000.0,3700000.0,,51200000,51400000,0.0,7300000.0,104700000.0,56400000,-1100000.0,-200000,12600000.0,8400000.0,492400000.0,752600000.0,,-100000.0,,83600000,-34900000,130400000.0,9300000.0,11700000.0,80400000.0,,,,
2015-09-30,-41600000.0,135500000.0,173000000.0,300000.0,12700000.0,21100000,762500000.0,140900000,,898000000.0,-600000,1391100000.0,32900000,1218100000.0,,,1496700000.0,0.41,57000000,-40000000.0,47100000,2700000.0,,67600000.0,2200000.0,,8400000.0,59800000,0.0,,25400000,90400000.0,30500000.0,80400000.0,90400000.0,130400000.0,-300000.0,,100000,,1109200000.0,41900000,800000.0,0.41,800000.0,-42100000.0,4700000,-57600000.0,-200000.0,-387500000.0,4200000.0,,41500000,41800000,0.0,4100000.0,104700000.0,68400000,2700000.0,0,11800000.0,2500000.0,493100000.0,752500000.0,,100000.0,,72500000,-54900000,90400000.0,-1600000.0,11800000.0,80400000.0,,,,
2015-12-31,-46400000.0,612000000.0,474000000.0,14900000.0,50900000.0,46000000,5811000000.0,257000000,,6406000000.0,54000000,15662000000.0,-20000000,15203000000.0,,,10118000000.0,-0.14,54000000,-47100000.0,50000000,12000000.0,,89000000.0,-44400000.0,,13000000.0,91000000,168700000.0,,89000000,43000000.0,32000000.0,146000000.0,43000000.0,90400000.0,-1318300000.0,,2000000,,9683000000.0,20000000,-27400000.0,-0.14,,1277700000.0,20000000,-142900000.0,1222900000.0,-435000000.0,12000000.0,466000000.0,18000000,18000000,0.0,50000000.0,2559000000.0,118000000,-4000000.0,-10000000,244000000.0,406000000.0,9256000000.0,5255000000.0,2458000000.0,1100000.0,377000000.0,139000000,-1379000000,43000000.0,-8700000.0,49000000.0,146000000.0,,,,
2016-03-31,-294000000.0,1045000000.0,429000000.0,26000000.0,132000000.0,52000000,5278000000.0,578000000,,6323000000.0,295000000,15978000000.0,-99000000,15549000000.0,,77000000.0,10964000000.0,-0.33,295000000,-39000000.0,151000000,14000000.0,,105000000.0,16000000.0,-4000000.0,15000000.0,147000000,321000000.0,,169000000,4000000.0,35000000.0,300000000.0,4000000.0,43000000.0,-1864000000.0,,-4000000,-29000000.0,10195000000.0,-41000000,-5000000.0,-0.33,,-94000000.0,56000000,-291000000.0,-94000000.0,-769000000.0,11000000.0,520000000.0,-60000000,-37000000,0.0,28000000.0,2200000000.0,258000000,3000000.0,-124000000,250000000.0,355000000.0,9655000000.0,4715000000.0,2598000000.0,1000000.0,382000000.0,320000000,-240000000,4000000.0,-15000000.0,45000000.0,300000000.0,,,,
2016-06-30,-201000000.0,650000000.0,486000000.0,16000000.0,137000000.0,49000000,4963000000.0,618000000,,6606000000.0,298000000,16079000000.0,-36000000,15593000000.0,,0.0,11253000000.0,-0.11,298000000,31000000.0,160000000,17000000.0,,102000000.0,10000000.0,-9000000.0,19000000.0,201000000,984000000.0,,168000000,35000000.0,38000000.0,331000000.0,35000000.0,4000000.0,-1308000000.0,,-8000000,-10000000.0,10360000000.0,12000000,-15000000.0,-0.11,,19000000.0,52000000,-278000000.0,19000000.0,-893000000.0,12000000.0,511000000.0,19000000,20000000,0.0,24000000.0,2199000000.0,290000000,2000000.0,-84000000,265000000.0,396000000.0,9473000000.0,4400000000.0,2485000000.0,-4000000.0,368000000.0,328000000,-286000000,35000000.0,33000000.0,49000000.0,331000000.0,,,,
2016-09-30,-230000000.0,670000000.0,686000000.0,7000000.0,138000000.0,46000000,4591000000.0,668000000,,6261000000.0,339000000,16415000000.0,74000000,15729000000.0,,0.0,11551000000.0,0.21,339000000,173000000.0,200000000,18000000.0,,107000000.0,28000000.0,-3000000.0,24000000.0,332000000,189000000.0,,166000000,208000000.0,35000000.0,341000000.0,208000000.0,35000000.0,-363000000.0,,0,-17000000.0,10537000000.0,143000000,-24000000.0,0.22,,157000000.0,51000000,-305000000.0,157000000.0,-1014000000.0,14000000.0,501000000.0,141000000,143000000,0.0,33000000.0,2199000000.0,302000000,-1000000.0,7000000,289000000.0,405000000.0,10154000000.0,4411000000.0,2475000000.0,-1000000.0,5000000.0,366000000,-323000000,208000000.0,41000000.0,50000000.0,346000000.0,,,,
2016-12-31,-249000000.0,704000000.0,740000000.0,12000000.0,139000000.0,46000000,4623000000.0,692000000,,6327000000.0,356000000,16646000000.0,62000000,15906000000.0,0.0,0.0,11845000000.0,0.17,356000000,26000000.0,199000000,24000000.0,,123000000.0,35000000.0,-1000000.0,27000000.0,323000000,282000000.0,,172000000,234000000.0,36000000.0,351000000.0,234000000.0,208000000.0,-317000000.0,,0,-31000000.0,10730000000.0,132000000,-8000000.0,0.17,,33000000.0,52000000,-332000000.0,0.0,-1115000000.0,14000000.0,492000000.0,133000000,132000000,0.0,33000000.0,2199000000.0,321000000,0.0,-2000000,297000000.0,413000000.0,10319000000.0,4422000000.0,2467000000.0,-4000000.0,5000000.0,371000000,-363000000,234000000.0,41000000.0,54000000.0,356000000.0,,,,
2017-03-31,-1882000000.0,712000000.0,811000000.0,27000000.0,187000000.0,58000000,6873000000.0,856000000,,8585000000.0,377000000,18285000000.0,72000000,17474000000.0,,80000000.0,13410000000.0,0.19,377000000,31000000.0,259000000,26000000.0,,121000000.0,-51000000.0,0.0,45000000.0,440000000,151000000.0,,234000000,265000000.0,41000000.0,362000000.0,265000000.0,234000000.0,-13000000.0,,0,-774000000.0,11411000000.0,187000000,44000000.0,0.2,,607000000.0,66000000,-280000000.0,98000000.0,-1999000000.0,17000000.0,482000000.0,150000000,187000000,0.0,31000000.0,2245000000.0,363000000,1000000.0,6000000,255000000.0,402000000.0,9700000000.0,6654000000.0,3306000000.0,0.0,6000000.0,493000000,-953000000,265000000.0,-59000000.0,62000000.0,367000000.0,,,,
2017-06-30,-280000000.0,790000000.0,843000000.0,29000000.0,164000000.0,57000000,6902000000.0,889000000,,8692000000.0,467000000,18601000000.0,99000000,17758000000.0,,0.0,13618000000.0,0.26,467000000,28000000.0,279000000,29000000.0,,144000000.0,50000000.0,1000000.0,59000000.0,431000000,292000000.0,,208000000,293000000.0,42000000.0,377000000.0,293000000.0,265000000.0,0.0,,2000000,-86000000.0,11638000000.0,193000000,-27000000.0,0.26,,12000000.0,74000000,-372000000.0,0.0,-1980000000.0,18000000.0,473000000.0,190000000,191000000,0.0,31000000.0,2245000000.0,402000000,3000000.0,1000000,284000000.0,443000000.0,9909000000.0,6666000000.0,3368000000.0,-2000000.0,7000000.0,487000000,-451000000,293000000.0,43000000.0,62000000.0,382000000.0,,,,
2017-09-30,-731000000.0,1048000000.0,571000000.0,23000000.0,164000000.0,59000000,7104000000.0,933000000,,9152000000.0,494000000,19238000000.0,114000000,18667000000.0,,0.0,14054000000.0,0.29,494000000,-290000000.0,288000000,41000000.0,-14000000.0,152000000.0,42000000.0,1000000.0,74000000.0,475000000,40000000.0,,213000000,3000000.0,45000000.0,394000000.0,3000000.0,293000000.0,-865000000.0,,1000000,-79000000.0,11922000000.0,218000000,-37000000.0,0.29,,-351000000.0,93000000,-352000000.0,-7000000.0,-2132000000.0,22000000.0,463000000.0,216000000,217000000,0.0,32000000.0,2245000000.0,432000000,-2000000.0,23000000,320000000.0,449000000.0,10086000000.0,6848000000.0,3997000000.0,-1000000.0,7000000.0,501000000,-433000000,3000000.0,22000000.0,64000000.0,395000000.0,,,,
2017-12-31,-336000000.0,1304000000.0,559000000.0,0.0,168000000.0,67000000,7223000000.0,1012000000,,9527000000.0,569000000,19500000000.0,126000000,18941000000.0,0.0,0.0,14462000000.0,0.31,569000000,2000000.0,286000000,38000000.0,-14000000.0,151000000.0,106000000.0,-3000000.0,85000000.0,503000000,0.0,,225000000,5000000.0,48000000.0,407000000.0,5000000.0,3000000.0,-1521000000.0,,-2000000,-71000000.0,12187000000.0,239000000,28000000.0,0.31,,-97000000.0,96000000,-407000000.0,-10000000.0,-2275000000.0,26000000.0,453000000.0,238000000,241000000,0.0,37000000.0,2245000000.0,501000000,6000000.0,49000000,292000000.0,513000000.0,9973000000.0,6945000000.0,4010000000.0,0.0,5000000.0,511000000,-470000000,5000000.0,42000000.0,65000000.0,407000000.0,,,,
2018-03-31,-4463000000.0,876000000.0,729000000.0,18000000.0,176000000.0,69000000,12152000000.0,1332000000,,14028000000.0,450000000,21006000000.0,405000000,20277000000.0,-4458000000.0,0.0,16454000000.0,0.61,450000000,-3000000.0,496000000,445000000.0,-16000000.0,143000000.0,-178000000.0,4000000.0,98000000.0,733000000,0.0,,236000000,2000000.0,43000000.0,661000000.0,2000000.0,9000000.0,-5493000000.0,,4000000,-38000000.0,13291000000.0,427000000,-8000000.0,0.61,,37000000.0,130000000,-455000000.0,-58000000.0,-3163000000.0,28000000.0,444000000.0,421000000,423000000,,33000000.0,2460000000.0,600000000,3000000.0,61000000,300000000.0,99000000.0,6978000000.0,11861000000.0,4033000000.0,2000000.0,10000000.0,732000000,-490000000,6000000.0,-44000000.0,64000000.0,661000000.0,,,,
2018-06-30,-484000000.0,1279000000.0,774000000.0,-7000000.0,188000000.0,72000000,12178000000.0,1503000000,,14460000000.0,840000000,21412000000.0,433000000,20638000000.0,-467000000.0,0.0,16974000000.0,0.55,840000000,3000000.0,558000000,610000000.0,-16000000.0,172000000.0,145000000.0,1000000.0,105000000.0,796000000,0.0,,252000000,3000000.0,41000000.0,794000000.0,3000000.0,6000000.0,-595000000.0,,1000000,-74000000.0,13642000000.0,457000000,-63000000.0,0.55,,-373000000.0,151000000,-407000000.0,-2000000.0,-3332000000.0,37000000.0,435000000.0,453000000,456000000,,41000000.0,2460000000.0,693000000,2000000.0,50000000,363000000.0,183000000.0,6952000000.0,11874000000.0,4042000000.0,-7000000.0,11000000.0,810000000,-464000000,9000000.0,163000000.0,73000000.0,794000000.0,,,,
2018-09-30,-528000000.0,1204000000.0,925000000.0,22000000.0,201000000.0,76000000,13219000000.0,1619000000,,15426000000.0,737000000,22379000000.0,491000000,21454000000.0,-498000000.0,0.0,17778000000.0,0.62,737000000,30000000.0,608000000,665000000.0,-16000000.0,146000000.0,-45000000.0,2000000.0,112000000.0,873000000,0.0,,268000000,37000000.0,49000000.0,794000000.0,37000000.0,9000000.0,-1474000000.0,,3000000,-554000000.0,14271000000.0,519000000,-86000000.0,0.62,,366000000.0,153000000,-521000000.0,-3000000.0,-3507000000.0,36000000.0,434000000.0,510000000,516000000,,37000000.0,2586000000.0,743000000,1000000.0,64000000,452000000.0,179000000.0,6953000000.0,12889000000.0,4104000000.0,-5000000.0,13000000.0,876000000,-1073000000,39000000.0,32000000.0,81000000.0,794000000.0,,,,
2018-12-31,-526000000.0,1186000000.0,897000000.0,64000000.0,201000000.0,74000000,13725000000.0,1625000000,,15915000000.0,799000000,22779000000.0,414000000,21882000000.0,0.0,0.0,18316000000.0,0.52,799000000,37000000.0,601000000,83000000.0,-16000000.0,162000000.0,37000000.0,1000000.0,123000000.0,867000000,0.0,,267000000,68000000.0,51000000.0,794000000.0,68000000.0,39000000.0,-3565000000.0,,0,-126000000.0,14639000000.0,439000000,35000000.0,0.52,,-103000000.0,227000000,-536000000.0,-30000000.0,-3677000000.0,35000000.0,424000000.0,434000000,439000000,,46000000.0,2586000000.0,757000000,3000000.0,65000000,417000000.0,687000000.0,6864000000.0,13392000000.0,4174000000.0,5000000.0,13000000.0,868000000,-659000000,76000000.0,-51000000.0,77000000.0,794000000.0,,,,
