date,quarterlyNetIncomeCommonStockholders,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,quarterlyPurchaseOfInvestment,quarterlyEbitda,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,quarterlyRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlyOtherShortTermInvestments,quarterlyDilutedAverageShares,quarterlyTotalRevenue,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyIncomeTaxPayable,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyChangeInInventory,quarterlyOtherCurrentAssets,quarterlyLongTermDebt,quarterlyOtherNonCurrentLiabilities,quarterlyBasicEPS,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyChangeInAccountPayable,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyGrossProfit,quarterlyBasicAverageShares,quarterlyInvestmentsAndAdvances,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyNetOtherInvestingChanges,quarterlyRepaymentOfDebt,quarterlyTaxProvision,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyNetPPE,quarterlyAccumulatedDepreciation,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyOperatingExpense,quarterlyOtherIntangibleAssets,quarterlyNetOtherFinancingCharges,quarterlyPretaxIncome,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyResearchAndDevelopment,quarterlyCommonStockIssuance,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,quarterlyPurchaseOfBusiness,quarterlyTotalAssets,quarterlyOtherCurrentLiabilities,quarterlySaleOfInvestment,quarterlyChangeInCashSupplementalAsReported,quarterlyChangesInAccountReceivables,quarterlyTotalNonCurrentAssets,quarterlyDepreciationAndAmortization,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyDilutedEPS,quarterlyGoodwill
2015-03-31,2127000000,27000000.0,81000000.0,-2000000.0,11681000000,11039000000.0,-15630000000.0,0.0,1145000000.0,1360000000.0,,11160000000.0,,144026000000.0,-3697000000.0,,392352241.0,34702000000,417876000000.0,4598000000,4799000000.0,43569000000.0,54280000000.0,266000000.0,0.0,41912000000.0,849000000.0,5.42,11984000000.0,1424000000.0,26076000000.0,1015000000.0,89746000000.0,8626000000.0,392352241.0,3050000000.0,77215000000.0,3641000000.0,2109000000,2127000000,0.0,-4632000000.0,1937000000.0,1142000000.0,13103000000.0,169746000000.0,-248130000000.0,11039000000.0,19283000000.0,,11039000000.0,14804000000.0,2002000000.0,4028000000.0,2725000000.0,-1379000000.0,4046000000.0,4773000000.0,2004000000.0,,,-15628000000.0,11931000000.0,-2000000.0,221374000000.0,0.0,,1281000000.0,388000000.0,177805000000.0,5633000000.0,66788000000.0,26672000000.0,9758000000.0,10427000000.0,5.42,
2015-06-30,2297000000,26000000.0,3625000000.0,,13948000000,14238000000.0,-15400000000.0,0.0,2411000000.0,-2706000000.0,,4424000000.0,-45000000.0,159448000000.0,-5237000000.0,,391979522.0,39557000000,444338000000.0,5578000000,1935000000.0,50892000000.0,53755000000.0,499000000.0,0.0,54797000000.0,681000000.0,5.86,14563000000.0,1630000000.0,30010000000.0,996000000.0,105693000000.0,9547000000.0,391979522.0,3300000000.0,81582000000.0,4244000000.0,2298000000,2297000000,0.0,-7340000000.0,2411000000.0,1361000000.0,12972000000.0,182090000000.0,-262248000000.0,14238000000.0,21652000000.0,,14238000000.0,14144000000.0,2646000000.0,3969000000.0,2843000000.0,-1766000000.0,4709000000.0,8292000000.0,1847000000.0,,,-15239000000.0,10002000000.0,-161000000.0,241214000000.0,0.0,,3199000000.0,-1891000000.0,190322000000.0,6593000000.0,71174000000.0,28553000000.0,11039000000.0,10408000000.0,5.86,
2015-09-30,1850000000,36000000.0,1004000000.0,,14327000000,-3381000000.0,-15825000000.0,-503000000.0,3082000000.0,-1876000000.0,,6274000000.0,-74000000.0,169853000000.0,-6043000000.0,1662000000.0,391949153.0,40931000000,474776000000.0,5631000000,1058000000.0,51884000000.0,55884000000.0,-1005000000.0,0.0,59526000000.0,941000000.0,4.72,15748000000.0,2026000000.0,30670000000.0,1171000000.0,113969000000.0,10261000000.0,391949153.0,3309000000.0,86600000000.0,3888000000.0,1884000000,1850000000,0.0,-5652000000.0,3082000000.0,1409000000.0,14431000000.0,195981000000.0,-278795000000.0,10857000000.0,23554000000.0,,10857000000.0,15720000000.0,2401000000.0,4630000000.0,3099000000.0,-1386000000.0,4966000000.0,2320000000.0,910000000.0,,,-15825000000.0,9782000000.0,0.0,256671000000.0,0.0,,-3381000000.0,-1350000000.0,204787000000.0,6960000000.0,76230000000.0,30034000000.0,0.0,10370000000.0,4.72,
2015-12-31,-1695000000,35000000.0,283000000.0,-324000000.0,8732000000,15387000000.0,-17194000000.0,0.0,17207000000.0,-1305000000.0,,4585000000.0,-1000000.0,242992000000.0,-7393000000.0,804000000.0,392361111.0,40946000000,670426000000.0,910000000,1487000000.0,76973000000.0,79791000000.0,341000000.0,804000000.0,77934000000.0,832000000.0,-4.32,22111000000.0,2452000000.0,32781000000.0,3029000000.0,163201000000.0,8165000000.0,392361111.0,4372000000.0,120413000000.0,4763000000.0,-1865000000,-1695000000,212000000.0,-6466000000.0,17207000000.0,266000000.0,19258000000.0,270905000000.0,-396686000000.0,15387000000.0,44812000000.0,,15387000000.0,27817000000.0,,7255000000.0,4444000000.0,-2249000000.0,15342000000.0,8280000000.0,2501000000.0,,,-17082000000.0,9689000000.0,0.0,363453000000.0,2452000000.0,,4530000000.0,-5178000000.0,286480000000.0,7822000000.0,110064000000.0,39979000000.0,10857000000.0,10349000000.0,-4.32,
2016-03-31,996000000,40000000.0,1790000000.0,-13000000.0,20447000000,26163000000.0,-16961000000.0,0.0,4878000000.0,-3014000000.0,,5581000000.0,,281490000000.0,-6478000000.0,1134000000.0,392101191.0,46934000000,768541000000.0,1800000000,1587000000.0,93496000000.0,82173000000.0,1089000000.0,0.0,104086000000.0,818000000.0,2.54,31715000000.0,2033000000.0,40131000000.0,878000000.0,199317000000.0,6803000000.0,392101191.0,4839000000.0,136856000000.0,4256000000.0,855000000,996000000,355000000.0,-17179000000.0,4878000000.0,8356000000.0,20555000000.0,311162000000.0,-457379000000.0,27297000000.0,49399000000.0,,26163000000.0,30912000000.0,4027000000.0,5003000000.0,5060000000.0,50000000.0,5733000000.0,15959000000.0,2369000000.0,,,-17303000000.0,10825000000.0,0.0,418253000000.0,0.0,,10776000000.0,-7966000000.0,324757000000.0,10687000000.0,126467000000.0,38785000000.0,15387000000.0,10389000000.0,2.54,
2016-06-30,-743000000,17000000.0,5388000000.0,13000000.0,18909000000,15893000000.0,-14376000000.0,0.0,1577000000.0,-10426000000.0,,259000000.0,-55000000.0,284285000000.0,-8685000000.0,150000000.0,393121693.0,52759000000,794591000000.0,5318000000,216000000.0,90598000000.0,85372000000.0,-1208000000.0,0.0,105262000000.0,860000000.0,-1.89,38845000000.0,2393000000.0,42819000000.0,-2535000000.0,198913000000.0,9940000000.0,393121693.0,4857000000.0,139496000000.0,5532000000.0,-753000000,-743000000,910000000.0,-16775000000.0,1577000000.0,166000000.0,22225000000.0,319530000000.0,-475061000000.0,16043000000.0,50970000000.0,,15893000000.0,33822000000.0,6690000000.0,4622000000.0,5297000000.0,-3378000000.0,824000000.0,-2345000000.0,2014000000.0,,,-15299000000.0,6614000000.0,0.0,423678000000.0,0.0,923000000.0,-10270000000.0,-6922000000.0,333080000000.0,11395000000.0,129144000000.0,39374000000.0,26163000000.0,10352000000.0,-1.89,
2016-09-30,-30211000000,51000000.0,3889000000.0,-3078000000.0,-18855000000,17634000000.0,-19927000000.0,-889000000.0,-7503000000.0,1118000000.0,,-29952000000.0,5000000.0,291938000000.0,2353000000.0,7380000000.0,391638579.0,55849000000,820280000000.0,1610000000,154000000.0,91026000000.0,83761000000.0,-79000000.0,0.0,121226000000.0,732000000.0,-77.14,32362000000.0,2734000000.0,48028000000.0,-1030000000.0,208177000000.0,7821000000.0,391638579.0,12448000000.0,112140000000.0,5873000000.0,-30256000000,-30211000000,-2093000000.0,-15488000000.0,-7503000000.0,-36078000000.0,22703000000.0,290315000000.0,-529965000000.0,25014000000.0,42973000000.0,,17634000000.0,30113000000.0,6064000000.0,6211000000.0,5411000000.0,-4728000000.0,-37759000000.0,4204000000.0,3824000000.0,,5000000.0,-14368000000.0,16721000000.0,-388000000.0,403930000000.0,0.0,0.0,1741000000.0,-505000000.0,312904000000.0,12840000000.0,101781000000.0,41233000000.0,15893000000.0,10359000000.0,-77.14,
2016-12-31,1721000000,45000000.0,1105000000.0,-236000000.0,12698000000,10757000000.0,-14910000000.0,0.0,-377000000.0,-670000000.0,,-28231000000.0,0.0,302478000000.0,-74000000.0,7548000000.0,395632184.0,54558000000,870124000000.0,2151000000,176000000.0,87226000000.0,82466000000.0,1667000000.0,214000000.0,127568000000.0,336000000.0,4.35,35378000000.0,3094000000.0,46326000000.0,1477000000.0,220012000000.0,8232000000.0,395632184.0,13225000000.0,118755000000.0,6402000000.0,1775000000,1721000000,483000000.0,-23844000000.0,-377000000.0,1460000000.0,21820000000.0,310958000000.0,-559166000000.0,18305000000.0,42465000000.0,,10757000000.0,26777000000.0,6710000000.0,6081000000.0,5170000000.0,-4709000000.0,1398000000.0,-7001000000.0,2495000000.0,,,-15097000000.0,15023000000.0,-60000000.0,421139000000.0,4390000000.0,0.0,-6877000000.0,-686000000.0,333913000000.0,10547000000.0,108352000000.0,40667000000.0,17634000000.0,10403000000.0,4.35,
2017-03-31,25000000,26000000.0,869000000.0,-3000000.0,13395000000,11424000000.0,-14841000000.0,0.0,-2820000000.0,6570000000.0,,-28206000000.0,0.0,287773000000.0,10076000000.0,7532000000.0,390550426.0,57003000000,851915000000.0,5147000000,213000000.0,82068000000.0,72236000000.0,111000000.0,233000000.0,123532000000.0,319000000.0,0.06,33249000000.0,2440000000.0,45798000000.0,1145000000.0,215537000000.0,11205000000.0,390550426.0,12906000000.0,115163000000.0,5415000000.0,192000000,25000000,8000000.0,-8393000000.0,-2820000000.0,-3367000000.0,21032000000.0,300464000000.0,-551451000000.0,18956000000.0,39360000000.0,,11424000000.0,22756000000.0,4078000000.0,6058000000.0,5194000000.0,-5369000000.0,-2628000000.0,-8993000000.0,1000000.0,,,-14574000000.0,24650000000.0,-272000000.0,403009000000.0,466000000.0,,667000000.0,1894000000.0,320941000000.0,11945000000.0,104734000000.0,37319000000.0,10757000000.0,10429000000.0,0.06,
2017-06-30,212000000,44000000.0,-1024000000.0,,19391000000,13455000000.0,-12663000000.0,0.0,4225000000.0,-4423000000.0,1508000000.0,113823000000.0,-100000000.0,310007000000.0,-121000000.0,7966000000.0,392592593.0,60162000000,931579000000.0,3466000000,137000000.0,89143000000.0,72172000000.0,-1310000000.0,0.0,138038000000.0,355000000.0,0.54,34250000000.0,2677000000.0,49675000000.0,-2850000000.0,237835000000.0,10487000000.0,392592593.0,13508000000.0,124195000000.0,6210000000.0,272000000,212000000,503000000.0,-6687000000.0,4225000000.0,92000000.0,24031000000.0,323725000000.0,-607854000000.0,21421000000.0,43422000000.0,132000000.0,13455000000.0,22520000000.0,2720000000.0,7021000000.0,5625000000.0,-3308000000.0,4497000000.0,1296000000.0,-1516000000.0,,,-13104000000.0,12983000000.0,-65000000.0,434335000000.0,1178000000.0,3000000.0,2031000000.0,-769000000.0,345192000000.0,12174000000.0,113823000000.0,37054000000.0,11424000000.0,10372000000.0,0.54,
2017-09-30,93000000,46000000.0,1904000000.0,,22263000000,15881000000.0,-13961000000.0,0.0,780000000.0,-3836000000.0,1467000000.0,120266000000.0,0.0,330376000000.0,-2721000000.0,7491000000.0,387500000.0,66034000000,984073000000.0,3050000000,201000000.0,102044000000.0,79809000000.0,149000000.0,0.0,148232000000.0,368000000.0,0.24,43993000000.0,3384000000.0,56108000000.0,2598000000.0,250567000000.0,9926000000.0,387500000.0,13065000000.0,130622000000.0,6858000000.0,246000000,93000000,0.0,-9797000000.0,780000000.0,432000000.0,25040000000.0,337878000000.0,-646195000000.0,23372000000.0,44033000000.0,204000000.0,15881000000.0,24430000000.0,7297000000.0,6876000000.0,5824000000.0,-4948000000.0,1026000000.0,2598000000.0,735000000.0,,,-16273000000.0,13552000000.0,-92000000.0,461284000000.0,374000000.0,2404000000.0,2426000000.0,-8952000000.0,359240000000.0,13940000000.0,120266000000.0,41645000000.0,13455000000.0,10356000000.0,0.24,
2017-12-31,12010000000,46000000.0,1530000000.0,0.0,31863000000,28738000000.0,-13777000000.0,-716000000.0,-6154000000.0,743000000.0,1470000000.0,141893000000.0,0.0,353185000000.0,5122000000.0,12936000000.0,392611965.0,69614000000,1063868000000.0,14000000,191000000.0,122298000000.0,102734000000.0,-355000000.0,0.0,151727000000.0,277000000.0,30.59,43541000000.0,4132000000.0,60231000000.0,2098000000.0,250451000000.0,9383000000.0,392611965.0,6045000000.0,152295000000.0,7945000000.0,11962000000,12010000000,1883000000.0,-11469000000.0,-6154000000.0,5914000000.0,27291000000.0,357908000000.0,-705960000000.0,41674000000.0,37645000000.0,1325000000.0,28738000000.0,39336000000.0,9764000000.0,9369000000.0,6511000000.0,-4387000000.0,5808000000.0,4744000000.0,8823000000.0,,,-15667000000.0,20789000000.0,-462000000.0,505718000000.0,2383000000.0,1883000000.0,12857000000.0,-246000000.0,383420000000.0,16291000000.0,141893000000.0,44655000000.0,15881000000.0,10402000000.0,30.59,
2018-03-31,6067000000,53000000.0,-11980000000.0,0.0,41910000000,33511000000.0,-11121000000.0,0.0,11700000000.0,-6003000000.0,1509000000.0,,,380474000000.0,5632000000.0,8834000000.0,392206956.0,75823000000,1161422000000.0,4566000000,244000000.0,124217000000.0,102725000000.0,50000000.0,254000000.0,164950000000.0,293000000.0,15.47,37350000000.0,3281000000.0,63438000000.0,3241000000.0,277749000000.0,12385000000.0,392206956.0,24108000000.0,171628000000.0,7193000000.0,5986000000,6067000000,,-9435000000.0,11700000000.0,21015000000.0,29230000000.0,380715000000.0,-780707000000.0,42345000000.0,49292000000.0,3156000000.0,33511000000.0,37616000000.0,5263000000.0,7819000000.0,7002000000.0,,17686000000.0,-6168000000.0,,,,-15794000000.0,21426000000.0,-280000000.0,552259000000.0,403000000.0,4953000000.0,4773000000.0,-4230000000.0,428042000000.0,18961000000.0,161171000000.0,46720000000.0,28738000000.0,10457000000.0,15.47,
2018-06-30,1993000000,73000000.0,-22295000000.0,,70763000000,46251000000.0,-17364000000.0,0.0,21926000000.0,-743000000.0,1904000000.0,,-120000000.0,519213000000.0,9505000000.0,11346000000.0,392322835.0,93034000000,1680895000000.0,1746000000,93000000.0,168228000000.0,137430000000.0,910000000.0,296000000.0,220584000000.0,412000000.0,5.08,50613000000.0,3611000000.0,81966000000.0,3629000000.0,381783000000.0,11068000000.0,392322835.0,24926000000.0,242867000000.0,8841000000.0,1508000000,1993000000,,-5093000000.0,21926000000.0,-1139000000.0,40903000000.0,537008000000.0,-1143887000000.0,57597000000.0,71873000000.0,3560000000.0,46251000000.0,56673000000.0,24326000000.0,9322000000.0,10111000000.0,,23434000000.0,-2696000000.0,,,,-18105000000.0,27610000000.0,-4000000.0,761752000000.0,699000000.0,452000000.0,12740000000.0,-7677000000.0,593524000000.0,23003000000.0,232459000000.0,59859000000.0,33511000000.0,10408000000.0,5.08,
2018-09-30,13203000000,80000000.0,-25524000000.0,,82781000000,57915000000.0,-22429000000.0,0.0,23372000000.0,-8953000000.0,2371000000.0,,0.0,706175000000.0,8784000000.0,14462000000.0,394119403.0,121188000000,2427574000000.0,12685000000,376000000.0,224471000000.0,191073000000.0,-5144000000.0,,294947000000.0,579000000.0,33.5,70028000000.0,4612000000.0,95993000000.0,9570000000.0,515102000000.0,25195000000.0,394119403.0,26602000000.0,362677000000.0,10782000000.0,13207000000,13203000000,,-18267000000.0,23372000000.0,-1573000000.0,63483000000.0,763219000000.0,-1664355000000.0,72377000000.0,95000000000.0,3631000000.0,57915000000.0,79855000000.0,22501000000.0,12510000000.0,14069000000.0,,36579000000.0,-13985000000.0,,,,-23426000000.0,32210000000.0,0.0,1068528000000.0,783000000.0,997000000.0,11664000000.0,-14041000000.0,844057000000.0,23701000000.0,352247000000.0,83895000000.0,46251000000.0,10430000000.0,33.5,
2018-12-31,17350000000,102000000.0,19250000000.0,0.0,44029000000,46028000000.0,-31337000000.0,-1200000000.0,-5460000000.0,2212000000.0,1828000000.0,,0.0,631659000000.0,12844000000.0,10941000000.0,390941866.0,145775000000,2241343000000.0,9095000000,357000000.0,208415000000.0,178969000000.0,5123000000.0,,270252000000.0,549000000.0,44.38,74856000000.0,6154000000.0,118173000000.0,2329000000.0,452690000000.0,27602000000.0,390941866.0,32686000000.0,359200000000.0,14691000000.0,17905000000,17350000000,,-22939000000.0,-5460000000.0,10237000000.0,53324000000.0,705994000000.0,-1535349000000.0,56969000000.0,91125000000.0,4996000000.0,46028000000.0,64826000000.0,7931000000.0,18507000000.0,13495000000.0,,12445000000.0,-20807000000.0,,,,-30968000000.0,43812000000.0,-2307000000.0,994016000000.0,3855000000.0,1477000000.0,-11887000000.0,36000000.0,785601000000.0,23653000000.0,348682000000.0,81450000000.0,57915000000.0,10518000000.0,44.38,
2019-03-31,-8185000000,103000000.0,758000000.0,,59364000000,56599000000.0,-29573000000.0,0.0,28366000000.0,-5491000000.0,1778000000.0,,,751919000000.0,12110000000.0,11564000000.0,392376284.0,130907000000,2632649000000.0,9847000000,5571000000.0,240135000000.0,211785000000.0,-4198000000.0,,307414000000.0,560000000.0,-20.86,80145000000.0,5487000000.0,104754000000.0,5525000000.0,540134000000.0,26153000000.0,392376284.0,39395000000.0,406979000000.0,13881000000.0,-8153000000,-8185000000,,-12089000000.0,28366000000.0,18350000000.0,65860000000.0,834204000000.0,-1798445000000.0,68163000000.0,98694000000.0,3929000000.0,56599000000.0,75868000000.0,8600000000.0,16306000000.0,15516000000.0,-2555000000.0,20213000000.0,-7633000000.0,26459000000.0,,,-30530000000.0,42640000000.0,0.0,1162562000000.0,2750000000.0,957000000.0,10571000000.0,-1382000000.0,922427000000.0,30551000000.0,396359000000.0,86654000000.0,46028000000.0,10620000000.0,-20.86,
2019-06-30,-2684000000,114000000.0,11685000000.0,,41940000000,56375000000.0,-48009000000.0,0.0,-2992000000.0,-5649000000.0,1318000000.0,,-280000000.0,773344000000.0,-3039000000.0,10863000000.0,391824818.0,160329000000,2625426000000.0,7168000000,2235000000.0,255654000000.0,227584000000.0,-5414000000.0,,316483000000.0,549000000.0,-6.85,95249000000.0,6662000000.0,134211000000.0,12736000000.0,545760000000.0,26118000000.0,391824818.0,45581000000.0,396032000000.0,16973000000.0,-2327000000,-2684000000,,-26774000000.0,-2992000000.0,1955000000.0,69555000000.0,825450000000.0,-1799976000000.0,67238000000.0,95678000000.0,5848000000.0,56375000000.0,79634000000.0,10666000000.0,18950000000.0,15090000000.0,-124000000.0,-5319000000.0,6608000000.0,,,,-43785000000.0,40746000000.0,-4676000000.0,1173765000000.0,2796000000.0,0.0,-224000000.0,-15286000000.0,918111000000.0,36593000000.0,385580000000.0,98615000000.0,56599000000.0,10452000000.0,-6.85,
2019-09-30,-12726000000,154000000.0,-249000000.0,,71416000000,52329000000.0,-40285000000.0,-2300000000.0,9049000000.0,-689000000.0,1059000000.0,,0.0,972382000000.0,19758000000.0,7593000000.0,392293465.0,180449000000,3605223000000.0,10804000000,1645000000.0,305861000000.0,287314000000.0,-690000000.0,,405690000000.0,713000000.0,-32.44,119609000000.0,8364000000.0,149599000000.0,3994000000.0,685068000000.0,30850000000.0,392293465.0,58881000000.0,523180000000.0,17951000000.0,-12543000000,-12726000000,319000000.0,-41159000000.0,9049000000.0,-41725000000.0,95545000000.0,1082933000000.0,-2522290000000.0,59922000000.0,105369000000.0,7282000000.0,52329000000.0,97877000000.0,33967000000.0,20046000000.0,19901000000.0,,-3494000000.0,-40162000000.0,,,,-40549000000.0,60307000000.0,-55000000.0,1500466000000.0,1131000000.0,0.0,-4046000000.0,107000000.0,1194605000000.0,40943000000.0,512730000000.0,130102000000.0,56375000000.0,10450000000.0,-32.44,
