date,quarterlyNetIncomeCommonStockholders,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,quarterlyPurchaseOfInvestment,quarterlyEbitda,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,quarterlyRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlyOtherShortTermInvestments,quarterlyDilutedAverageShares,quarterlyTotalRevenue,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyIncomeTaxPayable,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyChangeInInventory,quarterlyOtherCurrentAssets,quarterlyLongTermDebt,quarterlyOtherNonCurrentLiabilities,quarterlyBasicEPS,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyChangeInAccountPayable,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyGrossProfit,quarterlyBasicAverageShares,quarterlyInvestmentsAndAdvances,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyNetOtherInvestingChanges,quarterlyRepaymentOfDebt,quarterlyTaxProvision,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyNetPPE,quarterlyAccumulatedDepreciation,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyOperatingExpense,quarterlyOtherIntangibleAssets,quarterlyNetOtherFinancingCharges,quarterlyPretaxIncome,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyResearchAndDevelopment,quarterlyCommonStockIssuance,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,quarterlyPurchaseOfBusiness,quarterlyTotalAssets,quarterlyOtherCurrentLiabilities,quarterlySaleOfInvestment,quarterlyChangeInCashSupplementalAsReported,quarterlyChangesInAccountReceivables,quarterlyTotalNonCurrentAssets,quarterlyDepreciationAndAmortization,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyDilutedEPS,quarterlyGoodwill
2000-09-30,307000000,,,,2165000000,,,,,,,,,,,,352672499.0,2165000000,,2165000000,,,,,,,,0.870496,,,,,,,352672499.0,,,,307000000,307000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.870496,
2000-12-31,307030400,,,,-3528753600,,,,,,,3328665600.0,,4884172800.0,,391372800.0,,2165121600,22840396800.0,-3528753600,,2386176000.0,2740608000.0,,-998400.0,1322880000.0,820684800.0,,1206067200.0,,,,2143564800.0,,,,8292710400.0,,307030400,307030400,,,,,332467200.0,9403929600.0,-13436467200.0,443289600.0,,,51916800.0,591052800.0,,,206668800.0,,,,1245004800.0,,,,,,13241779200.0,1098240000.0,,,,10855603200.0,,272563200.0,1051315200.0,,3530342400.0,,
2001-03-31,204918000,,,,2048180400,,,,,,,,,,,,392645087.0,2048180400,,2048180400,,,,,,,,0.521891,,,,,,,392645087.0,,,,204918000,204918000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.521891,
2001-06-30,204979500,,,,2040795900,,,,,,,,,,,,394230769.0,2040795900,,2040795900,,,,,,,,0.519948,,,,,,,394230769.0,,,,204979500,204979500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.519948,
2001-09-30,204979500,,,,2040795900,,,,,,,,,,,,394230769.0,2040795900,,2040795900,,,,,,,,0.519948,,,,,,,394230769.0,,,,204979500,204979500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.519948,
2001-12-31,204797600,,,,-3792293500,,,,,,,2713439900.0,,4701227300.0,,71063900.0,,2040951700,22824523600.0,-3792293500,,2306073600.0,2644377800.0,,139125100.0,1317184400.0,739665100.0,,947852300.0,,,,2056849500.0,,,,8481626600.0,,204797600,204797600,,,,,274246600.0,8706829100.0,-14117694500.0,110099000.0,,,39035100.0,1096986400.0,,,150135000.0,,,,2019816200.0,,,,,,13182853900.0,496446400.0,,,,10876780300.0,,674606600.0,1050945000.0,,3932536100.0,,
2002-03-31,-1839150000,,,,963800000,317200000.0,-268400000.0,,,2208200000.0,,,,10903750000.0,591700000.0,109800000.0,393313000.0,2656550000,52029950000.0,728950000,,5191100000.0,6344000000.0,-24400000.0,311100000.0,2546750000.0,2013000000.0,-4.670465,1332850000.0,,1653100000.0,,4559750000.0,1003450000.0,393313000.0,,6645950000.0,271450000.0,-1839150000,-1839150000,9150000.0,,6100000.0,-2458300000.0,292800000.0,9009700000.0,-43020250000.0,323300000.0,,,213500000.0,3800300000.0,122000000.0,274500000.0,33550000.0,0.0,-1833050000.0,-378200000.0,3315350000.0,,,-277550000.0,869250000.0,,17549700000.0,945500000.0,,219600000.0,,12358600000.0,234850000.0,6645950000.0,1598200000.0,94550000.0,,-4.670465,
2002-06-30,1540567580,,,,2650781660,492668820.0,-103056650.0,,,-960887670.0,,,,12520044140.0,432738340.0,254154550.0,393313000.0,5376346250,72242453320.0,1962855140,,9462369400.0,6854352710.0,-92902100.0,3163246630.0,3307919220.0,2357772210.0,3.91398,1751711360.0,,3171066770.0,,5665691430.0,2205279480.0,393313000.0,,16211150220.0,473118470.0,1540567580,1540567580,41680910.0,,23460420.0,-226784060.0,645161550.0,17090915970.0,-55151537350.0,496578890.0,,,242424340.0,3988271400.0,211143780.0,242424340.0,35190630.0,0.0,1564028000.0,-1033335270.0,2142718360.0,,,-778168900.0,1210907240.0,,28731194360.0,1188661280.0,,81475390.0,,19268824960.0,687926520.0,16211150220.0,1677420030.0,317200000.0,,3.91398,
2002-09-30,2385322940,,,,3046520680,513012940.0,131800970.0,,,-648173130.0,,,,9814649020.0,1124973540.0,333271180.0,393313000.0,5568249940,71949128680.0,2411535280,,9226743680.0,4414906980.0,-13759600.0,385695860.0,3167948520.0,2231793520.0,6.063663,1744992920.0,,2932037460.0,,5399742040.0,2636212480.0,393313000.0,,20629111580.0,438120540.0,2385322940,2385322940,5338390.0,,7489240.0,11233860.0,722711660.0,19131263580.0,-52817865100.0,520502180.0,,,187231000.0,1943457780.0,146040180.0,224677200.0,33701580.0,0.0,2392812180.0,-2037259750.0,2052051760.0,,,-782889520.0,1907863060.0,,30443760600.0,1014792020.0,923834230.0,-1505790.0,,21217016920.0,634985400.0,20629111580.0,1456657180.0,492668820.0,,6.063663,
2002-12-31,1745776140,,,,2651856980,659598800.0,-944929920.0,,,-1137587200.0,,,,9281497400.0,680805420.0,427393100.0,,5651128440,66394003700.0,2160151200,,8362770500.0,4422004200.0,80582200.0,0.0,2732623600.0,2126869600.0,,1914855700.0,,3076693980.0,,4859493200.0,2574434460.0,,,20312950800.0,498542860.0,1745776140,1745776140,1040800.0,,379851000.0,77562320.0,625945800.0,18926447200.0,-47467556500.0,676425300.0,,,249032200.0,1531211500.0,178390840.0,414283260.0,30287700.0,-37018300.0,2125627140.0,-330436880.0,2274942800.0,,,-856996880.0,1537802300.0,,29594448200.0,1191316200.0,-88263780.0,151380600.0,,21231677700.0,491705780.0,20312950800.0,1699476500.0,513012940.0,,,
2003-03-31,1182091680,,,,5411950040,,,,,,,,,,,,393312793.0,5411950040,,5411950040,,,,,,,,3.008364,,,,,,,393312793.0,,,,1182091680,1182091680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.008364,
2003-06-30,1102911480,,,,5049440690,,,,,,,,,,,,393312793.0,5049440690,,5049440690,,,,,,,,2.806854,,,,,,,393312793.0,,,,1102911480,1102911480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.806854,
2003-09-30,1155191400,,,,5288792950,,,,,,,,,,,,393312793.0,5288792950,,5288792950,,,,,,,,2.939904,,,,,,,393312793.0,,,,1155191400,1155191400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.939904,
2003-12-31,1182517550,,,,-7848787150,,,,,,,9545450250.0,,10956006800.0,,964808950.0,,5397541200,53322556650.0,-7848787150,,10765391050.0,6829908950.0,,0.0,2105570900.0,2020526950.0,,1999999100.0,,,,4126097850.0,,,,22507321250.0,,1182517550,1182517550,,,,,979471700.0,20533715100.0,-32788841550.0,1331377700.0,,,366568750.0,1052785450.0,,,52785900.0,,,,2111436000.0,,,,,,33463328050.0,3873898550.0,,,,22697937000.0,,9011726150.0,1903224950.0,,3950144850.0,,
2004-03-31,1111905930,,2858370.0,,2589683220,2272404150.0,-545948670.0,,,365871360.0,,10676011950.0,,10933265250.0,2169502830.0,1066172010.0,393312793.0,5871091980,52342471440.0,1995142260,,12050887920.0,7083040860.0,-28583700.0,0.0,1929399750.0,1920824640.0,2.828071,2212378380.0,,3309992460.0,,3850224390.0,2561099520.0,393312793.0,,23653011750.0,565957260.0,1111905930,1111905930,0.0,,823210560.0,-54309030.0,1009004610.0,20383036470.0,-31959434970.0,2335288290.0,,,1269116280.0,534515190.0,54309030.0,565957260.0,48592290.0,0.0,1935116490.0,-625983030.0,2103760320.0,,,,2169502830.0,,34586277000.0,4656284730.0,2858370.0,1000429500.0,,22535389080.0,594540960.0,9018157350.0,1892240940.0,1271974650.0,3958842450.0,2.828071,
2004-06-30,1254993360,,,,2465985300,515020860.0,-643927110.0,,,303063780.0,,6491038770.0,,7979863440.0,2288091510.0,313748340.0,393312793.0,3107884500,53375696370.0,1858810920,,6905423370.0,4072808640.0,-225966840.0,79917030.0,1944647730.0,1962407070.0,3.192241,1841051580.0,,813969750.0,,3907054800.0,2293914750.0,393312793.0,,21346726680.0,435103830.0,1240193910,1254993360,0.0,,695574150.0,97676370.0,1065560400.0,20281166280.0,-33094530090.0,538699980.0,,,224951640.0,476542290.0,50318130.0,435103830.0,26639010.0,-3551868000.0,1935768060.0,-3378748140.0,2113361460.0,,,,2288091510.0,,29326590120.0,1953527400.0,8981190.0,-1737442110.0,,22421166750.0,607174380.0,10910154540.0,1642738950.0,2272404150.0,3945533370.0,3.192241,
2004-09-30,1502237520,,,,2589646020,256334180.0,-619366630.0,-1042960.0,,-1202467910.0,,7994049660.0,,6727281910.0,-1047753620.0,122205830.0,393312793.0,4274223420,52047761060.0,2041731550,,6879294040.0,3842032070.0,-70338130.0,-2980630.0,1239942080.0,1645307760.0,3.781823,2008944620.0,,1898661310.0,,2885249840.0,2375562110.0,393312793.0,,22867393360.0,333830560.0,1502237520,1502237520,-601565810.0,,816692620.0,238450400.0,1004472310.0,18721337030.0,-33326424030.0,292101740.0,,,169895910.0,250372920.0,8941890.0,333830560.0,,0.0,2318930140.0,-10177440.0,3994044200.0,,,,758508160.0,,29594675270.0,2038750920.0,3063590.0,125983460.0,,22715381230.0,547914470.0,2962746220.0,1552908230.0,515020860.0,11910597480.0,3.781823,
2004-12-31,1003203890,,5953280.0,,3127304310,894767650.0,-794798990.0,-1797859040.0,,714864420.0,,9016047450.0,,8906059400.0,2282784030.0,410225700.0,,6560097110,58136116050.0,2543403870,,8397736250.0,4821638300.0,-34801980.0,383471850.0,1697383150.0,2387037950.0,,2065991750.0,,3113681850.0,,4084421100.0,3446415260.0,,,22256230550.0,903011390.0,860516690,1003203890,20800570.0,,665458840.0,-949025470.0,1141497600.0,20713425200.0,-37422690850.0,906658250.0,,,496432550.0,246729950.0,124587960.0,903011390.0,14863250.0,0.0,1525975530.0,-2322781190.0,2036265250.0,,,-1083154020.0,3365938050.0,,31162289950.0,2535670450.0,-39900.0,248365850.0,,22764553700.0,583900440.0,9277640650.0,2039237900.0,256334180.0,3962542450.0,,
2005-03-31,1201342560,,-2915880.0,,2921711760,1125529680.0,-335326200.0,,,-1029305640.0,,10196832360.0,,8581434840.0,796035240.0,723138240.0,393312793.0,5414789160,57285378480.0,2277302280,,9444535320.0,4892846640.0,-46654080.0,166205160.0,1332557160.0,2356031040.0,3.056425,1901153760.0,,2574722040.0,,3688588200.0,2840067120.0,393312793.0,,23405768760.0,562764840.0,1201342560,1201342560,0.0,,880595760.0,-134130480.0,1186763160.0,20577365160.0,-36708013320.0,1140109080.0,,,416970840.0,326578560.0,113719320.0,562764840.0,11663520.0,0.0,2079022440.0,-227438640.0,1953639600.0,,,,796035240.0,,31987203600.0,2670946080.0,285756240.0,233270400.0,,22542668280.0,644409480.0,9257919000.0,1895322000.0,892259280.0,3953933280.0,3.056425,
2005-06-30,1321980360,,29460.0,,2640336480,505123500.0,-813468960.0,,,1205377260.0,,6335691900.0,,8214751320.0,1911426720.0,193390140.0,393312793.0,5299467120,56891338200.0,1974311280,,7227595680.0,4652909040.0,-117871860.0,164525940.0,1287343320.0,2274498960.0,3.361813,1881945840.0,,2672824920.0,,3561842280.0,2626642200.0,393312793.0,,21443214180.0,577284000.0,1321980360,1321980360,-819241140.0,,779333400.0,155866680.0,1298889000.0,20554196820.0,-36337141380.0,516669180.0,,,323279040.0,334824720.0,72160500.0,652330920.0,8659260.0,-3143311380.0,2104200180.0,-3152559180.0,1867513740.0,,,,3351750300.0,,29657965500.0,2381296500.0,5772180.0,-617164260.0,,22430369820.0,666025200.0,11176218240.0,1936787820.0,1125529680.0,3931304040.0,3.361813,
2005-09-30,1463096220,,8703900.0,,3137028780,660283980.0,-750612060.0,1849860.0,,-1287210300.0,,7815784380.0,,8083388460.0,137285760.0,375227460.0,393312793.0,5834932440,57307995480.0,2472429000,,8246277900.0,4901226900.0,-41994600.0,5817480.0,1061690100.0,2120471460.0,3.714752,1913950920.0,,2801116620.0,,3182161560.0,3033815820.0,393312793.0,,22801612860.0,561386820.0,1463096220,1463096220,0.0,,916253100.0,34904880.0,1338020400.0,20689867620.0,-36618127860.0,671918940.0,,,296691480.0,392679900.0,186159360.0,561386820.0,5817480.0,-2886420.0,2379349320.0,-151212540.0,1943038320.0,,,-918664560.0,1055950320.0,,30885001320.0,2321174520.0,168052500.0,157012140.0,,22638723420.0,664599780.0,14985828480.0,2187372480.0,505123500.0,,3.714752,
2005-12-31,1340351370,,,,3152757280,514928300.0,-1359786020.0,-1732325960.0,,514427650.0,,9156636770.0,,9674594060.0,1683592330.0,408913650.0,,6313168170,61733845190.0,2422903670,,8487229980.0,5585457560.0,24781140.0,0.0,1105581350.0,2983555150.0,,2211162700.0,,3189670570.0,,4089136500.0,3123497600.0,,,22535685600.0,776221170.0,1340351370,1340351370,-3028990.0,,827561370.0,-233856220.0,1314581660.0,21948061540.0,-39785783650.0,530073250.0,,,121159600.0,345304860.0,85058770.0,700593930.0,6057980.0,3028990.0,2170941730.0,-1827072950.0,1768930160.0,,,-1360611580.0,3044203910.0,,32210279660.0,2308090380.0,3854550.0,-145684050.0,,23723049680.0,729853610.0,9447419810.0,2932062320.0,660283980.0,3931629020.0,,
2006-03-31,1392155480,,-3079990.0,,2793550930,797717410.0,-880877140.0,,,-1272035870.0,,10555125730.0,,9855968000.0,304919010.0,692997750.0,393312793.0,6005980500,62508397050.0,1977353580,,9969927630.0,5642541680.0,-264879140.0,-3079990.0,1087236470.0,3126189850.0,3.540141,2045113360.0,,3338709160.0,,4213426320.0,2667271340.0,393312793.0,,23829882630.0,689917760.0,1392155480,1392155480,-3079990.0,,853157230.0,252559180.0,1580034870.0,21923368820.0,-40585028230.0,816197350.0,,,123199600.0,344958880.0,70839770.0,689917760.0,3079990.0,0.0,2245312710.0,-18479940.0,1789474190.0,,,-877797150.0,1182716160.0,,33685850630.0,2445512060.0,,283359080.0,,23715923000.0,816197350.0,9341609670.0,2852070740.0,514358330.0,3933147230.0,3.540141,
2006-06-30,1404580450,,,,2622709510,197567360.0,-1171971210.0,,,759595530.0,,6627767530.0,,9751801410.0,2087498240.0,571093150.0,393312793.0,5522625110,62820246500.0,1796628180,,9041793710.0,5553495010.0,-164212470.0,-6173980.0,1092794460.0,3105511940.0,3.573808,2231893770.0,,3105511940.0,,4198306400.0,2417113170.0,393312793.0,,22896204830.0,546397230.0,1404580450,1404580450,3079990.0,,762486530.0,324133950.0,1778106240.0,22272632850.0,-40547613650.0,645180910.0,,,74087760.0,351916860.0,6173980.0,620484990.0,,-2361547350.0,2167066980.0,-2389372260.0,1333579680.0,,,-1175051200.0,3262549440.0,,32648006240.0,2160893000.0,,-301881020.0,,23606212530.0,826081330.0,11690431130.0,3040685150.0,797717410.0,3935912250.0,3.573808,
2006-09-30,917511200,,,,2275742120,514550200.0,-1514906350.0,5775350.0,,-839028860.0,,,,10250707900.0,3509411550.0,427758600.0,393312793.0,6726349000,63137789300.0,1292574900,,10021330100.0,6149804800.0,-159851390.0,0.0,517649900.0,3583253200.0,2.336864,2315475900.0,,4630951800.0,,4100903100.0,2095397200.0,393312793.0,,23759200500.0,802822300.0,917511200,917511200,0.0,,499051700.0,105389800.0,1900116100.0,22423229800.0,-40714559500.0,530048700.0,,,102290100.0,995003700.0,61994000.0,802822300.0,,0.0,1419662600.0,70678400.0,1094194100.0,,,,1456563200.0,,34009908400.0,1859820000.0,,18521940.0,,23988578300.0,983167220.0,23759200500.0,3294981100.0,197567360.0,,2.336864,
2006-12-31,740779300,,,-26263800.0,1948435900,1084443600.0,-1535869700.0,17400.0,,-14807200.0,,8096566200.0,,11034366800.0,-2890506600.0,971097800.0,,6453986900,61807158400.0,861041000,,11175283200.0,6276906600.0,206018000.0,1130394600.0,508524400.0,4248935800.0,,2239345400.0,,4895284600.0,,4757460200.0,1558702300.0,,,24311142400.0,-212168500.0,740779300,740779300,-1540239900.0,,537202900.0,-216057300.0,1694060200.0,22482292600.0,-39324865800.0,1087507000.0,,,116409200.0,912893200.0,59489300.0,697661300.0,9190200.0,0.0,1277982200.0,2863000.0,1170218800.0,,,,2105898800.0,,35345509200.0,1874800800.0,,569792400.0,,24170226000.0,1087394900.0,4377598600.0,3489212600.0,514550200.0,3927278800.0,,
2007-03-31,1201286800,,-71210300.0,,2560474700,953598800.0,-1204382900.0,-2356132100.0,,739967900.0,,,,11108806800.0,2201327100.0,879292400.0,393312793.0,6362485500,63107806300.0,1572818800,,8805308400.0,6006434000.0,-176477700.0,0.0,520144800.0,4582228000.0,3.054303,2291114000.0,,3938239200.0,,5102372800.0,2424246300.0,393312793.0,,23143347500.0,783313300.0,1201286800,1201286800,-3096100.0,,699718600.0,272456800.0,1870044400.0,23802816800.0,-39304989500.0,956694900.0,,,77402500.0,925733900.0,74306400.0,851427500.0,9288300.0,0.0,1901005400.0,-2331363300.0,1634740800.0,,,-1201286800.0,3402613900.0,,34252154300.0,2000080600.0,,-133132300.0,,25446845900.0,987655900.0,23143347500.0,3080619500.0,1083635000.0,,3.054303,
2007-06-30,918596800,,74232000.0,,2451038700,120868000.0,-1113261000.0,50575000.0,,-1661586400.0,,,,11171224900.0,-481979800.0,338430400.0,393312793.0,6572197500,61920676400.0,1522936800,,9790308000.0,6300244500.0,-258647100.0,-3021700.0,507645600.0,4363334800.0,2.335472,2193754200.0,,4254553600.0,,4870980400.0,2317643900.0,393312793.0,,23575303400.0,794707100.0,918596800,918596800,-42229400.0,,595274900.0,33238700.0,2109146600.0,23442348600.0,-38478327800.0,398864400.0,,,60434000.0,1066660100.0,69499100.0,794707100.0,9065100.0,0.0,1513871700.0,155739300.0,1504806600.0,,,-1071031600.0,589051800.0,,34746528300.0,1779781300.0,,-368469900.0,,24956220300.0,928101900.0,23575303400.0,3453803100.0,953598800.0,,2.335472,
