date,quarterlyGrossPPE,quarterlyAccountsPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyRetainedEarnings,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyStockholdersEquity,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyAccumulatedDepreciation,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentLiabilities,quarterlyLongTermDebt,quarterlyOtherNonCurrentAssets,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyOtherShortTermInvestments,quarterlyNetPPE,quarterlyInventory,quarterlyOtherIntangibleAssets,quarterlyCashAndCashEquivalents,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,quarterlyDepreciationAndAmortization,quarterlyIncomeTaxPayable,quarterlyNetIncome,quarterlyChangeInWorkingCapital,quarterlyTaxProvision,quarterlyNetOtherFinancingCharges,quarterlyFreeCashFlow,quarterlyCommonStockIssuance,quarterlyOtherIncomeExpense,quarterlyInterestExpense,quarterlyBasicAverageShares,quarterlyOtherNonCashItems,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,quarterlyNonCurrentDeferredRevenue,quarterlyRepurchaseOfCapitalStock,quarterlyPurchaseOfBusiness,quarterlySellingGeneralAndAdministration,quarterlyDilutedAverageShares,quarterlyChangesInAccountReceivables,quarterlyOperatingExpense,quarterlyNetIncomeContinuousOperations,quarterlyCashDividendsPaid,quarterlyDeferredIncomeTax,quarterlyNetOtherInvestingChanges,quarterlyBeginningCashPosition,quarterlySaleOfInvestment,quarterlyBasicEPS,quarterlyPretaxIncome,quarterlyInvestingCashFlow,quarterlyCostOfRevenue,quarterlyRepaymentOfDebt,quarterlyOperatingIncome,quarterlyOperatingCashFlow,quarterlyEndCashPosition,quarterlyCurrentDeferredRevenue,quarterlyCapitalExpenditure,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyChangeInCashSupplementalAsReported,quarterlyDilutedEPS,quarterlyStockBasedCompensation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentAccruedExpenses,quarterlyTotalRevenue,quarterlyResearchAndDevelopment,quarterlyPurchaseOfInvestment,quarterlyNetIncomeCommonStockholders,quarterlyGrossProfit,quarterlyEbitda,quarterlyChangeInInventory
2014-12-31,36489000000.0,269000000.0,27290000000,10365000000,13885000000,24859000000.0,2208000000,67430000000,16925000000,-8569000000.0,0.0,1421000000,3094000000.0,13296000000.0,125000000,3167000000.0,1031000000.0,580000000.0,27920000000,108000000,5650000000,9501000000,88551000000,102436000000,0,10081000000,6675000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,27753000000.0,3440000000.0,23662000000,6759000000,11960000000,26176000000.0,2409000000,71071000000,16903000000,,0.0,1399000000,3440000000.0,13095000000.0,783000000,3002000000.0,1185000000.0,0.0,27753000000,83000000,5754000000,7672000000,90804000000,102764000000,0,7672000000,2722000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,36042000000.0,271000000.0,25700000000,4788000000,12286000000,26425000000.0,2333000000,68828000000,20912000000,-8927000000.0,0.0,1234000000,2582000000.0,17345000000.0,109000000,2973000000.0,917000000.0,,27115000000,77000000,5660000000,10293000000,90063000000,102349000000,0,10293000000,1800000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,26894000000.0,4300000000.0,30809000000,9487000000,9019000000,26247000000.0,2162000000,66199000000,21322000000,,0.0,1235000000,4300000000.0,17925000000.0,461000000,2964000000.0,1057000000.0,,26894000000,79000000,5703000000,5263000000,95918000000,104937000000,0,5263000000,4618000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,35013000000.0,275000000.0,29375000000,9144000000,6013000000,29042000000.0,1973000000,65908000000,20231000000,-9289000000.0,0.0,1186000000,3497000000.0,17072000000.0,160000000,2791000000.0,810000000.0,,25724000000,77000000,5407000000,3637000000,97100000000,103113000000,0,3637000000,5362000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,26072000000.0,4436000000.0,34743000000,12097000000,19590000000,30614000000.0,1846000000,69795000000,22646000000,,0.0,1158000000,4436000000.0,19642000000.0,666000000,2868000000.0,1258000000.0,,26072000000,91000000,5743000000,15424000000,93418000000,113008000000,0,15424000000,7452000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,53807000000.0,397000000.0,42310000000,15529000000,13052000000,,2638000000,73447000000,26781000000,-12140000000.0,,1851000000,,22292000000.0,151000000,3628000000.0,1042000000.0,,41667000000,99000000,7989000000,9247000000,118899000000,131951000000,0,9247000000,6268000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,40952000000.0,5228000000.0,55265000000,22838000000,13878000000,,3384000000,75873000000,32427000000,,,5895000000,,23148000000.0,230000000,8040000000.0,1277000000.0,,40952000000,88000000,11265000000,8532000000,130251000000,144129000000,0,8532000000,16846000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,48519000000.0,396000000.0,51933000000,9151000000,10799000000,,3354000000,75321000000,42782000000,-10387000000.0,,5806000000,,33622000000.0,84000000,7922000000.0,1011000000.0,,38132000000,108000000,13185000000,6031000000,129138000000,139937000000,0,6031000000,5234000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,39395000000.0,3558000000.0,57170000000,13247000000,18508000000,,3835000000,78177000000,43923000000,,,7095000000,,32075000000.0,1208000000,7200000000.0,1236000000.0,890000000.0,39395000000,130000000,10727000000,6771000000,129578000000,148086000000,0,7661000000,5856000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
