date,quarterlyStockholdersEquity,quarterlyChangesInAccountReceivables,quarterlyNetOtherInvestingChanges,quarterlyChangeInInventory,quarterlySaleOfInvestment,quarterlyRepaymentOfDebt,quarterlyOtherIntangibleAssets,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentAssets,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCapitalExpenditure,quarterlyTotalRevenue,quarterlyEbitda,quarterlyDilutedEPS,quarterlyOperatingIncome,quarterlyDilutedAverageShares,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyOtherNonCashItems,quarterlyOperatingCashFlow,quarterlyGrossPPE,quarterlyPretaxIncome,quarterlyIncomeTaxPayable,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyTaxProvision,quarterlyNetPPE,quarterlyRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyStockBasedCompensation,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyTotalNonCurrentAssets,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyTotalAssets,quarterlyLongTermDebt,quarterlyFreeCashFlow,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyDepreciationAndAmortization,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentLiabilities,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyNetIncomeCommonStockholders,quarterlyChangeInAccountPayable,quarterlyInvestmentsAndAdvances,quarterlyOtherIncomeExpense,quarterlyGrossProfit,quarterlyInventory,quarterlyNetOtherFinancingCharges,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyOperatingExpense,quarterlyCashDividendsPaid,quarterlyBasicEPS,quarterlyBasicAverageShares,quarterlyResearchAndDevelopment,quarterlyNonCurrentDeferredRevenue,quarterlySellingGeneralAndAdministration
1997-06-30,7330000000.0,,480000000,,,,1638000000.0,1280000000.0,,401000000.0,,1193000000.0,0.0,0.0,-177000000,6898000000,902000000,0.7,637000000,437400000.0,-159000000,,-33000000.0,-144000000,,488000000.0,542000000.0,,10551000000.0,9473000000.0,,-632000000,180000000.0,3607000000.0,6237000000.0,,,,1489000000.0,30000000.0,,10029000000.0,5411000000.0,18847000000.0,1046000000.0,6261000000.0,29398000000.0,9376000000.0,-321000000,308000000,308000000,213000000,12595000000.0,1170000000.0,1775000000.0,201000000.0,,303000000,,293000000,,,52000000.0,637000000.0,3673000000.0,0,3573000000.0,22068000000.0,,3341000000.0,0.0,-92000000.0,0.795,369400000.0,,,
1997-09-30,7654000000.0,,-19000000,,,,1598000000.0,1184000000.0,,401000000.0,0.0,1194000000.0,110000000.0,110000000.0,-178000000,6619000000,1003000000,0.755,677000000,438600000.0,39000000,,0.0,268000000,,534000000.0,540000000.0,,10800000000.0,9426000000.0,,-319000000,203000000.0,3610000000.0,6482000000.0,,,110000000.0,1420000000.0,,,9962000000.0,5119000000.0,18777000000.0,1076000000.0,5942000000.0,29577000000.0,9388000000.0,90000000,331000000,331000000,256000000,12497000000.0,1146000000.0,1859000000.0,213000000.0,,-197000000,110000000.0,316000000,,,70000000.0,677000000.0,4104000000.0,0,3607000000.0,21923000000.0,,3347000000.0,0.0,-86000000.0,0.85,371800000.0,,,
1997-12-31,5176000000.0,,-799000000,,,,1566000000.0,1234000000.0,,696000000.0,110000000.0,194000000.0,,,-215000000,7878000000,938000000,,327000000,,-963000000,-4975000000.0,-311000000.0,977000000,8644000000.0,439000000.0,364000000.0,,10105000000.0,9189000000.0,,490000000,68000000.0,3669000000.0,5173000000.0,,,-110000000.0,1653000000.0,,,9856000000.0,5009000000.0,18256000000.0,924000000.0,7551000000.0,28361000000.0,10528000000.0,762000000,371000000,371000000,272000000,13996000000.0,1486000000.0,1370000000.0,227000000.0,,-124000000,0.0,-1463000000,,,339000000.0,327000000.0,3144000000.0,-1571000000,3165000000.0,23185000000.0,,3644000000.0,0.0,-82000000.0,,,,,
1998-03-31,5436000000.0,,82000000,,,,1530000000.0,1082000000.0,,805000000.0,,195000000.0,,,-128000000,6217000000,900000000,0.71,618000000,379400000.0,269000000,,,-223000000,,434000000.0,602000000.0,,11149000000.0,10011000000.0,,-745000000,165000000.0,3606000000.0,5357000000.0,,,,1784000000.0,,,9766000000.0,5462000000.0,18227000000.0,919000000.0,5599000000.0,29376000000.0,10494000000.0,-351000000,269000000,269000000,253000000,13929000000.0,1477000000.0,1717000000.0,213000000.0,,-46000000,,269000000,,,29000000.0,618000000.0,3621000000.0,0,3325000000.0,23940000000.0,,3907000000.0,0.0,-78000000.0,0.72,373800000.0,,,
1998-06-30,5736000000.0,,6000000,,,,1491000000.0,918000000.0,,761000000.0,,195000000.0,,,-179000000,6520000000,920000000,0.76,638000000,381000000.0,30000000,,,143000000,,458000000.0,567000000.0,,11301000000.0,10196000000.0,,-387000000,169000000.0,3613000000.0,5572000000.0,,,,1472000000.0,,,9732000000.0,5233000000.0,18256000000.0,996000000.0,5882000000.0,29557000000.0,10183000000.0,-36000000,289000000,289000000,241000000,13625000000.0,1501000000.0,2177000000.0,221000000.0,,-173000000,,289000000,,,41000000.0,638000000.0,4047000000.0,-51000000,3420000000.0,23821000000.0,,4066000000.0,0.0,-75000000.0,0.77,375800000.0,,,
1998-09-30,6008000000.0,,39000000,,,,1461000000.0,1077000000.0,,768000000.0,0.0,195000000.0,183000000.0,183000000.0,-170000000,6349000000,980000000,0.835,696000000,381200000.0,-473000000,,,787000000,,509000000.0,661000000.0,,11614000000.0,10122000000.0,,219000000,191000000.0,3608000000.0,5812000000.0,0.0,,183000000.0,1373000000.0,8000000.0,,9664000000.0,5127000000.0,18148000000.0,931000000.0,5653000000.0,29762000000.0,10183000000.0,617000000,318000000,318000000,250000000,13632000000.0,1491000000.0,1772000000.0,221000000.0,,-131000000,183000000.0,318000000,,,34000000.0,696000000.0,4340000000.0,0,3415000000.0,23754000000.0,,4308000000.0,0.0,-76000000.0,0.845,377200000.0,,,
1998-12-31,6137000000.0,,-19000000,,,,1418000000.0,1382000000.0,,746000000.0,183000000.0,393000000.0,285000000.0,285000000.0,-220000000,7180000000,727000000,,401000000,,-1117000000,-5160000000.0,,1324000000,8673000000.0,260000000.0,553000000.0,,10611000000.0,10267000000.0,,735000000,135000000.0,3513000000.0,5856000000.0,0.0,,102000000.0,1549000000.0,33000000.0,,9521000000.0,4178000000.0,18133000000.0,842000000.0,6779000000.0,28744000000.0,8957000000.0,1104000000,125000000,125000000,261000000,12340000000.0,1480000000.0,1929000000.0,206000000.0,,-105000000,285000000.0,125000000,,,65000000.0,401000000.0,4293000000.0,0,3681000000.0,22607000000.0,,4012000000.0,0.0,-81000000.0,,,,,
1999-03-31,6053000000.0,,0,,,,1378000000.0,1021000000.0,41000000.0,703000000.0,285000000.0,392000000.0,43000000.0,43000000.0,-131000000,6188000000,846000000,-0.23,487000000,382600000.0,-140000000,,268000000.0,-153000000,,424000000.0,534000000.0,,10480000000.0,10390000000.0,,-651000000,156000000.0,3587000000.0,5690000000.0,,,-242000000.0,1525000000.0,8000000.0,,9462000000.0,4667000000.0,18116000000.0,934000000.0,5701000000.0,28596000000.0,8788000000.0,-284000000,-87000000,268000000,230000000,12153000000.0,1478000000.0,2047000000.0,192000000.0,,51000000,43000000.0,-87000000,,,129000000.0,487000000.0,3959000000.0,0,3689000000.0,22543000000.0,,4329000000.0,0.0,-87000000.0,-0.23,380300000.0,,,
1999-06-30,5971000000.0,,3000000,,,,1339000000.0,1096000000.0,33000000.0,721000000.0,43000000.0,393000000.0,,,-145000000,6203000000,367000000,-0.11,131000000,384100000.0,122000000,,-41000000.0,-23000000,,-57000000.0,374000000.0,,10372000000.0,9073000000.0,,-215000000,-16000000.0,3598000000.0,5565000000.0,,,-43000000.0,1348000000.0,7000000.0,,9394000000.0,4666000000.0,18010000000.0,942000000.0,6072000000.0,28382000000.0,9984000000.0,-168000000,-41000000,-41000000,233000000,13338000000.0,1482000000.0,1050000000.0,191000000.0,,-142000000,,-41000000,,,3000000.0,131000000.0,3877000000.0,0,3679000000.0,22411000000.0,,4263000000.0,0.0,-84000000.0,-0.11,381400000.0,,,
1999-09-30,6126000000.0,,-111000000,,,,10529000000.0,1365000000.0,-150000000.0,1764000000.0,,394000000.0,,,-1363000000,6157000000,730000000,0.57,488000000,383800000.0,915000000,-5268000000.0,,559000000,8833000000.0,358000000.0,,,10129000000.0,9734000000.0,,100000000,141000000.0,3565000000.0,5695000000.0,,,0.0,6799000000.0,2000000.0,,,4426000000.0,19429000000.0,,5427000000.0,29558000000.0,10463000000.0,-804000000,217000000,217000000,242000000,13698000000.0,3235000000.0,1570000000.0,200000000.0,,-1474000000,,217000000,,,70000000.0,730000000.0,3939000000.0,0,5335000000.0,23432000000.0,,,242000000.0,-87000000.0,0.57,381500000.0,,,
1999-12-31,6361000000.0,,-1021000000,,,,1259000000.0,1228000000.0,-10000000.0,605000000.0,0.0,398000000.0,455000000.0,455000000.0,970000000,6982000000,1167000000,,559000000,,-166000000,-5273000000.0,,694000000,8907000000.0,475000000.0,51000000.0,,10696000000.0,8812000000.0,,-156000000,182000000.0,3634000000.0,5901000000.0,,,455000000.0,1410000000.0,0.0,,9162000000.0,4348000000.0,19316000000.0,941000000.0,7128000000.0,30012000000.0,11427000000.0,1664000000,293000000,293000000,264000000,14839000000.0,1607000000.0,527000000.0,226000000.0,,-73000000,455000000.0,293000000,,2210000000.0,142000000.0,-146000000.0,4051000000.0,0,3051000000.0,23651000000.0,,4655000000.0,-705000000.0,-87000000.0,,,,,
2000-03-31,6475000000.0,,-30000000,,,,1220000000.0,930000000.0,40000000.0,620000000.0,455000000.0,400000000.0,533000000.0,533000000.0,-84000000,5562000000,557000000,0.14,313000000,387500000.0,-290000000,,54000000.0,482000000,,99000000.0,40000000.0,,10459000000.0,8297000000.0,,197000000,45000000.0,3586000000.0,5911000000.0,,,78000000.0,1679000000.0,1000000.0,,9095000000.0,4332000000.0,19144000000.0,936000000.0,5249000000.0,29603000000.0,11411000000.0,398000000,54000000,54000000,231000000,14831000000.0,1613000000.0,293000000.0,227000000.0,,-114000000,533000000.0,54000000,,2295000000.0,13000000.0,313000000.0,3782000000.0,0,2948000000.0,23128000000.0,,4419000000.0,0.0,-44000000.0,0.14,387100000.0,,,
2000-06-30,6439000000.0,,-13000000,,,,10208000000.0,1037000000.0,-179000000.0,1737000000.0,533000000.0,402000000.0,1249000000.0,1249000000.0,-101000000,6212000000,668000000,0.11,428000000,381818182.0,-286000000,-5401000000.0,,1116000000,8951000000.0,105000000.0,,,10977000000.0,9531000000.0,,834000000,63000000.0,3550000000.0,5909000000.0,,,716000000.0,7683000000.0,1000000.0,,,4182000000.0,18915000000.0,,5544000000.0,29892000000.0,10650000000.0,1015000000,42000000,42000000,240000000,13922000000.0,3272000000.0,811000000.0,220000000.0,,-114000000,1249000000.0,42000000,,,-103000000.0,668000000.0,3809000000.0,0,5157000000.0,23453000000.0,,,240000000.0,-44000000.0,0.11,381818182.0,,,
2000-09-30,7082000000.0,,195000000,,,,9917000000.0,1033000000.0,-178000000.0,2982000000.0,1249000000.0,430000000.0,1938000000.0,1938000000.0,-98000000,5960000000,661000000,-1.74,408000000,404597701.0,-65000000,-5405000000.0,,147000000,8844000000.0,-255000000.0,,,13338000000.0,10337000000.0,,598000000,449000000.0,3439000000.0,5161000000.0,,,689000000.0,8422000000.0,4000000.0,,,4202000000.0,18933000000.0,,5299000000.0,32271000000.0,10962000000.0,49000000,-704000000,-704000000,253000000,14852000000.0,2892000000.0,882000000.0,229000000.0,,607000000,1938000000.0,-704000000,,,-434000000.0,661000000.0,4216000000.0,0,5577000000.0,25189000000.0,998000000.0,,253000000.0,-44000000.0,-1.74,404597701.0,,,
2000-12-31,7160000000.0,,1600000000,,,,9943000000.0,1184000000.0,-259000000.0,1734000000.0,1938000000.0,431000000.0,1505000000.0,1505000000.0,-217000000,7595000000,709000000,,465000000,,-2087000000,-4993000000.0,,271000000,8439000000.0,337000000.0,,,11259000000.0,10175000000.0,,-420000000,153000000.0,3446000000.0,5199000000.0,,,-433000000.0,8097000000.0,8000000.0,,,4195000000.0,19090000000.0,,6886000000.0,30349000000.0,9065000000.0,54000000,89000000,184000000,244000000,13014000000.0,3213000000.0,894000000.0,243000000.0,,1383000000,1505000000.0,89000000,,,115000000.0,709000000.0,3825000000.0,0,5701000000.0,23189000000.0,736000000.0,,244000000.0,-51000000.0,,,,,
2001-03-31,7260000000.0,,-59000000,,,,1035000000.0,1104000000.0,-290000000.0,505000000.0,1505000000.0,434000000.0,2389000000.0,2389000000.0,-72000000,5010000000,556000000,0.25,329000000,420000000.0,-34000000,,,1049000000,3334000000.0,175000000.0,,,11523000000.0,10231000000.0,,717000000,70000000.0,3334000000.0,5256000000.0,,,884000000.0,1931000000.0,43000000.0,,8794000000.0,3934000000.0,18987000000.0,6098000000.0,4681000000.0,30510000000.0,9029000000.0,977000000,105000000,105000000,227000000,13019000000.0,3314000000.0,901000000.0,197000000.0,,-131000000,2389000000.0,105000000,,,43000000.0,329000000.0,3571000000.0,0,5824000000.0,23250000000.0,676000000.0,,,-48000000.0,0.25,420000000.0,,,
2001-06-30,7410000000.0,,-29000000,,,,997000000.0,1007000000.0,-294000000.0,492000000.0,2389000000.0,435000000.0,1222000000.0,1222000000.0,-121000000,5961000000,625000000,0.33,393000000,436363636.0,-1165000000,-8316000000.0,,148000000,11639000000.0,239000000.0,,,10019000000.0,9108000000.0,,-228000000,95000000.0,3323000000.0,5352000000.0,,,-1167000000.0,7826000000.0,21000000.0,,8726000000.0,3818000000.0,18949000000.0,,5568000000.0,28968000000.0,8517000000.0,27000000,144000000,144000000,232000000,12450000000.0,3251000000.0,275000000.0,180000000.0,,-150000000,1222000000.0,144000000,,,26000000.0,393000000.0,3365000000.0,0,5903000000.0,21558000000.0,682000000.0,,,-48000000.0,0.34,423529412.0,,,
2001-09-30,7832000000.0,,-1000000,,,,958000000.0,924000000.0,-140000000.0,463000000.0,1222000000.0,438000000.0,1801000000.0,1801000000.0,-119000000,6384000000,668000000,0.49,429000000,434693878.0,-1123000000,-8316000000.0,,997000000,11580000000.0,408000000.0,,,10508000000.0,9817000000.0,,509000000,159000000.0,3264000000.0,5517000000.0,,,579000000.0,8816000000.0,59000000.0,,8638000000.0,3785000000.0,18689000000.0,,5955000000.0,29197000000.0,7639000000.0,878000000,213000000,249000000,239000000,11548000000.0,3230000000.0,77000000.0,172000000.0,,705000000,1801000000.0,213000000,,,151000000.0,429000000.0,3337000000.0,0,5829000000.0,21365000000.0,679000000.0,,,-48000000.0,0.5,426000000.0,,,
2001-12-31,6443000000.0,,214000000,,,,939000000.0,1419000000.0,-17000000.0,1111000000.0,1801000000.0,441000000.0,912000000.0,912000000.0,-307000000,6635000000,-138000000,,392000000,,-235000000,-5051000000.0,,-369000000,8042000000.0,-634000000.0,63000000.0,,10778000000.0,9689000000.0,,-855000000,-215000000.0,2991000000.0,3961000000.0,,,-889000000.0,2016000000.0,90000000.0,,7371000000.0,4049000000.0,16876000000.0,1100000000.0,6243000000.0,27654000000.0,7422000000.0,-676000000,-1508000000,-419000000,125000000,11522000000.0,1543000000.0,89000000.0,151000000.0,,-285000000,912000000.0,-1508000000,,1884000000.0,-875000000.0,392000000.0,3140000000.0,0,1610000000.0,21211000000.0,992000000.0,5002000000.0,,-48000000.0,,,,,
2002-03-31,6861000000.0,,37000000,-9000000.0,,,8279000000.0,1171000000.0,-144000000.0,1022000000.0,912000000.0,448000000.0,1367000000.0,1367000000.0,-105000000,5966000000,572000000,0.49,438000000,444897959.0,95000000,-5051000000.0,,428000000,8030000000.0,326000000.0,,,11063000000.0,9669000000.0,,76000000,102000000.0,2979000000.0,4131000000.0,,,455000000.0,8130000000.0,201000000.0,,,3941000000.0,16716000000.0,,5528000000.0,27779000000.0,7093000000.0,323000000,218000000,224000000,134000000,11249000000.0,3170000000.0,368000000.0,148000000.0,,-68000000,1367000000.0,218000000,,,36000000.0,438000000.0,3149000000.0,0,5458000000.0,20918000000.0,986000000.0,,,-48000000.0,0.5,436000000.0,,,
