date,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,quarterlyInventory,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyOtherIncomeExpense,quarterlyOperatingCashFlow,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentAssets,quarterlyCapitalExpenditure,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyDilutedAverageShares,quarterlyOtherCurrentLiabilities,quarterlyTaxProvision,quarterlyAccountsReceivable,quarterlyPretaxIncome,quarterlyCostOfRevenue,quarterlyNetPPE,quarterlyCurrentAccruedExpenses,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyChangeInCashSupplementalAsReported,quarterlyCapitalStock,quarterlyFreeCashFlow,quarterlyBeginningCashPosition,quarterlyOtherIntangibleAssets,quarterlyBasicEPS,quarterlyNetIncomeCommonStockholders,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyPurchaseOfInvestment,quarterlySaleOfInvestment,quarterlyDepreciationAndAmortization,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOperatingIncome,quarterlyGrossProfit,quarterlyAccountsPayable,quarterlyNonCurrentDeferredRevenue,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyBasicAverageShares,quarterlyGrossPPE,quarterlyTotalRevenue,quarterlyChangeInInventory,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyEbitda,quarterlyCashDividendsPaid,quarterlyRepurchaseOfCapitalStock,quarterlyOtherNonCashItems,quarterlyStockBasedCompensation,quarterlyRetainedEarnings,quarterlyPurchaseOfBusiness,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyGoodwill,quarterlyCurrentAssets,quarterlyOperatingExpense,quarterlyCurrentLiabilities,quarterlyNetOtherInvestingChanges,quarterlyDilutedEPS,quarterlyCurrentDeferredRevenue,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInAccountPayable,quarterlyResearchAndDevelopment,quarterlyChangesInAccountReceivables,quarterlyIncomeTaxPayable
2005-12-31,64907242.693774,,5000000.0,-105308485.105181,589515459.551038,0.0,135276012.988847,-664000000.0,-712000000.0,747000000.0,-61342227.869547,705000000.0,361000000.0,,898000000.0,-63181702.668361,275000000.0,-168490187.773542,-954374841.168996,2333000000.0,320000000.0,27352110.687562,499000000.0,303405619.087957,84000000.0,73933785.1193,232952138.924185,409000000.0,,589515459.551038,3489000000.0,4705000000.0,4408000000.0,,,52815473.669349,58000000.0,557000000.0,-483923.126304,3000000.0,2806000000.0,-203376111.817027,-250515600.734152,145000000.0,,,-6466186.644077,,3045000000.0,-1204890441.903148,,557000000.0,841947621.064521,-162914160.666384,-336347875.194127,-151870393.900889,-544708456.868559,8294835.936796,-2629000000.0,,1440000000.0,203042191.479111,1216000000.0,-47139488.917126,1366000000.0,376000000.0,,,1865000000.0,-34954962.586475,182000000.0,-487005585.434893,374000000.0,,,,
2006-03-31,-14000000.0,,5000000.0,83000000.0,91000000.0,43000000.0,28000000.0,-273000000.0,-712000000.0,1436000000.0,-31000000.0,464000000.0,212000000.0,211942118.0,566000000.0,31000000.0,432000000.0,115000000.0,156000000.0,1679000000.0,,3000000.0,,-47000000.0,,-3000000.0,562000000.0,413000000.0,0.445248,91000000.0,3528000000.0,4521000000.0,1899000000.0,,,31000000.0,514000000.0,514000000.0,17000000.0,42000000.0,2587000000.0,73000000.0,167000000.0,776000000.0,,,-66000000.0,206188034.0,2391000000.0,323000000.0,,514000000.0,198000000.0,104000000.0,,-47000000.0,-29000000.0,,,,1203000000.0,,993000000.0,94000000.0,1384000000.0,184000000.0,0.434404,,1899000000.0,68000000.0,11000000.0,,527000000.0,,,,
2006-06-30,13000000.0,,5000000.0,270000000.0,303000000.0,0.0,132759821.131601,-888000000.0,-765000000.0,1020000000.0,-48456003.547803,791000000.0,213000000.0,232384463.0,427000000.0,28000000.0,442000000.0,120000000.0,159000000.0,1741000000.0,,30260652.647918,,-357671273.882996,,84303817.583798,514000000.0,224000000.0,1.34233,303000000.0,3192000000.0,3889000000.0,1166000000.0,,,29977863.187849,209000000.0,209000000.0,15000000.0,9000000.0,2699000000.0,120000000.0,225000000.0,791000000.0,,,-2369119.33183,225807544.0,2506000000.0,384000000.0,,-591300491.518534,396996119.590524,149977863.187849,,-211693965.039358,38239070.179977,,,,1472000000.0,207000000.0,697000000.0,105000000.0,1227000000.0,-184000000.0,1.30529,,1166000000.0,78000000.0,10000000.0,,468000000.0,,,,
2006-09-30,-1000000.0,,6000000.0,77000000.0,303000000.0,1000000.0,176240178.868399,-457000000.0,-712000000.0,357000000.0,-60543996.452197,786000000.0,241000000.0,203336405.0,401000000.0,15000000.0,397000000.0,92000000.0,172000000.0,1892000000.0,,13739347.352082,,376671273.882996,,115696182.416202,-591300491.518534,268000000.0,1.533546,303000000.0,2721000000.0,3733000000.0,1218000000.0,,,27022136.812151,578000000.0,578000000.0,17000000.0,9000000.0,2504000000.0,99000000.0,206000000.0,748000000.0,,,18369119.33183,196759486.0,2604000000.0,378000000.0,,578000000.0,664003880.409476,126022136.812151,-12636978.454488,-263306034.960642,-419239070.179977,,,,1346000000.0,204000000.0,1012000000.0,107000000.0,1158000000.0,220000000.0,1.495956,,1218000000.0,82000000.0,1000000.0,,319000000.0,,,,
2006-12-31,0.0,,6000000.0,83000000.0,84000000.0,8000000.0,113000000.0,-345000000.0,-646000000.0,349000000.0,-75000000.0,409000000.0,155000000.0,,875000000.0,7000000.0,319000000.0,90000000.0,227000000.0,1953000000.0,272000000.0,29000000.0,25000000.0,-256000000.0,80000000.0,38000000.0,578000000.0,302000000.0,,84000000.0,2817000000.0,3708000000.0,-2971000000.0,,,37000000.0,351000000.0,376000000.0,21000000.0,20000000.0,2364000000.0,103000000.0,252000000.0,92000000.0,,,9000000.0,,2599000000.0,479000000.0,,351000000.0,-45000000.0,141000000.0,-83000000.0,-79000000.0,-17000000.0,,4170000000.0,,1105000000.0,213000000.0,891000000.0,149000000.0,1259000000.0,-5000000.0,,,1328000000.0,119000000.0,0.0,,357000000.0,,,,
2007-03-31,-83000000.0,,5904581.955598,90536923.319162,92505117.304362,6000000.0,33459297.748386,-18000000.0,-646000000.0,442000000.0,-41332073.689183,718390804.597701,151550936.860337,200048050.0,440000000.0,19681939.851992,488112108.329397,110218863.171154,192883010.54952,1869784285.939222,,7872775.940797,13777357.896394,-1968193.985199,135805384.978744,-7872775.940797,-263737994.01669,316879231.617068,0.477615,92505117.304362,2844040308.612817,3725791213.98205,-3046000000.0,-18000000.0,43000000.0,29522909.777988,350338529.365454,364115887.261849,15745551.881593,9840969.925996,2397260273.972603,110218863.171154,192883010.54952,749881908.360888,,,-49204849.62998,194019204.0,1869784285.939222,385766021.09904,,-377893245.158243,-17713745.866793,155487324.830735,,-133837190.993544,-29522909.777988,-1968193.985199,4223744292.237443,-17713745.866793,1196661943.001102,216501338.37191,881750905.369233,82664147.378366,1200598330.971501,0.0,0.463251,,1312785388.127854,78727759.407967,23618327.82239,,327000000.0,,,,
2007-06-30,82000000.0,,6024943.265118,118000000.0,128000000.0,-1000000.0,85031253.13226,-408000000.0,-662000000.0,414000000.0,-47033760.865875,1819532866.065511,116482236.45894,225947519.0,474000000.0,22000000.0,34141345.169,140000000.0,200000000.0,1891832185.246922,,38318455.758438,24099773.06047,-283212453.897033,158656839.314763,37997492.266385,-377893245.158243,321330307.472938,0.581905,128000000.0,2845781535.557207,3470367320.70773,-3066000000.0,-2000000.0,45000000.0,30726522.873188,82340891.28994,106440664.350411,20000000.0,14058200.951941,3508525294.720141,153000000.0,249000000.0,737051392.766051,,,-21086155.129726,220070272.0,1891832185.246922,449000000.0,,-1751250175.727512,39805204.505557,183726522.873188,,-32852906.008042,-6626749.812718,10001451.672023,2853814793.24403,-2369398.350266,2283453497.479565,218906271.965939,624585785.150523,96000000.0,1225071797.240576,0.0,0.566592,,-54224489.386058,92000000.0,0.0,,347000000.0,,,,
2007-09-30,-100000000.0,,6137353.98212,116452531.433943,133043630.1536,0.0,163827732.296867,-116000000.0,-674000000.0,395000000.0,-30289675.765926,1800290501.42182,122747079.642397,,106000000.0,2795189.440722,470000000.0,119247720.874664,203739494.271982,1931220719.707044,,4953384.818431,16366277.285653,70373258.508038,163662772.856529,133538056.530941,-1751250175.727512,329371330.373765,,133043630.1536,2878419017.614206,3565802663.611628,-3123000000.0,,,29765092.419915,157525418.874409,173891696.160062,37498588.194733,16366277.285653,3543299032.343855,147776295.407555,270328710.584616,789672879.032753,,,53924727.474052,,1931220719.707044,474068204.856599,,-1659131359.833064,22915803.896781,186511401.489312,-28327500.684568,-60392000.336848,3417105.0194,16516158.241656,2976616681.328123,-10603625.693541,2266729404.062928,222990528.017021,687383645.997422,122552415.177062,1276569628.280927,2000000.0,,,16366277.285653,101420104.267982,36824123.892719,,1267000000.0,,,,
2007-12-31,100000000.0,,5999007.6,92675255.786942,107035189.137049,-1000000.0,164686083.322487,-141000000.0,-626998686.9,-105000702.3,-35347125.879016,1747999989.6,147999613.2,,804000000.0,-18961432.074839,362000356.2,73713823.712103,227630947.673669,1934001348.4,294000000.0,-19143886.217665,17999030.5,-22193564.825806,162999139.9,129338957.443471,-1659131359.833064,446000391.8,,107035189.137049,2792001981.9,3617000042.8,-3065000000.0,,,25986365.528909,105000702.3,122999732.8,34349950.614562,15999361.3,3518996175.0,119210991.44433,221792362.309859,99999521.6,,,32367646.285653,,2561000035.3,449423309.983527,,-825000000.0,-66011819.935546,134050139.855574,22612302.8942,-72918475.161566,59000000.0,23450675.671521,2648999534.0,-1313960.389401,2286999177.8,110000000.0,824998060.9,102581370.865529,1231996997.2,-52000000.0,,,92002852.5,99000000.0,0.0,,391000000.0,,,,
2008-03-31,1000000.0,,5953089.65353,59530896.535302,61515259.753145,0.0,37702901.139024,52000000.0,-619000000.0,438000000.0,-27781085.049808,1837520339.722983,168670873.516688,192643116.0,434000000.0,23812358.614121,502043894.114379,83343255.149423,206373774.655713,1950629043.140056,,1984363.217843,35718537.921181,73421439.060206,162717783.863158,9921816.089217,-1637099654.7208,343294836.686907,0.322104,61515259.753145,2956701194.586657,3772274477.120292,-2983000000.0,,,29765448.267651,176608326.388062,212326864.309243,33734174.703338,15874905.742747,3617494146.128507,123030519.50629,242092312.576894,756042385.998333,,,-53577806.881772,190684034.0,1950629043.140056,448466087.232607,,-1676786919.077668,-15874905.742747,146842878.120411,,-25796721.831964,5953089.65353,1984363.217843,2960669921.022344,,2411001309.679724,224233043.616304,815573282.533635,119061793.070604,1206492836.448784,8000000.0,0.319065,,148827241.338255,93265071.23864,95249434.456483,,403000000.0,,,,
2008-06-30,1000000.0,,5000000.0,101000000.0,101000000.0,0.0,244297098.860976,-266000000.0,-619000000.0,482000000.0,-5218914.950192,1771000000.0,150000000.0,192643116.0,428000000.0,44000000.0,489000000.0,145000000.0,226000000.0,1843000000.0,,2015636.782157,18000000.0,-9421439.060206,161000000.0,239078183.910783,-1676786919.077668,342000000.0,0.532903,101000000.0,2891000000.0,3595000000.0,-2683000000.0,,,29234551.732349,165000000.0,183000000.0,28000000.0,17000000.0,3593000000.0,170000000.0,289000000.0,783000000.0,,,45577806.881772,189377979.0,1843000000.0,515000000.0,,-1623000000.0,11874905.742747,202234551.732349,,-117203278.168036,-20953089.65353,10015636.782157,2505000000.0,,2365000000.0,228000000.0,704000000.0,119000000.0,1228000000.0,15000000.0,0.532903,,-4000000.0,90000000.0,27000000.0,,444000000.0,,,,
2008-09-30,-2000000.0,,4000000.0,91000000.0,91000000.0,0.0,207000000.0,-154000000.0,-619000000.0,443000000.0,-30000000.0,1573000000.0,134000000.0,188724951.0,403000000.0,1000000.0,458000000.0,92000000.0,220000000.0,1766000000.0,,0.0,14000000.0,86000000.0,146000000.0,177000000.0,-1623000000.0,308000000.0,0.490025,91000000.0,2732000000.0,3474000000.0,-2719000000.0,,,26000000.0,238000000.0,252000000.0,30000000.0,16000000.0,3388000000.0,141000000.0,276000000.0,860000000.0,,,91000000.0,184806786.0,1766000000.0,496000000.0,,-1351000000.0,33000000.0,148000000.0,0.0,-15000000.0,13000000.0,9000000.0,2641000000.0,-2000000.0,2109000000.0,215000000.0,742000000.0,135000000.0,1279000000.0,32000000.0,0.490025,,80000000.0,109000000.0,28000000.0,,402000000.0,,,,
2008-12-31,0.0,43000000.0,4000000.0,-6000000.0,8000000.0,100000000.0,152000000.0,,-582000000.0,362000000.0,-39000000.0,1726000000.0,117000000.0,,0.0,-16000000.0,412000000.0,-22000000.0,164000000.0,1684000000.0,,0.0,10000335.6,-125000000.0,118000000.0,113000000.0,-1351000000.0,302000000.0,,8000000.0,2574000000.0,3118000000.0,181000000.0,,,27000000.0,82000000.0,82000000.0,4000000.0,20999538.2,3124000000.0,81000000.0,220000000.0,746000000.0,,,40000000.0,,2266000000.0,384000000.0,,82000000.0,-54000000.0,11000000.0,-32000000.0,-3000000.0,168000000.0,9999873.8,-256000000.0,7000000.0,1983000000.0,143000000.0,544000000.0,139000000.0,1141000000.0,-58000000.0,,,-6000000.0,123000000.0,10000000.0,-188000000.0,11000000.0,,,,
2009-03-31,0.0,42000000.0,4000000.0,21000000.0,27000000.0,0.0,-9000000.0,,,364000000.0,-18000000.0,1786000000.0,131000000.0,186112841.0,0.0,8000000.0,393000000.0,29000000.0,176000000.0,1660000000.0,,1000000.0,5000000.0,46000000.0,116000000.0,-27000000.0,82000000.0,300000000.0,0.145476,27000000.0,2563000000.0,3132000000.0,159000000.0,,8000000.0,25000000.0,121000000.0,121000000.0,15000000.0,20000000.0,3081000000.0,43000000.0,166000000.0,683000000.0,,9000000.0,-35000000.0,185459813.0,1660000000.0,342000000.0,,121000000.0,-10000000.0,69000000.0,,-2000000.0,40000000.0,3000000.0,-223000000.0,,2033000000.0,142000000.0,569000000.0,123000000.0,1048000000.0,0.0,0.145476,,45000000.0,98000000.0,5000000.0,,3000000.0,,,,
2009-06-30,-82000000.0,44000000.0,4000000.0,-58000000.0,-56000000.0,0.0,100000000.0,,,177000000.0,-21000000.0,1815000000.0,118000000.0,186112841.0,0.0,-24000000.0,437000000.0,-82000000.0,176000000.0,1854000000.0,,0.0,5000000.0,-13000000.0,137000000.0,79000000.0,121000000.0,284000000.0,-0.30014,-56000000.0,2477000000.0,3077000000.0,184000000.0,,,26000000.0,109000000.0,109000000.0,15000000.0,22000000.0,3168000000.0,94000000.0,199000000.0,739000000.0,,-24000000.0,1000000.0,186112841.0,1854000000.0,375000000.0,,109000000.0,-18000000.0,-41000000.0,,-1000000.0,189000000.0,5000000.0,-411000000.0,,2066000000.0,95000000.0,600000000.0,105000000.0,1102000000.0,-1000000.0,-0.30014,,-97000000.0,79000000.0,5000000.0,,0.0,,,,
2009-09-30,-1000000.0,46000000.0,4000000.0,68000000.0,67000000.0,0.0,246000000.0,,,165000000.0,-82000000.0,1602000000.0,123000000.0,192643116.0,0.0,-1000000.0,399000000.0,67000000.0,189000000.0,1851000000.0,,8000000.0,5000000.0,-33000000.0,138000000.0,164000000.0,109000000.0,283000000.0,0.352206,67000000.0,2434000000.0,2911000000.0,195000000.0,-14000000.0,,28000000.0,64000000.0,64000000.0,14000000.0,24000000.0,2950000000.0,101000000.0,212000000.0,714000000.0,,-1000000.0,73000000.0,186765868.0,1851000000.0,401000000.0,,64000000.0,-74000000.0,109000000.0,0.0,-4000000.0,57000000.0,-8000000.0,-375000000.0,-14000000.0,1867000000.0,80000000.0,477000000.0,111000000.0,1083000000.0,20000000.0,0.347612,,-47000000.0,83000000.0,5000000.0,,0.0,,,,
2009-12-31,-95000000.0,45000000.0,4000000.0,175000000.0,175000000.0,-17000000.0,95000000.0,,-832000000.0,130000000.0,-12000000.0,1424000000.0,118000000.0,,0.0,-256000000.0,335000000.0,-81000000.0,313000000.0,1836000000.0,,4000000.0,4999454.8,-44000000.0,142000000.0,83000000.0,64000000.0,274000000.0,,175000000.0,2474000000.0,2893000000.0,244000000.0,0.0,,30000000.0,40000000.0,40000000.0,-5000000.0,105999113.3,2737000000.0,-54000000.0,98000000.0,688000000.0,,-256000000.0,20000000.0,,2668000000.0,411000000.0,,40000000.0,-12000000.0,-56000000.0,-35000000.0,-1000000.0,-42000000.0,,-233000000.0,18.7,1684000000.0,82000000.0,419000000.0,152000000.0,1053000000.0,-21000000.0,,,149000000.0,122000000.0,5000000.0,-506000794.1,0.0,,,,
2010-03-31,0.0,44000000.0,4000000.0,52000000.0,54000000.0,0.0,28000000.0,,,136000000.0,-8000000.0,1434000000.0,113000000.0,192643116.0,0.0,14000000.0,373000000.0,66000000.0,178000000.0,1767000000.0,,8000000.0,3000000.0,0.0,142000000.0,20000000.0,40000000.0,260000000.0,0.28789,54000000.0,2398000000.0,2856000000.0,195000000.0,,3000000.0,28000000.0,41000000.0,41000000.0,16000000.0,104000000.0,2668000000.0,82000000.0,184000000.0,668000000.0,,14000000.0,-19000000.0,187418896.0,1767000000.0,362000000.0,,41000000.0,-1000000.0,110000000.0,,-23000000.0,13000000.0,-2000000.0,-150000000.0,,1686000000.0,83000000.0,458000000.0,102000000.0,982000000.0,3000000.0,0.280233,,181000000.0,74000000.0,3000000.0,-12000000.0,0.0,,,,
