date,quarterlyBasicAverageShares,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCapitalStock,quarterlyPurchaseOfBusiness,quarterlyRepaymentOfDebt,quarterlyPretaxIncome,quarterlyBeginningCashPosition,quarterlyNetPPE,quarterlyTaxProvision,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyChangesInAccountReceivables,quarterlyInterestExpense,quarterlyOtherIntangibleAssets,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyNetOtherFinancingCharges,quarterlyOperatingCashFlow,quarterlyIncomeTaxPayable,quarterlyDilutedEPS,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,quarterlyChangeInCashSupplementalAsReported,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,quarterlyDilutedAverageShares,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentLiabilities,quarterlyStockBasedCompensation,quarterlyCommonStockIssuance,quarterlyEbitda,quarterlyCashDividendsPaid,quarterlyOtherNonCashItems,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyDepreciationAndAmortization,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyPurchaseOfInvestment,quarterlyNetIncomeCommonStockholders,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyFreeCashFlow,quarterlyNetIncome,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncomeContinuousOperations,quarterlyOtherCurrentAssets,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,quarterlyStockholdersEquity,quarterlyGoodwill,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyOperatingExpense,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyGrossProfit,quarterlyBasicEPS,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,quarterlyResearchAndDevelopment,quarterlyInvestmentsAndAdvances,quarterlyCurrentDeferredRevenue,quarterlySaleOfInvestment,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue
1997-03-31,128358209.0,2300000.0,2300000.0,,,,34000000.0,300000.0,583900000.0,12500000.0,6300000.0,-30600000.0,-16500000.0,,5000000.0,146500000.0,56200000.0,-286800000.0,0.0,49000000.0,,0.1625,,870700000.0,2000000.0,12100000.0,144800000.0,-14700000.0,132307692.0,,10100000.0,,1000000.0,58000000,,6600000.0,203400000.0,152500000.0,161200000.0,19000000.0,350700000.0,279900000.0,340200000,39000000,,21500000.0,511900000.0,990000000.0,786600000.0,18400000.0,21500000.0,92000000.0,21500000,24200000.0,,129700000.0,0.0,,478100000.0,,0.0,-30600000.0,,258700000.0,171500000.0,0.0,21900000.0,210500000.0,0.1675,,,,,,,,
1997-06-30,130000000.0,600000.0,600000.0,,,,26500000.0,0.0,605300000.0,9600000.0,5600000.0,-36100000.0,3900000.0,,5400000.0,140700000.0,57400000.0,-299400000.0,0.0,30600000.0,,0.1275,,904700000.0,-1700000.0,-12900000.0,145300000.0,3800000.0,132549020.0,,0.0,,200000.0,51600000,,-1400000.0,200800000.0,155900000.0,150900000.0,19800000.0,357600000.0,296800000.0,343800000,31800000,,16900000.0,508500000.0,1004200000.0,803400000.0,-5500000.0,16900000.0,94500000.0,16900000,27300000.0,,136300000.0,0.0,,495700000.0,,0.0,-36100000.0,,263100000.0,175700000.0,100000.0,23500000.0,207500000.0,0.13,,,,,,,,
1997-09-30,128372093.0,7900000.0,7900000.0,,,,21900000.0,0.0,663000000.0,8100000.0,5200000.0,-37000000.0,9000000.0,,4600000.0,148200000.0,55400000.0,-313900000.0,0.0,74600000.0,,0.105,,976900000.0,7300000.0,8200000.0,173900000.0,6100000.0,131428571.0,,0.0,,200000.0,46500000,,20700000.0,215900000.0,168600000.0,179100000.0,20100000.0,392600000.0,310600000.0,362400000,26400000,,13800000.0,571700000.0,1082500000.0,866600000.0,37600000.0,13800000.0,120400000.0,13800000,13700000.0,,147300000.0,-39200000.0,,510800000.0,,0.0,-76200000.0,,272200000.0,188700000.0,100000.0,27500000.0,215100000.0,0.1075,,,,,,,,
1997-12-31,,300000.0,300000.0,,,,23500000.0,0.0,663100000.0,8500000.0,,-77000000.0,-4300000.0,,4500000.0,149800000.0,42400000.0,-328900000.0,0.0,19300000.0,,,,992000000.0,-7600000.0,8800000.0,5700000.0,-12400000.0,,,154800000.0,,200000.0,49900000,,-19400000.0,230000000.0,184500000.0,160500000.0,21800000.0,398200000.0,325600000.0,396300000,28100000,,15000000.0,558700000.0,1085300000.0,855300000.0,-57700000.0,15000000.0,125200000.0,15000000,21200000.0,,161900000.0,39200000.0,,526600000.0,,0.0,-22600000.0,500000.0,272500000.0,206300000.0,-100000.0,28200000.0,234400000.0,,,,,,,,,
1998-03-31,130126582.0,8400000.0,8400000.0,,,,39900000.0,300000.0,824500000.0,14200000.0,5900000.0,-206100000.0,145300000.0,,6300000.0,268300000.0,43600000.0,-346900000.0,100000.0,45700000.0,,0.1925,,1171400000.0,8000000.0,10100000.0,192500000.0,-28200000.0,133506494.0,,5300000.0,,1100000.0,72300000,,12400000.0,328300000.0,209800000.0,203700000.0,24400000.0,664600000.0,385400000.0,463100000,47900000,,25700000.0,868300000.0,1464700000.0,1136400000.0,-160400000.0,25700000.0,222100000.0,25700000,23800000.0,,181000000.0,23100000.0,,596400000.0,,0.0,-183000000.0,23000000.0,419500000.0,234200000.0,0.0,36400000.0,282100000.0,0.1975,,,,,,,,
1998-06-30,130158730.0,2700000.0,2700000.0,,,,31700000.0,0.0,770700000.0,11200000.0,4900000.0,-24400000.0,-1800000.0,,7100000.0,278700000.0,86700000.0,-361000000.0,-100000.0,32500000.0,,0.1525,,1131700000.0,-5600000.0,-13300000.0,181000000.0,17300000.0,134426230.0,,0.0,,200000.0,68600000,,-8500000.0,323400000.0,210900000.0,185900000.0,26300000.0,654600000.0,371700000.0,474600000,42300000,,20500000.0,840500000.0,1459500000.0,1136100000.0,8100000.0,20500000.0,212600000.0,20500000,31500000.0,,195100000.0,-11900000.0,,619000000.0,,0.0,-36300000.0,23600000.0,418400000.0,237200000.0,0.0,36700000.0,279500000.0,0.1575,,,,,,,,
1998-09-30,130731707.0,3300000.0,3300000.0,,,,20400000.0,0.0,818700000.0,7000000.0,4500000.0,-28800000.0,-18700000.0,,7100000.0,274600000.0,39900000.0,-380900000.0,-100000.0,48400000.0,,0.1,,1199600000.0,600000.0,4200000.0,196700000.0,-20500000.0,134000000.0,,0.0,,200000.0,56100000,,8100000.0,335900000.0,207900000.0,201200000.0,27200000.0,641400000.0,385100000.0,456100000,28900000,,13400000.0,842600000.0,1469100000.0,1133200000.0,19600000.0,13400000.0,210000000.0,13400000,30100000.0,,192100000.0,-300000.0,,626500000.0,,0.0,-29100000.0,25400000.0,406000000.0,235100000.0,0.0,37300000.0,264000000.0,0.1025,,,,,,,,
1998-12-31,,1300000.0,1300000.0,,,,31200000.0,0.0,808800000.0,11000000.0,4100000.0,-26800000.0,-5800000.0,,6600000.0,279100000.0,40600000.0,-396500000.0,200000.0,25100000.0,,,-18900000.0,1205300000.0,-2100000.0,2500000.0,83100000.0,-5300000.0,,,82900000.0,,0.0,67600000,,-12100000.0,319600000.0,228500000.0,170100000.0,27500000.0,521600000.0,405200000.0,480700000,40100000,,20200000.0,691700000.0,1448100000.0,1128500000.0,-1700000.0,20200000.0,80100000.0,20200000,23100000.0,,184600000.0,-10900000.0,,627000000.0,,0.0,-21300000.0,23300000.0,418200000.0,256000000.0,100000.0,38800000.0,296100000.0,,,,,,,,,
1999-03-31,127659574.0,10500000.0,10500000.0,,,,47700000.0,1300000.0,800900000.0,17700000.0,3800000.0,-12600000.0,-51300000.0,,6500000.0,274100000.0,39700000.0,-413000000.0,0.0,73100000.0,,0.23,-21600000.0,1213900000.0,9200000.0,17600000.0,182100000.0,-16900000.0,130434783.0,,18200000.0,,1300000.0,85200000,-2300000.0,14000000.0,353100000.0,231800000.0,204100000.0,27000000.0,497400000.0,435200000.0,520100000,58200000,,30000000.0,701500000.0,1467800000.0,1114700000.0,60500000.0,30000000.0,83400000.0,30000000,27300000.0,,203100000.0,0.0,,638000000.0,,0.0,-12600000.0,24100000.0,389900000.0,258800000.0,0.0,38800000.0,317000000.0,0.235,,,,,,,,
1999-06-30,126027397.0,8200000.0,8200000.0,,,,36800000.0,0.0,787900000.0,13800000.0,4300000.0,-49300000.0,7300000.0,,6600000.0,292800000.0,41600000.0,-403300000.0,0.0,24600000.0,,0.1775,-6100000.0,1191200000.0,-2300000.0,-19600000.0,186400000.0,1500000.0,129577465.0,,0.0,,200000.0,73500000,-2700000.0,-13000000.0,377400000.0,234900000.0,190700000.0,27200000.0,523200000.0,548200000.0,513100000,46300000,,23000000.0,713900000.0,1499700000.0,1122300000.0,-24700000.0,23000000.0,92000000.0,23000000,31300000.0,,204700000.0,15100000.0,,656600000.0,,0.0,-34200000.0,25100000.0,406100000.0,262100000.0,-100000.0,38500000.0,308400000.0,0.1825,,,,,,,,
1999-09-30,127058824.0,7100000.0,7100000.0,300000.0,,,16700000.0,0.0,785500000.0,5900000.0,3800000.0,-18200000.0,-42400000.0,,6500000.0,288700000.0,40100000.0,-423400000.0,-6900000.0,59200000.0,,0.085,-28800000.0,1208900000.0,-1100000.0,-4000000.0,201700000.0,27400000.0,127058824.0,,0.0,,0.0,49300000,,,371000000.0,238800000.0,205500000.0,26700000.0,519100000.0,469000000.0,489800000,22600000,,10800000.0,724600000.0,1485300000.0,1114300000.0,41000000.0,10800000.0,91700000.0,10800000,40400000.0,,201700000.0,300000.0,,638600000.0,,7100000.0,-17900000.0,27000000.0,400400000.0,265500000.0,0.0,38500000.0,288100000.0,0.085,,,,,,,,
1999-12-31,,6200000.0,6200000.0,300000.0,,,21600000.0,7100000.0,777100000.0,7600000.0,3500000.0,-19100000.0,-1400000.0,,7300000.0,276000000.0,41700000.0,-437800000.0,11800000.0,18700000.0,,,-14700000.0,1214900000.0,-900000.0,,105300000.0,-34200000.0,,,108400000.0,,1000000.0,61800000,,,403200000.0,238400000.0,217200000.0,27400000.0,523600000.0,483000000.0,519400000,34400000,,14000000.0,740800000.0,1498000000.0,1094800000.0,-400000.0,14000000.0,73800000.0,14000000,48500000.0,,219200000.0,1000000.0,,641600000.0,,6200000.0,-18100000.0,30600000.0,419200000.0,265800000.0,-5400000.0,41200000.0,300200000.0,,,,,,,,,
2000-03-31,122364000.0,7950000.0,7950000.0,304000.0,,,44248000.0,6181000.0,783625000.0,15619000.0,2935000.0,-30722000.0,-6683000.0,,7328000.0,272795000.0,56527000.0,-456169000.0,0.0,48334000.0,,0.23,-6692000.0,1239794000.0,1769000.0,15308000.0,202361000.0,-27229000.0,124473913.0,,14338000.0,,280000.0,82363000,-120000.0,345000.0,417680000.0,267792000.0,219634000.0,27644000.0,527939000.0,511589000.0,541004000,54719000,,28629000.0,747573000.0,1530627000.0,1112947000.0,17612000.0,28629000.0,75609000.0,28629000,53222000.0,,190849000.0,-12273000.0,,664396000.0,,7950000.0,-39882000.0,32707000.0,419623000.0,295436000.0,0.0,39628000.0,350155000.0,0.235,,,,,,,,
2000-06-30,120476000.0,5552000.0,5552000.0,301000.0,,,36423000.0,7950000.0,780349000.0,13114000.0,1309000.0,-15469000.0,-35569000.0,,7192000.0,269382000.0,66435000.0,-474806000.0,0.0,48850000.0,,0.19,-12650000.0,1255155000.0,-2398000.0,,207698000.0,10158000.0,124556000.0,,593000.0,,2385000.0,75145000,-545000.0,,408925000.0,256471000.0,209600000.0,28159000.0,515341000.0,534898000.0,524828000,46986000,,23309000.0,724941000.0,1525091000.0,1116166000.0,33381000.0,23309000.0,75521000.0,23309000,49641000.0,,193212000.0,18026000.0,313566000.0,679953000.0,,5552000.0,-15679000.0,35617000.0,404203000.0,284630000.0,0.0,40166000.0,331616000.0,0.1925,,,,,,,,
2000-09-30,119572000.0,5975000.0,5975000.0,300000.0,,,35172000.0,5552000.0,861139000.0,12837000.0,559000.0,-25392000.0,105255000.0,,6994000.0,316681000.0,71092000.0,-495147000.0,-3782000.0,56734000.0,,0.18,-16643000.0,1356286000.0,423000.0,,235534000.0,-17569000.0,135376000.0,,6126000.0,,879000.0,73813000,,,452257000.0,281074000.0,242219000.0,28475000.0,648007000.0,557233000.0,561790000,45338000,,22335000.0,890226000.0,1701169000.0,1248912000.0,31342000.0,22335000.0,76781000.0,22335000,53872000.0,,206903000.0,-12277000.0,349006000.0,690964000.0,,5975000.0,-161566000.0,38116000.0,533110000.0,309549000.0,0.0,43404000.0,354887000.0,0.1875,,,,,,,,
2000-12-31,,10545000.0,10545000.0,299000.0,,,30265000.0,5975000.0,875627000.0,11176000.0,689000.0,-42317000.0,10160000.0,,8427000.0,316777000.0,73518000.0,-512704000.0,-3186000.0,28536000.0,,,0.0,1388331000.0,4570000.0,,113294000.0,-15744000.0,,,134857000.0,,1716000.0,78965000,,,476455000.0,310074000.0,248840000.0,28531000.0,656175000.0,576322000.0,614822000,50434000,,19089000.0,905015000.0,1742377000.0,1265922000.0,-13781000.0,19089000.0,71730000.0,19089000,43791000.0,,225783000.0,22777000.0,376601000.0,716574000.0,,10545000.0,-34126000.0,36381000.0,548064000.0,338605000.0,-7747000.0,45518000.0,389039000.0,,,,,,,,,
2001-03-31,119656000.0,13044000.0,13044000.0,299000.0,,,56923000.0,10545000.0,931571000.0,20752000.0,870000.0,-30554000.0,143639000.0,,8456000.0,,119267000.0,-533887000.0,0.0,68654000.0,,0.285,,1465458000.0,2499000.0,20332000.0,276456000.0,-25533000.0,134296000.0,-9184000.0,0.0,,1109000.0,100526000,-4631000.0,-322000.0,543259000.0,336149000.0,299791000.0,29795000.0,823395000.0,612493000.0,676949000,70731000,,36171000.0,1123186000.0,1990015000.0,1446756000.0,38100000.0,36171000.0,89130000.0,36171000,30103000.0,,240274000.0,0.0,430342000.0,745669000.0,395918000.0,13044000.0,-209794000.0,34137000.0,700128000.0,365944000.0,-1427000.0,48949000.0,436675000.0,0.3025,,,,,,,,
2001-06-30,119836000.0,24525000.0,24525000.0,599000.0,,,50888000.0,13044000.0,979810000.0,18498000.0,844000.0,-38854000.0,-41099000.0,,10506000.0,,79732000.0,-556048000.0,0.0,91434000.0,,0.255,,1535858000.0,11481000.0,-16674000.0,282480000.0,41871000.0,134448000.0,-5930000.0,6217000.0,,184000.0,97315000,-2656000.0,-4340000.0,529524000.0,358426000.0,289541000.0,32248000.0,786419000.0,644583000.0,718596000,65067000,,32390000.0,1075960000.0,1980619000.0,1451095000.0,52580000.0,32390000.0,86854000.0,32390000,26799000.0,,262855000.0,0.0,406523000.0,782456000.0,391553000.0,24525000.0,-38854000.0,35772000.0,663793000.0,390674000.0,26000.0,48634000.0,455741000.0,0.27,,,,,,,,
2001-09-30,119842000.0,24591000.0,24591000.0,556000.0,,,47519000.0,24525000.0,999378000.0,17265000.0,1273000.0,-42137000.0,-55650000.0,,9846000.0,396225000.0,85792000.0,-574462000.0,-2091000.0,102701000.0,,0.24,,1573840000.0,66000.0,16813000.0,297878000.0,11602000.0,134834000.0,-14178000.0,21596000.0,,563000.0,93760000,,,529849000.0,364791000.0,320747000.0,32587000.0,760781000.0,675137000.0,720784000,61173000,,30254000.0,1081528000.0,2011244000.0,1481395000.0,60564000.0,30254000.0,103503000.0,30254000,50678000.0,,262233000.0,0.0,404585000.0,799212000.0,,24591000.0,-46985000.0,33420000.0,623858000.0,397378000.0,-108000.0,49995000.0,458551000.0,0.25,,,,,,,,
2001-12-31,,22848000.0,22848000.0,598000.0,,,2567000.0,24591000.0,1031205000.0,632000.0,2436000.0,-41393000.0,69627000.0,,7368000.0,372627000.0,162490000.0,-594602000.0,2770000.0,49398000.0,,,-1531000.0,1625807000.0,-1743000.0,,144163000.0,-34292000.0,,-6162000.0,0.0,,153000.0,96375000,,,548262000.0,357032000.0,322716000.0,32893000.0,858054000.0,676064000.0,724162000,63482000,,927000.0,1180770000.0,2114584000.0,1566322000.0,8005000.0,927000.0,110385000.0,1935000,82104000.0,176117000.0,270755000.0,0.0,418083000.0,807900000.0,,22848000.0,-120768000.0,28839000.0,718830000.0,389925000.0,-47353000.0,,453407000.0,,,,,,,,,
2002-03-31,119724000.0,16382000.0,16382000.0,755000.0,,,72165000.0,22848000.0,1098922000.0,26492000.0,2751000.0,-40711000.0,-27221000.0,,8964000.0,,91145000.0,-621035000.0,0.0,61466000.0,,0.355,-2483000.0,1719957000.0,-6466000.0,24132000.0,341578000.0,-43580000.0,134096000.0,-5159000.0,27734000.0,,583000.0,116176000,-4593000.0,-2841000.0,618125000.0,392791000.0,372063000.0,29408000.0,841578000.0,721737000.0,804371000,86768000,,45673000.0,1213641000.0,2194377000.0,1576252000.0,20755000.0,45673000.0,110961000.0,45673000,93311000.0,,295404000.0,0.0,481931000.0,853542000.0,386185000.0,16382000.0,-40711000.0,27326000.0,703291000.0,422199000.0,234000.0,,508967000.0,0.38,,,,,,,,
2002-06-30,119868000.0,14820000.0,14820000.0,599000.0,,,70072000.0,16382000.0,1127685000.0,25725000.0,2641000.0,-56441000.0,-19471000.0,,8153000.0,391929000.0,80816000.0,-647165000.0,4593000.0,72600000.0,,0.345,-585000.0,1774850000.0,-1562000.0,-33442000.0,344124000.0,17229000.0,134508000.0,-6717000.0,0.0,,737000.0,114062000,,16808000.0,608460000.0,389730000.0,346765000.0,30900000.0,834855000.0,766084000.0,805945000,83162000,,44347000.0,1181620000.0,2208890000.0,1600430000.0,16159000.0,44347000.0,119366000.0,44347000,93709000.0,,302153000.0,1750000.0,464987000.0,899408000.0,,14820000.0,-54691000.0,27471000.0,688018000.0,420630000.0,-249000.0,,503792000.0,0.37,,,,,,,,
2002-09-30,119766000.0,15794000.0,15794000.0,604000.0,,,65489000.0,14820000.0,1154252000.0,24038000.0,3495000.0,-59532000.0,-50609000.0,,8381000.0,408500000.0,90344000.0,-670205000.0,0.0,111115000.0,,0.325,-5435000.0,1824457000.0,974000.0,,356667000.0,33445000.0,134350000.0,-10161000.0,910000.0,,466000.0,109185000,,-6579000.0,602853000.0,380588000.0,361072000.0,30136000.0,814653000.0,807535000.0,813104000,79049000,,41451000.0,1175725000.0,2255949000.0,1653096000.0,51583000.0,41451000.0,130087000.0,41451000,86974000.0,,323331000.0,-1750000.0,472316000.0,946921000.0,,15794000.0,-59532000.0,26501000.0,658065000.0,410724000.0,-255000.0,,489773000.0,0.345,,,,,,,,
2002-12-31,,17750000.0,17750000.0,589000.0,,,69345000.0,15794000.0,1167287000.0,25455000.0,8253000.0,-44246000.0,-43495000.0,,9248000.0,410320000.0,139046000.0,-687430000.0,0.0,86078000.0,,,-68112000.0,1854717000.0,1956000.0,,170471000.0,12887000.0,,-18690000.0,0.0,,1161000.0,114884000,,,606576000.0,472677000.0,370413000.0,34350000.0,901018000.0,851425000.0,835478000,80534000,,43890000.0,1271431000.0,2323229000.0,1716653000.0,41832000.0,43890000.0,206238000.0,43890000,30823000.0,191689000.0,247917000.0,5369000.0,474763000.0,917459000.0,,17750000.0,-40627000.0,14266000.0,680514000.0,507027000.0,2232000.0,58217000.0,587561000.0,,,,,,,,,
2003-03-31,116554000.0,32416000.0,32416000.0,584000.0,,,83722000.0,17750000.0,1222171000.0,30932000.0,11092000.0,-40342000.0,16746000.0,,9855000.0,429123000.0,135156000.0,-713267000.0,0.0,80766000.0,,0.42,-22517000.0,1935438000.0,14666000.0,,339782000.0,2950000.0,131192000.0,-18041000.0,0.0,,525000.0,136138000,,-12664000.0,654578000.0,437023000.0,388750000.0,34537000.0,963219000.0,904215000.0,897808000,101601000,,52790000.0,1351969000.0,2441028000.0,1786450000.0,40424000.0,52790000.0,219310000.0,52790000,30863000.0,,324647000.0,2978000.0,510149000.0,949989000.0,,32416000.0,-82846000.0,13309000.0,730600000.0,471560000.0,6000.0,60018000.0,573161000.0,0.455,,,,,,,,
2003-06-30,115310000.0,26704000.0,26704000.0,577000.0,,,81353000.0,32416000.0,1250786000.0,30403000.0,11935000.0,-58077000.0,-78247000.0,,9375000.0,433962000.0,128052000.0,-738479000.0,0.0,129412000.0,,0.41,-30822000.0,1989265000.0,-5712000.0,,355295000.0,31325000.0,129884000.0,-14145000.0,5205000.0,,431000.0,134771000,,7386000.0,610876000.0,435011000.0,372435000.0,35513000.0,929411000.0,955165000.0,902954000,99258000,,50950000.0,1301846000.0,2423676000.0,1812800000.0,71335000.0,50950000.0,226347000.0,50950000,33539000.0,,333172000.0,1200000.0,472829000.0,976432000.0,,26704000.0,-56877000.0,12880000.0,690184000.0,470524000.0,-8530000.0,58929000.0,569782000.0,0.44,,,,,,,,
2003-09-30,114708000.0,28261000.0,28261000.0,579000.0,,,78236000.0,26704000.0,1282259000.0,29175000.0,11225000.0,-68811000.0,-44454000.0,,8615000.0,431365000.0,122389000.0,-750226000.0,11465000.0,103224000.0,,0.395,-733000.0,2032485000.0,1557000.0,26537000.0,369947000.0,-18927000.0,129680000.0,-19263000.0,11683000.0,,1239000.0,122289000,,15367000.0,599835000.0,440722000.0,392855000.0,35799000.0,859596000.0,1004226000.0,896332000,86490000,,49061000.0,1252451000.0,2435848000.0,1836013000.0,34413000.0,49061000.0,211484000.0,49061000,31743000.0,,333321000.0,-4178000.0,482818000.0,1024539000.0,,28261000.0,-57213000.0,15586000.0,632526000.0,476521000.0,7837000.0,53658000.0,563011000.0,0.43,,,,,,,,
2003-12-31,,34863000.0,34863000.0,580000.0,,,74388000.0,28261000.0,1304341000.0,27920000.0,10871000.0,-57140000.0,226555000.0,,10394000.0,442504000.0,380094000.0,-774938000.0,3076000.0,63373000.0,,,-246000.0,2079279000.0,6602000.0,,178824000.0,22842000.0,,-2832000.0,0.0,,957000.0,123732000,,-16899000.0,645791000.0,472440000.0,395753000.0,38617000.0,1126501000.0,1050694000.0,949472000,85115000,,46468000.0,1522254000.0,2772730000.0,2126939000.0,6233000.0,46468000.0,216094000.0,46468000,19992000.0,206058000.0,353300000.0,25376000.0,503929000.0,1090922000.0,,34863000.0,-283326000.0,41841000.0,868566000.0,511057000.0,1911000.0,61736000.0,596172000.0,,,,,,,,,
2004-03-31,115128000.0,38381000.0,38381000.0,581000.0,,,72746000.0,34863000.0,1418961000.0,26946000.0,12528000.0,-70436000.0,16068000.0,,10911000.0,587180000.0,194294000.0,-795434000.0,0.0,95126000.0,,0.37,-350000.0,2214395000.0,3518000.0,,431870000.0,-12813000.0,130174000.0,-9887000.0,9382000.0,,1431000.0,129282000,-4650000.0,17759000.0,764786000.0,341434000.0,483875000.0,40706000.0,1169598000.0,1096877000.0,1035482000,88576000,,46183000.0,1653473000.0,2965221000.0,2200435000.0,24690000.0,46183000.0,229961000.0,45800000,41543000.0,,566094000.0,0.0,602159000.0,1133329000.0,,38381000.0,-107676000.0,43755000.0,895882000.0,380812000.0,-4919000.0,64571000.0,469388000.0,0.4,,,,,,,,
2004-06-30,115244000.0,36335000.0,36335000.0,581000.0,,,74801000.0,38381000.0,1433785000.0,27699000.0,13193000.0,-47582000.0,-47639000.0,,10899000.0,648695000.0,169958000.0,-803363000.0,0.0,129549000.0,,0.39,0.0,2237148000.0,-2046000.0,,444322000.0,13609000.0,129946000.0,-13605000.0,16382000.0,,364000.0,132654000,-4653000.0,10584000.0,711772000.0,332334000.0,473897000.0,40694000.0,1126754000.0,1145167000.0,1018700000,91960000,,48289000.0,1600651000.0,2964210000.0,2252438000.0,81967000.0,48289000.0,229476000.0,47102000,25108000.0,,554087000.0,0.0,575365000.0,1178943000.0,,36335000.0,-83956000.0,47691000.0,849587000.0,372653000.0,-6260000.0,63066000.0,464613000.0,0.42,,,,,,,,
2004-09-30,115582000.0,34554000.0,34554000.0,583000.0,,,61375000.0,36335000.0,1449964000.0,22625000.0,11924000.0,-59311000.0,-38959000.0,,10683000.0,652160000.0,148010000.0,-837948000.0,0.0,88839000.0,,0.31,-5574000.0,2287912000.0,-1781000.0,11391000.0,442020000.0,60322000.0,129820000.0,-17619000.0,9795000.0,,545000.0,120714000,-4681000.0,-66329000.0,728168000.0,338451000.0,463739000.0,43007000.0,1113016000.0,1183012000.0,1012868000,77707000,,37845000.0,1576755000.0,2978302000.0,2250134000.0,29528000.0,37845000.0,221931000.0,38750000,30806000.0,,553817000.0,0.0,580010000.0,1214377000.0,,34554000.0,-51661000.0,62319000.0,828766000.0,381344000.0,-5649000.0,63679000.0,459051000.0,0.325,,,,,,,,
2004-12-31,,33125000.0,33125000.0,577000.0,,,61848000.0,34554000.0,1448066000.0,23732000.0,16968000.0,-53431000.0,-4369000.0,,10921000.0,619064000.0,146788000.0,-819218000.0,422000.0,79366000.0,,,-17610000.0,2267284000.0,-1429000.0,,190181000.0,-46026000.0,,-21408000.0,11116000.0,,732000.0,118460000,-4644000.0,81185000.0,808925000.0,289351000.0,469656000.0,42270000.0,1146058000.0,1220186000.0,889288000,76190000,,37174000.0,1615714000.0,3022843000.0,2213918000.0,25935000.0,37174000.0,243617000.0,38116000,162533000.0,241390000.0,489959000.0,-7320000.0,552538000.0,1220586000.0,,33125000.0,-76426000.0,50212000.0,852229000.0,323139000.0,-3421000.0,60729000.0,399329000.0,,,,,,,,,
2005-03-31,115046000.0,54188000.0,54188000.0,580000.0,,,89488000.0,33125000.0,1456699000.0,33086000.0,16113000.0,-57920000.0,-174993000.0,,11995000.0,619404000.0,130695000.0,-853353000.0,-1179000.0,134612000.0,,0.495,-1255000.0,2310052000.0,21063000.0,,463027000.0,24966000.0,128832000.0,-29192000.0,52185000.0,,771000.0,156545000,-4645000.0,5293000.0,776969000.0,348774000.0,531325000.0,45506000.0,986684000.0,1281595000.0,1090981000,111039000,,61409000.0,1518009000.0,2983767000.0,2206798000.0,76692000.0,61409000.0,251352000.0,56402000,37097000.0,,587559000.0,0.0,624181000.0,1274895000.0,,54188000.0,61444000.0,50935000.0,684397000.0,392383000.0,-9556000.0,61503000.0,503422000.0,0.535,,,,,,,,
2005-06-30,112850000.0,114747000.0,114747000.0,556000.0,,,58030000.0,54188000.0,1351062000.0,21398000.0,3994000.0,-50927000.0,-236887000.0,,7450000.0,531959000.0,117629000.0,-851307000.0,-36000.0,95826000.0,,1.265,-156271000.0,2202369000.0,60559000.0,,401773000.0,-23691000.0,127296000.0,-54424000.0,77814000.0,,10672000.0,113658000,-4470000.0,35018000.0,762775000.0,345473000.0,483581000.0,40252000.0,829209000.0,1335654000.0,990888000,73406000,,146454000.0,1312790000.0,2763425000.0,2000650000.0,44899000.0,146454000.0,254199000.0,36632000,33784000.0,,534021000.0,0.0,550437000.0,1281786000.0,,114747000.0,201620000.0,49161000.0,525849000.0,383461000.0,-7926000.0,54479000.0,456867000.0,1.405,,,,,,,,
