date,quarterlyFreeCashFlow,quarterlyOtherShortTermInvestments,quarterlyGoodwill,quarterlyTotalAssets,quarterlyAccountsReceivable,quarterlyCashDividendsPaid,quarterlyCostOfRevenue,quarterlyTotalNonCurrentAssets,quarterlyLongTermDebt,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyOtherNonCurrentLiabilities,quarterlySellingGeneralAndAdministration,quarterlyDilutedEPS,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInterestExpense,quarterlyOtherNonCurrentAssets,quarterlyPurchaseOfInvestment,quarterlyDilutedAverageShares,quarterlyCurrentDebt,quarterlyEndCashPosition,quarterlyGrossProfit,quarterlyInventory,quarterlyInvestingCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeCommonStockholders,quarterlyNetOtherFinancingCharges,quarterlyCapitalStock,quarterlyStockholdersEquity,quarterlyOtherIntangibleAssets,quarterlyBasicAverageShares,quarterlyBasicEPS,quarterlyOperatingExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlySaleOfInvestment,quarterlyNetOtherInvestingChanges,quarterlyBeginningCashPosition,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,quarterlyCapitalExpenditure,quarterlyCommonStockIssuance,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyEbitda,quarterlyOtherCurrentLiabilities,quarterlyAccumulatedDepreciation,quarterlyChangeInCashSupplementalAsReported,quarterlyNetPPE,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyPurchaseOfBusiness,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyCurrentAssets,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyPretaxIncome,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyOperatingCashFlow,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInInventory,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyInvestmentsAndAdvances,quarterlyChangesInAccountReceivables,quarterlyCurrentDeferredRevenue,quarterlyStockBasedCompensation,quarterlyCurrentAccruedExpenses,quarterlyChangeInAccountPayable,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherIncomeExpense,quarterlyDepreciationAndAmortization,quarterlyIncomeTaxPayable
2015-09-30,-1086764000,,,257480269000.0,10677559000.0,-3079672000,10496497000,193317179000.0,99658056000.0,-597500000,-701097000,1508115000.0,4129877000,-0.05,109069631000.0,1092128000,5974062000.0,-581250000.0,14021940000.0,5114151000.0,17236662000,4635782000,7984010000.0,-4816278000,156268224000.0,-701097000,-24000000.0,13258663000.0,84832909000.0,38816342000.0,14021940000.0,-0.05,4428668000,34163424000.0,34163424000.0,6452440000.0,11795000.0,-2265484000,23572255000,-2591928000,1704605000.0,19527791000.0,-2003016000,0.0,207114000,15132279000,304363000,13360916000.0,,-6335593000,126986136000.0,28154333000.0,-190265000,0.0,47198593000.0,126986136000.0,64163090000.0,535623000.0,,-787765000,,,,,,,,,,,,,,,,,
2015-12-31,2604768000,,,256979526000.0,9679830000.0,-1027626000,9696782000,194960947000.0,80375990000.0,-729678000,-853787000,1468679000.0,4246551000,,89315572000.0,1908775000,6653687000.0,-109829000.0,,5657929000.0,11195663000,4695248000,6825048000.0,-8278111000,156962323000.0,-853787000,499506000.0,13258663000.0,83484300000.0,39096101000.0,,,4612929000,32197961000.0,32197961000.0,6083973000.0,-286848000.0,-4949434000,17236662000,-7106132000,2113576000.0,20665655000.0,-3401323000,493606000.0,82319000,14392030000,1160022000,32007610000.0,,-6040999000,127520813000.0,27235474000.0,-19075000,-13000000.0,67646751000.0,127520813000.0,62018579000.0,741137000.0,,-748753000,,,,,,,,,,,,,,,,,
2016-03-31,-3269279000,,,254661112000.0,11221265000.0,-869227000,8521688000,196082353000.0,79874511000.0,-142045000,-223082000,1479049000.0,3012361000,-0.017,88842029000.0,1005511000,6517788000.0,,13122470588.0,5636930000.0,7738203000,3990988000,6813203000.0,-940643000,154912219000.0,-223082000,-61500000.0,13258663000.0,83065750000.0,38951862000.0,13122470588.0,-0.017,3326300000,27383220000.0,27383220000.0,6079991000.0,2600000.0,1291291000,11195663000,-4069789000,1799449000.0,20624763000.0,-2255266000,,664688000,12512676000,827955000,30331089000.0,,-3457460000,128681589000.0,26882780000.0,-35511000,,66070190000.0,128681589000.0,58578759000.0,710929000.0,,-177556000,,,,,,,,,,,,,,,,,
2016-06-30,906229000,,,253913876000.0,9029403000.0,-1464088000,9660818000,196920547000.0,76557612000.0,1041353000,839489000,1544935000.0,2829910000,,85517195000.0,1417003000,6358284000.0,,,4910929000.0,14357791000,4127304000,6577644000.0,5201901000,153519977000.0,839489000,79410000.0,13258663000.0,83711627000.0,39978978000.0,,,3164043000,29250435000.0,29250435000.0,6121981000.0,66349000.0,6928600000,7738203000,-4286253000,3183801000.0,21189751000.0,-3087779000,,963261000,13788122000,2342500000,32402331000.0,,6619588000,127678083000.0,27727235000.0,-115856000,,68002782000.0,127678083000.0,56993329000.0,681365000.0,,925497000,,,,,,,,,,,,,,,,,
2016-09-30,2512127000,,,240324865000.0,9521211000.0,-2098034000,10514847000,196750430000.0,71648111000.0,416640000,277284000,1501493000.0,2977474000,0.02,80458641000.0,964505000,5861021000.0,-40000000.0,13864200000.0,6149647000.0,8502158000,4673602000,6826141000.0,8205901000,139519453000.0,277284000,-3600000.0,13258663000.0,83947713000.0,39826271000.0,13864200000.0,0.02,3372804000,13877557000.0,13877557000.0,6058219000.0,154714000.0,8686709000,14357791000,-21756234000,3645612000.0,20518248000.0,-596089000,0.0,1300798000,15188449000,1482138000,22177966000.0,,-5855633000,127998212000.0,27982395000.0,100993000,0.0,59060812000.0,127998212000.0,43574435000.0,659218000.0,,517633000,,,,,,,,,,,,,,,,,
2016-12-31,2902566000,,6084000.0,241848785000.0,7658899000.0,-1422733000,11623606000,197307446000.0,69397350000.0,1615758000,1132839000,1520230000.0,3458631000,,78472564000.0,1327445000,6804883000.0,-228210000.0,,6573031000.0,9893779000,7518760000,7390899000.0,-1891685000,139888300000.0,1132839000,-507095000.0,13258663000.0,85919580000.0,40155549000.0,,,4315358000,15268402000.0,15268402000.0,6122688000.0,-18289000.0,1248882000,8502158000,-3801001000,2382944000.0,21160146000.0,-3076982000,180529000.0,3203402000,19142366000,3432803000,22564648000.0,-40149255000.0,1391621000,127211519000.0,29099572000.0,489600000,-45778000.0,61415736000.0,127211519000.0,44541339000.0,761998000.0,,2105358000,,,,,,,,,,,,,,,,,
2017-03-31,251530000,,6084000.0,243635970000.0,8426591000.0,-880370000,10628165000,196798987000.0,69782218000.0,1839878000,1170967000,1504404000.0,3364619000,0.088,78849625000.0,881859000,7108672000.0,,13306443182.0,6859147000.0,12173067000,7236600000,7129240000.0,-32512000,139582489000.0,1170967000,0.0,13258663000.0,87515299000.0,39994540000.0,13306443182.0,0.088,4032598000,17452266000.0,17452266000.0,6119103000.0,,1324303000,9893779000,-4646552000,2120293000.0,19936441000.0,-1988642000,,3204002000,17864765000,3297068000,23327142000.0,,2279288000,126231346000.0,30270539000.0,575331000,-59096000.0,60732864000.0,126231346000.0,46836983000.0,762118000.0,,2415209000,,,,,,,,,,,,,,,,,
2017-06-30,2113310000,,6084000.0,243342909000.0,7940025000.0,-1486697000,12753283000,196276759000.0,68027911000.0,1035425000,525170000,1511784000.0,3169735000,,78539811000.0,1002543000,6686592000.0,,,7419047000.0,13644397000,6485909000,6937710000.0,639783000,138767719000.0,525170000,-211808000.0,13258663000.0,87755163000.0,39077677000.0,,,3813845000,17849955000.0,17849955000.0,6564297000.0,,2010793000,12173067000,-6374836000,2373542000.0,19870928000.0,-982750000,,2672064000,19239192000,2575507000,22402805000.0,,1471330000,126234474000.0,30275472000.0,537539000,,60227908000.0,126234474000.0,47066150000.0,1754016000.0,,1572964000,,,,,,,,,,,,,,,,,
2017-09-30,2061020000,,6084000.0,247885302000.0,7858504000.0,-1937710000,15887054000,197504328000.0,73047851000.0,1303447000,736315000,1518900000.0,3364114000,0.06,83549725000.0,811402000,7045200000.0,0.0,12271916667.0,6103147000.0,11708995000,6802082000,7361013000.0,-5820344000,141804019000.0,736315000,0.0,13258663000.0,88687538000.0,39390264000.0,12271916667.0,0.06,3986244000,19229696000.0,19229696000.0,6579751000.0,77185000.0,-2903842000,13644397000,-13595212000,2800890000.0,19790665000.0,-3242991000,,2815838000,22689136000,2678364000,21175588000.0,,-1935402000,126322266000.0,31019140000.0,563515000,,58254294000.0,126322266000.0,50380974000.0,1715277000.0,,1866962000,,,,,,,,,,,,,,,,,
2017-12-31,4872390000,,6084000.0,248838946000.0,6516966000.0,-1111716000,15562949000,199967974000.0,69950174000.0,267321000,-18026000,1584319000.0,3789404000,,79823165000.0,1384961000,6467285000.0,-564711000.0,,6956033000.0,10097653000,5767190000,7447250000.0,-4800179000,142754398000.0,-18026000,-472000.0,13258663000.0,89011747000.0,39330809000.0,,,4325870000,18727607000.0,18727607000.0,5964852000.0,-18362000.0,-2167485000,11708995000,-1335513000,3710436000.0,22492310000.0,-2294773000,,1441320000,21330139000,1676760000,22073404000.0,,-1638105000,127488682000.0,30964786000.0,24478000,,62931233000.0,127488682000.0,48870972000.0,1658561000.0,,291799000,,,,,,,,,,,,,,,,,
2018-03-31,-1631135000,,6084000.0,249427666000.0,7760277000.0,-691033000,18391436000,201135777000.0,73737669000.0,2209773000,1410828000,1635537000.0,3323292000,0.11,83629534000.0,786897000,7224922000.0,,,6810733000.0,8633325000,7373259000,7730113000.0,-2020897000,140713066000.0,1410828000,,13258663000.0,90764109000.0,39242100000.0,12825709091.0,0.11,4000849000,15951268000.0,15951268000.0,5968199000.0,,430941000,10097652000,-6015999000,4045073000.0,20800294000.0,-2451928000,,3372410000,25764695000,3702668000,17627932000.0,,-1464327000,127565452000.0,32375617000.0,705998000,,57083532000.0,127565452000.0,48291889000.0,1632833000.0,,2915771000,,,,,,,,,,,,,,,,,
2018-06-30,3871955000,,6084000.0,256228099000.0,6897302000.0,-1587020000,16556900000,202945274000.0,79574123000.0,2126856000,1345333000,1465024000.0,3492022000,,89319546000.0,1304730000,6117512000.0,,,6577347000.0,13525750000,7888386000,7575328000.0,-4613451000,147533690000.0,1345333000,,13258663000.0,90871183000.0,40096348000.0,,,4296886000,23717157000.0,23717157000.0,5945278000.0,,-1374148000,8633325000,-6051412000,11437024000.0,20506650000.0,-3563190000,,3591500000,24445286000,4388352000,19431600000.0,,4860077000,129344899000.0,31643100000.0,956766000,,58214144000.0,129344899000.0,53282825000.0,1658867000.0,,3083622000,,,,,,,,,,,,,,,,,
2018-09-30,6077696000,,6084000.0,261722487000.0,7319169000.0,-2499224000,19393867000,205372040000.0,76185722000.0,2041632000,1368521000,1479642000.0,3477093000,0.13,86365427000.0,949262000,6690321000.0,-2190827000.0,,5523547000.0,11751859000,7533559000,7915651000.0,-7099952000,151014817000.0,1368521000,0.0,13258663000.0,92294792000.0,40701677000.0,10527084615.0,0.13,4319875000,25813192000.0,25813192000.0,5938783000.0,55827000.0,-2521484000,13525750000,-8160290000,11749328000.0,20837240000.0,-2486293000,0.0,3213684000,26927426000,3637062000,29671368000.0,,-1773891000,130236208000.0,32728890000.0,646168000,,64649390000.0,130236208000.0,56350447000.0,1669257000.0,89938000.0,2687800000,,,,,,,,,,,,,,,,,
2018-12-31,2667821000,,6084000.0,264658469000.0,4881389000.0,-1057527000,19971854000,209214236000.0,73228423000.0,-150675000,-690104000,1765226000.0,4345958000,,84869129000.0,1658168000,6686012000.0,1065827000.0,,6307547000.0,8353662000,7030805000,8252752000.0,-876786000,153976540000.0,-690104000,-2440269000.0,13258663000.0,92141742000.0,42562575000.0,,,5331235000,23860706000.0,23860706000.0,5905917000.0,692126000.0,-1716407000,11751859000,-4397756000,14459685000.0,23252942000.0,-926625000,2450000.0,1699570000,27002659000,1763379000,29754438000.0,,-3444880000,131193510000.0,32272134000.0,255886000,,69107411000.0,131193510000.0,55444233000.0,1634790000.0,99474000.0,105211000,,,,,,,,,,,,,,,,,
2019-03-31,2480251000,,6084000.0,269182580000.0,6614942000.0,-822042000,20698940000,209427063000.0,77448769000.0,2589943000,1541065000,1951125000.0,4025669000,0.116,89701134000.0,967126000,6693063000.0,-28000000.0,13285043103.0,6685667000.0,11479068000,8853472000,8378815000.0,-3615817000,155952316000.0,1541065000,-24318000.0,13258663000.0,93742902000.0,42367302000.0,13285043103.0,0.116,5003709000,28712192000.0,28712192000.0,5887731000.0,180000000.0,-2119929000,8372119000,-3988127000,12305342000.0,24175691000.0,-1653589000,,3849763000,29552412000,4392423000,25107368000.0,,3106949000,131279615000.0,33747349000.0,835354000,,66251182000.0,131279615000.0,59755517000.0,1611480000.0,43177000.0,3425297000,,,,,,,,,,,,,,,,,
2019-06-30,3090240000,,6084000.0,271974954000.0,7529251000.0,-1557029000,20991438000,212119521000.0,61745498000.0,3363765000,2246663000,2795152000.0,4378685000,,74585971000.0,1388702000,7975780000.0,-30000000.0,,7075547000.0,11361994000,10487849000,7839615000.0,-2721505000,156177627000.0,2246663000,-47496000.0,13258663000.0,95166953000.0,42203470000.0,,,5430361000,28923464000.0,28923464000.0,5887497000.0,358924000.0,-67980000,11479068000,-4305740000,3284889000.0,23805670000.0,-3016456000,,5057488000,31479287000,5909004000,40064610000.0,,-117074000,132680238000.0,35002212000.0,1156537000,,81591656000.0,132680238000.0,59855433000.0,1597769000.0,45053000.0,4520302000,,,,,,,,,,,,,,,,,
2019-09-30,3975570000,,6084000.0,276679168000.0,8704574000.0,-2899161000,23466924000,213119277000.0,57840604000.0,2808874000,1973397000,2958985000.0,4556180000,0.14,70812885000.0,1240791000,9958381000.0,-62000000.0,14095692857.0,5562347000.0,14990104000,9739970000,7583956000.0,-1555467000,157488099000.0,1973397000,-125415000.0,13258663000.0,97621224000.0,44006345000.0,14095692857.0,0.14,5622090000,31345687000.0,31345687000.0,5843189000.0,93416000.0,1132113000,11361994000,-9468106000,3330553000.0,22809627000.0,-2690369000,,4117880000,33206894000,4956580000,48537552000.0,,3628110000,128218249000.0,36975610000.0,906915000,,86675214000.0,128218249000.0,63559891000.0,1601622000.0,67823000.0,3715789000,,,,,,,,,,,,,,,,,
