date,quarterlyStockholdersEquity,quarterlyDilutedEPS,quarterlyOperatingExpense,quarterlyPretaxIncome,quarterlyGrossPPE,quarterlyTaxProvision,quarterlyNetPPE,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyBasicAverageShares,quarterlyBasicEPS,quarterlyGrossProfit,quarterlySellingGeneralAndAdministration,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyAccumulatedDepreciation,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyTotalNonCurrentAssets,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyTotalAssets,quarterlyLongTermDebt,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyDilutedAverageShares,quarterlyRetainedEarnings,quarterlyOtherCurrentLiabilities,quarterlyOtherShortTermInvestments,quarterlyCurrentDebt,quarterlyEbitda,quarterlyInterestExpense,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyNetIncomeCommonStockholders,quarterlyOtherIntangibleAssets,quarterlyAccountsPayable,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCapitalStock,quarterlyDepreciationAndAmortization,quarterlyGoodwill,quarterlyIncomeTaxPayable,quarterlyChangeInWorkingCapital,quarterlyNetOtherFinancingCharges,quarterlyFreeCashFlow,quarterlyCommonStockIssuance,quarterlyOtherIncomeExpense,quarterlyOtherNonCashItems,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,quarterlyNonCurrentDeferredRevenue,quarterlyRepurchaseOfCapitalStock,quarterlyPurchaseOfBusiness,quarterlyChangesInAccountReceivables,quarterlyCashDividendsPaid,quarterlyDeferredIncomeTax,quarterlyNetOtherInvestingChanges,quarterlyBeginningCashPosition,quarterlySaleOfInvestment,quarterlyInvestingCashFlow,quarterlyRepaymentOfDebt,quarterlyOperatingCashFlow,quarterlyEndCashPosition,quarterlyCurrentDeferredRevenue,quarterlyCapitalExpenditure,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyChangeInCashSupplementalAsReported,quarterlyStockBasedCompensation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentAccruedExpenses,quarterlyResearchAndDevelopment,quarterlyPurchaseOfInvestment,quarterlyChangeInInventory
2013-09-30,,0.0767,345259000.0,619134000.0,,475000.0,,2324357000.0,637751000.0,8055455729.0,0.0768,983010000.0,92436000.0,,,,618659000.0,618659000.0,,,,,,1341347000.0,,,,,8065958279.0,,,,,768553000.0,21970000.0,,,618659000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-31,6449882000.0,,324394000.0,656208000.0,8694095000.0,480000.0,6722586000.0,2513231000.0,698051000.0,,,1022445000.0,788735000.0,,13361000.0,-1971509000.0,655728000.0,655728000.0,3082521000.0,5663000.0,0.0,7682111000.0,764396000.0,1490786000.0,11465500000.0,2939039000.0,3783389000.0,1933097000.0,,4034468000.0,0.0,15000.0,200554000.0,798799000.0,16977000.0,5015618000.0,25811000.0,655728000.0,20147000.0,1724343000.0,2943424000.0,2943439000.0,80632000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-31,,0.0931,370717000.0,752969000.0,,1329000.0,,2706001000.0,786209000.0,8064806867.0,0.0932,1156926000.0,103323000.0,,,,751640000.0,751640000.0,,,,,,1549075000.0,,,,,8073469388.0,,,,,900607000.0,20141000.0,,,751640000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-30,5242246000.0,,317148000.0,620176000.0,,1400000.0,6850706000.0,2369254000.0,641313000.0,,,958461000.0,466619000.0,,13561000.0,,618776000.0,618776000.0,3256332000.0,0.0,0.0,7831074000.0,680288000.0,1410793000.0,10038963000.0,3107699000.0,2207889000.0,1540385000.0,,3604884000.0,0.0,0.0,0.0,765263000.0,15334000.0,4796717000.0,31329000.0,618776000.0,22023000.0,1531608000.0,1507785000.0,1507785000.0,80659000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-30,,0.0796,340528000.0,644440000.0,,1374000.0,,2319428000.0,656092000.0,8058471178.0,0.0798,996620000.0,75752000.0,,,,643066000.0,643066000.0,,,,,,1322808000.0,,,,,8078718593.0,,,,,792730000.0,16607000.0,,,643066000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-31,6429347000.0,,314051000.0,538617000.0,9302472000.0,4395000.0,6912974000.0,2110547000.0,553798000.0,,,867849000.0,701772000.0,26504000.0,13913000.0,-2389498000.0,534222000.0,534222000.0,3298439000.0,6538000.0,0.0,8152645000.0,577637000.0,1242698000.0,11347591000.0,3115447000.0,3194946000.0,1619805000.0,,4782172000.0,0.0,0.0,0.0,683963000.0,10821000.0,4918244000.0,22984000.0,534222000.0,20705000.0,1608344000.0,2535315000.0,2535315000.0,80677000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,5106358000.0,,,,,,7204694000.0,,,,,,,26807000.0,11976000.0,,,,3476003000.0,7120000.0,0.0,8519028000.0,534036000.0,,11027581000.0,3294489000.0,2508553000.0,2445220000.0,,3445009000.0,0.0,,,,,5921223000.0,29529000.0,,23117000.0,1395361000.0,1955421000.0,1955421000.0,80689000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,5838605000.0,,,,10443403000.0,,7588461000.0,,,,,,,31848000.0,11903000.0,-2854942000.0,,,3492244000.0,7901000.0,0.0,8970901000.0,451308000.0,,10771691000.0,3305452000.0,1800790000.0,1440842000.0,,4171480000.0,0.0,,,,,4933086000.0,23253000.0,,27870000.0,1429362000.0,1283102000.0,1283102000.0,80693000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,4323488000.0,,,,,,7878130000.0,,,,,,,34994000.0,11143000.0,,,,4487338000.0,8643000.0,0.0,9307546000.0,403856000.0,,10387350000.0,4254748000.0,1079804000.0,1576524000.0,,2652175000.0,0.0,,59705000.0,,,6063862000.0,32000000.0,,29338000.0,1508989000.0,656162000.0,656162000.0,80701000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,5007000000.0,,,,11482000000.0,,8111000000.0,,,,,,,47000000.0,14000000.0,-3371000000.0,,,4522000000.0,10000000.0,0.0,9523000000.0,297000000.0,,11183000000.0,4274000000.0,1660000000.0,1654000000.0,,3327000000.0,0.0,,20000000.0,,,6176000000.0,36000000.0,,35000000.0,1622000000.0,1284000000.0,1284000000.0,81000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,3607000000.0,,,,,,7809000000.0,,,,,,,56000000.0,15000000.0,,,,5054000000.0,10000000.0,0.0,9197000000.0,260000000.0,,10263000000.0,4796000000.0,1066000000.0,1602000000.0,,1938000000.0,0.0,,34000000.0,,,6656000000.0,35000000.0,,35000000.0,1560000000.0,781000000.0,781000000.0,81000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,4538000000.0,,,,11602000000.0,,7687000000.0,,,,,,,62000000.0,15000000.0,-3915000000.0,,,4512000000.0,0.0,0.0,9089000000.0,237000000.0,,10647000000.0,4228000000.0,1558000000.0,1597000000.0,,2864000000.0,0.0,,47000000.0,,,6109000000.0,34000000.0,,34000000.0,1537000000.0,1239000000.0,1239000000.0,81000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,3501000000.0,,,,,,8190000000.0,,,,,,,57000000.0,14000000.0,,,,4943000000.0,,,8936000000.0,320000000.0,,10345000000.0,4657000000.0,1409000000.0,1901000000.0,,,,,73000000.0,,,6844000000.0,34000000.0,,,1815000000.0,1063000000.0,1063000000.0,81000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,4409000000.0,,,,12589000000.0,,8134000000.0,,,,,,,50000000.0,14000000.0,-4455000000.0,,,5706000000.0,,,8878000000.0,367000000.0,,12058000000.0,5427000000.0,3180000000.0,1943000000.0,,,,,0.0,,,7649000000.0,32000000.0,,46000000.0,1928000000.0,2676000000.0,2676000000.0,81000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,3456000000.0,,,,,,8103000000.0,,,,,,,42000000.0,14000000.0,,,,5751000000.0,,,8862000000.0,417000000.0,,11092000000.0,5472000000.0,2230000000.0,1885000000.0,,1728000000.0,,,,,,7636000000.0,82000000.0,,,1865000000.0,1785000000.0,1785000000.0,81000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
