date,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyInterestExpense,quarterlyInventory,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherIncomeExpense,quarterlyAccumulatedDepreciation,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyOperatingCashFlow,quarterlyOperatingExpense,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyBasicEPS,quarterlyTaxProvision,quarterlyNetPPE,quarterlyResearchAndDevelopment,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyTotalNonCurrentAssets,quarterlyChangesInAccountReceivables,quarterlyTotalAssets,quarterlyFreeCashFlow,quarterlySaleOfInvestment,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyBeginningCashPosition,quarterlyDilutedAverageShares,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,quarterlyEbitda,quarterlyOperatingIncome,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyNetIncomeCommonStockholders,quarterlyDilutedEPS,quarterlyGrossProfit,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,quarterlyCashDividendsPaid,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,quarterlyRetainedEarnings,quarterlyStockBasedCompensation,quarterlyOtherShortTermInvestments,quarterlyGoodwill,quarterlyStockholdersEquity,quarterlyAccountsReceivable,quarterlyNetOtherInvestingChanges,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyBasicAverageShares,quarterlyChangeInInventory,quarterlyLongTermDebt,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInAccountPayable,quarterlyIncomeTaxPayable
2003-06-30,1263000000.0,-215000000.0,59000000.0,2754000000.0,0.0,-31000000.0,51000000.0,-14155000000.0,,5412000000.0,,,297000000.0,1879000000.0,112000000.0,,0.35,-7000000.0,5622000000.0,951000000.0,-77000000.0,0.0,72000000.0,14331000000.0,,29905000000.0,82000000.0,9000000.0,,404000000.0,-95000000.0,2129000000.0,6290000000.0,333856809.0,6982000000.0,6270000000.0,6213000000.0,6163000000,,533000000,129000000,6213000000.0,-353000000.0,119000000.0,0.35,2008000000.0,18047000000.0,,,19777000000.0,-92000000.0,15574000000.0,8324000000.0,-182000000.0,42000000.0,,2685000000.0,,57000000.0,,11858000000.0,3626000000.0,0.0,4155000000.0,4932000000.0,331371097.0,107000000.0,6686000000.0,119000000,119000000.0,937000000.0,,9723000000.0,817000000.0,2551000000.0,,
2003-09-30,1191000000.0,-157000000.0,84000000.0,2659000000.0,0.0,-166000000.0,-41000000.0,-13801000000.0,,5109000000.0,,,1101000000.0,2015000000.0,178000000.0,,0.35,62000000.0,5336000000.0,941000000.0,875000000.0,0.0,5000000.0,14094000000.0,,30471000000.0,944000000.0,36000000.0,,400000000.0,-36000000.0,2505000000.0,6213000000.0,336856806.0,6984000000.0,7163000000.0,7088000000.0,6829000000,,707000000,307000000,7088000000.0,-86000000.0,116000000.0,0.35,2322000000.0,18520000000.0,,,19137000000.0,-93000000.0,16377000000.0,8817000000.0,-41000000.0,604000000.0,,2707000000.0,,75000000.0,,11951000000.0,3852000000.0,0.0,4507000000.0,5121000000.0,331828239.0,95000000.0,7167000000.0,116000000,116000000.0,1078000000.0,,9703000000.0,938000000.0,2536000000.0,,
2003-12-31,896000000.0,-170000000.0,59000000.0,2792000000.0,0.0,-317000000.0,247000000.0,-13515000000.0,,5678000000.0,,,894000000.0,2110000000.0,746000000.0,,,257000000.0,5164000000.0,932000000.0,789000000.0,0.0,80000000.0,14191000000.0,,32098000000.0,724000000.0,,,430000000.0,207000000.0,2789000000.0,7088000000.0,,7017000000.0,8016000000.0,7877000000.0,8023000000,-64000000.0,971000000,541000000,7877000000.0,194000000.0,489000000.0,,2651000000.0,19409000000.0,,,18679000000.0,-94000000.0,17907000000.0,9433000000.0,208000000.0,-43000000.0,,3103000000.0,,139000000.0,,12689000000.0,4436000000.0,816000000.0,5372000000.0,5748000000.0,,-133000000.0,6675000000.0,489000000,489000000.0,1161000000.0,,9976000000.0,985000000.0,2815000000.0,,
2004-03-31,834000000.0,-201000000.0,67000000.0,2632000000.0,0.0,-581000000.0,226000000.0,-13428000000.0,,5528000000.0,,,858000000.0,2066000000.0,916000000.0,,1.820002,307000000.0,4762000000.0,967000000.0,399000000.0,0.0,52000000.0,13582000000.0,,32350000000.0,657000000.0,347000000.0,,348000000.0,51000000.0,2924000000.0,7877000000.0,355342501.0,7033000000.0,8415000000.0,8276000000.0,8561000000,,1150000000,802000000,8276000000.0,128000000.0,609000000.0,1.750002,2868000000.0,19227000000.0,,-500000000.0,18190000000.0,-94000000.0,18768000000.0,9608000000.0,168000000.0,-32000000.0,,3618000000.0,,139000000.0,,13123000000.0,4976000000.0,0.0,5693000000.0,5850000000.0,333885380.0,157000000.0,6679000000.0,609000000,609000000.0,1144000000.0,,9619000000.0,1108000000.0,2940000000.0,,
2004-06-30,352000000.0,-227000000.0,60000000.0,2816000000.0,0.0,-363000000.0,2000000.0,-13310000000.0,,5336000000.0,,,994000000.0,2345000000.0,800000000.0,,-0.630001,1003000000.0,4613000000.0,990000000.0,391000000.0,0.0,214000000.0,12944000000.0,,32171000000.0,767000000.0,21000000.0,,345000000.0,-7000000.0,3182000000.0,8276000000.0,335956806.0,7088000000.0,8805000000.0,8667000000.0,8700000000,,1169000000,824000000,8667000000.0,-232000000.0,-203000000.0,-0.630001,3169000000.0,19047000000.0,,,17923000000.0,-94000000.0,19227000000.0,9638000000.0,844000000.0,80000000.0,,3321000000.0,,138000000.0,,13124000000.0,5143000000.0,0.0,5531000000.0,6104000000.0,335956806.0,-186000000.0,6697000000.0,-203000000,-203000000.0,1321000000.0,,9409000000.0,1323000000.0,2712000000.0,,
2004-09-30,336000000.0,-272000000.0,53000000.0,3191000000.0,1559000000.0,989000000.0,-37000000.0,-13314000000.0,,5035000000.0,,,1269000000.0,2359000000.0,727000000.0,,1.400001,248000000.0,4550000000.0,999000000.0,2134000000.0,0.0,36000000.0,12560000000.0,,34550000000.0,997000000.0,230000000.0,,352000000.0,-108000000.0,3332000000.0,8667000000.0,352285362.0,7096000000.0,10953000000.0,10801000000.0,8624000000,,1116000000,764000000,10801000000.0,-142000000.0,479000000.0,1.400001,3123000000.0,19400000000.0,,,17864000000.0,-95000000.0,21990000000.0,10593000000.0,144000000.0,303000000.0,,3705000000.0,,152000000.0,,13847000000.0,5367000000.0,0.0,5501000000.0,6925000000.0,337085377.0,-356000000.0,6259000000.0,479000000,479000000.0,1275000000.0,,8807000000.0,1381000000.0,2548000000.0,,
2004-12-31,717000000.0,206000000.0,19000000.0,2546000000.0,-277000000.0,-282000000.0,18000000.0,-6049000000.0,,5122000000.0,,,-55000000.0,610000000.0,809000000.0,,,-497000000.0,2332000000.0,104000000.0,-158000000.0,0.0,1378000000.0,9807000000.0,,30889000000.0,151000000.0,84000000.0,,-386000000.0,-55000000.0,3330000000.0,10801000000.0,,7343000000.0,10708000000.0,10556000000.0,5438000000,0.0,727000000,727000000,10556000000.0,83000000.0,647000000.0,,1337000000.0,17558000000.0,,,8381000000.0,-95000000.0,21082000000.0,10573000000.0,-700000000.0,-282000000.0,,1722000000.0,,152000000.0,,13331000000.0,4492000000.0,0.0,4101000000.0,6526000000.0,,-48000000.0,4578000000.0,1306000000,647000000.0,469000000.0,,6985000000.0,1795000000.0,2407000000.0,,
2005-03-31,712000000.0,-103000000.0,8000000.0,2480000000.0,0.0,-44000000.0,237000000.0,-6118000000.0,,4635000000.0,,,438000000.0,1805000000.0,1087000000.0,,1.960002,395000000.0,2292000000.0,811000000.0,950000000.0,0.0,58000000.0,9297000000.0,,30983000000.0,335000000.0,743000000.0,,151000000.0,-262000000.0,2952000000.0,2846000000.0,355299644.0,7361000000.0,11300000000.0,11145000000.0,8161000000,-4000000.0,1016000000,865000000,3796000000.0,576000000.0,692000000.0,1.960002,2670000000.0,17205000000.0,,,8410000000.0,-98000000.0,21686000000.0,10304000000.0,254000000.0,-421000000.0,,2316000000.0,,155000000.0,,13778000000.0,4666000000.0,0.0,5491000000.0,6640000000.0,349585364.0,65000000.0,4577000000.0,692000000,692000000.0,1001000000.0,,6901000000.0,1857000000.0,2324000000.0,,
2005-06-30,336000000.0,-134000000.0,-4000000.0,2276000000.0,0.0,49000000.0,428000000.0,-6078000000.0,,4443000000.0,,,1018000000.0,1895000000.0,1432000000.0,,2.660003,485000000.0,2270000000.0,851000000.0,360000000.0,0.0,291000000.0,9053000000.0,,32269000000.0,884000000.0,283000000.0,,149000000.0,-395000000.0,3319000000.0,3796000000.0,357713928.0,7411000000.0,12799000000.0,4156000000.0,8825000000,-790000000.0,1131000000,982000000,4156000000.0,-686000000.0,933000000.0,2.590003,2877000000.0,17618000000.0,,,8348000000.0,-98000000.0,23216000000.0,10277000000.0,394000000.0,-47000000.0,,3150000000.0,,8643000000.0,,14651000000.0,5234000000.0,0.0,5948000000.0,6622000000.0,351456791.0,205000000.0,4973000000.0,947000000,933000000.0,1026000000.0,,7341000000.0,1778000000.0,2368000000.0,,
2005-09-30,344000000.0,-179000000.0,,2302000000.0,0.0,-1083000000.0,1161000000.0,-5989000000.0,,4407000000.0,,,1123000000.0,1928000000.0,2281000000.0,,4.970005,531000000.0,2303000000.0,857000000.0,-1300000000.0,0.0,490000000.0,9640000000.0,,33462000000.0,944000000.0,92000000.0,,153000000.0,-1151000000.0,3597000000.0,4156000000.0,363856779.0,7477000000.0,12731000000.0,2856000000.0,9424000000,-1228000000.0,1253000000,1100000000,2856000000.0,-1305000000.0,1751000000.0,4.830005,3028000000.0,17696000000.0,,-353000000.0,8292000000.0,-98000000.0,23822000000.0,11358000000.0,172000000.0,170000000.0,,4802000000.0,,9875000000.0,,15766000000.0,5660000000.0,0.0,6396000000.0,7417000000.0,354371074.0,-27000000.0,3975000000.0,1750000000,1751000000.0,1071000000.0,,6338000000.0,2163000000.0,2363000000.0,,
2005-12-31,448000000.0,-167000000.0,,2522000000.0,0.0,-112000000.0,374000000.0,-5801000000.0,,2211000000.0,,387000000.0,2026000000.0,1385000000.0,1720000000.0,,,510000000.0,2271000000.0,1161000000.0,918000000.0,0.0,360000000.0,7780000000.0,,35649000000.0,1859000000.0,447000000.0,2053000000.0,160000000.0,-1423000000.0,4406000000.0,2856000000.0,,7508000000.0,14785000000.0,3774000000.0,10433000000,-1135000000.0,1977000000,1817000000,3774000000.0,-969000000.0,1202000000.0,,3202000000.0,18976000000.0,,-357000000.0,8072000000.0,-100000000.0,27869000000.0,12488000000.0,180000000.0,343000000.0,,5897000000.0,,11011000000.0,,16673000000.0,5779000000.0,0.0,7231000000.0,7247000000.0,,-220000000.0,3806000000.0,1210000000,1202000000.0,750000000.0,,6488000000.0,794000000.0,2682000000.0,,
2006-03-31,470000000.0,-126000000.0,,2764000000.0,20000000.0,-803000000.0,102000000.0,-5770000000.0,,4267000000.0,,,687000000.0,2126000000.0,1093000000.0,,1.960002,407000000.0,2248000000.0,980000000.0,426000000.0,0.0,72000000.0,7595000000.0,,35709000000.0,561000000.0,826000000.0,,139000000.0,-1452000000.0,4430000000.0,3774000000.0,364799635.0,7415000000.0,14646000000.0,4200000000.0,10013000000,-183000000.0,1033000000,894000000,4200000000.0,532000000.0,686000000.0,1.890002,3020000000.0,19129000000.0,,-815000000.0,8018000000.0,-100000000.0,28114000000.0,12448000000.0,242000000.0,-399000000.0,,6484000000.0,,10446000000.0,,16580000000.0,5858000000.0,0.0,6993000000.0,7548000000.0,355571073.0,-234000000.0,3774000000.0,686000000,686000000.0,1116000000.0,,6681000000.0,2495000000.0,2907000000.0,,
2006-06-30,490000000.0,-123000000.0,88000000.0,2716000000.0,46000000.0,-608000000.0,505000000.0,-5339000000.0,,4501000000.0,,,512000000.0,1837000000.0,1723000000.0,,3.920004,374000000.0,2084000000.0,1016000000.0,-799000000.0,281000000.0,264000000.0,7576000000.0,,36004000000.0,389000000.0,-522000000.0,,122000000.0,-1552000000.0,4134000000.0,4200000000.0,360285354.0,7356000000.0,14390000000.0,3401000000.0,10876000000,139000000.0,1644000000,1522000000,3401000000.0,-715000000.0,1384000000.0,3.850004,3359000000.0,18727000000.0,,-838000000.0,7423000000.0,-99000000.0,28428000000.0,12054000000.0,332000000.0,-1242000000.0,,7743000000.0,,10989000000.0,,17277000000.0,6420000000.0,-249000000.0,7517000000.0,7149000000.0,352056790.0,-52000000.0,3758000000.0,1349000000,1384000000.0,1195000000.0,,6673000000.0,2779000000.0,2915000000.0,,
2006-09-30,508000000.0,-141000000.0,,2716000000.0,83000000.0,-1115000000.0,-108000000.0,-5423000000.0,,4830000000.0,,,1590000000.0,2314000000.0,1155000000.0,,2.800003,428000000.0,2157000000.0,1027000000.0,-386000000.0,16000000.0,379000000.0,7809000000.0,,37408000000.0,1449000000.0,869000000.0,,142000000.0,-1589000000.0,4802000000.0,3401000000.0,353828217.0,7258000000.0,14842000000.0,3015000000.0,10603000000,-772000000.0,1202000000,1060000000,3015000000.0,-815000000.0,968000000.0,2.730003,3374000000.0,20270000000.0,169000000.0,-1473000000.0,7580000000.0,-123000000.0,29599000000.0,13591000000.0,290000000.0,288000000.0,,8587000000.0,,11827000000.0,,17138000000.0,7135000000.0,0.0,7229000000.0,8265000000.0,345442511.0,14000000.0,3780000000.0,727000000,968000000.0,1174000000.0,,6679000000.0,2884000000.0,2899000000.0,,
2006-12-31,1693000000.0,-259000000.0,,3162000000.0,16000000.0,-612000000.0,-332000000.0,-5452000000.0,,4026000000.0,,,710000000.0,2473000000.0,684000000.0,,,155000000.0,2267000000.0,1117000000.0,197000000.0,0.0,203000000.0,7618000000.0,,38593000000.0,451000000.0,,,155000000.0,-1650000000.0,5056000000.0,3015000000.0,,7197000000.0,15640000000.0,3212000000.0,11792000000,-601000000.0,750000000,595000000,3212000000.0,-50000000.0,623000000.0,,3068000000.0,21451000000.0,16000000.0,-700000000.0,7719000000.0,-121000000.0,30975000000.0,15425000000.0,-26000000.0,-89000000.0,,9086000000.0,,12428000000.0,,17142000000.0,7509000000.0,0.0,8724000000.0,8676000000.0,,-446000000.0,2704000000.0,529000000,623000000.0,1034000000.0,,6026000000.0,2933000000.0,3322000000.0,,
2007-03-31,1757000000.0,-92000000.0,,3301000000.0,8000000.0,-2529000000.0,-297000000.0,-5567000000.0,,1590000000.0,,1418000000.0,8000000.0,2640000000.0,-327000000.0,,-0.560001,-109000000.0,2545000000.0,1117000000.0,-475000000.0,0.0,46000000.0,12651000000.0,,36370000000.0,-84000000.0,6837000000.0,1943000000.0,219000000.0,-1589000000.0,4010000000.0,3212000000.0,338899661.0,6949000000.0,3538000000.0,2737000000.0,9433000000,-577000000.0,33000000,-186000000,2737000000.0,2091000000.0,-181000000.0,-0.560001,2454000000.0,21571000000.0,185000000.0,-2360000000.0,8112000000.0,-119000000.0,23719000000.0,14829000000.0,-181000000.0,2000000.0,,8813000000.0,,801000000.0,4454000000.0,14799000000.0,7337000000.0,0.0,6979000000.0,7644000000.0,338899661.0,146000000.0,2596000000.0,-218000000,-181000000.0,1313000000.0,,6742000000.0,6917000000.0,4146000000.0,,
2007-06-30,1775000000.0,-178000000.0,82000000.0,3016000000.0,9000000.0,84000000.0,-84000000.0,-5632000000.0,,1610000000.0,,1321000000.0,-35000000.0,2535000000.0,-104000000.0,,-0.07,-66000000.0,2586000000.0,1115000000.0,429000000.0,0.0,166000000.0,12804000000.0,,34613000000.0,-213000000.0,570000000.0,1862000000.0,227000000.0,-1537000000.0,3493000000.0,2737000000.0,328042529.0,6885000000.0,8691000000.0,2770000000.0,8732000000,134000000.0,145000000,-82000000,2770000000.0,439000000.0,-28000000.0,-0.07,2453000000.0,19650000000.0,104000000.0,0.0,8218000000.0,-120000000.0,21809000000.0,12876000000.0,-194000000.0,-129000000.0,,8665000000.0,,5921000000.0,4589000000.0,14963000000.0,6110000000.0,0.0,6279000000.0,6287000000.0,328042529.0,285000000.0,2590000000.0,-38000000,-28000000.0,1296000000.0,,6774000000.0,1437000000.0,4184000000.0,,
2007-09-30,1523000000.0,-123000000.0,93000000.0,2995000000.0,8000000.0,-402000000.0,-105000000.0,-5696000000.0,,2036000000.0,,1277000000.0,280000000.0,2456000000.0,8000000.0,,0.21,-32000000.0,2536000000.0,1100000000.0,-455000000.0,0.0,77000000.0,13104000000.0,,34769000000.0,157000000.0,-178000000.0,1384000000.0,236000000.0,-1444000000.0,3671000000.0,2770000000.0,331199668.0,6857000000.0,3378000000.0,2315000000.0,8811000000,0.0,285000000,49000000,2315000000.0,-497000000.0,60000000.0,0.21,2505000000.0,19725000000.0,107000000.0,-118000000.0,8232000000.0,-115000000.0,21665000000.0,12901000000.0,-177000000.0,141000000.0,,8610000000.0,,1063000000.0,4676000000.0,15044000000.0,6106000000.0,0.0,6306000000.0,6430000000.0,327171101.0,25000000.0,2628000000.0,40000000,60000000.0,1210000000.0,,6824000000.0,6552000000.0,4196000000.0,,
2007-12-31,332000000.0,-134000000.0,97000000.0,2836000000.0,25000000.0,-379000000.0,-60000000.0,-5333000000.0,,1533000000.0,,1235000000.0,457000000.0,2490000000.0,33000000.0,,,-78000000.0,2480000000.0,1097000000.0,437000000.0,0.0,151000000.0,12590000000.0,,34812000000.0,323000000.0,79000000.0,1624000000.0,221000000.0,-706000000.0,4167000000.0,2315000000.0,,6792000000.0,3364000000.0,2752000000.0,9646000000,,271000000,50000000,2752000000.0,346000000.0,100000000.0,,2540000000.0,19365000000.0,132000000.0,-557000000.0,7813000000.0,-114000000.0,22222000000.0,12500000000.0,-195000000.0,242000000.0,,8579000000.0,,612000000.0,4499000000.0,15447000000.0,6319000000.0,0.0,7106000000.0,6766000000.0,,100000000.0,3991000000.0,111000000,100000000.0,1273000000.0,,6865000000.0,6852000000.0,2874000000.0,,
2008-03-31,174000000.0,-111000000.0,78000000.0,2941000000.0,3000000.0,-411000000.0,-84000000.0,-5447000000.0,,2676000000.0,,1497000000.0,-343000000.0,2340000000.0,-261000000.0,,-0.630001,-67000000.0,2577000000.0,1054000000.0,-59000000.0,0.0,6000000.0,13650000000.0,,34133000000.0,-454000000.0,799000000.0,1201000000.0,204000000.0,-605000000.0,3660000000.0,2752000000.0,322428249.0,6767000000.0,3158000000.0,2693000000.0,7448000000,,9000000,-195000000,2693000000.0,553000000.0,-194000000.0,-0.630001,2145000000.0,18953000000.0,77000000.0,-138000000.0,8024000000.0,-114000000.0,20483000000.0,11776000000.0,-278000000.0,-133000000.0,,8269000000.0,,465000000.0,4517000000.0,15180000000.0,6035000000.0,0.0,5303000000.0,6445000000.0,322428249.0,-46000000.0,4074000000.0,-194000000,-194000000.0,1183000000.0,,7177000000.0,5444000000.0,3103000000.0,,
2008-06-30,145000000.0,-120000000.0,74000000.0,2758000000.0,0.0,-64000000.0,-122000000.0,-5437000000.0,,1991000000.0,,1507000000.0,204000000.0,2281000000.0,-51000000.0,,0.0,-55000000.0,2575000000.0,1048000000.0,64000000.0,0.0,76000000.0,13520000000.0,,33739000000.0,84000000.0,158000000.0,1522000000.0,212000000.0,-634000000.0,3806000000.0,2693000000.0,324213961.0,6797000000.0,3352000000.0,2757000000.0,8082000000,,256000000,44000000,2757000000.0,4000000.0,4000000.0,0.0,2325000000.0,18535000000.0,205000000.0,0.0,8012000000.0,-113000000.0,20219000000.0,11574000000.0,-192000000.0,14000000.0,,8159000000.0,,595000000.0,4358000000.0,15204000000.0,5820000000.0,0.0,5757000000.0,6116000000.0,323228248.0,183000000.0,3971000000.0,4000000,4000000.0,1115000000.0,,6961000000.0,5288000000.0,2990000000.0,,
2008-09-30,189000000.0,-156000000.0,52000000.0,2649000000.0,-28000000.0,-93000000.0,-298000000.0,-5390000000.0,,2037000000.0,,1621000000.0,180000000.0,2224000000.0,-600000000.0,,-1.260001,-203000000.0,2505000000.0,999000000.0,217000000.0,0.0,4000000.0,13251000000.0,,33119000000.0,24000000.0,248000000.0,1298000000.0,208000000.0,-716000000.0,3834000000.0,2757000000.0,323699676.0,6800000000.0,3709000000.0,2974000000.0,7480000000,,-213000000,-421000000,2974000000.0,191000000.0,-397000000.0,-1.260001,1803000000.0,18460000000.0,534000000.0,0.0,7895000000.0,-113000000.0,19868000000.0,11873000000.0,-27000000.0,-131000000.0,,7649000000.0,,735000000.0,4351000000.0,14659000000.0,4330000000.0,112000000.0,5677000000.0,6229000000.0,323699676.0,-183000000.0,3988000000.0,-397000000,-397000000.0,1044000000.0,,6587000000.0,7226000000.0,2599000000.0,,
2008-12-31,92000000.0,-117000000.0,20000000.0,2659000000.0,94000000.0,-77000000.0,-1819000000.0,-5298000000.0,,2799000000.0,,,201000000.0,3613000000.0,-1725000000.0,,,1932000000.0,2442000000.0,1008000000.0,90000000.0,0.0,59000000.0,10506000000.0,,27869000000.0,84000000.0,129000000.0,,207000000.0,-2205000000.0,3188000000.0,2974000000.0,,6831000000.0,3289000000.0,3064000000.0,7136000000,-159000000.0,-1284000000,-1491000000,3064000000.0,46000000.0,-3657000000.0,,2122000000.0,18362000000.0,1980000000.0,0.0,7740000000.0,-113000000.0,17363000000.0,10620000000.0,2195000000.0,-507000000.0,,3878000000.0,,225000000.0,2837000000.0,9507000000.0,3493000000.0,1000000.0,5014000000.0,7340000000.0,,-8000000.0,4092000000.0,-3657000000,-3657000000.0,988000000.0,,7742000000.0,6830000000.0,3650000000.0,,
2009-03-31,63000000.0,-71000000.0,62000000.0,2071000000.0,0.0,-218000000.0,50000000.0,-5072000000.0,755000000.0,590000000.0,,1606000000.0,-1014000000.0,1945000000.0,-434000000.0,-15000000.0,-0.700001,-146000000.0,2322000000.0,847000000.0,201000000.0,0.0,56000000.0,10052000000.0,-204000000.0,25763000000.0,-1085000000.0,1525000000.0,1064000000.0,190000000.0,-2328000000.0,2265000000.0,3064000000.0,325785388.0,6879000000.0,5871000000.0,3265000000.0,5371000000,,-182000000,-449000000,3265000000.0,1579000000.0,-231000000.0,-0.700001,1496000000.0,16397000000.0,4000000.0,0.0,7394000000.0,-114000000.0,15711000000.0,9056000000.0,-197000000.0,-752000000.0,,3647000000.0,76000000.0,2606000000.0,2822000000.0,9275000000.0,3863000000.0,0.0,3875000000.0,4399000000.0,325785388.0,582000000.0,3878000000.0,-288000000,-231000000.0,869000000.0,-160000000.0,7341000000.0,2919000000.0,3463000000.0,,
2009-06-30,40000000.0,-66000000.0,30000000.0,1660000000.0,6000000.0,-17000000.0,53000000.0,-5159000000.0,518000000.0,1676000000.0,,1565000000.0,150000000.0,1700000000.0,33000000.0,-6000000.0,0.07,-2000000.0,2280000000.0,775000000.0,-384000000.0,0.0,0.0,9390000000.0,1000000.0,25104000000.0,84000000.0,0.0,997000000.0,192000000.0,-2161000000.0,2188000000.0,3265000000.0,329485384.0,23000000.0,6415000000.0,2881000000.0,5497000000,-681000000.0,255000000,10000000,2881000000.0,-655000000.0,26000000.0,0.07,1710000000.0,15481000000.0,-9000000.0,0.0,7439000000.0,0.0,15714000000.0,8184000000.0,162000000.0,-274000000.0,,3673000000.0,74000000.0,3534000000.0,2822000000.0,9523000000.0,3689000000.0,0.0,3787000000.0,5956000000.0,327699672.0,408000000.0,3899000000.0,35000000,35000000.0,822000000.0,-23000000.0,7297000000.0,2630000000.0,3398000000.0,,
2009-09-30,24000000.0,-52000000.0,63000000.0,1523000000.0,1000000.0,37000000.0,-62000000.0,-5086000000.0,566000000.0,1784000000.0,,,616000000.0,1661000000.0,36000000.0,,0.07,14000000.0,2224000000.0,768000000.0,169000000.0,0.0,54000000.0,9724000000.0,287000000.0,25049000000.0,564000000.0,-363000000.0,,189000000.0,-2026000000.0,2212000000.0,2881000000.0,331356811.0,23000000.0,7115000000.0,3050000000.0,5453000000,-9000000.0,336000000,147000000,3050000000.0,-529000000.0,12000000.0,0.07,1808000000.0,15239000000.0,59000000.0,0.0,7310000000.0,0.0,15325000000.0,7600000000.0,-79000000.0,381000000.0,,3685000000.0,75000000.0,4065000000.0,2823000000.0,9810000000.0,3402000000.0,-180000000.0,3645000000.0,5364000000.0,328513957.0,136000000.0,3901000000.0,22000000,12000000.0,800000000.0,-18000000.0,7639000000.0,2177000000.0,3738000000.0,,
2009-12-31,536000000.0,-86000000.0,39000000.0,1308000000.0,-7000000.0,-12000000.0,246000000.0,-4983000000.0,525000000.0,1785000000.0,,,877000000.0,2071000000.0,200000000.0,,,57000000.0,2154000000.0,793000000.0,-181000000.0,0.0,6000000.0,9571000000.0,-94000000.0,25603000000.0,791000000.0,-84000000.0,,180000000.0,-2286000000.0,2429000000.0,3050000000.0,,23000000.0,7963000000.0,2869000000.0,5723000000,-892000000.0,419000000,-28000000,2869000000.0,-1063000000.0,142000000.0,,2043000000.0,15720000000.0,61000000.0,0.0,7137000000.0,0.0,16032000000.0,8261000000.0,164000000.0,382000000.0,,3827000000.0,71000000.0,5094000000.0,2823000000.0,9775000000.0,3495000000.0,-15000000.0,3680000000.0,5296000000.0,,223000000.0,3365000000.0,143000000,142000000.0,847000000.0,-17000000.0,7459000000.0,2184000000.0,4094000000.0,,
2010-03-31,532000000.0,-70000000.0,33000000.0,1251000000.0,-8000000.0,49000000.0,-5000000.0,-4943000000.0,524000000.0,1669000000.0,,,485000000.0,1685000000.0,63000000.0,-23000000.0,0.21,-5000000.0,2088000000.0,757000000.0,319000000.0,0.0,63000000.0,9364000000.0,411000000.0,25260000000.0,415000000.0,,,173000000.0,-2311000000.0,2147000000.0,2869000000.0,334471094.0,23000000.0,8368000000.0,3188000000.0,5044000000,-120000000.0,269000000,101000000,3188000000.0,-163000000.0,69000000.0,0.21,1786000000.0,15215000000.0,-21000000.0,,7031000000.0,0.0,15896000000.0,7873000000.0,-22000000.0,223000000.0,,3896000000.0,72000000.0,5180000000.0,2830000000.0,9944000000.0,3086000000.0,0.0,3258000000.0,5194000000.0,330813954.0,58000000.0,3372000000.0,68000000,69000000.0,876000000.0,-6000000.0,7342000000.0,2066000000.0,3970000000.0,,
2010-06-30,531000000.0,-76000000.0,38000000.0,1299000000.0,1000000.0,-474000000.0,-85000000.0,-4641000000.0,427000000.0,1693000000.0,,1442000000.0,242000000.0,1534000000.0,345000000.0,-3000000.0,0.49,179000000.0,1968000000.0,762000000.0,-295000000.0,307000000.0,5000000.0,8798000000.0,-428000000.0,24812000000.0,166000000.0,,,168000000.0,-2376000000.0,2336000000.0,3188000000.0,337856805.0,23000000.0,8231000000.0,2893000000.0,5414000000,-151000000.0,551000000,468000000,2893000000.0,-9000000.0,162000000.0,0.49,2002000000.0,14592000000.0,3000000.0,,6609000000.0,0.0,16014000000.0,7887000000.0,283000000.0,-414000000.0,,4058000000.0,77000000.0,5338000000.0,2828000000.0,10116000000.0,3465000000.0,0.0,3412000000.0,5020000000.0,332685381.0,-58000000.0,2907000000.0,166000000,162000000.0,896000000.0,-480000000.0,6705000000.0,1807000000.0,3798000000.0,,
