date,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyInterestExpense,quarterlyInventory,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherIncomeExpense,quarterlyAccumulatedDepreciation,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyOperatingCashFlow,quarterlyOperatingExpense,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyBasicEPS,quarterlyTaxProvision,quarterlyNetPPE,quarterlyResearchAndDevelopment,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyTotalNonCurrentAssets,quarterlyChangesInAccountReceivables,quarterlyTotalAssets,quarterlyFreeCashFlow,quarterlySaleOfInvestment,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyBeginningCashPosition,quarterlyDilutedAverageShares,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,quarterlyEbitda,quarterlyOperatingIncome,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyNetIncomeCommonStockholders,quarterlyDilutedEPS,quarterlyGrossProfit,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,quarterlyCashDividendsPaid,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,quarterlyRetainedEarnings,quarterlyStockBasedCompensation,quarterlyOtherShortTermInvestments,quarterlyGoodwill,quarterlyStockholdersEquity,quarterlyAccountsReceivable,quarterlyNetOtherInvestingChanges,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyBasicAverageShares,quarterlyChangeInInventory,quarterlyLongTermDebt,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInAccountPayable,quarterlyIncomeTaxPayable
1986-09-30,,,,,,,,,,,,,,,,,0.14,,,,,,,,,,,,,,,,,219159159.0,,,,1431000000,,1431000000,1431000000,,,,0.14,,,,,,,,,,,,,,,,,,,,,219159159.0,,,31000000,,,,,,,,
1986-12-31,718000000.0,,,819000000.0,,,,-1509000000.0,,303000000.0,110000000.0,,,,,,,,2140000000.0,,,653000000.0,,2443000000.0,,4682000000.0,,,,,,,,,,185000000.0,185000000.0,1619000000,,-3918000000,-3918000000,,,,,,1928000000.0,,,3649000000.0,,2239000000.0,1371000000.0,,,,1552000000.0,,,,2754000000.0,,,,,,,334000000.0,63000000,,,,557000000.0,384000000.0,113000000.0,,
1987-03-31,,,,,,,,,,,,,,,,,0.28,,,,,,,,,,,,,,,,,219991420.0,,,,1547000000,,1547000000,1547000000,,,,0.28,,,,,,,,,,,,,,,,,,,,,219991420.0,,,56000000,,,,,,,,
1987-06-30,,,,,,,,,,,,,,,,,0.35,,,,,,,,,,,,,,,,,220653796.0,,,,1639000000,,1639000000,1639000000,,,,0.35,,,,,,,,,,,,,,,,,,,,,220653796.0,,,80000000,,,,,,,,
1987-09-30,,,,,,,,,,,,,,,,,0.35,,,,,,,,,,,,,,,,,221161732.0,,,,1672000000,,1672000000,1672000000,,,,0.35,,,,,,,,,,,,,,,,,,,,,221161732.0,,,70000000,,,,,,,,
1987-12-31,380000000.0,,,909000000.0,,,,-1711000000.0,,285000000.0,137000000.0,,,,,,,,2329000000.0,,,1288000000.0,,2614000000.0,,5321000000.0,,,,,,,,,,258000000.0,258000000.0,1850000000,,-4362000000,-4362000000,,,,,,2313000000.0,,,4040000000.0,,2707000000.0,1668000000.0,,,,1777000000.0,,,,3008000000.0,,,,,,,344000000.0,102000000,,,,645000000.0,439000000.0,164000000.0,,
1988-03-31,,,,,,,,,,,,,,,,,0.49,,,,,,,,,,,,,,,,,221879021.0,,,,1950000000,,1950000000,1950000000,,,,0.49,,,,,,,,,,,,,,,,,,,,,221879021.0,,,114000000,,,,,,,,
1988-06-30,,,,,,,,,,,,,,,,,0.560001,,,,,,,,,,,,,,,,,222189618.0,,,,2089000000,,2089000000,2089000000,,,,0.560001,,,,,,,,,,,,,,,,,,,,,222189618.0,,,120000000,,,,,,,,
1988-09-30,,,,,,,,,,,,,,,,,0.42,,,,,,,,,,,,,,,,,222441870.0,,,,2000000000,,2000000000,2000000000,,,,0.42,,,,,,,,,,,,,,,,,,,,,222441870.0,,,87000000,,,,,,,,
1988-12-31,1038000000.0,,,1144000000.0,,,,-2125000000.0,,476000000.0,155000000.0,,,,,,,,2854000000.0,,,1653000000.0,,3330000000.0,,6710000000.0,,,,,,,,,,340000000.0,340000000.0,2211000000,,-5329000000,-5329000000,,,,,,3335000000.0,,,4979000000.0,,3380000000.0,2691000000.0,,,,2135000000.0,,,,3375000000.0,,,,,,,343000000.0,124000000,,,,644000000.0,496000000.0,146000000.0,,
1989-03-31,,,,,,,,,,,,,,,,,0.560001,,,,,,,,,,,,,,,,,222565422.0,,,,2175000000,,2175000000,2175000000,,,,0.560001,,,,,,,,,,,,,,,,,,,,,222565422.0,,,123000000,,,,,,,,
1989-06-30,,,,,,,,,,,,,,,,,0.700001,,,,,,,,,,,,,,,,,222565422.0,,,,2385000000,,2385000000,2385000000,,,,0.700001,,,,,,,,,,,,,,,,,,,,,222565422.0,,,154000000,,,,,,,,
1989-09-30,,,,,,,,,,,,,,,,,0.42,,,,,,,,,,,,,,,,,222565422.0,,,,2408000000,,2408000000,2408000000,,,,0.42,,,,,,,,,,,,,,,,,,,,,222565422.0,,,89000000,,,,,,,,
1989-12-31,787000000.0,,,1173000000.0,,,,-2416000000.0,,434000000.0,183000000.0,,,,,,,,3337000000.0,,,1175000000.0,,3771000000.0,,7686000000.0,,,,,,789000000.0,,,,231000000.0,231000000.0,2652000000,,-6192000000,-6192000000,,,,,,3883000000.0,,,5753000000.0,,3915000000.0,2751000000.0,,,,2534000000.0,,,,3803000000.0,,,,,,,755000000.0,132000000,,,,1132000000.0,828000000.0,194000000.0,,
1990-03-31,805000000.0,-277000000.0,29000000.0,1146000000.0,2000000.0,20000000.0,0.0,-2545000000.0,,439000000.0,,,344000000.0,698000000.0,177000000.0,,0.630001,50000000.0,3442000000.0,,-18000000.0,1209000000.0,,3881000000.0,,7830000000.0,67000000.0,,,162000000.0,,737000000.0,231000000.0,201587100.0,,213000000.0,213000000.0,2533000000,-104000000.0,368000000,206000000,0.0,-382000000.0,127000000.0,0.630001,904000000.0,3909000000.0,,,5987000000.0,,3949000000.0,2751000000.0,,55000000.0,,2661000000.0,,,,3921000000.0,,-1000000.0,1629000000.0,,201587100.0,,767000000.0,127000000,127000000.0,536000000.0,,1158000000.0,969000000.0,391000000.0,,
1990-06-30,945000000.0,-288000000.0,33000000.0,1151000000.0,0.0,140000000.0,0.0,-2701000000.0,,456000000.0,,,219000000.0,768000000.0,223000000.0,,0.770001,62000000.0,3573000000.0,,110000000.0,1213000000.0,,4029000000.0,,8193000000.0,-69000000.0,,,189000000.0,,754000000.0,0.0,209090700.0,,323000000.0,323000000.0,2715000000,,445000000,256000000,0.0,-249000000.0,161000000.0,0.770001,1024000000.0,4117000000.0,,,6274000000.0,,4164000000.0,2912000000.0,,-131000000.0,,2822000000.0,,,,4076000000.0,,-65000000.0,1691000000.0,,209090700.0,,775000000.0,161000000,161000000.0,579000000.0,,1205000000.0,875000000.0,430000000.0,,
1990-09-30,982000000.0,-301000000.0,35000000.0,1237000000.0,29000000.0,-2000000.0,0.0,-2868000000.0,,441000000.0,,,278000000.0,803000000.0,142000000.0,,0.49,40000000.0,3633000000.0,,-74000000.0,1268000000.0,,4074000000.0,,8468000000.0,-23000000.0,,,198000000.0,,822000000.0,0.0,208163057.0,,249000000.0,249000000.0,2703000000,,375000000,177000000,0.0,-350000000.0,102000000.0,0.49,980000000.0,4310000000.0,,,6501000000.0,,4394000000.0,3072000000.0,,-22000000.0,,2849000000.0,,,,4158000000.0,,42000000.0,1723000000.0,,208163057.0,,781000000.0,102000000,102000000.0,605000000.0,,1238000000.0,1067000000.0,457000000.0,,
1990-12-31,995000000.0,-390000000.0,36000000.0,1245000000.0,24000000.0,12000000.0,0.0,-2781000000.0,,512000000.0,203000000.0,,467000000.0,935000000.0,124000000.0,,,15000000.0,3778000000.0,,16000000.0,1164000000.0,,4290000000.0,,8742000000.0,77000000.0,,,241000000.0,,889000000.0,0.0,,,265000000.0,265000000.0,2934000000,-19000000.0,401000000,160000000,0.0,-463000000.0,109000000.0,,1095000000.0,4485000000.0,,,6559000000.0,-25000000.0,4452000000.0,3048000000.0,,153000000.0,,2933000000.0,,,,4257000000.0,,-93000000.0,1839000000.0,,,,792000000.0,109000000,109000000.0,694000000.0,,1437000000.0,1085000000.0,442000000.0,,
1991-03-31,1128000000.0,-283000000.0,33000000.0,1286000000.0,-24000000.0,109000000.0,0.0,-2929000000.0,,530000000.0,,,264000000.0,793000000.0,161000000.0,,0.49,45000000.0,3868000000.0,,94000000.0,1146000000.0,,4398000000.0,,8943000000.0,-19000000.0,6000000.0,,167000000.0,,784000000.0,265000000.0,236734457.0,,359000000.0,359000000.0,2743000000,,361000000,194000000,0.0,-279000000.0,116000000.0,0.49,987000000.0,4593000000.0,-19000000.0,,6797000000.0,,4545000000.0,3058000000.0,,,,3049000000.0,,,,4350000000.0,,-2000000.0,1756000000.0,,236734457.0,,798000000.0,116000000,116000000.0,626000000.0,,1535000000.0,1075000000.0,737000000.0,,
1991-06-30,1128000000.0,-308000000.0,32000000.0,1240000000.0,24000000.0,-29000000.0,0.0,-3091000000.0,,569000000.0,,,331000000.0,840000000.0,165000000.0,,0.560001,46000000.0,3979000000.0,,-82000000.0,1208000000.0,,4548000000.0,,8973000000.0,23000000.0,,,215000000.0,,799000000.0,0.0,212499788.0,,277000000.0,277000000.0,2814000000,,412000000,197000000,0.0,-384000000.0,119000000.0,0.560001,1037000000.0,4522000000.0,-3000000.0,,7070000000.0,,4425000000.0,3135000000.0,,,,2756000000.0,,,,4451000000.0,,-70000000.0,1777000000.0,,212499788.0,,794000000.0,119000000,119000000.0,625000000.0,,1387000000.0,1094000000.0,593000000.0,,
1991-09-30,911000000.0,-288000000.0,28000000.0,1246000000.0,17000000.0,-35000000.0,0.0,-3267000000.0,,593000000.0,,,320000000.0,802000000.0,117000000.0,,0.42,24000000.0,4046000000.0,,42000000.0,1284000000.0,,4639000000.0,,9108000000.0,32000000.0,,,226000000.0,,812000000.0,0.0,221428350.0,,319000000.0,319000000.0,2745000000,,371000000,145000000,0.0,-243000000.0,93000000.0,0.42,947000000.0,4584000000.0,1000000.0,,7313000000.0,-25000000.0,4469000000.0,3007000000.0,,,,2584000000.0,,,,4524000000.0,,68000000.0,1798000000.0,,221428350.0,,1002000000.0,93000000,93000000.0,576000000.0,,1577000000.0,1064000000.0,575000000.0,,
1991-12-31,852000000.0,-438000000.0,36000000.0,1242000000.0,5000000.0,-134000000.0,0.0,-3195000000.0,,694000000.0,196000000.0,,443000000.0,919000000.0,170000000.0,,,44000000.0,4194000000.0,,-17000000.0,1314000000.0,,4888000000.0,,9375000000.0,5000000.0,,,278000000.0,,897000000.0,0.0,,,302000000.0,302000000.0,3039000000,,484000000,206000000,0.0,-326000000.0,126000000.0,,1125000000.0,4745000000.0,26000000.0,,7389000000.0,-25000000.0,4487000000.0,3063000000.0,,,,3287000000.0,,,,4630000000.0,,-48000000.0,1914000000.0,,,,954000000.0,126000000,126000000.0,641000000.0,,1682000000.0,990000000.0,532000000.0,,
1992-03-31,659000000.0,-242000000.0,36000000.0,1260000000.0,15000000.0,115000000.0,0.0,-3366000000.0,,724000000.0,,,283000000.0,900000000.0,172000000.0,,0.560001,45000000.0,4215000000.0,,119000000.0,1291000000.0,,4939000000.0,,9498000000.0,41000000.0,,,220000000.0,,799000000.0,302000000.0,226785488.0,,421000000.0,421000000.0,3055000000,-35000000.0,428000000,208000000,0.0,-279000000.0,127000000.0,0.560001,1108000000.0,4726000000.0,-64000000.0,,7581000000.0,,4559000000.0,2749000000.0,,,,3414000000.0,,,,4772000000.0,,-2000000.0,1947000000.0,,226785488.0,,1255000000.0,127000000,127000000.0,680000000.0,,1977000000.0,1052000000.0,722000000.0,,
1992-06-30,659000000.0,-301000000.0,38000000.0,1309000000.0,40000000.0,-12000000.0,0.0,-3549000000.0,,721000000.0,,,436000000.0,898000000.0,196000000.0,,0.630001,50000000.0,4265000000.0,,116000000.0,1416000000.0,,4986000000.0,,9887000000.0,135000000.0,,,247000000.0,,842000000.0,0.0,231745800.0,,537000000.0,537000000.0,3141000000,8000000.0,481000000,234000000,0.0,-308000000.0,146000000.0,0.630001,1132000000.0,4981000000.0,43000000.0,,7814000000.0,,4901000000.0,2917000000.0,,,,3153000000.0,,,,4906000000.0,,-15000000.0,2009000000.0,,231745800.0,,1263000000.0,146000000,146000000.0,651000000.0,,2064000000.0,1085000000.0,801000000.0,,
1992-09-30,659000000.0,-340000000.0,35000000.0,1326000000.0,18000000.0,-14000000.0,0.0,-3762000000.0,,763000000.0,,,420000000.0,994000000.0,182000000.0,,0.630001,53000000.0,4365000000.0,,46000000.0,1562000000.0,,5128000000.0,,10223000000.0,80000000.0,,,264000000.0,,911000000.0,0.0,204761700.0,,583000000.0,583000000.0,3396000000,20000000.0,481000000,217000000,0.0,-360000000.0,129000000.0,0.630001,1211000000.0,5194000000.0,27000000.0,,8127000000.0,-25000000.0,5095000000.0,3132000000.0,,,,3013000000.0,,,,5029000000.0,,-40000000.0,2185000000.0,,204761700.0,,1262000000.0,129000000,129000000.0,730000000.0,,2062000000.0,1094000000.0,800000000.0,,
1992-12-31,437000000.0,-503000000.0,48000000.0,1321000000.0,94000000.0,-162000000.0,-123000000.0,-3603000000.0,,835000000.0,230000000.0,,803000000.0,1075000000.0,250000000.0,,,76000000.0,4576000000.0,,94000000.0,1771000000.0,,5411000000.0,,10629000000.0,300000000.0,,,298000000.0,,1127000000.0,0.0,,,677000000.0,677000000.0,3711000000,-15000000.0,596000000,298000000,0.0,-547000000.0,51000000.0,,1373000000.0,5485000000.0,-18000000.0,,8179000000.0,-24000000.0,5218000000.0,3335000000.0,,,,3634000000.0,,,,5144000000.0,,-60000000.0,2338000000.0,,,,1258000000.0,174000000,51000000.0,777000000.0,,2150000000.0,931000000.0,662000000.0,,
1993-03-31,357000000.0,-325000000.0,36000000.0,1407000000.0,43000000.0,110000000.0,0.0,-3849000000.0,,947000000.0,,,380000000.0,1055000000.0,300000000.0,,0.910001,96000000.0,4671000000.0,,117000000.0,1983000000.0,,5618000000.0,,11043000000.0,55000000.0,1000000.0,,258000000.0,,974000000.0,677000000.0,242856900.0,,794000000.0,794000000.0,3626000000,,594000000,336000000,0.0,-373000000.0,204000000.0,0.840001,1391000000.0,5650000000.0,-82000000.0,,8520000000.0,,5425000000.0,3314000000.0,,,,3512000000.0,,,,5393000000.0,,-49000000.0,2235000000.0,,224175600.0,,1412000000.0,204000000,204000000.0,797000000.0,,2336000000.0,1182000000.0,924000000.0,,
1993-06-30,574000000.0,-474000000.0,36000000.0,1561000000.0,140000000.0,102000000.0,0.0,-4112000000.0,,1057000000.0,,,289000000.0,1190000000.0,330000000.0,,0.980001,106000000.0,4873000000.0,,-124000000.0,2174000000.0,,5930000000.0,,11633000000.0,-185000000.0,,,285000000.0,,1037000000.0,0.0,228571200.0,,670000000.0,670000000.0,3936000000,,651000000,366000000,0.0,-515000000.0,224000000.0,0.980001,1556000000.0,5942000000.0,-220000000.0,,8985000000.0,,5703000000.0,3785000000.0,,,,3457000000.0,,,,5691000000.0,,-21000000.0,2380000000.0,,228571200.0,,1226000000.0,224000000,224000000.0,905000000.0,,2157000000.0,958000000.0,931000000.0,,
1993-09-30,649000000.0,-499000000.0,36000000.0,1730000000.0,-92000000.0,370000000.0,0.0,-4343000000.0,,1153000000.0,,,584000000.0,1272000000.0,388000000.0,,1.050001,134000000.0,5062000000.0,,235000000.0,2313000000.0,,6215000000.0,,12655000000.0,85000000.0,,,298000000.0,,1136000000.0,0.0,241904520.0,,905000000.0,905000000.0,4408000000,-52000000.0,722000000,424000000,0.0,-719000000.0,254000000.0,1.050001,1696000000.0,6617000000.0,32000000.0,,9405000000.0,-31000000.0,6440000000.0,4098000000.0,,,,3335000000.0,,,,6038000000.0,,-168000000.0,2712000000.0,,241904520.0,,1438000000.0,254000000,254000000.0,974000000.0,,2519000000.0,997000000.0,1081000000.0,,
1993-12-31,555000000.0,-889000000.0,33000000.0,1864000000.0,22000000.0,-180000000.0,0.0,-4160000000.0,,1238000000.0,433000000.0,,1061000000.0,1429000000.0,507000000.0,,,167000000.0,5547000000.0,,-19000000.0,0.0,,6785000000.0,,13498000000.0,172000000.0,,,355000000.0,,1338000000.0,0.0,,836000000.0,1244000000.0,886000000.0,4993000000,-34000000.0,895000000,540000000,886000000.0,-900000000.0,340000000.0,,1969000000.0,7089000000.0,261000000.0,,9707000000.0,-29000000.0,6713000000.0,4389000000.0,,,,4534000000.0,,358000000.0,,6409000000.0,2476000000.0,-170000000.0,3024000000.0,2496000000.0,,,1360000000.0,340000000,340000000.0,1100000000.0,,2700000000.0,454000000.0,907000000.0,,
1994-03-31,809000000.0,-480000000.0,37000000.0,2211000000.0,14000000.0,251000000.0,0.0,-4409000000.0,,1424000000.0,,,82000000.0,1296000000.0,452000000.0,,1.190001,154000000.0,5716000000.0,,-158000000.0,0.0,,7140000000.0,,14301000000.0,-398000000.0,28000000.0,,,,1333000000.0,886000000.0,252852604.0,,1058000000.0,728000000.0,4693000000,,799000000,489000000,728000000.0,-491000000.0,298000000.0,1.190001,1785000000.0,7539000000.0,82000000.0,,10125000000.0,-31000000.0,7161000000.0,4837000000.0,,,,4497000000.0,,330000000.0,,6762000000.0,2678000000.0,-39000000.0,2908000000.0,2695000000.0,252852604.0,,1373000000.0,298000000,298000000.0,986000000.0,,2702000000.0,1214000000.0,1329000000.0,,
1994-06-30,1500000000.0,-990000000.0,38000000.0,2372000000.0,7000000.0,651000000.0,0.0,-4713000000.0,,1467000000.0,,,260000000.0,1436000000.0,586000000.0,,1.470001,219000000.0,6222000000.0,,-45000000.0,0.0,,7689000000.0,,15456000000.0,-730000000.0,29000000.0,,,,1459000000.0,728000000.0,252552318.0,,984000000.0,683000000.0,5439000000,,986000000,624000000,683000000.0,-956000000.0,367000000.0,1.470001,2060000000.0,8248000000.0,260000000.0,,10935000000.0,-39000000.0,7767000000.0,5615000000.0,,,,4434000000.0,,301000000.0,,7208000000.0,3065000000.0,5000000.0,3379000000.0,2656000000.0,252552318.0,,1216000000.0,367000000,367000000.0,1074000000.0,,2633000000.0,1346000000.0,1417000000.0,,
1994-09-30,1900000000.0,-848000000.0,41000000.0,2564000000.0,28000000.0,375000000.0,0.0,-5022000000.0,,1493000000.0,,,680000000.0,1485000000.0,595000000.0,,1.540002,215000000.0,6594000000.0,,51000000.0,0.0,,8087000000.0,,16558000000.0,-168000000.0,-29000000.0,,,,1527000000.0,683000000.0,252981318.0,,734000000.0,734000000.0,5660000000,,1015000000,636000000,734000000.0,-1004000000.0,380000000.0,1.540002,2121000000.0,8943000000.0,680000000.0,,11616000000.0,-39000000.0,8471000000.0,6302000000.0,,,,4400000000.0,,,,7615000000.0,3612000000.0,-127000000.0,3539000000.0,2875000000.0,252981318.0,,1148000000.0,380000000,380000000.0,1106000000.0,,2641000000.0,1561000000.0,1493000000.0,,
1994-12-31,916000000.0,-1002000000.0,26000000.0,2670000000.0,1012000000.0,-6000000.0,0.0,-6657000000.0,,1538000000.0,509000000.0,,1530000000.0,1689000000.0,804000000.0,,,289000000.0,7073000000.0,,7000000.0,0.0,,8611000000.0,,17536000000.0,528000000.0,12000000.0,,,,1678000000.0,734000000.0,,1764000000.0,741000000.0,741000000.0,6453000000,,1304000000,830000000,741000000.0,-1517000000.0,515000000.0,,2519000000.0,8440000000.0,,,13730000000.0,-40000000.0,8925000000.0,5917000000.0,,,,5917000000.0,,,,9096000000.0,3739000000.0,-710000000.0,3934000000.0,3323000000.0,,,1127000000.0,515000000,515000000.0,1215000000.0,,2523000000.0,1775000000.0,887000000.0,,
1995-03-31,1530000000.0,-969000000.0,21000000.0,3024000000.0,34000000.0,587000000.0,0.0,-7121000000.0,,1553000000.0,,,639000000.0,1521000000.0,591000000.0,,1.400001,219000000.0,7735000000.0,,109000000.0,0.0,,9288000000.0,,18944000000.0,-330000000.0,,,,,1743000000.0,741000000.0,261132310.0,,1184000000.0,850000000.0,6011000000,-16000000.0,1043000000,612000000,850000000.0,-1117000000.0,372000000.0,1.400001,2133000000.0,9479000000.0,639000000.0,,14856000000.0,-59000000.0,9656000000.0,6873000000.0,,,,6230000000.0,,334000000.0,,9465000000.0,3630000000.0,-132000000.0,3878000000.0,3600000000.0,261132310.0,,1126000000.0,372000000,372000000.0,1090000000.0,,2606000000.0,1818000000.0,1480000000.0,,
1995-06-30,1870000000.0,-1107000000.0,34000000.0,3182000000.0,42000000.0,721000000.0,-171000000.0,-7503000000.0,,1672000000.0,,,562000000.0,1687000000.0,591000000.0,,1.820002,281000000.0,8495000000.0,,-90000000.0,0.0,,10167000000.0,,20465000000.0,-545000000.0,,,,,1799000000.0,850000000.0,261346738.0,,1079000000.0,760000000.0,6877000000,15000000.0,1274000000,796000000,760000000.0,-1373000000.0,481000000.0,1.820002,2483000000.0,10486000000.0,562000000.0,,15998000000.0,-59000000.0,10298000000.0,7364000000.0,,,,6965000000.0,,319000000.0,,9979000000.0,4018000000.0,-281000000.0,4394000000.0,3695000000.0,261346738.0,,1519000000.0,481000000,481000000.0,1209000000.0,,3122000000.0,2019000000.0,1603000000.0,,
