date,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlySaleOfInvestment,quarterlyOtherCurrentAssets,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyNetOtherInvestingChanges,quarterlyEbitda,quarterlyStockholdersEquity,quarterlyChangeInAccountPayable,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyGrossProfit,quarterlyOtherNonCashItems,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPurchaseOfBusiness,quarterlyRepaymentOfDebt,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyAccumulatedDepreciation,quarterlyOperatingCashFlow,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOtherCurrentLiabilities,quarterlyResearchAndDevelopment,quarterlyCommonStockIssuance,quarterlyCostOfRevenue,quarterlyOtherShortTermInvestments,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,quarterlyOtherIncomeExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCashDividendsPaid,quarterlyDepreciationAndAmortization,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyPurchaseOfInvestment,quarterlyCurrentDebt,quarterlyChangesInAccountReceivables,quarterlyInterestExpense,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyOtherIntangibleAssets,quarterlyOtherNonCurrentAssets,quarterlyTotalNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyFreeCashFlow,quarterlyStockBasedCompensation,quarterlyBasicEPS,quarterlyDilutedEPS,quarterlyBasicAverageShares,quarterlyDilutedAverageShares,quarterlyCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue
1990-03-31,-21000000.0,17699000000.0,,,150000000.0,145000000.0,1924000000.0,-790000000.0,,-16000000.0,1193000000,8247000000.0,,-496000000.0,0.0,1207000000.0,-72000000.0,2104000000.0,15000000.0,7037000000.0,8401000000.0,911000000.0,7453000000.0,,,777000000.0,7742000000.0,9284000000.0,315000000.0,-499000000.0,817000000.0,897000000,4900000000,-9957000000.0,146000000.0,1514000000.0,472000000.0,462000000.0,462000000,1835000000.0,,25000000.0,2796000000.0,,,,,1871000000.0,2905000000.0,4068000000.0,,147000000.0,589000000.0,589000000.0,-179000000.0,296000000.0,,117000000.0,-7000000.0,3278000000.0,,191000000.0,14490000000.0,23400000000.0,460000000.0,4117000000.0,3140000000.0,14999000000.0,0.0,-353000000.0,,,,,,,
1990-06-30,-18000000.0,18270000000.0,,,167000000.0,21000000.0,1895000000.0,-66000000.0,,-20000000.0,1029000000,8472000000.0,,-507000000.0,0.0,1273000000.0,-16000000.0,1987000000.0,-8000000.0,5789000000.0,8021000000.0,967000000.0,8536000000.0,,,601000000.0,7997000000.0,9471000000.0,237000000.0,-483000000.0,-376000000.0,714000000,4807000000,-10273000000.0,665000000.0,1514000000.0,-213000000.0,364000000.0,364000000,1760000000.0,,39000000.0,2820000000.0,,,,,2081000000.0,2926000000.0,4941000000.0,,120000000.0,376000000.0,376000000.0,-179000000.0,315000000.0,,0.0,-19000000.0,2134000000.0,,173000000.0,14325000000.0,23510000000.0,363000000.0,4126000000.0,3366000000.0,15489000000.0,0.0,182000000.0,,,,,,,
1990-09-30,-10000000.0,19001000000.0,,,352000000.0,-4000000.0,2095000000.0,134000000.0,,-126000000.0,1028000000,8555000000.0,,-800000000.0,0.0,1249000000.0,-158000000.0,1913000000.0,0.0,6416000000.0,8677000000.0,924000000.0,8876000000.0,,,536000000.0,8353000000.0,9577000000.0,252000000.0,-556000000.0,-16000000.0,664000000,4919000000,-10648000000.0,775000000.0,1514000000.0,-43000000.0,284000000.0,284000000,2182000000.0,,0.0,3006000000.0,,,,,2136000000.0,3120000000.0,5226000000.0,,93000000.0,333000000.0,333000000.0,-172000000.0,364000000.0,,0.0,-130000000.0,2139000000.0,,182000000.0,15292000000.0,24573000000.0,282000000.0,4156000000.0,3387000000.0,15896000000.0,0.0,219000000.0,,,,,,,
1990-12-31,0.0,19149000000.0,,,95000000.0,-19000000.0,2468000000.0,850000000.0,,-69000000.0,825000000,8728000000.0,,-598000000.0,0.0,1421000000.0,26000000.0,1899000000.0,24000000.0,5754000000.0,8019000000.0,1074000000.0,8745000000.0,,,448000000.0,8249000000.0,9675000000.0,174000000.0,-585000000.0,-1033000000.0,478000000,5147000000,-10900000000.0,1504000000.0,2838000000.0,-129000000.0,274000000.0,274000000,1853000000.0,,0.0,3248000000.0,,,,,698000000.0,3182000000.0,5209000000.0,,190000000.0,204000000.0,204000000.0,-181000000.0,347000000.0,,0.0,21000000.0,1433000000.0,,194000000.0,14499000000.0,23953000000.0,273000000.0,4189000000.0,3496000000.0,15934000000.0,0.0,919000000.0,,,,,,,
1991-03-31,-1000000.0,18763000000.0,,47000000.0,182000000.0,94000000.0,1980000000.0,-562000000.0,,-74000000.0,1109000000,9072000000.0,,-528000000.0,0.0,1283000000.0,-57000000.0,2068000000.0,7000000.0,5746000000.0,8802000000.0,959000000.0,8913000000.0,,,867000000.0,8027000000.0,10089000000.0,289000000.0,-510000000.0,803000000.0,785000000,4948000000,-10736000000.0,270000000.0,1514000000.0,552000000.0,578000000.0,578000000,2134000000.0,,2000000.0,2880000000.0,,,,,2049000000.0,3115000000.0,5350000000.0,,335000000.0,756000000.0,756000000.0,-175000000.0,324000000.0,,204000000.0,,1632000000.0,,184000000.0,14659000000.0,24611000000.0,576000000.0,4192000000.0,3590000000.0,15809000000.0,325000000.0,-240000000.0,,,,,,,
1991-06-30,-1000000.0,18930000000.0,,,493000000.0,29000000.0,1918000000.0,394000000.0,,-230000000.0,858000000,9046000000.0,,-950000000.0,0.0,1336000000.0,177000000.0,1857000000.0,9000000.0,5416000000.0,8581000000.0,1005000000.0,9323000000.0,,,411000000.0,8076000000.0,10145000000.0,178000000.0,-477000000.0,-49000000.0,521000000,4794000000,-10854000000.0,1034000000.0,1506000000.0,37000000.0,233000000.0,233000000,2068000000.0,,20000000.0,2937000000.0,,,,,2086000000.0,2893000000.0,5731000000.0,,133000000.0,793000000.0,793000000.0,-180000000.0,337000000.0,,0.0,,1430000000.0,,164000000.0,14739000000.0,24738000000.0,232000000.0,4317000000.0,3764000000.0,16157000000.0,0.0,557000000.0,,,,,,,
1991-09-30,0.0,19727000000.0,,,574000000.0,-73000000.0,2243000000.0,349000000.0,,-58000000.0,772000000,9647000000.0,,-638000000.0,0.0,1315000000.0,20000000.0,1725000000.0,-39000000.0,6534000000.0,8499000000.0,974000000.0,8021000000.0,,,318000000.0,8437000000.0,10191000000.0,95000000.0,-490000000.0,-282000000.0,410000000,4502000000,-11290000000.0,858000000.0,0.0,-61000000.0,223000000.0,223000000,2250000000.0,,2000000.0,2777000000.0,,,,,2069000000.0,2943000000.0,5952000000.0,,118000000.0,732000000.0,732000000.0,-176000000.0,362000000.0,,0.0,-109000000.0,2041000000.0,,159000000.0,14555000000.0,25129000000.0,221000000.0,4317000000.0,3876000000.0,16630000000.0,-725000000.0,368000000.0,,,,,,,
1991-12-31,-8000000.0,20663000000.0,,,300000000.0,-227000000.0,2386000000.0,67000000.0,,-24000000.0,407000000,9445000000.0,,-589000000.0,0.0,1969000000.0,60000000.0,1934000000.0,20000000.0,6135000000.0,7719000000.0,1527000000.0,8147000000.0,,,-144000000.0,8775000000.0,9920000000.0,-52000000.0,-444000000.0,-486000000.0,-35000000,4563000000,-11888000000.0,577000000.0,1539000000.0,-496000000.0,-92000000.0,-92000000,2176000000.0,,6000000.0,2629000000.0,,,,,529000000.0,2968000000.0,6079000000.0,,125000000.0,236000000.0,236000000.0,-181000000.0,442000000.0,4000000.0,0.0,-106000000.0,1573000000.0,,197000000.0,14282000000.0,24727000000.0,-94000000.0,4309000000.0,3924000000.0,17008000000.0,770000000.0,133000000.0,,,,,,,
1992-03-31,-4000000.0,20573000000.0,,,650000000.0,11000000.0,1983000000.0,-301000000.0,,-267000000.0,897000000,9369000000.0,,-844000000.0,0.0,1460000000.0,-33000000.0,1991000000.0,4000000.0,6601000000.0,7868000000.0,1094000000.0,8123000000.0,,,331000000.0,8604000000.0,9913000000.0,160000000.0,-360000000.0,592000000.0,531000000,4639000000,-11969000000.0,315000000.0,0.0,73000000.0,171000000.0,171000000,2288000000.0,,32000000.0,2648000000.0,,,,,2183000000.0,2944000000.0,5940000000.0,,63000000.0,309000000.0,309000000.0,-174000000.0,366000000.0,4000000.0,236000000.0,-228000000.0,2330000000.0,,184000000.0,14724000000.0,25172000000.0,169000000.0,4501000000.0,4199000000.0,17304000000.0,0.0,-45000000.0,,,,,,,
1992-06-30,-3000000.0,21302000000.0,,,588000000.0,-54000000.0,2112000000.0,-346000000.0,,-110000000.0,936000000,9433000000.0,,-553000000.0,0.0,1516000000.0,23000000.0,2084000000.0,0.0,6412000000.0,8465000000.0,1148000000.0,8423000000.0,,,367000000.0,8907000000.0,9921000000.0,181000000.0,-392000000.0,727000000.0,568000000,4859000000,-12395000000.0,251000000.0,0.0,416000000.0,186000000.0,186000000,2213000000.0,,29000000.0,2775000000.0,,,,,2205000000.0,3000000000.0,6218000000.0,,94000000.0,725000000.0,725000000.0,-163000000.0,368000000.0,4000000.0,0.0,-62000000.0,2087000000.0,,199000000.0,14835000000.0,26299000000.0,185000000.0,4634000000.0,4293000000.0,17834000000.0,855000000.0,-141000000.0,,,,,,,
1992-09-30,-1000000.0,22085000000.0,,,579000000.0,-182000000.0,2238000000.0,17000000.0,,-17000000.0,824000000,9334000000.0,,-364000000.0,0.0,1466000000.0,2000000.0,1912000000.0,-7000000.0,6182000000.0,7941000000.0,1088000000.0,8256000000.0,,,285000000.0,9127000000.0,9887000000.0,140000000.0,-397000000.0,-396000000.0,446000000,4754000000,-12958000000.0,409000000.0,0.0,-343000000.0,145000000.0,145000000,2272000000.0,,3000000.0,2842000000.0,,,,,1875000000.0,3014000000.0,6381000000.0,,105000000.0,382000000.0,382000000.0,-191000000.0,378000000.0,4000000.0,0.0,32000000.0,1672000000.0,,192000000.0,14438000000.0,25854000000.0,143000000.0,4461000000.0,4325000000.0,17913000000.0,-5000000.0,12000000.0,,,,,,,
1992-12-31,-2000000.0,21444000000.0,,,646000000.0,-70000000.0,2083000000.0,350000000.0,,-93000000.0,120000000,8074000000.0,,-399000000.0,0.0,2022000000.0,203000000.0,1767000000.0,13000000.0,5641000000.0,7443000000.0,1647000000.0,9609000000.0,,,-433000000.0,8801000000.0,8720000000.0,-207000000.0,-459000000.0,-519000000.0,-255000000,4719000000,-12643000000.0,918000000.0,3204000000.0,-7000000.0,-991000000.0,-226000000,2280000000.0,,18000000.0,2952000000.0,,,,,214000000.0,2692000000.0,6191000000.0,,93000000.0,375000000.0,375000000.0,-182000000.0,375000000.0,10000000.0,0.0,131000000.0,1278000000.0,,198000000.0,15250000000.0,25360000000.0,-993000000.0,4382000000.0,4734000000.0,17917000000.0,0.0,459000000.0,,,,,,,
1993-03-31,-7000000.0,21662000000.0,,,689000000.0,8000000.0,1962000000.0,112000000.0,,-30000000.0,752000000,8298000000.0,,-468000000.0,0.0,1409000000.0,-55000000.0,1797000000.0,1000000.0,5794000000.0,7848000000.0,1045000000.0,9361000000.0,,,695000000.0,8760000000.0,8943000000.0,293000000.0,-334000000.0,205000000.0,388000000,4363000000,-12902000000.0,474000000.0,3213000000.0,210000000.0,402000000.0,402000000,2549000000.0,,27000000.0,2566000000.0,,,,,66000000.0,2744000000.0,6082000000.0,,539000000.0,585000000.0,585000000.0,-176000000.0,364000000.0,10000000.0,375000000.0,-115000000.0,1283000000.0,,176000000.0,15155000000.0,25505000000.0,400000000.0,4353000000.0,4544000000.0,17657000000.0,675000000.0,140000000.0,,,,,,,
1993-06-30,-4000000.0,21579000000.0,,,638000000.0,79000000.0,1934000000.0,-452000000.0,,649000000.0,945000000,8193000000.0,,440000000.0,0.0,1418000000.0,80000000.0,1986000000.0,-17000000.0,5931000000.0,7762000000.0,1041000000.0,9053000000.0,,,291000000.0,8648000000.0,8912000000.0,142000000.0,-330000000.0,-740000000.0,568000000,4822000000,-12931000000.0,305000000.0,3228000000.0,5000000.0,149000000.0,149000000,2229000000.0,,32000000.0,2836000000.0,,,,,105000000.0,2657000000.0,5720000000.0,,-46000000.0,590000000.0,590000000.0,-181000000.0,377000000.0,10000000.0,0.0,,1768000000.0,,158000000.0,14984000000.0,25231000000.0,148000000.0,4315000000.0,4506000000.0,17469000000.0,-676000000.0,-25000000.0,,,,,,,
1993-09-30,9000000.0,21825000000.0,,,815000000.0,-83000000.0,1891000000.0,220000000.0,,224000000.0,1090000000,8138000000.0,,-260000000.0,0.0,1741000000.0,72000000.0,2087000000.0,,5819000000.0,7782000000.0,997000000.0,9239000000.0,,,228000000.0,8748000000.0,8872000000.0,89000000.0,-436000000.0,-325000000.0,346000000,4370000000,-13077000000.0,697000000.0,3137000000.0,111000000.0,139000000.0,139000000,2479000000.0,,4000000.0,2283000000.0,,,,,168000000.0,2584000000.0,5934000000.0,,120000000.0,701000000.0,701000000.0,-179000000.0,380000000.0,9000000.0,0.0,,1449000000.0,,166000000.0,15058000000.0,25457000000.0,137000000.0,4289000000.0,4638000000.0,17675000000.0,0.0,261000000.0,,,,,,,
1993-12-31,-15000000.0,21608000000.0,,,887000000.0,20000000.0,2244000000.0,-179000000.0,,-873000000.0,749000000,8050000000.0,,-334000000.0,0.0,1271000000.0,110000000.0,1589000000.0,,5651000000.0,7652000000.0,840000000.0,9365000000.0,,,36000000.0,8580000000.0,8645000000.0,82000000.0,-314000000.0,-380000000.0,318000000,4505000000,-13028000000.0,420000000.0,3091000000.0,-294000000.0,-46000000.0,-46000000,2365000000.0,,19000000.0,2916000000.0,,,,,372000000.0,2526000000.0,5902000000.0,,-42000000.0,407000000.0,407000000.0,-183000000.0,431000000.0,16000000.0,0.0,-112000000.0,1042000000.0,,166000000.0,15016000000.0,25505000000.0,-48000000.0,4434000000.0,4839000000.0,17853000000.0,0.0,106000000.0,,,,,,,
1994-03-31,-2000000.0,22203000000.0,,188000000.0,643000000.0,-33000000.0,2189000000.0,-142000000.0,,-80000000.0,883000000,8003000000.0,,-259000000.0,0.0,1340000000.0,36000000.0,1867000000.0,,6242000000.0,8019000000.0,984000000.0,9526000000.0,,,330000000.0,8697000000.0,8637000000.0,157000000.0,-252000000.0,161000000.0,527000000,4541000000,-13506000000.0,396000000.0,3112000000.0,298000000.0,173000000.0,173000000,2432000000.0,,31000000.0,2674000000.0,,,,,476000000.0,2505000000.0,5938000000.0,,42000000.0,705000000.0,705000000.0,-176000000.0,356000000.0,16000000.0,407000000.0,-133000000.0,1621000000.0,,155000000.0,15768000000.0,26259000000.0,171000000.0,4526000000.0,5017000000.0,18240000000.0,0.0,144000000.0,,,,,,,
1994-06-30,0.0,22758000000.0,,196000000.0,618000000.0,-16000000.0,2212000000.0,13000000.0,,-35000000.0,972000000,8050000000.0,,-324000000.0,0.0,1426000000.0,-86000000.0,2028000000.0,,6135000000.0,8100000000.0,1063000000.0,9680000000.0,,,458000000.0,8782000000.0,8707000000.0,207000000.0,-271000000.0,-225000000.0,602000000,4934000000,-13976000000.0,676000000.0,3153000000.0,127000000.0,251000000.0,251000000,2535000000.0,,33000000.0,2906000000.0,,,,,554000000.0,2591000000.0,5973000000.0,,145000000.0,832000000.0,832000000.0,-183000000.0,370000000.0,15000000.0,0.0,-217000000.0,1388000000.0,,177000000.0,15815000000.0,26432000000.0,250000000.0,4549000000.0,5001000000.0,18332000000.0,0.0,405000000.0,,,,,,,
1994-09-30,-2000000.0,23143000000.0,,215000000.0,973000000.0,63000000.0,2184000000.0,-29000000.0,,-35000000.0,960000000,8247000000.0,,-504000000.0,0.0,1466000000.0,20000000.0,2040000000.0,,6303000000.0,8454000000.0,1095000000.0,9605000000.0,,,503000000.0,8811000000.0,8814000000.0,213000000.0,-285000000.0,-376000000.0,574000000,5046000000,-14332000000.0,731000000.0,3157000000.0,-149000000.0,290000000.0,290000000,2776000000.0,,19000000.0,3006000000.0,,,,,628000000.0,2570000000.0,5820000000.0,,134000000.0,683000000.0,683000000.0,-180000000.0,386000000.0,15000000.0,0.0,-427000000.0,1343000000.0,,133000000.0,15908000000.0,26810000000.0,288000000.0,4545000000.0,5000000000.0,18356000000.0,0.0,446000000.0,,,,,,,
1994-12-31,-34000000.0,23210000000.0,,580000000.0,954000000.0,20000000.0,2562000000.0,-288000000.0,,19000000.0,1096000000,8234000000.0,,-108000000.0,0.0,1526000000.0,-141000000.0,2209000000.0,,6618000000.0,8693000000.0,1113000000.0,9187000000.0,,,426000000.0,8726000000.0,8857000000.0,202000000.0,-375000000.0,-837000000.0,683000000,5494000000,-14484000000.0,832000000.0,3240000000.0,-114000000.0,224000000.0,224000000,2781000000.0,,27000000.0,3285000000.0,,,,,644000000.0,2712000000.0,5303000000.0,,-52000000.0,569000000.0,569000000.0,-184000000.0,413000000.0,22000000.0,0.0,-394000000.0,1275000000.0,,138000000.0,15805000000.0,26545000000.0,222000000.0,4365000000.0,4761000000.0,17852000000.0,-281000000.0,457000000.0,,,,,,,
1995-03-31,-149000000.0,24133000000.0,,663000000.0,1031000000.0,37000000.0,2593000000.0,-827000000.0,,-62000000.0,1602000000,8547000000.0,,-204000000.0,0.0,1616000000.0,-159000000.0,2757000000.0,167000000.0,7352000000.0,9743000000.0,1155000000.0,9534000000.0,,,1034000000.0,8822000000.0,9259000000.0,450000000.0,-203000000.0,-266000000.0,1141000000,5962000000,-15311000000.0,533000000.0,3329000000.0,63000000.0,584000000.0,584000000,3249000000.0,,23000000.0,3205000000.0,,,,,776000000.0,2877000000.0,5429000000.0,,122000000.0,632000000.0,632000000.0,-180000000.0,461000000.0,22000000.0,569000000.0,-603000000.0,1510000000.0,,137000000.0,16886000000.0,28019000000.0,582000000.0,4380000000.0,5074000000.0,18276000000.0,-48000000.0,330000000.0,,,,,,,
