date,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlySaleOfInvestment,quarterlyOtherCurrentAssets,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyNetOtherInvestingChanges,quarterlyEbitda,quarterlyStockholdersEquity,quarterlyChangeInAccountPayable,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyGrossProfit,quarterlyOtherNonCashItems,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPurchaseOfBusiness,quarterlyRepaymentOfDebt,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyAccumulatedDepreciation,quarterlyOperatingCashFlow,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOtherCurrentLiabilities,quarterlyResearchAndDevelopment,quarterlyCommonStockIssuance,quarterlyCostOfRevenue,quarterlyOtherShortTermInvestments,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,quarterlyOtherIncomeExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCashDividendsPaid,quarterlyDepreciationAndAmortization,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyPurchaseOfInvestment,quarterlyCurrentDebt,quarterlyChangesInAccountReceivables,quarterlyInterestExpense,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyOtherIntangibleAssets,quarterlyOtherNonCurrentAssets,quarterlyTotalNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyFreeCashFlow,quarterlyStockBasedCompensation,quarterlyBasicEPS,quarterlyDilutedEPS,quarterlyBasicAverageShares,quarterlyDilutedAverageShares,quarterlyCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue
2003-03-31,-3000000.0,38447000000.0,,374000000.0,0.0,-36000000.0,2898000000.0,300000000.0,-2077000000.0,-94000000.0,781000000,7539000000.0,,-337000000.0,1931000000.0,607000000.0,-24000000.0,918000000.0,,9051000000.0,11695000000.0,355000000.0,22957000000.0,,,149000000.0,13666000000.0,9268000000.0,47000000.0,-223000000.0,-53000000.0,311000000,8081000000,-24781000000.0,826000000.0,8892000000.0,447000000.0,76000000.0,85000000,2267000000.0,237000000.0,28000000.0,7163000000.0,105000000.0,3051000000.0,2427000000.0,,1020000000.0,4229000000.0,12045000000.0,,33000000.0,2036000000.0,1931000000.0,-306000000.0,470000000.0,2453000000.0,1484000000.0,-408000000.0,1391000000.0,,215000000.0,32008000000.0,39887000000.0,76000000.0,3820000000.0,6876000000.0,28192000000.0,-27000000.0,603000000.0,,,,,,,
2003-06-30,-1000000.0,39101000000.0,,512000000.0,0.0,90000000.0,2578000000.0,-61000000.0,-1932000000.0,-15000000.0,1122000000,7850000000.0,,-234000000.0,2276000000.0,615000000.0,-54000000.0,1272000000.0,,9587000000.0,12250000000.0,354000000.0,22705000000.0,,,610000000.0,13654000000.0,9352000000.0,186000000.0,-272000000.0,-274000000.0,657000000,8242000000,-25447000000.0,836000000.0,8976000000.0,345000000.0,393000000.0,393000000,2598000000.0,246000000.0,68000000.0,6970000000.0,71000000.0,3260000000.0,2464000000.0,,1093000000.0,4235000000.0,11636000000.0,,142000000.0,2347000000.0,2276000000.0,-306000000.0,465000000.0,2453000000.0,1931000000.0,-528000000.0,1846000000.0,,207000000.0,32292000000.0,40497000000.0,393000000.0,3813000000.0,6877000000.0,28247000000.0,-11000000.0,564000000.0,,,,,,,
2003-09-30,-1000000.0,39307000000.0,,250000000.0,0.0,68000000.0,4588000000.0,280000000.0,-1909000000.0,-30000000.0,987000000,7960000000.0,,-221000000.0,2566000000.0,595000000.0,56000000.0,1116000000.0,,9153000000.0,12241000000.0,334000000.0,22824000000.0,,,482000000.0,13510000000.0,9376000000.0,127000000.0,-256000000.0,-604000000.0,521000000,7977000000,-25797000000.0,1068000000.0,9012000000.0,290000000.0,332000000.0,332000000,3076000000.0,247000000.0,42000000.0,6861000000.0,47000000.0,3144000000.0,,,1117000000.0,4167000000.0,11695000000.0,,143000000.0,2613000000.0,2566000000.0,-308000000.0,466000000.0,2453000000.0,2276000000.0,-347000000.0,1457000000.0,,204000000.0,31977000000.0,40305000000.0,332000000.0,3816000000.0,6888000000.0,28064000000.0,-15000000.0,812000000.0,,,,,,,
2003-12-31,-1000000.0,40812000000.0,,364000000.0,0.0,-500000000.0,4884000000.0,149000000.0,-1521000000.0,-482000000.0,1032000000,9175000000.0,,-884000000.0,2392000000.0,619000000.0,117000000.0,1149000000.0,,9534000000.0,13002000000.0,349000000.0,22806000000.0,,,510000000.0,14217000000.0,9994000000.0,-442000000.0,-349000000.0,-294000000.0,530000000,8332000000,-26595000000.0,1050000000.0,8919000000.0,-174000000.0,929000000.0,929000000,3063000000.0,251000000.0,165000000.0,7183000000.0,42000000.0,3574000000.0,,,1124000000.0,4050000000.0,11763000000.0,,150000000.0,2434000000.0,2392000000.0,-309000000.0,502000000.0,2453000000.0,2566000000.0,-449000000.0,1346000000.0,,202000000.0,32340000000.0,41891000000.0,929000000.0,3805000000.0,6754000000.0,28889000000.0,-5000000.0,701000000.0,,,,,,,
2004-03-31,-7000000.0,40783000000.0,,436000000.0,0.0,47000000.0,5224000000.0,-1025000000.0,-1659000000.0,-24000000.0,1273000000,9479000000.0,,-398000000.0,1926000000.0,643000000.0,-239000000.0,1402000000.0,,9547000000.0,13232000000.0,363000000.0,22463000000.0,,,703000000.0,13936000000.0,10149000000.0,204000000.0,-201000000.0,-163000000.0,759000000,9309000000,-26847000000.0,95000000.0,8529000000.0,-466000000.0,469000000.0,469000000,2766000000.0,251000000.0,235000000.0,7907000000.0,47000000.0,4200000000.0,,,1135000000.0,4325000000.0,11799000000.0,,112000000.0,1973000000.0,1926000000.0,-310000000.0,514000000.0,2453000000.0,2392000000.0,-469000000.0,1305000000.0,,186000000.0,32010000000.0,41882000000.0,469000000.0,3798000000.0,6716000000.0,28650000000.0,-22000000.0,-106000000.0,,,,,,,
2004-06-30,0.0,40271000000.0,,370000000.0,0.0,172000000.0,5396000000.0,-465000000.0,-1753000000.0,849000000.0,1376000000,9898000000.0,,479000000.0,2294000000.0,625000000.0,-97000000.0,1499000000.0,,8900000000.0,13578000000.0,347000000.0,22981000000.0,,,1000000000.0,13548000000.0,10519000000.0,284000000.0,-329000000.0,-731000000.0,874000000,9844000000,-26723000000.0,624000000.0,8615000000.0,368000000.0,685000000.0,685000000,2915000000.0,262000000.0,90000000.0,8345000000.0,43000000.0,4472000000.0,,,1125000000.0,4360000000.0,12241000000.0,,287000000.0,2337000000.0,2294000000.0,-345000000.0,502000000.0,2453000000.0,1926000000.0,-429000000.0,344000000.0,,182000000.0,31881000000.0,42184000000.0,685000000.0,3712000000.0,7059000000.0,28606000000.0,22000000.0,295000000.0,,,,,,,
2004-09-30,-1000000.0,40397000000.0,,391000000.0,0.0,-11000000.0,5693000000.0,-65000000.0,-1569000000.0,23000000.0,1326000000,10513000000.0,,-306000000.0,2402000000.0,608000000.0,-340000000.0,1375000000.0,,9874000000.0,14381000000.0,341000000.0,22543000000.0,,,860000000.0,13482000000.0,10820000000.0,214000000.0,-321000000.0,-414000000.0,767000000,10072000000,-26915000000.0,829000000.0,8530000000.0,108000000.0,617000000.0,617000000,737000000.0,248000000.0,68000000.0,8697000000.0,38000000.0,4338000000.0,2496000000.0,,1228000000.0,4702000000.0,11785000000.0,,267000000.0,2440000000.0,2402000000.0,-283000000.0,559000000.0,2453000000.0,2294000000.0,-486000000.0,658000000.0,,193000000.0,32417000000.0,43349000000.0,617000000.0,3688000000.0,7375000000.0,28968000000.0,-55000000.0,508000000.0,,,,,,,
2004-12-31,-7000000.0,41898000000.0,,464000000.0,0.0,47000000.0,5895000000.0,-339000000.0,-989000000.0,-16000000.0,1491000000,12270000000.0,,-428000000.0,3108000000.0,663000000.0,-255000000.0,1641000000.0,,10506000000.0,15890000000.0,385000000.0,22660000000.0,,,1233000000.0,13828000000.0,11527000000.0,175000000.0,-482000000.0,-89000000.0,978000000,10936000000,-28070000000.0,1122000000.0,8730000000.0,706000000.0,1026000000.0,1026000000,761000000.0,261000000.0,313000000.0,9295000000.0,84000000.0,4753000000.0,2680000000.0,,1301000000.0,4957000000.0,11629000000.0,,413000000.0,3192000000.0,3108000000.0,-314000000.0,513000000.0,2453000000.0,2402000000.0,-443000000.0,965000000.0,,186000000.0,33166000000.0,45885000000.0,1026000000.0,3687000000.0,8111000000.0,29995000000.0,-2000000.0,640000000.0,,,,,,,
2005-03-31,-11000000.0,41508000000.0,,170000000.0,0.0,231000000.0,5324000000.0,-1025000000.0,-1349000000.0,-269000000.0,2199000000,13384000000.0,,-597000000.0,3357000000.0,660000000.0,-254000000.0,2342000000.0,,10395000000.0,16799000000.0,391000000.0,21854000000.0,,,1881000000.0,13408000000.0,12517000000.0,508000000.0,-286000000.0,-136000000.0,1682000000,11679000000,-28100000000.0,1074000000.0,8650000000.0,249000000.0,1353000000.0,1353000000,658000000.0,255000000.0,242000000.0,9337000000.0,44000000.0,4920000000.0,2578000000.0,,1328000000.0,5210000000.0,10876000000.0,,357000000.0,3401000000.0,3357000000.0,-319000000.0,517000000.0,2453000000.0,3108000000.0,-229000000.0,1577000000.0,,187000000.0,32249000000.0,45972000000.0,1353000000.0,3657000000.0,7976000000.0,29173000000.0,-22000000.0,788000000.0,,,,,,,
2005-06-30,-22000000.0,41177000000.0,,230000000.0,0.0,61000000.0,4960000000.0,-259000000.0,-1761000000.0,84000000.0,1976000000,14043000000.0,,-258000000.0,3162000000.0,667000000.0,-115000000.0,2150000000.0,,9566000000.0,16073000000.0,383000000.0,20944000000.0,,,1603000000.0,13408000000.0,13479000000.0,317000000.0,-364000000.0,-1168000000.0,1483000000,11450000000,-27769000000.0,1368000000.0,8603000000.0,-195000000.0,1265000000.0,1265000000,704000000.0,271000000.0,52000000.0,9300000000.0,39000000.0,4758000000.0,2144000000.0,,1318000000.0,5203000000.0,10023000000.0,,281000000.0,3201000000.0,3162000000.0,-358000000.0,493000000.0,2453000000.0,3357000000.0,-246000000.0,1368000000.0,,188000000.0,30510000000.0,44887000000.0,1265000000.0,3633000000.0,7730000000.0,28814000000.0,23000000.0,1004000000.0,,,,,,,
2005-09-30,-15000000.0,41415000000.0,,287000000.0,0.0,148000000.0,5009000000.0,-250000000.0,-1693000000.0,2000000.0,1492000000,14663000000.0,,-334000000.0,3179000000.0,656000000.0,-2000000.0,1651000000.0,,9728000000.0,16850000000.0,379000000.0,21013000000.0,,,1148000000.0,13330000000.0,13952000000.0,328000000.0,-400000000.0,-788000000.0,995000000,11261000000,-28085000000.0,1092000000.0,8577000000.0,17000000.0,801000000.0,801000000,759000000.0,264000000.0,29000000.0,9610000000.0,31000000.0,4927000000.0,2573000000.0,,1467000000.0,5450000000.0,9969000000.0,,279000000.0,3210000000.0,3179000000.0,-287000000.0,497000000.0,2453000000.0,3162000000.0,-250000000.0,922000000.0,,168000000.0,30741000000.0,45737000000.0,801000000.0,3615000000.0,7910000000.0,28887000000.0,-67000000.0,692000000.0,,,,,,,
2005-12-31,-20000000.0,41934000000.0,,692000000.0,0.0,300000000.0,5760000000.0,796000000.0,-559000000.0,-356000000.0,1770000000,15324000000.0,,93000000.0,3806000000.0,690000000.0,131000000.0,1888000000.0,,10663000000.0,17404000000.0,392000000.0,19611000000.0,,,1767000000.0,13537000000.0,14719000000.0,629000000.0,-547000000.0,-416000000.0,1198000000,11917000000,-28397000000.0,940000000.0,8030000000.0,627000000.0,1096000000.0,1116000000,840000000.0,283000000.0,75000000.0,10029000000.0,32000000.0,5124000000.0,2342000000.0,,1395000000.0,5319000000.0,9186000000.0,,688000000.0,3838000000.0,3806000000.0,-323000000.0,572000000.0,2453000000.0,3179000000.0,-675000000.0,1520000000.0,,159000000.0,30274000000.0,45934000000.0,1096000000.0,3583000000.0,7752000000.0,28530000000.0,-4000000.0,393000000.0,,,,,,,
2006-03-31,-313000000.0,42507000000.0,,172000000.0,0.0,95000000.0,4993000000.0,-1258000000.0,-1881000000.0,-109000000.0,2033000000,16001000000.0,,-444000000.0,3389000000.0,678000000.0,-662000000.0,2217000000.0,,9915000000.0,17261000000.0,388000000.0,19300000000.0,,,1623000000.0,13549000000.0,15567000000.0,384000000.0,-291000000.0,-674000000.0,1539000000,12020000000,-28958000000.0,699000000.0,7997000000.0,-417000000.0,1214000000.0,1214000000,1163000000.0,278000000.0,41000000.0,9803000000.0,35000000.0,5104000000.0,2126000000.0,,1123000000.0,5982000000.0,9180000000.0,,198000000.0,3424000000.0,3389000000.0,-324000000.0,494000000.0,2453000000.0,3806000000.0,-222000000.0,1463000000.0,,156000000.0,29215000000.0,45564000000.0,1214000000.0,3589000000.0,7631000000.0,28303000000.0,-22000000.0,408000000.0,,,,,,,
2006-06-30,-193000000.0,43227000000.0,,192000000.0,0.0,-3000000.0,5266000000.0,58000000.0,-1652000000.0,113000000.0,1696000000,16812000000.0,,-408000000.0,3162000000.0,701000000.0,131000000.0,1885000000.0,,9602000000.0,17398000000.0,402000000.0,19383000000.0,,,1356000000.0,13656000000.0,16226000000.0,310000000.0,-507000000.0,-1062000000.0,1184000000,12509000000,-29571000000.0,1236000000.0,7998000000.0,-227000000.0,1023000000.0,1023000000,1065000000.0,287000000.0,37000000.0,10624000000.0,36000000.0,5359000000.0,2141000000.0,3140000000.0,1137000000.0,5849000000.0,9248000000.0,,285000000.0,3198000000.0,3162000000.0,-360000000.0,512000000.0,2453000000.0,3389000000.0,-255000000.0,969000000.0,,151000000.0,28985000000.0,46143000000.0,1023000000.0,440000000.0,7923000000.0,28745000000.0,-7000000.0,729000000.0,,,,,,,
2006-09-30,-144000000.0,43374000000.0,,808000000.0,0.0,154000000.0,5352000000.0,-403000000.0,-1738000000.0,0.0,1573000000,16792000000.0,,-470000000.0,3134000000.0,724000000.0,-280000000.0,1759000000.0,,10088000000.0,17880000000.0,420000000.0,19343000000.0,,,670000000.0,13358000000.0,16371000000.0,137000000.0,-525000000.0,-504000000.0,1035000000,12359000000,-30016000000.0,969000000.0,8060000000.0,-28000000.0,512000000.0,512000000,1004000000.0,291000000.0,19000000.0,10600000000.0,35000000.0,5278000000.0,2506000000.0,3230000000.0,1084000000.0,6118000000.0,9199000000.0,,-258000000.0,3169000000.0,3134000000.0,-360000000.0,538000000.0,2453000000.0,3162000000.0,-767000000.0,1009000000.0,,155000000.0,29431000000.0,46577000000.0,512000000.0,441000000.0,8182000000.0,28697000000.0,-25000000.0,444000000.0,,,,,,,
2006-12-31,-89000000.0,44381000000.0,,211000000.0,0.0,-142000000.0,5674000000.0,443000000.0,-2235000000.0,12000000.0,1493000000,17065000000.0,,-585000000.0,2757000000.0,774000000.0,53000000.0,1737000000.0,,10601000000.0,17209000000.0,453000000.0,17550000000.0,,,1323000000.0,13722000000.0,16987000000.0,324000000.0,-660000000.0,-1062000000.0,963000000,12236000000,-30659000000.0,1250000000.0,7515000000.0,-377000000.0,975000000.0,975000000,951000000.0,308000000.0,126000000.0,10499000000.0,153000000.0,4988000000.0,2215000000.0,3242000000.0,999000000.0,6058000000.0,8036000000.0,,457000000.0,2910000000.0,2757000000.0,-360000000.0,530000000.0,2453000000.0,3134000000.0,-375000000.0,1510000000.0,,154000000.0,28151000000.0,45581000000.0,975000000.0,457000000.0,6945000000.0,28372000000.0,8000000.0,590000000.0,,,,,,,
2007-03-31,-420000000.0,44818000000.0,,371000000.0,0.0,-43000000.0,5402000000.0,-732000000.0,-2088000000.0,3000000.0,1604000000,17325000000.0,,-290000000.0,2377000000.0,731000000.0,-48000000.0,1827000000.0,-61000000.0,10905000000.0,17824000000.0,418000000.0,17422000000.0,,,1333000000.0,13644000000.0,17306000000.0,335000000.0,-331000000.0,-619000000.0,1096000000,12432000000,-31174000000.0,536000000.0,7447000000.0,-380000000.0,973000000.0,973000000,1391000000.0,302000000.0,132000000.0,10605000000.0,188000000.0,5668000000.0,2204000000.0,3250000000.0,1000000000.0,6106000000.0,7975000000.0,,343000000.0,2565000000.0,2377000000.0,-359000000.0,508000000.0,2453000000.0,2757000000.0,-368000000.0,1674000000.0,,146000000.0,28327000000.0,46030000000.0,973000000.0,457000000.0,7076000000.0,28206000000.0,-13000000.0,205000000.0,,,,,,,
2007-06-30,-435000000.0,45328000000.0,,510000000.0,0.0,197000000.0,6056000000.0,-215000000.0,-1986000000.0,2000000.0,1585000000,17830000000.0,,-1155000000.0,1976000000.0,815000000.0,-300000000.0,1867000000.0,-26000000.0,11297000000.0,18029000000.0,477000000.0,17399000000.0,,,1341000000.0,13895000000.0,17940000000.0,277000000.0,-473000000.0,-684000000.0,1052000000,13265000000,-31433000000.0,1426000000.0,7628000000.0,-401000000.0,1039000000.0,1039000000,1193000000.0,320000000.0,113000000.0,11398000000.0,79000000.0,6028000000.0,2124000000.0,3686000000.0,805000000.0,6497000000.0,7966000000.0,,385000000.0,2055000000.0,1976000000.0,-358000000.0,533000000.0,2453000000.0,2377000000.0,-1228000000.0,1678000000.0,,129000000.0,28696000000.0,46915000000.0,1039000000.0,511000000.0,7230000000.0,28886000000.0,1000000.0,953000000.0,,,,,,,
2007-09-30,-289000000.0,46607000000.0,,553000000.0,0.0,558000000.0,6239000000.0,85000000.0,-1560000000.0,0.0,1458000000,18068000000.0,,-641000000.0,1945000000.0,827000000.0,-266000000.0,1725000000.0,-68000000.0,11534000000.0,18253000000.0,476000000.0,17667000000.0,,,1085000000.0,14210000000.0,17941000000.0,659000000.0,-519000000.0,-719000000.0,898000000,13589000000,-32397000000.0,1292000000.0,7745000000.0,-31000000.0,403000000.0,403000000,1153000000.0,329000000.0,46000000.0,11864000000.0,1000000.0,6007000000.0,2277000000.0,3519000000.0,903000000.0,6772000000.0,8019000000.0,,307000000.0,1946000000.0,1945000000.0,-398000000.0,560000000.0,2453000000.0,1976000000.0,169000000.0,1678000000.0,,148000000.0,29201000000.0,47669000000.0,403000000.0,752000000.0,7873000000.0,29416000000.0,-22000000.0,773000000.0,,,,,,,
2007-12-31,-318000000.0,47708000000.0,,549000000.0,0.0,-218000000.0,6536000000.0,-69000000.0,-170000000.0,88000000.0,1415000000,19389000000.0,,-772000000.0,1736000000.0,868000000.0,-98000000.0,1694000000.0,325000000.0,12445000000.0,18654000000.0,493000000.0,16553000000.0,,,470000000.0,14388000000.0,18004000000.0,-27000000.0,-782000000.0,-706000000.0,826000000,14227000000,-33320000000.0,1230000000.0,7118000000.0,-209000000.0,472000000.0,472000000,1146000000.0,354000000.0,88000000.0,12533000000.0,1000000.0,5944000000.0,2512000000.0,3572000000.0,854000000.0,6885000000.0,7581000000.0,,-224000000.0,1737000000.0,1736000000.0,-397000000.0,589000000.0,2453000000.0,1945000000.0,-1470000000.0,2134000000.0,,161000000.0,28998000000.0,48801000000.0,472000000.0,781000000.0,9280000000.0,30147000000.0,14000000.0,448000000.0,,,,,,,
2008-03-31,-411000000.0,49044000000.0,,332000000.0,0.0,64000000.0,6963000000.0,-1098000000.0,415000000.0,2000000.0,1639000000,20179000000.0,,-290000000.0,1673000000.0,851000000.0,-786000000.0,1916000000.0,-43000000.0,13404000000.0,20136000000.0,498000000.0,16644000000.0,,,1264000000.0,14545000000.0,18542000000.0,299000000.0,-359000000.0,-300000000.0,1065000000,14824000000,-34499000000.0,447000000.0,7345000000.0,-63000000.0,941000000.0,941000000,1077000000.0,331000000.0,21000000.0,12908000000.0,1000000.0,6621000000.0,2292000000.0,3608000000.0,907000000.0,7688000000.0,7392000000.0,,320000000.0,1674000000.0,1673000000.0,-395000000.0,574000000.0,2453000000.0,1736000000.0,-353000000.0,2941000000.0,,145000000.0,30048000000.0,50657000000.0,941000000.0,785000000.0,9297000000.0,30521000000.0,-22000000.0,88000000.0,,,,,,,
2008-06-30,-393000000.0,49273000000.0,,168000000.0,0.0,73000000.0,7837000000.0,-422000000.0,374000000.0,2000000.0,1431000000,20133000000.0,,-934000000.0,2111000000.0,875000000.0,-61000000.0,1737000000.0,-38000000.0,14387000000.0,21331000000.0,515000000.0,17396000000.0,,,1024000000.0,14624000000.0,18919000000.0,243000000.0,-660000000.0,380000000.0,862000000,16380000000,-34649000000.0,969000000.0,7381000000.0,438000000.0,762000000.0,762000000,905000000.0,335000000.0,32000000.0,14643000000.0,2000000.0,7133000000.0,2237000000.0,3617000000.0,899000000.0,7690000000.0,8116000000.0,,288000000.0,2113000000.0,2111000000.0,-391000000.0,569000000.0,2453000000.0,1673000000.0,-505000000.0,3276000000.0,,151000000.0,31783000000.0,52153000000.0,762000000.0,794000000.0,9504000000.0,30822000000.0,0.0,309000000.0,,,,,,,
2008-09-30,-94000000.0,48230000000.0,,164000000.0,0.0,-63000000.0,6445000000.0,315000000.0,-687000000.0,2000000.0,1121000000,19128000000.0,,-713000000.0,2261000000.0,853000000.0,149000000.0,1436000000.0,-49000000.0,14149000000.0,19676000000.0,498000000.0,16818000000.0,,,633000000.0,14298000000.0,18954000000.0,185000000.0,-628000000.0,-134000000.0,583000000,15411000000,-33932000000.0,1046000000.0,7149000000.0,150000000.0,428000000.0,428000000,972000000.0,334000000.0,6000000.0,13975000000.0,11000000.0,5480000000.0,2470000000.0,3637000000.0,912000000.0,7542000000.0,8257000000.0,,187000000.0,2272000000.0,2261000000.0,-388000000.0,538000000.0,2453000000.0,2111000000.0,-311000000.0,4150000000.0,,160000000.0,30967000000.0,50165000000.0,428000000.0,808000000.0,9472000000.0,30489000000.0,-80000000.0,418000000.0,,,,,,,
2008-12-31,0.0,48391000000.0,637000000.0,136000000.0,0.0,-334000000.0,5533000000.0,2475000000.0,-4389000000.0,-2607000000.0,14000000,13511000000.0,,-800000000.0,2800000000.0,792000000.0,1510000000.0,406000000.0,205000000.0,13108000000.0,16060000000.0,458000000.0,18855000000.0,,,-1600000000.0,14294000000.0,17013000000.0,-60000000.0,-692000000.0,-924000000.0,-386000000,10899000000,-34097000000.0,2249000000.0,4101000000.0,539000000.0,-1552000000.0,-1477000000,0.0,310000000.0,13000000.0,10493000000.0,0.0,3782000000.0,2625000000.0,3394000000.0,746000000.0,6036000000.0,8042000000.0,5725000000.0,-1036000000.0,2800000000.0,2800000000.0,-434000000.0,555000000.0,2453000000.0,2261000000.0,-22000000.0,3814000000.0,,192000000.0,31963000000.0,45474000000.0,-1552000000.0,829000000.0,0.0,29414000000.0,40000000.0,1557000000.0,,,,,,,
2009-03-31,-5000000.0,47370000000.0,305000000.0,162000000.0,0.0,-83000000.0,2885000000.0,-1003000000.0,-4674000000.0,0.0,679000000,13116000000.0,-614000000.0,-176000000.0,2956000000.0,758000000.0,120000000.0,922000000.0,19000000.0,9752000000.0,15606000000.0,444000000.0,21228000000.0,-5000000.0,-1931000000.0,17000000.0,13823000000.0,16896000000.0,-18000000.0,-234000000.0,462000000.0,164000000,9087000000,-33547000000.0,-77000000.0,3798000000.0,156000000.0,24000000.0,35000000,0.0,292000000.0,0.0,8165000000.0,,6533000000.0,2318000000.0,3392000000.0,613000000.0,5916000000.0,10897000000.0,5128000000.0,-5000000.0,2956000000.0,2956000000.0,-411000000.0,508000000.0,2453000000.0,2800000000.0,-132000000.0,2067000000.0,,154000000.0,30980000000.0,44159000000.0,24000000.0,813000000.0,0.0,28553000000.0,-265000000.0,-311000000.0,,,,,,,
2009-06-30,0.0,51673000000.0,125000000.0,155000000.0,0.0,-403000000.0,5432000000.0,-224000000.0,-4047000000.0,-552000000.0,-46000000,19719000000.0,62000000.0,-15453000000.0,2648000000.0,1156000000.0,237000000.0,1558000000.0,-19000000.0,11127000000.0,18383000000.0,663000000.0,34818000000.0,-14870000000.0,-7677000000.0,-683000000.0,17377000000.0,16242000000.0,-248000000.0,-325000000.0,14911000000.0,402000000,11322000000,-34296000000.0,140000000.0,4769000000.0,-308000000.0,-332000000.0,-435000000,0.0,381000000.0,1519000000.0,9764000000.0,,5531000000.0,3418000000.0,13248000000.0,1446000000.0,6684000000.0,21983000000.0,5848000000.0,-569000000.0,2648000000.0,2648000000.0,-116000000.0,763000000.0,6906000000.0,2956000000.0,-98000000.0,1785000000.0,,525000000.0,45945000000.0,66168000000.0,-190000000.0,5296000000.0,2730000000.0,47785000000.0,-127000000.0,-185000000.0,,,,,,,
2009-09-30,0.0,53105000000.0,135000000.0,123000000.0,0.0,-34000000.0,5705000000.0,204000000.0,-3613000000.0,559000000.0,1599000000,20729000000.0,374000000.0,414000000.0,2581000000.0,1191000000.0,-417000000.0,1660000000.0,0.0,12334000000.0,19027000000.0,683000000.0,33967000000.0,14760000000.0,-3186000000.0,1003000000.0,17937000000.0,16785000000.0,204000000.0,-979000000.0,-1112000000.0,469000000,12046000000,-35168000000.0,608000000.0,5359000000.0,-67000000.0,795000000.0,799000000,0.0,400000000.0,1000000.0,10386000000.0,,5586000000.0,3109000000.0,13327000000.0,1333000000.0,6970000000.0,20631000000.0,5549000000.0,813000000.0,2581000000.0,2581000000.0,-252000000.0,752000000.0,6906000000.0,2648000000.0,-15460000000.0,3054000000.0,,488000000.0,46301000000.0,67030000000.0,880000000.0,5254000000.0,2813000000.0,48003000000.0,-520000000.0,-371000000.0,,,,,,,
2009-12-31,0.0,53567000000.0,186000000.0,244000000.0,0.0,-132000000.0,6167000000.0,936000000.0,-3892000000.0,731000000.0,1358000000,20555000000.0,482000000.0,448000000.0,2846000000.0,1274000000.0,123000000.0,1606000000.0,-10000000.0,13106000000.0,19560000000.0,698000000.0,31707000000.0,-15087000000.0,-1640000000.0,150000000.0,18141000000.0,16704000000.0,-28000000.0,-585000000.0,-1602000000.0,332000000,12466000000,-35426000000.0,1404000000.0,4028000000.0,265000000.0,172000000.0,178000000,0.0,419000000.0,1000000.0,10860000000.0,,5656000000.0,3200000000.0,13114000000.0,1285000000.0,6847000000.0,19152000000.0,5995000000.0,210000000.0,2846000000.0,2846000000.0,-251000000.0,804000000.0,6906000000.0,2581000000.0,15110000000.0,3221000000.0,,404000000.0,44813000000.0,65937000000.0,87000000.0,5966000000.0,0.0,46377000000.0,10000000.0,819000000.0,,,,,,,
2010-03-31,-9000000.0,50324000000.0,324000000.0,327000000.0,431000000.0,-155000000.0,6734000000.0,-1044000000.0,-4258000000.0,528000000.0,1159000000,20417000000.0,343000000.0,245000000.0,2923000000.0,1197000000.0,-605000000.0,1876000000.0,-1000000.0,14905000000.0,21311000000.0,662000000.0,31549000000.0,-117000000.0,-732000000.0,655000000.0,17332000000.0,16746000000.0,103000000.0,-294000000.0,-146000000.0,679000000,13417000000,-32992000000.0,-14000000.0,4106000000.0,77000000.0,551000000.0,552000000,0.0,407000000.0,64000000.0,11541000000.0,,5439000000.0,3161000000.0,13129000000.0,1345000000.0,7020000000.0,18835000000.0,5805000000.0,345000000.0,2923000000.0,2923000000.0,-253000000.0,757000000.0,6908000000.0,2846000000.0,-321000000.0,4367000000.0,,376000000.0,46454000000.0,67546000000.0,466000000.0,5784000000.0,663000000.0,46235000000.0,1000000.0,-308000000.0,,,,,,,
