date,quarterlyEbitda,quarterlyPurchaseOfInvestment,quarterlyTotalRevenue,quarterlyStockBasedCompensation,quarterlyNetIncomeCommonStockholders,quarterlyGrossProfit,quarterlyInvestingCashFlow,quarterlyChangeInAccountPayable,quarterlyEndCashPosition,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyCashDividendsPaid,quarterlyIncomeTaxPayable,quarterlyRetainedEarnings,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,quarterlyOperatingIncome,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,quarterlyLongTermDebt,quarterlyChangeInInventory,quarterlyOperatingExpense,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyCurrentDeferredRevenue,quarterlyOtherNonCurrentLiabilities,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInventory,quarterlyNetPPE,quarterlyOtherIncomeExpense,quarterlyCommonStockIssuance,quarterlyInterestExpense,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,quarterlyAccumulatedDepreciation,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,quarterlyPretaxIncome,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentAssets,quarterlyOtherCurrentLiabilities,quarterlyTaxProvision,quarterlyPurchaseOfBusiness,quarterlyTotalNonCurrentAssets,quarterlyChangesInAccountReceivables,quarterlyOtherShortTermInvestments,quarterlyFreeCashFlow,quarterlyOtherIntangibleAssets,quarterlyTotalAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlySaleOfInvestment,quarterlyDepreciationAndAmortization,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyAccountsPayable,quarterlyBasicEPS,quarterlyDilutedEPS,quarterlyResearchAndDevelopment,quarterlyBasicAverageShares,quarterlyDilutedAverageShares,quarterlyNonCurrentDeferredRevenue
1988-03-31,122900000,,122900000,,1600000,,,,,,,,,,,,,,122900000,,,,,,,,,,,1600000,1600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-06-30,124700000,,124700000,,5600000,,,,,,,,,,,,,,124700000,,,,,,,,,,,5600000,5600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-09-30,132100000,,132100000,,4500000,,,,,,,,,,,,,,132100000,,,,,,,,,,,4500000,4500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-12-31,-319800000,,127800000,,-58400000,,,,,,1038100000.0,258400000.0,265600000.0,,,211800000.0,694400000.0,,-319800000,,,,,,,,299900000.0,,,-58100000,-58100000,,136100000.0,284700000.0,,56000000.0,,,22800000.0,548200000.0,,,,,,60300000.0,-489900000.0,62600000.0,,,,,,132600000.0,198100000.0,,,713500000.0,,,,32700000.0,979100000.0,,,,108500000.0,108500000.0,,,,,,,,,
1989-03-31,124400000,,124400000,,7500000,,,,,,,,,,,,,,124400000,,,,,,,,,,,7500000,7500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-06-30,125300000,,125300000,,9300000,,,,,,,,,,,,,,125300000,,,,,,,,,,,9300000,9300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-09-30,129300000,,129300000,,9600000,,,,,,,,,,,,,,129300000,,,,,,,,,,,9600000,9600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-12-31,-290500000,,124700000,,21200000,,,,,,1109100000.0,200200000.0,251700000.0,,,246800000.0,612700000.0,,-290500000,,,,,,,,282800000.0,,,21500000,10700000,,129700000.0,339100000.0,,103100000.0,,,19300000.0,581000000.0,,,,,,54800000.0,-528100000.0,72700000.0,,,,,,104600000.0,102400000.0,,,713200000.0,,,,27600000.0,964900000.0,,,,52400000.0,52400000.0,,,43000000.0,,,,,,
1990-03-31,35300000,,130600000,,9400000,35300000.0,-11100000.0,-6900000.0,,,1082300000.0,175100000.0,245600000.0,-2900000.0,,255000000.0,590600000.0,25400000.0,22600000,,-27600000.0,,95300000.0,,,-3600000.0,284700000.0,,12700000.0,9500000,9500000,,130800000.0,347700000.0,,99100000.0,,,19900000.0,564100000.0,,,7700000.0,-13500000.0,-2300000.0,42800000.0,-518200000.0,73300000.0,600000.0,,14300000.0,-5400000.0,-18800000.0,140200000.0,97000000.0,4800000.0,,704300000.0,-16300000.0,,-18900000.0,,949900000.0,,700000.0,12700000.0,33600000.0,33600000.0,,52400000.0,35300000.0,,,,,,
1990-06-30,34900000,,129000000,,8600000,34900000.0,-15700000.0,-8700000.0,,,1087600000.0,155300000.0,235200000.0,-2900000.0,,260700000.0,577300000.0,25600000.0,22100000,,-7400000.0,,94100000.0,,,1300000.0,289000000.0,,12800000.0,8700000,8700000,,133000000.0,355300000.0,,98400000.0,,,18200000.0,565400000.0,,,7800000.0,-17300000.0,-1900000.0,38000000.0,-522200000.0,74400000.0,1000000.0,,13400000.0,15800000.0,-1800000.0,144500000.0,90800000.0,4700000.0,,709900000.0,5900000.0,,-1500000.0,,945100000.0,,,12800000.0,31800000.0,31800000.0,,,26500000.0,,,,,,
1990-09-30,41000000,,136200000,,13700000,41000000.0,-61300000.0,3300000.0,,,1098800000.0,167600000.0,238100000.0,-2800000.0,,274300000.0,618000000.0,26200000.0,27900000,2400000.0,14400000.0,,95200000.0,,,-44300000.0,317000000.0,,13100000.0,13800000,13800000,,133400000.0,367400000.0,,98000000.0,-15100000.0,,17900000.0,572100000.0,,,8100000.0,-19200000.0,23200000.0,38100000.0,-526700000.0,76800000.0,26000000.0,,19500000.0,43700000.0,5600000.0,176700000.0,99000000.0,5700000.0,,748800000.0,2100000.0,,24500000.0,,986900000.0,,,13100000.0,37400000.0,37400000.0,,,30500000.0,,,,,,
1990-12-31,28600000,,132200000,,9300000,50500000.0,-31500000.0,-8700000.0,,,1145800000.0,171500000.0,239100000.0,-3000000.0,,280300000.0,657800000.0,27000000.0,15100000,3100000.0,3000000.0,,81700000.0,,,-13600000.0,344900000.0,,35400000.0,9400000,9400000,,141400000.0,375700000.0,,103500000.0,-41400000.0,,19800000.0,609400000.0,,,7800000.0,-23200000.0,3500000.0,44400000.0,-536400000.0,79800000.0,6500000.0,,13000000.0,23500000.0,-4500000.0,106700000.0,99400000.0,3600000.0,,794900000.0,5400000.0,,300000.0,78800000.0,1034000000.0,,,13500000.0,32900000.0,32900000.0,,,27700000.0,,,,,,
1991-03-31,37800000,,142600000,,9500000,37800000.0,-14600000.0,-2900000.0,,,1158100000.0,167300000.0,244000000.0,-2900000.0,,287000000.0,655300000.0,28200000.0,23700000,2000000.0,-11400000.0,,104800000.0,,,-3300000.0,344300000.0,,14100000.0,9600000,9600000,,143700000.0,384700000.0,,98300000.0,,,21200000.0,611200000.0,1300000.0,,9400000.0,-14700000.0,-2300000.0,45100000.0,-546900000.0,81800000.0,600000.0,,15200000.0,14300000.0,-2600000.0,185600000.0,97400000.0,5600000.0,,796800000.0,-11300000.0,,-400000.0,,1040800000.0,,900000.0,14100000.0,30300000.0,30300000.0,,32900000.0,24800000.0,,,,,,
1991-06-30,38400000,,149700000,,10000000,38400000.0,-13600000.0,6300000.0,,,1200600000.0,235700000.0,258400000.0,-2900000.0,,294200000.0,701100000.0,29200000.0,23800000,-600000.0,-8300000.0,,111300000.0,,,-2900000.0,322800000.0,,14600000.0,10100000,10100000,,142600000.0,393900000.0,,101800000.0,,,29300000.0,645700000.0,2100000.0,,9500000.0,-15600000.0,-11200000.0,100200000.0,-554900000.0,81200000.0,-8300000.0,,15800000.0,15800000.0,-9000000.0,192300000.0,103100000.0,5700000.0,,838000000.0,-9900000.0,,200000.0,,1096400000.0,,0.0,14600000.0,21300000.0,21300000.0,,,32400000.0,,,,,,
1991-09-30,41100000,,157500000,,12200000,40500000.0,39300000.0,1500000.0,,,1214200000.0,247500000.0,273200000.0,-2900000.0,,303600000.0,710500000.0,30600000.0,25800000,5000000.0,11300000.0,,117000000.0,,,59900000.0,314700000.0,1000000.0,14700000.0,12300000,12300000,,148300000.0,402000000.0,,42900000.0,-26200000.0,,28300000.0,651500000.0,2300000.0,,8400000.0,-21400000.0,-11700000.0,101600000.0,-562700000.0,86200000.0,-8800000.0,,19200000.0,43900000.0,71500000.0,189700000.0,112100000.0,6900000.0,,841200000.0,-3200000.0,,22500000.0,,1114400000.0,,,15300000.0,92800000.0,92800000.0,,,33800000.0,,,,,,
1991-12-31,40300000,,160400000,,13600000,40300000.0,-30000000.0,3900000.0,,-3100000.0,1209900000.0,200500000.0,232400000.0,-2900000.0,,310600000.0,679300000.0,30600000.0,25000000,-1600000.0,22800000.0,,120100000.0,,,-2700000.0,317100000.0,-1400000.0,15300000.0,13700000,13700000,,161700000.0,411800000.0,,56000000.0,-93100000.0,,29600000.0,666200000.0,2000000.0,,4800000.0,-27900000.0,-56200000.0,43700000.0,-543700000.0,98800000.0,-53300000.0,,21500000.0,37400000.0,-48800000.0,114700000.0,119000000.0,7800000.0,,859500000.0,6500000.0,,9500000.0,78600000.0,1091900000.0,,,15300000.0,44000000.0,44000000.0,,,37800000.0,,,,,,
1992-03-31,43800000,-10100000.0,175100000,,14500000,43800000.0,-28300000.0,-3900000.0,,,1211400000.0,200300000.0,234500000.0,-3200000.0,,322000000.0,681700000.0,31000000.0,28300000,-1200000.0,-11600000.0,,131300000.0,,,1500000.0,318700000.0,,15500000.0,14500000,14500000,,162700000.0,427600000.0,,49800000.0,,,28500000.0,672400000.0,2700000.0,,7700000.0,-25300000.0,8900000.0,51300000.0,-539000000.0,97700000.0,12100000.0,,22400000.0,17400000.0,-2000000.0,204000000.0,115100000.0,7900000.0,,876400000.0,-11400000.0,,-7900000.0,,1110900000.0,,900000.0,15500000.0,42000000.0,42000000.0,,44000000.0,33900000.0,,,,,,
1992-06-30,46200000,-7300000.0,177800000,,15700000,45800000.0,-32000000.0,7400000.0,,,1236200000.0,197200000.0,226800000.0,-3300000.0,,334500000.0,688600000.0,32800000.0,29800000,1800000.0,-12100000.0,,132000000.0,,,2400000.0,321800000.0,,16000000.0,15800000,15800000,,169600000.0,442400000.0,,58200000.0,,,34400000.0,698500000.0,3500000.0,,8100000.0,-32800000.0,-13600000.0,45900000.0,-537700000.0,99400000.0,-10300000.0,,24200000.0,22400000.0,-23200000.0,207900000.0,110100000.0,8400000.0,,906400000.0,-1300000.0,,-10400000.0,,1133200000.0,,3800000.0,16400000.0,18800000.0,18800000.0,,,41200000.0,,,,,,
1992-09-30,51300000,700000.0,189500000,,16000000,50300000.0,-35600000.0,-2800000.0,,-3700000.0,1258900000.0,218600000.0,331700000.0,-3300000.0,,347500000.0,809200000.0,34800000.0,33900000,-2900000.0,8300000.0,,139200000.0,,,-800000.0,419400000.0,6700000.0,16400000.0,16100000,16100000,,171200000.0,454400000.0,,52000000.0,-113900000.0,,27800000.0,728300000.0,2300000.0,,9000000.0,-47000000.0,97400000.0,56900000.0,-530600000.0,96500000.0,100700000.0,,25500000.0,39200000.0,101000000.0,204600000.0,123000000.0,9400000.0,,932900000.0,-14400000.0,,-7800000.0,,1264600000.0,,7800000.0,17400000.0,119800000.0,119800000.0,,,38700000.0,,,,,,
1992-12-31,58800000,,199000000,,16900000,58800000.0,-82100000.0,16600000.0,,-23100000.0,1312000000.0,218600000.0,246400000.0,-3200000.0,,361400000.0,784900000.0,41200000.0,33900000,4900000.0,-13200000.0,,140200000.0,,,-55200000.0,387000000.0,1100000.0,24900000.0,17200000,17200000,,179300000.0,462400000.0,,56900000.0,-49200000.0,,26700000.0,768200000.0,2600000.0,,8300000.0,-49800000.0,-66200000.0,62000000.0,-543800000.0,101400000.0,-63000000.0,,26700000.0,43900000.0,-104400000.0,155800000.0,101300000.0,9500000.0,,1002000000.0,-13500000.0,,-5900000.0,78000000.0,1248400000.0,,3900000.0,24900000.0,15400000.0,15400000.0,,,55300000.0,,,,,,
1993-03-31,65800000,,214600000,,15600000,65800000.0,-67800000.0,-18800000.0,,,1332200000.0,200600000.0,288200000.0,-3300000.0,,373700000.0,866900000.0,42700000.0,45000000,-1000000.0,-3800000.0,,148800000.0,,,-52000000.0,478000000.0,-3900000.0,20800000.0,15600000,22100000,,188300000.0,478400000.0,,54100000.0,,,30600000.0,772000000.0,2900000.0,,10700000.0,-24800000.0,70300000.0,44500000.0,-560200000.0,100400000.0,73600000.0,,35400000.0,33600000.0,36100000.0,287900000.0,119600000.0,13300000.0,,1059900000.0,-3800000.0,,8800000.0,,1348100000.0,,3900000.0,20800000.0,51500000.0,51500000.0,,15400000.0,36500000.0,,,,,,
1993-06-30,67700000,,231700000,,21500000,67400000.0,-192800000.0,18100000.0,,,1699800000.0,275600000.0,340400000.0,-3100000.0,,392400000.0,1317200000.0,35000000.0,46400000,3000000.0,8200000.0,,164300000.0,,,49300000.0,749400000.0,-1700000.0,21000000.0,21500000,21500000,,292200000.0,502200000.0,,110100000.0,,,39400000.0,1126200000.0,4000000.0,,11800000.0,-234200000.0,115600000.0,49600000.0,-573600000.0,200500000.0,118700000.0,,36400000.0,48600000.0,-28600000.0,359500000.0,166900000.0,14900000.0,,1485700000.0,9500000.0,,-185600000.0,,1826100000.0,,0.0,21300000.0,22900000.0,22900000.0,,,59100000.0,,,,,,
1993-09-30,85800000,2700000.0,253300000,,23300000,81600000.0,-42200000.0,-700000.0,,-3100000.0,1730600000.0,281200000.0,362400000.0,-3300000.0,,412500000.0,1309900000.0,61300000.0,58400000,20600000.0,-33400000.0,,171700000.0,,,-5000000.0,760800000.0,-7700000.0,23200000.0,23300000,23300000,,267900000.0,522100000.0,,109900000.0,-211500000.0,,47200000.0,1140900000.0,2300000.0,,13800000.0,-42200000.0,5400000.0,52400000.0,-589700000.0,180000000.0,8700000.0,,44400000.0,36000000.0,-800000.0,146800000.0,177900000.0,21100000.0,,1478500000.0,-22300000.0,,-6200000.0,190800000.0,1840900000.0,,0.0,27400000.0,22100000.0,22100000.0,,,50900000.0,,,,,,
1993-12-31,90000000,-23100000.0,261500000,,30100000,90000000.0,-91900000.0,21700000.0,,-2100000.0,1792000000.0,288400000.0,335700000.0,-3200000.0,,439000000.0,1348400000.0,55400000.0,62300000,7000000.0,3400000.0,,171500000.0,,,-214500000.0,776200000.0,-1200000.0,27700000.0,30100000,30100000,,283800000.0,562700000.0,,86100000.0,101200000.0,,48300000.0,1192600000.0,4900000.0,,14900000.0,142000000.0,5400000.0,63500000.0,-599400000.0,184700000.0,8600000.0,,49800000.0,71000000.0,-15500000.0,174500000.0,154000000.0,19700000.0,,1581300000.0,-12500000.0,,213000000.0,214200000.0,1917000000.0,,0.0,27700000.0,6600000.0,6600000.0,,,70900000.0,,,,,,
1994-03-31,265100000,-21600000.0,265100000,,27500000,84400000.0,-79700000.0,10400000.0,10500000.0,,1877300000.0,291000000.0,369000000.0,-3300000.0,,463400000.0,1398200000.0,43500000.0,236900000,8100000.0,1100000.0,,180700000.0,,,10000000.0,811000000.0,-1000000.0,-152500000.0,27600000,27600000,,296200000.0,598900000.0,,93700000.0,,,49300000.0,1262000000.0,6000000.0,,15000000.0,-72500000.0,37500000.0,70400000.0,-615300000.0,192000000.0,40800000.0,,45200000.0,46100000.0,3900000.0,202200000.0,143300000.0,17600000.0,,1633700000.0,-20800000.0,,-26400000.0,169500000.0,2002700000.0,,,28200000.0,10500000.0,10500000.0,31300000.0,6600000.0,77300000.0,,,,,,
1994-06-30,267200000,-2900000.0,267200000,,31700000,86000000.0,-90400000.0,5500000.0,9900000.0,,1964700000.0,285700000.0,375200000.0,-3300000.0,,492000000.0,1451400000.0,57200000.0,239800000,11500000.0,-4700000.0,,181200000.0,,,-7900000.0,867300000.0,1700000.0,-153800000.0,31800000,31800000,,298400000.0,627700000.0,,85200000.0,,,47600000.0,1326800000.0,5100000.0,,9500000.0,-83100000.0,26200000.0,54300000.0,-637900000.0,198100000.0,29500000.0,,51900000.0,63600000.0,-600000.0,208200000.0,147700000.0,20100000.0,,1711900000.0,-17000000.0,,-19500000.0,176900000.0,2087100000.0,,,27400000.0,9900000.0,9900000.0,400000.0,10500000.0,83700000.0,,,,,,
1994-09-30,273400000,1500000.0,273400000,,28500000,87800000.0,-45500000.0,7400000.0,29100000.0,-100000.0,2025300000.0,294000000.0,378500000.0,-3400000.0,,516700000.0,1459100000.0,73200000.0,242700000,11800000.0,1700000.0,,185600000.0,,,1300000.0,855500000.0,-4400000.0,-154900000.0,28600000,28600000,,309600000.0,653500000.0,,81200000.0,-24800000.0,,52000000.0,1359300000.0,6800000.0,,15200000.0,-60600000.0,-13100000.0,57500000.0,-666000000.0,209800000.0,-9700000.0,,47000000.0,77800000.0,19200000.0,210100000.0,144600000.0,18400000.0,,1743900000.0,17100000.0,,17200000.0,174500000.0,2122400000.0,,4300000.0,30700000.0,29100000.0,29100000.0,400000.0,9900000.0,91900000.0,,,,,,
1994-12-31,-484100000,-1600000.0,292200000,,17100000,,-118000000.0,,12700000.0,-100000.0,2101300000.0,339600000.0,380100000.0,-3300000.0,,530100000.0,1553100000.0,-197000000.0,-516900000,-11400000.0,16300000.0,232300000.0,,142400000.0,,-5800000.0,928800000.0,5300000.0,1356600000.0,16900000,16900000,,80500000.0,667200000.0,,88500000.0,4100000.0,1213500000.0,46600000.0,1415300000.0,-46700000.0,,13900000.0,-71500000.0,53800000.0,56400000.0,-686000000.0,204200000.0,-71800000.0,214600000.0,29600000.0,47800000.0,-16400000.0,0.0,0.0,7400000.0,,1850700000.0,,,-23700000.0,220800000.0,2230800000.0,,0.0,32800000.0,12700000.0,12700000.0,7500000.0,29100000.0,,,,,,,
1995-03-31,302200000,-32100000.0,302200000,,27400000,88500000.0,-79500000.0,-44800000.0,19300000.0,,2154100000.0,307600000.0,403400000.0,-3200000.0,,554600000.0,1649800000.0,10900000.0,269300000,45400000.0,3200000.0,,213700000.0,,,-8800000.0,1002900000.0,-3300000.0,-180800000.0,27400000,27400000,,339300000.0,694000000.0,,86500000.0,,,50000000.0,1439000000.0,43700000.0,,19500000.0,-40800000.0,75500000.0,63300000.0,-715100000.0,245700000.0,78700000.0,,78100000.0,10600000.0,6600000.0,260600000.0,147500000.0,50700000.0,,1950700000.0,-10700000.0,,-30200000.0,251100000.0,2354100000.0,,,32900000.0,19300000.0,19300000.0,400000.0,12700000.0,96800000.0,,,,,,
1995-06-30,308700000,-11200000.0,308700000,,8400000,69600000.0,-104300000.0,-4000000.0,12000000.0,,2194800000.0,378600000.0,397400000.0,-3400000.0,,559700000.0,1746700000.0,106300000.0,272100000,-3900000.0,6700000.0,,239100000.0,,,-43700000.0,1031700000.0,1000000.0,-202500000.0,8500000,8500000,,336400000.0,672800000.0,,95400000.0,,,49000000.0,1459000000.0,5000000.0,,19300000.0,-53000000.0,20500000.0,102800000.0,-735800000.0,242300000.0,23900000.0,,16100000.0,76500000.0,-7300000.0,275600000.0,182500000.0,7600000.0,,2029500000.0,6900000.0,,23500000.0,294900000.0,2426900000.0,,,36600000.0,12000000.0,12000000.0,400000.0,19300000.0,93300000.0,,,,,,
1995-09-30,323300000,-7600000.0,323300000,,28800000,106500000.0,-54700000.0,24200000.0,14600000.0,-3800000.0,2245700000.0,392000000.0,427700000.0,-3300000.0,,585300000.0,1799000000.0,54500000.0,285300000,17800000.0,5300000.0,,216800000.0,,,3500000.0,1038100000.0,1300000.0,-178800000.0,28900000,28900000,,368900000.0,696800000.0,,102100000.0,-30900000.0,,47700000.0,1505100000.0,4200000.0,,20500000.0,-53100000.0,-7200000.0,96400000.0,-740600000.0,265800000.0,-3900000.0,,49100000.0,64500000.0,2600000.0,291800000.0,166200000.0,20200000.0,,2079400000.0,-22300000.0,,11400000.0,282500000.0,2507100000.0,,,38000000.0,14600000.0,14600000.0,400000.0,12000000.0,129400000.0,,,,,,
1995-12-31,-700000000,-43600000.0,-159000000,,172100000,,312300000.0,,31800000.0,-79800000.0,1281900000.0,320400000.0,281200000.0,0.0,,753800000.0,1330900000.0,-333100000.0,-667500000,39800000.0,82800000.0,135600000.0,,213100000.0,,328500000.0,633800000.0,2300000.0,1178100000.0,171900000,171900000,,73100000.0,695200000.0,,74000000.0,-271100000.0,1010500000.0,39800000.0,1281900000.0,243400000.0,,6200000.0,25800000.0,-490900000.0,10400000.0,,303600000.0,-97900000.0,272100000.0,296800000.0,195800000.0,17200000.0,0.0,0.0,114400000.0,,1758400000.0,,,221600000.0,204400000.0,2039600000.0,,,-32500000.0,31800000.0,31800000.0,7500000.0,14600000.0,,,,,,,
