date,quarterlyCapitalStock,quarterlyStockholdersEquity,quarterlyOtherIntangibleAssets,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyDilutedEPS,quarterlyOtherCurrentLiabilities,quarterlyAccumulatedDepreciation,quarterlyNetPPE,quarterlyRetainedEarnings,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyOtherShortTermInvestments,quarterlyGoodwill,quarterlyTotalAssets,quarterlyAccountsReceivable,quarterlyTotalNonCurrentAssets,quarterlyLongTermDebt,quarterlyOtherNonCurrentLiabilities,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentDebt,quarterlyOtherNonCurrentAssets,quarterlyInventory,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyInvestmentsAndAdvances,quarterlyBasicEPS,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyNetOtherInvestingChanges,quarterlyCashDividendsPaid,quarterlyOperatingCashFlow,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInCashSupplementalAsReported,quarterlyTaxProvision,quarterlyChangeInInventory,quarterlyNonCurrentDeferredRevenue,quarterlyPurchaseOfInvestment,quarterlyChangesInAccountReceivables,quarterlyCurrentDeferredRevenue,quarterlyNetOtherFinancingCharges,quarterlyNetIncomeCommonStockholders,quarterlyNetIncomeContinuousOperations,quarterlyEbitda,quarterlyTotalRevenue,quarterlyStockBasedCompensation,quarterlyInvestingCashFlow,quarterlyFreeCashFlow,quarterlyNetIncome,quarterlyCurrentAccruedExpenses,quarterlyChangeInAccountPayable,quarterlyCommonStockIssuance,quarterlyEndCashPosition,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherIncomeExpense,quarterlySellingGeneralAndAdministration,quarterlyGrossProfit,quarterlyDepreciationAndAmortization,quarterlyBasicAverageShares,quarterlyResearchAndDevelopment,quarterlyCostOfRevenue,quarterlyBeginningCashPosition,quarterlyDilutedAverageShares,quarterlyOperatingIncome,quarterlyOperatingExpense,quarterlyIncomeTaxPayable,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlySaleOfInvestment,quarterlyRepaymentOfDebt,quarterlyInterestExpense,quarterlyCapitalExpenditure
2013-12-31,2496000000,80514000000,1942000000.0,5958000000,7299000000,838000000,0.0,,333000000.0,,4413000000.0,-2415000000.0,2408000000,48087000000.0,8778000000,5040000000,4823000000.0,1341000000.0,1024000000.0,99908000000,413000000.0,91130000000,12927000000,31000000,14270000000,5000000,8000000.0,215000000,19310000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-30,2440000000,100856000000,3146000000.0,4957000000,4957000000,953000000,0.0,,4458000000.0,0.0,4458000000.0,,2522000000,68736000000.0,6338000000,5407000000,,1000000.0,,123812000000,437000000.0,117474000000,15895000000,94000000,17470000000,45000000,0.0,185000000,22877000000,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-31,2440000000,101669000000,1847000000.0,7108000000,7108000000,552000000,0.0,,282000000.0,,4467000000.0,-2549000000.0,2452000000,75286000000.0,9312000000,6571000000,5001000000.0,825000000.0,1030000000.0,126070000000,438000000.0,116758000000,16921000000,40000000,17753000000,1656000000,0.0,175000000,24324000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,2520000000,107342000000,2553000000.0,7753000000,7753000000,498000000,0.0,,3840000000.0,0.0,3840000000.0,,2385000000,76653000000.0,8963000000,4487000000,,120000000.0,,130563000000,363000000.0,121600000000,17828000000,33000000,18662000000,38000000,6000000.0,216000000,23149000000,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,2520000000,110504000000,1620000000.0,7897000000,7897000000,488000000,0.0,,190000000.0,,3432000000.0,-2507000000.0,2379000000,81722000000.0,9278000000,3681000000,4886000000.0,423000000.0,905000000.0,132102000000,312000000.0,122824000000,17155000000,37000000,17862000000,0,17000000.0,165000000,21543000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,2651000000,109064000000,2594000000.0,11258000000,11258000000,506000000,0.0,,3270000000.0,0.0,3270000000.0,,2435000000,82851000000.0,12619000000,9553000000,,536000000.0,,131476000000,287000000.0,118857000000,11545000000,34000000,12822000000,6060000000,38000000.0,160000000,22375000000,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,2651000000,106149000000,1634000000.0,11790000000,11790000000,481000000,0.0,,253000000.0,,3837000000.0,-2538000000.0,2404000000,83383000000.0,13539000000,13837000000,4942000000.0,982000000.0,920000000.0,127910000000,308000000.0,114371000000,6920000000,39000000,7886000000,9891000000,64000000.0,139000000,21723000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,2651000000,108586000000,2677000000.0,4746000000,4746000000,505000000,0.0,,3613000000.0,0.0,3613000000.0,,2480000000,85206000000.0,5887000000,11454000000,,269000000.0,,138263000000,268000000.0,132376000000,16943000000,37000000,18186000000,7393000000,85000000.0,191000000,29640000000,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,2651000000,118174000000,1635000000.0,9781000000,9781000000,468000000,,,211000000.0,,,-2708000000.0,2462000000,88398000000.0,10755000000,15669000000,5170000000.0,,934000000.0,159814000000,286000000.0,149059000000,24126000000,58000000,25953000000,10886000000,136000000.0,170000000,41622000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,2651000000,121465000000,,9620000000,9620000000,472000000,,,4376000000.0,,,,2480000000,90687000000.0,11917000000,9034000000,,,,158829000000,249000000.0,146912000000,26808000000,56000000,28300000000,4534000000,201000000.0,159000000,37334000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,2651000000,121874000000,1651000000.0,6090000000,6090000000,463000000,,,228000000.0,,,-2733000000.0,2508000000,,7960000000,6287000000,5241000000.0,,905000000.0,157770000000,274000000.0,149810000000,28687000000,23000000,29579000000,1438000000,,170000000,35866000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,2651000000,122154000000,,8517000000,8517000000,457000000,,,4916000000.0,,,,2693000000,,10479000000,6683000000,,,,158842000000,950000000.0,148363000000,28670000000,224000000,29955000000,1624000000,,187000000,36638000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
