date,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyOtherShortTermInvestments,quarterlyLongTermDebt,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyNetIncomeContinuousOperations,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyOtherNonCurrentAssets,quarterlyInvestmentsAndAdvances,quarterlyNetIncomeCommonStockholders,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyGrossProfit,quarterlyBasicEPS,quarterlyBasicAverageShares,quarterlyStockholdersEquity,quarterlyOtherIntangibleAssets,quarterlyOperatingExpense,quarterlyCashAndCashEquivalents,quarterlyCurrentDeferredRevenue,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCapitalStock,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentAssets,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyEbitda,quarterlyDilutedEPS,quarterlyAccumulatedDepreciation,quarterlyDilutedAverageShares,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyNonCurrentDeferredRevenue,quarterlyRetainedEarnings,quarterlyOtherCurrentLiabilities,quarterlyTaxProvision,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyDepreciationAndAmortization,quarterlyChangeInWorkingCapital,quarterlyNetOtherFinancingCharges,quarterlyFreeCashFlow,quarterlyCommonStockIssuance,quarterlyOtherNonCashItems,quarterlyChangeInAccountPayable,quarterlyRepurchaseOfCapitalStock,quarterlyPurchaseOfBusiness,quarterlyChangesInAccountReceivables,quarterlyCashDividendsPaid,quarterlyDeferredIncomeTax,quarterlyNetOtherInvestingChanges,quarterlyBeginningCashPosition,quarterlySaleOfInvestment,quarterlyInvestingCashFlow,quarterlyRepaymentOfDebt,quarterlyOperatingCashFlow,quarterlyEndCashPosition,quarterlyCapitalExpenditure,quarterlyChangeInCashSupplementalAsReported,quarterlyStockBasedCompensation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyResearchAndDevelopment,quarterlyPurchaseOfInvestment,quarterlyChangeInInventory
2002-09-30,,,,,,,,,-3533540430.0,,-3533540430.0,,,,,,,-3533540430.0,,,,,,-0.766926,4605653510.0,,,,,,,,,,,5085802120.0,5085802120.0,5085802120.0,-0.766926,,4605653510.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-12-31,,,1723868510.0,,,,49765977800.0,37160676840.0,-3533540430.0,43096712750.0,-3533540430.0,,46263638610.0,,156006200.0,10842430900.0,,-3533540430.0,3166925860.0,55265196350.0,,483619220.0,,,,-5912634980.0,3042120900.0,,7878313100.0,,7878313100.0,1162246190.0,1162246190.0,,444617670.0,5078001810.0,-9820590290.0,-9820590290.0,,-6092042110.0,,,29368167150.0,9001557740.0,12605300960.0,,-177535055600.0,2854913460.0,,,23276125040.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-03-31,,,,,,,,,351013950.0,,351013950.0,,,,,,,351013950.0,,,,,,0.075585,4643962848.0,,,,,,,,,,,5366613280.0,5366613280.0,5366613280.0,0.074415,,4716981132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-06-30,,1321000000.0,1712000000.0,4180966160.0,,,53722000000.0,37227000000.0,351013950.0,45811000000.0,351013950.0,,49019000000.0,514820460.0,148000000.0,934000000.0,,351013950.0,3208000000.0,58567000000.0,-31201240.0,498000000.0,1185647120.0,0.0,4653754070.0,-5166000000.0,1694000000.0,7800310.0,10346000000.0,,10346000000.0,0.0,2567000000.0,-70202790.0,377000000.0,5366613280.0,1177846810.0,1177846810.0,0.0,-6092042110.0,4823595900.0,,22212000000.0,9548000000.0,16495000000.0,,-6330000000.0,357000000.0,335413330.0,686427280.0,22212000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-09-30,,,,,,,,,-3400463270.0,,-3400463270.0,,,,,,,-3400463270.0,,,,,,-0.68962,4930922161.0,,,,,,,,,,,5910144590.0,5910144590.0,5910144590.0,-0.68962,,4953176125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-31,,,1568323960.0,,,,44650648980.0,29526415940.0,-3406904640.0,38462756920.0,-3406904640.0,,41490709120.0,,163043580.0,5706525300.0,,-3406904640.0,3027952200.0,52189473560.0,,535714620.0,,,,-7841619800.0,2282610120.0,,5535717740.0,,5535717740.0,1343168540.0,1374224460.0,,3128883940.0,5908340280.0,-12298192820.0,-12298192820.0,,-9922366440.0,,,31459646960.0,10698764440.0,15124233040.0,,-182546697760.0,4518636360.0,,,21537280520.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-03-31,,,,,,,,,405299960.0,,405299960.0,,,,,,,405299960.0,,,,,,0.149883,5368754074.0,,,,,,,,,,,5362430240.0,5362430240.0,5362430240.0,0.14887,,5368754074.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-06-30,,,3042120900.0,4368173600.0,,,43837742200.0,30647417990.0,405616120.0,38174717140.0,405616120.0,,41131034630.0,499219840.0,15600620.0,7800310000.0,,405616120.0,2956317490.0,50272997950.0,124804960.0,491419530.0,998439680.0,0.074961,5368754070.0,-7277689230.0,2285490830.0,0.0,3018719970.0,,3018719970.0,1341653320.0,8338531390.0,-31201240.0,3057721520.0,5366613280.0,998439680.0,998439680.0,0.074415,-9968796180.0,5481441560.0,,30483611480.0,9141963320.0,13190324210.0,,-182051435090.0,787831310.0,210608370.0,616224490.0,20514815300.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-09-30,,,,,,,,,420888420.0,,420888420.0,,,,,,,420888420.0,,,,,,0.078098,5389221557.0,,,,,,,,,,,6126264780.0,6126264780.0,6126264780.0,0.077397,,5438066465.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-12-31,,,1639472110.0,,,,44965047870.0,31437460460.0,415778000.0,26581204210.0,415778000.0,,29191927570.0,,9028751620.0,8927741490.0,,-524393210.0,2610723360.0,49860154170.0,,466200600.0,,,,-6713288640.0,2222222860.0,,3496504500.0,,3496504500.0,1344211730.0,932401200.0,,5260296770.0,6054888440.0,-12771845790.0,-12771845790.0,,-12035745490.0,,,32284391550.0,20668226600.0,13527587410.0,,-28041966090.0,4087025260.0,,,20248646060.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-03-31,,,,,,,,,475818910.0,,475818910.0,,,,,,,475818910.0,,,,,,0.078861,6033630069.0,,,,,,,,,,,5850232500.0,5850232500.0,5850232500.0,0.078861,,6033630069.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-30,5213676710.0,2270000000.0,1821000000.0,2944833790.0,275000000.0,,52920000000.0,26671000000.0,473970610.0,21129000000.0,473970610.0,1919192470.0,27310000000.0,551670710.0,10119000000.0,125000000.0,,473970610.0,2237000000.0,50637000000.0,334110430.0,6024000000.0,2898213730.0,0.078788,6049937040.0,243000000.0,1382000000.0,1919192470.0,10846000000.0,,11121000000.0,0.0,1049000000.0,,4812000000.0,5843047520.0,979021260.0,979021260.0,0.07871,-12035745490.0,6056060430.0,,16273000000.0,23327000000.0,26249000000.0,1142000000.0,-1437000000.0,6954158950.0,295260380.0,846931090.0,16273000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-09-30,,,,,,,,,457644710.0,,457644710.0,,,,,,,457644710.0,,,,,,0.046307,6049937040.0,,,,,,,,,,,5414169620.0,5414169620.0,5414169620.0,0.046152,,6056060430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-12-31,,,2055340000.0,,,,53314744000.0,27595848000.0,186018420.0,26029136000.0,186018420.0,,28208572000.0,,6507284000.0,7577612000.0,,-1054941580.0,2179436000.0,50576876000.0,,535164000.0,,,,612724000.0,3986584000.0,,9687244000.0,,9687244000.0,1683052000.0,977256000.0,,10470600000.0,5419923930.0,-13109160070.0,-13109160070.0,,-14131432000.0,,,30155328000.0,22368304000.0,25718896000.0,,-1070328000.0,9663976000.0,,,16023896000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-03-31,,,,,,,,,395738580.0,,395738580.0,,,,,,,395738580.0,,,,,,0.058863,6723020490.0,,,,,,,,,,,7061217800.0,7061217800.0,7061217800.0,0.058863,,6723020490.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-06-30,4520388180.0,2664077570.0,2299029040.0,3782524130.0,,,51829124270.0,27728154300.0,396116490.0,21320387550.0,396116490.0,2190291180.0,23440775820.0,466019400.0,11875727710.0,7953397760.0,,396116490.0,2120388270.0,48722328270.0,54368930.0,520388330.0,3285436770.0,0.059107,6730527360.0,745631040.0,1343689270.0,2190291180.0,5576698820.0,,5576698820.0,1685436830.0,893203850.0,,6710679360.0,7067960900.0,1095145590.0,1095145590.0,0.058951,-14151455780.0,6751265670.0,,29918445480.0,25281552450.0,24100969970.0,,-939805790.0,7992232710.0,302912610.0,838834920.0,15766989700.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-06-30,,3140000000.0,2432000000.0,,123000000.0,,49945000000.0,28191000000.0,,16147000000.0,,,23869000000.0,,12174000000.0,559000000.0,,,2047000000.0,46052000000.0,,617000000.0,,0.0,,1158000000.0,1387000000.0,,4538000000.0,,4661000000.0,1693000000.0,1005000000.0,,10364000000.0,,,,0.0,,,,16915000000.0,22183000000.0,21754000000.0,1094000000.0,-535000000.0,2562000000.0,,,16915000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-12-31,,3016000000.0,2709000000.0,,12000000.0,15505000000.0,51357000000.0,29797000000.0,,737000000.0,,,20861000000.0,,10174000000.0,1086000000.0,1298000000.0,,2150000000.0,47006000000.0,,854000000.0,,,,1552000000.0,1638000000.0,,3678000000.0,3434000000.0,3690000000.0,0.0,6442000000.0,,11558000000.0,,,,,-18615000000.0,,,35467000000.0,26145000000.0,21560000000.0,719000000.0,-143000000.0,67000000.0,,,16852000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-06-30,,3017000000.0,2833000000.0,,376000000.0,15518000000.0,52455000000.0,29962000000.0,,709000000.0,,,18988000000.0,,11773000000.0,578000000.0,,,2041000000.0,47684000000.0,,914000000.0,,0.0,,1833000000.0,1729000000.0,,4075000000.0,,4451000000.0,1693000000.0,1141000000.0,,11589000000.0,,,,0.0,,,,18310000000.0,28696000000.0,22493000000.0,720000000.0,-30207000000.0,3474000000.0,,,18310000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-31,,3000000000.0,4317000000.0,,0.0,31745000000.0,56605000000.0,29535000000.0,,651000000.0,,,34982000000.0,,0.0,985000000.0,1191000000.0,,714000000.0,51705000000.0,,1016000000.0,,,,1735000000.0,1885000000.0,,9284000000.0,2224000000.0,9284000000.0,0.0,6681000000.0,,9396000000.0,,,,,-21111000000.0,,1911000000.0,38203000000.0,16723000000.0,27070000000.0,670000000.0,42000000.0,76000000.0,,,17092000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-06-30,,2999000000.0,3458000000.0,,129000000.0,34995000000.0,46430000000.0,28840000000.0,,650000000.0,,,37150000000.0,,,375000000.0,,,976000000.0,49491000000.0,,827000000.0,,0.0,,-6297000000.0,1825000000.0,,4762000000.0,,4891000000.0,1693000000.0,1432000000.0,,3510000000.0,,,,0.0,,,,18219000000.0,12341000000.0,17590000000.0,529000000.0,-7972000000.0,2507000000.0,,,18219000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-12-31,,3096000000.0,2418000000.0,,0.0,34667000000.0,44983000000.0,27934000000.0,,582000000.0,,,37181000000.0,,246000000.0,1016000000.0,1031000000.0,,1276000000.0,47008000000.0,,992000000.0,,,,-5445000000.0,1728000000.0,,8049000000.0,1768000000.0,8049000000.0,0.0,2478000000.0,,1969000000.0,,,,,-23521000000.0,,767000000.0,39821000000.0,9827000000.0,17049000000.0,651000000.0,-7138000000.0,85000000.0,,,16300000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-30,,3153000000.0,2637000000.0,,204000000.0,31826000000.0,41659000000.0,27823000000.0,,1079000000.0,,,35094000000.0,,652000000.0,442000000.0,,,1515000000.0,44900000000.0,,921000000.0,,0.0,,-5511000000.0,2168000000.0,,3952000000.0,,4156000000.0,1693000000.0,1409000000.0,,1510000000.0,,,,0.0,,,,,9806000000.0,13836000000.0,674000000.0,-15193000000.0,188000000.0,,,16530000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-31,,3170000000.0,2529000000.0,,0.0,27041000000.0,48133000000.0,29387000000.0,,1014000000.0,,,30997000000.0,,7800000000.0,1017000000.0,993000000.0,,2109000000.0,48741000000.0,,957000000.0,,,,-3263000000.0,2388000000.0,,8101000000.0,1860000000.0,8101000000.0,1818000000.0,3311000000.0,,772000000.0,,,,,-25100000000.0,,568000000.0,40552000000.0,17744000000.0,18746000000.0,727000000.0,-14224000000.0,143000000.0,,,15452000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-30,,3175000000.0,2847000000.0,,3000000.0,27160000000.0,48620000000.0,30202000000.0,,1016000000.0,,,31122000000.0,,7823000000.0,611000000.0,,,2168000000.0,48866000000.0,,1105000000.0,,0.0,,-2970000000.0,2505000000.0,,8144000000.0,,8147000000.0,1818000000.0,1606000000.0,,1784000000.0,,,,0.0,,,,,17744000000.0,18418000000.0,785000000.0,-13931000000.0,145000000.0,,,16768000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-31,,3170000000.0,3084000000.0,,0.0,23470000000.0,45850000000.0,30909000000.0,,935000000.0,,,27523000000.0,,40000000.0,1044000000.0,1494000000.0,,2222000000.0,38270000000.0,,1166000000.0,,,,6104000000.0,2812000000.0,,5365000000.0,1750000000.0,5365000000.0,1818000000.0,2380000000.0,,455000000.0,,,,,-25140000000.0,,786000000.0,40617000000.0,10747000000.0,14941000000.0,893000000.0,4286000000.0,187000000.0,,,15477000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-30,,3171000000.0,3026000000.0,,,25786000000.0,46601000000.0,31388000000.0,,896000000.0,,,29820000000.0,,3000000.0,519000000.0,,,2198000000.0,38786000000.0,,1206000000.0,,0.0,,8487000000.0,3156000000.0,,4937000000.0,,4937000000.0,0.0,1887000000.0,,581000000.0,,,,0.0,,,,15706000000.0,8966000000.0,15213000000.0,937000000.0,-11673000000.0,242000000.0,,,15706000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-31,,3371000000.0,4041000000.0,,4000000.0,17926000000.0,49844000000.0,33070000000.0,,820000000.0,,,22115000000.0,,8540000000.0,546000000.0,,,2321000000.0,41527000000.0,,1298000000.0,,,,8979000000.0,3385000000.0,,4553000000.0,,4553000000.0,0.0,2380000000.0,,678000000.0,,,,,-27234000000.0,,,43280000000.0,19412000000.0,16774000000.0,989000000.0,-10841000000.0,196000000.0,,,16046000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-30,,3437000000.0,3975000000.0,,5000000.0,26598000000.0,53585000000.0,33772000000.0,,802000000.0,,,31463000000.0,,3959000000.0,556000000.0,,,2385000000.0,45630000000.0,,1073000000.0,,0.0,,8562000000.0,3506000000.0,,7750000000.0,,7755000000.0,0.0,2278000000.0,,550000000.0,,,,0.0,,,,15957000000.0,14167000000.0,19813000000.0,939000000.0,-10176000000.0,251000000.0,,,15957000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-31,,3469000000.0,3501000000.0,,10000000.0,29074000000.0,53937000000.0,36358000000.0,,1154000000.0,,,34646000000.0,,1000000.0,571000000.0,,,2658000000.0,45304000000.0,,1199000000.0,,,,9187000000.0,3574000000.0,,5509000000.0,,5519000000.0,0.0,2118000000.0,,541000000.0,,,,,-28853000000.0,,,45042000000.0,10658000000.0,17579000000.0,951000000.0,-9024000000.0,205000000.0,,,16189000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-30,,17148000000.0,4701000000.0,,,46815000000.0,82253000000.0,52169000000.0,,1941000000.0,,,52782000000.0,,2252000000.0,656000000.0,,,2370000000.0,73205000000.0,,1282000000.0,,0.0,,9548000000.0,8761000000.0,,8571000000.0,,8571000000.0,0.0,2612000000.0,,536000000.0,,,,0.0,,,,19403000000.0,20423000000.0,30084000000.0,1127000000.0,-7937000000.0,483000000.0,,,19403000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-31,,17075000000.0,4497000000.0,,49000000.0,36494000000.0,73039000000.0,51648000000.0,,1291000000.0,,,41652000000.0,,4823000000.0,806000000.0,,,2501000000.0,60670000000.0,,801000000.0,,,,10157000000.0,10195000000.0,,7943000000.0,,7943000000.0,0.0,2331000000.0,,528000000.0,,,,,-31519000000.0,,,49320000000.0,19018000000.0,21391000000.0,1033000000.0,-5713000000.0,429000000.0,,,17801000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,,18201000000.0,4792000000.0,,350000000.0,31154000000.0,74068000000.0,53895000000.0,,1362000000.0,,,36773000000.0,,11065000000.0,782000000.0,,,2702000000.0,61469000000.0,,1006000000.0,,0.0,,10332000000.0,10590000000.0,,6567000000.0,,6917000000.0,0.0,2913000000.0,,523000000.0,,,,0.0,,,,18331000000.0,24696000000.0,20173000000.0,960000000.0,-4665000000.0,445000000.0,,,18331000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,,18183000000.0,3969000000.0,,1000000.0,38090000000.0,74758000000.0,54619000000.0,,1260000000.0,,,43923000000.0,,3879000000.0,845000000.0,,,2775000000.0,61416000000.0,,774000000.0,,,,11024000000.0,10526000000.0,,7503000000.0,,7504000000.0,0.0,2494000000.0,,513000000.0,,,,,-32817000000.0,,,51972000000.0,17493000000.0,20139000000.0,1079000000.0,-3466000000.0,448000000.0,,,19155000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,,18172000000.0,4312000000.0,,5000000.0,41203000000.0,76779000000.0,56290000000.0,,1281000000.0,,,46486000000.0,,2329000000.0,959000000.0,,,2834000000.0,62767000000.0,,1163000000.0,,0.0,,11481000000.0,10198000000.0,,5638000000.0,,5643000000.0,0.0,2564000000.0,,511000000.0,,,,0.0,,,,19932000000.0,16281000000.0,20489000000.0,1003000000.0,-2567000000.0,466000000.0,,,19932000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,,18095000000.0,3778000000.0,,453000000.0,45131000000.0,79584000000.0,59070000000.0,,1354000000.0,,,50724000000.0,,457000000.0,897000000.0,,,2916000000.0,64808000000.0,,943000000.0,,,,12026000000.0,11982000000.0,,4751000000.0,,5204000000.0,0.0,2731000000.0,,510000000.0,,,,,-33476000000.0,,,53599000000.0,14084000000.0,20514000000.0,1071000000.0,-1411000000.0,173000000.0,,,20123000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,,18108000000.0,3147000000.0,,3184000000.0,45868000000.0,88355000000.0,60864000000.0,,1389000000.0,,,51885000000.0,,529000000.0,1028000000.0,,,3022000000.0,66106000000.0,,1077000000.0,,0.0,,19336000000.0,11531000000.0,,10098000000.0,,13282000000.0,0.0,1929000000.0,,509000000.0,,,,0.0,,,,20815000000.0,14221000000.0,27491000000.0,1088000000.0,6990000000.0,174000000.0,,,20815000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,,18128000000.0,3664000000.0,,1708000000.0,46613000000.0,91900000000.0,63660000000.0,,2266000000.0,,,53880000000.0,,622000000.0,1019000000.0,,,3233000000.0,68695000000.0,,911000000.0,,,,19941000000.0,12726000000.0,,11638000000.0,,13346000000.0,0.0,2088000000.0,,508000000.0,,,,,-34738000000.0,,,56823000000.0,14815000000.0,28240000000.0,1381000000.0,7319000000.0,173000000.0,,,22085000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,,18128000000.0,4602000000.0,,986000000.0,40494000000.0,93257000000.0,70289000000.0,,2302000000.0,,,50409000000.0,,8038000000.0,1094000000.0,,,3347000000.0,73310000000.0,,1193000000.0,,0.0,,17567000000.0,9842000000.0,,8426000000.0,,9412000000.0,0.0,1875000000.0,,507000000.0,,,,0.0,,,,27056000000.0,22901000000.0,22968000000.0,1092000000.0,,218000000.0,,,27056000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,,18192000000.0,4799000000.0,,604000000.0,49307000000.0,94227000000.0,72754000000.0,,2766000000.0,,,60026000000.0,,608000000.0,1243000000.0,,,3674000000.0,74618000000.0,,2050000000.0,,,,17095000000.0,10996000000.0,,6757000000.0,,7361000000.0,0.0,1952000000.0,,507000000.0,,,,,-35741000000.0,,,64201000000.0,14592000000.0,21473000000.0,1010000000.0,,173000000.0,,,28460000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
