date,quarterlyChangeInInventory,quarterlyDilutedEPS,quarterlyOtherCurrentAssets,quarterlyChangesInAccountReceivables,quarterlyRepurchaseOfCapitalStock,quarterlySaleOfInvestment,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyGrossProfit,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBasicAverageShares,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,quarterlyOtherNonCashItems,quarterlyTaxProvision,quarterlyNetPPE,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyResearchAndDevelopment,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyRetainedEarnings,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyLongTermDebt,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,quarterlyTotalAssets,quarterlyOtherCurrentLiabilities,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyDilutedAverageShares,quarterlyTotalNonCurrentAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyBasicEPS,quarterlyGoodwill,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyNetIncomeCommonStockholders,quarterlyCashAndCashEquivalents,quarterlyCurrentDeferredRevenue,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyOperatingExpense,quarterlyCashDividendsPaid,quarterlyEndCashPosition,quarterlyOtherIntangibleAssets,quarterlyInvestingCashFlow,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyDepreciationAndAmortization,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherFinancingCharges,quarterlyOtherNonCurrentAssets,quarterlyFreeCashFlow,quarterlyNonCurrentDeferredRevenue,quarterlyInvestmentsAndAdvances,quarterlyPurchaseOfInvestment,quarterlyChangeInAccountPayable
1999-12-31,95000000.0,,445000000.0,,-113000000.0,,825000000.0,294000000.0,871000000.0,1805000000.0,-374000000.0,,3348000000.0,0.0,-2059000000.0,,,82000000.0,2650000000.0,,421000000,90000000.0,-574000000.0,-3000000.0,246000000.0,28000000.0,,1415000000.0,4709000000.0,,2700000000.0,3819000000.0,313000000.0,,-237000000.0,622000000.0,1769000000,328000000,2601000000.0,-219000000.0,684000000.0,9644000000.0,640000000.0,,,898000000.0,,5825000000.0,3596000000.0,,,231000000,229000000.0,360000000.0,311000000.0,606000000.0,229000000.0,606000000.0,,1116000000.0,9000000.0,543000000.0,-84000000.0,606000000.0,921000000.0,-276000000.0,255000000.0,36000000.0,93000000.0,6296000000.0,0.0,2254000000.0,385000000.0,,,,
2000-03-31,-131000000.0,0.345,391000000.0,,-49000000.0,,606000000.0,294000000.0,779000000.0,1489000000.0,-348000000.0,580000000.0,2705000000.0,0.0,-2094000000.0,,,66000000.0,2673000000.0,,381000000,83000000.0,384000000.0,49000000.0,-408000000.0,74000000.0,,689000000.0,4767000000.0,,2519000000.0,3967000000.0,257000000.0,,-115000000.0,-75000000.0,1583000000,284000000,2303000000.0,88000000.0,857000000.0,8714000000.0,595000000.0,,,804000000.0,592000000.0,4747000000.0,3490000000.0,0.35,,191000000,191000000.0,315000000.0,330000000.0,694000000.0,191000000.0,694000000.0,,1263000000.0,-5000000.0,495000000.0,-84000000.0,694000000.0,1004000000.0,-222000000.0,435000000.0,32000000.0,97000000.0,6009000000.0,0.0,1070000000.0,-190000000.0,,,,
2000-06-30,-44000000.0,0.08,419000000.0,,-92000000.0,,694000000.0,298000000.0,827000000.0,1498000000.0,-418000000.0,582000000.0,2871000000.0,0.0,-2087000000.0,,,-33000000.0,2668000000.0,,398000000,93000000.0,-84000000.0,-136000000.0,-66000000.0,66000000.0,,693000000.0,4755000000.0,,2359000000.0,3819000000.0,13000000.0,,-141000000.0,184000000.0,1694000000,312000000,2355000000.0,-198000000.0,823000000.0,8787000000.0,663000000.0,,,867000000.0,594000000.0,4968000000.0,3557000000.0,0.08,,46000000,48000000.0,336000000.0,379000000.0,496000000.0,48000000.0,496000000.0,,1271000000.0,-280000000.0,515000000.0,0.0,496000000.0,1194000000.0,-245000000.0,198000000.0,29000000.0,86000000.0,5916000000.0,0.0,1106000000.0,43000000.0,,,,
2000-09-30,1000000.0,0.385,409000000.0,,-209000000.0,,496000000.0,298000000.0,871000000.0,1358000000.0,-426000000.0,590000000.0,2938000000.0,-34000000.0,-2144000000.0,,,81000000.0,2710000000.0,,446000000,97000000.0,20000000.0,39000000.0,-91000000.0,54000000.0,,923000000.0,4854000000.0,,2446000000.0,3825000000.0,312000000.0,,-142000000.0,338000000.0,1687000000,328000000,2246000000.0,72000000.0,807000000.0,8808000000.0,640000000.0,,,816000000.0,604000000.0,4983000000.0,3424000000.0,0.39,,231000000,231000000.0,328000000.0,371000000.0,568000000.0,231000000.0,568000000.0,,1257000000.0,9000000.0,543000000.0,0.0,568000000.0,1258000000.0,-286000000.0,448000000.0,35000000.0,118000000.0,5870000000.0,0.0,1015000000.0,196000000.0,,,,
2000-12-31,60000000.0,,371000000.0,,-25000000.0,,568000000.0,298000000.0,960000000.0,1990000000.0,-649000000.0,,2659000000.0,-26000000.0,-2171000000.0,,,94000000.0,2807000000.0,,448000000,106000000.0,-440000000.0,-122000000.0,507000000.0,39000000.0,,853000000.0,4978000000.0,,3372000000.0,3651000000.0,364000000.0,,-250000000.0,767000000.0,1932000000,344000000,1726000000.0,11000000.0,816000000.0,8733000000.0,748000000.0,1542000000.0,,972000000.0,,5082000000.0,2702000000.0,,,270000000,270000000.0,406000000.0,160000000.0,579000000.0,270000000.0,579000000.0,,1159000000.0,46000000.0,616000000.0,0.0,579000000.0,1239000000.0,-300000000.0,634000000.0,35000000.0,104000000.0,6074000000.0,0.0,1036000000.0,517000000.0,,,,
2001-03-31,-100000000.0,0.27,0.0,,,,579000000.0,300000000.0,771000000.0,1445000000.0,-382000000.0,590000000.0,3257000000.0,0.0,-2269000000.0,,,73000000.0,2888000000.0,,421000000,103000000.0,355000000.0,80000000.0,-450000000.0,64000000.0,,992000000.0,5157000000.0,,2770000000.0,4009000000.0,287000000.0,,-131000000.0,-33000000.0,1757000000,313000000,2179000000.0,144000000.0,862000000.0,9282000000.0,655000000.0,1424000000.0,,986000000.0,606000000.0,5273000000.0,3255000000.0,0.275,,214000000,162000000.0,343000000.0,214000000.0,723000000.0,162000000.0,723000000.0,,1257000000.0,-7000000.0,458000000.0,-340000000.0,723000000.0,1370000000.0,-161000000.0,670000000.0,28000000.0,108000000.0,6025000000.0,0.0,1015000000.0,-164000000.0,,,,
2001-06-30,-127000000.0,0.42,0.0,,,,723000000.0,599000000.0,826000000.0,1344000000.0,-370000000.0,590000000.0,3414000000.0,0.0,-2319000000.0,,,89000000.0,2922000000.0,,459000000,104000000.0,-105000000.0,44000000.0,-387000000.0,37000000.0,,1245000000.0,5241000000.0,,2349000000.0,3991000000.0,342000000.0,,-175000000.0,-4000000.0,1870000000,350000000,2378000000.0,-292000000.0,861000000.0,9282000000.0,631000000.0,1527000000.0,,1044000000.0,608000000.0,5291000000.0,3519000000.0,0.43,,253000000,253000000.0,361000000.0,280000000.0,431000000.0,253000000.0,431000000.0,,1358000000.0,9000000.0,476000000.0,0.0,431000000.0,1397000000.0,-214000000.0,374000000.0,28000000.0,109000000.0,5868000000.0,0.0,972000000.0,-179000000.0,,,,
2001-09-30,4000000.0,0.45,0.0,,-76000000.0,,431000000.0,599000000.0,855000000.0,1297000000.0,-577000000.0,589000000.0,3578000000.0,-9000000.0,-2411000000.0,,,96000000.0,3128000000.0,,497000000,105000000.0,24000000.0,-34000000.0,66000000.0,49000000.0,,1516000000.0,5539000000.0,,2545000000.0,4064000000.0,368000000.0,,-187000000.0,398000000.0,1900000000,386000000,2576000000.0,39000000.0,847000000.0,9663000000.0,683000000.0,1519000000.0,,1045000000.0,609000000.0,5599000000.0,3540000000.0,0.46,,272000000,272000000.0,352000000.0,117000000.0,470000000.0,272000000.0,470000000.0,,1415000000.0,1000000.0,469000000.0,-1000000.0,470000000.0,1592000000.0,-375000000.0,565000000.0,27000000.0,111000000.0,6085000000.0,0.0,879000000.0,211000000.0,,,,
2001-12-31,45000000.0,,0.0,,-69000000.0,,470000000.0,609000000.0,984000000.0,708000000.0,-432000000.0,,3757000000.0,9000000.0,-2426000000.0,,,42000000.0,3306000000.0,,557000000,115000000.0,195000000.0,26000000.0,245000000.0,542000000.0,,1093000000.0,5732000000.0,,3294000000.0,3977000000.0,-33000000.0,,-294000000.0,788000000.0,2136000000,444000000,2486000000.0,112000000.0,588000000.0,10343000000.0,661000000.0,1493000000.0,1724000000.0,1152000000.0,,6366000000.0,3292000000.0,,,-75000000,-75000000.0,413000000.0,218000000.0,582000000.0,-75000000.0,582000000.0,,1341000000.0,-463000000.0,540000000.0,0.0,582000000.0,1698000000.0,-842000000.0,201000000.0,25000000.0,113000000.0,6586000000.0,0.0,1362000000.0,494000000.0,,,,
2002-03-31,-128000000.0,0.41,0.0,,-35000000.0,,582000000.0,609000000.0,886000000.0,2004000000.0,-557000000.0,600000000.0,3940000000.0,0.0,-2462000000.0,,,89000000.0,3326000000.0,,476000000,115000000.0,225000000.0,34000000.0,-476000000.0,91000000.0,,1346000000.0,5788000000.0,,3172000000.0,4161000000.0,342000000.0,,-139000000.0,-100000000.0,1950000000,371000000,2677000000.0,-60000000.0,627000000.0,10617000000.0,626000000.0,1619000000.0,,1064000000.0,622000000.0,6456000000.0,3505000000.0,0.42,,253000000,253000000.0,400000000.0,201000000.0,522000000.0,253000000.0,522000000.0,,1462000000.0,-13000000.0,515000000.0,-348000000.0,522000000.0,1695000000.0,-188000000.0,542000000.0,18000000.0,105000000.0,6677000000.0,0.0,1435000000.0,-239000000.0,,,,
2002-06-30,-129000000.0,0.32,0.0,,-106000000.0,,522000000.0,612000000.0,921000000.0,2341000000.0,-715000000.0,602000000.0,4077000000.0,0.0,-2571000000.0,,,77000000.0,3515000000.0,,515000000,123000000.0,85000000.0,28000000.0,-426000000.0,40000000.0,,1546000000.0,6086000000.0,,3132000000.0,4383000000.0,277000000.0,,-200000000.0,69000000.0,2022000000,408000000,3290000000.0,-50000000.0,607000000.0,11188000000.0,574000000.0,1712000000.0,,1101000000.0,622000000.0,6805000000.0,3979000000.0,0.33,,200000000,200000000.0,390000000.0,82000000.0,472000000.0,200000000.0,472000000.0,,1664000000.0,-117000000.0,513000000.0,0.0,472000000.0,1862000000.0,-211000000.0,217000000.0,22000000.0,107000000.0,7111000000.0,0.0,1428000000.0,-131000000.0,,,,
2002-09-30,-53000000.0,0.51,0.0,,0.0,,472000000.0,612000000.0,946000000.0,2355000000.0,-783000000.0,603000000.0,4358000000.0,0.0,-2629000000.0,,,106000000.0,3650000000.0,,559000000,122000000.0,-394000000.0,16000000.0,-1000000.0,34000000.0,,1862000000.0,6279000000.0,,3166000000.0,4211000000.0,422000000.0,,-239000000.0,448000000.0,2102000000,439000000,2935000000.0,-194000000.0,631000000.0,11167000000.0,609000000.0,1677000000.0,,1156000000.0,624000000.0,6956000000.0,3643000000.0,0.52,,316000000,316000000.0,385000000.0,77000000.0,278000000.0,316000000.0,278000000.0,,1713000000.0,-6000000.0,507000000.0,0.0,278000000.0,1894000000.0,-267000000.0,202000000.0,11000000.0,120000000.0,6809000000.0,0.0,1412000000.0,209000000.0,,,,
2002-12-31,41000000.0,,0.0,,-1028000000.0,,278000000.0,627000000.0,1039000000.0,3043000000.0,-1274000000.0,,2939000000.0,0.0,-2772000000.0,,,92000000.0,3907000000.0,,618000000,141000000.0,754000000.0,-6000000.0,355000000.0,429000000.0,,1689000000.0,6679000000.0,,3851000000.0,5160000000.0,356000000.0,,-270000000.0,776000000.0,2036000000,511000000,4398000000.0,891000000.0,1261000000.0,12478000000.0,588000000.0,1838000000.0,,997000000.0,,7318000000.0,5688000000.0,,,264000000,9000000.0,387000000.0,,1169000000.0,9000000.0,1169000000.0,,1745000000.0,-145000000.0,528000000.0,-1000000.0,1169000000.0,2020000000.0,-640000000.0,220000000.0,30000000.0,107000000.0,9539000000.0,0.0,1391000000.0,506000000.0,,,,
2003-03-31,-135000000.0,0.35,0.0,,-153000000.0,,1169000000.0,627000000.0,880000000.0,2732000000.0,-1305000000.0,598000000.0,2973000000.0,0.0,-2882000000.0,,,69000000.0,4025000000.0,,459000000,136000000.0,535000000.0,-70000000.0,-306000000.0,16000000.0,,1891000000.0,6907000000.0,,3534000000.0,5683000000.0,286000000.0,,-174000000.0,-29000000.0,1997000000,331000000,5570000000.0,239000000.0,1249000000.0,13326000000.0,686000000.0,1918000000.0,,1117000000.0,611000000.0,7643000000.0,6819000000.0,0.36,,217000000,216000000.0,413000000.0,,1408000000.0,216000000.0,1408000000.0,,1917000000.0,-26000000.0,549000000.0,-346000000.0,1408000000.0,2081000000.0,-245000000.0,116000000.0,30000000.0,128000000.0,10353000000.0,0.0,1537000000.0,-203000000.0,,,,
2003-06-30,-68000000.0,0.06,0.0,,0.0,,1408000000.0,627000000.0,973000000.0,2391000000.0,-1241000000.0,598000000.0,3091000000.0,0.0,-3125000000.0,,,-57000000.0,4157000000.0,,500000000,139000000.0,-817000000.0,-91000000.0,-195000000.0,16000000.0,,1930000000.0,7282000000.0,,3242000000.0,5271000000.0,-8000000.0,,-183000000.0,224000000.0,2163000000,370000000,4806000000.0,-800000000.0,1999000000.0,13215000000.0,700000000.0,1955000000.0,,1190000000.0,613000000.0,7944000000.0,6882000000.0,0.06,,49000000,38000000.0,464000000.0,77000000.0,608000000.0,38000000.0,608000000.0,,2076000000.0,-351000000.0,603000000.0,0.0,608000000.0,2129000000.0,-196000000.0,151000000.0,31000000.0,130000000.0,10124000000.0,0.0,1658000000.0,41000000.0,,,,
2003-09-30,-33000000.0,0.43,0.0,,-561000000.0,,608000000.0,649000000.0,972000000.0,2546000000.0,-1237000000.0,589000000.0,3461000000.0,0.0,-3155000000.0,,,88000000.0,4380000000.0,,538000000,137000000.0,-86000000.0,26000000.0,-10000000.0,672000000.0,,2184000000.0,7535000000.0,,3237000000.0,5352000000.0,366000000.0,,-205000000.0,478000000.0,2219000000,397000000,4778000000.0,222000000.0,1738000000.0,13353000000.0,540000000.0,1900000000.0,,1247000000.0,592000000.0,8001000000.0,6655000000.0,0.43,,278000000,256000000.0,438000000.0,139000000.0,830000000.0,256000000.0,830000000.0,,2101000000.0,-6000000.0,575000000.0,0.0,830000000.0,2114000000.0,-227000000.0,151000000.0,33000000.0,141000000.0,9892000000.0,0.0,1507000000.0,273000000.0,,,,
2003-12-31,85000000.0,,0.0,,0.0,,830000000.0,649000000.0,1140000000.0,3105000000.0,-1430000000.0,,3323000000.0,0.0,-3196000000.0,,,128000000.0,4585000000.0,,664000000,141000000.0,-383000000.0,241000000.0,25000000.0,45000000.0,,2194000000.0,7781000000.0,,3819000000.0,5437000000.0,506000000.0,,-227000000.0,752000000.0,2537000000,518000000,4421000000.0,97000000.0,2216000000.0,13779000000.0,561000000.0,1979000000.0,,1397000000.0,,8342000000.0,6637000000.0,,,378000000,371000000.0,481000000.0,,927000000.0,371000000.0,927000000.0,,2101000000.0,4000000.0,622000000.0,0.0,927000000.0,2259000000.0,-218000000.0,153000000.0,21000000.0,146000000.0,10456000000.0,0.0,1498000000.0,525000000.0,,,,
2004-03-31,-68000000.0,0.29,0.0,,-11000000.0,,927000000.0,649000000.0,894000000.0,2532000000.0,-1415000000.0,612000000.0,3535000000.0,26000000.0,-3261000000.0,,,63000000.0,4554000000.0,,439000000,136000000.0,-150000000.0,10000000.0,-424000000.0,31000000.0,,2372000000.0,7815000000.0,,3276000000.0,5400000000.0,252000000.0,,-89000000.0,-55000000.0,2209000000,291000000,4630000000.0,-279000000.0,2289000000.0,13730000000.0,567000000.0,2097000000.0,,1315000000.0,616000000.0,8330000000.0,6919000000.0,0.29,,189000000,178000000.0,464000000.0,,648000000.0,178000000.0,648000000.0,,2166000000.0,-21000000.0,603000000.0,-361000000.0,648000000.0,2253000000.0,-77000000.0,177000000.0,21000000.0,148000000.0,10195000000.0,0.0,1523000000.0,-144000000.0,,,,
2004-06-30,-7000000.0,-0.28,0.0,,-7000000.0,,648000000.0,649000000.0,939000000.0,2839000000.0,-1482000000.0,613000000.0,3302000000.0,5000000.0,-3469000000.0,,,-163000000.0,4330000000.0,,425000000,129000000.0,-77000000.0,-213000000.0,-124000000.0,44000000.0,,2151000000.0,7799000000.0,,3630000000.0,5704000000.0,-332000000.0,,-140000000.0,322000000.0,2379000000,278000000,4429000000.0,114000000.0,2299000000.0,13660000000.0,586000000.0,2069000000.0,,1440000000.0,613000000.0,7956000000.0,6728000000.0,-0.28,,-169000000,-170000000.0,532000000.0,,760000000.0,-170000000.0,760000000.0,,2117000000.0,-585000000.0,661000000.0,0.0,760000000.0,2221000000.0,-141000000.0,205000000.0,25000000.0,147000000.0,10358000000.0,0.0,1405000000.0,182000000.0,,,,
2004-09-30,31000000.0,0.45,687000000.0,,0.0,,760000000.0,648000000.0,963000000.0,2800000000.0,-1406000000.0,615000000.0,3686000000.0,-31000000.0,-3494000000.0,,,87000000.0,4346000000.0,,527000000,124000000.0,-57000000.0,-35000000.0,-101000000.0,33000000.0,,2427000000.0,7840000000.0,,3626000000.0,5723000000.0,346000000.0,,-134000000.0,279000000.0,2320000000,377000000,4411000000.0,62000000.0,2046000000.0,13769000000.0,648000000.0,2108000000.0,,1357000000.0,619000000.0,8046000000.0,6457000000.0,0.45,,259000000,276000000.0,462000000.0,,822000000.0,276000000.0,822000000.0,,2106000000.0,-11000000.0,586000000.0,0.0,822000000.0,2212000000.0,-134000000.0,178000000.0,29000000.0,150000000.0,10083000000.0,0.0,1488000000.0,145000000.0,,,,
2004-12-31,72000000.0,,0.0,,0.0,,822000000.0,648000000.0,1120000000.0,3531000000.0,-1288000000.0,,3705000000.0,26000000.0,-3622000000.0,,,61000000.0,4369000000.0,,359000000,128000000.0,-292000000.0,119000000.0,183000000.0,73000000.0,,2259000000.0,7991000000.0,,4286000000.0,6019000000.0,167000000.0,,-195000000.0,834000000.0,2601000000,203000000,3933000000.0,287000000.0,2223000000.0,14147000000.0,394000000.0,2091000000.0,,1481000000.0,,8128000000.0,6156000000.0,,,106000000,106000000.0,789000000.0,,1109000000.0,106000000.0,1109000000.0,,2135000000.0,-3000000.0,917000000.0,0.0,1109000000.0,2195000000.0,-200000000.0,361000000.0,12000000.0,156000000.0,10442000000.0,0.0,1564000000.0,639000000.0,,,,
2005-03-31,19000000.0,0.36,0.0,,,,1109000000.0,648000000.0,969000000.0,2701000000.0,-1267000000.0,619000000.0,4010000000.0,49000000.0,-3684000000.0,,41000000.0,74000000.0,4310000000.0,,476000000,133000000.0,-278000000.0,23000000.0,-182000000.0,53000000.0,,2485000000.0,7994000000.0,,4695000000.0,5781000000.0,298000000.0,,-65000000.0,272000000.0,2383000000,329000000,3022000000.0,-3000000.0,2081000000.0,13808000000.0,417000000.0,1982000000.0,,1414000000.0,623000000.0,8027000000.0,5103000000.0,0.37,,224000000,226000000.0,507000000.0,,1106000000.0,226000000.0,1106000000.0,,2105000000.0,0.0,640000000.0,,1106000000.0,2153000000.0,-16000000.0,1577000000.0,31000000.0,147000000.0,9798000000.0,0.0,1564000000.0,207000000.0,,,,
2005-06-30,71000000.0,0.51,0.0,,,,1106000000.0,648000000.0,1113000000.0,2501000000.0,-1436000000.0,621000000.0,4210000000.0,0.0,-3674000000.0,,,88000000.0,4157000000.0,,588000000,133000000.0,-81000000.0,96000000.0,-4000000.0,37000000.0,,2807000000.0,7831000000.0,,4361000000.0,5839000000.0,412000000.0,,-98000000.0,506000000.0,2577000000,443000000,3039000000.0,322000000.0,2016000000.0,13626000000.0,410000000.0,1959000000.0,,1464000000.0,626000000.0,7787000000.0,5055000000.0,0.52,,324000000,322000000.0,537000000.0,,1428000000.0,322000000.0,1428000000.0,,1944000000.0,2000000.0,670000000.0,,1428000000.0,2062000000.0,-98000000.0,1450000000.0,33000000.0,145000000.0,9416000000.0,-359000000.0,1568000000.0,408000000.0,,,,
2005-09-30,-22000000.0,0.18,0.0,,,,1428000000.0,648000000.0,1010000000.0,2415000000.0,-1443000000.0,622000000.0,4376000000.0,-63000000.0,-3740000000.0,,,234000000.0,4114000000.0,,531000000,133000000.0,-109000000.0,80000000.0,148000000.0,45000000.0,,2923000000.0,7854000000.0,,4271000000.0,6079000000.0,350000000.0,,-116000000.0,536000000.0,2398000000,386000000,3008000000.0,284000000.0,2128000000.0,13783000000.0,502000000.0,1863000000.0,,1388000000.0,632000000.0,7704000000.0,5136000000.0,0.19,,116000000,116000000.0,491000000.0,,1712000000.0,116000000.0,1712000000.0,,1948000000.0,-5000000.0,624000000.0,0.0,1712000000.0,2059000000.0,-130000000.0,1354000000.0,31000000.0,145000000.0,9407000000.0,0.0,1531000000.0,420000000.0,,,,
2005-12-31,20000000.0,,0.0,,,,1712000000.0,648000000.0,1001000000.0,3241000000.0,-1496000000.0,,4299000000.0,124000000.0,-3734000000.0,,,90000000.0,4144000000.0,,491000000,134000000.0,-979000000.0,2000000.0,-273000000.0,41000000.0,,2851000000.0,7878000000.0,,4165000000.0,5116000000.0,384000000.0,,-165000000.0,236000000.0,2491000000,348000000,2414000000.0,-871000000.0,1849000000.0,12727000000.0,0.0,1766000000.0,,1490000000.0,,7611000000.0,4263000000.0,,1552000000.0,294000000,292000000.0,519000000.0,,841000000.0,292000000.0,841000000.0,,1925000000.0,59000000.0,653000000.0,0.0,841000000.0,494000000.0,-123000000.0,924000000.0,23000000.0,143000000.0,8428000000.0,0.0,1421000000.0,71000000.0,,,,
2006-03-31,-63000000.0,0.43,594000000.0,,-171000000.0,,841000000.0,683000000.0,1052000000.0,2796000000.0,-1471000000.0,641000000.0,5747000000.0,0.0,-3764000000.0,,,72000000.0,4122000000.0,,527000000,138000000.0,-169000000.0,2000000.0,-154000000.0,1293000000.0,,3133000000.0,7886000000.0,,2925000000.0,5231000000.0,354000000.0,,-76000000.0,305000000.0,2409000000,388000000,2276000000.0,40000000.0,1832000000.0,12780000000.0,0.0,1750000000.0,,1357000000.0,648000000.0,7549000000.0,4108000000.0,0.44,1562000000.0,282000000,282000000.0,526000000.0,,881000000.0,282000000.0,881000000.0,,2006000000.0,-16000000.0,664000000.0,-363000000.0,881000000.0,488000000.0,-65000000.0,129000000.0,27000000.0,139000000.0,7033000000.0,0.0,1377000000.0,229000000.0,,,,
2006-06-30,13000000.0,0.47,592000000.0,,-221000000.0,,881000000.0,683000000.0,1155000000.0,2846000000.0,-1494000000.0,654000000.0,5865000000.0,14000000.0,-3882000000.0,,,89000000.0,4159000000.0,,573000000,146000000.0,-221000000.0,16000000.0,-28000000.0,31000000.0,,3442000000.0,8041000000.0,,2961000000.0,5427000000.0,398000000.0,,-122000000.0,543000000.0,2649000000,427000000,2244000000.0,180000000.0,1937000000.0,13007000000.0,0.0,1754000000.0,,1494000000.0,659000000.0,7580000000.0,4181000000.0,0.47,1581000000.0,309000000,309000000.0,582000000.0,,1061000000.0,309000000.0,1061000000.0,,2020000000.0,-19000000.0,728000000.0,0.0,1061000000.0,487000000.0,-108000000.0,115000000.0,18000000.0,146000000.0,7142000000.0,0.0,1353000000.0,421000000.0,,,,
2006-09-30,-58000000.0,0.57,512000000.0,,-87000000.0,,1061000000.0,683000000.0,1215000000.0,2841000000.0,-1458000000.0,653000000.0,6338000000.0,112000000.0,-3975000000.0,,30000000.0,105000000.0,4095000000.0,,650000000,149000000.0,464000000.0,58000000.0,-42000000.0,120000000.0,,3816000000.0,8070000000.0,,2969000000.0,6419000000.0,479000000.0,,-138000000.0,573000000.0,2557000000,504000000,2680000000.0,1006000000.0,1944000000.0,13931000000.0,0.0,1751000000.0,,1342000000.0,661000000.0,7512000000.0,4624000000.0,0.58,1587000000.0,374000000,374000000.0,562000000.0,,2067000000.0,374000000.0,2067000000.0,,2089000000.0,-20000000.0,711000000.0,0.0,2067000000.0,485000000.0,-26000000.0,128000000.0,25000000.0,146000000.0,7593000000.0,0.0,1345000000.0,435000000.0,,,,
2006-12-31,73000000.0,,0.0,,-258000000.0,,2067000000.0,683000000.0,1315000000.0,878000000.0,-1426000000.0,,6272000000.0,0.0,-4082000000.0,,26000000.0,82000000.0,4229000000.0,,666000000,181000000.0,-197000000.0,-68000000.0,223000000.0,77000000.0,,3271000000.0,8311000000.0,,3610000000.0,6970000000.0,515000000.0,,-190000000.0,762000000.0,2763000000,522000000,2567000000.0,418000000.0,2237000000.0,14686000000.0,0.0,1838000000.0,2498000000.0,1448000000.0,,7716000000.0,4804000000.0,,1618000000.0,432000000,431000000.0,612000000.0,,2485000000.0,431000000.0,2485000000.0,,2066000000.0,-6000000.0,793000000.0,-1000000.0,2485000000.0,480000000.0,-143000000.0,234000000.0,31000000.0,144000000.0,8414000000.0,0.0,453000000.0,572000000.0,,,,
2007-03-31,-128000000.0,0.61,572000000.0,,-270000000.0,447000000.0,2485000000.0,683000000.0,1266000000.0,3028000000.0,-1365000000.0,650000000.0,6604000000.0,0.0,-3934000000.0,,27000000.0,126000000.0,4047000000.0,,664000000,159000000.0,-630000000.0,-13000000.0,-346000000.0,201000000.0,,3491000000.0,7981000000.0,,3624000000.0,6974000000.0,529000000.0,,-93000000.0,215000000.0,2675000000,524000000,2124000000.0,-101000000.0,2131000000.0,14483000000.0,0.0,1899000000.0,,1409000000.0,659000000.0,7509000000.0,4255000000.0,0.62,1610000000.0,403000000,403000000.0,583000000.0,,2384000000.0,403000000.0,2384000000.0,,2119000000.0,10000000.0,742000000.0,-380000000.0,2384000000.0,470000000.0,323000000.0,596000000.0,29000000.0,140000000.0,7879000000.0,25000000.0,1382000000.0,122000000.0,,,,
2007-06-30,-42000000.0,0.65,520000000.0,,-544000000.0,,2384000000.0,683000000.0,1392000000.0,3126000000.0,-1295000000.0,650000000.0,6689000000.0,-447000000.0,-4082000000.0,,36000000.0,77000000.0,4110000000.0,,741000000,177000000.0,-437000000.0,31000000.0,-17000000.0,227000000.0,,3767000000.0,8192000000.0,,3792000000.0,7185000000.0,508000000.0,,-165000000.0,731000000.0,2829000000,594000000,2051000000.0,102000000.0,2127000000.0,14659000000.0,0.0,1993000000.0,,1437000000.0,661000000.0,7474000000.0,4178000000.0,0.66,1620000000.0,431000000,431000000.0,621000000.0,,2486000000.0,431000000.0,2486000000.0,,2186000000.0,-87000000.0,798000000.0,-109000000.0,2486000000.0,458000000.0,-157000000.0,666000000.0,31000000.0,147000000.0,7970000000.0,-25000000.0,1286000000.0,566000000.0,,,,
