date,quarterlyOtherCurrentAssets,quarterlyBasicAverageShares,quarterlyChangeInInventory,quarterlyChangesInAccountReceivables,quarterlyRepurchaseOfCapitalStock,quarterlySaleOfInvestment,quarterlyGrossProfit,quarterlyAccountsPayable,quarterlyChangeInAccountPayable,quarterlyOperatingExpense,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyTaxProvision,quarterlyNetPPE,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,quarterlyCommonStockIssuance,quarterlyOtherNonCashItems,quarterlyEbitda,quarterlyDilutedEPS,quarterlyRetainedEarnings,quarterlyChangeInWorkingCapital,quarterlyPretaxIncome,quarterlyDeferredIncomeTax,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyTotalRevenue,quarterlyCurrentAssets,quarterlyIncomeTaxPayable,quarterlyOperatingIncome,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyLongTermDebt,quarterlyOtherCurrentLiabilities,quarterlyOtherShortTermInvestments,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyDepreciationAndAmortization,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyDilutedAverageShares,quarterlyInvestmentsAndAdvances,quarterlySellingGeneralAndAdministration,quarterlyNetIncome,quarterlyGoodwill,quarterlyNetIncomeContinuousOperations,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyCashDividendsPaid,quarterlyPurchaseOfInvestment,quarterlyBasicEPS,quarterlyOtherNonCurrentAssets,quarterlyOtherIntangibleAssets,quarterlyNetOtherFinancingCharges,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyPurchaseOfBusiness,quarterlyNonCurrentDeferredRevenue,quarterlyStockBasedCompensation
1986-09-30,,1848000000.0,,,,,,,,,,,,,,,,,,,,1461000000,0.041667,,,,,,,,,,1461000000,,,1461000000,,,,,,,,,,,,,1848000000.0,,,77000000,,77000000,77000000,,,,,,,,,,,,0.041667,,,,,,,,,,
1986-12-31,248000000.0,,,,,,,,,,,,,4873000000.0,,,9403000000.0,,-4461000000.0,,,-3728000000,,2980000000.0,,,,,,,13864000000.0,1847000000.0,1580000000,2101000000.0,,-3728000000,12661000000.0,10560000000.0,3285000000.0,1511000000.0,,,753000000.0,,,,,5941000000.0,,,,132000000,,132000000,132000000,,,1903000000.0,356000000.0,,315000000.0,315000000.0,,336000000.0,,,,1157000000.0,,,7788000000.0,,,,,,
1987-03-31,,1821428571.0,,,,,,,,,,,,,,,,,,,,1893000000,0.046667,,,,,,,,,,1893000000,,,1893000000,,,,,,,,,,,,,1821428571.0,,,85000000,,85000000,85000000,,,,,,,,,,,,0.046667,,,,,,,,,,
1987-06-30,,1848648649.0,,,,,,,,,,,,,,,,,,,,2010000000,0.061667,,,,,,,,,,2010000000,,,2010000000,,,,,,,,,,,,,1848648649.0,,,114000000,,114000000,114000000,,,,,,,,,,,,0.061667,,,,,,,,,,
1987-09-30,,1835294118.0,,,,,,,,,,,,,,,,,,,,2009000000,0.056667,,,,,,,,,,2009000000,,,2009000000,,,,,,,,,,,,,1835294118.0,,,104000000,,104000000,104000000,,,,,,,,,,,,0.056667,,,,,,,,,,
1987-12-31,230000000.0,,,,,,,,,,,,,4858000000.0,,,10162000000.0,,-4681000000.0,,,-5017000000,,2932000000.0,,,,,,,14843000000.0,1898000000.0,2131000000,2390000000.0,,-5017000000,13231000000.0,10841000000.0,3162000000.0,1575000000.0,,,1017000000.0,,,,,6475000000.0,,,,129000000,,129000000,127000000,,,2296000000.0,363000000.0,,921000000.0,921000000.0,,323000000.0,,,,679000000.0,,,8373000000.0,,,,,,
1988-03-31,,1950000000.0,,,,,,,,,,,,,,,,,,,,1743000000,0.033333,,,,,,,,,,1743000000,,,1743000000,,,,,,,,,,,,,1950000000.0,,,65000000,,46000000,65000000,,,,,,,,,,,,0.033333,,,,,,,,,,
1988-06-30,,1837837838.0,,,,,,,,,,,,,,,,,,,,1907000000,-0.185,,,,,,,,,,1907000000,,,1907000000,,,,,,,,,,,,,1837837838.0,,,-340000000,,-324000000,-340000000,,,,,,,,,,,,-0.185,,,,,,,,,,
1988-09-30,,1894736842.0,,,,,,,,,,,,,,,,,,,,1894000000,0.063333,,,,,,,,,,1894000000,,,1894000000,,,,,,,,,,,,,1894736842.0,,,120000000,,114000000,120000000,,,,,,,,,,,,0.063333,,,,,,,,,,
1988-12-31,673000000.0,,,,,,,,,,,,,3242000000.0,,,9631000000.0,,-4417000000.0,,,-4635000000,,1907000000.0,,,,,,,14048000000.0,3061000000.0,2048000000,2435000000.0,,-4635000000,13026000000.0,10591000000.0,3032000000.0,1865000000.0,,,1515000000.0,,,,,6723000000.0,,,,122000000,,126000000,112000000,,,2176000000.0,241000000.0,,625000000.0,625000000.0,,1196000000.0,,,,960000000.0,,,9784000000.0,,,,,,
1989-03-31,,1329729730.0,,,,,,,,,,,,,,,,,,,,1844000000,0.061667,,,,,,,,,,1844000000,,,1844000000,,,,,,,,,,,,,1329729730.0,,,82000000,,77000000,82000000,,,,,,,,,,,,0.061667,,,,,,,,,,
1989-06-30,394000000.0,1259016393.0,,,,,347000000.0,1835000000.0,,117000000.0,,,,3338000000.0,,91000000.0,9592000000.0,,-4417000000.0,,,347000000,0.101667,1925000000.0,,221000000.0,,,,,14009000000.0,2145000000.0,1974000000,1496000000.0,,230000000,12049000000.0,10553000000.0,2917000000.0,,,,1286000000.0,,1627000000.0,,,6446000000.0,1259016393.0,,,128000000,,130000000,128000000,,,2243000000.0,275000000.0,72000000.0,226000000.0,226000000.0,81000000.0,310000000.0,,,0.101667,961000000.0,,,8591000000.0,,,,,,
1989-09-30,419000000.0,1226086957.0,,-53000000.0,-39000000.0,80000000.0,292000000.0,1777000000.0,,116000000.0,,,,3362000000.0,,64000000.0,9550000000.0,127000000.0,-4417000000.0,,229000000.0,292000000,0.076667,1961000000.0,22000000.0,158000000.0,67000000.0,98000000.0,-228000000.0,64000000.0,13967000000.0,2258000000.0,1893000000,1738000000.0,,176000000,12218000000.0,10480000000.0,2879000000.0,,,183000000.0,1294000000.0,,1601000000.0,,113000000.0,6475000000.0,1226086957.0,,,94000000,,94000000,94000000,21000000.0,,2302000000.0,256000000.0,64000000.0,409000000.0,409000000.0,82000000.0,481000000.0,-33000000.0,-13000000.0,0.076667,930000000.0,,9000000.0,8733000000.0,-130000000.0,,,,,
1989-12-31,295000000.0,,,9000000.0,-56000000.0,543000000.0,375000000.0,1867000000.0,,100000000.0,,,,3397000000.0,,62000000.0,9652000000.0,-165000000.0,-4610000000.0,,-187000000.0,375000000,,2013000000.0,297000000.0,188000000.0,71000000.0,471000000.0,-235000000.0,-269000000.0,14262000000.0,2331000000.0,2034000000,1711000000.0,,275000000,12298000000.0,10587000000.0,2727000000.0,,,125000000.0,1341000000.0,,1659000000.0,,100000000.0,6446000000.0,,,,125000000,,126000000,112000000,-77000000.0,,2378000000.0,237000000.0,-4000000.0,534000000.0,534000000.0,83000000.0,464000000.0,-40000000.0,-456000000.0,,935000000.0,,-22000000.0,8777000000.0,236000000.0,,,,,
1990-03-31,324000000.0,1183636364.0,,-94000000.0,,,232000000.0,1799000000.0,-73000000.0,117000000.0,,,534000000.0,3451000000.0,27000000.0,17000000.0,9662000000.0,,-4605000000.0,,235000000.0,232000000,0.018333,2053000000.0,-246000000.0,43000000.0,,-135000000.0,-151000000.0,90000000.0,14267000000.0,2448000000.0,1908000000,1716000000.0,,115000000,12441000000.0,10725000000.0,2690000000.0,,,-146000000.0,1290000000.0,,1676000000.0,,117000000.0,6419000000.0,1183636364.0,,,25000000,,26000000,21700000,-101000000.0,,2439000000.0,265000000.0,5000000.0,388000000.0,388000000.0,77000000.0,649000000.0,-38000000.0,,0.018333,1063000000.0,,-61000000.0,8867000000.0,-286000000.0,,,,,
1990-06-30,370000000.0,1173333333.0,,-60000000.0,,,338000000.0,1649000000.0,-12000000.0,117000000.0,,,,3526000000.0,-147000000.0,50000000.0,9731000000.0,,-4642000000.0,,234000000.0,338000000,0.09,2123000000.0,-40000000.0,159000000.0,,174000000.0,-227000000.0,23000000.0,14373000000.0,2375000000.0,2047000000,1675000000.0,,221000000,12381000000.0,10706000000.0,2635000000.0,,,-158000000.0,1259000000.0,,1709000000.0,,117000000.0,6353000000.0,1173333333.0,,,109000000,,109000000,105600000,-355000000.0,,2459000000.0,276000000.0,17000000.0,230000000.0,230000000.0,79000000.0,726000000.0,-38000000.0,,0.09,975000000.0,,80000000.0,8728000000.0,-53000000.0,,,,,
1990-09-30,314000000.0,1169411765.0,,-25000000.0,,,349000000.0,1707000000.0,46000000.0,113000000.0,,,,3444000000.0,-122000000.0,50000000.0,9844000000.0,-48000000.0,-4737000000.0,,226000000.0,349000000,0.085,2188000000.0,13000000.0,151000000.0,28000000.0,267000000.0,-254000000.0,,14581000000.0,2249000000.0,2063000000,1648000000.0,,236000000,12494000000.0,10846000000.0,2893000000.0,,,-1000000.0,1311000000.0,,1714000000.0,,113000000.0,6680000000.0,1169411765.0,,,101000000,,101000000,99400000,-155000000.0,,2476000000.0,281000000.0,-3000000.0,229000000.0,229000000.0,82000000.0,542000000.0,-36000000.0,-17000000.0,0.085,1002000000.0,,,8929000000.0,13000000.0,,,,,
1990-12-31,131000000.0,,,96000000.0,0.0,,369000000.0,1946000000.0,216000000.0,126000000.0,,,,3541000000.0,-54000000.0,55000000.0,9991000000.0,-91000000.0,-4936000000.0,,252000000.0,369000000,,2282000000.0,325000000.0,184000000.0,38000000.0,583000000.0,-295000000.0,,14927000000.0,2303000000.0,2187000000,1725000000.0,,243000000,12804000000.0,11079000000.0,3025000000.0,,,251000000.0,1401000000.0,,1818000000.0,,126000000.0,6960000000.0,,,,129000000,,129000000,128300000,-236000000.0,,2534000000.0,257000000.0,22000000.0,609000000.0,609000000.0,81000000.0,357000000.0,-35000000.0,-32000000.0,,1088000000.0,,,9263000000.0,288000000.0,,,,,
1991-03-31,145000000.0,1179310345.0,-4000000.0,63000000.0,,33000000.0,271000000.0,1777000000.0,-169000000.0,126000000.0,,,576000000.0,3585000000.0,-21000000.0,29000000.0,9964000000.0,-35000000.0,-4953000000.0,,252000000.0,271000000,0.048333,2301000000.0,-124000000.0,86000000.0,,5000000.0,-119000000.0,59000000.0,14917000000.0,2089000000.0,2030000000,1604000000.0,,145000000,12701000000.0,11097000000.0,3136000000.0,,,-43000000.0,1338000000.0,,1759000000.0,,126000000.0,7027000000.0,1179310345.0,,,57000000,,57000000,57000000,-107000000.0,,2553000000.0,261000000.0,19000000.0,533000000.0,533000000.0,78000000.0,312000000.0,-35000000.0,,0.048333,1133000000.0,,-59000000.0,9116000000.0,-114000000.0,,,,,
1991-06-30,127000000.0,1189655172.0,27000000.0,-4000000.0,,19000000.0,322000000.0,1933000000.0,151000000.0,116000000.0,,,,3680000000.0,-48000000.0,69000000.0,10053000000.0,-235000000.0,-4967000000.0,,232000000.0,322000000,0.096667,2380000000.0,189000000.0,184000000.0,,363000000.0,-221000000.0,-180000000.0,15020000000.0,2451000000.0,2125000000,1621000000.0,,206000000,12814000000.0,11193000000.0,2769000000.0,,,30000000.0,1317000000.0,,1803000000.0,,116000000.0,6683000000.0,1189655172.0,,,115000000,,115000000,115000000,-153000000.0,,2597000000.0,234000000.0,57000000.0,544000000.0,544000000.0,79000000.0,518000000.0,-35000000.0,,0.096667,1140000000.0,,73000000.0,9134000000.0,142000000.0,,,,,
1991-09-30,134000000.0,1200000000.0,21000000.0,-60000000.0,,2000000.0,367000000.0,1756000000.0,-147000000.0,126000000.0,,,,3765000000.0,54000000.0,52000000.0,10169000000.0,-83000000.0,-5022000000.0,,252000000.0,367000000,0.09,2452000000.0,-190000000.0,160000000.0,43000000.0,109000000.0,-256000000.0,28000000.0,15191000000.0,2322000000.0,2205000000,1555000000.0,,241000000,12873000000.0,11318000000.0,2792000000.0,,,-63000000.0,1353000000.0,,1838000000.0,,126000000.0,6786000000.0,1200000000.0,,,108000000,,108000000,108000000,-200000000.0,,2641000000.0,213000000.0,-6000000.0,479000000.0,479000000.0,75000000.0,566000000.0,-35000000.0,,0.09,1149000000.0,,23000000.0,9108000000.0,-147000000.0,,,,,
1991-12-31,136000000.0,,5000000.0,-2000000.0,,-8000000.0,-360000000.0,2079000000.0,190000000.0,133000000.0,,,,3182000000.0,-37000000.0,-187000000.0,10177000000.0,-78000000.0,-4999000000.0,,266000000.0,-360000000,,1863000000.0,183000000.0,-543000000.0,-275000000.0,389000000.0,-268000000.0,-190000000.0,15176000000.0,2477000000.0,2276000000,1535000000.0,,-493000000,12798000000.0,11263000000.0,2804000000.0,,,70000000.0,2114000000.0,,2636000000.0,,133000000.0,7139000000.0,,,,-356000000,,-356000000,-356000000,-129000000.0,,2221000000.0,206000000.0,24000000.0,465000000.0,465000000.0,74000000.0,398000000.0,-39000000.0,,,1086000000.0,,-124000000.0,9616000000.0,121000000.0,,,,,
1992-03-31,133000000.0,1240000000.0,-10000000.0,46000000.0,,105000000.0,288000000.0,1845000000.0,-189000000.0,131000000.0,,,355000000.0,3221000000.0,-4000000.0,31000000.0,10121000000.0,-80000000.0,-5040000000.0,,262000000.0,288000000,0.05,1885000000.0,-154000000.0,93000000.0,,-27000000.0,-94000000.0,-92000000.0,15161000000.0,2144000000.0,2086000000,1265000000.0,,157000000,12531000000.0,11266000000.0,2829000000.0,,,-112000000.0,2098000000.0,,1798000000.0,,131000000.0,7166000000.0,1240000000.0,,,62000000,,62000000,62000000,7000000.0,,2239000000.0,216000000.0,4000000.0,243000000.0,243000000.0,68000000.0,299000000.0,-39000000.0,,0.05,1145000000.0,,-31000000.0,9310000000.0,-121000000.0,,,,,
1992-06-30,96000000.0,1230573248.0,-15000000.0,37000000.0,,7000000.0,-312000000.0,2183000000.0,34000000.0,133000000.0,,,,2868000000.0,20000000.0,-186000000.0,10313000000.0,-148000000.0,-5115000000.0,,266000000.0,-312000000,-0.261667,1524000000.0,93000000.0,-508000000.0,,363000000.0,-319000000.0,73000000.0,15428000000.0,2435000000.0,2189000000,1362000000.0,,-445000000,12767000000.0,11405000000.0,2978000000.0,,,151000000.0,2369000000.0,,2501000000.0,,133000000.0,7464000000.0,1230573248.0,,,-322000000,,-322000000,-322000000,-285000000.0,,2117000000.0,231000000.0,3000000.0,381000000.0,381000000.0,66000000.0,252000000.0,-39000000.0,,-0.261667,1092000000.0,,62000000.0,9899000000.0,44000000.0,,,,,
1992-09-30,216000000.0,1219047619.0,13000000.0,-2000000.0,,-31000000.0,398000000.0,1923000000.0,-71000000.0,136000000.0,,,,2962000000.0,10000000.0,64000000.0,10406000000.0,-81000000.0,-5074000000.0,,272000000.0,398000000,0.105,1613000000.0,-96000000.0,192000000.0,29000000.0,59000000.0,-241000000.0,192000000.0,15480000000.0,2175000000.0,2214000000,1407000000.0,,262000000,12868000000.0,11461000000.0,3204000000.0,,,-11000000.0,2381000000.0,,1816000000.0,,136000000.0,7731000000.0,1219047619.0,,,128000000,,128000000,128000000,-262000000.0,,2146000000.0,218000000.0,1000000.0,318000000.0,318000000.0,71000000.0,252000000.0,-39000000.0,,0.105,1055000000.0,,5000000.0,9906000000.0,-182000000.0,,,,,
1992-12-31,97000000.0,,30000000.0,64000000.0,,,419000000.0,2066000000.0,171000000.0,127000000.0,,,,2975000000.0,23000000.0,64000000.0,10636000000.0,-105000000.0,-5066000000.0,,311000000.0,419000000,,1622000000.0,300000000.0,216000000.0,5000000.0,544000000.0,-387000000.0,-43000000.0,15702000000.0,2280000000.0,2245000000,1421000000.0,,292000000,13049000000.0,11628000000.0,3245000000.0,,,56000000.0,2467000000.0,,1826000000.0,,127000000.0,7794000000.0,,,,152000000,,152000000,152000000,-445000000.0,,2082000000.0,189000000.0,-5000000.0,530000000.0,530000000.0,71000000.0,214000000.0,-40000000.0,,,992000000.0,,1000000.0,10074000000.0,157000000.0,,,,,
1993-03-31,280000000.0,1080000000.0,-22000000.0,8000000.0,,68000000.0,206000000.0,1994000000.0,-152000000.0,143000000.0,,,461000000.0,2948000000.0,-35000000.0,-3000000.0,10621000000.0,-36000000.0,-5131000000.0,,293000000.0,206000000,-0.008333,1573000000.0,-175000000.0,-12000000.0,,33000000.0,-125000000.0,26000000.0,15752000000.0,2262000000.0,2123000000,1467000000.0,,63000000,13156000000.0,11689000000.0,3242000000.0,,,-82000000.0,2442000000.0,,1917000000.0,,143000000.0,7946000000.0,1080000000.0,,,-9000000,,-9000000,-9000000,-141000000.0,,2262000000.0,211000000.0,-1000000.0,379000000.0,379000000.0,74000000.0,268000000.0,-39000000.0,-49000000.0,-0.008333,1068000000.0,,13000000.0,10208000000.0,-92000000.0,,,,,
1993-06-30,480000000.0,1248648649.0,1000000.0,-38000000.0,,,421000000.0,2063000000.0,103000000.0,143000000.0,,,,3067000000.0,73000000.0,79000000.0,10660000000.0,-107000000.0,-5134000000.0,,252000000.0,421000000,0.123333,1688000000.0,55000000.0,233000000.0,,320000000.0,-201000000.0,38000000.0,15794000000.0,2485000000.0,2264000000,1740000000.0,,278000000,13437000000.0,11697000000.0,3181000000.0,,,106000000.0,2405000000.0,,1843000000.0,,143000000.0,7885000000.0,1248648649.0,,,154000000,,154000000,154000000,-252000000.0,,2299000000.0,210000000.0,30000000.0,398000000.0,398000000.0,75000000.0,422000000.0,-40000000.0,-84000000.0,0.123333,1037000000.0,,-12000000.0,10370000000.0,119000000.0,,,,,
1993-09-30,275000000.0,1219354839.0,3000000.0,-42000000.0,,,538000000.0,1887000000.0,-3000000.0,286000000.0,,,,3093000000.0,-19000000.0,116000000.0,10666000000.0,-78000000.0,-5007000000.0,,313000000.0,538000000,0.051667,1710000000.0,-15000000.0,179000000.0,101000000.0,144000000.0,-160000000.0,-29000000.0,15673000000.0,2345000000.0,2238000000,1601000000.0,,252000000,13327000000.0,11726000000.0,3158000000.0,,,26000000.0,2429000000.0,,1700000000.0,,143000000.0,7889000000.0,1219354839.0,,,63000000,,63000000,63000000,-89000000.0,,2302000000.0,207000000.0,1000000.0,424000000.0,424000000.0,74000000.0,458000000.0,-39000000.0,22000000.0,0.051667,1060000000.0,,-3000000.0,10234000000.0,-16000000.0,,,,,
1993-12-31,406000000.0,,8000000.0,57000000.0,,,463000000.0,1965000000.0,89000000.0,143000000.0,,,,3180000000.0,-65000000.0,82000000.0,10788000000.0,-28000000.0,-5066000000.0,,321000000.0,463000000,,1927000000.0,150000000.0,233000000.0,38000000.0,465000000.0,-282000000.0,-203000000.0,15854000000.0,2275000000.0,2315000000,1571000000.0,,320000000,13420000000.0,11849000000.0,3133000000.0,,,-126000000.0,2491000000.0,,1852000000.0,,143000000.0,7965000000.0,,,,151000000,,151000000,151000000,-388000000.0,,2341000000.0,199000000.0,-12000000.0,298000000.0,298000000.0,75000000.0,310000000.0,-46000000.0,-4000000.0,,1061000000.0,,16000000.0,10240000000.0,183000000.0,,,,,
1994-03-31,100000000.0,1253424000.0,-14000000.0,-33000000.0,,80000000.0,832000000.0,1760000000.0,-180000000.0,1940000000.0,,105000000.0,298000000.0,3251000000.0,-5000000.0,44000000.0,10782000000.0,-85000000.0,-5151000000.0,,286000000.0,-965000000,0.06,1953000000.0,-230000000.0,118000000.0,22000000.0,-7000000.0,-143000000.0,154000000.0,15933000000.0,2307000000.0,2227000000,1627000000.0,,-1108000000,13463000000.0,11836000000.0,3107000000.0,,130000000.0,68000000.0,2434000000.0,,1395000000.0,,143000000.0,7905000000.0,1253424000.0,,1063000000.0,74000000,,74000000,74000000,-79000000.0,366000000.0,2364000000.0,213000000.0,-9000000.0,496000000.0,366000000.0,67000000.0,547000000.0,-47000000.0,-11000000.0,0.06,1054000000.0,,-9000000.0,10212000000.0,-150000000.0,,,,,
1994-06-30,123000000.0,1256448000.0,-3000000.0,31000000.0,,-20000000.0,927000000.0,1790000000.0,26000000.0,1968000000.0,,105000000.0,366000000.0,3376000000.0,35000000.0,89000000.0,10817000000.0,-131000000.0,-520000000.0,,290000000.0,-896000000,0.13,2070000000.0,67000000.0,251000000.0,47000000.0,388000000.0,-177000000.0,-262000000.0,11337000000.0,2238000000.0,2371000000,1584000000.0,,-1041000000,13445000000.0,11861000000.0,2978000000.0,,159000000.0,-47000000.0,2464000000.0,,1444000000.0,,145000000.0,7831000000.0,1256448000.0,,1060000000.0,162000000,,162000000,162000000,-173000000.0,319000000.0,2389000000.0,216000000.0,6000000.0,478000000.0,319000000.0,71000000.0,448000000.0,-45000000.0,-11000000.0,0.13,1044000000.0,,12000000.0,10069000000.0,211000000.0,,,,,
1994-09-30,82000000.0,1256772000.0,27000000.0,-60000000.0,,-7000000.0,988000000.0,1990000000.0,117000000.0,2012000000.0,,105000000.0,319000000.0,3511000000.0,47000000.0,98000000.0,10858000000.0,-71000000.0,-5258000000.0,,287000000.0,-880000000,0.14,2201000000.0,89000000.0,275000000.0,46000000.0,443000000.0,-197000000.0,-74000000.0,16116000000.0,2429000000.0,2470000000,1856000000.0,,-1024000000,13699000000.0,11843000000.0,2953000000.0,,156000000.0,175000000.0,2336000000.0,,1482000000.0,,144000000.0,7759000000.0,1256772000.0,,1078000000.0,177000000,,177000000,177000000,-194000000.0,494000000.0,2470000000.0,190000000.0,-13000000.0,650000000.0,494000000.0,69000000.0,439000000.0,-46000000.0,-37000000.0,0.14,985000000.0,,7000000.0,10188000000.0,246000000.0,,,,,
