date,quarterlyGrossProfit,quarterlyAccountsPayable,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInAccountPayable,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyIncomeTaxPayable,quarterlyTotalRevenue,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyChangeInInventory,quarterlyOtherNonCashItems,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyCashDividendsPaid,quarterlyRepurchaseOfCapitalStock,quarterlyRetainedEarnings,quarterlyPurchaseOfBusiness,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPretaxIncome,quarterlyOperatingExpense,quarterlyCurrentDeferredRevenue,quarterlyStockholdersEquity,quarterlyGoodwill,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyNetOtherInvestingChanges,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentLiabilities,quarterlyBasicEPS,quarterlyBasicAverageShares,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,quarterlyResearchAndDevelopment,quarterlyOperatingCashFlow,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyTaxProvision,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyNetPPE,quarterlyOtherIncomeExpense,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyChangeInCashSupplementalAsReported,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyDilutedEPS,quarterlyCapitalStock,quarterlyFreeCashFlow,quarterlyBeginningCashPosition,quarterlyDilutedAverageShares,quarterlyNetIncomeCommonStockholders,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyChangesInAccountReceivables,quarterlyPurchaseOfInvestment,quarterlySaleOfInvestment,quarterlyDepreciationAndAmortization,quarterlyOtherIntangibleAssets
2011-09-30,106208000.0,49076000.0,,,,-9046000.0,10491000.0,391634000.0,1512627000.0,92429000,60086000.0,220567000,299488000.0,28405000.0,-4245000.0,1279000.0,1323000.0,113515000,-2698000.0,-27941000.0,282488000.0,,230484000.0,92275000.0,13779000.0,,1562644000.0,,786876000.0,4924000.0,161150000.0,3340000.0,29954000.0,,-357978000.0,39062000.0,0.49,107902000.0,239000.0,6425000.0,0.0,,90896000.0,-24087000.0,-32264000.0,52522000.0,52354000.0,39753000.0,,57239000.0,140075000.0,1154649000.0,1557000.0,9318000.0,127000.0,185622000.0,95214000.0,92581000.0,114359000.0,8452000.0,0.48,0.0,58632000.0,205639000.0,108150000.0,52354000.0,1175896000.0,1962772000.0,299488000.0,485110000.0,1711000.0,,,,,,
2011-12-31,88270000.0,30879000.0,,,,7869000.0,10777000.0,349709000.0,1567799000.0,74398000,74366000.0,212361000,262901000.0,-58711000.0,1168000.0,2256000.0,430000.0,142100000,-2639000.0,,339821000.0,,173903000.0,116717000.0,13872000.0,,1593839000.0,,742236000.0,5068000.0,175806000.0,3859000.0,0.0,,-378091000.0,49108000.0,,,5429000.0,-110142000.0,,,104967000.0,-83793000.0,-26139000.0,95467000.0,95356000.0,21250000.0,,54919000.0,135696000.0,1189708000.0,44239000.0,6822000.0,1047000.0,228321000.0,-37335000.0,40477000.0,124091000.0,16231000.0,,0.0,78828000.0,299488000.0,,95356000.0,1209560000.0,1951796000.0,262901000.0,491222000.0,1920000.0,,,,,,
2012-03-31,101896000.0,55897000.0,,,30829000.0,9404000.0,26184000.0,682413000.0,2634490000.0,89270000,31364000.0,228819000,544794000.0,248529000.0,-4200000.0,7847000.0,2044000.0,102951000,-3919000.0,,385785000.0,,507975000.0,81074000.0,12626000.0,,2743411000.0,211292000.0,957243000.0,5454000.0,174438000.0,2001000.0,354000.0,,-397236000.0,25998000.0,0.47,105037000.0,5418000.0,-4000.0,,,37395000.0,-3844000.0,-21361000.0,50245000.0,49883000.0,30829000.0,49685000.0,330221000.0,230715000.0,2237254000.0,-6550000.0,3052000.0,79000.0,49411000.0,281893000.0,118184000.0,126923000.0,34074000.0,0.47,0.0,16034000.0,262901000.0,105113000.0,49883000.0,2477187000.0,3434430000.0,544794000.0,594205000.0,1646000.0,,,,,20231000.0,
2012-06-30,56296000.0,45740000.0,,-9499000.0,24315000.0,-40221000.0,-207000.0,624170000.0,2663130000.0,41845000,15254000.0,200597000,358383000.0,-150975000.0,-25607000.0,841000.0,1333000.0,94126000,-5770000.0,-23482000.0,420388000.0,-289000.0,472674000.0,68356000.0,14451000.0,,2752826000.0,211292000.0,920285000.0,6107000.0,151496000.0,-716000.0,454000.0,-851000.0,-427280000.0,2544000.0,0.29,153651000.0,199000.0,-421000.0,199000.0,,-5200000.0,-30517000.0,-32809000.0,44041000.0,43924000.0,24315000.0,41180000.0,335278000.0,263657000.0,2235850000.0,27957000.0,0.0,7000.0,161376000.0,-186411000.0,119509000.0,144301000.0,62489000.0,0.23,0.0,-38009000.0,544794000.0,155720000.0,43924000.0,2465013000.0,3385298000.0,358383000.0,519759000.0,1446000.0,,-5766000.0,-117220000.0,0.0,24324000.0,
2012-09-30,68160000.0,59549000.0,,,,13066000.0,22695000.0,658483000.0,2709402000.0,55376000,14303000.0,251843000,426401000.0,2648000.0,1694000.0,19481000.0,1339000.0,74025000,-7612000.0,-7548000.0,435618000.0,,488757000.0,41409000.0,12784000.0,5166000.0,2765983000.0,211292000.0,954314000.0,4591000.0,169726000.0,-368000.0,8000.0,,-461158000.0,0.0,0.15,152260000.0,11003000.0,-2391000.0,655000.0,,79507000.0,-14956000.0,-41821000.0,22638000.0,22612000.0,18771000.0,31516000.0,336471000.0,264653000.0,2248244000.0,-12707000.0,6968000.0,2595000.0,121557000.0,68018000.0,126865000.0,183683000.0,35895000.0,0.15,0.0,37686000.0,358383000.0,152301000.0,22612000.0,2478361000.0,3432675000.0,426401000.0,547958000.0,1260000.0,,,,,31356000.0,
2012-12-31,85011000.0,56059000.0,,,19907000.0,-4473000.0,964000.0,661250000.0,2781644000.0,75338000,40346000.0,247335000,346208000.0,-140870000.0,-2691000.0,-73260000.0,-574000.0,26064000,-7618000.0,-10719000.0,397360000.0,,464652000.0,-9504000.0,9673000.0,,2719401000.0,211292000.0,975267000.0,4638000.0,196598000.0,1072000.0,25000.0,-1745000.0,-598902000.0,23256000.0,,,602000.0,3938000.0,1450000.0,10405000.0,81603000.0,-20098000.0,-65269000.0,-29411000.0,-29060000.0,19907000.0,41134000.0,321630000.0,270089000.0,2182742000.0,-81516000.0,0.0,514000.0,196116000.0,-80193000.0,39116000.0,162324000.0,29310000.0,,0.0,16334000.0,426401000.0,,-29060000.0,2412712000.0,3387979000.0,346208000.0,542324000.0,3326000.0,,,-77083000.0,0.0,32242000.0,
2013-03-31,74816000.0,52965000.0,,-1425000.0,19658000.0,-13046000.0,-468000.0,637935000.0,2656318000.0,58872000,34475000.0,243012000,244552000.0,-87991000.0,-6195000.0,757000.0,202000.0,71478000,-19021000.0,-5442000.0,389008000.0,,436605000.0,39734000.0,15944000.0,,2703987000.0,191822000.0,939709000.0,5854000.0,201330000.0,491000.0,1292000.0,-21043000.0,-518663000.0,33427000.0,0.13,151760000.0,62501000.0,-21043000.0,1450000.0,,32251000.0,-45506000.0,-39693000.0,20076000.0,20148000.0,19658000.0,36760000.0,312193000.0,277941000.0,2137655000.0,-17461000.0,13534000.0,0.0,245594000.0,-101656000.0,47087000.0,168196000.0,31964000.0,0.1,0.0,-7442000.0,346208000.0,153694000.0,20148000.0,2409469000.0,3349178000.0,244552000.0,490146000.0,1677000.0,,-6636000.0,-52797000.0,0.0,30067000.0,
2013-06-30,3814000.0,57470000.0,,-5910000.0,4748000.0,3577000.0,-917000.0,618004000.0,2757861000.0,-6160000,24896000.0,175576000,238034000.0,188000.0,-9352000.0,757000.0,1057000.0,-147612000,-18927000.0,-1298000.0,183467000.0,0.0,434600000.0,-182347000.0,9974000.0,8699000.0,2497272000.0,7134000.0,884510000.0,4584000.0,183404000.0,-527000.0,1020000.0,-4807000.0,-546879000.0,2319000.0,-1.23,151409000.0,627000.0,-4807000.0,1450000.0,,469000.0,-6408000.0,-44331000.0,-187095000.0,-186539000.0,4748000.0,34897000.0,319404000.0,283657000.0,2210982000.0,-173691000.0,373000.0,0.0,202120000.0,-6518000.0,25288000.0,171762000.0,37590000.0,-1.23,0.0,-43862000.0,244552000.0,151409000.0,-186539000.0,2237466000.0,3121976000.0,238034000.0,440154000.0,2496000.0,18624000.0,19794000.0,0.0,39010000.0,32239000.0,
2013-09-30,33934000.0,52733000.0,,-5195000.0,11685000.0,-13570000.0,-959000.0,588503000.0,2799163000.0,28451000,7364000.0,213556000,207626000.0,-50910000.0,1249000.0,759000.0,847000.0,71119000,-18926000.0,0.0,178695000.0,0.0,431419000.0,25921000.0,5483000.0,,2492728000.0,7134000.0,856428000.0,3939000.0,157084000.0,117000.0,336000.0,-1834000.0,-593943000.0,320656000.0,0.09,151411000.0,544000.0,-302000.0,1500000.0,,40730000.0,-21062000.0,-43547000.0,14236000.0,14154000.0,11685000.0,34433000.0,318466000.0,287821000.0,2205220000.0,673000.0,2137000.0,0.0,213388000.0,-30408000.0,38536000.0,179622000.0,29946000.0,0.09,0.0,-2817000.0,238034000.0,153338000.0,14154000.0,2231283000.0,3087711000.0,207626000.0,421014000.0,3203000.0,17322000.0,-11100000.0,-7480000.0,0.0,41995000.0,
2013-12-31,18955000.0,51590000.0,,8235000.0,-19334000.0,21366000.0,-137000.0,578667000.0,2942025000.0,22542000,29319000.0,192360000,249937000.0,13365000.0,2253000.0,757000.0,67000.0,-281497000,-18881000.0,0.0,-133847000.0,,396035000.0,-312397000.0,-3587000.0,7810000.0,2182334000.0,7134000.0,871664000.0,3219000.0,182632000.0,371000.0,0.0,-2554000.0,-1071347000.0,26045000.0,-1.94,151428000.0,128000.0,-623000.0,1450000.0,,46156000.0,-17186000.0,-33669000.0,-293063000.0,-293614000.0,-19334000.0,34302000.0,285947000.0,284352000.0,1870678000.0,-335068000.0,0.0,0.0,172785000.0,42311000.0,31727000.0,173405000.0,35566000.0,-1.94,0.0,12487000.0,207626000.0,151428000.0,-293614000.0,1895792000.0,2767456000.0,249937000.0,422722000.0,-712000.0,20095000.0,13845000.0,21267000.0,19920000.0,31612000.0,
2014-03-31,31576000.0,54813000.0,,7074000.0,8693000.0,3000.0,-156000.0,554133000.0,2754733000.0,22438000,3391000.0,209734000,178097000.0,-84700000.0,13440000.0,819000.0,1165000.0,54081000,-18940000.0,0.0,-145943000.0,,396207000.0,15453000.0,9138000.0,3298000.0,2170458000.0,7134000.0,838244000.0,5578000.0,157926000.0,-314000.0,0.0,-5840000.0,-887761000.0,25764000.0,0.05,151500000.0,128000.0,-1132000.0,1450000.0,,36125000.0,-22740000.0,-36811000.0,6760000.0,6844000.0,8693000.0,34925000.0,285856000.0,276049000.0,1866972000.0,-5040000.0,0.0,,216284000.0,-71840000.0,48528000.0,178158000.0,29101000.0,0.05,0.0,-686000.0,249937000.0,151570000.0,6844000.0,1892718000.0,2730962000.0,178097000.0,394381000.0,1768000.0,14589000.0,-21220000.0,-47679000.0,0.0,36860000.0,
2014-06-30,10245000.0,53727000.0,,566000.0,8428000.0,93000.0,-331000.0,577040000.0,2791346000.0,2485000,36301000.0,200847000,178988000.0,-17294000.0,315000.0,801000.0,188000.0,44595000,-18938000.0,0.0,-170353000.0,,393690000.0,2749000.0,7760000.0,3437000.0,2146184000.0,7134000.0,830820000.0,5718000.0,183350000.0,-325000.0,0.0,-11938000.0,-919617000.0,26438000.0,-0.04,151503000.0,127000.0,-90000.0,1450000.0,,48737000.0,-30876000.0,-36894000.0,-5679000.0,-5472000.0,8428000.0,35934000.0,278284000.0,262963000.0,1871729000.0,3813000.0,5000.0,,202655000.0,891000.0,49635000.0,190602000.0,34177000.0,-0.04,0.0,11843000.0,178097000.0,151503000.0,-5472000.0,1898568000.0,2729388000.0,178988000.0,381643000.0,3549000.0,2565000.0,-174000.0,0.0,19483000.0,38297000.0,
2014-09-30,-12378000.0,45837000.0,,-14892000.0,-4297000.0,14516000.0,-318000.0,559412000.0,2820396000.0,-19834000,31981000.0,178265000,159982000.0,-47462000.0,-799000.0,809000.0,672000.0,10736000,-18939000.0,0.0,-209546000.0,,384698000.0,-24474000.0,7456000.0,1996000.0,2107243000.0,7134000.0,781637000.0,3561000.0,174714000.0,-623000.0,0.0,-2581000.0,-955909000.0,2385000.0,-0.13,151506000.0,127000.0,-376000.0,1450000.0,,38345000.0,-9374000.0,-27925000.0,-20177000.0,-20254000.0,-4297000.0,34108000.0,273220000.0,250512000.0,1864487000.0,-3490000.0,7000.0,,217506000.0,-19006000.0,39385000.0,190643000.0,35954000.0,-0.15,0.0,10420000.0,178988000.0,153433000.0,-20254000.0,1890883000.0,2672520000.0,159982000.0,377488000.0,1150000.0,14220000.0,28005000.0,-19000000.0,0.0,34060000.0,
2014-12-31,-21370000.0,52985000.0,,-1303000.0,-105318000.0,-863000.0,-485000.0,447936000.0,3082999000.0,-33520000,22321000.0,163096000,146193000.0,6368000.0,618000.0,5881000.0,504000.0,-594943000,-18934000.0,0.0,-755186000.0,,239895000.0,-631045000.0,12150000.0,,1563092000.0,3057000.0,730696000.0,3051000.0,208041000.0,1449000.0,0.0,-1988000.0,-1816608000.0,30716000.0,-3.48,151534000.0,128000.0,1000.0,1450000.0,,823000.0,-20918000.0,-30131000.0,-525727000.0,-526706000.0,-105318000.0,0.0,160072000.0,252549000.0,1266391000.0,-599487000.0,0.0,3000.0,184220000.0,-13789000.0,29288000.0,184466000.0,31884000.0,-3.48,0.0,-29308000.0,159982000.0,151534000.0,-526706000.0,1287177000.0,2017873000.0,146193000.0,330413000.0,-2391000.0,52397000.0,763000.0,33672000.0,0.0,38493000.0,
2015-03-31,2630000.0,47820000.0,,-8250000.0,6701000.0,4522000.0,-517000.0,450363000.0,2505753000.0,-6620000,21234000.0,178125000,109921000.0,-33546000.0,14692000.0,2149000.0,784000.0,28773000,-18955000.0,,-793512000.0,,251328000.0,-13084000.0,9250000.0,,1524911000.0,3057000.0,687488000.0,5700000.0,199035000.0,0.0,544000.0,-1341000.0,-1237717000.0,8520000.0,-0.13,151643000.0,128000.0,-1341000.0,1450000.0,,11946000.0,-15003000.0,-32446000.0,-19785000.0,-19371000.0,6701000.0,,169271000.0,239495000.0,1268036000.0,-5050000.0,0.0,,182528000.0,-36272000.0,27627000.0,175495000.0,28222000.0,-0.13,0.0,-20500000.0,146193000.0,151643000.0,-19371000.0,1294217000.0,1981705000.0,109921000.0,292449000.0,1339000.0,57704000.0,2424000.0,-1240000.0,0.0,40518000.0,
2015-06-30,-952000.0,57929000.0,,8879000.0,-1093000.0,2596000.0,-348000.0,443072000.0,2533973000.0,-10308000,14625000.0,174189000,182667000.0,63932000.0,-814000.0,2058000.0,778000.0,29544000,-7583000.0,,-808417000.0,,244654000.0,-8392000.0,9356000.0,1806000.0,1510345000.0,3057000.0,668200000.0,4798000.0,198418000.0,167000.0,1913000.0,-5061000.0,-1272095000.0,6844000.0,-0.05,151643000.0,128000.0,-281000.0,1450000.0,,20577000.0,-11685000.0,-29558000.0,-7299000.0,-7322000.0,-1093000.0,,167823000.0,236843000.0,1261878000.0,3356000.0,0.0,,92242000.0,72746000.0,25029000.0,175141000.0,31486000.0,-0.05,0.0,-8981000.0,109921000.0,151643000.0,-7322000.0,1291374000.0,1959574000.0,182667000.0,274909000.0,1248000.0,59291000.0,-4925000.0,0.0,93172000.0,36688000.0,
2015-09-30,-25996000.0,59334000.0,,-7075000.0,-1767000.0,6659000.0,-561000.0,434518000.0,2569489000.0,-35896000,12307000.0,159414000,155299000.0,-47846000.0,2938000.0,696000.0,781000.0,826000,-7586000.0,,-883051000.0,,235628000.0,-69281000.0,9900000.0,,1435845000.0,3057000.0,618989000.0,1639000.0,198890000.0,388000.0,1335000.0,-4746000.0,-1332939000.0,6625000.0,-0.44,151653000.0,236000.0,-248000.0,1450000.0,,32866000.0,-12580000.0,-31026000.0,-67514000.0,-67048000.0,-1767000.0,,159862000.0,216246000.0,1236550000.0,-32745000.0,1182000.0,,110794000.0,-27368000.0,25117000.0,185410000.0,35211000.0,-0.44,0.0,1840000.0,182667000.0,151653000.0,-67048000.0,1256818000.0,1875807000.0,155299000.0,266093000.0,113000.0,55873000.0,9989000.0,-18410000.0,949000.0,36722000.0,
2015-12-31,-7771000.0,53570000.0,,-20303000.0,-8040000.0,6064000.0,-458000.0,416421000.0,3242374000.0,-17233000,13481000.0,162960000,133963000.0,-35030000.0,6596000.0,1976000.0,226000.0,-106915000,-7579000.0,,-1023539000.0,,256481000.0,-144998000.0,9462000.0,,1297222000.0,3057000.0,552164000.0,5890000.0,159940000.0,-666000.0,0.0,-36806000.0,-2097153000.0,30503000.0,-0.88,151715000.0,236000.0,-16000.0,1450000.0,,23401000.0,-8568000.0,-53705000.0,-136958000.0,-132909000.0,-8040000.0,36200000.0,142127000.0,204361000.0,1145221000.0,-126046000.0,2835000.0,0.0,92678000.0,-21336000.0,21272000.0,170731000.0,27296000.0,-0.88,0.0,-30304000.0,155299000.0,151715000.0,-132909000.0,1162873000.0,1715037000.0,133963000.0,226641000.0,1166000.0,19578000.0,20026000.0,0.0,19238000.0,36917000.0,
2016-03-31,16698000.0,45090000.0,,-6627000.0,4100000.0,-27600000.0,92000.0,410440000.0,2705203000.0,8476000,11866000.0,158275000,120387000.0,-10287000.0,4366000.0,1231000.0,702000.0,35858000,-1900000.0,,-1023701000.0,,260660000.0,5975000.0,8222000.0,,1298732000.0,3057000.0,533446000.0,5734000.0,149780000.0,-1522000.0,230000.0,-1965000.0,-1546515000.0,7475000.0,0.01,151982000.0,236000.0,-729000.0,1450000.0,,771000.0,-3655000.0,-44900000.0,1875000.0,1738000.0,4100000.0,36200000.0,142333000.0,205897000.0,1158688000.0,-1422000.0,1601000.0,210000.0,57231000.0,-13576000.0,40814000.0,141577000.0,23289000.0,0.01,0.0,-44129000.0,133963000.0,152062000.0,1738000.0,1177257000.0,1710703000.0,120387000.0,177618000.0,512000.0,18401000.0,-22262000.0,-1522000.0,36025000.0,29371000.0,
2016-06-30,44730000.0,41831000.0,,7331000.0,13524000.0,12477000.0,1811000.0,425602000.0,2755773000.0,33032000,18075000.0,192258000,149902000.0,-33368000.0,1509000.0,1536000.0,856000.0,77968000,-1900000.0,,-991797000.0,,263789000.0,47750000.0,11698000.0,,1333406000.0,3057000.0,561106000.0,7118000.0,161813000.0,-270000.0,206000.0,-2269000.0,-1578015000.0,31526000.0,0.22,152028000.0,236000.0,-214000.0,1450000.0,,66019000.0,-3784000.0,-52767000.0,34226000.0,33804000.0,13524000.0,36200000.0,140401000.0,218275000.0,1177758000.0,16192000.0,1744000.0,599000.0,54283000.0,29515000.0,47499000.0,147528000.0,31132000.0,0.22,0.0,13252000.0,120387000.0,152421000.0,33804000.0,1199641000.0,1760747000.0,149902000.0,204185000.0,463000.0,16875000.0,5096000.0,-270000.0,4668000.0,29755000.0,
2016-09-30,88495000.0,37459000.0,7595000.0,7481000.0,35963000.0,7295000.0,2612000.0,482487000.0,2801611000.0,77093000,27311000.0,233646000,209565000.0,-29699000.0,7689000.0,1730000.0,1682000.0,113449000,-1903000.0,,-950934000.0,,300486000.0,79403000.0,11402000.0,,1376795000.0,3057000.0,616164000.0,5219000.0,182001000.0,0.0,160000.0,-12452000.0,-1605782000.0,7316000.0,0.28,152198000.0,286000.0,-107000.0,30283000.0,4316000.0,102346000.0,-12968000.0,-48517000.0,43440000.0,42766000.0,35963000.0,36200000.0,159943000.0,228967000.0,1195829000.0,3305000.0,3409000.0,1494000.0,35708000.0,59663000.0,52730000.0,145151000.0,42012000.0,0.28,0.0,53829000.0,149902000.0,152683000.0,42766000.0,1245424000.0,1861588000.0,209565000.0,245273000.0,249000.0,5214000.0,-7303000.0,-1028000.0,19376000.0,33797000.0,
2016-12-31,48956000.0,45344000.0,11561000.0,5537000.0,20859000.0,2283000.0,434000.0,499137000.0,3469673000.0,42460000,25911000.0,190596000,180881000.0,-66543000.0,5963000.0,1981000.0,586000.0,67066000,-1903000.0,,-931060000.0,,314851000.0,43143000.0,6496000.0,,1396298000.0,3057000.0,612853000.0,5592000.0,184286000.0,-5460000.0,0.0,-5897000.0,-2246946000.0,27408000.0,0.14,152263000.0,288000.0,-107000.0,49734000.0,3068000.0,45668000.0,-7811000.0,-56477000.0,22284000.0,21777000.0,20859000.0,36200000.0,170863000.0,237329000.0,1222727000.0,2323000.0,2815000.0,96000.0,36729000.0,-28684000.0,44960000.0,141640000.0,42988000.0,0.14,0.0,-10809000.0,209565000.0,152669000.0,21777000.0,1285288000.0,1898141000.0,180881000.0,217610000.0,891000.0,0.0,-4656000.0,-2145000.0,-3199000.0,23032000.0,
2017-03-31,32875000.0,43923000.0,12029000.0,-1505000.0,7841000.0,-2196000.0,713000.0,475198000.0,3532269000.0,23513000,17430000.0,198687000,183609000.0,-32929000.0,288000.0,1611000.0,701000.0,57262000,-3824000.0,,-915540000.0,-12749000.0,316718000.0,27791000.0,9362000.0,,1422940000.0,3057000.0,581457000.0,5759000.0,158480000.0,-3139000.0,2308000.0,-927000.0,-2277038000.0,3671000.0,0.13,152757000.0,288000.0,-181000.0,50946000.0,3524000.0,38569000.0,-2853000.0,-44687000.0,19950000.0,19371000.0,7841000.0,36200000.0,166746000.0,226407000.0,1255231000.0,5175000.0,190000.0,2079000.0,21815000.0,2728000.0,49624000.0,165812000.0,36154000.0,0.13,0.0,-6118000.0,180881000.0,153127000.0,19371000.0,1319812000.0,1901269000.0,183609000.0,205424000.0,118000.0,,385000.0,-3139000.0,14852000.0,29353000.0,
2017-06-30,44782000.0,41455000.0,12114000.0,-460000.0,1491000.0,-8203000.0,262000.0,463824000.0,3577567000.0,33911000,14823000.0,201319000,160908000.0,-63243000.0,3265000.0,-942000.0,918000.0,64612000,-3830000.0,,-883898000.0,-7470000.0,309447000.0,37502000.0,10871000.0,,1454876000.0,3057000.0,583942000.0,5293000.0,154377000.0,626000.0,2467000.0,-996000.0,-2305515000.0,2267000.0,0.23,153136000.0,319000.0,-557000.0,51800000.0,4434000.0,42906000.0,-2469000.0,-49292000.0,36011000.0,35472000.0,1491000.0,36200000.0,159200000.0,230486000.0,1272052000.0,2035000.0,15000.0,414000.0,37283000.0,-22701000.0,50350000.0,156537000.0,27915000.0,0.23,0.0,-6386000.0,183609000.0,153422000.0,35472000.0,1337871000.0,1921813000.0,160908000.0,198191000.0,2436000.0,2504000.0,-8785000.0,-15919000.0,626000.0,30701000.0,
2017-09-30,47818000.0,37922000.0,12185000.0,9926000.0,10494000.0,6915000.0,-21000.0,436848000.0,3608365000.0,29926000,19756000.0,190791000,135994000.0,-44857000.0,-9461000.0,2348000.0,775000.0,57769000,-3830000.0,,-870472000.0,-2473000.0,271142000.0,28320000.0,17892000.0,,1468291000.0,3057000.0,575375000.0,5613000.0,165706000.0,1861000.0,1154000.0,-39975000.0,-2336551000.0,2229000.0,0.11,153173000.0,317000.0,-1275000.0,54758000.0,7528000.0,63793000.0,-43720000.0,-31999000.0,17826000.0,17256000.0,10494000.0,0.0,157054000.0,242554000.0,1271814000.0,-595000.0,871000.0,85000.0,50289000.0,-24914000.0,53469000.0,142973000.0,33074000.0,0.11,0.0,31794000.0,160908000.0,153422000.0,17256000.0,1333447000.0,1908822000.0,135994000.0,186283000.0,855000.0,,8976000.0,-10636000.0,0.0,28594000.0,
2017-12-31,43285000.0,47138000.0,12017000.0,-5392000.0,39208000.0,15193000.0,1605000.0,472281000.0,3639050000.0,28780000,26131000.0,226031000,175953000.0,-36792000.0,16806000.0,1777000.0,683000.0,63020000,-3830000.0,,-825470000.0,0.0,287567000.0,88872000.0,14505000.0,,1516850000.0,3057000.0,595470000.0,4732000.0,184714000.0,348000.0,9041000.0,-1344000.0,-2302367000.0,26954000.0,0.32,153207000.0,265000.0,-314000.0,55017000.0,4269000.0,79291000.0,-2460000.0,-36473000.0,49664000.0,48892000.0,39208000.0,0.0,171228000.0,218715000.0,1336683000.0,60952000.0,1906000.0,28000.0,51590000.0,39959000.0,51952000.0,182746000.0,54535000.0,0.32,0.0,42818000.0,135994000.0,153434000.0,48892000.0,1397862000.0,1993332000.0,175953000.0,227543000.0,2353000.0,3000000.0,9276000.0,-355000.0,0.0,34240000.0,
2018-03-31,55124000.0,43120000.0,11928000.0,-6068000.0,6510000.0,-11320000.0,-56000.0,432001000.0,3671717000.0,45327000,16908000.0,206961000,167282000.0,-32941000.0,-6740000.0,1774000.0,962000.0,89339000,-5366000.0,,-781858000.0,0.0,278530000.0,54666000.0,9797000.0,,1559021000.0,3057000.0,602208000.0,5958000.0,153471000.0,,,-4540000.0,-2340359000.0,,0.31,153311000.0,341000.0,-302000.0,55176000.0,,34400000.0,-10081000.0,-32565000.0,48156000.0,47376000.0,6510000.0,,159619000.0,235819000.0,1331358000.0,10058000.0,38000.0,127000.0,57560000.0,-8671000.0,115639000.0,151837000.0,36788000.0,0.31,0.0,1835000.0,175953000.0,153537000.0,47376000.0,1393493000.0,1995701000.0,167282000.0,224842000.0,135000.0,,4373000.0,-5481000.0,0.0,34538000.0,
2018-06-30,54851000.0,42927000.0,13610000.0,,16514000.0,7772000.0,16000.0,434220000.0,3697220000.0,44650000,19666000.0,216460000,187403000.0,-39903000.0,5569000.0,575000.0,1146000.0,82276000,-5185000.0,,-750856000.0,,283758000.0,53210000.0,10201000.0,,1590871000.0,3057000.0,613558000.0,5566000.0,150462000.0,,,-1977000.0,-2372945000.0,,0.24,153295000.0,1747000.0,-254000.0,71208000.0,,66949000.0,-6917000.0,-43426000.0,36696000.0,36187000.0,16514000.0,,171156000.0,237040000.0,1324275000.0,8112000.0,,499000.0,62845000.0,20121000.0,93996000.0,161609000.0,40015000.0,0.24,0.0,23523000.0,167282000.0,153545000.0,36187000.0,1416467000.0,2030025000.0,187403000.0,250248000.0,,,2059000.0,-6851000.0,,37626000.0,
2018-09-30,-4412000.0,43634000.0,13501000.0,,-7915000.0,4184000.0,170000.0,422585000.0,3718614000.0,-14999000,22738000.0,187717000,186424000.0,-35299000.0,-2859000.0,1749000.0,964000.0,20849000,-5367000.0,,-765733000.0,0.0,267140000.0,-17149000.0,10587000.0,,1576698000.0,3057000.0,599031000.0,5675000.0,155445000.0,,,-2171000.0,-2403733000.0,,-0.06,153301000.0,2313000.0,-306000.0,70748000.0,,41699000.0,-7389000.0,-33555000.0,-9234000.0,-9460000.0,-7915000.0,,154122000.0,220014000.0,1314881000.0,-1480000.0,,455000.0,66233000.0,-979000.0,86666000.0,192129000.0,45451000.0,-0.06,0.0,8144000.0,187403000.0,153485000.0,-9460000.0,1405156000.0,2004187000.0,186424000.0,252657000.0,118000.0,,91000.0,-3520000.0,1478000.0,37880000.0,
