date,quarterlySellingGeneralAndAdministration,quarterlyOtherNonCashItems,quarterlyNetIncomeCommonStockholders,quarterlyRetainedEarnings,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyCashDividendsPaid,quarterlyPurchaseOfInvestment,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlyOtherShortTermInvestments,quarterlyOperatingIncome,quarterlyFreeCashFlow,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyTotalNonCurrentAssets,quarterlyCurrentAssets,quarterlyDilutedAverageShares,quarterlyCurrentLiabilities,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyTotalRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyLongTermDebt,quarterlyOtherCurrentAssets,quarterlyBasicEPS,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyOtherNonCurrentLiabilities,quarterlyStockholdersEquity,quarterlyCostOfRevenue,quarterlyInvestmentsAndAdvances,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyGrossProfit,quarterlyNetOtherInvestingChanges,quarterlyNetIncomeContinuousOperations,quarterlyGoodwill,quarterlyNetIncome,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDeferredRevenue,quarterlyRepaymentOfDebt,quarterlyOperatingExpense,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyOtherIntangibleAssets,quarterlyTaxProvision,quarterlyBasicAverageShares,quarterlyCapitalStock,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyCommonStockIssuance,quarterlyNetOtherFinancingCharges,quarterlyPurchaseOfBusiness,quarterlyOtherNonCurrentAssets,quarterlyOperatingCashFlow,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyOtherCurrentLiabilities,quarterlyTotalAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyChangesInAccountReceivables,quarterlySaleOfInvestment,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInCashSupplementalAsReported,quarterlyBeginningCashPosition,quarterlyAccountsPayable,quarterlyDilutedEPS,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,quarterlyResearchAndDevelopment,quarterlyNonCurrentDeferredRevenue
2004-03-31,199251000.0,,-16568000,-15119000,-19098000.0,54254000.0,18493000.0,,,19181000,,,688000,-97773000.0,-83532000.0,-8508000.0,1376975000,542760000,203040765.0,553598000,,227489000.0,440992000,1600715000,790492000,33705000,-0.08,272574000.0,83161000,256625000,312160000,224222000.0,,1047117000,-5127000,,216770000.0,-1623000.0,-16568000,,-16568000,,54254000,54254000,,,216082000,-25118000,117340000,949373000,-8550000,203040765.0,660000,125073000,20679000.0,,-151000.0,,280046000,-87367000.0,-110149000.0,-2203000.0,-10406000.0,156639000,1919735000,-32655000,,,,-109627000.0,163881000.0,188725000.0,-0.08,,,,
2004-06-30,230539000.0,,2965000,-12154000,-6576000.0,179592000.0,13400000.0,,,50336000,,,36936000,53721000.0,26975000.0,3899000.0,1385121000,833955000,208127787.0,729590000,,233533000.0,550916000,1757716000,752350000,35655000,0.016667,295256000.0,126503000,275776000,453197000,272611000.0,,1028126000,-8806000,,278305000.0,3040000.0,2965000,,2965000,,179592000,179592000,,,241369000,6905000,123384000,946294000,3940000,191971482.0,690000,261582000,23175000.0,,-2216000.0,,280001000,48272000.0,-110149000.0,84890000.0,5449000.0,159974000,2219076000,-31931000,,,,125338000.0,54254000.0,181531000.0,0.013333,,,,
2004-09-30,213226000.0,,11895000,-259000,34495000.0,147925000.0,21476000.0,,,70198000,,,48722000,55202000.0,41542000.0,4419000.0,1331946000,675401000,225553254.0,634675000,,238225000.0,574999000,1522432000,604049000,41539000,0.056667,276343000.0,143585000,283708000,478248000,300711000.0,,887757000,-16280000,,274288000.0,1242000.0,11895000,,11895000,,147925000,147925000,,,225566000,18195000,128076000,948018000,6300000,214339077.0,702000,151257000,14919000.0,7991000.0,-3041000.0,,225216000,77700000.0,-110149000.0,-144408000.0,-22498000.0,169703000,2007347000,-26425000,,,,-31667000.0,179592000.0,170130000.0,0.053333,,,,
2004-12-31,266876000.0,,66433000,66174000,-32140000.0,256896000.0,16175000.0,,,126411000,,,110236000,118072000.0,43009000.0,15993000.0,1407941000,863695000,,809088000,,278323000.0,798189000,1705763000,600884000,15583000,,394062000.0,271020000,295791000,559948000,406221000.0,,896675000,9355000,,391968000.0,-4987000.0,66433000,,66433000,,256896000,256896000,,,281732000,108272000,137703000,935161000,41839000,,710000,171923000,13280000.0,1652000.0,2433000.0,,256606000,143570000.0,-140620000.0,-5645000.0,-25498000.0,180268000,2271636000,-20737000,,,,108971000.0,147925000.0,185877000.0,,,,,
2005-03-31,223221000.0,,14572000,80746000,-11227000.0,157784000.0,12610000.0,,,49239000,,,36629000,-66719000.0,-84112000.0,-6859000.0,1417138000,583127000,228554175.0,551913000,,275196000.0,538266000,1414107000,571849000,21732000,0.066667,293844000.0,111718000,290345000,579483000,268046000.0,,862194000,-1689000,,270220000.0,-4042000.0,14572000,,14572000,,157784000,157784000,,,233591000,23787000,134576000,933048000,9215000,220598529.0,720000,78293000,13598000.0,2075000.0,453000.0,,269084000,-59575000.0,-140620000.0,-27133000.0,-7144000.0,195494000,2000265000,-22421000,,,,-99112000.0,256896000.0,166408000.0,0.063333,,,,
2005-06-30,241730000.0,,50421000,131167000,-41011000.0,192217000.0,12499000.0,,,93423000,,,80924000,62407000.0,-2548000.0,11355000.0,1440984000,800582000,229097697.0,747837000,,274349000.0,672163000,1600411000,559294000,46476000,0.226667,320034000.0,331745000,293280000,635346000,338691000.0,,852574000,12947000,,333472000.0,11099000.0,50421000,,50421000,,192217000,192217000,,,252548000,83555000,133729000,933188000,33134000,221355696.0,725000,223962000,13374000.0,1766000.0,-1766000.0,,300265000,70776000.0,-140620000.0,6440000.0,-8369000.0,38827000,2241566000,-23339000,,,,34433000.0,157784000.0,153303000.0,0.22,,,,
2005-09-30,255706000.0,1347000.0,56936000,188103000,-37673000.0,284571000.0,13082000.0,,-25364000.0,108966000,,,95884000,116304000.0,46939000.0,-1207000.0,1473716000,906985000,230331813.0,826699000,,274059000.0,744198000,1671227000,552040000,55529000,0.256667,355882000.0,210698000,292488000,702906000,380943000.0,,844528000,3004000,,363255000.0,-5558000.0,56936000,,56936000,,284571000,284571000,,,267371000,85461000,133439000,951368000,28525000,222532011.0,731000,204590000,13840000.0,2743000.0,251000.0,,304911000,125579000.0,-140620000.0,3379000.0,-9275000.0,218402000,2380701000,-23796000,,,,92354000.0,192217000.0,193009000.0,0.246667,,,,
2005-12-31,301975000.0,,95412000,283515000,-25598000.0,449289000.0,13928000.0,,,172897000,,,158969000,145085000.0,108424000.0,-8948000.0,1522725000,1292947000,,1137803000,,303276000.0,956014000,2015163000,549156000,16327000,,483175000.0,324973000,328204000,793685000,482407000.0,,877360000,16777000,,473607000.0,-7212000.0,95412000,,95412000,,449289000,449289000,,,314638000,163419000,137655000,989719000,68007000,,738000,284065000,13515000.0,4866000.0,-627000.0,,309134000,222876000.0,-165621000.0,-29958000.0,-77791000.0,274680000,2815672000,-40696000,,,,164718000.0,284571000.0,254085000.0,,,,,
2006-03-31,265161000.0,,36910000,320425000,-20102000.0,253089000.0,16196000.0,,,75751000,,,59555000,-200824000.0,-230495000.0,-7967000.0,1601280000,884499000,232948764.0,724181000,,318536000.0,680091000,1622860000,545597000,20706000,0.163333,427399000.0,156977000,353082000,844859000,340445000.0,,898679000,8413000,,339646000.0,4279000.0,36910000,886374000.0,36910000,,253089000,253089000,,,280091000,57394000,152915000,108329000,20484000,225559521.0,743000,122466000,13935000.0,3273000.0,6471000.0,,343250000,-184758000.0,-165621000.0,8075000.0,-16066000.0,241713000,2485779000,-38187000,,,,-196200000.0,449289000.0,203025000.0,0.16,,,,
2006-06-30,283598000.0,,64254000,384679000,-58217000.0,127289000.0,26488000.0,,,154367000,,,127879000,45869000.0,-419000.0,4666000.0,1658705000,738366000,233655941.0,926045000,,322619000.0,836228000,1448148000,132330000,19501000,0.28,473161000.0,201400000,389773000,920482000,412496000.0,,522103000,-13827000,,423732000.0,-8765000.0,64254000,934340000.0,64254000,,127289000,127289000,,,295853000,102096000,156998000,107058000,37842000,225964727.0,2234000,291730000,13352000.0,1171000.0,5314000.0,,343982000,107288000.0,-165621000.0,-178904000.0,-61419000.0,226510000,2397071000,-32494000,,,,-125800000.0,253089000.0,206405000.0,0.27,,,,
2006-09-30,293122000.0,19280000.0,92309000,476988000,-57556000.0,138273000.0,15392000.0,,,154260000,,,138868000,203372000.0,73552000.0,-13303000.0,1721105000,873021000,233943772.0,1008667000,,319402000.0,903876000,1539569000,132262000,18603000,0.41,504430000.0,241838000,398640000,1025842000,456994000.0,,530902000,9135000,,446882000.0,-11594000.0,92309000,969571000.0,92309000,,138273000,138273000,,,308014000,142114000,153781000,106353000,49805000,226749704.0,2253000,258398000,7468000.0,3132000.0,10046000.0,,382023000,163881000.0,-165621000.0,-95224000.0,39491000.0,276217000,2594126000,-34247000,,,,10984000.0,127289000.0,232214000.0,0.39,,,,
2006-12-31,461900000.0,-449000.0,125098000,602086000,-1926058000.0,244476000.0,29614000.0,,,253451000,,,223837000,266766000.0,132246000.0,-6451000.0,3732618000,2212013000,,1906013000,,387954000.0,1611832000,4684854000,2232857000,549419000,,880809000.0,524184000,465381000,1181641000,900577000.0,,2778841000,4342000,,711255000.0,-213683000.0,125098000,2188352000.0,125098000,80603000.0,244476000,244476000,,,487418000,215293000,180546000,441073000,90195000,,2275000,272331000,10252000.0,7996000.0,-10245000.0,,922647000,284070000.0,-207408000.0,1745176000.0,-17304000.0,628646000,5944631000,-33126000,,,,106203000.0,138273000.0,480852000.0,,,,,
2007-03-31,411937000.0,24714000.0,11977000,585002000,-80198000.0,346348000.0,29162000.0,,,154145000,,1619000.0,124983000,105956000.0,-309197000.0,-40000.0,3811127000,1787615000,236932240.0,1410873000,,385000000.0,1213961000,4329006000,2219124000,187108000,0.05,777478000.0,258421000,641199000,1194782000,649673000.0,,2918133000,-65140000,,564288000.0,63729000.0,11977000,2190797000.0,11977000,57810000.0,346348000,347967000,,,439305000,21974000,177592000,429658000,9997000,229663454.0,2284000,303679000,41982000.0,4297000.0,-5107000.0,,1013080000,115229000.0,-207408000.0,65237000.0,-9273000.0,462615000,5598742000,-29611000,,,,101872000.0,244476000.0,386158000.0,0.05,,,,
2007-06-30,469754000.0,10171000.0,141135000,726137000,-28345000.0,438168000.0,29461000.0,,,230954000,,2829000.0,201493000,72943000.0,-95867000.0,698000.0,3824820000,2125210000,237475584.0,1759883000,,391536000.0,1490363000,4418274000,2087584000,306726000,0.61,903329000.0,384400000,551925000,1368997000,791605000.0,,2658391000,23038000,,698758000.0,12350000.0,141135000,2181201000.0,141135000,18882000.0,438168000,440997000,,,497265000,188495000,184128000,418879000,47360000,230543095.0,2292000,508146000,42173000.0,3863000.0,91871000.0,,1040612000,90662000.0,-207408000.0,29101000.0,-17719000.0,479003000,5950030000,-15334000,,,,91820000.0,346348000.0,388334000.0,0.59,,,,
2007-09-30,468375000.0,22588000.0,114947000,841084000,-104613000.0,435207000.0,30450000.0,,,250796000,,2829000.0,220346000,180808000.0,23126000.0,-2387000.0,3907372000,2576269000,237450864.0,2205773000,,401716000.0,1492809000,4761849000,2009898000,366699000,0.5,959017000.0,504069000,541272000,1523106000,791852000.0,,2556076000,17003000,,700957000.0,-63139000.0,114947000,2220752000.0,114947000,4906000.0,435207000,438036000,,,480611000,179102000,194308000,408282000,64155000,230997817.0,2301000,714469000,40417000.0,954000.0,29856000.0,,1084030000,204087000.0,-207408000.0,-109581000.0,-23279000.0,559620000,6483641000,14840000,,,,-2961000.0,438168000.0,427615000.0,0.48,,,,
2007-12-31,638592000.0,21891000.0,122446000,963530000,-71265000.0,342874000.0,32579000.0,,,241660000,,4700000.0,209081000,5946000.0,327885000.0,7051000.0,3881743000,2360830000,,2428361000,,463092000.0,1837116000,4990417000,1991857000,358246000,,1081653000.0,727460000,570199000,988543000,967588000.0,,2562056000,19871000,,869528000.0,224580000.0,119812000,2174710000.0,122446000,,342874000,347574000,,,660447000,190943000,216214000,404104000,71131000,,2016000,706757000,38419000.0,2753000.0,56856000.0,,1068783000,238232000.0,-246878000.0,-262010000.0,-232286000.0,500340000,6242573000,-17564000,,,,-92333000.0,435207000.0,493804000.0,,,,,
2008-03-31,432345000.0,25158000.0,20454000,983984000,-165932000.0,313162000.0,28452000.0,,-9441000.0,98784000,,,70332000,-385324000.0,-394216000.0,-1362000.0,4084279000,2224709000,207730837.0,2216460000,,475934000.0,1230925000,5040807000,2270927000,402950000,0.1,950648000.0,370486000,553420000,1019968000,704446000.0,,2824347000,-10762000,,526479000.0,25378000.0,20454000,2291872000.0,20454000,,313162000,313162000,,,456147000,26916000,229056000,400785000,6462000,203110675.0,2021000,855220000,43005000.0,1507000.0,-13136000.0,,1142809000,-316864000.0,-246878000.0,439312000.0,-68460000.0,545642000,6308988000,-18616000,,,,-29712000.0,342874000.0,445112000.0,0.1,,,,
2008-06-30,468839000.0,14589000.0,16563000,1000547000,-164061000.0,250518000.0,27225000.0,,-143750000.0,115074000,,,87849000,-21606000.0,-151626000.0,710000.0,4220536000,2218969000,208388563.0,2280985000,,476539000.0,1314873000,5106470000,2277307000,482791000,0.08,940900000.0,328176000,462702000,1066568000,737205000.0,,2825485000,-12317000,,577668000.0,-17822000.0,16563000,2351646000.0,16563000,85476000.0,250518000,250518000,,,489819000,36893000,229661000,401770000,20330000,203435495.0,2023000,945424000,41560000.0,1370000.0,20729000.0,,1219643000,-63203000.0,-246878000.0,167034000.0,41597000.0,527645000,6439505000,3207000,,,,-62644000.0,313162000.0,479740000.0,0.08,,,,
2008-09-30,420352000.0,45498000.0,40373000,1040920000,-136787000.0,400780000.0,27729000.0,,,136104000,,,108375000,135690000.0,46312000.0,208000.0,4241035000,2170731000,207706250.0,2235412000,,464224000.0,1299735000,5074593000,2310876000,292737000,0.2,835575000.0,322681000,528305000,1054100000,755362000.0,,2839181000,6358000,,544373000.0,145635000.0,30148000,2316717000.0,40373000,,400780000,400780000,,,435998000,67849000,217346000,404506000,37701000,203680475.0,2048000,1110475000,42290000.0,928000.0,-543000.0,,1279043000,148722000.0,-246878000.0,149677000.0,-13032000.0,408047000,6411766000,-57749000,,,,150262000.0,250518000.0,394209000.0,0.19,,,,
2008-12-31,425546000.0,1481861000.0,-1089456000,-48349000,47771000.0,158823000.0,31165000.0,,,-1023860000,,,-1055025000,-43970000.0,-200772000.0,-61719000.0,2810881000,1915533000,,1872845000,,472020000.0,1283284000,4380691000,1866759000,515923000,,751940000.0,295219000,641087000,114686000,729708000.0,,2507846000,-1211761000,,553576000.0,-23402000.0,-1089456000,1251823000.0,-1089456000,,158823000,158823000,,,1608601000,-1103139000,207976000,311447000,-13683000,,2623000,633099000,40301000.0,468028000.0,-49142000.0,,995152000,100972000.0,-264044000.0,-382064000.0,-144942000.0,548869000,4726414000,-125413000,,,,-241957000.0,400780000.0,395658000.0,,,,,
2009-03-31,306159000.0,11972000.0,-36689000,-85038000,-19291000.0,423463000.0,25392000.0,2909000.0,-15341000.0,-6276000,,,5479000,-14078000.0,-36356000.0,-669000.0,2753387000,1904094000,261999151.0,2035714000,,,890449000,4379078000,2138124000,153925000,-0.14,625849000.0,265405000,109071000,64009000,553419000.0,714359000.0,2343364000,-39452000,,337030000.0,1980000.0,-54419000,1243946000.0,-36689000,76837000.0,423463000,423463000,,-139008000.0,331551000,-66466000,350537000,309806000,-12047000,261999151.0,2648000,1166404000,34798000.0,,-1323000.0,-8715000.0,99547000,-11474000.0,,303029000.0,-2604000.0,39687000,4657481000,-146836000,,,,264640000.0,158823000.0,,-0.14,,,,
2009-06-30,328671000.0,-1692000.0,-6637000,-91675000,-44259000.0,309520000.0,24166000.0,,-21227000.0,62584000,,,35999000,-74521000.0,-89191000.0,-619000.0,3254099000,1164879000,265683366.0,930337000,,,955667000,3932658000,2781451000,47550000,-0.02,852669000.0,166497000,220315000,273466000,566831000.0,165476000.0,3002321000,1743000,,388836000.0,-7790000.0,-13706000,1279439000.0,-6637000,78491000.0,309520000,309520000,,-749947000.0,352837000,-9000000,749866000,318337000,4706000,265683366.0,2846000,194499000,47418000.0,,-22364000.0,-7866000.0,736420000,-71245000.0,,-13621000.0,-3276000.0,735838000,4418978000,-88198000,,,,-113943000.0,423463000.0,,-0.02,,,,
2009-09-30,338062000.0,8122000.0,12377000,-79298000,-34355000.0,326045000.0,24445000.0,,-5098000.0,76375000,,,54228000,129403000.0,88174000.0,1354000.0,2842278000,1633066000,285923601.0,1369844000,,716392000.0,1023205000,4009188000,2684410000,49930000,0.04,913084000.0,187967000,-2635364000,299096000,606470000.0,156180000.0,53108000,6312000,,416735000.0,-1700000.0,-10643000,1309405000.0,12377000,81565000.0,326045000,326045000,,-337098000.0,362507000,-2145000,716392000,320076000,8498000,282732848.0,2927000,234073000,54075000.0,,-8371000.0,-11682000.0,112338000,136170000.0,,-87163000.0,-6767000.0,17025000,4475344000,-77571000,,,,16525000.0,309520000.0,,0.04,,,,
2009-12-31,410687000.0,27338000.0,64290000,-15008000,-21457000.0,741557000.0,25470000.0,,-32392000.0,155291000,,865000.0,132218000,144641000.0,41451000.0,5636000.0,2772681000,2266725000,,1629041000,,639091000.0,1296499000,4255111000,2372302000,48873000,,775929000.0,278444000,115361000,629122000,721165000.0,693781000.0,2626070000,-17654000,,575334000.0,5385000.0,51130000,1306372000.0,64290000,73462000.0,741557000,742422000,,-76207000.0,443116000,76966000,339139000,322904000,25836000,,3218000,638375000,52855000.0,,52380000.0,-2407000.0,107090000,160194000.0,-299952000.0,274523000.0,-15553000.0,13176000,5039406000,-115077000,,,,415512000.0,326045000.0,,,,,,
2010-03-31,338706000.0,13028000.0,-6627000,-21635000,-4848000.0,680295000.0,26295000.0,2425000.0,-4229000.0,67199000,,,45688000,4193000.0,-24355000.0,,3334332000,1533083000,312879640.0,1000208000,,,1025883000,4077940000,2816920000,40486000,-0.02,720226000.0,186618000,260812000,612139000,615194000.0,127559000.0,3077732000,-6584000,,410689000.0,9024000.0,-16187000,1295498000.0,-6627000,73805000.0,680295000,680295000,,-73992000.0,365001000,-8888000,926797000,322736000,7299000,312879640.0,3218000,114187000,49792000.0,,367000.0,-10091000.0,661742000,7091000.0,,-54224000.0,-2898000.0,886021000,4867415000,-136433000,,,,-61262000.0,741557000.0,,-0.02,,,,
2010-06-30,372033000.0,8669000.0,54790000,33155000,8873000.0,743563000.0,27784000.0,,-6623000.0,142141000,,,93556000,89653000.0,27997000.0,,3157906000,1773144000,318425227.0,1086185000,,,1171919000,4110440000,2778378000,44880000,0.17,731621000.0,180543000,245877000,641801000,678714000.0,119120000.0,3024255000,14235000,,493205000.0,-2174000.0,37546000,1276840000.0,54790000,75433000.0,743563000,743563000,,-53226000.0,399649000,64250000,886048000,323500000,26704000,312910934.0,3218000,284127000,50275000.0,,9094000.0,-52629000.0,552398000,93916000.0,,-34917000.0,-4263000.0,802058000,4931050000,-172438000,,,,63268000.0,680295000.0,,0.17,,,,
