date,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyOperatingCashFlow,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyLongTermDebt,quarterlyOtherNonCurrentAssets,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyInventory,quarterlyGoodwill,quarterlyOtherShortTermInvestments,quarterlyDilutedAverageShares,quarterlyCommonStockIssuance,quarterlyCashDividendsPaid,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyDilutedEPS,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyFreeCashFlow,quarterlyNetOtherFinancingCharges,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyDepreciationAndAmortization,quarterlyOtherIntangibleAssets,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyNetIncomeCommonStockholders,quarterlySaleOfInvestment,quarterlyGrossPPE,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,quarterlyNetOtherInvestingChanges,quarterlyOperatingIncome,quarterlyEbitda,quarterlyStockholdersEquity,quarterlyChangeInInventory,quarterlyGrossProfit,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyOperatingExpense,quarterlyOtherNonCashItems,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRepaymentOfDebt,quarterlySellingGeneralAndAdministration,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyPurchaseOfBusiness,quarterlyTotalRevenue,quarterlyCapitalExpenditure,quarterlyBasicAverageShares,quarterlyBasicEPS,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyStockBasedCompensation,quarterlyCurrentDeferredRevenue,quarterlyRepurchaseOfCapitalStock,quarterlyChangesInAccountReceivables,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherIncomeExpense,quarterlyDeferredIncomeTax,quarterlyAccumulatedDepreciation,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,quarterlyResearchAndDevelopment,quarterlyCurrentAccruedExpenses,quarterlyIncomeTaxPayable
2009-03-31,199574794.84,185309460.33,,45500000.0,19924121.06,15677710.38,,0.0,123576547.02,,1820818.23,,,1658992483.0,,-30701069.94,551158833.28,551158833.28,1658610000.0,531234712.22,0.1117,,10762133.75,2225000000.0,49676934.36,0.0,3307673035.44,,7297562261.64,8725475996.32,8147599820.6,185309460.33,,753075893.01,,,0.0,505545515.91,948256.64,272662426.7,274267479.7,5183316686.53,,326327341.8,551158833.28,-225944537.06,53664915.1,,48646393.83,347477102.48,-885000000.0,37333837.16,2335436368.88,63930551.11,753075893.01,263505345.95,2960195932.96,577876175.72,,449903888.82,-226892793.7,1658992483.0,0.1117,,,,,,,,,,,,,,
2009-06-30,198685822.63,185746815.73,,45000000.0,-102211324.15,8534106.19,,0.0,115322814.9,,2024516.23,,,,,-411460711.44,448947509.13,448947509.13,1658610000.0,551158833.28,,,3767600.7,2615000000.0,-38293925.13,0.0,3717540163.78,,7605913928.46,8913081953.24,8437395784.73,185746815.73,,743333558.69,,,0.0,554922106.8,1111472.09,253943780.89,249430508.95,4992320226.09,,291488458.58,448947509.13,-261887452.24,37544677.69,,47691653.72,349841322.8,-985000000.0,26096429.1,2148529503.3,46977085.62,743333558.69,245662908.25,3367698840.98,475686168.51,,406811273.48,-263104394.33,,,,,,,,,,,,,,,,
2009-09-30,179561607.74,164356915.66,,44500000.0,24938888.94,28553692.53,,0.0,141459716.36,,1859439.85,,,1658495617.0,,-12548226.37,473886398.07,473886398.07,1658610000.0,448947509.13,0.0991,,17059407.1,2585000000.0,51239357.83,14000000.0,3693863799.82,,7727700333.43,9068873636.36,8569191913.11,164356915.66,,730054695.26,,,0.0,497625795.35,1317091.18,253031186.97,254609240.94,5156625243.65,,304841861.07,473886398.07,-248687544.94,51810674.1,,46722520.9,367248721.24,-820000000.0,37254785.13,2312886418.96,57988226.1,730054695.26,237549833.84,3326615078.58,499681723.25,,446301577.43,-250935302.42,1658495617.0,0.0991,,,,,,,,,,,,,,
2009-12-31,152610608.98,138036143.52,,44000000.0,569081593.73,28169188.76,1971662428.34,0.0,167775600.09,,2394758.09,,,,,-46936007.0,1042967991.8,1042967991.8,1658610000.0,473886398.07,,,18937653.71,985000000.0,243034081.74,1957662428.34,4042744380.37,,7657263772.54,9573685600.93,8505236317.07,138036143.52,0.0,732371792.89,,,0.0,491290500.25,230499.95,244105148.87,223015483.66,5294541121.09,,300769944.88,1042967991.8,-95826821.55,56664796.01,,46918168.97,2338131861.55,-3090000000.0,41121670.54,2388920982.37,51467220.97,732371792.89,204077829.95,1704612518.82,1068449283.86,,468545544.97,-96147912.2,,,,,,,,,,,,,,,,
2010-03-31,192616147.68,174027958.18,,43500000.0,-199353473.26,28169188.76,1972936095.17,0.0,158663635.81,,2418465.56,,,1658989115.0,3000000.0,-8912217.5,843614518.54,843614518.54,1658610000.0,1042967991.8,0.1049,,36114784.29,615000000.0,175288106.51,1896744.0,3523329489.46,,7513579482.47,9247282738.7,8372870740.34,174027958.18,,736438500.79,,,0.0,228933506.09,2373893.73,289877393.46,292416874.95,5468855036.28,,348040363.94,843614518.54,-218217641.77,58162970.48,,46011333.25,2345150245.2,-370000000.0,40538602.76,2562948940.55,63685942.98,736438500.79,256302090.66,1178179244.26,874411998.36,,506703999.75,-220591535.5,1658989115.0,0.1049,,,,,,,,,,,,,,
2010-06-30,212006581.05,194537721.51,,43073529.41,-418234826.83,28169188.76,1974209762.0,0.0,162811335.51,,8514744.54,,,,10500000.0,-337708333.8,425379691.71,425379691.71,1658610000.0,843614518.54,,,28125979.62,265000000.0,293433206.63,11603256.0,3254509016.16,,7505726714.35,8811321041.31,8350039724.28,194537721.51,,732028143.23,,,0.0,278918233.58,1784907.76,296056420.67,302609897.23,5331939026.68,,355181948.26,425379691.71,-86771668.36,59125527.59,,44289312.11,2354614269.67,-485000000.0,42457898.32,2425764662.06,62477336.56,732028143.23,274483917.61,899894746.49,461281317.03,,517993283.77,-102619361.26,,,,,,,,,,,,,,,,
2010-09-30,212988211.42,193524837.42,,46512743.56,296720064.32,28169188.76,2060383428.83,0.0,140726759.38,,2819698.56,,,1658310518.0,9000000.0,-3045105.88,722099756.03,722099756.03,1658610000.0,425379691.71,0.1167,,33025425.36,230000000.0,240493325.1,9000000.0,3355709951.55,,7500163749.09,9128827746.09,8362221346.41,193524837.42,,751278638.88,,,0.0,300644723.0,360845.1,308756872.63,311320238.84,5525934971.37,,361136278.19,722099756.03,-107283740.7,52379405.56,,43687793.13,2453832496.88,-40000000.0,35422163.94,2619289499.48,65306602.06,751278638.88,278294813.48,901877454.67,766606399.68,,501863037.57,-107655585.8,1658310518.0,0.1167,,,,,,,,,,,,,,
2010-12-31,244087554.04,220826821.33,,45972033.77,34407230.53,28949188.76,2173657095.65,0.0,157714987.75,,3761342.15,,,,,-102079647.23,756506986.56,756506986.56,1658610000.0,722099756.03,,,19757291.74,120000000.0,108322905.7,-22500000.0,3385036337.17,,7673277722.07,9411387700.04,8572282099.85,220826821.33,,798451385.81,,,0.0,424465128.02,192410.18,361774372.07,337444285.12,5756707003.2,,425290011.21,756506986.56,-268814385.13,63515639.14,,44782592.67,2572225847.39,-140000000.0,42990804.3,2768162009.29,73599439.34,798451385.81,317686993.38,812810489.78,839105600.19,,583004998.96,-294978357.19,,,,,,,,,,,,,,,,
2011-03-31,260031162.35,237395142.72,,45428836.85,240552208.76,28949188.76,2233315539.11,0.0,181654047.09,,3499770.5,,,1658945791.0,,-1502840.0,997059195.32,997059195.32,1658610000.0,756506986.56,0.1431,,28118216.17,110000000.0,180218325.01,0.0,3378917233.46,,7654851116.02,9668791121.98,8574917107.93,237395142.72,,685268530.94,,,0.0,334227553.63,1836723.75,369974024.58,370773460.77,5992124577.68,,409561371.07,997059195.32,-232162345.3,39587346.49,,44599622.69,2641283690.22,-10000000.0,19963939.08,3005557152.01,82624082.25,685268530.94,342655244.6,737633543.24,1093874014.05,,591215418.16,-233999069.05,1658945791.0,0.1431,,,,,,,,,,,,,,
2011-06-30,228067330.23,207227968.4,,44885639.93,-191210003.12,29820249.01,2237340208.73,0.0,175221545.19,,3738816.25,,,,,-350913692.25,805849192.2,805849192.2,1658610000.0,997059195.32,,,24674842.17,60000000.0,229587900.47,0.0,3502216525.99,,7805250564.0,9614592699.67,8716531513.39,207227968.4,,688882345.03,,,0.0,417399471.88,2573424.66,331617314.65,325045961.5,5853947519.65,,372448619.16,805849192.2,-202829531.8,40831304.51,,47838908.48,2671894131.21,-80000000.0,22218632.25,2864477020.41,72303789.1,688882345.03,300371119.33,830322394.78,898061186.28,,547670164.35,-205928320.46,,,,,,,,,,,,,,,,
2011-09-30,218281581.4,200844547.97,,44342443.01,-22194414.75,29820249.01,2238681765.27,0.0,200505788.04,,3771131.8,,,1658501635.0,,233558.91,783654777.45,783654777.45,1658610000.0,805849192.2,0.1211,,27211732.34,70000000.0,106564928.45,0.0,3490057887.75,,7760470703.33,9827709527.99,8939759591.78,200844547.97,,801672666.27,,,0.0,413088572.33,5158861.24,301794343.77,305331382.08,6055176461.11,,331214652.19,783654777.45,-363901416.72,29420308.42,,48846845.26,2685484816.32,0.0,11826451.03,3065321568.36,59838068.34,801672666.27,278119649.74,804573071.43,887949936.21,,531720440.23,-221937383.81,1658501635.0,0.1211,,,,,,,,,,,,,,
2011-12-31,228653267.92,211260301.68,,43799246.09,-185852734.34,6826640.65,2290023321.81,0.0,169878287.82,,3413417.75,,,,,-115746456.44,597802043.11,597802043.11,1658610000.0,783654777.45,,-150000000.0,22247604.93,40000000.0,102242418.52,0.0,3545426724.7,,8025082955.38,10106000905.2,9358572372.07,211260301.68,,771566149.5,,,0.0,433015995.58,-46557480.17,345018002.88,346950150.9,6266753042.76,,375870194.55,597802043.11,-460277551.78,30852191.67,,54662868.34,2755406777.66,-30000000.0,11474832.63,3193680583.05,96049278.05,771566149.5,324702545.97,790019947.04,747428533.13,,545748482.37,-267928855.36,,,,,,,,,,,,,,,,
2012-03-31,235450764.9,211895043.06,,43256049.17,-179765002.55,40876640.65,2413586386.76,0.0,196045591.01,,3613954.1,,,1658020681.0,,-7535825.11,423457809.82,423457809.82,1658610000.0,603222812.37,0.1278,-250000000.0,32738883.21,57300000.0,209877608.47,0.0,3708422033.83,,8293440517.25,10445785269.14,9892327068.47,211895043.06,,616287959.95,,,0.0,362799588.3,4613634.09,343020047.22,343121678.95,6340150627.57,,385952647.61,423457809.82,-634153676.71,42932600.39,,52062839.9,2893289572.25,-20000000.0,23250856.08,3418450835.77,74932030.84,616287959.95,310382795.74,815132461.58,553458200.67,-184210000.0,581998238.62,-204746890.8,1658020681.0,0.1278,,,,,,,,,,,,,,
2012-06-30,202183971.77,183916186.9,,42712852.25,464304972.84,52995140.65,2444999451.7,0.0,188925497.21,,4224430.46,,,,,1210030.66,887762782.66,887762782.66,1658610000.0,423457809.82,,150000000.0,23181883.27,46300000.0,143904044.66,60000000.0,4178174841.05,,8316226749.36,10759648669.22,9759874968.78,183916186.9,,625150966.11,,,0.0,356618347.05,-2052536.3,304418003.14,296085408.89,6177816404.34,,352232420.0,887762782.66,-5745919.84,47814416.86,,73820158.32,2925351962.47,-20000000.0,29447979.53,3302471903.44,70719553.85,625150966.11,272903525.62,1252822878.58,999773700.44,0.0,541157917.21,-153773135.66,,,,,,,,,,,,,,,,
2012-09-30,216214106.13,197061696.03,,42169655.33,-375049033.48,6826640.65,2446412516.65,0.0,221392706.31,,4024963.37,,,1658768485.0,0.0,-371010470.06,512713749.18,512713749.18,1658610000.0,887762782.66,0.1188,-299210000.0,34089489.59,65300000.0,35706622.75,0.0,3935324252.13,,8366562567.32,10733001620.43,9932021946.61,197061696.03,,633445496.23,,,181708500.0,322668247.23,2098073.83,322808533.15,322745009.63,6374872239.41,,350441505.47,512713749.18,-285310234.44,27632972.32,,57949017.66,2929730865.36,-34050000.0,9006563.2,3499533599.47,72441413.91,633445496.23,288655520.04,1005593386.77,800979673.82,,571834211.78,-182880048.27,1658768485.0,0.1188,,,,,,,,,,,,,,
2012-12-31,184219770.03,168127839.21,,41626458.41,250123870.07,71954826.07,2463775581.6,0.0,222891778.52,,3554492.57,,,,182353041.0,-114433260.1,762837619.25,762837619.25,1658610000.0,512713749.18,,184210000.0,17897816.61,65300000.0,61996845.75,182353041.0,4013930560.27,,8726379300.38,11334161449.16,10321164236.87,168127839.21,0.0,675343397.43,,,0.0,562206941.16,-828849.81,266991890.64,261052578.33,6543343874.35,,304624890.08,762837619.25,-317542119.51,37632999.44,,105221889.81,3102590063.86,-12118500.0,17148035.29,3667141296.63,58934991.69,675343397.43,243154761.72,911340496.41,1012997212.29,,527516668.6,-316906705.93,,,,,,,,,,,,,,,,
2013-03-31,256162357.64,230829786.91,,41083261.49,20486225.28,71954826.07,2465263966.53,0.0,206688046.15,,3033331.96,,,1658259963.0,,-9087190.74,783323844.53,783323844.53,1658610000.0,762837619.25,0.1392,,32757603.98,70000000.0,20753217.61,0.0,3932078442.54,,8773099196.01,11508471689.07,10352961170.31,230829786.91,,666607105.17,,,0.0,424607588.9,4120198.41,320439205.35,361404540.55,6774173661.26,,359640148.06,783323844.53,-272671994.6,39200942.71,,106748481.83,3112878548.45,-65300000.0,20138345.99,3897971083.54,72484578.93,666607105.17,328646936.57,819199894.09,1155510518.76,,566328194.21,-276792193.01,1658259963.0,0.1392,,,,,,,,,,,,,,
2013-06-30,252831568.68,230284996.0,,40540064.57,-198485694.72,87493918.78,2466752351.46,0.0,200640513.27,,3510986.86,,,,,-339959488.84,672886620.52,672886620.52,1658610000.0,783323844.53,,,22079580.88,158048470.71,142249872.48,-88048470.71,4081563993.07,,8931267695.13,11524635811.37,10493540222.83,230284996.0,,646897284.95,,,0.0,496903873.07,75336.0,319054676.87,346237536.14,6672736657.26,,358721679.16,584838149.81,-177987791.05,39667002.29,,108365969.94,3101615787.91,0.0,18636515.81,3796534079.54,71326386.58,646897284.95,324157955.26,979948205.16,1031095588.54,,559362192.43,-217062212.69,,,,,,,,,,,,,,,,
2013-09-30,206576653.93,185057041.31,,39996867.65,301906074.85,47854465.14,2530640736.39,0.0,235914104.32,,3324256.06,,,1658217216.0,,-7520500.34,831792695.37,831792695.37,1658610000.0,584838149.81,0.1116,,33290545.01,158048470.71,241386916.49,0.0,4384905464.06,,8996344245.03,12088369726.28,10900169174.6,185057041.31,0.0,838242804.26,,,0.0,624784036.0,298105.13,316787492.68,315716819.26,6857793698.57,,360524976.64,886744224.66,-268324597.87,43737483.96,,134304203.73,3188850919.16,-145008999.99,22484233.48,3981591120.85,75849620.32,838242804.26,282426274.25,1196054544.9,1188200551.68,,596439080.96,-268672332.9,1658217216.0,0.1116,,,,,,,,,,,,,,
2013-12-31,201641280.95,201738248.96,,39453670.73,-341074200.76,2053795708.38,577050000.0,0.0,254507234.55,,3824028.62,,,,,-111379000.83,904072864.34,904072864.34,1658610000.0,886744224.66,,,22283542.68,158048470.71,-20212473.22,88048470.71,4309274260.63,,8922856343.84,12202968076.01,10854901788.46,201738248.96,0.0,940919599.89,,,0.0,476816907.23,-485365032.1,304754962.56,295639611.14,7059531947.53,,353467545.14,545670023.9,-831781422.09,48712582.58,,126832159.19,1387663563.37,-17719185.42,27138469.52,4183329369.81,71714787.51,940919599.89,273356068.46,2921610697.26,1348066287.55,,607974779.69,-346422410.09,,,,,,,,,,,,,,,,
2014-03-31,261001277.26,260076573.47,,39175896.17,-385914933.45,2062867552.04,720645850.0,0.0,233763806.0,,4030944.89,,,1658651617.0,,-13094483.4,1190657930.89,1190657930.89,1658610000.0,904072864.34,0.1568,,36195558.79,88048470.71,195193744.66,0.0,4389213187.27,,8911951272.66,12545869875.45,10822025265.54,260076573.47,,914650537.64,,,0.0,374449993.59,-670147744.71,331688997.83,377261311.94,7319608521.0,,377490939.19,518157930.89,-880189127.3,45801941.36,,128296430.38,1559464695.93,-71404150.0,23823907.85,4443405943.28,80064475.89,914650537.64,341065753.15,2829748491.34,1723844609.91,,611254745.19,-210041382.59,1658651617.0,0.1568,,,,,,,,,,,,,,
2014-06-30,180743300.15,178255108.76,,38367276.89,516380467.32,2078105990.43,715010100.0,0.0,225727106.43,,4116412.33,,,,,-16926141.62,1441135557.77,1441135557.77,1658610000.0,518157930.89,,,33660780.23,2060467588.8,191255396.83,0.0,4745823719.86,,8925568165.61,12645287351.7,10815923381.99,178255108.76,,894489675.13,,,0.0,381438485.33,307286080.44,281883205.52,278350088.87,7132969429.76,,327892048.69,676135557.77,284936414.01,46008843.17,,134079692.23,1609536444.33,-89922485.29,25633232.33,4256766852.04,63946008.49,894489675.13,244689308.64,3136287275.53,1829363969.71,,553619155.12,-129409165.94,,,,,,,,,,,,,,,,
2014-09-30,234353623.8,232072777.16,,37824079.97,-97732216.76,2093671687.3,719968500.0,0.0,232017063.75,,4014262.4,,,1658847585.0,,-382626381.96,1625403341.01,1625403341.01,1658610000.0,676135557.77,0.1399,,33632857.2,98760000.0,299688734.01,-97000000.0,4529995839.79,,8955813343.28,12698528322.55,10530009513.02,232072777.16,339000000.0,878361921.72,,37824079.97,0.0,378231095.91,-383809028.71,322161576.06,355287127.58,7365042205.92,,363995281.95,578403341.01,-207534556.71,41833705.89,,142977550.89,1629180267.28,-30566150.01,21112249.82,4488839628.2,87300646.58,878361921.72,321654270.38,2900815572.51,2168518809.53,,596012345.7,-162785320.0,1658847585.0,0.1399,,,,,,,,,,,,,,
2014-12-31,191563381.91,190461108.28,,37280883.05,-115458530.1,86654020.68,851436500.0,0.0,237583326.73,,2617029.06,,,,,-114649122.84,559944810.91,559944810.91,1658610000.0,578403341.01,,,33120838.0,400000000.0,227941509.84,97000000.0,3082747116.88,,9122047168.23,11532440474.24,10776578751.25,190461108.28,0.0,876159451.07,,37280883.05,0.0,412507733.26,1178817029.34,299642111.9,297243915.67,7601958513.24,,341099963.86,462944810.91,999533395.87,41457851.96,,175755853.44,1814288565.22,-2016474436.2,20431846.54,4679300737.48,72559695.76,876159451.07,264123077.67,1268458551.66,755861722.99,,578683290.59,-179486549.77,,,,,,,,,,,,,,,,
2015-03-31,232166693.26,223296323.15,,36737686.13,-1110750.14,81331404.02,849694850.0,0.0,236746268.31,,2625573.25,,,1658962282.0,,-20649070.48,608834060.77,608834060.77,1658610000.0,462944810.91,0.1346,,23541843.99,250000000.0,96253630.11,0.0,2825771136.13,,9050793824.41,11527873441.79,10683213470.68,223296323.15,,853314397.8,,36737686.13,0.0,262205451.98,-49957000.01,344997981.63,339765709.63,7825254836.39,,392768682.29,461834060.77,-380053876.02,47770700.66,,180352161.92,1928674792.86,-307448266.66,25568860.95,4902597060.63,84057172.38,853314397.8,316223865.64,897096343.27,844659971.11,,629514950.6,-330326832.91,1658962282.0,0.1346,,,,,,,,,,,,,,
2015-06-30,257062844.7,247599090.69,,36194489.21,87121495.25,66164737.35,845274850.0,0.0,253708603.86,,3409844.37,,,,,-18882222.1,695955556.02,695955556.02,1658610000.0,461834060.77,,,-5536902.97,250000000.0,250285312.66,0.0,3236751582.34,,9048267980.24,11676278132.03,10644769142.71,247599090.69,,872197198.27,,36194489.21,0.0,325977315.39,-97607763.64,272165887.95,305193441.09,7653873627.08,,318724624.94,548955556.02,-153788091.97,46558736.99,,140349696.65,1950540967.91,-135642766.67,24295629.3,4768715851.32,53667499.36,872197198.27,310730344.06,1286210614.43,1031508989.32,,572433228.8,-56373263.33,,,,,,,,,,,,,,,,
2015-09-30,240568746.22,231590170.16,,35651292.29,-161434314.41,46728524.32,949102673.23,0.0,239662761.88,,5424986.47,,,1658955374.0,,-413104897.49,664536019.39,664536019.39,1658610000.0,548955556.02,0.1396,,21203573.03,250000000.0,195049861.95,-100000000.0,3048436865.62,,9154684088.59,11728532161.51,10732106568.98,231590170.16,,853306714.9,,35651292.29,0.0,368743164.66,-26291687.83,344453386.08,347155484.36,7885463797.23,,384306460.26,387521241.61,-254899433.91,39853074.18,,130065130.04,2085737360.97,-29874366.67,17937805.18,5000306021.47,85383165.11,853306714.9,325951911.33,962699504.65,996425592.53,,623969222.14,-248628363.08,1658955374.0,0.1396,,,,,,,,,,,,,,
2015-12-31,237661603.63,235381275.94,,35108095.37,321724320.13,150761215.81,1052648888.09,0.0,240555472.89,,5287282.84,,,,,-9662153.03,906245561.74,906245561.74,1658610000.0,387521241.61,,,-7617602.24,250000000.0,105802970.92,85000000.0,3233917418.04,,9155124461.98,12140702151.14,10918333913.22,235381275.94,17589041.1,1035910440.21,,35108095.37,0.0,428722704.79,-5293480.17,318418062.77,300346275.52,8116573929.83,,360532059.78,709245561.74,-225681651.66,42113997.01,,120283426.83,2164304131.66,-2500000.0,21313233.47,5235687297.42,70302274.13,1035910440.21,307963877.76,1069613286.38,1222368237.92,,601087532.67,-237998107.59,,,,,,,,,,,,,,,,
2016-03-31,248767349.01,254213916.31,,34564898.45,555708085.38,143223119.46,1721224247.39,0.0,257134665.74,,4995089.08,,,1658277341.0,,-27416037.49,1681953647.12,1681953647.12,1658610000.0,709245561.74,0.1533,,26556185.09,100000000.0,307966886.75,0.0,3611873950.28,,9065077168.18,12795966697.53,10793746505.37,254213916.31,,1000546397.92,,34564898.45,0.0,310456816.57,-225900238.88,374191853.78,375656438.85,8370787846.14,,420160930.62,1264953647.12,-372883684.85,45969076.84,,126771941.78,2801768784.48,-219301750.0,21576050.02,5489901213.73,100332904.75,1000546397.92,349100253.76,810105165.8,2002220192.16,,677295596.36,-146995670.97,1658277341.0,0.1533,,,,,,,,,,,,,,
2016-06-30,225442815.17,227447836.73,,34021701.53,313872003.26,155560665.81,1717875663.16,0.0,255484177.32,,5511054.56,,,,,-21430178.71,1775825650.38,1775825650.38,1658610000.0,1264953647.12,,,20147785.1,0.0,333315897.07,0.0,3899171217.73,,8984952061.42,12845463690.52,10696632425.89,227447836.73,,978612863.88,,34021701.53,0.0,310448132.91,138734350.1,288218183.36,304843415.39,8223119657.71,,317223158.12,1578825650.38,101725784.23,29004974.76,,101027561.92,2773113455.73,-104000000.0,20295492.82,5335868750.46,59252815.12,978612863.88,284695630.29,1126057762.0,2148831264.63,,572707335.44,-80176574.21,,,,,,,,,,,,,,,,
2016-09-30,214506294.42,219099629.26,,33478504.61,-739228.34,159663678.97,1645833000.0,0.0,272251512.85,,5738286.15,,,1658589169.0,,-407169259.52,1678086422.04,1678086422.04,1658610000.0,1578825650.38,0.1321,,22080509.8,152767948.58,412128391.2,0.0,3468067825.96,,8890798204.31,12654945471.36,10579072300.59,219099629.26,0.0,952011500.95,,33478504.61,0.0,305526056.23,39950276.98,326054407.27,324146233.54,8442219286.96,,355074414.17,1578086422.04,-14893603.49,29020006.9,,110269642.55,2719862821.31,-109123700.0,25069431.5,5554968379.71,87559429.32,952011500.95,302065723.74,748205004.65,2075873170.77,,627325927.02,-54984943.47,1658589169.0,0.1321,,,,,,,,,,,,,,
2016-12-31,220323992.69,232496167.78,,32935307.69,322726028.94,181768385.44,1649833000.0,0.0,277618584.62,,5276351.92,,,,,-17999111.78,2010812450.98,2010812450.98,1658610000.0,1578086422.04,,,30872096.6,159699086.3,174934950.65,0.0,3700660250.72,,9156140794.35,13120801927.91,10844639291.17,232496167.78,8109200.0,945500137.11,,32935307.69,0.0,440093895.67,115036765.0,315572174.52,340930276.83,8678962620.04,,344188187.03,1900812450.98,-118714979.63,28616012.51,,110904546.06,2754510046.96,-12238050.0,17197212.38,5787464547.5,89734187.54,945500137.11,310058180.23,946150203.76,2276162636.74,,621806771.65,-241898210.63,,,,,,,,,,,,,,,,
2017-03-31,298036251.65,293545766.39,,32392110.77,145287908.25,189434865.64,1686208850.0,0.0,286688037.77,,5119444.28,,,1658450658.0,,-21269458.26,2156100359.23,2156100359.23,1658610000.0,1900812450.98,0.177,,14138582.95,167365566.5,293885954.17,0.0,3643071665.97,,9043814529.7,13374837671.73,10702959789.82,293545766.39,,919795134.08,,32392110.77,0.0,258968770.68,-202235603.82,411447590.27,425297840.85,8972508386.43,,429984782.79,2046100359.23,-388463464.04,18537192.52,,112597824.34,2797637907.84,-2897100.0,15392438.89,6081010313.89,113123006.25,919795134.08,411159257.9,845433758.13,2671877881.91,,716672820.56,-186311976.38,1658450658.0,0.177,,,,,,,,,,,,,,
2017-06-30,217892135.25,230777210.16,,31848913.85,261112851.82,174153117.01,1678208850.0,0.0,309381316.75,,5293199.83,,,,,-18482471.24,2407213211.05,2407213211.05,1658610000.0,2046100359.23,,,30781884.86,143591358.58,224975273.58,0.0,4138640025.09,,9135200880.67,13605037709.47,10840451148.36,230777210.16,,883286682.99,,31848913.85,0.0,314188966.11,158346652.38,342342732.83,367327290.16,8821805296.59,,372136506.85,2307213211.05,-166032179.61,29793774.02,,103544167.38,2888839012.43,-38952200.0,25144347.31,5930307224.05,118653270.05,883286682.99,336545405.3,1249801012.66,2764586561.11,,681517823.6,-224555219.44,,,,,,,,,,,,,,,,
2017-09-30,309241715.6,301659427.16,,31305716.93,-353081759.94,75118697.49,1674584700.0,0.0,296305567.03,,5878720.98,,,1658380578.0,,-407259392.09,1954131451.11,1954131451.11,1658610000.0,2307213211.05,0.1819,0.0,4819614.65,44556939.06,194158012.28,0.0,3762174919.76,,9416482493.42,13537814319.74,11095918379.77,301659427.16,,858293035.77,,31305716.93,0.0,400112052.92,-12629810.54,425537231.92,429413696.73,9123464723.75,,452938754.74,1954131451.11,-341070887.94,27401522.82,,100715149.25,2913803762.56,-113723800.88,24837797.42,6231966651.21,115352366.48,858293035.77,424594082.08,848371157.2,2441895939.97,,749244321.77,-331803674.97,1658380578.0,0.1819,,,,,,,,,,,,,,
2017-12-31,260455057.19,265360688.57,,30762520.01,-124736332.15,112892163.2,1666584700.0,0.0,292383902.32,,7409096.92,,,,,-22329905.68,1829395118.96,1829395118.96,1658610000.0,1954131451.11,,-100000000.0,67269667.85,78327428.46,-49704647.86,0.0,4145963070.19,,9935269068.57,14176003506.16,11835781323.86,265360688.57,0.0,992669714.6,,30762520.01,92707.46,765351783.89,-5577635.06,394825744.02,435393980.36,9379097885.86,,421592236.81,1829395118.96,-581843531.75,26766492.79,,103550779.52,2931506897.28,-2902551.68,17429075.2,6497327339.78,107669255.32,992669714.6,368124312.51,1214456172.91,2340222182.3,,713976139.13,-476814304.82,,,,,,,,,,,,,,,,
2018-03-31,264333984.41,268062776.36,,,301723645.12,126152651.64,1704189100.0,404845417.06,323636916.3,,7124285.65,,,1658804309.0,,-21400303.54,2131118764.08,2131118764.08,1658610000.0,1829395118.96,0.1616,,14727046.41,91587916.9,131373615.94,,4061994367.37,,9900320701.29,14369664013.17,11783761294.92,268062776.36,,974426131.44,,30219323.09,54163.14,506786769.75,74772606.22,383443735.56,387960085.1,9647275823.71,,404807557.81,2131118764.08,-295434398.22,21363822.25,,105097405.32,3027643772.59,-3624150.0,18727963.09,6777955288.75,108899054.28,974426131.44,373233038.69,1034350594.78,2585902718.25,,728444474.11,-370208880.94,1658804309.0,0.1616,,,,,,,,,,,,,,
