date,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,quarterlyOtherIntangibleAssets,quarterlyOperatingExpense,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlySaleOfInvestment,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,quarterlyCapitalStock,quarterlyRepaymentOfDebt,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBeginningCashPosition,quarterlyDilutedEPS,quarterlyTotalRevenue,quarterlyStockBasedCompensation,quarterlyCapitalExpenditure,quarterlyCommonStockIssuance,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyEbitda,quarterlyOperatingIncome,quarterlyAccumulatedDepreciation,quarterlyOperatingCashFlow,quarterlyOtherNonCashItems,quarterlyCurrentAssets,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyPurchaseOfBusiness,quarterlyChangeInWorkingCapital,quarterlyNetPPE,quarterlyOtherCurrentLiabilities,quarterlyPretaxIncome,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyBasicEPS,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyOtherShortTermInvestments,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyTotalAssets,quarterlyBasicAverageShares,quarterlyTotalNonCurrentAssets,quarterlyLongTermDebt,quarterlyFreeCashFlow,quarterlyNetIncome,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncomeContinuousOperations,quarterlyDepreciationAndAmortization,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentDebt,quarterlyDilutedAverageShares,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlyNetIncomeCommonStockholders,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyGrossProfit,quarterlyCashDividendsPaid,quarterlyChangeInAccountPayable,quarterlyDeferredIncomeTax,quarterlyChangeInInventory,quarterlySellingGeneralAndAdministration,quarterlyResearchAndDevelopment,quarterlyChangesInAccountReceivables,quarterlyIncomeTaxPayable,quarterlyCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue
1987-06-30,,,,,,,,,,,,,,0.093319,922414954.0,,,,,922414954.0,922414954.0,,,,,,,,,,,,,,,,0.093319,,,,,,,3382407285.0,,,,,,45051870.0,,,,3382407285.0,,,,,,,,,,,,,,,,,,,,,,,
1987-09-30,,,,,,,,,,,,,,0.09343,923511364.0,,,,,923511364.0,923511364.0,,,,,,,,,,,,,,,,0.09343,,,,,,,2981230237.0,,,,,,45105420.0,,,,2981230237.0,,,,,,,,,,,,,,,,,,,,,,,
1987-12-31,,4261003990.781856,,,689301219.717835,1467823056.601653,,0.0,1981561126.412231,256149513.799112,,,,,21045614522.46799,,,,,-561604296.035748,-2770534092.0,-1238189526.0,,,8510495643.864875,,2121765750.0,5495702208.98207,,,,5561898150.750379,713988576.0,,3895487268.843797,,,,,778521836.883818,2479469731.886909,,14388983081.333258,,5878487437.468383,1272113315.721432,,,320895468.0,1005932656.397167,,3947292788.488562,505103816.536451,,,,,9442994997.47063,-689301219.717835,,,944011691.304592,,,,3565946602.214603,,,,,,,,,,,
1988-03-31,,,,,,,,,,,,,,0.080586,2326039014.0,,,,,2326039014.0,2326039014.0,,,,,,,,,,,,,,,,0.080586,,,,,,,2981230237.0,,,,,,119816736.0,,,,2981230237.0,,,,,,,,,,,,,,,,,,,,,,,
1988-06-30,,,,,,,,,,,,,,0.097453,2531598906.0,,,,,2531598906.0,2531598906.0,,,,,,,,,,,,,,,,0.097453,,,,,,,3382407285.0,,,,,,130492982.0,,,,3382407285.0,,,,,,,,,,,,,,,,,,,,,,,
1988-09-30,,,,,,,,,,,,,,0.100706,2616183944.0,,,,,2616183944.0,2616183944.0,,,,,,,,,,,,,,,,0.100706,,,,,,,2985775236.0,,,,,,134848307.0,,,,2985775236.0,,,,,,,,,,,,,,,,,,,,,,,
1988-12-31,,4837004018.307626,,,641848061.121522,2181666246.215943,,0.0,2534991260.631397,263836582.81678,,,,,18559974039.56725,,,,,-5243948765.679977,-7791283258.256018,-1394831250.0,,,10187795066.311085,,3939606250.0,7145188391.956177,,,,6463224827.01456,,,4466707059.968286,,,,,1539818185.094421,2894487891.019173,,16971943923.886406,,6784148857.575321,1411757153.668733,,,407575000.0,945586635.94551,,4318588276.63255,1598448536.831483,,,,,11463776668.588728,-641848061.121522,,,936542723.799914,,,,4060923309.788093,,,,,,,,,,,
1989-03-31,,,,,,,,,,,,,,0.090931,2719834230.0,,,,,2719834230.0,2719834230.0,,,,,,,,,,,,,,,,0.090931,,,,,,,2985775236.0,,,,,,134924130.0,,,,2985775236.0,,,,,,,,,,,,,,,,,,,,,,,
1989-06-30,,,,,,,,,,,,,,0.120665,2824606730.0,,,,,2824606730.0,2824606730.0,,,,,,,,,,,,,,,,0.120665,,,,,,,3382407285.0,,,,,,140121630.0,,,,3382407285.0,,,,,,,,,,,,,,,,,,,,,,,
1989-09-30,,,,,,,,,,,,,,0.115936,2713997760.0,,,,,2713997760.0,2713997760.0,,,,,,,,,,,,,,,,0.115936,,,,,,,2990615950.0,,,,,,134630100.0,,,,2990615950.0,,,,,,,,,,,,,,,,,,,,,,,
1989-12-31,,3601315917.843389,,,485312467.907574,721885397.946085,,99327213.0,2732079380.616175,243332156.61104,,,,,19426369538.716305,,,,,-5275899893.247754,-8039071716.097561,-1426385957.0,,,9748156562.901155,,4109147425.0,7931276460.205392,,,,7351334820.282413,1987976459.0,,3218743693.838254,,,,,236572930.038511,3449909242.618742,,17419878722.72144,,7671722159.820282,2015601363.928113,,,959994565.0,1015547280.231065,,5170808327.984596,1788491351.091142,,,,,13102084788.189987,-485312467.907574,,,396090677.150193,,,,4382682509.627728,,,,,,,,,,,
1990-03-31,,,,,,,,,,,,,,0.124407,3118850085.0,,,,,3118850085.0,3118850085.0,,,,,,,,,,,,,,,,0.124407,,,,,,,2990615950.0,,,,,,145107121.0,,,,2990615950.0,,,,,,,,,,,,,,,,,,,,,,,
1990-06-30,,,,,,,,,,,,,,0.121474,3045348930.0,,,,,3045348930.0,3045348930.0,,,,,,,,,,,,,,,,0.121474,,,,,,,3382407285.0,,,,,,141687418.0,,,,3382407285.0,,,,,,,,,,,,,,,,,,,,,,,
1990-09-30,,,,,,,,,,,,,,0.113899,2855442720.0,,,,,2855442720.0,2855442720.0,,,,,,,,,,,,,,,,0.113899,,,,,,,2989285236.0,,,,,,132927744.0,,,,2989285236.0,,,,,,,,,,,,,,,,,,,,,,,
1990-12-31,,3944214150.688631,,,837547258.979206,1176789089.927086,,-72975.0,2903966378.611936,246337429.111531,,,,,23435015345.266003,,,,,-5392094430.591412,-8528321813.794221,-1522477425.0,,,9995669052.119904,,4394262600.0,7625199162.84094,,,,7785670402.376452,1970397975.0,,3538813124.493654,,,,,339241830.94788,3386787739.670537,,18106504860.923576,,8110835808.803673,2476043073.183905,,,1256264625.0,1246902538.465028,,5840308533.621388,1392158385.093168,,,,,13465507696.462328,-837547258.979206,,,329388333.783419,,,,4204628004.320821,,,,,,,,,,,
1991-03-31,,,,,,,,,,,,,,0.13381,8984114904.0,,,,,8984114904.0,8984114904.0,,,,,,,,,,,,,,,,0.13381,,,,,,,3341602580.0,,,,447139344.0,,446807392.0,,,,3341602580.0,,,447139344.0,,,,,,,,,,,,,,,,,,,,
1991-06-30,,,,,,,,,,,,,,0.142549,9570873264.0,,,,,9570873264.0,9570873264.0,,,,,,,,,,,,,,,,0.142549,,,,,,,3342222774.0,,,,476430712.0,,475988672.0,,,,3342222774.0,,,476430712.0,,,,,,,,,,,,,,,,,,,,
1991-09-30,,,,,,,,,,,,,,0.13087,8786760570.0,,,,,8786760570.0,8786760570.0,,,,,,,,,,,,,,,,0.13087,,,,,,,3342222774.0,,,,437398185.0,,436992360.0,,,,3342222774.0,,,437398185.0,,,,,,,,,,,,,,,,,,,,
1991-12-31,,4760131638.037499,,,879331218.891509,1374217151.304218,,74711.0,3099328000.449085,246044983.346432,,,,,6021195274.394297,,,,,-23230198086.63261,-26300168447.023315,-1071281029.0,,,10342277197.709667,,9377575298.0,7872041484.22589,,,,8313804067.961528,74711.0,,4342134762.920549,,,,,494885932.412709,3423660023.951199,,18984607237.75308,,8642330040.043411,2361193050.40979,,299760847.491112,3063001578.0,379184197.646795,,5654840668.388159,1126774185.097863,,,,299760847.491112,13526882152.61405,-879331218.891509,,,398425115.078029,,,,4045762396.616893,,,,,,,,,,,
1992-03-31,,,,,,,,,,,,,,0.11614,7513396800.0,,,,,7513396800.0,7513396800.0,,,,,,,,,,,,,,,,0.11614,,,,,,,3381294964.0,,,,392701920.0,,392701920.0,,,,3381294964.0,,,392701920.0,,,,,,,,,,,,,,,,,,,,
1992-06-30,,,,,,,,,,,,,,0.107664,6965089040.0,,,,,6965089040.0,6965089040.0,,,,,,,,,,,,,,,,0.107664,,,,,,,3381294964.0,,,,364043576.0,,364043576.0,,,,3381294964.0,,,364043576.0,,,,,,,,,,,,,,,,,,,,
1992-09-30,,,,,,,,,,,,,,0.104,6728181303.0,,,,,6728181303.0,6728181303.0,,,,,,,,,,,,,,,,0.104,,,,,,,3381318354.0,,,,351657384.0,,351657384.0,,,,3381318354.0,,,351657384.0,,,,,,,,,,,,,,,,,,,,
1992-12-31,,5631803269.986198,,,1375631019.368146,1828735762.061487,,452421585.0,3233234950.631702,237221042.573522,,,,,10817503424.439068,,,,,-17190896390.52461,-17436903397.63789,-5391819270.0,,,10900871718.259445,,14262824250.0,8340390623.815085,,,,8883865287.488813,0.0,,5213842385.451898,,,,,453104742.69334,3514385815.904024,,20131155036.173084,,9230283317.91364,2113652040.707991,,565410736.690034,3042984105.0,630677901.842537,,5443532601.277054,1252627515.811506,,,,565410736.690034,13783923225.092138,-1375631019.368146,,,494524289.809352,,,,4174588294.177423,,,,,,,,,,,
1993-03-31,,,,,,,,,,,,,,0.180654,8897721600.0,,,,,8897721600.0,8897721600.0,,,,,,,,,,,,,,,,0.180654,,,,,,,3013946839.0,,,,364073440.0,,364073440.0,,,,3013946839.0,,,364073440.0,,,,,,,,,,,,,,,,,,,,
1993-06-30,,,,,,,,,,,,,,0.25443,10171833210.0,,,,,10171833210.0,10171833210.0,,,,,,,,,,,,,,,,0.25443,,,,,,,1995384824.0,,,,507685080.0,,507685080.0,,,,1995384824.0,,,507685080.0,,,,,,,,,,,,,,,,,,,,
1993-09-30,,,,,,,,,,,,,,0.260236,10005207000.0,,,,,10005207000.0,10005207000.0,,,,,,,,,,,,,,,,0.260236,,,,,,,2003831717.0,,,,525918000.0,,525918000.0,,,,2003831717.0,,,525918000.0,,,,,,,,,,,,,,,,,,,,
1993-12-31,,6112692015.265369,,,794079921.306432,1553692266.729779,,477859172.0,3619095467.723803,246575735.1636,,,,,7817792262.706349,,,,,-26069137534.34708,-26018761846.51796,-9341286451.0,,,11783933924.028164,,19467473620.0,9513050943.73114,,,,10124187577.658127,4134306351.0,,5688475696.704337,,,,,759612345.423348,4114898290.042009,,22193141840.719482,,10409207916.69132,1952720741.37625,,319883090.172179,4164777491.0,387492565.942844,,6116669043.251879,1760497722.028282,,,,319883090.172179,15629719986.983019,-794079921.306432,,,1201062451.925922,,,,4572256508.490622,,,,,,,,,,,
1994-03-31,,,,,,,,,,,,,,0.115463,8698659840.0,,,,,8698659840.0,8698659840.0,,,,,,,,,,,,,,,,0.115463,,,,,,,3364808153.0,,,,388510720.0,,388510720.0,,,,3364808153.0,,,388510720.0,,,,,,,,,,,,,,,,,,,,
1994-06-30,,,,,,,,,,,,,,0.143957,9631641720.0,,,,,9631641720.0,9631641720.0,,,,,,,,,,,,,,,,0.143957,,,,,,,3376653516.0,,,,486092220.0,,486092220.0,,,,3376653516.0,,,486092220.0,,,,,,,,,,,,,,,,,,,,
1994-09-30,,,,,,,,,,,,,,0.14403,9191937696.0,,,,,9191937696.0,9191937696.0,,,,,,,,,,,,,,,,0.14403,,,,,,,3352630396.0,,,,482878680.0,,482878680.0,,,,3352630396.0,,,482878680.0,,,,,,,,,,,,,,,,,,,,
1994-12-31,,6513429857.886591,,,1230272032.268655,1897041226.959336,,0.0,3808106280.193237,244779513.156043,,,,,19437109177.20407,,,,,-14894492436.228695,-15104849830.34717,-10724359098.0,,,12491404530.744337,,21371004858.0,9140984944.420994,,,,10400579522.536467,0.0,,6253351625.158295,,,,,666769194.690681,4279816800.337695,,23134213779.841473,,10642809249.097134,2632654659.725154,,1021801291.095164,3859572180.0,1100844675.551803,,6987690164.626425,1512023451.057643,,,,1021801291.095164,16128675109.047419,-1230272032.268655,,,1058161437.080812,,,,4773200506.542845,,,,,,,,,,,
1995-03-31,,,,,,,,,,,,,,0.138623,923245440.0,,,,,923245440.0,923245440.0,,,,,,,,,,,,,,,,0.138623,,,,,,,3021196659.0,,,,43140192.0,,43140192.0,,,,3021196659.0,,,43140192.0,,,,,,,,,,,,,,,,,,,,
1995-06-30,,,,,,,,,,,,,,0.137955,918797360.0,,,,,918797360.0,918797360.0,,,,,,,,,,,,,,,,0.137955,,,,,,,311205581.0,,,,42932348.0,,42932348.0,,,,311205581.0,,,42932348.0,,,,,,,,,,,,,,,,,,,,
1995-09-30,,,,,,,,,,,,,,0.140491,935685400.0,,,,,935685400.0,935685400.0,,,,,,,,,,,,,,,,0.140491,,,,,,,315993359.0,,,,43721470.0,,43721470.0,,,,315993359.0,,,43721470.0,,,,,,,,,,,,,,,,,,,,
1995-12-31,,6645070368.996848,,,1336485861.301687,1794434127.57278,,459600963.0,3802175737.066568,242230530.317078,,,,,35173726852.10458,,,,,460043141.739292,499812333.283887,-7083736603.003894,,,12659859308.362692,,17581598043.76043,9055324402.002596,,,,10497861440.756536,3839418939.0,,6419711616.91081,,,,,457948266.271092,4007047329.872056,,23332464166.512146,,10672604858.149452,2644048674.207306,,1643987685.308734,3360320226.0,1722320941.38142,,7070480205.822362,1428075514.555906,,,,1643987685.308734,16125804607.824959,-1336485861.301687,,,1078588679.770072,,,,5172405154.830336,,,,,,,,,,,
1996-03-31,,,,,,,,,,,,,,0.309777,9657018690.0,,,,,9657018690.0,9657018690.0,,,,,,,,,,,,,,,,0.309777,,,,,,,3024391658.0,,,,390801630.0,,390801630.0,,,,3024391658.0,,,390801630.0,,,,,,,,,,,,,,,,,,,,
1996-06-30,,,,,,,,,,,,,,0.352464,11148298920.0,,,,,11148298920.0,11148298920.0,,,,,,,,,,,,,,,,0.352464,,,,,,,1263546125.0,,,,445354200.0,,445354200.0,,,,1263546125.0,,,445354200.0,,,,,,,,,,,,,,,,,,,,
1996-09-30,,,,,,,,,,,,,,0.18669,11054021800.0,,,,,11054021800.0,11054021800.0,,,,,,,,,,,,,,,,0.18669,,,,,,,3350493350.0,,,,625502900.0,,625502900.0,,,,3350493350.0,,,625502900.0,,,,,,,,,,,,,,,,,,,,
1996-12-31,,7004941894.71521,,,1806617306.572593,2322597116.142069,,511971084.0,3880168167.962462,253174093.228756,,,,,14226221937.034628,,,,,-27707113200.137,-28151543809.446175,-7607606312.292359,,,13994748381.68305,,18524363136.623627,9787105027.913828,,,,10916756824.331266,4183266555.0,,6815061324.793643,,,,,515979809.569476,4275064715.552968,,25094506045.141624,,11099757663.458574,2955532349.21396,,752029015.751618,4347656517.0,863480654.618625,,7706674435.729698,1696541613.864438,,,,752029015.751618,17493779463.643524,-1806617306.572593,,,1206704781.313149,,,,5374445696.475665,,,,,,,,,,,
1997-03-31,,,,,,,,,,,,,,0.12344,10714668030.0,,,,,10714668030.0,10714668030.0,,,,,,,,,,,,,,,,0.12344,,,,,,,3373140582.0,,,,416379810.0,,416379810.0,,,,3373140582.0,,,416379810.0,,,,,,,,,,,,,,,,,,,,
1997-06-30,,,,,,,,,,,,,,1.11444,12197135400.0,,,,,12197135400.0,12197135400.0,,,,,,,,,,,,,,,,1.11444,,,,,,,3365434400.0,,,,3750574750.0,,3750574750.0,,,,3365434400.0,,,3750574750.0,,,,,,,,,,,,,,,,,,,,
1997-09-30,,,,,,,,,,,,,,0.360391,11581942960.0,,,,,11581942960.0,11581942960.0,,,,,,,,,,,,,,,,0.360391,,,,,,,3377127127.0,,,,1217087060.0,,1217087060.0,,,,3377127127.0,,,1217087060.0,,,,,,,,,,,,,,,,,,,,
1997-12-31,,11024737552.073002,,,5022447232.691926,8796045377.90121,,3995814186.0,3579733485.41956,261491866.693116,,,,,9549902446.363817,,,,,-27578936970.418568,-34586618432.43008,-6995658847.450903,,,20388851467.962708,,16026145209.283873,9762363023.20968,,,,9030486361.83297,4753813428.0,,10883471830.985914,,,,,3773598145.209284,3824694257.091847,,29566614858.163063,,9177763390.200357,2598387571.910335,,-457221962.328903,3565541889.0,-311447760.781591,,8190406169.410831,1414160037.690934,,,,-457221962.328903,17952769192.62051,-5022447232.691926,,,2013787938.901012,,,,4675294237.254513,,,,,,,,,,,
1998-03-31,,,,,,,,,,,,,,0.1917,10749360270.0,,,,,10749360270.0,10749360270.0,,,,,,,,,,,,,,,,0.1917,,,,,,,3647195583.0,,,,699168030.0,,699168030.0,,,,3647195583.0,,,699168030.0,,,,,,,,,,,,,,,,,,,,
1998-06-30,,12091117000.0,208561750.0,,4479979250.0,4479979250.0,,0.0,8946297250.0,,,,,0.197132,11045576000.0,,,,,1026415250.0,1026415250.0,-6981445200.0,,,16696779750.0,,15899509200.0,8946297250.0,,,,8918064000.0,0.0,1016397000.0,3882800475.0,313298000.0,0.197132,,10019160750.0,,,,25823405500.0,3566643567.0,9126625750.0,,,703099000.0,4336080750.0,703099000.0,,4336080750.0,,3566643567.0,,,703099000.0,13282378000.0,0.0,,,,,,49180500.0,5090181750.0,1026415250.0,,,,,,,,,,
1998-09-30,,,,,,,,,,,,,,0.282564,10304669760.0,,,,,10304669760.0,10304669760.0,,,,,,,,,,,,,,,,0.282564,,,,,,,3501501502.0,,,,989397640.0,,989397640.0,,,,3501501502.0,,,989397640.0,,,,,,,,,,,,,,,,,,,,
1998-12-31,,4623852967.051208,283064154.701635,,5444739015.685949,10372885949.041414,,0.0,3484519744.377127,253342418.457963,,,,,7927390577.430492,,,,,-25687893114.16217,-26347432594.61698,-6947809677.151631,,,21845476139.09868,,15128363748.028881,17957589974.271725,,,,8180554070.877251,0.0,,4615361042.410159,,,,,4928146933.355465,3719462992.779484,,30457703045.895924,,8612226906.797245,2277251124.574653,,509006746.131629,5047406136.0,646292861.161922,,7348345456.054444,2322541389.326915,,,,509006746.131629,25305935430.326168,-5444739015.685949,,,1358707942.567848,,,,4742739912.025894,,,,,,,,,,,
1999-03-31,,,,,,,,,,,,,,0.185602,10014902140.0,,,,,10014902140.0,10014902140.0,,,,,,,,,,,,,,,,0.188696,,,,,,,3652833161.0,,,,689273480.0,,689273480.0,,,,3713713714.0,,,689273480.0,,,,,,,,,,,,,,,,,,,,
1999-06-30,,7456748000.0,471359200.0,,6959309500.0,6959309500.0,,0.0,9776839800.0,,,,,0.205853,11442051400.0,,,,,1132034800.0,1132034800.0,-7404203040.0,,,19938107800.0,,16118552840.0,9776839800.0,,,,8714349800.0,0.0,1104023700.0,-7491906760.0,370905600.0,0.212286,,10310016600.0,,,,29123816800.0,3453453453.0,9185709000.0,6956411800.0,,733118100.0,4433481000.0,733118100.0,,11389892800.0,,3561373874.0,,,733118100.0,21166732600.0,0.0,,,,,,17386200.0,5196542000.0,1132034800.0,,,,,,,,,,
1999-09-30,-684929960.0,7742247840.0,523756800.0,,6210259200.0,6210259200.0,,0.0,9464098320.0,,,,6959309500.0,0.264731,10950258240.0,,,,-1737346940.0,1373926320.0,1373926320.0,-7169482368.0,1622369560.0,815463360.0,18796322160.0,,15754417488.0,9464098320.0,-799907340.0,,,8584935120.0,0.0,1289751120.0,-6876552672.0,437711040.0,0.27096,,9576331920.0,,,,27905014080.0,3144523834.0,9108691920.0,5647220640.0,1622369560.0,852040080.0,4564166400.0,852040080.0,,10211387040.0,,3218512630.0,,41152320.0,852040080.0,19675485360.0,0.0,6210259200.0,-684929960.0,,,-1471620940.0,14029200.0,4943890080.0,1373926320.0,-265726000.0,,,,,,,,,
1999-12-31,8310624670.883914,7626730555.196066,643063284.586515,,3993422997.282257,5469253235.408309,,0.0,4051298692.895043,281340187.0066,,-969342766.0,6210259200.0,,11284286960.320953,,,,-519163959.0,1635942937.176136,1425339711.474052,-7335744418.920668,-6927752151.380872,-1566731608.0,18269427915.102886,,16152142050.601786,12126565889.090202,560246829.310211,,,8816397631.681118,5137993679.0,1245858964.793581,6538345946.033389,328706986.742591,,,-7612942893.0,1475830238.126052,4212064514.041672,,27870362753.979553,,9600934838.876665,1852022259.609163,-8318376504.299211,703333435.925974,4891931275.0,917151978.05099,,7408089038.436651,2933976235.925974,,,,703333435.925974,19534654927.526855,-3993422997.282257,2535276999.482335,6334812728.991847,1270049987.058367,,134625779.0,23642788.0,5120391403.520124,16419407343.0,-507901366.0,,,,,,,,,
