date,quarterlyBasicAverageShares,quarterlyNetPPE,quarterlyInterestExpense,quarterlyOtherIncomeExpense,quarterlyCurrentDebt,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyCommonStockIssuance,quarterlyInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,quarterlyOperatingCashFlow,quarterlyPretaxIncome,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyTaxProvision,quarterlyPurchaseOfBusiness,quarterlyChangesInAccountReceivables,quarterlyTotalNonCurrentAssets,quarterlyOtherShortTermInvestments,quarterlyFreeCashFlow,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,quarterlyTotalAssets,quarterlySaleOfInvestment,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyBasicEPS,quarterlyAccountsPayable,quarterlyPurchaseOfInvestment,quarterlyStockBasedCompensation,quarterlyTotalRevenue,quarterlyEbitda,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyInvestingCashFlow,quarterlyNetIncomeCommonStockholders,quarterlyEndCashPosition,quarterlyCashDividendsPaid,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyRepurchaseOfCapitalStock,quarterlyRetainedEarnings,quarterlyOtherNonCashItems,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInWorkingCapital,quarterlyDilutedAverageShares,quarterlyOperatingIncome,quarterlyDeferredIncomeTax,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyDilutedEPS,quarterlyOperatingExpense,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOtherNonCurrentLiabilities,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherCurrentAssets,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyNetOtherInvestingChanges,quarterlyChangeInInventory,quarterlyInventory,quarterlyResearchAndDevelopment
2008-09-30,140400000.0,75900000.0,5400000.0,10400000,238000000.0,132400000.0,-2700000.0,,,100000.0,-246300000.0,58200000,-130300000.0,0.0,153100000.0,,22600000,-14700000.0,91100000.0,748900000.0,425000000.0,-249000000.0,31700000.0,14200000.0,3690500000.0,,18700000.0,493000000.0,68000000.0,1400000.0,198300000.0,0.25,75100000.0,,5700000.0,472400000,77800000,-14400000.0,109400000,-17400000.0,35600000,68000000.0,-8400000.0,,,-500000.0,274000000.0,-1900000.0,2921300000.0,57500000.0,-292200000.0,142200000.0,52700000,800000.0,2478800000.0,2941600000.0,363000000,175400000.0,488200000.0,321500000.0,0.25,56700000,35600000,35600000,61000000.0,324000000.0,,16000000.0,-114400000.0,442500000.0,60300000.0,769200000.0,56700000,0.0,,,
2008-12-31,140200000.0,70900000.0,2900000.0,0,,-283100000.0,-5200000.0,,,0.0,523200000.0,48600000,233900000.0,0.0,147000000.0,,18700000,0.0,34300000.0,721100000.0,83600000.0,518000000.0,29600000.0,13900000.0,2402600000.0,,-5100000.0,382700000.0,299100000.0,1400000.0,68000000.0,0.21,81500000.0,,10100000.0,459200000,65400000,7200000.0,113400000,-5200000.0,29900000,299100000.0,-9900000.0,,,-11200000.0,294000000.0,3600000.0,1638200000.0,52600000.0,469200000.0,141300000.0,48600000,-3500000.0,1205600000.0,1681500000.0,345800000,157500000.0,473600000.0,280600000.0,0.21,64800000,29900000,29900000,56000000.0,324000000.0,,15700000.0,-8700000.0,432600000.0,85700000.0,764400000.0,66200000,0.0,,,
2009-03-31,139500000.0,68900000.0,400000.0,3200000,800000.0,-14300000.0,-7500000.0,,,0.0,34200000.0,54000000,12200000.0,0.0,145700000.0,,13100000,-200000.0,-57900000.0,714100000.0,149700000.0,26700000.0,28900000.0,13900000.0,2444200000.0,,-9100000.0,460000000.0,310300000.0,1400000.0,299100000.0,0.29,73800000.0,,6600000.0,481200000,68300000,-6400000.0,108500000,-7700000.0,40900000,310300000.0,-9800000.0,,,-6200000.0,325100000.0,-6900000.0,1651900000.0,53600000.0,-22700000.0,141200000.0,57200000,2400000.0,1217800000.0,1730100000.0,372700000,178100000.0,470600000.0,342500000.0,0.29,51300000,40900000,40900000,56500000.0,324000000.0,,83000000.0,500000.0,434100000.0,125200000.0,792300000.0,51300000,0.0,,,
2009-06-30,,75400000.0,14500000.0,-5800000,,-23600000.0,-14500000.0,,,300000.0,47700000.0,185500000,-33200000.0,0.0,143300000.0,-290700000.0,68600000,-45900000.0,-35800000.0,771100000.0,246500000.0,33200000.0,41300000.0,14300000.0,2774700000.0,,6900000.0,527400000.0,280900000.0,1400000.0,310300000.0,,75300000.0,,7300000.0,736500000,214300000,-400000.0,243900000,-60400000.0,116900000,280900000.0,-9800000.0,,366100000.0,-17600000.0,432300000.0,3800000.0,1865700000.0,50900000.0,-102300000.0,,193200000,8000000.0,1420700000.0,2003600000.0,492600000,222700000.0,511100000.0,381000000.0,,50700000,116900000,116900000,70000000.0,324100000.0,,34600000.0,0.0,445000000.0,83900000.0,909000000.0,50700000,0.0,,,
2009-09-30,138100000.0,71300000.0,3000000.0,-1200000,,-45100000.0,-3700000.0,,,100000.0,-2200000.0,42300000,-49400000.0,0.0,138900000.0,,15900000,0.0,72700000.0,762600000.0,191000000.0,-5900000.0,39100000.0,14300000.0,2886200000.0,,10700000.0,422500000.0,231500000.0,1400000.0,280900000.0,0.19,77000000.0,,6000000.0,457900000,59600000,1700000.0,102500000,-3700000.0,26400000,231500000.0,-9800000.0,,,-71900000.0,439700000.0,1000000.0,2018500000.0,51100000.0,-47600000.0,140400000.0,46100000,-2200000.0,1572000000.0,2123600000.0,355400000,177100000.0,513300000.0,307900000.0,0.19,56400000,26400000,26400000,71300000.0,324100000.0,,46700000.0,0.0,446500000.0,110300000.0,867700000.0,56400000,0.0,,,
2009-12-31,135700000.0,75600000.0,2400000.0,-800000,,-86400000.0,-10500000.0,,,600000.0,393300000.0,68500000,291100000.0,1144400000.0,126000000.0,,17000000,-5800000.0,-6800000.0,715700000.0,,382800000.0,27700000.0,13900000.0,2695700000.0,,13700000.0,147100000.0,147100000.0,1400000.0,231500000.0,0.25,70200000.0,,7300000.0,529700000,84800000,-7400000.0,130000000,-16300000.0,33600000,522600000.0,-19000000.0,,,-60000000.0,454400000.0,1800000.0,1849000000.0,50500000.0,65500000.0,139500000.0,71600000,-18600000.0,1420400000.0,1980000000.0,399700000,181800000.0,486400000.0,314600000.0,0.24,58400000,33600000,51500000,54000000.0,324100000.0,,24000000.0,0.0,428600000.0,1518300000.0,846700000.0,58400000,0.0,,,
2010-03-31,134800000.0,75500000.0,2500000.0,-200000,,-15700000.0,-14800000.0,,,2200000.0,-189500000.0,48400000,-216800000.0,1185900000.0,124300000.0,,17600000,-5500000.0,-40900000.0,725700000.0,,-204300000.0,34300000.0,14300000.0,2863900000.0,,7000000.0,177900000.0,177900000.0,1400000.0,522600000.0,0.18,94400000.0,,7700000.0,490800000,65200000,20800000.0,109900000,-20300000.0,24900000,305800000.0,-18800000.0,,,-10600000.0,460400000.0,2000000.0,2006900000.0,48400000.0,6100000.0,138800000.0,49900000,3300000.0,1579500000.0,2138200000.0,380900000,202400000.0,491600000.0,354500000.0,0.18,60000000,24900000,30800000,54900000.0,324100000.0,,96800000.0,0.0,427400000.0,1605800000.0,857000000.0,60000000,0.0,,,
2010-06-30,,87400000.0,2300000.0,1100000,,-130900000.0,-24100000.0,,,-2700000.0,292000000.0,182700000,106800000.0,99100000.0,159000000.0,-296000000.0,66500000,-23900000.0,2800000.0,802000000.0,,267900000.0,46100000.0,14500000.0,1794400000.0,,-1400000.0,412600000.0,412600000.0,1500000.0,305800000.0,,91300000.0,,6300000.0,750500000,199500000,-5200000.0,253200000,-48000000.0,105100000,412600000.0,-19000000.0,,383400000.0,-126400000.0,546900000.0,-3700000.0,987300000.0,47800000.0,22400000.0,,183400000,20900000.0,486400000.0,992400000.0,497300000,261200000.0,509500000.0,354300000.0,,69800000,105100000,116200000,72800000.0,324100000.0,56200000.0,34800000.0,0.0,500900000.0,225500000.0,807100000.0,69800000,0.0,,,
2010-09-30,126500000.0,86500000.0,2400000.0,-400000,,-130200000.0,-7100000.0,,,-100000.0,-13000000.0,20900000,-231900000.0,35500000.0,162400000.0,,7600000,-77400000.0,64500000.0,879000000.0,,-20100000.0,69300000.0,15600000.0,1519300000.0,,5300000.0,180700000.0,180700000.0,1500000.0,412600000.0,0.11,70500000.0,,6200000.0,421400000,38900000,-21700000.0,84800000,-84500000.0,13300000,180700000.0,-18800000.0,,,-115300000.0,541400000.0,1600000.0,794700000.0,56400000.0,-60100000.0,129600000.0,23300000,-1100000.0,292300000.0,640300000.0,336600000,160300000.0,560800000.0,293700000.0,0.1,61500000,13300000,13300000,75700000.0,324200000.0,46100000.0,26000000.0,,502400000.0,165900000.0,724600000.0,61500000,0.0,,,
2010-12-31,125000000.0,84600000.0,2400000.0,-400000,,-19400000.0,-9200000.0,,,700000.0,52500000.0,16500000,7100000.0,16300000.0,169600000.0,,5900000,-18300000.0,2500000.0,907000000.0,,43300000.0,74000000.0,16500000.0,1515000000.0,,10200000.0,187800000.0,187800000.0,1500000.0,180700000.0,0.08,76500000.0,,8700000.0,442300000,35400000,1100000.0,85700000,-27500000.0,10400000,187800000.0,-18900000.0,,,-5500000.0,533200000.0,0.0,786300000.0,54600000.0,16600000.0,128500000.0,18800000,-800000.0,287600000.0,608000000.0,356600000,170400000.0,578800000.0,291300000.0,0.08,66900000,10400000,10600000,75300000.0,324200000.0,44600000.0,24400000.0,,498700000.0,128900000.0,728700000.0,66900000,0.0,,,
2011-03-31,124200000.0,84600000.0,7300000.0,-1400000,440000000.0,158400000.0,-13700000.0,,18300000.0,900000.0,14500000.0,51100000,-36500000.0,12600000.0,24300000.0,,18500000,-197600000.0,-94800000.0,1147800000.0,,800000.0,146000000.0,19200000.0,1853400000.0,,18900000.0,151300000.0,151300000.0,1500000.0,187800000.0,0.24,109800000.0,,8300000.0,527100000,77600000,20000000.0,120500000,-211300000.0,29700000,151300000.0,-18700000.0,63300000.0,,-82000000.0,544600000.0,800000.0,1161100000.0,51500000.0,-42800000.0,128200000.0,53600000,-5800000.0,855100000.0,705600000.0,406600000,33100000.0,733400000.0,395300000.0,0.23,66900000,29700000,32600000,71300000.0,124200000.0,59000000.0,99500000.0,,306000000.0,128100000.0,692300000.0,66900000,0.0,,,
2011-06-30,123500000.0,83100000.0,7600000.0,0,400000000.0,-54100000.0,-17300000.0,,,2300000.0,160300000.0,181200000,90200000.0,0.0,186700000.0,-321500000.0,65900000,-200000.0,-12000000.0,1152600000.0,,143000000.0,147200000.0,6100000.0,1904000000.0,,16100000.0,241500000.0,241500000.0,1500000.0,151300000.0,0.94,119000000.0,,6800000.0,776100000,194900000,9100000.0,258800000,-17500000.0,116200000,241500000.0,-18400000.0,23700000.0,404600000.0,-19300000.0,642200000.0,161800000.0,1106700000.0,47300000.0,-2200000.0,126800000.0,184100000,20500000.0,782700000.0,751400000.0,517300000,104500000.0,735600000.0,406600000.0,0.92,74700000,116200000,115300000,81100000.0,124300000.0,71300000.0,33400000.0,,324000000.0,103300000.0,797300000.0,74700000,0.0,,,
2011-09-30,123700000.0,78900000.0,2600000.0,-600000,0.0,66900000.0,-6600000.0,,,-2100000.0,23300000.0,26200000,11300000.0,0.0,204700000.0,,9500000,-72700000.0,82900000.0,1241900000.0,,16700000.0,165200000.0,16400000.0,1927200000.0,,11700000.0,252800000.0,252800000.0,1500000.0,241500000.0,0.14,93500000.0,,5500000.0,476400000,45200000,-26100000.0,93600000,-79300000.0,16700000,252800000.0,-18500000.0,3900000.0,,-9800000.0,639100000.0,-1100000.0,1134700000.0,60100000.0,-14000000.0,126700000.0,28900000,-4400000.0,293600000.0,685300000.0,382800000,147600000.0,793100000.0,328500000.0,0.13,64700000,16700000,16700000,98700000.0,614300000.0,68000000.0,29100000.0,-400000000.0,841100000.0,104000000.0,792500000.0,64700000,0.0,,,
2011-12-31,123700000.0,78500000.0,3900000.0,-9700000,0.0,-60400000.0,-15000000.0,,13300000.0,-2100000.0,64800000.0,10600000,-14600000.0,42700000.0,50300000.0,,3800000,400000.0,31200000.0,1262000000.0,,49800000.0,160900000.0,18200000.0,1896900000.0,,6300000.0,238200000.0,238200000.0,1500000.0,252800000.0,0.05,92600000.0,,8300000.0,479800000,32700000,-200000.0,97200000,-14600000.0,6800000,238200000.0,-39600000.0,300000.0,,-10900000.0,625800000.0,-500000.0,1113100000.0,52800000.0,28300000.0,127200000.0,23700000,-10500000.0,300800000.0,634900000.0,382600000,20000000.0,789300000.0,296600000.0,0.05,73500000,6800000,6800000,101800000.0,594300000.0,63400000.0,38100000.0,-20000000.0,812300000.0,100100000.0,783800000.0,73500000,0.0,,,
2012-03-31,124000000.0,78500000.0,3600000.0,-23800000,0.0,-27000000.0,-10800000.0,,,600000.0,14500000.0,28800000,-19400000.0,44000000.0,242900000.0,,10700000,-100000.0,-92100000.0,1264700000.0,,3700000.0,152800000.0,20400000.0,2014300000.0,,11600000.0,218800000.0,218800000.0,1500000.0,238200000.0,0.14,107100000.0,,7800000.0,547000000,52800000,18300000.0,126200000,-8800000.0,16700000,218800000.0,-100000.0,1000000.0,,-15100000.0,622700000.0,-1300000.0,1213500000.0,38200000.0,-52700000.0,128400000.0,55600000,-2100000.0,438300000.0,749600000.0,420800000,28300000.0,790500000.0,388500000.0,0.13,70600000,16700000,18100000,107500000.0,564300000.0,65200000.0,136700000.0,-30000000.0,775200000.0,142300000.0,800800000.0,70600000,2100000.0,,,
2012-06-30,,79000000.0,3400000.0,-41800000,0.0,-68200000.0,-14300000.0,,,1000000.0,181600000.0,135300000,101700000.0,0.0,207900000.0,-339900000.0,51900000,0.0,12700000.0,1210200000.0,,167300000.0,143300000.0,18200000.0,1987600000.0,0.0,3500000.0,320500000.0,320500000.0,1500000.0,218800000.0,,102200000.0,,6700000.0,800300000,156900000,-4400000.0,271400000,-7800000.0,83400000,320500000.0,-19900000.0,42900000.0,418900000.0,-15800000.0,686100000.0,129500000.0,1137100000.0,38300000.0,23900000.0,,180300000,8600000.0,410300000.0,777400000.0,528900000,58200000.0,780000000.0,370700000.0,,91100000,83400000,83400000,100900000.0,524400000.0,63200000.0,47500000.0,-40000000.0,726800000.0,86200000.0,850500000.0,91100000,6500000.0,,,
2012-09-30,124000000.0,76300000.0,3500000.0,-1300000,,-86900000.0,-8100000.0,,,-300000.0,-15600000.0,28600000,-108700000.0,0.0,216300000.0,,10300000,0.0,51400000.0,1209600000.0,,-23700000.0,135200000.0,19000000.0,1830500000.0,,8300000.0,211800000.0,211800000.0,1500000.0,320500000.0,0.15,88900000.0,,4500000.0,495800000,51100000,-13300000.0,105800000,-8100000.0,18300000,211800000.0,-20300000.0,18900000.0,,-76100000.0,682500000.0,5100000.0,1041000000.0,36900000.0,-62200000.0,127100000.0,32900000,-5000000.0,313600000.0,620900000.0,390000000,41100000.0,781800000.0,321400000.0,0.14,72900000,18300000,18300000,105000000.0,524400000.0,61100000.0,50600000.0,0.0,727400000.0,87700000.0,789500000.0,72900000,0.0,,,
2012-12-31,122000000.0,76500000.0,3400000.0,-700000,,-31300000.0,-10900000.0,,17700000.0,-500000.0,89100000.0,24700000,47300000.0,18900000.0,24400000.0,,8900000,0.0,15400000.0,1202600000.0,,78200000.0,126800000.0,18000000.0,1856200000.0,,9200000.0,259100000.0,259100000.0,1500000.0,211800000.0,0.13,97700000.0,,8400000.0,493200000,46100000,8800000.0,105600000,-10900000.0,15800000,259100000.0,-22000000.0,15400000.0,,-16600000.0,676300000.0,10600000.0,1072800000.0,41700000.0,45800000.0,125500000.0,28400000,-3500000.0,344400000.0,653600000.0,387600000,20800000.0,782600000.0,305200000.0,0.13,77200000,15800000,15800000,106000000.0,524400000.0,56300000.0,48400000.0,0.0,728400000.0,89300000.0,783400000.0,77200000,0.0,,,
2013-03-31,121200000.0,80900000.0,3500000.0,-700000,,-57500000.0,-16600000.0,,18100000.0,600000.0,-1200000.0,67700000,-76900000.0,14000000.0,30100000.0,,24300000,0.0,-107400000.0,1210600000.0,,-17800000.0,121900000.0,16300000.0,1921900000.0,,2800000.0,182200000.0,182200000.0,1500000.0,259100000.0,0.36,130200000.0,,8200000.0,576700000,87500000,32700000.0,150500000,-16600000.0,43400000,182200000.0,-21900000.0,12800000.0,,-46000000.0,698100000.0,8300000.0,1150900000.0,42800000.0,-83800000.0,125000000.0,71500000,7200000.0,449200000.0,711300000.0,426200000,27600000.0,777800000.0,412200000.0,0.35,79000000,43400000,43400000,80900000.0,524500000.0,53500000.0,127700000.0,0.0,701700000.0,116900000.0,771000000.0,79000000,0.0,,,
2013-06-30,120600000.0,80900000.0,3300000.0,-1300000,,-97500000.0,-15300000.0,,20900000.0,5000000.0,198600000.0,202200000,83800000.0,12100000.0,28300000.0,-343600000.0,67600000,0.0,-32600000.0,1211200000.0,,183300000.0,120600000.0,16100000.0,2018200000.0,0.0,4200000.0,266000000.0,266000000.0,1600000.0,182200000.0,1.12,143100000.0,,6000000.0,865100000,221600000,13100000.0,301100000,-16400000.0,134600000,266000000.0,-21600000.0,51800000.0,424500000.0,-99800000.0,811300000.0,11400000.0,1202200000.0,40200000.0,17600000.0,123800000.0,206600000,15400000.0,469500000.0,807000000.0,564000000,49200000.0,778400000.0,442400000.0,1.09,94500000,134600000,134600000,96800000.0,524500000.0,71200000.0,49200000.0,0.0,732700000.0,98600000.0,816000000.0,94500000,-1100000.0,,,
2013-09-30,119100000.0,82100000.0,4600000.0,-500000,,-27300000.0,-13300000.0,,22300000.0,-3300000.0,-5400000.0,69300000,-82900000.0,12800000.0,29000000.0,,24900000,-37700000.0,74700000.0,1250600000.0,,-18700000.0,125300000.0,16400000.0,1907200000.0,,2500000.0,183100000.0,183100000.0,1600000.0,266000000.0,0.37,110500000.0,,4800000.0,545200000,90300000,-32200000.0,147700000,-51000000.0,44400000,183100000.0,-21500000.0,27700000.0,,-7900000.0,831100000.0,4300000.0,1069200000.0,43600000.0,-74700000.0,123100000.0,74200000,400000.0,338100000.0,656600000.0,397500000,24300000.0,809300000.0,372200000.0,0.36,73500000,44400000,44400000,94200000.0,524000000.0,69300000.0,55800000.0,-400000000.0,731100000.0,101300000.0,838000000.0,73500000,0.0,,,
