date,annualAccountsReceivable,quarterlyOperatingCashFlow,annualLongTermDebt,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,annualCashDividendsPaid,trailingCashDividendsPaid,annualPretaxIncome,annualSaleOfInvestment,annualNonCurrentDeferredRevenue,quarterlyDilutedEPS,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,trailingInvestingCashFlow,annualOtherNonCashItems,annualDepreciationAndAmortization,annualStockholdersEquity,quarterlyCurrentAccruedExpenses,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyAccountsReceivable,quarterlyCostOfRevenue,annualTotalAssets,annualCashFlowFromContinuingFinancingActivities,annualDilutedAverageShares,quarterlyOtherIncomeExpense,quarterlyInvestmentsAndAdvances,annualDilutedEPS,trailingChangeInWorkingCapital,quarterlyNetIncome,quarterlyLongTermDebt,annualRetainedEarnings,annualPurchaseOfInvestment,trailingOperatingIncome,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,trailingOperatingCashFlow,trailingTotalRevenue,trailingOtherIncomeExpense,annualOperatingIncome,quarterlyOperatingExpense,quarterlyCashDividendsPaid,annualCommonStockIssuance,annualOtherShortTermInvestments,annualEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyBasicAverageShares,trailingEndCashPosition,trailingCashFlowFromContinuingFinancingActivities,trailingRepaymentOfDebt,annualBasicAverageShares,quarterlyBeginningCashPosition,annualCurrentLiabilities,annualOtherIncomeExpense,quarterlyCapitalStock,annualAccountsPayable,annualEbitda,annualNetPPE,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingNetOtherInvestingChanges,annualOperatingCashFlow,quarterlyCashAndCashEquivalents,annualCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyFreeCashFlow,annualOtherNonCurrentLiabilities,annualNetOtherInvestingChanges,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,quarterlyChangesInAccountReceivables,quarterlyNetOtherFinancingCharges,quarterlyTotalNonCurrentAssets,annualInvestmentsAndAdvances,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,annualCashCashEquivalentsAndMarketableSecurities,trailingPretaxIncome,annualGainsLossesNotAffectingRetainedEarnings,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,trailingCapitalExpenditure,annualCurrentAssets,quarterlySaleOfInvestment,annualBeginningCashPosition,trailingOperatingExpense,annualInterestExpense,annualChangesInAccountReceivables,trailingBeginningCashPosition,quarterlyGrossPPE,trailingChangesInAccountReceivables,annualAccumulatedDepreciation,annualSellingGeneralAndAdministration,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,annualRepurchaseOfCapitalStock,quarterlyRepurchaseOfCapitalStock,trailingNetIncomeContinuousOperations,annualGrossPPE,trailingChangeInCashSupplementalAsReported,annualOtherNonCurrentAssets,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualOtherCurrentLiabilities,annualNetIncomeCommonStockholders,trailingNetOtherFinancingCharges,quarterlyBasicEPS,annualNetOtherFinancingCharges,quarterlyNetOtherInvestingChanges,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualTaxProvision,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,trailingInterestExpense,quarterlyGrossProfit,annualCurrentAccruedExpenses,annualChangeInCashSupplementalAsReported,annualCapitalExpenditure,trailingGrossProfit,annualRepaymentOfDebt,annualTotalRevenue,annualCostOfRevenue,annualOtherCurrentAssets,quarterlySellingGeneralAndAdministration,annualCapitalStock,quarterlyCurrentLiabilities,trailingFreeCashFlow,trailingCommonStockIssuance,quarterlyPretaxIncome,trailingCostOfRevenue,annualFreeCashFlow,annualCurrentDebt,quarterlyPurchaseOfBusiness,quarterlyRepaymentOfDebt,quarterlyCurrentAssets,quarterlyNetPPE,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyEbitda,annualGrossProfit,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,annualTotalNonCurrentAssets,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyCapitalExpenditure,trailingDepreciationAndAmortization,quarterlyDilutedAverageShares,annualPurchaseOfBusiness,quarterlyTotalRevenue,trailingPurchaseOfBusiness,quarterlyOperatingIncome,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInWorkingCapital,trailingNetIncome,annualBasicEPS,annualTotalLiabilitiesNetMinorityInterest,annualNetIncome,trailingOtherNonCashItems,trailingSellingGeneralAndAdministration,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,annualOperatingExpense,annualNetIncomeContinuousOperations,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,quarterlyIncomeTaxPayable,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualGoodwill,annualChangeInInventory,trailingTaxProvision,annualIncomeTaxPayable,annualInventory,annualStockBasedCompensation,trailingDeferredIncomeTax,trailingResearchAndDevelopment,quarterlyDeferredIncomeTax,trailingSaleOfInvestment,quarterlyNonCurrentDeferredTaxesLiabilities,trailingDilutedEPS,trailingPurchaseOfInvestment,annualResearchAndDevelopment,quarterlyInventory,trailingDilutedAverageShares,annualNonCurrentDeferredTaxesLiabilities,annualCurrentDeferredRevenue,quarterlyStockBasedCompensation,quarterlyOtherIntangibleAssets,annualDeferredIncomeTax,trailingStockBasedCompensation,annualOtherIntangibleAssets,trailingChangeInInventory,quarterlyChangeInInventory,quarterlyGoodwill,trailingBasicEPS
1970-01-01 00:00:00.488937600,,,,2000000.0,,,,,,,0.17,,,,,,,,,,,,,,,,,,,2000000.0,,,,,,,,,,,,,,,,,11764706.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8400000.0,,,,,,,,,11764706.0,,8400000.0,,8400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.496886400,,,,2000000.0,,,,,,,0.18,,,,,,,,,,,,,,,,,,,2000000.0,,,,,,,,,,,,,,,,,11111111.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8200000.0,,,,,,,,,11111111.0,,8200000.0,,8200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.504835200,,,113800000.0,2100000.0,,,,,,,,,,,,,,72400000.0,,,,,200100000.0,,11333333.0,,,0.75,,2100000.0,113800000.0,-3900000.0,,,,,,,,51600000.0,,,,,,,,,,,11333333.0,,,,,,51600000.0,,,,,,,,,,,,,,,,,200100000.0,2100000.0,,,,127700000.0,,,,,,,8300000.0,,,,,,,,,,,,,,,,,72400000.0,,8500000.0,,,,,,,,,,,,,,,,,34200000.0,,,,,,,,,,,,,,,,-3900000.0,,27100000.0,,,,,,,,,,,9700000.0,,27100000.0,,,,0.75,127700000.0,8500000.0,,,,,-17400000.0,8500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.512611200,,,,3600000.0,,,,,,,0.31,,,,,,,,,,,,,,,,,,,3600000.0,,,,,,,,,,,,,,,,,11612903.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10600000.0,,,,,,,,,11612903.0,,10600000.0,,10600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.520473600,,,,9000000.0,,,,,,,0.7,,,,,,,,,,,,,,,,,,,9000000.0,,,,,,,,,,,,,,,,,11688312.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,9000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11100000.0,,,,,,,,,12857143.0,,11100000.0,,11100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.528422400,,,,1900000.0,,,,,,,0.16,,,,,,,,,,,,,,,,,,,1900000.0,,,,,,,,,,,,,,,,,11875000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11300000.0,,,,,,,,,11875000.0,,11300000.0,,11300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.536371200,,,39700000.0,-5700000.0,,,,,,,,,,,,,,88800000.0,,,,,305600000.0,,11384615.0,,,0.65,,-5700000.0,39700000.0,-1600000.0,,,,,,,,67300000.0,,,,,,,,,,,11384615.0,,,,,,67300000.0,,,,,,,,,,,,,,,,,305600000.0,-5700000.0,,,,216800000.0,,,,,,,14900000.0,,,,,,,,,,,,,,,,,88800000.0,,7400000.0,,,,,,,,,,,,,,,,,44800000.0,,,,,,,,,,,,,,,,-1600000.0,,34300000.0,,,,,,,,,,,11800000.0,,34300000.0,,,,0.65,216800000.0,7400000.0,,,,,-22500000.0,7400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.544147200,,,,2000000.0,,,,,,,0.16,,,,,,,,,,,,,,,,,,,2000000.0,,,,,,,,,,,,,,,,,12500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13300000.0,,,,,,,,,12500000.0,,13300000.0,,13300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.552009600,,,,1400000.0,,,,,,,0.11,,,,,,,,,,,,,,,,,,,1400000.0,,,,,,,,,,,,,,,,,12727273.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15300000.0,,,,,,,,,12727273.0,,15300000.0,,15300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.559958400,,,,1200000.0,,,,,,,0.09,,,,,,,,,,,,,,,,,,,1200000.0,,,,,,,,,,,,,,,,,13333333.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15200000.0,,,,,,,,,13333333.0,,15200000.0,,15200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.567907200,,,199000000.0,1400000.0,,,,,,,,,,,,,,100300000.0,,,,,402300000.0,,12765957.0,,,0.47,,1400000.0,199000000.0,-10500000.0,,,,,,,,90500000.0,,,,,,,,,,,12765957.0,,,,,,90500000.0,,,,,,,,,,,,,,,,,402300000.0,1400000.0,,,,302000000.0,,,,,,,23600000.0,,,,,,,,,,,,,,,,,100300000.0,,6000000.0,,,,,,,,,,,,,,,,,60100000.0,,,,,,,,,,,,,,,,-10500000.0,,51700000.0,,,,,,,,,,,21300000.0,,51700000.0,,,,0.47,302000000.0,6000000.0,,,,,-30400000.0,6000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.575769600,,,,2200000.0,,,,,,,0.16,,,,,,,,,,,,,,,,,,,2200000.0,,,,,,,,,,,,,,,,,13750000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17000000.0,,,,,,,,,13750000.0,,17000000.0,,17000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.583632000,,,,1200000.0,,,,,,,0.09,,,,,,,,,,,,,,,,,,,1200000.0,,,,,,,,,,,,,,,,,13333333.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17000000.0,,,,,,,,,13333333.0,,17000000.0,,17000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.591580800,,,,700000.0,,,,,,,0.05,,,,,,,,,,,,,,,,,,,700000.0,,,,,,,,,,,,,,,,,14000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16700000.0,,,,,,,,,14000000.0,,16700000.0,,16700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.599529600,,,166300000.0,1300000.0,,,,,,,,,,,,,,95700000.0,,,,,475700000.0,,13846154.0,,,0.39,,1300000.0,166300000.0,-18500000.0,,,,,,,,105000000.0,,,,,,,,,,,13846154.0,,,,,,105000000.0,,,,,,,,,,,,,,,,,475700000.0,1300000.0,,,,380000000.0,,,,,,,25800000.0,,,,,,,,,,,,,,,,,95700000.0,,5400000.0,,,,,,,,,,,,,,,,,68100000.0,,,,,,,,,,,,,,,,-18500000.0,,54300000.0,,,,,,,,,,,17400000.0,,54300000.0,,,,0.39,380000000.0,5400000.0,,,,,-36900000.0,5400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.607305600,,,,1400000.0,,,,,,,0.1,,,,,,,,,,,,,,,,,,,1400000.0,,,,,,,,,,,,,,,,,14000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20700000.0,,,,,,,,,14000000.0,,20700000.0,,20700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.615168000,,,,7800000.0,,,,,,,0.55,,,,,,,,,,6900000.0,,,,,7200000.0,,,,7800000.0,234800000.0,,,,,,,,,,-8600000.0,,,,,,14181818.0,,,,,,,,,,,,437300000.0,,,0.0,,25400000.0,,,,8400000.0,,,,,,494200000.0,7800000.0,,,,388900000.0,,,,,,,,,,,,,,,,,,,,,,,,103200000.0,,,,0.55,,,,,,,,,,,,,,,,,,900000.0,,,,,9500000.0,,,,,,,,-18500000.0,1700000.0,36000000.0,,,437300000.0,,,,,,14181818.0,,27400000.0,,36000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.623116800,,6700000.0,,700000.0,,,,,,,0.05,,-5900000.0,,,,,,,,5900000.0,,,,,,,,,700000.0,234600000.0,,,,,,,,,,-8300000.0,-5100000.0,,,,4200000.0,14000000.0,,,,,,,,,,,,443000000.0,,,0.0,,26400000.0,-1900000.0,,,8100000.0,,-2100000.0,-300000.0,,,494100000.0,700000.0,,,,393100000.0,,,,1100000.0,,,,,,,,,,,,,,,,,,,,99200000.0,,,,0.05,,,,-7300000.0,,,3600000.0,,,,,,,,,,,600000.0,,,,,2400000.0,,,,,-300000.0,,,-18500000.0,1700000.0,32000000.0,,,443000000.0,,-1200000.0,,-8600000.0,,14000000.0,,19500000.0,,27800000.0,,3000000.0,,,,,,,,-5200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
