date,annualAccountsReceivable,quarterlyOperatingCashFlow,annualLongTermDebt,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,annualCashDividendsPaid,trailingCashDividendsPaid,annualPretaxIncome,annualSaleOfInvestment,annualNonCurrentDeferredRevenue,quarterlyDilutedEPS,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,trailingInvestingCashFlow,annualOtherNonCashItems,annualDepreciationAndAmortization,annualStockholdersEquity,quarterlyCurrentAccruedExpenses,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyAccountsReceivable,quarterlyCostOfRevenue,annualTotalAssets,annualCashFlowFromContinuingFinancingActivities,annualDilutedAverageShares,quarterlyOtherIncomeExpense,quarterlyInvestmentsAndAdvances,annualDilutedEPS,trailingChangeInWorkingCapital,quarterlyNetIncome,quarterlyLongTermDebt,annualRetainedEarnings,annualPurchaseOfInvestment,trailingOperatingIncome,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,trailingOperatingCashFlow,trailingTotalRevenue,trailingOtherIncomeExpense,annualOperatingIncome,quarterlyOperatingExpense,quarterlyCashDividendsPaid,annualCommonStockIssuance,annualOtherShortTermInvestments,annualEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyBasicAverageShares,trailingEndCashPosition,trailingCashFlowFromContinuingFinancingActivities,trailingRepaymentOfDebt,annualBasicAverageShares,quarterlyBeginningCashPosition,annualCurrentLiabilities,annualOtherIncomeExpense,quarterlyCapitalStock,annualAccountsPayable,annualEbitda,annualNetPPE,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingNetOtherInvestingChanges,annualOperatingCashFlow,quarterlyCashAndCashEquivalents,annualCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyFreeCashFlow,annualOtherNonCurrentLiabilities,annualNetOtherInvestingChanges,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,quarterlyChangesInAccountReceivables,quarterlyNetOtherFinancingCharges,quarterlyTotalNonCurrentAssets,annualInvestmentsAndAdvances,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,annualCashCashEquivalentsAndMarketableSecurities,trailingPretaxIncome,annualGainsLossesNotAffectingRetainedEarnings,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,trailingCapitalExpenditure,annualCurrentAssets,quarterlySaleOfInvestment,annualBeginningCashPosition,trailingOperatingExpense,annualInterestExpense,annualChangesInAccountReceivables,trailingBeginningCashPosition,quarterlyGrossPPE,trailingChangesInAccountReceivables,annualAccumulatedDepreciation,annualSellingGeneralAndAdministration,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,annualRepurchaseOfCapitalStock,quarterlyRepurchaseOfCapitalStock,trailingNetIncomeContinuousOperations,annualGrossPPE,trailingChangeInCashSupplementalAsReported,annualOtherNonCurrentAssets,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualOtherCurrentLiabilities,annualNetIncomeCommonStockholders,trailingNetOtherFinancingCharges,quarterlyBasicEPS,annualNetOtherFinancingCharges,quarterlyNetOtherInvestingChanges,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualTaxProvision,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,trailingInterestExpense,quarterlyGrossProfit,annualCurrentAccruedExpenses,annualChangeInCashSupplementalAsReported,annualCapitalExpenditure,trailingGrossProfit,annualRepaymentOfDebt,annualTotalRevenue,annualCostOfRevenue,annualOtherCurrentAssets,quarterlySellingGeneralAndAdministration,annualCapitalStock,quarterlyCurrentLiabilities,trailingFreeCashFlow,trailingCommonStockIssuance,quarterlyPretaxIncome,trailingCostOfRevenue,annualFreeCashFlow,annualCurrentDebt,quarterlyPurchaseOfBusiness,quarterlyRepaymentOfDebt,quarterlyCurrentAssets,quarterlyNetPPE,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyEbitda,annualGrossProfit,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,annualTotalNonCurrentAssets,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyCapitalExpenditure,trailingDepreciationAndAmortization,quarterlyDilutedAverageShares,annualPurchaseOfBusiness,quarterlyTotalRevenue,trailingPurchaseOfBusiness,quarterlyOperatingIncome,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInWorkingCapital,trailingNetIncome,annualBasicEPS,annualTotalLiabilitiesNetMinorityInterest,annualNetIncome,trailingOtherNonCashItems,trailingSellingGeneralAndAdministration,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,annualOperatingExpense,annualNetIncomeContinuousOperations,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,quarterlyIncomeTaxPayable,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualGoodwill,annualChangeInInventory,trailingTaxProvision,annualIncomeTaxPayable,annualInventory,annualStockBasedCompensation,trailingDeferredIncomeTax,trailingResearchAndDevelopment,quarterlyDeferredIncomeTax,trailingSaleOfInvestment,quarterlyNonCurrentDeferredTaxesLiabilities,trailingDilutedEPS,trailingPurchaseOfInvestment,annualResearchAndDevelopment,quarterlyInventory,trailingDilutedAverageShares,annualNonCurrentDeferredTaxesLiabilities,annualCurrentDeferredRevenue,quarterlyStockBasedCompensation,quarterlyOtherIntangibleAssets,annualDeferredIncomeTax,trailingStockBasedCompensation,annualOtherIntangibleAssets,trailingChangeInInventory,quarterlyChangeInInventory,quarterlyGoodwill,trailingBasicEPS
1970-01-01 00:00:00.820368000,15091000.0,17817000.0,108489000.0,5955000.0,-134360000.0,-47918000.0,,,3400000.0,,,,7126000.0,,,1002000.0,34900000.0,327468000.0,19048000.0,,15091000.0,,886154000.0,75769000.0,31860000.0,,261000.0,0.72,,5410000.0,108489000.0,-172835000.0,,,,10000000.0,,,,62619000.0,153570000.0,-12418000.0,1682000.0,300000.0,10521000.0,8700000.0,,,,,31860000.0,,,,508870000.0,8571000.0,97520000.0,818887000.0,10821000.0,,65117000.0,10521000.0,10521000.0,49980000.0,-200204000.0,,104479000.0,10500000.0,,-900000.0,165630000.0,,261000.0,886154000.0,5410000.0,10821000.0,,,558686000.0,,,,,3995000.0,,39300000.0,-3800000.0,,1009682000.0,,-190795000.0,7305000.0,8571000.0,,,,,,1009682000.0,,,,327468000.0,,23110000.0,,,162530000.0,170779000.0,,-41960000.0,,,3800000.0,,,19048000.0,6526000.0,-244021000.0,,-189290000.0,154389000.0,,,2805000.0,508870000.0,,,,,,-178904000.0,49980000.0,,-146890000.0,,818887000.0,-172835000.0,,-103381000.0,,6115000.0,300000.0,,4202000.0,,-218021000.0,,,,41489000.0,,-112081000.0,,-485000.0,,0.72,558686000.0,23110000.0,,,-190795000.0,31269000.0,91770000.0,23655000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.828230400,,12300000.0,,6000000.0,,,,,,,0.19,,-2300000.0,,,,,,,,,,,,,,,,,6000000.0,396800000.0,,,,,,,,,,-25000000.0,-12500000.0,,,,9600000.0,31578947.0,,,,,10500000.0,,,,,,,500000.0,,,0.0,,,2000000.0,,,11100000.0,-200000.0,-1700000.0,-200000.0,,,892400000.0,6000000.0,,,,570600000.0,,,,,,,,,,,,,,,,,,,,,,,,321800000.0,,,,0.19,,-7600000.0,,-18100000.0,,,-1500000.0,,,,,,,,,,,1700000.0,,,,,,,,,,-700000.0,,825800000.0,-180000000.0,,78500000.0,,,500000.0,,3100000.0,400000.0,-10300000.0,,31578947.0,,43900000.0,,68900000.0,,-6400000.0,,,,,,,,3500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.836092800,,16800000.0,,6900000.0,,,,,,,0.21,,-1400000.0,,,,,,,,,,,,,,,,,6900000.0,382600000.0,,,,,,,,,,-23300000.0,-12600000.0,,,,9300000.0,32857143.0,,,,,,,,,,,,500000.0,,,0.0,,,7900000.0,,,11100000.0,-100000.0,100000.0,0.0,,,913800000.0,6900000.0,,,,558600000.0,,,,,,,,,,,,,,,,,,,,,,,,355200000.0,,,,0.21,,-21800000.0,,-30800000.0,,,-200000.0,,,,,,,,,,,2100000.0,,,,,,,,,,-3700000.0,,840400000.0,-187100000.0,,76100000.0,,,500000.0,,800000.0,39800000.0,-8900000.0,,32857143.0,,43500000.0,,66800000.0,,-200000.0,,,,,,,,12600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.844041600,,13700000.0,,8100000.0,,,,,,,0.24,,2200000.0,,,,,,,,,,,,,,,,,8100000.0,398700000.0,,,,,,,,,,-22600000.0,-13300000.0,,,,10100000.0,33750000.0,,,,,,,,,,,,600000.0,,,0.0,,,3300000.0,,,11300000.0,0.0,-6800000.0,0.0,,,928600000.0,8100000.0,,,,578500000.0,,,,,,,,,,,,,,,,,,,,,,,,350100000.0,,,,0.24,,-3800000.0,,-14200000.0,,,2500000.0,,,,,,,,,,,2300000.0,,,,,,,,,,-28600000.0,,843300000.0,-193300000.0,,77000000.0,,,600000.0,,4100000.0,400000.0,-10400000.0,,33750000.0,,44300000.0,,66900000.0,,-8600000.0,,,,,,,,2700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.851990400,16111000.0,22848000.0,159689000.0,7754000.0,-161819000.0,-52084000.0,,,,,,,2020000.0,,,1229000.0,38153000.0,388885000.0,20405000.0,,16111000.0,,1035306000.0,96691000.0,33573000.0,,,0.86,,7742000.0,159689000.0,-200700000.0,-400000.0,,,6300000.0,,,,74703000.0,175352000.0,-13684000.0,86054000.0,,11041000.0,9153000.0,,,,,33573000.0,,,,597917000.0,6783000.0,112857000.0,924312000.0,11041000.0,,65648000.0,11041000.0,11041000.0,66106000.0,-161492000.0,,47841000.0,12000000.0,-100000.0,-300000.0,49366000.0,,,1035306000.0,7742000.0,11041000.0,,,646421000.0,,,,,10521000.0,,45600000.0,-8700000.0,,1147865000.0,,-223553000.0,9100000.0,6783000.0,,,,,,1147865000.0,,,,388885000.0,,28742000.0,,,49166000.0,81041000.0,,-98719000.0,,,5500000.0,,,20405000.0,520000.0,-213940000.0,,-55435000.0,179055000.0,,,3000000.0,597917000.0,,,,,,-148292000.0,66106000.0,,-22435000.0,,924312000.0,-200700000.0,,-118744000.0,,-2434000.0,,,-6771000.0,45454000.0,-184340000.0,,,,47455000.0,,-127897000.0,,12766000.0,,0.86,646421000.0,28742000.0,,,-223553000.0,77891000.0,104352000.0,28754000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.859766400,,17200000.0,,9300000.0,,,,,,,0.24,,700000.0,,,,,,,,,,,,,,,,,9300000.0,459300000.0,,,,,,,,,,-25200000.0,-14400000.0,,,,10300000.0,37200000.0,,,,,11000000.0,,,,,,,,,,,,,7800000.0,,,12000000.0,,1100000.0,200000.0,,,1115100000.0,9300000.0,,,,646600000.0,,,,,,,,,,,,,,,,,,,,,,,,468500000.0,,,,0.25,,-82600000.0,,-92000000.0,,,-3400000.0,,,,,,,,,,,2100000.0,,,,,,,,,,-700000.0,,1019400000.0,-207800000.0,,84100000.0,,,,,2200000.0,85600000.0,-9400000.0,,38750000.0,,48600000.0,,73800000.0,,-4600000.0,,,,,,,,75500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.867628800,,16100000.0,,17000000.0,,,,,,,0.44,,7800000.0,,,,,,,,,,,,,,,,,17000000.0,485600000.0,,,,,,,,,,-26300000.0,-15700000.0,,,,10600000.0,38636364.0,,,,,,,,,,,,,,,,,,1900000.0,,,12000000.0,,-5000000.0,0.0,,,1144600000.0,17000000.0,,,,674300000.0,,,,,,,,,,,,,,,,,,,,,,,,470300000.0,,,,0.44,,-7400000.0,,-21600000.0,,,600000.0,,,,,,,,,,,2500000.0,,,,,,,,,,-300000.0,,1033200000.0,-207200000.0,,94700000.0,,,,,-2700000.0,400000.0,-14200000.0,,38636364.0,,57800000.0,,84100000.0,,-8800000.0,,,,,,,,13300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.875577600,,14900000.0,,9500000.0,,,,,,,0.24,,-14900000.0,,,,,,,,,,,,,,,,,9500000.0,495900000.0,,,,,,,,,,-26400000.0,-15800000.0,,,,10800000.0,39583333.0,,,,,,,,,,,,,,,,,,5300000.0,,,12000000.0,,-5700000.0,-600000.0,,,1156300000.0,9500000.0,,,,692000000.0,,,,,,,,,,,,,,,,,,,,,,,,464300000.0,,,,0.24,,-13900000.0,,-23500000.0,,,-300000.0,,,,,,,,,,,2000000.0,,,,,,,,,,-2100000.0,,1060500000.0,-214500000.0,,87000000.0,,,,,6600000.0,400000.0,-9600000.0,,39583333.0,,49800000.0,,76200000.0,,-12000000.0,,,,,,,,-6200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.883526400,17604000.0,23970000.0,204389000.0,4329000.0,-279343000.0,-62621000.0,,,,,,,12402000.0,,,-5553000.0,41399000.0,553810000.0,23419000.0,,17604000.0,,1316573000.0,213175000.0,38988000.0,,,1.14,,10704000.0,204389000.0,-222709000.0,,,,2600000.0,,,,88759000.0,192812000.0,-16721000.0,86893000.0,,17043000.0,9699000.0,,,,,38475000.0,,,12775000.0,784823000.0,7093000.0,130158000.0,1206142000.0,17043000.0,,72170000.0,17043000.0,17043000.0,119028000.0,-495881000.0,,264344000.0,11300000.0,,-3200000.0,1298000.0,,,1316573000.0,8827000.0,17043000.0,,,762763000.0,,,,,11041000.0,,47300000.0,-12800000.0,,1453639000.0,,-247497000.0,9793000.0,7093000.0,,,,,,1453639000.0,,,,553810000.0,,44627000.0,,,898000.0,368244000.0,,-142243000.0,,,5700000.0,,,23419000.0,6002000.0,-553051000.0,,-3712000.0,204271000.0,,,3193000.0,784823000.0,,,,,,-480881000.0,119028000.0,,-612000.0,,1206142000.0,-222709000.0,,-134542000.0,,-10176000.0,,,-11653000.0,493000.0,-519851000.0,,,,48571000.0,,-144241000.0,,15224000.0,,1.16,762763000.0,46504000.0,,,-247497000.0,130575000.0,115512000.0,40129000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.891302400,,21300000.0,,12700000.0,,,,,,,0.27,,-1200000.0,,,,,,,,,,,,,,,,,12700000.0,572700000.0,,,,,,,,,,-28200000.0,-18400000.0,,,,11300000.0,39629630.0,,,,,17000000.0,,,,,,,,,,,,,-7600000.0,,,12700000.0,,-2300000.0,300000.0,,,1339100000.0,10700000.0,,,,789300000.0,,,,,,,,,,,,,,,,,,,,,,,,549800000.0,,,,0.27,,-2500000.0,,-31400000.0,,,-100000.0,,,,,,,,,,,1800000.0,,,,,,,,,,-700000.0,,1225700000.0,-229100000.0,,94900000.0,,,,,2100000.0,,-28900000.0,,39629630.0,,55400000.0,,83600000.0,,-4800000.0,,,,,,,,8900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.899164800,,23500000.0,,12000000.0,,,,,,,0.25,,-2300000.0,,,,,,,,,,,,,,,,,12000000.0,593800000.0,,,,,,,,,,-28300000.0,-18400000.0,,,,8700000.0,38461538.0,,,,,,,,,,,,,,,,,,-3500000.0,,,13400000.0,,,-1100000.0,,,1351700000.0,10000000.0,,,,771300000.0,,,,,,,,,,,,,,,,,,,,,,,,544800000.0,,,,0.26,,-2800000.0,,-29800000.0,,,300000.0,,,,,,,,,,,4000000.0,,,,,,,,,,-37100000.0,,1247500000.0,-236300000.0,,95300000.0,,,,,-2400000.0,,-27000000.0,,40000000.0,,58300000.0,,86600000.0,,5200000.0,,,,,,,,4100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.907113600,,16800000.0,,7500000.0,,,,,,,0.14,,-3600000.0,,,,,,,,,,,,,,,,,7500000.0,696300000.0,,,,,,,,,,-34900000.0,-18500000.0,,,,15300000.0,39285714.0,,,,,,,,,,,,,,,,,,26400000.0,,,13600000.0,,,-500000.0,,,1457300000.0,5500000.0,,,,922300000.0,,,,,,,,,,,,,,,,,,,,,,,,535000000.0,,,,0.14,,-105200000.0,,-95600000.0,,,1600000.0,,,,,,,,,,,2900000.0,,,,,,,,,,-17200000.0,,1341200000.0,-248400000.0,,109200000.0,,,,,4400000.0,1500000.0,9600000.0,,39285714.0,,59000000.0,,93900000.0,,-10400000.0,,,,,,,,75100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.915062400,17900000.0,28827000.0,287889000.0,12760000.0,-187646000.0,-74284000.0,,,,,,,7287000.0,,,2261000.0,46047000.0,529947000.0,,,17900000.0,,1484317000.0,97406000.0,40080000.0,,,0.94,,12760000.0,287889000.0,-255211000.0,,,,5800000.0,,,,107874000.0,223604000.0,-18984000.0,5310000.0,,17230000.0,10747000.0,,,,,39174000.0,,,-4665000.0,807724000.0,85152000.0,153921000.0,1356083000.0,17230000.0,,90427000.0,17230000.0,17230000.0,263159000.0,-183795000.0,,71276000.0,15400000.0,,-1900000.0,-969000.0,,,1484317000.0,10810000.0,17230000.0,,,954370000.0,,,,,17043000.0,,55100000.0,-8700000.0,,1642136000.0,,-286053000.0,11796000.0,85152000.0,,,,,,1642136000.0,,,,529947000.0,,37010000.0,,,-2269000.0,181776000.0,,-30846000.0,,,4000000.0,,,,187000.0,-258922000.0,,-55248000.0,238478000.0,,,3096000.0,807724000.0,,,,,,-168495000.0,263159000.0,,-248000.0,,1356083000.0,-255211000.0,,-147879000.0,,-2881000.0,,,-1839000.0,1110000.0,-212622000.0,,,,64978000.0,,-158626000.0,,7119000.0,,0.94,954370000.0,44960000.0,,,-286053000.0,9306000.0,130604000.0,44960000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.922838400,,22300000.0,,13600000.0,,,,,,,0.29,,-4700000.0,,,,,,,,,,,,,,,,,13600000.0,753100000.0,,,,,,,,,,-31900000.0,-19000000.0,,,,12300000.0,40000000.0,,,,,17200000.0,,,,,,,,,,,,,-9300000.0,,,15100000.0,,2700000.0,-800000.0,,,1503100000.0,11600000.0,,,,977800000.0,,,,,,,,,,,,,,,,,,,,,,,,525300000.0,,,,0.29,,-4400000.0,,-36000000.0,,,-6700000.0,,,,,,,,,,,2300000.0,,,,,,,,,,-400000.0,,1379000000.0,-261300000.0,,107100000.0,,,,,4400000.0,300000.0,-31600000.0,,40000000.0,,62900000.0,,94800000.0,,-8000000.0,,,,,,,,9000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.930700800,,33200000.0,,13900000.0,,,,,,,0.12,,-700000.0,,,,,,,,,,,,,,,,,6800000.0,769900000.0,,,,,,,,,,-31000000.0,-19000000.0,,,,12600000.0,40000000.0,,,,,,,,,,,,,,,,,,1800000.0,,,15400000.0,,1100000.0,-800000.0,,,1514900000.0,4800000.0,,,,1000300000.0,,,,,,,,,,,,,,,,,,,,,,,,514600000.0,,,,0.12,,-900000.0,,-32300000.0,,,4600000.0,,,,,,,,,,,3200000.0,,,,,,,,,,-200000.0,,1393400000.0,-274200000.0,,107800000.0,,,,,-4600000.0,1400000.0,-31400000.0,,40000000.0,,64200000.0,,95200000.0,,11400000.0,,,,,,,,-1600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.938649600,,19200000.0,,14200000.0,,,,,,,0.3,,3300000.0,,,,,,,,18200000.0,,,,,,,,,14200000.0,802800000.0,,,,,,,,,,-32700000.0,-19100000.0,,,,12400000.0,39354839.0,,,,,,,,,,,,,,,,,,17200000.0,,,15000000.0,,-7200000.0,1400000.0,,,1541900000.0,12200000.0,,,,1032200000.0,,,,,,,,,,,,,,,,,,,,,,,,509700000.0,,,,0.31,,-27200000.0,,-29200000.0,,,-300000.0,,,,,,,,,,,5400000.0,,,,,,,,,,-300000.0,,1409200000.0,-280100000.0,,112300000.0,,,,,14600000.0,,-2000000.0,,40666667.0,,67200000.0,,99900000.0,,-15000000.0,,,,,,,,13300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.946598400,,27483000.0,463289000.0,20893000.0,-99313000.0,-76617000.0,,,,,,,-3392000.0,,,9488000.0,50011000.0,523076000.0,,,,,1534048000.0,-8362000.0,40638000.0,,,1.02,,20943000.0,463289000.0,-286348000.0,,,,1700000.0,,,,120884000.0,247929000.0,-19517000.0,2243000.0,,11738000.0,12711000.0,,,,,39574000.0,15100000.0,,-7100000.0,100404000.0,85521000.0,170895000.0,1403538000.0,11738000.0,,102183000.0,11738000.0,11738000.0,162768000.0,-48987000.0,,22996000.0,16000000.0,,-4100000.0,-2118000.0,,,1534048000.0,18993000.0,11738000.0,,,1010972000.0,,,,,17230000.0,,61500000.0,-7500000.0,,1721459000.0,,-317921000.0,15120000.0,85521000.0,,,-2565000.0,,,1721459000.0,,,,523076000.0,,40493000.0,,,-2318000.0,55496000.0,11738000.0,-1813000.0,,,4100000.0,,,,-5492000.0,-141470000.0,,-1151000.0,264713000.0,,,4220000.0,100404000.0,,,,,,-39287000.0,162768000.0,,-251000.0,,1403538000.0,-286348000.0,,-165605000.0,,-5716000.0,,,-4912000.0,,-76470000.0,,,,69613000.0,,-178316000.0,,5884000.0,,1.02,1010972000.0,48443000.0,,,-317921000.0,-29062000.0,143829000.0,55493000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.954460800,,32442000.0,,12151000.0,,,,,,,0.31,,1973000.0,,,,,,,,,,,,,,1432694000.0,,,14139000.0,363362000.0,,,,,,,,,,36654000.0,-19425000.0,,,,12655000.0,39444000.0,,,,,11738000.0,,,100407000.0,,,,13711000.0,,,13711000.0,,316121000.0,-25257000.0,,,16493000.0,,5284000.0,501000.0,,,1562102000.0,12151000.0,,,,1061558000.0,,,,,,,,,,,,,,81876000.0,,,,-22087000.0,,,,,,500544000.0,,,,0.31,,32310000.0,13711000.0,-43268000.0,,,156000.0,,,,,,,,,,,2922000.0,,,,,,,,,-17879000.0,-100387000.0,,1432694000.0,-291892000.0,,45105000.0,,,,,208000.0,697000.0,-57699000.0,,40595000.0,,69104000.0,,32450000.0,,5440000.0,,,,,,,,12799000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.962323200,,26519000.0,,14393000.0,,,,,,,0.41,,4975000.0,,,,,,,,,,,,,3681000.0,1423442000.0,,,18074000.0,363465000.0,,,,,,,,,,36150000.0,-19066000.0,,,,13338000.0,38601000.0,,,,,13711000.0,,,100407000.0,,,,18686000.0,,,18686000.0,,298730000.0,-14597000.0,,,,,1071000.0,8298000.0,,,1544483000.0,16087000.0,,,,1044559000.0,,,,,,,,,,,,,,81802000.0,,,,-545000.0,,,,,,499924000.0,,,,0.42,,9176000.0,18686000.0,13523000.0,,,-2699000.0,,,,,,,,,,,2868000.0,,,,,,,,,-1694000.0,-9234000.0,,1423442000.0,-293518000.0,,45994000.0,,,,,-3265000.0,1932000.0,-41116000.0,,39782000.0,,68806000.0,,32656000.0,,-1628000.0,,,,,,,,-35067000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.970272000,,25790000.0,,12433000.0,,,,,,,0.32,,-4960000.0,,,,,,,,,,,,,,1454364000.0,,,14421000.0,363570000.0,,,,,,,,,,36441000.0,-19097000.0,,,,13440000.0,38695000.0,,,,,18686000.0,,,100409000.0,,,,13726000.0,,,13726000.0,,330091000.0,-20044000.0,,,15992000.0,,-10087000.0,3795000.0,,,1579039000.0,12433000.0,,,,1083473000.0,,,,,,,,,,,,,,90415000.0,,,,0.0,,,,,,495566000.0,,,,0.32,,6887000.0,13726000.0,-42467000.0,,,7154000.0,,,,,,,,,,,3245000.0,,,,,,,,,-3520000.0,-4989000.0,,1454364000.0,-299621000.0,,45580000.0,,,,,862000.0,609000.0,-45834000.0,,39774000.0,,68581000.0,,32140000.0,,-2933000.0,,,,,,,,11717000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.978220800,,21395000.0,363678000.0,13889000.0,-121741000.0,-77499000.0,,,,,,,-2369000.0,,,-2047000.0,53259000.0,489448000.0,,,,,1621079000.0,15214000.0,39910000.0,0.0,,1.35,,13889000.0,363678000.0,-306287000.0,,,,922000.0,,,,129804000.0,40232000.0,-19911000.0,3428000.0,,11357000.0,13826000.0,,,,,38796000.0,13726000.0,,7362000.0,100410000.0,239110000.0,183063000.0,1503655000.0,11357000.0,,106146000.0,11357000.0,11357000.0,225246000.0,-26902000.0,,47602000.0,16897000.0,,-2779000.0,154092000.0,,,1621079000.0,11902000.0,11357000.0,,,1131631000.0,,,,,11738000.0,,66418000.0,-6511000.0,,1854913000.0,,-351258000.0,13318000.0,239110000.0,,,-22632000.0,0.0,,1854913000.0,,,,489448000.0,,52573000.0,,,166686000.0,-771000.0,11357000.0,-49529000.0,,,-3689000.0,,,,-381000.0,-192946000.0,,-268552000.0,279281000.0,,,4283000.0,100410000.0,,,,,,-86800000.0,225246000.0,-461000.0,-153942000.0,,1503655000.0,-306287000.0,,46384000.0,,-5589000.0,,,148000.0,190000.0,-48297000.0,,,-23554000.0,72790000.0,,32558000.0,,-6468000.0,,1.36,1131631000.0,60523000.0,,,-351258000.0,25765000.0,149477000.0,56842000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.985996800,,29896000.0,,12245000.0,,,,,,,0.32,,-214000.0,,,,,,,,,,,,,,1561354000.0,,,14233000.0,385151000.0,,,,,,,,,,38942000.0,-19933000.0,,,,14144000.0,38822000.0,,,,,11357000.0,,,100411000.0,,,,11143000.0,,,11143000.0,,302404000.0,-91602000.0,,,17150000.0,,-2503000.0,1487000.0,,,1675692000.0,12245000.0,,,,1189995000.0,,,,,,,,,,,,,,254540000.0,,-1079000.0,,0.0,,,,,,485697000.0,,,,0.32,,67743000.0,11143000.0,-87289000.0,,,3459000.0,,,,,,,,,,,3133000.0,,,,,,,,,-33534000.0,-312000.0,,1561354000.0,-312656000.0,,46905000.0,,,,,563000.0,937000.0,-121498000.0,,39856000.0,,71703000.0,,32761000.0,,956000.0,,,,,,,,57179000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.993859200,,27288000.0,,14269000.0,,,,,,,0.51,,20332000.0,,,,,,,,,,,,,,,,,22167000.0,385265000.0,,,,,,,,,,75231000.0,-19972000.0,,,,14813000.0,38984000.0,,,,,11143000.0,,,100415000.0,,,,31475000.0,,,31475000.0,,310646000.0,-37388000.0,,,,,-1527000.0,72257000.0,,,1735093000.0,20180000.0,,,,1240412000.0,,,,,,,,,,1981002000.0,,,,50276000.0,,-809000.0,,0.0,,,,,,494681000.0,,,,0.51,,19256000.0,31475000.0,-37392000.0,,,-1618000.0,,,,,,,,,,,3322000.0,,,,,,,,,-8227000.0,-26759000.0,,1608435000.0,-311264000.0,,12980000.0,,,,,-6547000.0,-590000.0,-64676000.0,,40027000.0,,73398000.0,,-1833000.0,,-3145000.0,,,,,,,-372567000.0,30436000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
