,trailingCapitalExpenditure,trailingDeferredIncomeTax,quarterlySaleOfInvestment,annualDeferredIncomeTax,annualChangesInAccountReceivables,quarterlyGrossPPE,annualInterestExpense,trailingBeginningCashPosition,quarterlyIncomeTaxPayable,trailingInterestExpense,trailingChangesInAccountReceivables,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,annualSellingGeneralAndAdministration,annualAccumulatedDepreciation,annualRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,quarterlyRepurchaseOfCapitalStock,annualOtherNonCurrentAssets,annualCurrentAssets,trailingOperatingExpense,trailingNetIncomeContinuousOperations,trailingChangeInCashSupplementalAsReported,trailingNetIncomeCommonStockholders,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,quarterlyStockholdersEquity,quarterlyEbitda,annualNetOtherFinancingCharges,quarterlyNetOtherInvestingChanges,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualTaxProvision,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyChangeInInventory,annualCurrentAccruedExpenses,annualChangeInCashSupplementalAsReported,annualRepaymentOfDebt,annualCapitalExpenditure,trailingGrossProfit,quarterlyOtherNonCashItems,annualCostOfRevenue,annualTotalRevenue,quarterlyDilutedEPS,annualCapitalStock,quarterlySellingGeneralAndAdministration,quarterlyPretaxIncome,trailingCostOfRevenue,trailingFreeCashFlow,quarterlyRepaymentOfDebt,quarterlyPurchaseOfBusiness,annualFreeCashFlow,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyDilutedAverageShares,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualInventory,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyNetPPE,trailingTaxProvision,annualGrossProfit,annualTotalNonCurrentAssets,annualOtherCurrentAssets,annualBasicEPS,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,quarterlyCapitalExpenditure,quarterlyTotalRevenue,annualPurchaseOfBusiness,quarterlyOperatingIncome,annualChangeInInventory,trailingNetIncome,annualTotalLiabilitiesNetMinorityInterest,annualCurrentDebt,annualNetIncome,trailingOtherNonCashItems,annualBeginningCashPosition,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,annualNetIncomeContinuousOperations,trailingSellingGeneralAndAdministration,annualOperatingExpense,trailingInvestingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,annualInvestingCashFlow,annualLongTermDebt,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualCashDividendsPaid,annualPretaxIncome,trailingCashDividendsPaid,annualSaleOfInvestment,annualNonCurrentDeferredTaxesLiabilities,annualIncomeTaxPayable,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentLiabilities,annualDilutedEPS,quarterlyResearchAndDevelopment,annualOtherNonCashItems,quarterlyCommonStockIssuance,annualDepreciationAndAmortization,trailingChangeInInventory,annualBasicAverageShares,quarterlyGoodwill,quarterlyAccountsReceivable,annualStockholdersEquity,quarterlyCurrentAccruedExpenses,annualGoodwill,annualTotalAssets,quarterlyCostOfRevenue,annualCashFlowFromContinuingFinancingActivities,quarterlyOtherIncomeExpense,trailingChangeInWorkingCapital,quarterlyInventory,quarterlyLongTermDebt,annualRetainedEarnings,annualAccountsReceivable,quarterlyInvestmentsAndAdvances,trailingOperatingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,annualPurchaseOfInvestment,annualOperatingCashFlow,trailingOperatingIncome,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualAccountsPayable,annualOperatingIncome,quarterlyOperatingExpense,trailingTotalRevenue,trailingOtherIncomeExpense,annualOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherIntangibleAssets,annualOtherShortTermInvestments,annualCommonStockIssuance,annualEndCashPosition,quarterlyCashDividendsPaid,trailingEndCashPosition,quarterlyDepreciationAndAmortization,trailingCashFlowFromContinuingFinancingActivities,quarterlyBeginningCashPosition,annualOtherIncomeExpense,annualCurrentLiabilities,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,annualNetPPE,quarterlyCashAndCashEquivalents,trailingNetOtherInvestingChanges,annualEbitda,quarterlyCurrentDebt,annualDilutedAverageShares,annualGrossPPE,annualCashAndCashEquivalents,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,annualNetOtherInvestingChanges,annualOtherNonCurrentLiabilities,quarterlyChangesInAccountReceivables,quarterlyTotalNonCurrentAssets,quarterlyNetIncomeCommonStockholders,trailingPretaxIncome,annualInvestmentsAndAdvances,quarterlyTotalAssets,quarterlyNetOtherFinancingCharges,quarterlyBasicEPS,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,annualGainsLossesNotAffectingRetainedEarnings,quarterlyBasicAverageShares,quarterlyStockBasedCompensation,trailingPurchaseOfBusiness,annualResearchAndDevelopment,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,trailingStockBasedCompensation,annualChangeInAccountPayable,annualNonCurrentDeferredRevenue,trailingRepaymentOfDebt,trailingBasicAverageShares,trailingSaleOfInvestment,trailingRepurchaseOfCapitalStock,trailingDepreciationAndAmortization,trailingBasicEPS,trailingPurchaseOfInvestment,annualStockBasedCompensation,trailingDilutedEPS,trailingDilutedAverageShares,trailingResearchAndDevelopment,trailingCommonStockIssuance,trailingChangeInAccountPayable
1017532800,,,,,,1399965000.0,,,,,,11995000.0,1006000.0,,,,,30737000.0,53658000.0,,,,,,,,,,,1209950000.0,40317000.0,,0.0,94598000.0,-57613000.0,,,48692000.0,-14556000.0,,,,,,,,,0.013189,,7076000.0,21902000.0,,,,,,312967000.0,95664000.0,485172385.0,404106000.0,,7086000.0,948322000.0,1399965000.0,,,,,,16632000.0,,-40984000.0,136194000.0,,24096000.0,,,,,,,,-107531000.0,,,,,,-118259000.0,48143000.0,,,14816000.0,6399000.0,,,,,,,15496000.0,0.0,,1299000.0,,,,,,,55412000.0,,42006000.0,,,87502000.0,,1192000.0,,115588000.0,299043000.0,,,,,89567000.0,,,,,,,,24596000.0,,,,,,,,,,,16221000.0,,212857000.0,,,261628000.0,111230000.0,,94598000.0,,,,,,,-16632000.0,4003000.0,,,,1410668000.0,6399000.0,,,1723635000.0,865000.0,0.013192,10703000.0,499770000.0,7159000.0,,485160256.0,,,,,,,,,,,,,,,,,,,,,
1025395200,,,,,,1420682000.0,,,,,,2611000.0,195000.0,,,,,11396000.0,52081000.0,,,,,,,,,,,1231756000.0,58726000.0,,16632000.0,120046000.0,-21012000.0,,,68720000.0,15159000.0,,,,,,,,,0.056067,,7885000.0,39513000.0,,,,,,315008000.0,99657000.0,485190577.0,401565000.0,,12702000.0,970128000.0,1420682000.0,,,,,,,,-37719000.0,193372000.0,,42438000.0,,,,,,,,1430000.0,,,,,,25448000.0,42404000.0,,,26811000.0,26811000.0,,,,,,,14817000.0,0.0,,2109000.0,,,,,,,83138000.0,,47576000.0,,,124652000.0,,67000.0,,100428000.0,299043000.0,,,,,87705000.0,,,,,,,,26282000.0,,,,,,,,,,,16288000.0,,94598000.0,,,261628000.0,120046000.0,,120046000.0,,,,,,,0.0,3245000.0,,,,1432076000.0,26811000.0,,,1747084000.0,-1337000.0,0.056067,11394000.0,501222000.0,4685000.0,,485160256.0,,,,,,,,,,,,,,,,,,,,,
1033344000,,,,,,2478298000.0,,,,,,18034000.0,3238000.0,,,,,2202000.0,44301000.0,,,,,,,,,,,1233655000.0,42741000.0,,0.0,126008000.0,-26967000.0,,,52267000.0,6406000.0,,,,,,,,,0.029682,,9526000.0,23606000.0,,,,,,293220000.0,91423000.0,485190577.0,403570000.0,,9226000.0,972027000.0,1431398000.0,,,,,,,,-27038000.0,169906000.0,,25918000.0,,,,,,,,-18604000.0,-1046900000.0,,,,,5962000.0,51331000.0,,,14380000.0,14380000.0,,,,,,,15235000.0,0.0,,,,0.0,,,,,63339000.0,,47122000.0,,,117639000.0,,141000.0,,94022000.0,299043000.0,,,,,89292000.0,,,,,,,,26349000.0,,,,,,,,,-10201000.0,,16823000.0,,120046000.0,,,261628000.0,126008000.0,,126008000.0,,,,,,,,2926000.0,,,,1443227000.0,14380000.0,,,1736447000.0,226000.0,0.029682,11829000.0,494993000.0,24293000.0,,485166321.0,,,,,,,,,,,,,,,,,,,,,
1041292800,,,,3920000.0,,2348496000.0,13406000.0,,,,,17732000.0,-519000.0,27583000.0,-1099500000.0,-8745000.0,,4552000.0,39377000.0,-116000.0,192378000.0,310872000.0,,,,,60555000.0,61417000.0,,1241375000.0,47836000.0,6939000.0,0.0,147537000.0,28952000.0,39999000.0,,47524000.0,2142000.0,,-65320000.0,,-76866000.0,,,450243000.0,664650000.0,,802000.0,-312000.0,27686000.0,,,,,64780000.0,310872000.0,100794000.0,,402401000.0,91880000.0,12059000.0,979649000.0,1248996000.0,,214407000.0,1441374000.0,4552000.0,0.125326,,50372000.0,28875000.0,165214000.0,,29328000.0,9151000.0,,503195000.0,,60555000.0,,212857000.0,-6991000.0,-1099500000.0,69091000.0,,95423000.0,,21529000.0,-232000.0,-76640000.0,299043000.0,14770000.0,-2302000.0,-21494000.0,109947000.0,,,88566000.0,,14792000.0,61417000.0,0.125326,,,,67840000.0,,485166321.0,,60345000.0,1241375000.0,,,1752246000.0,117690000.0,-131696000.0,137000.0,,91880000.0,299043000.0,979649000.0,60345000.0,,,88566000.0,,,141646000.0,,402401000.0,39377000.0,118984000.0,18196000.0,,,,147537000.0,,,,147537000.0,-7121000.0,,18508000.0,,126008000.0,1573000.0,100794000.0,802000.0,147537000.0,1248996000.0,147537000.0,,186824000.0,,485190577.0,2348496000.0,147537000.0,,3232000.0,0.0,14792000.0,,1441374000.0,-2302000.0,,,1752246000.0,7185000.0,,192378000.0,503195000.0,28643000.0,,,,,,,,,,,,,,,,,,,,,,,
1049068800,,,,,,2342552000.0,,,,,,-16373000.0,3444000.0,,,,,12002000.0,39703000.0,,,,,,,,,,,1252345000.0,52595000.0,,0.0,149328000.0,-9187000.0,,,60153000.0,7206000.0,,,,,,,,,0.037928,,6683000.0,32592000.0,,,,,,322398000.0,96010000.0,485220898.0,408415000.0,,12731000.0,990608000.0,1243052000.0,,,,,,,,-9189000.0,174838000.0,,34723000.0,,,,,,,,-7607000.0,-1099500000.0,,,,,1791000.0,16112000.0,,,19861000.0,18320000.0,,,,,,,19570000.0,0.0,,875000.0,,,,,,,76393000.0,,56307000.0,,,114685000.0,,337000.0,,84675000.0,299043000.0,,,,,89802000.0,,,,,,,,25430000.0,,,,,,,,,-7361000.0,,17872000.0,,147537000.0,,,0.0,149328000.0,,149328000.0,,,,,,,,2969000.0,,,,1442034000.0,18320000.0,,,1764432000.0,-246000.0,0.037928,198982000.0,504425000.0,6923000.0,,485190577.0,,,,,,,,,,,,,,,,,,,,,
1056931200,,,,,,2331429000.0,,,,,,15275000.0,3995000.0,,,,,18037000.0,39461000.0,,,,,,,,,,,1264870000.0,56412000.0,,0.0,230585000.0,-6814000.0,,,63454000.0,-4231000.0,,,,,,,,,0.044524,,7042000.0,35826000.0,,,,,,396968000.0,158464000.0,485226963.0,405266000.0,,14180000.0,1003133000.0,1231929000.0,,,,,,,,-6815000.0,168387000.0,,37915000.0,,,,,,,,40819000.0,-1099500000.0,,,,,81257000.0,47179000.0,,,21646000.0,21646000.0,,,,,,,20230000.0,0.0,,,,,,,,,59441000.0,,64003000.0,,,104933000.0,,518000.0,,88905000.0,294043000.0,,,,,90993000.0,,,,,,,,25539000.0,,,,,,,,,-9121000.0,,18497000.0,,149328000.0,,,261737000.0,230585000.0,,230585000.0,,,55000000.0,,,,,3243000.0,,,,1439260000.0,21646000.0,,,1836228000.0,63000.0,0.044524,207331000.0,563730000.0,40364000.0,,485196642.0,,,,,,,,,,,,,,,,,,,,,
1064880000,,,,,,2331189000.0,,,,,,6660000.0,2456000.0,,,,,12573000.0,46368000.0,-223000.0,,,,,,,,,,1290169000.0,77485000.0,,0.0,254949000.0,-18310000.0,,,84050000.0,301000.0,,,,,,,,,0.074206,,6565000.0,55906000.0,,,,,,423532000.0,168271000.0,485311861.0,408019000.0,,19815000.0,1028398000.0,1231689000.0,,,,,,,,-18362000.0,209486000.0,,59170000.0,,,,,,,,-11099000.0,-1099500000.0,,,,,24364000.0,53704000.0,,,36091000.0,36091000.0,,,,,,,20527000.0,0.0,,,,34000.0,,,,,67406000.0,,66903000.0,,,125436000.0,,-315000.0,,88604000.0,294043000.0,,,,,93449000.0,,,,,,,,24880000.0,,,,,,,,,-10826000.0,,18315000.0,,230585000.0,,,261771000.0,254949000.0,,254949000.0,,,55000000.0,,,,,3441000.0,,,,1450654000.0,36091000.0,,,1874186000.0,-84000.0,0.074206,218965000.0,576290000.0,35342000.0,,485214834.0,,,,,,,,,,,,,,,,,,,,,
1072828800,,,,23602000.0,,2269202000.0,13165000.0,,,,,8764000.0,13707000.0,27247000.0,-1151000000.0,-526000.0,,4972000.0,48322000.0,14000.0,227592000.0,475951000.0,,,,,122313000.0,78875000.0,,1315403000.0,103920000.0,-319000.0,55000.0,295472000.0,-15468000.0,84969000.0,,110877000.0,11912000.0,,147935000.0,,-49834000.0,,,480746000.0,798406000.0,,802000.0,6957000.0,81417000.0,,,,,141152000.0,475951000.0,187197000.0,,420239000.0,76692000.0,38243000.0,1053528000.0,1118202000.0,,317660000.0,1454801000.0,4972000.0,0.245704,,14326000.0,-15468000.0,245694000.0,,85025000.0,15188000.0,,607436000.0,60000000.0,122313000.0,,147537000.0,-18310000.0,-1151000000.0,120772000.0,,100826000.0,,40523000.0,73991000.0,-49779000.0,289043000.0,43174000.0,43174000.0,-45352000.0,205741000.0,,55000.0,110075000.0,,21121000.0,78875000.0,0.245704,,,,73579000.0,,485208770.0,,89238000.0,1315403000.0,,,1930752000.0,134817000.0,3803000.0,-674000.0,,76692000.0,289043000.0,1053528000.0,89238000.0,,,110075000.0,,,190986000.0,,420239000.0,48322000.0,216834000.0,25852000.0,,,109007000.0,295472000.0,109007000.0,,,295472000.0,-18044000.0,,18895000.0,,254949000.0,-133000.0,187197000.0,802000.0,295472000.0,1118202000.0,295472000.0,,290413000.0,60000000.0,485239091.0,2269202000.0,295472000.0,,3511000.0,0.0,21121000.0,,1454801000.0,43174000.0,,,1930752000.0,-52000.0,,227592000.0,607436000.0,58523000.0,,,,,,,,,,,,,,,,,,,,,,,
1080691200,,,,,,2285412000.0,,,,,,-61598000.0,2209000.0,,,,,14374000.0,58219000.0,,,,,,,,,,,1380622000.0,156015000.0,,0.0,276034000.0,-33628000.0,,,165270000.0,-25505000.0,,,,,,,,,0.179743,,7080000.0,133978000.0,,,,,,538729000.0,211859000.0,485275476.0,418025000.0,,47168000.0,1118733000.0,1134412000.0,,,,,,,,-33628000.0,274066000.0,,137021000.0,,,,,,,,-26778000.0,-1151000000.0,,,,,-19438000.0,40631000.0,,,86810000.0,86810000.0,,,,,,,21582000.0,88756000.0,,2175000.0,,,,,,,146124000.0,,,,,108796000.0,,-178000.0,,102197000.0,284159000.0,,,,,112284000.0,,,,,,,,28249000.0,,,,,108303000.0,,,,-21773000.0,,18994000.0,,295472000.0,,,0.0,276034000.0,,276034000.0,,,64884000.0,,,,,3154000.0,,,,1480300000.0,86810000.0,,,2019029000.0,-5005000.0,0.179743,237585000.0,629884000.0,7003000.0,,485220898.0,,,,,,,,,,,,,,,,,,,,,
1088553600,,,,,,2295455000.0,,,,,,51844000.0,1869000.0,,,,,11938000.0,61155000.0,,,,,,,,,,,1458222000.0,210220000.0,,0.0,331973000.0,-28014000.0,,,217863000.0,6148000.0,,,,,,,,,0.249002,,7643000.0,187763000.0,,,,,,601528000.0,220059000.0,485287605.0,410828000.0,,65958000.0,1196276000.0,1144455000.0,,,,,,,,-28014000.0,389013000.0,,191536000.0,,,,,,,,-98970000.0,-1151000000.0,,,,,55939000.0,182785000.0,,,120911000.0,120911000.0,,,,,,,23326000.0,0.0,,,,,,,,,161568000.0,,138210000.0,,,171150000.0,,-1864000.0,,96049000.0,273349000.0,,,,,114153000.0,,,,,,,,26327000.0,,,,,107642000.0,,,,-43200000.0,,18683000.0,,276034000.0,,,261946000.0,331973000.0,,331973000.0,,,20694000.0,,,,,3031000.0,,,,1496598000.0,120911000.0,,,2098126000.0,-743000.0,0.249002,244501000.0,630887000.0,154771000.0,,485239091.0,,,,,,,,,,,,,,,,,,,,,
1096502400,,,,,,2326026000.0,,,,,,39944000.0,2737000.0,,,,,15411000.0,75560000.0,-6000.0,,,,,,,,,,1529756000.0,231597000.0,,0.0,418617000.0,-48330000.0,,,238314000.0,-10949000.0,,,,,,,,,0.272089,,6717000.0,210177000.0,,,,,,725012000.0,306729000.0,485239091.0,410523000.0,,77087000.0,1267810000.0,1175026000.0,,,,,,,,-48330000.0,428085000.0,,211717000.0,,,,,,,,-60890000.0,-1151000000.0,,,,,86644000.0,192882000.0,,,131946000.0,131946000.0,,,,,,,26094000.0,0.0,,,,0.0,,,,,183986000.0,,204665000.0,,,189771000.0,,-787000.0,,106998000.0,267539000.0,,,,,116890000.0,,,,,,,,26597000.0,,,,,106941000.0,,,,-60413000.0,,19880000.0,,331973000.0,,,0.0,418617000.0,,418617000.0,,,26504000.0,,,,,2170000.0,,,,1531804000.0,131946000.0,,,2256816000.0,-471000.0,0.272089,249837000.0,717252000.0,144552000.0,,485239091.0,,,,,,,,,,,,,,,,,,,,,
1104451200,,,,6250000.0,,2436479000.0,10441000.0,,,,,30835000.0,-565000.0,29882000.0,-1219000000.0,-21000.0,,3049000.0,100708000.0,83000.0,259644000.0,1013553000.0,,,,,596773000.0,87860000.0,,1720899000.0,407020000.0,-6997000.0,-45267000.0,546029000.0,-106983000.0,315237000.0,,415463000.0,10057000.0,240565000.0,250557000.0,,-171688000.0,,,681185000.0,1715919000.0,,802000.0,8443000.0,384028000.0,,,,,545609000.0,1013553000.0,461447000.0,,403500000.0,96940000.0,125024000.0,1458941000.0,1217479000.0,,1034734000.0,1583577000.0,3049000.0,1.230171,45267000.0,61025000.0,-61716000.0,624755000.0,,386824000.0,-20249000.0,,864947000.0,32314000.0,596773000.0,,295472000.0,-71740000.0,-1219000000.0,596773000.0,,107635000.0,,127412000.0,300999000.0,-216955000.0,256729000.0,257105000.0,257105000.0,-191360000.0,916737000.0,,24142000.0,116277000.0,,30494000.0,87860000.0,1.230171,,,,77753000.0,,485233027.0,,301838000.0,1720899000.0,240565000.0,,2597130000.0,209292000.0,-258378000.0,-3079000.0,,96940000.0,256729000.0,1458941000.0,301838000.0,,,116277000.0,,-69409000.0,717297000.0,,403500000.0,100708000.0,927099000.0,28639000.0,,,106454000.0,591296000.0,106454000.0,45267000.0,,546029000.0,-65974000.0,,20196000.0,,418617000.0,-5908000.0,461447000.0,802000.0,591296000.0,1217479000.0,546029000.0,,1004852000.0,32314000.0,485233027.0,2436479000.0,546029000.0,,2086000.0,0.0,30494000.0,,1583577000.0,257105000.0,,,2597130000.0,-778000.0,,259644000.0,864947000.0,239283000.0,,,,,,,,,,,,,,,,,,,,,,,
1112227200,,,45267000.0,,,2468374000.0,,,,,,91650000.0,-9779000.0,,,,,14062000.0,109860000.0,,,,,,,,,,,1804781000.0,303389000.0,,0.0,722237000.0,-5157000.0,,,311898000.0,-12022000.0,,,,,,,,,0.379275,,8509000.0,276774000.0,,,,,,1071575000.0,497428000.0,485245155.0,382477000.0,,91467000.0,1542823000.0,1249374000.0,,,,,,,,-50424000.0,487255000.0,,284806000.0,,,,,,,,-99823000.0,-1219000000.0,,,,,176208000.0,284759000.0,,,183882000.0,183882000.0,,,,,,,25979000.0,0.0,,,,,,,,,226314000.0,,347568000.0,,,175357000.0,,-8209000.0,,108962000.0,250000000.0,,,,,106498000.0,,,,,,,,27092000.0,,,,,105743000.0,,,,-100000000.0,,18583000.0,,546029000.0,,,0.0,722237000.0,,722237000.0,,,40000000.0,,,,,3873000.0,,,,1625040000.0,183882000.0,,,2696615000.0,-780000.0,0.379275,269923000.0,879905000.0,234335000.0,,485245155.0,,,,,,,,,,,,,,,,,,,,,
1120089600,,,74339000.0,,,4328552000.0,,,,,,-315275000.0,43215000.0,,,,,0.0,214466000.0,,,,,,,,,,,2972020000.0,561389000.0,,-16377000.0,471166000.0,-107939000.0,,,539410000.0,-4136000.0,,,,,,,,,0.349593,,20405000.0,420277000.0,,,,,,1265843000.0,573643000.0,892807909.0,1470482000.0,,106749000.0,2248694000.0,3109552000.0,,,,,,,,-92193000.0,958012000.0,,448461000.0,,,,,,,,-572522000.0,-1219000000.0,,,,,-415749000.0,249503000.0,,,311931000.0,311931000.0,,,,,,,122856000.0,12154000.0,,,,,,,,,301154000.0,,253224000.0,,,418602000.0,,-13347000.0,,366046000.0,1070433000.0,,,,,277193000.0,52549000.0,,,,,,,90949000.0,,,,,105044000.0,,,,-353552000.0,,112928000.0,,722237000.0,,,1474000.0,471166000.0,,471166000.0,,,41250000.0,,,,,17875000.0,,,,3760829000.0,311931000.0,,,5026672000.0,903000.0,0.349593,546233000.0,2044125000.0,157310000.0,,892807909.0,,,,,,,,,,,,,,,,,,,,,
1128038400,,,0.0,,,4405763000.0,,,,,,81831000.0,-51653000.0,,,,,0.0,154920000.0,,,,,,,,,,,3187920000.0,633169000.0,,4699000.0,766870000.0,-115449000.0,,,647199000.0,-15620000.0,,,,,,,,,0.413905,,26560000.0,523559000.0,,,,,,1572797000.0,588331000.0,892820037.0,1609021000.0,,152573000.0,2464530000.0,3186763000.0,,,,,,,,-120694000.0,1030193000.0,,558351000.0,,,,,,,,-40640000.0,-1219000000.0,,,,,295704000.0,458353000.0,,,369410000.0,369410000.0,,,,,,,126535000.0,48705000.0,,,,,,,,,389241000.0,,367514000.0,,,382994000.0,,-13389000.0,,384155000.0,1215249000.0,,,,,267237000.0,7192000.0,,,,,,,88848000.0,,,,,121351000.0,,,,-150047000.0,,74818000.0,,471166000.0,,,1474000.0,766870000.0,,766870000.0,,,10000000.0,,,,0.0,26454000.0,,,,3824109000.0,369410000.0,,,5396906000.0,-4470000.0,0.413905,515995000.0,2197352000.0,337659000.0,,892820037.0,,,,,,,,,,,,,,,,,,,,,
1135987200,,,-74339000.0,-42268000.0,,6158926000.0,86365000.0,,,,,230845000.0,-24051000.0,81132000.0,-2832800000.0,-37714000.0,-13090000.0,50798000.0,284977000.0,,526233000.0,1714354000.0,,,,,1400148000.0,6355000.0,,3326077000.0,691980000.0,-5775000.0,11678000.0,876003000.0,-196824000.0,589744000.0,,704269000.0,-11690000.0,494300000.0,165296000.0,,-470636000.0,,,1659749000.0,4112629000.0,,1474000.0,4725000.0,612624000.0,,,,,1173559000.0,1714354000.0,795632000.0,,1553170000.0,395845000.0,184301000.0,2648359000.0,3326126000.0,,2452880000.0,3973220000.0,50798000.0,1.56822,,89051000.0,-207325000.0,1178349000.0,,605996000.0,-43468000.0,,2348802000.0,10000000.0,1400148000.0,,710707000.0,-342614000.0,-2832800000.0,1400148000.0,,358380000.0,,109133000.0,651580000.0,-425369000.0,1162065000.0,420446000.0,420446000.0,-853887000.0,2002367000.0,,45267000.0,259089000.0,,132016000.0,6355000.0,1.56822,,,,292313000.0,,892820037.0,,386460000.0,3326077000.0,494300000.0,,5687574000.0,474080000.0,-1055599000.0,4503000.0,,395845000.0,1162065000.0,2648359000.0,386460000.0,,,259089000.0,,,1644195000.0,,1553170000.0,284977000.0,2094500000.0,98273000.0,,,120861000.0,876003000.0,120861000.0,,,876003000.0,-250288000.0,,85984000.0,,766870000.0,-36533000.0,795632000.0,1474000.0,876003000.0,3326126000.0,876003000.0,,2386813000.0,10000000.0,892820037.0,6158926000.0,876003000.0,,15099000.0,0.0,132016000.0,,3973220000.0,420446000.0,,,5687574000.0,-1428000.0,,526233000.0,2348802000.0,444255000.0,-13090000.0,,,,,,,,,,,,,,,,,,,,,,
1143763200,,,,,,6247157000.0,,,,,,-58958000.0,19712000.0,,,,-84246000.0,0.0,210180000.0,,,,,,,,,,,3163187000.0,685758000.0,,-1811000.0,775627000.0,-144928000.0,,,709774000.0,-40303000.0,,,,,,,,,0.47162,,24016000.0,623170000.0,,,,,,1639109000.0,795721000.0,892820037.0,1445180000.0,,199872000.0,2484368000.0,3414357000.0,,,,,,,,-143117000.0,1121291000.0,,632655000.0,,,,,,,,-407274000.0,-2832800000.0,,,,,-100376000.0,437727000.0,,,421575000.0,421575000.0,,,,,,,101778000.0,7378000.0,,,,,,,,,359790000.0,,559794000.0,,,411517000.0,,-978000.0,,436148000.0,1162135000.0,,,,,181267000.0,,,,,,,,77119000.0,,,,,120157000.0,,,,-404877000.0,,53103000.0,,876003000.0,,,1474000.0,775627000.0,,775627000.0,,,10000000.0,,,,,17812000.0,,,,3776495000.0,421575000.0,,,5415604000.0,-2397000.0,0.47162,241981000.0,2240901000.0,294610000.0,,892820037.0,,,,,,,,,,,,,,,,,,,,,
1151625600,,,,,,6275231000.0,,,,,,-372961000.0,-3477000.0,,,,-11382000.0,0.0,286072000.0,,,,,,,,,,,3190584000.0,727872000.0,,3814000.0,800950000.0,-83789000.0,,,750325000.0,-25193000.0,,,,,,,,,0.491409,,23313000.0,649248000.0,,,,,,1834420000.0,619960000.0,892832166.0,1802687000.0,,207864000.0,2518719000.0,3442431000.0,,,,,,,,-87603000.0,1276749000.0,,649890000.0,,,,,,,,-46785000.0,-2832800000.0,,,,,25323000.0,132792000.0,,,439280000.0,439280000.0,,,,,,,99740000.0,5956000.0,,,,,,,,,509056000.0,,312657000.0,,,526424000.0,,6746000.0,,461341000.0,1529948000.0,,,,,172999000.0,,,,,,,,100435000.0,,,,,119452000.0,,,,-404877000.0,,77982000.0,,775627000.0,,,1474000.0,800950000.0,,800950000.0,,,10000000.0,,,,,21691000.0,,,,3789914000.0,439280000.0,,,5624334000.0,-9590000.0,0.491409,228031000.0,2422647000.0,45189000.0,,892832166.0,,,,,,,,,,,,,,,,,,,,,
1159574400,,,,,,6319314000.0,,,,,,-23185000.0,1105000.0,,,,-8407000.0,0.0,232646000.0,,,,,,,,,,,3415462000.0,872263000.0,,-4179000.0,918099000.0,-101904000.0,,,897325000.0,-19132000.0,,,,,,,,,0.583754,,25162000.0,796330000.0,,,,,,2005438000.0,609433000.0,892835198.0,1837786000.0,,271944000.0,2745800000.0,3486514000.0,,,,,,,,-102311000.0,1412238000.0,,804561000.0,,,,,,,,-290910000.0,-2832800000.0,,,,,117149000.0,522585000.0,,,521583000.0,521583000.0,,,,,,,101437000.0,4892000.0,,,,,,,,,523302000.0,,361895000.0,,,514913000.0,,5120000.0,,480473000.0,1527793000.0,,,,,208556000.0,,,,,,,,92764000.0,,,,,118761000.0,,,,-294458000.0,,67702000.0,,800950000.0,,,2946000.0,918099000.0,,918099000.0,,,10000000.0,,,,,24199000.0,,,,3870450000.0,521583000.0,,,5875888000.0,5502000.0,0.583754,265175000.0,2447219000.0,420274000.0,,892835198.0,,,,,,,,,,,,,,,,,,,,,
