date,annualNetIncome,annualNonCurrentDeferredRevenue,annualGoodwill,annualTotalAssets,annualPretaxIncome,quarterlyTotalAssets,trailingNetIncome,annualLongTermDebt,annualAccountsReceivable,annualCashDividendsPaid,quarterlyLongTermDebt,quarterlyCurrentAccruedExpenses,quarterlyOtherShortTermInvestments,quarterlyChangeInCashSupplementalAsReported,quarterlyAccountsReceivable,annualSaleOfInvestment,annualCommonStockIssuance,annualStockholdersEquity,annualOtherNonCashItems,quarterlyInvestmentsAndAdvances,annualOperatingIncome,annualDepreciationAndAmortization,annualTotalRevenue,annualPurchaseOfInvestment,quarterlySellingGeneralAndAdministration,annualRetainedEarnings,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualInvestingCashFlow,quarterlyGoodwill,annualCashFlowFromContinuingFinancingActivities,quarterlyNetIncomeCommonStockholders,annualEndCashPosition,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,trailingTotalRevenue,annualAccountsPayable,quarterlyCashDividendsPaid,annualNetPPE,quarterlyCurrentDebt,annualOperatingCashFlow,quarterlyCashAndCashEquivalents,annualOtherIntangibleAssets,quarterlyInterestExpense,annualOtherShortTermInvestments,quarterlyPurchaseOfInvestment,quarterlyDepreciationAndAmortization,annualIncomeTaxPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherIntangibleAssets,annualInvestmentsAndAdvances,quarterlyFreeCashFlow,quarterlyNetOtherFinancingCharges,annualRepurchaseOfCapitalStock,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,annualGainsLossesNotAffectingRetainedEarnings,trailingPretaxIncome,annualInterestExpense,annualBeginningCashPosition,annualGrossPPE,quarterlyRepurchaseOfCapitalStock,annualSellingGeneralAndAdministration,annualDeferredIncomeTax,annualNetIncomeCommonStockholders,quarterlySaleOfInvestment,quarterlyAccountsPayable,quarterlyCapitalStock,annualRepaymentOfDebt,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBeginningCashPosition,annualCapitalExpenditure,quarterlyCurrentDeferredRevenue,trailingNetIncomeCommonStockholders,quarterlyNetOtherInvestingChanges,annualCurrentAccruedExpenses,quarterlyStockholdersEquity,annualChangeInCashSupplementalAsReported,annualCurrentDebt,annualTaxProvision,quarterlyRepaymentOfDebt,quarterlyNetPPE,annualCurrentDeferredRevenue,quarterlyTaxProvision,annualCapitalStock,quarterlyCommonStockIssuance,quarterlyOtherNonCashItems,annualNetOtherFinancingCharges,trailingTaxProvision,annualTotalLiabilitiesNetMinorityInterest,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,annualFreeCashFlow,annualNonCurrentDeferredTaxesLiabilities,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,trailingNetIncomeContinuousOperations,annualChangeInWorkingCapital,quarterlyRetainedEarnings,annualPurchaseOfBusiness,quarterlyOperatingCashFlow,quarterlyTotalRevenue,quarterlyIncomeTaxPayable,annualNetIncomeContinuousOperations,quarterlyCapitalExpenditure,trailingSellingGeneralAndAdministration,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyGrossPPE,quarterlyOperatingIncome,annualDilutedEPS,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingInvestingCashFlow,trailingChangeInAccountPayable,annualOtherNonCurrentAssets,trailingOtherNonCashItems,quarterlyTotalNonCurrentAssets,annualOperatingExpense,trailingCashDividendsPaid,trailingChangeInWorkingCapital,quarterlyCurrentLiabilities,annualCostOfRevenue,quarterlyGrossProfit,trailingBasicAverageShares,annualEbitda,trailingOperatingIncome,quarterlyResearchAndDevelopment,annualChangeInInventory,quarterlyBasicAverageShares,trailingOperatingCashFlow,trailingPurchaseOfBusiness,quarterlyOperatingExpense,quarterlyChangesInAccountReceivables,quarterlyDilutedEPS,quarterlyOtherNonCurrentLiabilities,trailingNetOtherFinancingCharges,annualInventory,quarterlyOtherIncomeExpense,annualStockBasedCompensation,annualTotalNonCurrentAssets,trailingDeferredIncomeTax,annualDilutedAverageShares,trailingResearchAndDevelopment,quarterlyBasicEPS,quarterlyChangeInAccountPayable,annualChangeInAccountPayable,trailingSaleOfInvestment,annualCurrentAssets,trailingCashFlowFromContinuingFinancingActivities,trailingDilutedEPS,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingFreeCashFlow,quarterlyCurrentAssets,quarterlyEbitda,trailingNetOtherInvestingChanges,quarterlyCostOfRevenue,trailingRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingOtherIncomeExpense,annualAccumulatedDepreciation,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,annualResearchAndDevelopment,annualBasicEPS,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherCurrentLiabilities,quarterlyInventory,quarterlyOtherNonCurrentAssets,annualChangesInAccountReceivables,quarterlyOtherCurrentAssets,annualOtherIncomeExpense,trailingDilutedAverageShares,annualOtherNonCurrentLiabilities,annualGrossProfit,trailingCommonStockIssuance,trailingOperatingExpense,quarterlyAccumulatedDepreciation,trailingEndCashPosition,trailingChangeInCashSupplementalAsReported,annualOtherCurrentAssets,trailingCapitalExpenditure,quarterlyStockBasedCompensation,quarterlyDilutedAverageShares,annualBasicAverageShares,trailingStockBasedCompensation,trailingCostOfRevenue,annualOtherCurrentLiabilities,trailingInterestExpense,trailingRepurchaseOfCapitalStock,trailingGrossProfit,trailingDepreciationAndAmortization,trailingChangeInInventory,trailingBeginningCashPosition,quarterlyChangeInInventory,annualCurrentLiabilities,trailingBasicEPS
2008-06-30,,,,,,1369946000000.0,,,,,129757000000.0,,,3068000000.0,,,,,,618542000000.0,,,,,3747000000.0,,1922000000.0,1946000000.0,,,,1920000000.0,,-4353000000.0,-3855000000.0,,,,-1773000000.0,,,,82996000000.0,,218000000.0,,-98957000000.0,,,1339981000000.0,6086000000.0,,-6824000000.0,0.0,,,,,,,,,-679000000.0,,,,95315000000.0,161299000000.0,,,,-7180000000.0,,,,-265000000.0,,28060000000.0,,,,-82479000000.0,6318000000.0,,324000000.0,,1000000.0,,,,,,,,,,0.0,2246000000.0,,,,,-6667000000.0,17209000000.0,,,-157000000.0,,13590000000.0,,2244000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-09-30,,,,,,1374252471930.0,,,,,10166676180.0,,,15290142980.0,,,,,,271559623440.0,,,,,2210794590.0,,-477338710.0,-477338710.0,,,,-477338710.0,,11029148500.0,-1559212510.0,,,,-1440348950.0,,126260699050.0,,20723450860.0,,22309378580.0,,943011620.0,,,1348647824930.0,,,13471843980.0,-709270.0,,,,,,,,,,,,,3657224800.0,,,,23696001430.0,-4353000000.0,,,,-5826703190.0,,23696001430.0,,,,-87924750410.0,6353640660.0,,-218455160.0,,,,,,,,,,,,,-695793870.0,,,,,13595589720.0,15621671750.0,,,-123745740.0,,3253765770.0,,-687282630.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-31,-730551780.0,,,1334821543020.0,-1453201820.0,1334821543020.0,,64545004020.0,20204030840.0,-3214571500.0,64545004020.0,17593583280.0,,21016562420.0,20204030840.0,230702074400.0,,27398924280.0,24210931360.0,419662848080.0,-1490555500.0,1495583880.0,65467352580.0,-232819740720.0,2211065500.0,,-3709485780.0,-3709485780.0,-10026589720.0,,45834402040.0,-3709485780.0,31345484240.0,31345484240.0,-3688553000.0,,,17593583280.0,7642110.0,6411184500.0,73749812780.0,12853257620.0,22097575080.0,6931262660.0,23619040050.0,,-55020646390.0,,,1305825030580.0,6931262660.0,419662848080.0,10008239560.0,709270.0,,-7336406420.0,22097575080.0,17699179260.0,,87153318840.0,-16850819720.0,,,8784579860.0,,-730551780.0,52222080870.0,17593583280.0,496372940.0,-354854931620.0,17699179260.0,11029148500.0,-572516980.0,,,-608980470.0,17593583280.0,27398924280.0,48661069940.0,73749812780.0,-722650040.0,-100644052380.0,6411184500.0,,-1299286550.0,496372940.0,,24625854310.0,0.0,,1305825030580.0,,,,12280740640.0,,,-5008772330.0,,-11362702120.0,,,10289246570.0,12460768400.0,,-730551780.0,-281007010.0,,14415868850.0,,-5053927980.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-03-31,,,,,,1271836000000.0,,,,,318633000000.0,,,-5933000000.0,,,,,,478102000000.0,,,,,12930000000.0,,-814000000.0,-793000000.0,,,,-793000000.0,,25245000000.0,2725000000.0,,,,0.0,,,,19696000000.0,,21044000000.0,,-133210000000.0,403000000.0,,1241329000000.0,6822000000.0,,-23269000000.0,0.0,,,,,,,,,-33000000.0,,,,16849000000.0,,,,,31271000000.0,,,,119470000000.0,,29370000000.0,,,,-118078000000.0,6386000000.0,,-60000000.0,,11000000.0,-1228000000.0,,,,313000000.0,-26115000000.0,,,,-57000000.0,-874000000.0,,,,,-22753000000.0,14862000000.0,,,-516000000.0,,14095000000.0,,-874000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-06-30,,,,,,1184337000000.0,,,,,282433000000.0,,,3813000000.0,,,,,,454456000000.0,,,,,7617000000.0,,445000000.0,528000000.0,,,,528000000.0,,29115000000.0,1597000000.0,,,,,,,,20794000000.0,,17608000000.0,,9419000000.0,408000000.0,,1153657000000.0,6594000000.0,,-2068000000.0,-386000000.0,,,,,,,,,,,,,111264000000.0,,495000000.0,,,25245000000.0,,,,-119086000000.0,,29605000000.0,,,,-96943000000.0,6368000000.0,,12000000.0,,,1325000000.0,,,,-652000000.0,-3131000000.0,,,,,457000000.0,,,,,-2584000000.0,10871000000.0,,,,,4800000000.0,,457000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-30,,,,,,1187915000000.0,,,,,299245000000.0,,,-2502000000.0,,,,,,459169000000.0,,,,,9103000000.0,,490000000.0,499000000.0,,,,499000000.0,,26617000000.0,-568000000.0,,,,,,,,14316000000.0,,16767000000.0,,-41618000000.0,,,1150333000000.0,6056000000.0,,3115000000.0,9000000.0,,,,,,,,,,,,,41050000000.0,,,,,29115000000.0,,,,0.0,,36515000000.0,,,,-131536000000.0,6179000000.0,,55000000.0,,,-27179000000.0,,,,,34106000000.0,,,,,545000000.0,,,,,3115000000.0,11944000000.0,,,,,-5049000000.0,,545000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-12-31,-1423000000.0,,,1159972000000.0,-2181000000.0,1159972000000.0,,164705000000.0,,-1030000000.0,164705000000.0,,,-5686000000.0,,66513000000.0,7394000000.0,36121000000.0,3422000000.0,437369000000.0,-2181000000.0,1701000000.0,46845000000.0,-398676000000.0,-22314000000.0,,-1206000000.0,-1200000000.0,3239000000.0,,13853000000.0,-1200000000.0,20959000000.0,20959000000.0,-515000000.0,,,,,6119000000.0,,-27400000000.0,58787000000.0,6021000000.0,12056000000.0,,-233267000000.0,,,1122936000000.0,6021000000.0,437369000000.0,-6852000000.0,-4601000000.0,-101000000.0,334150000000.0,58787000000.0,,,67475000000.0,31271000000.0,,,7338000000.0,-1131000000.0,-1423000000.0,-102650000000.0,,919000000.0,-425182000000.0,,26617000000.0,-1674000000.0,,,335402000000.0,,36121000000.0,-10308000000.0,,-640000000.0,-78625000000.0,6119000000.0,,-500000000.0,919000000.0,,30504000000.0,-5000000000.0,,1122936000000.0,,-43054000000.0,,-29074000000.0,,,-1706000000.0,,-38194000000.0,,-186000000.0,-5178000000.0,10141000000.0,,-1541000000.0,,,7000000.0,,-1706000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-31,,,,,,1236218000000.0,,,,,165336000000.0,,,,,,,,,235045000000.0,,,,,10341000000.0,,1036000000.0,1324000000.0,,,,1324000000.0,,,,,,,,,,,17957000000.0,,158000000.0,,,,,1191986000000.0,6186000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,43235000000.0,,,,,6099000000.0,,511000000.0,,,,,,,,,,,,,1547000000.0,,,,,,12408000000.0,,,,,,,65000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-30,,,,,,1267385000000.0,,,,,315321000000.0,,,,,,,,,519025000000.0,,,,,11710000000.0,,546000000.0,527000000.0,,,,527000000.0,,,,,,,,,,,13365000000.0,,,,,,,1223640000000.0,6295000000.0,,,,,,,,,,,,,,,,,,919000000.0,,,,,,,,,42734000000.0,,,,,6160000000.0,,47000000.0,,,,,,,,,,,,,593000000.0,,,,,,14501000000.0,,,,,,,593000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-30,,,,,,1260698000000.0,,,,,168120000000.0,,,,,,,,,514074000000.0,,,,,1921000000.0,,1076000000.0,1043000000.0,,,,371000000.0,,,,,,,,,,,72450000000.0,,149000000.0,,,,,1212226000000.0,5203000000.0,,,,,,,,,,,,,,,,,78869000000.0,,,,,,,,,,47475000000.0,,,,,6115000000.0,,455000000.0,,,,,,,,,,,,,1531000000.0,,,,,,12642000000.0,,,,,,,1530000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-31,2777000000.0,,,1242844000000.0,3882000000.0,1242844000000.0,,181247000000.0,,0.0,181247000000.0,,,,,57702000000.0,92000000.0,43370000000.0,6426000000.0,490337000000.0,3882000000.0,1723000000.0,53190000000.0,-370493000000.0,-16229000000.0,,500000000.0,465000000.0,-3349000000.0,,7640000000.0,1137000000.0,20740000000.0,,,,,,,6132000000.0,,-4775000000.0,64900000000.0,5372000000.0,,,,,,1198745000000.0,5372000000.0,490337000000.0,,,-136000000.0,309280000000.0,64900000000.0,,,55803000000.0,20959000000.0,,,7771000000.0,1296000000.0,2777000000.0,,,919000000.0,-405120000000.0,,,-1811000000.0,,,,,43370000000.0,-484000000.0,,1000000000.0,,6132000000.0,,208000000.0,919000000.0,,,0.0,,1198745000000.0,,,,-6586000000.0,,,708000000.0,,-19831000000.0,,-165000000.0,,12349000000.0,,2882000000.0,,,,,709000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-31,,,,,,1229235000000.0,,,,,30042000000.0,,,,,,,,,482574000000.0,,,,,1966000000.0,,1526000000.0,1492000000.0,,,,1381000000.0,,,,,,,,,,,71736000000.0,,157000000.0,,,,,1183426000000.0,5104000000.0,,,,,,,,,,,,,,,,,79341000000.0,,,,,,,,,,45067000000.0,,,,,6159000000.0,,630000000.0,,,,,,,,,,,,,2156000000.0,,,,,,14239000000.0,,,,,,,2155000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-30,,,,,,1240731000000.0,,,,,171119000000.0,,,,,,,,,466232000000.0,,,,,1750000000.0,,1284000000.0,1271000000.0,,,,1507000000.0,,,,,,,,,10180000000.0,,68671000000.0,,6000000.0,,,,,1196611000000.0,3975000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,43288000000.0,,,,,4663000000.0,,333000000.0,,,,,,,,,,,,,1617000000.0,,,,,,10349000000.0,,,,,,,1619000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-09-30,,,,,,1282296000000.0,,,,,161398000000.0,,,,,,,,,218223000000.0,,,,,1708000000.0,,1106000000.0,1099000000.0,,,,1692000000.0,,,,,,,,,10844000000.0,,80175000000.0,,17000000.0,,,,,1234020000000.0,3728000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,47528000000.0,,,,,4616000000.0,,241000000.0,,,,,,,,,,,,,1347000000.0,,,,,,11747000000.0,,,,,,,1348000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-31,4740000000.0,,,1273580000000.0,4727000000.0,1273580000000.0,,8858000000.0,,0.0,8858000000.0,,,,,221930000000.0,41000000.0,45452000000.0,8963000000.0,482499000000.0,4727000000.0,1514000000.0,53884000000.0,-223576000000.0,35187000000.0,,-583000000.0,120000000.0,6504000000.0,,-6931000000.0,787000000.0,29300000000.0,,,,,,,2886000000.0,,9187000000.0,76517000000.0,3558000000.0,24821000000.0,,,,,1227351000000.0,3558000000.0,482499000000.0,,,,4602000000.0,76517000000.0,,,51728000000.0,20740000000.0,,,40643000000.0,277000000.0,4740000000.0,,,42452000000.0,-432353000000.0,,,-499000000.0,,,,,45452000000.0,8760000000.0,,1009000000.0,,2886000000.0,,-334000000.0,42452000000.0,,,-3000000000.0,,1227351000000.0,,,,8688000000.0,,,-917000000.0,,-1567000000.0,,-140000000.0,,18346000000.0,,3718000000.0,,,,,-849000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-31,,,,,,1241729000000.0,,,,,26414000000.0,,,,,,,,,484341000000.0,,,,,1850000000.0,,748000000.0,705000000.0,,,,680000000.0,,,,,,,,,,,97028000000.0,,136000000.0,,,,,1190282000000.0,3550000000.0,,,,,,,,,,,,,,,,,69317000000.0,,,,,,,,,,50616000000.0,,,,,2840000000.0,,360000000.0,,,,,,,,,,,,,1108000000.0,,,,,,11552000000.0,,,,,,,1108000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-30,,,,,,1231121000000.0,,,,,28649000000.0,,,,,,,,,436346000000.0,,,,,1335000000.0,,713000000.0,789000000.0,,1391000000.0,,559000000.0,,,,,,,,,,,63576000000.0,,24524000000.0,,,,,1181248000000.0,1538000000.0,,,,,,,,,,,,,,,,,58874000000.0,919000000.0,,28993000000.0,,,,,,,48946000000.0,,,,,2746000000.0,,177000000.0,,,,,,,,,,,,,890000000.0,,,,,,9392000000.0,,,,,,,1305000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-30,,,,,,1248096000000.0,,,,,26998000000.0,,,,,,,,,453002000000.0,,,,,1787000000.0,,753000000.0,719000000.0,,,,609000000.0,,,,,,,,,,,73155000000.0,,86000000.0,,,,,1191199000000.0,2707000000.0,,,,,,,,,,,,,,,,,51367000000.0,,,,,,,,,,55877000000.0,,,,,2689000000.0,,312000000.0,,,,,,,,,,,,,1065000000.0,,,,,,9497000000.0,,,,,,,1065000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-31,3259000000.0,,1966000000.0,1162128000000.0,3040000000.0,1162128000000.0,,152222000000.0,12356000000.0,,152222000000.0,,193584000000.0,,12356000000.0,212028000000.0,160000000.0,49511000000.0,1589000000.0,420752000000.0,3040000000.0,777000000.0,40130000000.0,-212062000000.0,27250000000.0,,248000000.0,1046000000.0,576000000.0,1966000000.0,-1665000000.0,1411000000.0,24150000000.0,,,1499000000.0,,10619000000.0,,2674000000.0,,-9260000000.0,56710000000.0,673000000.0,23373000000.0,193584000000.0,,,1874000000.0,1109286000000.0,673000000.0,420752000000.0,,,-17000000.0,-360000000.0,56710000000.0,32558000000.0,,48119000000.0,34280000000.0,2674000000.0,,32222000000.0,,3259000000.0,,10619000000.0,919000000.0,-333175000000.0,32558000000.0,,-423000000.0,21000000.0,,,,49511000000.0,-10349000000.0,,578000000.0,,2674000000.0,21000000.0,-271000000.0,919000000.0,,,-1125000000.0,,1109286000000.0,,,,-9683000000.0,1499000000.0,,-23000000.0,,-17160000000.0,28101000000.0,-6536000000.0,,9689000000.0,1874000000.0,2462000000.0,,,,2674000000.0,455000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-31,,,,,,1180720000000.0,,,,,22698000000.0,,,,,,,,,455866000000.0,,,,,1739000000.0,,825000000.0,800000000.0,,,,1804000000.0,,,,,,,,,,,60078000000.0,,69000000.0,,,,,1122899000000.0,2691000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,56688000000.0,,,,,2689000000.0,,342000000.0,,,,,,,,,,,,,1167000000.0,,,,,,10504000000.0,,,,,,,1166000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-30,,,,,,1143598000000.0,,,,,20872000000.0,,,,,,,,,433854000000.0,,,,,1707000000.0,,919000000.0,942000000.0,,,,788000000.0,,,,,,,,,,,61733000000.0,,70000000.0,,,,,1087582000000.0,2748000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,52131000000.0,,,,,2627000000.0,,369000000.0,,,,,,,,,,,,,1288000000.0,,,,,,9426000000.0,,,,,,,1288000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-30,,,,,,1131175000000.0,,,,,21622000000.0,,,,,,,,,291085000000.0,,,,,1468000000.0,,910000000.0,891000000.0,,,,101000000.0,,,,,,,,,,,66053000000.0,,33000000.0,,,,,1075425000000.0,1879000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,51804000000.0,,,,,2466000000.0,,309000000.0,,,,,,,,,,,,,1219000000.0,,,,,,5946000000.0,,,,,,,1217000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-31,4577000000.0,,1137000000.0,1076602000000.0,5913000000.0,1080624000000.0,,134616000000.0,9988000000.0,,20595000000.0,7876000000.0,,,9988000000.0,198679000000.0,119000000.0,42440000000.0,-3876000000.0,307918000000.0,5913000000.0,765000000.0,28011000000.0,-188737000000.0,1479000000.0,,429000000.0,405000000.0,9269000000.0,1137000000.0,-8703000000.0,539000000.0,17180000000.0,,,-141000000.0,,7880000000.0,,2446000000.0,,-8418000000.0,56328000000.0,704000000.0,106000000.0,137897000000.0,,,1273000000.0,1027781000000.0,1841000000.0,299627000000.0,,,-750000000.0,-82000000.0,56328000000.0,25481000000.0,,39693000000.0,24150000000.0,2446000000.0,,17089000000.0,,4577000000.0,,27257000000.0,921000000.0,-166208000000.0,25481000000.0,,-388000000.0,,,,7876000000.0,47441000000.0,-7852000000.0,,1474000000.0,,2446000000.0,,38000000.0,921000000.0,,,723000000.0,,1026749000000.0,,,,-8806000000.0,-141000000.0,,467000000.0,,-12229000000.0,,-4638000000.0,,6139000000.0,440000000.0,4439000000.0,,,,2446000000.0,467000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-31,,,,,,948448000000.0,,,,,21724000000.0,,,9604000000.0,,,,,,315601000000.0,,,,,2131000000.0,,339000000.0,-1917000000.0,,,,-2325000000.0,,26924000000.0,-1578000000.0,,,,,,,,70734000000.0,,9597000000.0,,-44513000000.0,172000000.0,,901760000000.0,1816000000.0,,8805000000.0,-1233000000.0,,,,,,,,,,,,,44299000000.0,,,,,17180000000.0,,,,201000000.0,,45380000000.0,,,,-41875000000.0,2368000000.0,,90000000.0,,,902000000.0,,,,,9259000000.0,,,,-1364000000.0,429000000.0,,,,,8805000000.0,4063000000.0,,,,,2377000000.0,,5223000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-30,,,,,,970517000000.0,,,,,23371000000.0,,,-12144000000.0,,,,,,342032000000.0,,,,,1700000000.0,,798000000.0,1067000000.0,,,,1067000000.0,,14568000000.0,-9906000000.0,,,,,,,,58195000000.0,,8734000000.0,,-27993000000.0,167000000.0,,920757000000.0,1835000000.0,,-7192000000.0,-354000000.0,,,,,,,,,,,,,18095000000.0,,,,,26924000000.0,,,,225000000.0,,49144000000.0,,,,-32804000000.0,2275000000.0,,339000000.0,,,566000000.0,,,,,-9645000000.0,,,,4000000.0,1137000000.0,,,,,-7192000000.0,3773000000.0,,,,,4954000000.0,,1620000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-30,,,,,,990987000000.0,,,,,140293000000.0,,92639000000.0,1959000000.0,,,,,,234228000000.0,,,,,1686000000.0,,1056000000.0,926000000.0,,,,926000000.0,,16460000000.0,1440000000.0,,,,,,,,55148000000.0,,8706000000.0,,-16276000000.0,175000000.0,,935831000000.0,1655000000.0,,2879000000.0,1762000000.0,,,,,,,,,-817000000.0,,,,17718000000.0,30412000000.0,,,,14568000000.0,,,,-1706000000.0,,47166000000.0,,,,-40491000000.0,2111000000.0,,365000000.0,,,-360000000.0,,,,,1709000000.0,,,,0.0,1421000000.0,,,,,2879000000.0,3945000000.0,,,,,-2360000000.0,,1486000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
