date,annualNetIncome,annualNonCurrentDeferredRevenue,annualGoodwill,annualTotalAssets,annualPretaxIncome,quarterlyTotalAssets,trailingNetIncome,annualLongTermDebt,annualAccountsReceivable,annualCashDividendsPaid,quarterlyLongTermDebt,quarterlyCurrentAccruedExpenses,quarterlyOtherShortTermInvestments,quarterlyChangeInCashSupplementalAsReported,quarterlyAccountsReceivable,annualSaleOfInvestment,annualCommonStockIssuance,annualStockholdersEquity,annualOtherNonCashItems,quarterlyInvestmentsAndAdvances,annualOperatingIncome,annualDepreciationAndAmortization,annualTotalRevenue,annualPurchaseOfInvestment,quarterlySellingGeneralAndAdministration,annualRetainedEarnings,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualInvestingCashFlow,quarterlyGoodwill,annualCashFlowFromContinuingFinancingActivities,quarterlyNetIncomeCommonStockholders,annualEndCashPosition,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,trailingTotalRevenue,annualAccountsPayable,quarterlyCashDividendsPaid,annualNetPPE,quarterlyCurrentDebt,annualOperatingCashFlow,quarterlyCashAndCashEquivalents,annualOtherIntangibleAssets,quarterlyInterestExpense,annualOtherShortTermInvestments,quarterlyPurchaseOfInvestment,quarterlyDepreciationAndAmortization,annualIncomeTaxPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherIntangibleAssets,annualInvestmentsAndAdvances,quarterlyFreeCashFlow,quarterlyNetOtherFinancingCharges,annualRepurchaseOfCapitalStock,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,annualGainsLossesNotAffectingRetainedEarnings,trailingPretaxIncome,annualInterestExpense,annualBeginningCashPosition,annualGrossPPE,quarterlyRepurchaseOfCapitalStock,annualSellingGeneralAndAdministration,annualDeferredIncomeTax,annualNetIncomeCommonStockholders,quarterlySaleOfInvestment,quarterlyAccountsPayable,quarterlyCapitalStock,annualRepaymentOfDebt,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBeginningCashPosition,annualCapitalExpenditure,quarterlyCurrentDeferredRevenue,trailingNetIncomeCommonStockholders,quarterlyNetOtherInvestingChanges,annualCurrentAccruedExpenses,quarterlyStockholdersEquity,annualChangeInCashSupplementalAsReported,annualCurrentDebt,annualTaxProvision,quarterlyRepaymentOfDebt,quarterlyNetPPE,annualCurrentDeferredRevenue,quarterlyTaxProvision,annualCapitalStock,quarterlyCommonStockIssuance,quarterlyOtherNonCashItems,annualNetOtherFinancingCharges,trailingTaxProvision,annualTotalLiabilitiesNetMinorityInterest,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,annualFreeCashFlow,annualNonCurrentDeferredTaxesLiabilities,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,trailingNetIncomeContinuousOperations,annualChangeInWorkingCapital,quarterlyRetainedEarnings,annualPurchaseOfBusiness,quarterlyOperatingCashFlow,quarterlyTotalRevenue,quarterlyIncomeTaxPayable,annualNetIncomeContinuousOperations,quarterlyCapitalExpenditure,trailingSellingGeneralAndAdministration,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyGrossPPE,quarterlyOperatingIncome,annualDilutedEPS,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingInvestingCashFlow,trailingChangeInAccountPayable,annualOtherNonCurrentAssets,trailingOtherNonCashItems,quarterlyTotalNonCurrentAssets,annualOperatingExpense,trailingCashDividendsPaid,trailingChangeInWorkingCapital,quarterlyCurrentLiabilities,annualCostOfRevenue,quarterlyGrossProfit,trailingBasicAverageShares,annualEbitda,trailingOperatingIncome,quarterlyResearchAndDevelopment,annualChangeInInventory,quarterlyBasicAverageShares,trailingOperatingCashFlow,trailingPurchaseOfBusiness,quarterlyOperatingExpense,quarterlyChangesInAccountReceivables,quarterlyDilutedEPS,quarterlyOtherNonCurrentLiabilities,trailingNetOtherFinancingCharges,annualInventory,quarterlyOtherIncomeExpense,annualStockBasedCompensation,annualTotalNonCurrentAssets,trailingDeferredIncomeTax,annualDilutedAverageShares,trailingResearchAndDevelopment,quarterlyBasicEPS,quarterlyChangeInAccountPayable,annualChangeInAccountPayable,trailingSaleOfInvestment,annualCurrentAssets,trailingCashFlowFromContinuingFinancingActivities,trailingDilutedEPS,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingFreeCashFlow,quarterlyCurrentAssets,quarterlyEbitda,trailingNetOtherInvestingChanges,quarterlyCostOfRevenue,trailingRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingOtherIncomeExpense,annualAccumulatedDepreciation,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,annualResearchAndDevelopment,annualBasicEPS,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherCurrentLiabilities,quarterlyInventory,quarterlyOtherNonCurrentAssets,annualChangesInAccountReceivables,quarterlyOtherCurrentAssets,annualOtherIncomeExpense,trailingDilutedAverageShares,annualOtherNonCurrentLiabilities,annualGrossProfit,trailingCommonStockIssuance,trailingOperatingExpense,quarterlyAccumulatedDepreciation,trailingEndCashPosition,trailingChangeInCashSupplementalAsReported,annualOtherCurrentAssets,trailingCapitalExpenditure,quarterlyStockBasedCompensation,quarterlyDilutedAverageShares,annualBasicAverageShares,trailingStockBasedCompensation,trailingCostOfRevenue,annualOtherCurrentLiabilities,trailingInterestExpense,trailingRepurchaseOfCapitalStock,trailingGrossProfit,trailingDepreciationAndAmortization,trailingChangeInInventory,trailingBeginningCashPosition,quarterlyChangeInInventory,annualCurrentLiabilities,trailingBasicEPS
1999-09-30,,,,,,449825721840.0,,,,,484475040.0,,,,,,,,,168746023440.0,,,,,1366444080.0,,794988000.0,794988000.0,,,,794988000.0,,0.0,0.0,,,,,,271152636480.0,,5254403040.0,,3193045920.0,,,,,416116360080.0,,,0.0,,,,,,,,,,,,,,,,468575280.0,,,0.0,,,,,,32888185920.0,,,,,1821925440.0,,250655040.0,,,,,,,,,,,,,1045643040.0,,,,,0.0,8827172640.0,,,,,,,1077442560.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-31,4936154930.0,,,494260462710.0,5998516440.0,494260462710.0,,85450039360.0,6133671880.0,-725466700.0,85450039360.0,8429326780.0,,,6133671880.0,101144964830.0,,35157308830.0,-13009704890.0,219513304150.0,6091932700.0,541615550.0,45301917150.0,-112689823260.0,2028725320.0,7555785370.0,831211010.0,831211010.0,-22383132170.0,,4126216080.0,831211010.0,14870079770.0,14870079770.0,-22383132170.0,,,8429326780.0,,3587581900.0,73655739640.0,23654189580.0,4992800960.0,,3983286380.0,,,,,458129239680.0,,219513304150.0,18069089780.0,,,-5253173940.0,4992800960.0,26562019120.0,,13501630940.0,10871068810.0,,,6085969960.0,,4936154930.0,,8429326780.0,1039504340.0,,26562019120.0,0.0,-5585099800.0,,,,8429326780.0,35157308830.0,5397273490.0,73655739640.0,1062361510.0,,3587581900.0,,294496630.0,1039504340.0,,,993790.0,,458129239680.0,,,,18069089780.0,,,1125707640.0,,30295688150.0,7555785370.0,,23654189580.0,14401201230.0,,4936154930.0,,,,,1150848460.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-31,,,,,,552891077500.0,,,,,485483200.0,,,,,,,,,198590878900.0,,,,,,,1023281400.0,1023281400.0,,,,1023281400.0,,0.0,0.0,,,,,,350626639300.0,,8167417800.0,,181009900.0,,,,,517819101500.0,,,0.0,,,,,,,,,,,,,,,,524196300.0,,,0.0,,,,,,34118796700.0,,,,,1947164300.0,,404918100.0,,,,,,,,,,,,,1428199500.0,,,,,0.0,13563186900.0,,,,,,,1459588500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-06-30,,,,,,557327332040.0,,,,,487111840.0,,,,,,,,,192696824740.0,,,,,,,4469041170.0,4469041170.0,,,,4469041170.0,,0.0,0.0,,,,,,349329526550.0,,6339802590.0,,86084420.0,,,,,521131982860.0,,,0.0,,,,,,,,,,,,,,,,785257880.0,,34334036050.0,0.0,,,,,,35119293930.0,,,,,1942148500.0,,430422100.0,,,,,,,,,,,,,4899463270.0,,,,,0.0,10523295440.0,,,,,,,4930957570.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-09-30,,,,,,612837323780.0,,,,,485206480.0,,,,,,,,,222467171080.0,,,,,,,5316865400.0,5316865400.0,,,,5316865400.0,,0.0,0.0,,,,,,370057232820.0,,6685193020.0,,172316320.0,,,,,579245844320.0,,,0.0,,,,,,,,,,,,,,,,857046960.0,,31631381320.0,0.0,,,,,,32488428280.0,,,,,1952162520.0,,469335240.0,,,,,,,,,,,,,5786200640.0,,,,,0.0,12473660980.0,,,,,,,5836081680.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-12-31,12017720380.0,,,651974373680.0,13860785320.0,651974373680.0,,123263885060.0,7900370800.0,-902899520.0,123263885060.0,10833729500.0,,,7900370800.0,109622436180.0,,27769483940.0,-43861964300.0,304979866640.0,14007719440.0,610096020.0,57987869880.0,-114101797360.0,,19210039080.0,1213940580.0,1213940580.0,-14252609640.0,,7796026280.0,1213940580.0,3495541420.0,3495541420.0,-14252609640.0,,,10833729500.0,,2134803700.0,66435517040.0,-3514706740.0,44254853360.0,,18870333480.0,,,,,622913360120.0,,304979866640.0,-14952143820.0,,,1664188620.0,44254853360.0,6133967140.0,,19309059900.0,14868029360.0,,,7176347600.0,,12017720380.0,,10833729500.0,2425477720.0,,6133967140.0,0.0,-11437437080.0,,,,10833729500.0,27769483940.0,-9971290100.0,66435517040.0,1843064940.0,,2134803700.0,,539355940.0,2425477720.0,,,1064740.0,,622913360120.0,,,,-14952143820.0,,,1753296520.0,,41408803340.0,19210039080.0,,-3514706740.0,21452275400.0,,12017720380.0,,,,,1787998300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-03-31,,,,,,715126280600.0,,,,,128048805050.0,,,,,,,,,283683165850.0,,,,,,,1131276050.0,1131276050.0,,,,1131276050.0,,0.0,0.0,,,,,,,,6924642300.0,,355022050.0,,,,,686007623200.0,,,0.0,,,,,,,,,,,,,,,,2553647350.0,,3396111250.0,0.0,,,,,,27676879750.0,,,,,2110725950.0,,383560800.0,,,,,,,,,,,,,1514836850.0,,,21727121150.0,,0.0,11047920900.0,,,,,,,1593603800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-06-30,,,,,,706070600400.0,,,,,113585434200.0,,,,,,,,,303595744800.0,,,,,,,1595469600.0,1595469600.0,,,,1595469600.0,,9965802000.0,-1261315200.0,,,,,,,,5127622800.0,,307092600.0,,,,,677592174000.0,,,-3669815400.0,,,,,,,,,,,,,,,,2648526600.0,,1004816400.0,0.0,,,,,,27093568200.0,,,,,1946096400.0,,403573800.0,,,,,,,,,,,,,1999043400.0,,,23440225200.0,,-3669815400.0,20723455800.0,,,,,,,2079052200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-30,,,,,,742429395000.0,,,,,129445174800.0,,,,,,,,,309765451500.0,,,,,,,980246100.0,980246100.0,,,,980246100.0,,0.0,1261315200.0,,,,,,,,5212977300.0,,313942200.0,,,,,716428175100.0,,,3669815400.0,,,,,,,,,,,,,,,,2673997200.0,,-2008791000.0,9965802000.0,,,,,,24417238800.0,,,,,2137221900.0,,282108900.0,,,,,,,,,,,,,1262355000.0,,,23752032600.0,,3669815400.0,9080174400.0,,,,,,,1342487100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-12-31,4584428890.0,,,706347089430.0,5752171380.0,706347089430.0,,135180523070.0,8522609530.0,-2304015500.0,135180523070.0,,,,8522609530.0,240505500900.0,,24097754310.0,19953898140.0,340711068680.0,6076981370.0,592300570.0,73298038470.0,-267415278030.0,,22557997610.0,637099690.0,637099690.0,-27199745910.0,,5292492190.0,637099690.0,4688952520.0,4688952520.0,-27199745910.0,,,,,2035401010.0,9243035840.0,23464992980.0,9280124870.0,,18516354840.0,,,,,680786004300.0,,340711068680.0,14312993850.0,,,8862030350.0,9280124870.0,-1007023360.0,,19549290540.0,3491988370.0,,,8303447080.0,,4584428890.0,,,2546780060.0,,-1007023360.0,0.0,-9151999130.0,,,,,24097754310.0,1557739260.0,9243035840.0,1167742490.0,,2035401010.0,,29427590.0,2546780060.0,,,1123910.0,,680786004300.0,,,,14312993850.0,,,666527280.0,,-522618150.0,22557997610.0,,23464992980.0,29649095670.0,,4584428890.0,,,,,736670870.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-03-31,,,,,,748014359400.0,,,,,113687104300.0,,,9177252700.0,,,,,,324425462900.0,,,,,,,1134679700.0,1134679700.0,,,,1134679700.0,,13663195700.0,-15311865800.0,,,,-8031100.0,,,,9483581800.0,,337306200.0,,-74968023900.0,,,721145740700.0,,,21694295700.0,0.0,,,,,,,,,,,,,62491136400.0,,2579130400.0,,-1338899100.0,4676394800.0,,,,-642488000.0,,25394338200.0,,,,-197335600.0,1964177600.0,,315507500.0,,,22752106300.0,,,,,,,,,,1450187200.0,,,24154106900.0,,23886786000.0,19938926700.0,,,-2192490300.0,,603479800.0,,1525909000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
