date,quarterlyDilutedEPS,trailingNetIncomeCommonStockholders,trailingChangeInCashSupplementalAsReported,annualEbitda,annualRepaymentOfDebt,annualGrossPPE,annualOtherCurrentLiabilities,annualNetIncomeCommonStockholders,annualChangeInCashSupplementalAsReported,quarterlyStockholdersEquity,quarterlyOtherIntangibleAssets,annualInterestExpense,quarterlyOperatingExpense,annualBeginningCashPosition,annualOtherNonCurrentLiabilities,quarterlyChangeInInventory,quarterlyCashAndCashEquivalents,annualCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyNonCurrentDeferredTaxesLiabilities,trailingGrossProfit,trailingCapitalExpenditure,annualTotalNonCurrentAssets,annualCapitalExpenditure,quarterlySaleOfInvestment,annualSellingGeneralAndAdministration,annualDilutedAverageShares,trailingInterestExpense,quarterlyNetOtherInvestingChanges,quarterlyCapitalStock,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,quarterlyRepaymentOfDebt,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,quarterlyCommonStockIssuance,annualNetIncomeContinuousOperations,quarterlyCapitalExpenditure,quarterlyOperatingIncome,quarterlyTotalRevenue,annualOtherNonCashItems,quarterlyEbitda,trailingNetOtherFinancingCharges,trailingTaxProvision,annualInventory,annualOperatingExpense,annualNetOtherFinancingCharges,annualPurchaseOfBusiness,annualCurrentDebt,annualCostOfRevenue,quarterlyOtherNonCashItems,annualResearchAndDevelopment,quarterlyOtherCurrentLiabilities,trailingFreeCashFlow,quarterlyGrossPPE,trailingSellingGeneralAndAdministration,quarterlyChangeInCashSupplementalAsReported,annualGrossProfit,quarterlyOperatingCashFlow,quarterlyTaxProvision,annualNonCurrentDeferredTaxesLiabilities,quarterlyRetainedEarnings,annualTotalLiabilitiesNetMinorityInterest,trailingNetIncome,quarterlyPurchaseOfBusiness,trailingCashDividendsPaid,annualChangeInInventory,quarterlyCurrentAssets,annualBasicAverageShares,quarterlyCurrentLiabilities,quarterlyResearchAndDevelopment,trailingPurchaseOfBusiness,trailingNetIncomeContinuousOperations,trailingBeginningCashPosition,trailingOperatingExpense,quarterlyChangeInWorkingCapital,quarterlyNetPPE,quarterlyNonCurrentDeferredRevenue,trailingCostOfRevenue,quarterlyPretaxIncome,trailingNetOtherInvestingChanges,quarterlyFreeCashFlow,quarterlyOtherShortTermInvestments,quarterlyCostOfRevenue,annualChangeInWorkingCapital,quarterlyAccountsReceivable,quarterlyGoodwill,annualRetainedEarnings,annualNetOtherInvestingChanges,quarterlyDepreciationAndAmortization,quarterlyTotalAssets,annualGoodwill,annualFreeCashFlow,quarterlyDilutedAverageShares,annualCommonStockIssuance,annualOtherShortTermInvestments,annualPretaxIncome,annualCashDividendsPaid,annualBasicEPS,quarterlyTotalNonCurrentAssets,annualNetIncome,annualTotalRevenue,annualAccountsPayable,trailingInvestingCashFlow,trailingOperatingIncome,annualAccountsReceivable,trailingResearchAndDevelopment,annualPurchaseOfInvestment,annualOtherCurrentAssets,quarterlyLongTermDebt,annualInvestingCashFlow,quarterlyNetIncome,trailingSaleOfInvestment,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncomeContinuousOperations,quarterlySellingGeneralAndAdministration,annualEndCashPosition,annualTaxProvision,annualTotalAssets,trailingPurchaseOfInvestment,annualStockholdersEquity,annualOperatingIncome,annualLongTermDebt,annualNonCurrentDeferredRevenue,quarterlyBasicEPS,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingTotalRevenue,annualCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyBasicAverageShares,annualDepreciationAndAmortization,annualCurrentLiabilities,quarterlyOtherNonCurrentAssets,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,annualSaleOfInvestment,trailingEndCashPosition,quarterlyGrossProfit,quarterlyInvestingCashFlow,quarterlyNetIncomeCommonStockholders,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyEndCashPosition,annualDilutedEPS,quarterlyInventory,quarterlyNetOtherFinancingCharges,annualOperatingCashFlow,annualCurrentAssets,quarterlyCashDividendsPaid,annualNetPPE,annualOtherNonCurrentAssets,annualOtherIntangibleAssets,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingPretaxIncome,annualCashCashEquivalentsAndMarketableSecurities,annualCurrentDeferredRevenue,annualChangeInAccountPayable,quarterlyRepurchaseOfCapitalStock,trailingChangesInAccountReceivables,quarterlyCurrentAccruedExpenses,trailingCommonStockIssuance,trailingOtherIncomeExpense,trailingChangeInAccountPayable,annualStockBasedCompensation,trailingCashFlowFromContinuingFinancingActivities,annualDeferredIncomeTax,trailingOtherNonCashItems,annualInvestmentsAndAdvances,trailingRepurchaseOfCapitalStock,annualIncomeTaxPayable,quarterlyStockBasedCompensation,trailingStockBasedCompensation,trailingDilutedEPS,annualCashFlowFromContinuingFinancingActivities,annualGainsLossesNotAffectingRetainedEarnings,annualRepurchaseOfCapitalStock,trailingBasicEPS,quarterlyIncomeTaxPayable,quarterlyOtherIncomeExpense,annualChangesInAccountReceivables,trailingDilutedAverageShares,trailingDepreciationAndAmortization,trailingChangeInInventory,annualOtherIncomeExpense,trailingDeferredIncomeTax,annualCurrentAccruedExpenses,quarterlyChangesInAccountReceivables,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInvestmentsAndAdvances,trailingChangeInWorkingCapital,quarterlyDeferredIncomeTax,trailingOperatingCashFlow,trailingBasicAverageShares,quarterlyCurrentDeferredRevenue,quarterlyChangeInAccountPayable,quarterlyAccumulatedDepreciation,annualAccumulatedDepreciation
1999-06-30,,,,,,,,,,660663053.69,104340532.57,,,,,,258725263.31,,258725263.31,,,,,,,,,,,229552305.0,,,,698068117.06,-4395079.94,,,,,,,,,,,,,,,,,,478602.46,,507936123.51,,,,,,,80989573.16,,,,,,2064402170.31,,1885270282.8,,,,,,,507936123.51,,,,,,,,,1085565710.97,,,,,2767516848.16,,,,,,,,,703114677.85,,,,,,,,,,19164557.43,,,,126.51,,,,,,,,,,,,25330288.05,,,1021800000.0,,,,8472162.71,,,,,,,,1910600570.85,,,529019565.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-31,,,,229633322.53,-1822248580.0,511202822.33,16430441.97,94425543.75,176130481.71,627790204.57,91081151.84,48319276.2,,258885877.6,-965342.09,,435016359.31,229552305.0,435711559.31,,,,748181431.8,-52478035.28,,373007408.39,,,,229552305.0,,,,698874227.75,-55142070.97,,110837104.82,,,,49085989.86,,,,571263876.73,379308615.23,-21440084.77,,1292370000.0,3970004639.83,,,16430441.97,,511202822.33,,,569123127.83,,,,32476978.97,2205717114.14,,,,75791926.23,2307452092.37,,2204499201.78,,,,,,,511202822.33,,,,,,695200.0,,-61761658.11,890231159.13,,32476978.97,86551.0,,3055633524.17,,112196443.74,,,695200.0,137939971.44,-50443445.29,0.195346,748181431.8,94425543.75,4539127767.66,698874227.75,,,890231159.13,,-175788138.67,-55142070.97,1572500.0,-225826417.17,,,-965342.09,,,435016359.31,27102866.62,3055633524.17,,627790204.57,189814512.6,1572500.0,,,1217912.36,,435016359.31,1292370000.0,,43374074.89,2204499201.78,6366695.08,,,2144083.51,,,,,2205717114.14,,0.195346,571263876.73,,164674479.02,2307452092.37,,511202822.33,6366695.08,91081151.84,1217912.36,,435711559.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-06-30,,,,,,,,,,724343822.27,89225515.2,,,,,,584197286.1,,584197286.1,,,,,,,,,,,229552305.0,,,,891954154.45,-55491824.58,,,,,,,,,,,,,,,,,,12860883.94,,518945640.55,,,,,,,124329122.57,,,,,,2773028611.58,,2589022868.27,,,,,,,518945640.55,,,,,,,,,1086879354.04,,,,,3502509996.51,,,,,,,,,729481384.93,,,,,,,,,,2586989.47,,,,-861670.77,,,,,,,,,,,,2336073.15,,,1381000000.0,,,,4857504.87,,,,,,,,2591358941.42,,,570897513.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-12-31,,,,327443690.56,-1871470441.97,577188482.96,7000000.0,184837458.67,164192476.84,794048428.93,84688829.2,55038439.43,,435016359.31,-15238310.26,,599208836.15,229552305.0,699208836.15,,,,842867404.72,-141085757.14,,404011144.22,,,,229552305.0,,,,687772247.18,-58077070.05,,204654284.73,,,,55598757.98,,,,610917813.0,413144768.56,-5685068.85,,1570950000.0,4003787989.18,,,7000000.0,,577188482.96,,,596935780.49,,,,123309728.37,2549988801.44,,,,-39653936.27,2692425155.86,,2559249711.03,,,,,,,577188482.96,,,,,,100000000.0,,-101708984.7,963908628.76,,123309728.37,4452982.39,,3535292560.58,,5135621.67,,,100000000.0,222279251.53,-126514977.07,0.382389,842867404.72,184837458.67,4600723769.67,687772247.18,,,963908628.76,,-102305028.14,-58077070.05,2594689.45,-119972020.9,,,-15238310.26,,,599208836.15,17624966.8,3535292560.58,,794048428.93,183791011.93,2594689.45,,,-9260909.59,,599208836.15,1570950000.0,,50125999.6,2559249711.03,4714890.69,,,122178887.84,,,,,2549988801.44,,0.382389,610917813.0,,146221378.81,2692425155.86,,577188482.96,4714890.69,84688829.2,-9260909.59,,699208836.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-06-30,,,,,,,,,,1469722612.49,93658334.68,,,,,,341885606.97,,341885606.97,,,,,,,,,,,316207158.0,,,,867619717.08,172620.0,,,,,,,,,,,,,,,,,,2500000.0,,596348343.68,,,,,,,180872573.89,,,,,,2670009925.81,,1935438107.55,,,,,,,596348343.68,,,,,,,,,1204701680.72,,,,,3633373047.05,,,,,,,,,963363121.24,,,,,,,,,,2917884.98,,,,204444946.67,,,,,,,,,,,,23767380.34,,,888650000.0,,,,110652.4,,,,,,,,1959205487.89,,,549145648.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-12-31,,,,266072011.41,-2536200000.0,698352602.29,1940988.15,145280748.02,-62453975.24,1505282943.69,183742176.93,13357129.87,,599208836.15,312933887.67,,536754860.91,316207158.0,587324291.09,,,,1265670617.35,-144707226.11,,531345537.43,,,,316207158.0,,,,965816068.41,296219.38,,174769555.97,,,,17315107.34,,,,823996788.23,544310036.09,626438957.75,,1131170000.0,4491684534.24,,,1940988.15,,698352602.29,,,718908640.26,,,,154900258.46,2474907634.69,,,,-206221438.45,3027453848.7,,2413282590.32,,,,,,,698352602.29,,,,,,50569430.18,,-168012007.98,1146936965.58,,154900258.46,18002255.96,,4293124466.05,,-78974035.39,,606438957.75,50569430.18,202340054.84,-49670889.84,0.255249,1265670617.35,145280748.02,5210593174.5,965816068.41,,,1146936965.58,,-405006732.52,296219.38,17460238.25,-202702014.67,,,312933887.67,,,536754860.91,27570498.87,4293124466.05,,1505282943.69,174598604.17,17460238.25,,,61625044.37,,536754860.91,1131170000.0,,50374826.7,2413282590.32,4493.92,,,334249857.22,,,,,2474907634.69,,0.255249,823996788.23,,65733190.72,3027453848.7,,698352602.29,4493.92,183742176.93,61625044.37,,587324291.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-03-31,0.055571,,,,,,,,,1536912734.44,184320807.25,,170984999.17,,,,447644681.48,,499214111.66,0.0,,,,,,,,,,316207158.0,,,,1366338955.59,13615042.64,,,,48411851.53,1746555567.98,,52409876.74,,,,,,,,,,,9224128.78,,884437886.01,,,,,9830783.83,,186530049.21,,,,,,3538606332.13,,2900668366.07,,,,,,,884437886.01,,,47358192.94,,,51569430.18,1527158717.28,,1683811734.9,,,,,4918447521.88,,,,,,,,,1379841189.75,,,,,,,,,,27809718.5,,31629790.75,,639271.59,37527409.11,164451951.88,,,,,,,,,0.055571,75238796.21,,,1227905352.8,,,,31133.15,,5051683.8,,,219396850.7,,31629790.75,2975907162.28,,,834141355.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-06-30,,,,,,,,,,1575462389.75,193716567.3,,225647809.76,,,,455970449.28,,507539879.46,,,,,,,,,,,316207158.0,,,,1391710986.26,169999.38,,,,50752982.74,1732591187.78,,67803406.98,,,,,,,,,,,16751008.78,,1048004210.03,,,,,8538911.48,,222440709.52,,,,,,3771488903.81,,3269176867.34,,,,,,,1048004210.03,,,58334261.58,,,51569430.18,1456190395.28,,1741282736.83,,,,,5343248118.17,,,,,,,,,1571759214.36,,,,,,,,,,20818220.24,,35910660.31,,431000834.72,49795350.1,221358804.29,,,,,,,,,,67608026.36,,,1477021413.09,,,,4493.92,,9469145.4,,,276400792.5,,35910660.31,3336784893.7,,,963758991.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-09-30,,,,,,,,,,1590701451.07,199611593.22,,217041146.31,,,,444790493.0,,461498523.18,,,,,,,,,,,316207158.0,,,,1415506634.11,835758.03,,,,38080238.59,1861822752.14,,37660078.66,,,,,,,,,,,20531159.73,,1059809940.57,,,,,10879403.18,,237662023.65,,,,,,3831262540.8,,3398255698.77,,,,,,,1059809940.57,,,34913802.19,,,16708030.18,1606701367.24,,1789274961.07,,,,,5487172785.41,,,,,,,,,1655910244.61,,,,,,,,,,21345400.28,,15221314.13,,639271.59,24034399.01,212594228.19,,,,,,,,,,61214673.54,,,1541625430.21,,,,6657444.66,,2746276.47,,,255121384.9,,15221314.13,3459470372.31,,,1006661397.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-12-31,,,,316349460.82,-289319395.13,1058114382.73,2529998.25,125847063.73,135300541.94,1559553026.73,195464996.73,30552013.28,229472909.87,536754860.91,440038724.88,,672055402.85,316207158.0,675164866.85,,,,1634512673.93,-279437062.17,,830851954.1,,,,316207158.0,,,,1377069128.77,28014.07,,163224276.65,,54721995.87,1909486110.76,86271709.18,86155864.11,,,1169968437.41,843146865.11,4500000.0,,1511028322.36,6215341684.82,,,2529998.25,,1058114382.73,,,1035113933.84,,21003838.07,,168857571.98,3403222749.58,,,,-209915534.48,3768301827.26,,3332394985.47,,,,,,,1058114382.73,,,72870956.5,,,3109464.0,1625291205.02,-230684340.22,1450763148.49,,168857571.98,126446289.69,,5402814501.19,,-178593858.95,,4500000.0,3109464.0,213477213.21,-122867282.98,0.221105,1634512673.93,125847063.73,7250455618.66,1377069128.77,,,1450763148.49,,-78660836.57,28014.07,30835132.99,-99785406.78,43085298.54,,440038724.88,51867118.43,232446969.74,672055402.85,50252936.56,5402814501.19,,1559553026.73,191967068.73,30835132.99,,,70827764.11,,672055402.85,1511028322.36,,72320234.33,3332394985.47,990.0,,13284907.61,75400266.1,,284194905.74,,43085298.54,3403222749.58,,0.221105,1169968437.41,,100843203.22,3768301827.26,,1058114382.73,990.0,195464996.73,70827764.11,,675164866.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-03-31,0.067715,,,,,,,,,1598094360.23,178092335.61,,214758178.26,,,-30766937.08,433839160.47,,534259665.71,,,,,,11185111.32,,,,-27885425.2,316207158.0,672055402.85,,-97386428.39,1573620261.54,28014.07,0.0,,-49900835.99,41776502.8,2076944780.25,,77030121.26,,,,,,,,,20799257.56,,14754138.43,,1089359522.9,,-238216242.38,,-279045746.49,6910286.81,,207398905.48,,,,,,4111149783.8,,3698183483.03,,,,,,-356411025.95,1089359522.9,,,54877015.84,,-328946582.48,100420505.24,1820410099.19,,1817237941.39,,,,18211415.41,5814116975.57,,,,,,,,,1702967191.77,,,,,,,,,,29422500.0,,38541333.5,,639271.59,47966729.03,208587452.69,,,,,,,,,0.067715,70054402.71,,,1771888322.36,,,,0.0,-129796096.77,3941690.01,,,256534681.06,-195385074.25,38541333.5,3768237885.74,433839160.47,,1200735374.49,0.0,,,-24636279.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-06-30,,,,,,,,,,1648732049.81,176575171.02,,231446284.33,,,106881061.15,410646444.14,,620966949.38,,,,,,11900357.5,,,,-211745291.83,474310737.0,433839160.47,,-55916533.1,1473643739.59,12134.07,229000000.0,,-62213099.23,65624230.74,2320372809.93,,107007610.9,,,,,,,,,29037081.1,,13858177.63,,996139767.72,,-23192716.33,,124515574.86,10174615.72,,262965796.17,,,,,,4142275914.74,,3726551207.49,,,,,,29190515.78,996139767.72,,,77275518.88,,62302475.63,210320505.24,2023302294.86,,1847451767.0,,,,13871743.39,5770575245.72,,,,,,,,,1628299330.98,,,,,,,,,,36282171.5,,50595190.22,,320733750.25,67100903.16,225682760.13,,,,,,,,,,74558238.17,,,1879188322.36,,,,990.0,-95889944.47,15860348.63,,,297070515.07,-357412110.43,50595190.22,3801109445.66,410646444.14,,1062177172.22,-35488051.28,,,-83635275.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-09-30,0.035554,,,,,,,,,1663954470.2,176005842.63,,193327991.59,,,-76114124.07,391542465.56,,529063470.8,,,,,,105034811.04,,,,-3476270.67,474310737.0,,,-17846729.03,1690710091.07,32548394.99,0.0,,-22696793.16,40298428.57,2157767008.01,,50822610.25,,,,,,,,,-36932945.5,,14140202.04,,1014183140.92,,-19103978.58,,154530171.63,4242189.81,,278230715.92,,,,,,4284772914.17,,3873788676.01,,,,,,327220510.17,1014183140.92,,,32100962.13,,131833378.47,137521005.24,1924140587.85,,1879229450.5,,,,-32083158.8,5939806552.92,,,,,,,,,1655033638.75,,,,,,,,,,36272500.0,,20236620.22,,327514840.04,27858772.32,191325005.99,,,,,,,,,0.035554,74548566.67,,,1861341593.33,,,,990.0,-56133155.53,18721648.12,,,233626420.16,33733471.14,20236620.22,3948337242.68,,,1252552271.79,298039.4,,,-36599277.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-31,,,,380288272.56,-204175205.85,1077136099.97,13600000.0,154446346.38,-159856324.32,1729793651.76,186069224.86,52129948.5,210724055.13,672055402.85,397668284.29,-299979391.8,512199078.53,474310737.0,555328628.95,,,,1754689208.76,-169581964.61,-25664539.95,833710051.61,,,264529140.39,474310737.0,,,-33025515.33,1534129292.52,72077290.16,-228100000.0,207481484.24,-34771236.23,29722484.45,3247470557.82,41056675.68,181774508.81,,,1370207603.42,850256509.31,905381.39,,1884070000.0,8774877000.14,20446263.17,,13600000.0,,1077136099.97,,120656612.97,1027678155.87,484270.6,29067648.16,,282078946.51,4027386706.08,,,,-299979391.8,4400159433.37,,3894800311.24,,,,,,-230314923.55,1077136099.97,,,93622727.89,,-34286965.63,43129550.42,3007024018.24,-230314923.55,1590206913.5,,282078946.51,53674179.95,70282099.32,6154848642.13,,-169097694.01,,900000.0,43129550.42,257876224.74,-148312848.78,0.271352,1754689208.76,154446346.38,9802555156.01,1534129292.52,,,1590206913.5,,-344608248.93,72077290.16,89672500.0,-404602281.83,45073202.44,,397668284.29,64555079.73,208114832.8,512199078.53,50394740.5,6154848642.13,,1729793651.76,177421646.56,89672500.0,,,132586394.84,,512199078.53,1884070000.0,,70282099.32,3894800311.24,990.0,-62789052.16,17869681.6,102455739.91,,240446539.58,114461431.71,45073202.44,4027386706.08,,0.271352,1370207603.42,-192904606.73,484270.6,4400159433.37,-3442016.42,1077136099.97,990.0,186069224.86,132586394.84,,555328628.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-03-31,0.076396,,,,,,,,,1773276042.76,192152816.3,,227639139.74,,,155820295.54,566923267.77,,669058438.67,,,,,,1367903.88,,,,1367903.88,474310737.0,512199078.53,,,1678994307.12,64206001.82,,,-35502101.96,49054650.02,2937367830.32,,88130187.26,,,,,,,,,9335241.86,,13600000.0,,1124384186.26,,54724189.24,,-192183486.77,12019992.39,,325561337.51,,,,,,5007830139.36,,4415125273.7,,,,,,-248405591.27,1124384186.26,,,63716303.84,,-227685588.73,102135170.9,2660674040.56,,2151891194.57,,,,18429257.11,6777895656.63,,,,,,,,,1770065517.27,,,,,,,,,,88972500.0,,43482390.99,,457607945.33,51696311.45,223384190.65,,,,,,,,,0.076396,131886394.84,,,2320780000.0,,,,0.0,-65306720.42,5984626.31,,,276693789.76,-99440918.5,43482390.99,4547011668.54,566923267.77,,1254352241.81,0.0,,,-15231545.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-06-30,,,,,,,,,,1818941715.13,193306042.9,,190846465.38,,,93844298.98,573359344.29,,669974515.19,,,,,,49108115.09,,,,543891.85,474310737.0,566923267.77,,,1733865781.37,12510351.07,,,-42917054.08,58230403.0,2648330824.9,,100722670.54,,,,,,,,,21795534.27,,5600000.0,,1137189092.34,,6436076.52,,185268485.32,12032340.17,,370979359.14,,,,,,4869145277.08,,4265571891.68,,,,,,98510142.42,1137189092.34,,,71414153.42,,142351431.24,96615170.9,2399253956.52,,2190963900.73,,,,17185155.3,6658536278.23,,,,,,,,,1789391001.15,,,,,,,,,,88972500.0,,45418021.64,,442136276.59,59381813.25,183296474.4,,,,,,,,,,131886394.84,,,2161140000.0,,,,990.0,-8642864.02,12123361.82,,,249076868.38,-2451803.01,45418021.64,4397458286.52,573359344.29,,1120543008.9,500000.0,,,-17261267.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-09-30,0.051539,,,,,,,,,1805588541.43,191029304.28,,206440924.93,,,-98495754.43,694793700.13,,802408871.03,,,,,,11823937.91,,,,4178949.38,474310737.0,573359344.29,,,2099119933.4,7801849.47,4500000.0,,-26497310.52,24842405.25,2554453408.33,,66101401.61,,,,,,,,,4313611.62,,5600000.0,,1163003473.27,,121434355.84,,-280740.56,10826813.96,,357626185.44,,,,,,5424002703.2,,4869239137.46,,,,,,-43480384.52,1163003473.27,,,46285209.23,,-26778051.08,107615170.9,2323170078.15,,2525163153.51,,,,12681552.78,7279854605.75,,,,,,,,,1855851902.55,,,,,,,,,,131461946.27,,29334792.62,,435691700.94,35458395.27,201040734.88,,,,,,,,,0.051539,169335225.92,,,2426860000.0,,,,990.0,-99451799.4,7134639.6,,,231283330.18,-114125172.01,29334792.62,5038574363.38,694793700.13,,1219038763.33,6858419.99,,,-45247349.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-12-31,,,,301456307.27,-3967479079.39,1033126298.52,3245163.54,93135400.55,-81748986.02,1763288884.24,146870903.52,36430776.66,300267990.97,512199078.53,297816936.54,-79826612.43,430450092.51,474310737.0,522722139.42,,,,1713635798.11,-254383943.74,60611839.47,902776940.11,,,-1059198.45,474310737.0,694793700.13,,-3967479079.39,1823110942.47,2468151.62,2150000.0,138508964.37,-149467477.18,-7493026.34,2703678353.88,120141774.94,66896421.1,,,1222995175.36,925194521.02,7150000.0,,2057210000.0,9794001464.48,84697387.19,,3245163.54,,1033126298.52,,-264343607.62,1049828952.95,68858341.93,17411907.23,,286730910.98,4403066443.34,,,,71342227.66,4750536466.01,,4272673022.73,,,,,,-48272725.95,1033126298.52,,,9384351.62,,-80609135.25,92272046.91,2410903389.25,-241648559.32,1963467087.22,,286730910.98,5031546.66,25929547.31,6464172264.12,,-192721343.82,,7150000.0,92272046.91,190800018.11,-128431568.82,0.163633,1713635798.11,93135400.55,10843830417.43,1823110942.47,,,1963467087.22,,-190090639.96,2468151.62,102123420.61,-234215254.88,-25099804.71,,297816936.54,-8027555.61,295055540.18,430450092.51,52291053.74,6464172264.12,,1763288884.24,124634431.93,102123420.61,,,130393420.61,,430450092.51,2057210000.0,,74225512.5,4272673022.73,0.0,-16689256.12,31582522.17,122911796.35,,292774964.63,-18197361.36,-25099804.71,4403066443.34,430450092.51,0.163633,1222995175.36,-208419.99,61662599.92,4750536466.01,-50691405.96,1033126298.52,0.0,146870903.52,130393420.61,,522722139.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-03-31,0.055952,,,,,,,,,1795135142.83,157302075.76,,190095394.56,,,-106361968.03,706101422.1,,797221372.14,,,,,,7150707.84,,,,51044227.05,474310737.0,430450092.51,,,2250141874.07,6804259.46,,,-78030786.44,52636532.6,3199689091.24,,73743048.43,,,,,,,,,8693919.54,,11546034.16,,1157612088.76,,275651329.59,,-124167786.24,11388622.55,,318577170.57,,,,,,5709452555.23,,5096636637.15,,,,,,-193892223.48,1157612088.76,,,48187793.66,,-202198572.68,91119950.04,2956957164.08,,2326284808.33,,,,19875014.21,7430826231.91,,,,,,,,,1721373676.68,,,,,,,,,,113084363.76,,31846259.59,,15778620.13,36799171.11,185867865.59,,,,,,,,,0.055952,166470827.88,,,2647380000.0,,,,0.0,-71477791.81,5680240.56,,,242731927.16,-86371839.86,31846259.59,5263107465.03,706101422.1,,1528494222.39,-491671.48,,,-22248315.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-30,,,,,,,,,,1815951501.95,116715621.25,,222500710.33,,,48430069.73,743345674.62,,914440462.38,,,,,,20184045.64,,,,-162140196.31,474310737.0,706101422.1,,,1872969116.67,23554.88,,,-111043548.63,20746227.95,2910858646.56,,59530127.14,,,,,,,,,35730043.94,,12854521.59,,1075322885.28,,37244252.52,,80189378.9,10099756.75,,338046513.92,,,,,,5446830017.62,,4974152693.33,,,,,,20899046.32,1075322885.28,,,32469313.71,,-30854169.73,171094787.76,2667611708.28,,2268042778.37,,,,-3684676.13,7172405341.66,,,,,,,,,1725575324.04,,,,,,,,,,110044804.01,,19469343.35,,250136342.37,22369556.96,215764343.65,,,,,,,,,,132164804.01,,,2727140000.0,,,,0.0,-80875214.8,27060813.43,,,243246938.28,-193075438.3,19469343.35,5106317497.34,743345674.62,,1280927073.66,1404.99,,,-53191533.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-09-30,0.040603,,,,,,,,,1801116495.78,245589981.29,,182472237.08,,,-54485348.93,582708857.43,,729603645.19,,,,,,16172958.88,,,,87659260.58,474310737.0,743345674.62,,,2063024975.67,23367026.17,,,47552120.65,38076111.54,3204441876.29,,56973227.6,,,,,,,,,22575496.9,,9526905.79,,1099189779.02,,-160636817.19,,10941575.44,3898183.39,,323211507.75,,,,,,5276331972.23,,4999102533.86,,,,,,-49422443.71,1099189779.02,,,30958738.26,,58493696.09,146894787.76,2983893527.67,,2330628183.04,,,,13866922.86,7202318300.08,,,,,,,,,1925986327.85,,,,,,,,,,110004750.01,,23109847.88,,266083779.38,27060554.87,177569184.82,,,,,,,,,0.040603,136015491.05,,,2587520000.0,,,,0.0,-25578188.74,12147566.48,,,220548348.62,78795042.51,23109847.88,5135118024.91,582708857.43,,1335412422.59,-855903.3,,,-75457477.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
