date,annualTotalRevenue,quarterlyOtherNonCashItems,trailingOperatingIncome,annualCostOfRevenue,annualOtherCurrentAssets,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualAccountsPayable,trailingChangeInAccountPayable,annualResearchAndDevelopment,annualCurrentDeferredRevenue,quarterlyBasicEPS,annualGainsLossesNotAffectingRetainedEarnings,trailingCostOfRevenue,trailingResearchAndDevelopment,trailingTotalRevenue,annualOperatingIncome,quarterlyRetainedEarnings,quarterlyDepreciationAndAmortization,quarterlyBasicAverageShares,quarterlyNetIncomeCommonStockholders,trailingEndCashPosition,quarterlyEndCashPosition,annualFreeCashFlow,annualCurrentDebt,annualOtherShortTermInvestments,quarterlyInvestingCashFlow,annualCommonStockIssuance,quarterlyEbitda,annualNetOtherFinancingCharges,quarterlyStockBasedCompensation,annualChangeInAccountPayable,quarterlyPurchaseOfInvestment,trailingTaxProvision,annualCashAndCashEquivalents,quarterlyFreeCashFlow,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,annualNetIncomeContinuousOperations,trailingNetOtherInvestingChanges,trailingNetIncomeContinuousOperations,quarterlyTotalNonCurrentAssets,quarterlyNonCurrentDeferredRevenue,annualRepurchaseOfCapitalStock,annualTotalLiabilitiesNetMinorityInterest,quarterlyDeferredIncomeTax,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInWorkingCapital,annualOperatingExpense,quarterlyCurrentAssets,trailingNetIncome,quarterlyCurrentLiabilities,quarterlyGrossPPE,trailingFreeCashFlow,quarterlyOperatingIncome,quarterlyTotalRevenue,annualNetOtherInvestingChanges,trailingPretaxIncome,trailingSellingGeneralAndAdministration,quarterlyLongTermDebt,annualAccountsReceivable,annualCurrentAssets,annualBasicEPS,annualLongTermDebt,quarterlyOtherCurrentAssets,quarterlyChangeInInventory,annualBeginningCashPosition,annualNetIncome,quarterlyGrossProfit,annualSaleOfInvestment,quarterlyDilutedEPS,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,annualSellingGeneralAndAdministration,annualOtherNonCurrentAssets,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyOtherNonCurrentLiabilities,annualBasicAverageShares,annualNetIncomeCommonStockholders,trailingNetIncomeCommonStockholders,trailingDepreciationAndAmortization,annualDepreciationAndAmortization,annualOtherNonCashItems,quarterlyCostOfRevenue,quarterlyInvestmentsAndAdvances,annualStockholdersEquity,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherIncomeExpense,quarterlyInventory,annualTotalAssets,annualTaxProvision,quarterlyRepaymentOfDebt,quarterlyGoodwill,quarterlyNetIncome,trailingCommonStockIssuance,quarterlyNetOtherInvestingChanges,annualRetainedEarnings,annualCurrentAccruedExpenses,trailingSaleOfInvestment,quarterlySellingGeneralAndAdministration,quarterlyStockholdersEquity,quarterlyNetIncomeContinuousOperations,quarterlyCurrentDeferredRevenue,trailingGrossProfit,annualOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyNonCurrentDeferredTaxesLiabilities,annualNetPPE,quarterlyCashAndCashEquivalents,quarterlyOperatingExpense,quarterlyPretaxIncome,annualOtherIncomeExpense,trailingOperatingCashFlow,annualCapitalStock,trailingOtherIncomeExpense,annualInventory,quarterlyCapitalStock,annualStockBasedCompensation,quarterlyOtherIntangibleAssets,annualTotalNonCurrentAssets,annualGrossProfit,annualCurrentLiabilities,trailingChangeInInventory,annualOtherIntangibleAssets,trailingCashFlowFromContinuingFinancingActivities,quarterlyCommonStockIssuance,quarterlyCapitalExpenditure,annualEbitda,trailingOtherNonCashItems,quarterlyResearchAndDevelopment,quarterlyNetOtherFinancingCharges,trailingPurchaseOfBusiness,annualPurchaseOfBusiness,quarterlyNetPPE,annualOtherNonCurrentLiabilities,quarterlyTaxProvision,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherNonCurrentAssets,annualNonCurrentDeferredTaxesLiabilities,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,annualChangeInInventory,quarterlyDilutedAverageShares,quarterlyOperatingCashFlow,trailingCapitalExpenditure,trailingDeferredIncomeTax,annualPurchaseOfInvestment,trailingInvestingCashFlow,annualChangesInAccountReceivables,annualInterestExpense,trailingPurchaseOfInvestment,trailingOperatingExpense,trailingBeginningCashPosition,quarterlyOtherCurrentLiabilities,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyTotalAssets,annualAccumulatedDepreciation,annualInvestmentsAndAdvances,annualPretaxIncome,annualGoodwill,trailingChangesInAccountReceivables,quarterlyChangesInAccountReceivables,quarterlyChangeInCashSupplementalAsReported,quarterlySaleOfInvestment,quarterlyInterestExpense,annualDeferredIncomeTax,quarterlyCurrentDebt,annualGrossPPE,annualRepaymentOfDebt,trailingChangeInCashSupplementalAsReported,quarterlyBeginningCashPosition,quarterlyAccountsPayable,trailingRepaymentOfDebt,trailingChangeInWorkingCapital,annualCashFlowFromContinuingFinancingActivities,annualNonCurrentDeferredRevenue,annualEndCashPosition,trailingInterestExpense,annualDilutedAverageShares,annualDilutedEPS,annualChangeInCashSupplementalAsReported,annualCapitalExpenditure,trailingStockBasedCompensation,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,annualInvestingCashFlow,trailingBasicAverageShares,annualCashDividendsPaid,quarterlyRepurchaseOfCapitalStock,trailingBasicEPS,trailingDilutedEPS,quarterlyCashDividendsPaid,annualIncomeTaxPayable,quarterlyPurchaseOfBusiness,trailingCashDividendsPaid,quarterlyIncomeTaxPayable,trailingDilutedAverageShares
2015-06-30,,,,,,,,,,,-0.38,,,,,,-10492975000.0,,1367593000.0,-510422000.0,,17536783000.0,,,,770978000.0,,-509218000.0,,,,,,,737448000.0,6272108000.0,,,,,28816138000.0,2919475000.0,,,,44531845000.0,,,52427985000.0,,41612370000.0,7365026000.0,,-723140000.0,45928687000.0,,,,,,,,,0.0,,,,5909505000.0,,-0.38,,,,,5696854000.0,5405337000.0,0.0,,,,,,,40019182000.0,11906973000.0,,2919475000.0,115661000.0,17701651000.0,,,,2622470000.0,-510422000.0,,770978000.0,,,,5848024000.0,36712278000.0,-510422000.0,7867957000.0,,,23808891000.0,,,17536783000.0,6632645000.0,-512491000.0,,,,,,358000.0,,6151768000.0,,,,,,,,,,,784621000.0,1341410000.0,,,7365026000.0,,-2069000.0,,769901000.0,,,1341410000.0,,1367593000.0,737448000.0,,,,,,,,,,0.0,-387700000.0,81244123000.0,,,,,,,2856416000.0,,3273000.0,,1330973000.0,,,,14680367000.0,25525156000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-30,,,,,,,,,,,-0.38,,,,,,-11023972000.0,,1367868500.0,-530802000.0,,21321581000.0,,,,4013115000.0,,-517419000.0,,,,,,,-2552685000.0,249772000.0,,,,,30842406000.0,2878842000.0,,,,46311161000.0,,,52230554000.0,,42728319000.0,8424688000.0,,-667238000.0,44110150000.0,,,,704000000.0,,,,,0.0,,,,6094486000.0,,-0.38,,,,,5803752000.0,6672702000.0,0.0,,,,,,,38015664000.0,12482340000.0,,3582842000.0,79764000.0,17039916000.0,,,,2622470000.0,-530802000.0,,4013115000.0,,,,5876982000.0,36765879000.0,-534882000.0,8170496000.0,,,21571353000.0,,,21321581000.0,6761724000.0,-534899000.0,,,,,,358000.0,,5787235000.0,,,,,,,,,,,884742000.0,2158301000.0,,,8424688000.0,,-17000.0,,1525673000.0,,,2158301000.0,,1367868500.0,-2552685000.0,,,,,,,,,,0.0,-112154000.0,83072960000.0,,,,,,,3784798000.0,,17480000.0,,2784471000.0,,,,17536783000.0,25261629000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,181286955000.0,,,157008329000.0,122857000.0,5458863000.0,29819341000.0,,3453804000.0,8202235000.0,-5.58,838044000.0,,,,-3709327000.0,-18690910000.0,,1368257500.0,-7626582000.0,,17863868000.0,-1811551000.0,3620052000.0,2780482000.0,-4356107000.0,75713000.0,-7580280000.0,146185000.0,,13113084000.0,,,17863868000.0,-2405098000.0,2780482000.0,-3174263000.0,-9387582000.0,,,26698076000.0,2705164000.0,,54487721000.0,,54487721000.0,,27987953000.0,58468093000.0,,49028858000.0,9428290000.0,,-1496342000.0,54607543000.0,-2282652000.0,,,2753699000.0,9508284000.0,58468093000.0,-6.86,2753699000.0,122857000.0,,16914651000.0,-9378016000.0,7809043000.0,16625621000.0,-5.58,,,24534149000.0,2106673000.0,7178065000.0,9508284000.0,0.0,1367517000.0,-9378016000.0,,,2619061000.0,4555182000.0,46798500000.0,9870080000.0,30540615000.0,5458863000.0,-6175861000.0,20539543000.0,85166169000.0,-14262000.0,,29050000.0,-7626582000.0,,-4356107000.0,-18690910000.0,7178065000.0,,8225331000.0,30540615000.0,-7632068000.0,8202235000.0,,-1811551000.0,20644350000.0,,9428290000.0,17863868000.0,9305385000.0,-7641267000.0,-6025009000.0,,358000.0,,20539543000.0,358000.0,1193945000.0,5263983000.0,26698076000.0,24278626000.0,49028858000.0,,5263983000.0,,,,-9319337000.0,,1080054000.0,-1478744000.0,,,9428290000.0,0.0,-9199000.0,20644350000.0,2106673000.0,,-2062020000.0,3075344000.0,-8348700000.0,1368257500.0,-2405098000.0,,,-13318175000.0,,-7395424000.0,82507000.0,,,,1374319000.0,838044000.0,85166169000.0,-2062020000.0,9870080000.0,-9401844000.0,29050000.0,,,-3457713000.0,,60987000.0,-42584000.0,3620052000.0,9428290000.0,-3726171000.0,,21321581000.0,29819341000.0,,,4700273000.0,2705164000.0,17863868000.0,,1367517000.0,-6.86,949217000.0,-5299759000.0,,1374319000.0,,-2282652000.0,,,,,,,,,,,
2016-03-31,,,,,,,,,,,-0.66,,,,,,-19600702000.0,,1371247500.0,-909792000.0,,31054994000.0,,,,-872274000.0,,-814085000.0,,,,,,,2357442000.0,52157000.0,,,,,26819262000.0,2487530000.0,,,,68539379000.0,,,71667723000.0,,55404629000.0,10037912000.0,,-864866000.0,53969663000.0,,,,3991781000.0,,,,,0.0,,,,7756803000.0,,-0.66,,,,,7969150000.0,10990484000.0,6655439000.0,,,,,,,46212860000.0,9537565000.0,,13134750000.0,-15772000.0,20393161000.0,,,,29050000.0,-866617000.0,,-872274000.0,,,,7510351000.0,29803527000.0,-867252000.0,8917970000.0,,,31107151000.0,,,31054994000.0,8621669000.0,-847552000.0,,,,,,358000.0,,4917881000.0,,,,,,,,,,,1111318000.0,11761705000.0,,,10037912000.0,,19700000.0,,2296854000.0,,,11761705000.0,,1371247500.0,2357442000.0,,,,,,,,,,0.0,564902000.0,98486985000.0,,,,,,,13191126000.0,,33467000.0,,7473719000.0,,,,17863868000.0,30837464000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,,,,,,,,,,,-0.18,,,,,,-19678613000.0,,1381551500.0,-252309000.0,,36381637000.0,,,,-11197546000.0,,3500000.0,,,,,,,2187278000.0,3350110000.0,,,,,44062250000.0,2727043000.0,,,,96917292000.0,,,92176659000.0,,74410258000.0,10737681000.0,,-358150000.0,65236755000.0,,,,12532593000.0,,,,,0.0,,,,9770022000.0,,-0.18,,,,,12435879000.0,14166681000.0,460736000.0,,,,,,,55466733000.0,12685766000.0,,22507034000.0,256188000.0,23989777000.0,,,,6541668000.0,-121086000.0,,-11197546000.0,,,,8789267000.0,39170468000.0,-132086000.0,10747494000.0,,,39731747000.0,,,36381637000.0,10128172000.0,-87762000.0,,,,,,377000.0,,9367912000.0,,,,,,,,,,,1338905000.0,13891438000.0,,,10737681000.0,,44324000.0,,4729223000.0,,,13891438000.0,,1381551500.0,2187278000.0,,,,,,,,,,0.0,995345000.0,136238909000.0,,,,,,,5326643000.0,,91262000.0,,10754354000.0,,,,31054994000.0,38912974000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-30,,,,,,,,,,,-0.64,,,,,,-20466393000.0,,1439600500.0,-921590000.0,,24834595000.0,,,,-21025692000.0,,-733552000.0,,,,,,,6590470000.0,6845059000.0,,,,,50988258000.0,2518551000.0,,,,108814846000.0,,,93221719000.0,,88696285000.0,11002806000.0,,-416178000.0,60725781000.0,,,,10235449000.0,,,,,0.0,,,,9647820000.0,,-0.64,,,,,20848167000.0,14763482000.0,444089000.0,,,,,,,51077961000.0,17500683000.0,,20118561000.0,-456791000.0,22602658000.0,,,,6541668000.0,-787780000.0,,-21025692000.0,,,,8601398000.0,35264143000.0,-807941000.0,11260515000.0,,,31679654000.0,,,24834595000.0,10063998000.0,-805283000.0,,,,,,377000.0,,8912322000.0,,,,,,,,,,,1462600000.0,2859851000.0,,,11002806000.0,,2658000.0,,2122962000.0,,,2859851000.0,,1439600500.0,6590470000.0,,,,,,,,,,0.0,1433950000.0,144209977000.0,,,,,,,-11547042000.0,,71731000.0,,13710453000.0,,,,36381637000.0,41475284000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,260121645000.0,,,220698727000.0,0.0,21470421000.0,43988087000.0,,5380907000.0,12854631000.0,-1.22,1676331000.0,,,,-2144897000.0,-21860345000.0,,1417136500.0,-1723099000.0,,19771695000.0,4306852000.0,17722530000.0,7173626000.0,-14557837000.0,0.0,-1430430000.0,16097492000.0,,13693690000.0,,,19771695000.0,-7443566000.0,7173626000.0,3007632000.0,-3413724000.0,,,53441420000.0,2156835000.0,-5338274000.0,126210656000.0,,126210656000.0,,41567815000.0,106932098000.0,,104740235000.0,11836663000.0,,-505703000.0,80189446000.0,-13119441000.0,,,10908639000.0,17464408000.0,106932098000.0,-2.72,10908639000.0,0.0,,17863868000.0,-3362133000.0,12248273000.0,19803962000.0,-1.22,,,36186908000.0,3315715000.0,29431484000.0,17464408000.0,440670000.0,1402384000.0,-3806790000.0,,,3633346000.0,8622000.0,67941173000.0,15235020000.0,33892900000.0,21470421000.0,-1094913000.0,28909438000.0,160373518000.0,179500000.0,,6541668000.0,-1586650000.0,,-748966000.0,-21860345000.0,29431484000.0,,11285892000.0,33892900000.0,-1606445000.0,12854631000.0,,8767017000.0,26945321000.0,907356000.0,11836663000.0,19771695000.0,12753976000.0,-1493627000.0,-1311288000.0,,377000.0,,28909438000.0,377000.0,2343785000.0,8454297000.0,53441420000.0,39422918000.0,104740235000.0,,8454297000.0,,,,-2974567000.0,,1468084000.0,9583093000.0,,,11836663000.0,440670000.0,112818000.0,26945321000.0,3315715000.0,907356000.0,-3845435000.0,34185072000.0,-8369883000.0,1417136500.0,-2983401000.0,,,-49911642000.0,,-9697221000.0,259657000.0,,,,1939747000.0,1676331000.0,160373518000.0,-3845435000.0,15235020000.0,-3234224000.0,6541668000.0,,,-5062900000.0,,63197000.0,-34782000.0,17722530000.0,11836663000.0,-14070772000.0,,24834595000.0,43988087000.0,,,40699471000.0,2156835000.0,19771695000.0,,1402384000.0,-2.72,1907827000.0,-4460165000.0,,1939747000.0,,-48268577000.0,,,,,,,,,,,
2017-03-31,,,,,,,,,,,0.16,,,,,,-21482144000.0,,1418601500.0,239062000.0,,23624192000.0,,,,-8488834000.0,,514556000.0,,,,,,,4388593000.0,5193544000.0,,,,,52975696000.0,1931652000.0,,,,134864295000.0,,,117762688000.0,,110969516000.0,11981031000.0,,843098000.0,76225660000.0,,,,13457514000.0,,,,,0.0,,,,12235698000.0,,0.16,,,,,32561051000.0,18076924000.0,417731000.0,,,,,,,63989962000.0,15499685000.0,,23894779000.0,-436843000.0,26860550000.0,,,,6541668000.0,378201000.0,,-8488834000.0,,,,9835848000.0,35615380000.0,355696000.0,13759602000.0,,,28817736000.0,891823000.0,,23624192000.0,11392600000.0,448288000.0,,,,,,377000.0,,8007623000.0,,,,,,,,,,,1556752000.0,7989359000.0,,,11981031000.0,,92592000.0,,3991492000.0,,,7989359000.0,,1443782000.0,4388593000.0,,,,,,,,,,0.0,1768718000.0,170738384000.0,,,,,,,3852497000.0,,66268000.0,,20243934000.0,,,,19771695000.0,43747397000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,,,,,,,,,,,-0.34,,,,,,,,1422687000.0,-496376000.0,,27854975000.0,,,,-29039357000.0,,-402984000.0,,,,,,,16794096000.0,12739796000.0,,,,,49728514000.0,1687375000.0,,,,130016570000.0,,,130942490000.0,,109530055000.0,13249687000.0,,-402984000.0,93201975000.0,,,,17532854000.0,,,,,0.0,,,,12647819000.0,,-0.34,,,,,12296829000.0,19790932000.0,389996000.0,,,,,,,80554156000.0,17871868000.0,,20486515000.0,-372648000.0,31149391000.0,,,,6533920000.0,-354494000.0,,-16414109000.0,,,,11504413000.0,50354660000.0,-311124000.0,16199464000.0,,,40594771000.0,876290000.0,,27854975000.0,13050803000.0,-327391000.0,,,,,,,,7437837000.0,,,,,,,,,,,1546390000.0,8210989000.0,,,13249687000.0,,-16267000.0,,2739002000.0,,,8210989000.0,,1422687000.0,16794096000.0,,,,,,,,,,0.0,,180671004000.0,,,,,,,4230783000.0,,,,12181097000.0,,,,23624192000.0,67477573000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-30,,,,,,,,,,,0.72,,,,,,,,1423755500.0,1014290000.0,,21610621000.0,,,,-4178543000.0,,502386000.0,,,,,,,-244703000.0,16058826000.0,,,,,56781022000.0,1478449000.0,,,,128604033000.0,,,123648539000.0,,110300229000.0,19659229000.0,,502386000.0,83746258000.0,,,,15602280000.0,,,,,0.0,,,,12982750000.0,,0.7,,,,,13236738000.0,18307832000.0,362318000.0,,,,,,,70763508000.0,19416485000.0,,18303804000.0,7634000.0,36310132000.0,,,,6533920000.0,1014290000.0,,-4178543000.0,,,,10724314000.0,51496514000.0,978160000.0,16684857000.0,,,37669447000.0,860757000.0,,21610621000.0,12480364000.0,1031337000.0,,,,,,,,6993845000.0,,,,,,,,,,,1756050000.0,-1546127000.0,,,19659229000.0,,53177000.0,,2281343000.0,,,-1546127000.0,,1462464500.0,-244703000.0,,,,,,,,,,0.0,,180429561000.0,,,,,,,-6244354000.0,,,,12302787000.0,,,,27854975000.0,67596442000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,362331754000.0,,,311516831000.0,0.0,13415642000.0,74337708000.0,,6652374000.0,15197630000.0,-0.64,2478047000.0,,,,-835476000.0,-22234609000.0,,1424608000.0,-909233000.0,,25688327000.0,24821273000.0,12884881000.0,8587852000.0,4208642000.0,135745000.0,-668776000.0,5180365000.0,,26106191000.0,,,25688327000.0,3883287000.0,8587852000.0,18770766000.0,-18633000.0,,,69026314000.0,1273545000.0,0.0,131666263000.0,,131666263000.0,,51650399000.0,115028652000.0,,118250621000.0,22821503000.0,,-1596201000.0,110165334000.0,-21725236000.0,,,10922595000.0,16359147000.0,115028652000.0,-0.1,10922595000.0,0.0,,19771695000.0,128764000.0,14359893000.0,6211608000.0,-0.64,,,44998025000.0,2227942000.0,15117840000.0,16359147000.0,337254000.0,1422413000.0,-152257000.0,,,4192716000.0,13426000.0,95805441000.0,28579132000.0,52040814000.0,13415642000.0,115586000.0,41700379000.0,184054966000.0,139593000.0,,6650570000.0,-909233000.0,,4208642000.0,-22234609000.0,15117840000.0,,13895221000.0,52040814000.0,-964251000.0,15197630000.0,,24821273000.0,34276179000.0,882248000.0,22821503000.0,25688327000.0,15956094000.0,-951251000.0,-610312000.0,,377000.0,,41700379000.0,377000.0,2780062000.0,6692717000.0,69026314000.0,50814923000.0,118250621000.0,,6692717000.0,,,,1084702000.0,,2060873000.0,-3801146000.0,,-160658000.0,22821503000.0,337254000.0,13000000.0,34276179000.0,2227942000.0,882248000.0,-5835484000.0,-3801146000.0,-12788337000.0,1424608000.0,3883287000.0,,,-22320900000.0,,-545991000.0,963742000.0,,,,1586090000.0,2478047000.0,184054966000.0,-5835484000.0,28579132000.0,120960000.0,6650570000.0,,,4077706000.0,,282475000.0,-221010000.0,12884881000.0,22821503000.0,-13246259000.0,,21610621000.0,74337708000.0,,,5180365000.0,1273545000.0,25688327000.0,,1455731000.0,-0.1,5916632000.0,-11355875000.0,,1586090000.0,,-37498092000.0,,,,,,,,,,,
2018-03-31,,,,,,,,,,,1.06,,,,,,,,1427184000.0,1524940000.0,,37937046000.0,,,,-941140000.0,,1856928000.0,,,,,,,-3772925000.0,11944140000.0,,,,,72318566000.0,1094055000.0,,,,130663199000.0,,,112995695000.0,,106868653000.0,24131744000.0,,4431000.0,100127901000.0,,,,7227011000.0,,,,,,,,,14158302000.0,,1.04,,,,,17380499000.0,16053145000.0,305828000.0,,,,,,,85969599000.0,30934670000.0,,23794546000.0,1306772000.0,36164002000.0,,,,6650570000.0,1525118000.0,,-941140000.0,,,,11740837000.0,54199693000.0,1477246000.0,13316734000.0,,,47148106000.0,874274000.0,,35203966000.0,14153871000.0,1628264000.0,,,,,,54199693000.0,,6288540000.0,,,,,,,,,,,2413034000.0,13307073000.0,,,24131744000.0,,151018000.0,,2279474000.0,,,13307073000.0,,1469589000.0,-3772925000.0,,,,,,,,,,,,185314261000.0,,,,,,,8138509000.0,,228664000.0,,13514256000.0,,,,29798537000.0,62217990000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,,,,,,,,,,,-1.54,,,,,,,,1434378000.0,-2212470000.0,,40024093000.0,,,,-20347156000.0,,-1873947000.0,,,,,,,16413556000.0,12752469000.0,,,,,86850023000.0,869828000.0,,,,159730697000.0,,,131789630000.0,,133372513000.0,28070342000.0,,-1033919000.0,122291030000.0,,,,9817457000.0,,,,,,,,,16513956000.0,,-1.54,,,,,19698400000.0,17190336000.0,302103000.0,,,,,,,105777074000.0,38717477000.0,,26358184000.0,-1446050000.0,43402631000.0,,,,6823776000.0,-2211741000.0,,-20347156000.0,,,,14767324000.0,58257287000.0,-2277175000.0,13839655000.0,,,47986417000.0,884974000.0,,35233948000.0,17547875000.0,-2113841000.0,,,,,,,,5986162000.0,,,,,,,,,,,2780551000.0,4829045000.0,,,28070342000.0,,163334000.0,,5223664000.0,,,4829045000.0,,1434378000.0,16413556000.0,,,,,,,,,,,,218639653000.0,,,,,,,2087047000.0,,239894000.0,,11858267000.0,,,,37937046000.0,87499004000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-30,,,,,,,,,,,2.08,,,,,,,,1446686500.0,3000623000.0,,37713462000.0,,,,-2602581000.0,,3169551000.0,,,,,,,2212661000.0,5172369000.0,,,,,104005147000.0,664923000.0,,,,149031920000.0,,,109534226000.0,,121693948000.0,34281255000.0,,-628422000.0,104768279000.0,,,,9894001000.0,,,,,,,,,16109522000.0,,2.04,,,,,18802023000.0,15742233000.0,293608000.0,,,,,,,88658757000.0,50113192000.0,,27337972000.0,3221686000.0,39855172000.0,,,,6816875000.0,3001369000.0,,-2602581000.0,,,,13289205000.0,63953723000.0,2876865000.0,14774232000.0,,,39169806000.0,868588000.0,,33997437000.0,16737944000.0,2928418000.0,,,,,,0.0,,5508325000.0,,,,,,,,,,,3448739000.0,-2995312000.0,,,34281255000.0,,51553000.0,,5254955000.0,,,-2995312000.0,,1478122000.0,2212661000.0,,,,,,,,,,,,213539373000.0,,,,,,,-2310631000.0,,241133000.0,,9576099000.0,,,,40024093000.0,78164188000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,462019759000.0,,,396066126000.0,,27435982000.0,79985018000.0,,12144383000.0,14998092000.0,-3.32,4759508000.0,,,,-2596814000.0,-24038081000.0,,1447557000.0,-4804726000.0,,37502058000.0,20881422000.0,4544934000.0,2035575000.0,-2188115000.0,3531870000.0,-4671672000.0,11219928000.0,,5466698000.0,,,34262445000.0,6028130000.0,2035575000.0,12356156000.0,-2800550000.0,,,104309078000.0,463153000.0,-205886000.0,148297997000.0,,148297997000.0,,68550447000.0,104855779000.0,,120862015000.0,38112208000.0,,-938904000.0,134832549000.0,-26078992000.0,,,9874583000.0,11109988000.0,104855779000.0,-1.74,9874583000.0,,,29798537000.0,-2489141000.0,19171853000.0,9371062000.0,-3.32,,,56406064000.0,5283948000.0,20292680000.0,11109988000.0,308489000.0,1438951500.0,-2491633000.0,,,5560034000.0,13649000.0,115660696000.0,47258189000.0,59770973000.0,27435982000.0,-4122655000.0,44030084000.0,209164857000.0,426872000.0,,6643669000.0,-4803887000.0,,-2188115000.0,-24038081000.0,20292680000.0,,16608698000.0,59770973000.0,-4877486000.0,14998092000.0,,20881422000.0,36298020000.0,828473000.0,38112208000.0,34262445000.0,20110757000.0,-4816519000.0,-1040247000.0,,380000.0,,44030084000.0,380000.0,3659989000.0,5011706000.0,104309078000.0,65953633000.0,120862015000.0,,5011706000.0,,,,-1519140000.0,,3502059000.0,-3920878000.0,,-19578000.0,38112208000.0,308489000.0,60967000.0,36298020000.0,5283948000.0,828473000.0,-9330367000.0,-3920878000.0,-2342058000.0,1447557000.0,6028130000.0,,,-24478487000.0,,4287004000.0,854538000.0,,,,2149294000.0,4759508000.0,209164857000.0,-9330367000.0,47258189000.0,-2373678000.0,6643669000.0,,,-211404000.0,,144847000.0,-10454000.0,4544934000.0,38112208000.0,-13160194000.0,,37713462000.0,79985018000.0,,,11219928000.0,463153000.0,37502058000.0,,1438951500.0,-1.74,7703521000.0,-21369494000.0,,2149294000.0,,-26078992000.0,,,,,,,,,,,
2019-03-31,,,,,,,,,,,5.06,,,,,,,,1446988500.0,7319133000.0,,36743160000.0,,,,-1102985000.0,,7706763000.0,,,,,,,3323251000.0,4221321000.0,,,,,119260814000.0,374814000.0,,,,146579113000.0,,,95068144000.0,,114943168000.0,41739322000.0,,1142356000.0,121081059000.0,,,,9691523000.0,,,,,,,,,18183707000.0,,4.96,,,,,21969468000.0,8315613000.0,282289000.0,,,,,,,102897352000.0,53057480000.0,,31635945000.0,6251832000.0,38235962000.0,,,,6643669000.0,7319881000.0,,,,,,13324806000.0,66626812000.0,7239678000.0,15619554000.0,,,38275078000.0,996329000.0,,34053757000.0,17041351000.0,7519318000.0,,,,,,,,4560458000.0,,,,,,,,,,,3716545000.0,,,,41739322000.0,,279640000.0,,12335461000.0,,,,,1476025500.0,3323251000.0,,,,,,,,,,378689000.0,,214328958000.0,,,,,,,-758898000.0,,187445000.0,,1869587000.0,,,,37502058000.0,71369452000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,,,,,,,,,,,0.42,,,,,,,,1456804000.0,618817000.0,,35873451000.0,,,,-21028488000.0,,1139535000.0,,,,,,,20192150000.0,24562246000.0,,,,,118034512000.0,2245724000.0,,,,173437357000.0,,,127456609000.0,,140080310000.0,41727344000.0,,2266552000.0,150280602000.0,,,,9898420000.0,,,,,,,,,22125019000.0,,0.36,,,,,24019398000.0,8414552000.0,266003000.0,,,,,,,128155583000.0,55137274000.0,,33357047000.0,-1502716000.0,45520934000.0,,,,6643669000.0,618817000.0,,,,,,16132564000.0,69837538000.0,545882000.0,17621554000.0,,,57340705000.0,1031481000.0,,32778459000.0,19858467000.0,984689000.0,,,,,,,,4407596000.0,,,,,,,,,,,3725903000.0,,,,41727344000.0,,438807000.0,,10031719000.0,,,,,1482865500.0,20192150000.0,,,,,,,,,,364106000.0,,245491121000.0,,,,,,,-869709000.0,,154846000.0,,137494000.0,,,,36743160000.0,93393171000.0,,,,,,,,,,,,,,,,,,,,,,,,,
