date,annualPurchaseOfBusiness,annualOtherNonCashItems,quarterlyInterestExpense,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,annualStockholdersEquity,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,trailingOtherNonCashItems,quarterlyNetOtherFinancingCharges,trailingStockBasedCompensation,annualDepreciationAndAmortization,annualNonCurrentDeferredTaxesLiabilities,annualSaleOfInvestment,annualStockBasedCompensation,trailingSaleOfInvestment,quarterlyOtherIncomeExpense,annualInvestingCashFlow,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyInventory,quarterlyOperatingCashFlow,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,annualDilutedAverageShares,quarterlyAccumulatedDepreciation,annualPurchaseOfInvestment,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,annualAccountsReceivable,trailingOperatingCashFlow,annualCapitalStock,trailingCashDividendsPaid,trailingPretaxIncome,annualDilutedEPS,trailingNetIncome,annualGoodwill,quarterlyPurchaseOfBusiness,quarterlyNetPPE,quarterlyPretaxIncome,annualOtherIntangibleAssets,annualBasicAverageShares,annualGrossProfit,quarterlyTaxProvision,annualInventory,annualCurrentLiabilities,quarterlyOtherShortTermInvestments,annualOperatingCashFlow,annualEbitda,trailingNetOtherInvestingChanges,quarterlyDilutedEPS,quarterlyCommonStockIssuance,annualNetPPE,quarterlyFreeCashFlow,trailingChangeInWorkingCapital,annualOtherNonCurrentLiabilities,quarterlyChangesInAccountReceivables,quarterlyOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,annualChangeInCashSupplementalAsReported,quarterlyTotalNonCurrentAssets,annualOtherCurrentLiabilities,annualNetOtherInvestingChanges,annualTotalRevenue,annualGainsLossesNotAffectingRetainedEarnings,annualRepaymentOfDebt,trailingGrossProfit,trailingTotalRevenue,trailingPurchaseOfInvestment,trailingOtherIncomeExpense,quarterlyBasicAverageShares,annualEndCashPosition,trailingInterestExpense,quarterlySaleOfInvestment,annualCashFlowFromContinuingFinancingActivities,quarterlyTotalAssets,trailingOperatingIncome,quarterlyNetIncomeCommonStockholders,annualPretaxIncome,trailingEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,trailingCashFlowFromContinuingFinancingActivities,annualOperatingIncome,quarterlyGainsLossesNotAffectingRetainedEarnings,annualGrossPPE,annualAccountsPayable,trailingInvestingCashFlow,quarterlyCapitalStock,annualOtherIncomeExpense,quarterlyBeginningCashPosition,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,trailingChangeInCashSupplementalAsReported,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyOperatingIncome,quarterlyBasicEPS,trailingNetIncomeContinuousOperations,quarterlyTotalRevenue,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyChangeInAccountPayable,annualInvestmentsAndAdvances,quarterlyEndCashPosition,annualOperatingExpense,trailingRepurchaseOfCapitalStock,annualCurrentAccruedExpenses,trailingNetOtherFinancingCharges,quarterlyGrossProfit,quarterlyTotalLiabilitiesNetMinorityInterest,annualCapitalExpenditure,trailingDeferredIncomeTax,annualCashAndCashEquivalents,trailingSellingGeneralAndAdministration,annualCurrentDeferredRevenue,annualNetIncomeContinuousOperations,annualCurrentAssets,trailingCostOfRevenue,annualChangesInAccountReceivables,trailingBeginningCashPosition,quarterlyIncomeTaxPayable,quarterlyCurrentLiabilities,annualInterestExpense,quarterlyGrossPPE,quarterlyCashDividendsPaid,quarterlyInvestingCashFlow,trailingChangesInAccountReceivables,annualOtherShortTermInvestments,annualNetOtherFinancingCharges,trailingOperatingExpense,annualAccumulatedDepreciation,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,annualDeferredIncomeTax,annualNetIncomeCommonStockholders,quarterlyRetainedEarnings,annualRepurchaseOfCapitalStock,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,annualOtherNonCurrentAssets,annualChangeInWorkingCapital,quarterlyStockholdersEquity,annualBasicEPS,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyDilutedAverageShares,quarterlyCostOfRevenue,annualCommonStockIssuance,annualRetainedEarnings,annualFreeCashFlow,quarterlyCurrentAssets,quarterlyNetOtherInvestingChanges,trailingFreeCashFlow,quarterlyGoodwill,quarterlyOperatingExpense,annualNetIncome,quarterlyCurrentDeferredRevenue,trailingNetIncomeCommonStockholders,quarterlyLongTermDebt,quarterlySellingGeneralAndAdministration,annualOtherCurrentAssets,annualCashDividendsPaid,quarterlyOtherNonCurrentLiabilities,annualCostOfRevenue,annualLongTermDebt,annualBeginningCashPosition,quarterlyRepaymentOfDebt,annualTaxProvision,annualCurrentDebt,annualTotalAssets,annualSellingGeneralAndAdministration,trailingTaxProvision,quarterlyOtherCurrentAssets,annualTotalNonCurrentAssets,trailingBasicAverageShares,trailingCommonStockIssuance,annualResearchAndDevelopment,trailingPurchaseOfBusiness,quarterlyNonCurrentDeferredRevenue,annualNonCurrentDeferredRevenue,trailingBasicEPS,trailingDilutedEPS,trailingRepaymentOfDebt,quarterlyResearchAndDevelopment,quarterlyChangeInInventory,annualIncomeTaxPayable,annualChangeInInventory,trailingChangeInInventory,trailingChangeInAccountPayable,trailingResearchAndDevelopment,trailingDilutedAverageShares
1994-05-31,,-100000.0,0.0,,-2300000.0,108500000.0,-2000000.0,200000.0,,0.0,,11200000.0,700000.0,19500000.0,,,600000.0,-19200000.0,7400000.0,7400000.0,,2400000.0,,400000.0,339635682.0,-50600000.0,-27400000.0,700000.0,-6400000.0,15300000.0,,,,,,0.007023,,,,42400000.0,10000000.0,,339635682.0,167200000.0,2600000.0,,19000000.0,,34200000.0,48000000.0,,,100000.0,42400000.0,100000.0,,900000.0,,,14600000.0,9600000.0,42800000.0,15300000.0,0.0,224100000.0,,,,,,,,0.0,,100000.0,-5400000.0,129800000.0,,7400000.0,39000000.0,,2700000.0,-4800000.0,,36800000.0,,93000000.0,3500000.0,,,2300000.0,0.0,14600000.0,,,14600000.0,9400000.0,,,58900000.0,3500000.0,-6900000.0,-800000.0,,,0.0,130400000.0,,,,44100000.0,21300000.0,-11300000.0,,14600000.0,,,28100000.0,87000000.0,,,,,19000000.0,100000.0,93000000.0,-1800000.0,-6800000.0,,,100000.0,,-50600000.0,,12100000.0,-700000.0,28100000.0,92400000.0,,,2300000.0,,,400000.0,-5100000.0,108500000.0,0.007023,21300000.0,2300000.0,,,,14800000.0,1800000.0,92400000.0,22900000.0,87000000.0,200000.0,,,34700000.0,28100000.0,,,700000.0,32000000.0,3700000.0,-6600000.0,900000.0,56900000.0,700000.0,5000000.0,,10900000.0,200000.0,129800000.0,119200000.0,,3700000.0,42800000.0,,,,,,,,,,,,,,,,,
1994-08-31,,,,,-2600000.0,,-1700000.0,400000.0,,0.0,,,,,,,700000.0,,9600000.0,9600000.0,,15400000.0,,700000.0,,-40000000.0,,800000.0,-3700000.0,21800000.0,,,,,,,,,,42400000.0,13600000.0,,,,4000000.0,,,,,,,0.002634,100000.0,,12800000.0,,,,,,,43100000.0,,,,,,,,,,339743628.0,,,3200000.0,,144300000.0,,9600000.0,,,2600000.0,,,,,,,,,,14600000.0,10900000.0,,,10900000.0,12800000.0,0.002634,,62900000.0,3700000.0,2700000.0,200000.0,,,0.0,,,,,47800000.0,28200000.0,,,,,,,,,,,,25900000.0,,82400000.0,-1800000.0,-17400000.0,,,,,,,15400000.0,,,100000000.0,,,,,,,,116100000.0,,,2300000.0,,,339743628.0,15100000.0,,,,101200000.0,-18000000.0,,,35000000.0,,,,700000.0,32400000.0,,,800000.0,,,,,,,,,,3400000.0,,,,,,,,,,,,,,,,,,
1994-11-30,,,,,-3100000.0,,-2600000.0,200000.0,,-2700000.0,,,,,,,800000.0,,9600000.0,9600000.0,,7200000.0,,400000.0,,-41300000.0,,700000.0,1100000.0,18100000.0,,,,,,,,,,42900000.0,13700000.0,,,,4100000.0,,,,,,,0.002634,100000.0,,4100000.0,,,,,,,43300000.0,,,,,,,,,,339878561.0,,,200000.0,,148400000.0,,9600000.0,,,2700000.0,,,,,,,,,,0.0,12000000.0,,,12000000.0,13000000.0,0.002634,,63800000.0,5500000.0,-6400000.0,1100000.0,,,0.0,,,,,48100000.0,26000000.0,,,,,,,,,,,,23800000.0,,84200000.0,,-3500000.0,,,,,,,15700000.0,,,106100000.0,,,,,,,,122400000.0,,,2200000.0,,,339878561.0,15700000.0,,,,105100000.0,-600000.0,,,35100000.0,,,,700000.0,32400000.0,,,800000.0,,,,,,,,,,2800000.0,,,,,,,,,,,,,,,,,,
1995-02-28,,,100000.0,,-3500000.0,,-1200000.0,200000.0,,-2600000.0,,,,,,,1000000.0,,9300000.0,9300000.0,,17000000.0,,500000.0,,-43500000.0,,700000.0,16000000.0,20900000.0,,,,,,,,,,43600000.0,12800000.0,,,,3500000.0,,,,,,,0.002634,1400000.0,,13500000.0,,,,,,,44100000.0,,,,,,,,,,340590705.0,,,11000000.0,,158800000.0,,9300000.0,,,2700000.0,,,,,,,,,,0.0,28000000.0,,,28000000.0,11900000.0,0.002634,,68600000.0,4600000.0,6400000.0,-2000000.0,,,0.0,,,,,50000000.0,27700000.0,,,,,,,,,,,,25700000.0,,87100000.0,,200000.0,,,,,,,14600000.0,,,113300000.0,,,,,400000.0,,,131100000.0,,,2000000.0,,,340590705.0,18600000.0,,,,114700000.0,-7300000.0,,,38100000.0,,,,700000.0,35400000.0,,,600000.0,,,,,,,,,,4000000.0,,,,,,,,,,,,,,,,,,
1995-05-31,,,0.0,,-3100000.0,139900000.0,-2700000.0,200000.0,,-200000.0,,11000000.0,800000.0,22300000.0,,,1000000.0,-41600000.0,10500000.0,10500000.0,,8500000.0,,500000.0,341156812.0,-45000000.0,-51400000.0,800000.0,-15100000.0,23000000.0,,,,,,0.114568,,,,43700000.0,14200000.0,,341156812.0,199600000.0,3700000.0,,26700000.0,,48100000.0,62000000.0,,,400000.0,43700000.0,5400000.0,,500000.0,,,12900000.0,-1700000.0,44200000.0,23000000.0,-200000.0,267200000.0,,,,,,,,0.0,,7900000.0,-8200000.0,168400000.0,,10500000.0,54300000.0,,3000000.0,,,51000000.0,,88700000.0,3500000.0,,,3500000.0,0.0,12900000.0,,,12900000.0,13300000.0,,,71900000.0,3500000.0,-5400000.0,,,,0.0,148600000.0,,,,53700000.0,28500000.0,-12300000.0,,12900000.0,,,39000000.0,124200000.0,,,,,26700000.0,200000.0,88700000.0,-2700000.0,-20900000.0,,,-100000.0,,-45000000.0,,16300000.0,,39000000.0,121800000.0,,,1800000.0,,,500000.0,-2700000.0,139900000.0,0.114568,28500000.0,1800000.0,,,,18200000.0,2000000.0,121800000.0,35800000.0,124200000.0,25700000.0,,,40400000.0,39000000.0,,,500000.0,37400000.0,73800000.0,-9900000.0,500000.0,67600000.0,500000.0,14600000.0,,15300000.0,200000.0,168400000.0,137600000.0,,73800000.0,44200000.0,,,,,,,,,,,,,,,,,
1995-08-31,,,,,-4900000.0,,-2400000.0,700000.0,,0.0,,,,,,,1400000.0,,12200000.0,12200000.0,,15600000.0,,1100000.0,,-51800000.0,,600000.0,-2300000.0,26100000.0,,,,,,,,,,47700000.0,17100000.0,,,,4900000.0,,,,,,,0.003951,300000.0,,10700000.0,,,,,,,48800000.0,,,,,,,,,,344608354.0,,,20700000.0,,186000000.0,,12200000.0,,,3500000.0,-30800000.0,,,,,,,,,13700000.0,11500000.0,,,11500000.0,15800000.0,0.003951,,76200000.0,3400000.0,-400000.0,200000.0,,,0.0,,,,,57300000.0,31300000.0,,,,,,,,,,,,30200000.0,,99500000.0,-2700000.0,-15500000.0,,,,,,,19300000.0,,,133300000.0,,,,,,,,154700000.0,,,1100000.0,,,344608354.0,18900000.0,,,,137200000.0,-500000.0,,,41500000.0,,,,,38000000.0,,,500000.0,,,,,,,,,,85700000.0,,,,,,,,,,,,,,,,,,
1995-11-30,,,,,-6600000.0,,-4100000.0,,,0.0,,,,,,,1400000.0,,12800000.0,12800000.0,,12000000.0,,5400000.0,,-55000000.0,,400000.0,-2500000.0,24000000.0,,,,,,,,,,50900000.0,17900000.0,,,,5100000.0,,,,,,,0.005267,,,5400000.0,,,,,,,56300000.0,,,,,,,,,,346154950.0,,,21000000.0,,198400000.0,,12800000.0,,,3600000.0,-24500000.0,,,,,,,,,0.0,8900000.0,,,8900000.0,16400000.0,0.005267,,78200000.0,5600000.0,-5500000.0,1200000.0,,,0.0,,,,,58000000.0,30400000.0,,,,,,,,,,,,29600000.0,,105900000.0,-4100000.0,-10500000.0,,,,,,,20000000.0,,,141900000.0,,,,,,,,168000000.0,,,800000.0,,,346154950.0,20200000.0,,,,142100000.0,-400000.0,,,41600000.0,,,,,38000000.0,,,400000.0,,,,,,,,,,88400000.0,,,,,,,,,,,,,,,,,,
1996-02-29,,,,,-2400000.0,,-3200000.0,,,-1100000.0,,,,,,,1400000.0,,12900000.0,12900000.0,,28200000.0,,4900000.0,,-57900000.0,,200000.0,12500000.0,32600000.0,,,,,,,,,,50200000.0,17700000.0,,,,4800000.0,,,,,,,0.005267,,,25800000.0,,,,,,,55100000.0,,,,,,,,,,346936506.0,,,33800000.0,,216100000.0,,12900000.0,,,3400000.0,-44100000.0,,,,,,,,,0.0,21500000.0,,,21500000.0,16200000.0,0.005267,,84900000.0,4900000.0,14700000.0,-2800000.0,,,0.0,,,,,62500000.0,38400000.0,,,,,,,,,,,,37500000.0,,108100000.0,-4100000.0,-12400000.0,,,,,,,19600000.0,,,150800000.0,,,,,,,,177700000.0,,,900000.0,,,346936506.0,22400000.0,,,,161000000.0,300000.0,,,46300000.0,,,,,42900000.0,,,700000.0,,,,,,,,,,101300000.0,,,,,,,,,,,,,,,,,,
1996-05-31,,100000.0,,,-3100000.0,190800000.0,-300000.0,,,5500000.0,,13900000.0,400000.0,104400000.0,,,1000000.0,-48200000.0,14400000.0,14400000.0,,4100000.0,,4900000.0,346032000.0,-60100000.0,-134800000.0,400000.0,-6100000.0,24300000.0,,,,,,0.152099,,,,50000000.0,20100000.0,,346032000.0,242400000.0,5700000.0,,28100000.0,,59900000.0,81400000.0,,,,50000000.0,1000000.0,,900000.0,,,15400000.0,1600000.0,54900000.0,24300000.0,-800000.0,325300000.0,,,,,,,,0.0,,28900000.0,-10000000.0,220200000.0,,14400000.0,72700000.0,,3400000.0,-35400000.0,,67500000.0,,110100000.0,3800000.0,,,5200000.0,0.0,15400000.0,,,15400000.0,19000000.0,,,86000000.0,3800000.0,-15500000.0,,,,0.0,174900000.0,,,,64500000.0,29400000.0,-17000000.0,,15400000.0,,,52300000.0,165300000.0,,,,,28100000.0,,110100000.0,-4100000.0,-9800000.0,,,5400000.0,,-60100000.0,,22400000.0,,52300000.0,160100000.0,,,1300000.0,,,4900000.0,-6700000.0,190800000.0,0.152099,29400000.0,1300000.0,,,,21500000.0,,160100000.0,42900000.0,165300000.0,-200000.0,,,45500000.0,52300000.0,,,,42100000.0,105000000.0,-15000000.0,900000.0,82900000.0,,13700000.0,,20400000.0,,220200000.0,161000000.0,,105000000.0,54900000.0,,,,,,,,,,,,,,,,,
1996-08-31,,,,,-4200000.0,,-4200000.0,,,200000.0,,,,,,,1500000.0,,17100000.0,17100000.0,,26100000.0,,5500000.0,,-62400000.0,,200000.0,-1100000.0,38900000.0,,,,,,,,,,51400000.0,23600000.0,,,,6500000.0,,,,,,,0.009877,200000.0,,21900000.0,,,,,,,56900000.0,,,,,,,,,,362855239.0,,,,,250600000.0,,17100000.0,,,3700000.0,-25300000.0,,,,,,,,,20000000.0,18900000.0,,,18900000.0,22100000.0,0.009877,,166000000.0,3400000.0,5600000.0,-600000.0,,,0.0,,,,,68400000.0,45600000.0,,,,,,,,,,,,42300000.0,,113800000.0,-4600000.0,-23000000.0,,,,,,,25800000.0,,,173900000.0,,,,,,,,205000000.0,,,3300000.0,,,362855239.0,97600000.0,,,,193700000.0,-800000.0,,,46300000.0,,,,,42600000.0,,,3100000.0,,,,,,,,,,125200000.0,,,,,,,,,,,,,,,,,,
1996-11-30,,,,,-4600000.0,,-6200000.0,,,100000.0,,,,,,,1700000.0,,18100000.0,18100000.0,,16400000.0,,7300000.0,,-65100000.0,,200000.0,700000.0,37800000.0,,,,,,,,,,52400000.0,25100000.0,,,,7000000.0,,,,,,,0.009877,200000.0,,11800000.0,,,,,,,59700000.0,,,,,,,,,,365249827.0,,,,,263300000.0,,18100000.0,,,3700000.0,-39400000.0,,,,,,,,,0.0,19600000.0,,,19600000.0,23300000.0,0.009877,,169500000.0,4600000.0,-6500000.0,800000.0,,,0.0,,,,,70900000.0,45900000.0,,,,,,,,,,,,42400000.0,,117500000.0,-6500000.0,-9500000.0,,,,,,,27000000.0,,,186000000.0,,,,,,,,217400000.0,,,3500000.0,,,365249827.0,98600000.0,,,,203600000.0,-1900000.0,,,47600000.0,,,,,43900000.0,,,3300000.0,,,,,,,,,,128900000.0,,,,,,,,,,,,,,,,,,
1997-02-28,,,,,-4400000.0,,600000.0,,,100000.0,,,,,,,1800000.0,,19300000.0,19300000.0,,34400000.0,,6800000.0,,-68500000.0,,100000.0,27500000.0,49300000.0,,,,,,,,,,53500000.0,26800000.0,,,,7500000.0,,,,,,,0.009877,7000000.0,,30000000.0,,,,,,,60300000.0,,,,,,,,,,366080573.0,,,,,294000000.0,,19300000.0,,,3300000.0,-10800000.0,,,,,,,,,0.0,47100000.0,,,47100000.0,25100000.0,0.009877,,195600000.0,3800000.0,15200000.0,-3600000.0,,,0.0,,,,,79500000.0,56900000.0,,,,,,,,,,,,53100000.0,,122000000.0,-6500000.0,-7500000.0,,,,,,,28400000.0,,,199100000.0,,,,,-300000.0,,,237100000.0,,,3800000.0,,,366080573.0,116100000.0,,,,233700000.0,600000.0,,,54400000.0,,,,,51100000.0,,,3700000.0,,,,,,,,,,136000000.0,,,,,,,,,,,,,,,,,,
1997-05-31,,,,,-4800000.0,251500000.0,-6700000.0,,,7200000.0,,21400000.0,,187300000.0,,,2000000.0,-55100000.0,20800000.0,20800000.0,,24900000.0,,6400000.0,364503375.0,-72100000.0,-517200000.0,,3100000.0,940400000.0,,,,,,0.207407,,,,54200000.0,28300000.0,,364503375.0,306100000.0,7500000.0,,946000000.0,,101800000.0,118000000.0,,,,54200000.0,20100000.0,,,,,50200000.0,30200000.0,60600000.0,940400000.0,292800000.0,734700000.0,,,,,,,,0.0,,,-16500000.0,1201300000.0,,20800000.0,103700000.0,,10700000.0,-441700000.0,,96600000.0,,126300000.0,5600000.0,,,7000000.0,0.0,50200000.0,,,50200000.0,26200000.0,,,203600000.0,5600000.0,-8200000.0,1300000.0,,,0.0,209500000.0,,,,87400000.0,949800000.0,-18000000.0,,50200000.0,,,75200000.0,1140700000.0,,,,,946000000.0,,126300000.0,-6500000.0,-15100000.0,,,7600000.0,,-72100000.0,,36900000.0,-2100000.0,75200000.0,212900000.0,,,3800000.0,,,6400000.0,6100000.0,251500000.0,0.207407,949800000.0,3800000.0,,,,116200000.0,,212900000.0,83800000.0,1140700000.0,294900000.0,,,61200000.0,75200000.0,,,,50500000.0,1034500000.0,-24100000.0,,428600000.0,,20000000.0,,28500000.0,,1201300000.0,188100000.0,,1034500000.0,60600000.0,,,,,,,,,,,,,,,,,
1997-08-31,,,,,-5300000.0,,-6300000.0,,,0.0,,,,,,,2200000.0,,23100000.0,23100000.0,,29600000.0,,6900000.0,,-76000000.0,,,3100000.0,965500000.0,,,,,,,,,,55500000.0,32600000.0,,,,9500000.0,,,,,,,0.017778,200000.0,,24300000.0,,,,,,,62400000.0,,,,,,,,,,366525249.0,,,55200000.0,,1244300000.0,,23100000.0,,,6000000.0,-98700000.0,,,,,,,,,50200000.0,53300000.0,,,53300000.0,30400000.0,0.017778,,218600000.0,4300000.0,-1400000.0,700000.0,,,0.0,,,,,88700000.0,974600000.0,,,,,,,,,,,,969800000.0,,131500000.0,-6500000.0,-20200000.0,,,,,,,36400000.0,,,230900000.0,,,,,800000.0,,,269700000.0,,,4800000.0,,,366525249.0,129900000.0,,,,1181900000.0,28600000.0,,,58300000.0,,,,,52300000.0,,,,,,,,,,,,,1069900000.0,,,,,,,,,,,,,,,,,,
1997-11-30,,,,,-8100000.0,,-5900000.0,,,700000.0,,,,,,,2300000.0,,24700000.0,24700000.0,,20700000.0,,6800000.0,,-79800000.0,,,-1300000.0,1014200000.0,,,,,,,,,,59400000.0,34800000.0,,,,10100000.0,,,,,,,0.020741,3200000.0,,12600000.0,,,,,,,66200000.0,,,,,,,,,,366843569.0,,,106700000.0,,1312100000.0,,24700000.0,,,6600000.0,-85800000.0,,,,,,,,,0.0,52100000.0,,,52100000.0,32600000.0,0.020741,,235200000.0,3700000.0,-13100000.0,1000000.0,,,0.0,,,,,91900000.0,1023400000.0,,,,,,,,,,,,1017900000.0,,139200000.0,-9800000.0,-16100000.0,,,,,,,39200000.0,,,246700000.0,,,,,1100000.0,,,288700000.0,,,5500000.0,,,366843569.0,143300000.0,,,,1245900000.0,-28900000.0,,,59300000.0,,,,,52700000.0,,,,,,,,,,,,,1125100000.0,,,,,,,,,,,,,,,,,,
1998-02-28,,,,,-8400000.0,,-6200000.0,,,-700000.0,,,,,,,2300000.0,,26400000.0,26400000.0,,47000000.0,,6600000.0,,-83400000.0,,,-32900000.0,1412100000.0,,,,,,,,,,63100000.0,37200000.0,,,,10800000.0,,,,,,,0.020741,4300000.0,,38600000.0,,,,,,,69700000.0,,,,,,,,,,367014739.0,,,-22900000.0,,1733100000.0,,26400000.0,,,1000000.0,-131200000.0,,,,,,,,,0.0,19100000.0,,,19100000.0,34900000.0,0.020741,,271400000.0,4800000.0,19000000.0,-4000000.0,,,0.0,,,,,97600000.0,1421900000.0,,,,,,,,,,,,1416900000.0,,146500000.0,-9800000.0,-73700000.0,,,,,,,35900000.0,,,264900000.0,,,,,-1700000.0,,,311200000.0,,,5000000.0,,,367014739.0,173800000.0,,,,1663400000.0,88800000.0,,,62700000.0,,,,,61700000.0,,,,,,,,,,,,,1581500000.0,,,,,,,,,,,,,,,,,,
1998-05-31,,,,,-6400000.0,329600000.0,-15600000.0,,,-100000.0,,27300000.0,,346100000.0,,,2700000.0,-117400000.0,28000000.0,28000000.0,,39500000.0,,6300000.0,370829250.0,-87400000.0,-689200000.0,,16500000.0,1205200000.0,,,,,,0.275556,,,,64700000.0,39600000.0,,366770250.0,389200000.0,11600000.0,,1215700000.0,,136800000.0,161900000.0,,,-5700000.0,64700000.0,33100000.0,,,,,35600000.0,-14600000.0,71000000.0,1205200000.0,253900000.0,993400000.0,,,,,,,,0.0,,207100000.0,-34000000.0,1549800000.0,,28000000.0,144200000.0,,13700000.0,-373500000.0,,134600000.0,,152100000.0,10500000.0,,,9500000.0,0.0,35600000.0,,,35600000.0,36800000.0,,,268200000.0,10500000.0,3100000.0,1300000.0,,,0.0,254600000.0,,,,111100000.0,1220200000.0,-28200000.0,,35600000.0,,,102200000.0,1478800000.0,,,,,1215700000.0,,152100000.0,-9800000.0,-7400000.0,,,-100000.0,,-87400000.0,,50500000.0,-1000000.0,102200000.0,278100000.0,,,4500000.0,,,6300000.0,7600000.0,329600000.0,0.28,1220200000.0,4500000.0,,,,157100000.0,2000000.0,278100000.0,108600000.0,1478800000.0,165400000.0,,,74300000.0,102200000.0,,,,60600000.0,1375400000.0,-35900000.0,,604200000.0,,50200000.0,,42000000.0,,1549800000.0,227300000.0,,1375400000.0,71000000.0,,,,,,,,,,,,,,,,,
1998-08-31,,,,,-3200000.0,,-9200000.0,,,0.0,,,,,,,3000000.0,,31400000.0,31400000.0,,31600000.0,,6900000.0,,-92000000.0,,,13900000.0,1162300000.0,,,,,,,,,,63000000.0,44600000.0,,,,13200000.0,,,,,,,0.04,600000.0,,28400000.0,,,,,,,69900000.0,,,,,,,,,,367610213.0,,,171700000.0,,1531000000.0,,31400000.0,,,7500000.0,-130000000.0,,,,,,,,,35600000.0,49500000.0,,,49500000.0,41600000.0,0.04,,281800000.0,6600000.0,-8500000.0,1400000.0,,,0.0,,,,,110900000.0,1174000000.0,,,,,,,,,,,,1168900000.0,,155000000.0,-9800000.0,-8500000.0,,,,,,,49100000.0,,,299700000.0,,,,,-100000.0,,,357000000.0,,,5100000.0,,,367610213.0,170900000.0,,,,1461100000.0,-47000000.0,,,69300000.0,,,,,61800000.0,,,,,,,,,,,,,1333500000.0,,,,,,,,,,,,,,,,,,
1998-11-30,,,,,-10400000.0,,-13000000.0,,,0.0,,,,,,,3000000.0,,33600000.0,33600000.0,,26300000.0,,7300000.0,,-96300000.0,,,-20100000.0,1175500000.0,,,,,,,,,,68300000.0,48000000.0,,,,14400000.0,,,,,,,0.04,1700000.0,,15900000.0,,,,,,,75600000.0,,,,,,,,,,368139978.0,,,98200000.0,,1570200000.0,,33600000.0,,,7800000.0,-140400000.0,,,,,,,,,0.0,29400000.0,,,29400000.0,45000000.0,0.04,,282000000.0,7600000.0,-17400000.0,2700000.0,,,0.0,,,,,113900000.0,1188300000.0,,,,,,,,,,,,1183100000.0,,164600000.0,-14700000.0,-33400000.0,,,,,,,52800000.0,,,318600000.0,,,,,300000.0,,,381900000.0,,,5200000.0,,,368139978.0,168100000.0,,,,1494600000.0,19200000.0,,,68900000.0,,,,,61100000.0,,,,,,,,,,,,,1376900000.0,,,,,,,,,,,,,,,,,,
1999-02-28,,,,,-4900000.0,,-13700000.0,,,0.0,,,,,,,3100000.0,,36200000.0,36200000.0,,70800000.0,,14100000.0,,-99700000.0,,,25200000.0,1536400000.0,,,,,,,,,,67900000.0,51600000.0,,,,15400000.0,,,,,,,0.044444,1100000.0,,65900000.0,,,,,,,82000000.0,,,,,,,,,,368921868.0,,,113200000.0,,1960300000.0,,36200000.0,,,8500000.0,-300900000.0,,,,,,,,,0.0,54600000.0,,,54600000.0,48500000.0,0.044444,,306700000.0,8200000.0,33100000.0,-6200000.0,,,0.0,,,,,125900000.0,1549700000.0,,,,,,,,,,,,1544600000.0,,167600000.0,-14800000.0,-31900000.0,,,,,,,57000000.0,,,340000000.0,,,,,-100000.0,,,410600000.0,,,5100000.0,,,368921868.0,180800000.0,,,,1878300000.0,160700000.0,,,77400000.0,,,,,68900000.0,,,,,,,,,,,,,1749900000.0,,,,,,,,,,,,,,,,,,
