date,annualAccountsPayable,trailingOperatingIncome,annualResearchAndDevelopment,annualCostOfRevenue,quarterlyOtherNonCashItems,annualOperatingIncome,trailingTotalRevenue,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCostOfRevenue,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,annualCommonStockIssuance,annualFreeCashFlow,quarterlyCashDividendsPaid,trailingFreeCashFlow,quarterlyCurrentLiabilities,annualOtherShortTermInvestments,quarterlyDepreciationAndAmortization,annualEndCashPosition,quarterlyRetainedEarnings,trailingTaxProvision,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,annualDilutedEPS,annualOtherCurrentAssets,trailingNetOtherInvestingChanges,quarterlyOtherShortTermInvestments,annualCashAndCashEquivalents,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,annualNetOtherInvestingChanges,annualBasicAverageShares,quarterlyTotalNonCurrentAssets,trailingNetIncome,trailingEndCashPosition,quarterlyOperatingIncome,trailingPretaxIncome,annualInvestmentsAndAdvances,annualNetIncome,annualTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeCommonStockholders,annualCurrentDebt,quarterlyTotalAssets,annualCashDividendsPaid,annualOperatingExpense,quarterlyFreeCashFlow,annualNetIncomeContinuousOperations,annualCurrentDeferredRevenue,trailingSellingGeneralAndAdministration,annualGainsLossesNotAffectingRetainedEarnings,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyOtherCurrentAssets,annualRepurchaseOfCapitalStock,annualSellingGeneralAndAdministration,annualOtherNonCurrentAssets,annualCurrentAssets,quarterlyOtherNonCurrentLiabilities,annualLongTermDebt,annualOtherNonCashItems,annualDepreciationAndAmortization,trailingNetIncomeCommonStockholders,annualNetIncomeCommonStockholders,annualCurrentLiabilities,quarterlyStockholdersEquity,annualCurrentAccruedExpenses,annualStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyGoodwill,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyCostOfRevenue,annualTotalAssets,quarterlyAccountsReceivable,annualDilutedAverageShares,quarterlyCurrentAccruedExpenses,annualTaxProvision,annualSaleOfInvestment,trailingRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyChangeInInventory,annualRetainedEarnings,quarterlyInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherIncomeExpense,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyInvestmentsAndAdvances,quarterlyLongTermDebt,quarterlyCurrentDeferredRevenue,quarterlyBasicEPS,trailingOtherIncomeExpense,quarterlyBasicAverageShares,quarterlyCashAndCashEquivalents,annualOperatingCashFlow,annualCapitalStock,quarterlyOperatingExpense,quarterlyOtherIntangibleAssets,annualOtherIntangibleAssets,quarterlyPurchaseOfBusiness,annualCashCashEquivalentsAndMarketableSecurities,quarterlyTaxProvision,quarterlyRepaymentOfDebt,trailingCashFlowFromContinuingFinancingActivities,quarterlyNetPPE,annualInventory,quarterlyPretaxIncome,annualGrossProfit,annualEbitda,quarterlyCashCashEquivalentsAndMarketableSecurities,annualTotalNonCurrentAssets,annualOtherIncomeExpense,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,annualNetPPE,quarterlyCapitalStock,annualGrossPPE,quarterlyCurrentDebt,annualOtherNonCurrentLiabilities,quarterlyCapitalExpenditure,quarterlyInterestExpense,annualChangeInInventory,quarterlyChangesInAccountReceivables,quarterlyNetOtherFinancingCharges,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentAssets,annualBeginningCashPosition,quarterlyCashFlowFromContinuingFinancingActivities,trailingOtherNonCashItems,annualPurchaseOfBusiness,quarterlyOperatingCashFlow,trailingInvestingCashFlow,trailingDeferredIncomeTax,quarterlySaleOfInvestment,quarterlyDilutedEPS,annualDeferredIncomeTax,annualCapitalExpenditure,quarterlyChangeInCashSupplementalAsReported,quarterlyRepurchaseOfCapitalStock,annualInterestExpense,annualInvestingCashFlow,annualPretaxIncome,annualIncomeTaxPayable,quarterlyGrossPPE,trailingCashDividendsPaid,trailingInterestExpense,quarterlyIncomeTaxPayable,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,annualNonCurrentDeferredTaxesLiabilities,quarterlyChangeInWorkingCapital,annualAccumulatedDepreciation,trailingBeginningCashPosition,annualChangesInAccountReceivables,quarterlyNonCurrentDeferredRevenue,annualNonCurrentDeferredRevenue,quarterlyDilutedAverageShares,trailingNetIncomeContinuousOperations,annualBasicEPS,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingOperatingExpense,trailingChangeInCashSupplementalAsReported,quarterlyResearchAndDevelopment,quarterlyCommonStockIssuance,quarterlyOtherCurrentLiabilities,trailingCapitalExpenditure,trailingChangeInInventory,quarterlyStockBasedCompensation,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,quarterlyEbitda,annualStockBasedCompensation,trailingStockBasedCompensation,annualGoodwill,annualNetOtherFinancingCharges,annualCashFlowFromContinuingFinancingActivities,trailingChangeInWorkingCapital,annualRepaymentOfDebt,annualChangeInCashSupplementalAsReported,trailingResearchAndDevelopment,trailingGrossProfit,annualPurchaseOfInvestment,annualTotalRevenue,trailingBasicAverageShares,trailingCommonStockIssuance,trailingPurchaseOfBusiness,trailingBasicEPS,trailingDilutedEPS,quarterlyChangeInAccountPayable,trailingPurchaseOfInvestment,trailingChangesInAccountReceivables,trailingChangeInAccountPayable,trailingDepreciationAndAmortization,trailingSaleOfInvestment,trailingDilutedAverageShares,annualChangeInAccountPayable
1985-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400100000.0,,,,,,,1400100000.0,,,,,,,,,,,,,,,,59700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.072,,486835000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.072,,,,,,,,,,,,,,,,,,,,,,486835000.0,,,,,,,,,,,,,,1400100000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1985-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1291800000.0,,,,,,,1291800000.0,,,,,,,,,,,,,,,,38600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.042667,,486847500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.042667,,,,,,,,,,,,,,,,,,,,,,486847500.0,,,,,,,,,,,,,,1291800000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1985-12-31,,,,4108200000.0,,271600000.0,,1979400000.0,,1200200000.0,,,0.0,,,709100000.0,,,0.0,2498800000.0,,1979400000.0,,0.234667,260500000.0,,,39700000.0,1238000000.0,,,486930000.0,4805100000.0,,,-3696000000.0,,,200100000.0,2688500000.0,,33400000.0,6005300000.0,,825800000.0,,200100000.0,,,,2688500000.0,63600000.0,,260500000.0,,475600000.0,668300000.0,1200200000.0,281300000.0,1234200000.0,,,,171200000.0,709100000.0,3316800000.0,,3316800000.0,,,,,,6005300000.0,,486930000.0,,103600000.0,,,,,2498800000.0,379400000.0,463900000.0,,,,,1234200000.0,,,,,39700000.0,0.0,,,,,,39700000.0,,,,4136800000.0,379400000.0,,1097400000.0,621800000.0,39700000.0,4805100000.0,142300000.0,,,4136800000.0,,6921900000.0,33400000.0,281300000.0,,,,,,-2785100000.0,668300000.0,0.0,,,,,,,,,,,,,110200000.0,0.0,303700000.0,,6921900000.0,,,,,,463900000.0,,-2785100000.0,,,,,,,0.234667,,,,,,675700000.0,,,,,675700000.0,-3696000000.0,,,,,,,,,,,,5205600000.0,,,,,,,,,,,,,
1986-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1306700000.0,,,,,,,1306700000.0,,,,,,,,,,,,,,,,50000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.056,,486930000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.056,,,,,,,,,,,,,,,,,,,,,,486930000.0,,,,,,,,,,,,,,1306700000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1986-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1497400000.0,,,,,,,1497400000.0,,,,,,,,,,,,,,,,68400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.082667,,488482500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.082667,,,,,,,,,,,,,,,,,,,,,,488482500.0,,,,,,,,,,,,,,1497400000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1986-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1397300000.0,,,,,,,1397300000.0,,,,,,,,,,,,,,,,62200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.077333,,488610000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.077333,,,,,,,,,,,,,,,,,,,,,,488610000.0,,,,,,,,,,,,,,1397300000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1986-12-31,,,,4396700000.0,,399800000.0,,2446700000.0,,1343500000.0,,,0.0,,,861800000.0,,,0.0,2567500000.0,,2446700000.0,,0.338667,108800000.0,,,38100000.0,1450600000.0,,,489395000.0,5214200000.0,,,-3801600000.0,,,276700000.0,3308500000.0,,174100000.0,6557700000.0,,855500000.0,,276700000.0,,,,3308500000.0,96100000.0,,108800000.0,,508000000.0,844200000.0,1343500000.0,458400000.0,1475500000.0,,,,248400000.0,861800000.0,3249200000.0,,3249200000.0,,,,,,6557700000.0,,489395000.0,,143900000.0,,,,,2567500000.0,599500000.0,512800000.0,,,,,1475500000.0,,,,,38100000.0,0.0,,,,,,38100000.0,,,,4370000000.0,599500000.0,,1255300000.0,747300000.0,38100000.0,5214200000.0,150100000.0,,,4370000000.0,,7364500000.0,174100000.0,458400000.0,,,,,,-2994500000.0,844200000.0,0.0,,,,,,,,,,,,,129300000.0,0.0,420600000.0,,7364500000.0,,,,,,512800000.0,,-2994500000.0,,,,,,,0.338667,,,,,,687700000.0,,,,,687700000.0,-3801600000.0,,,,,,,,,,,,5652000000.0,,,,,,,,,,,,,
1987-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1617300000.0,,,,,,,1617300000.0,,,,,,,,,,,,,,,,101900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.133333,,507470000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.133333,,,,,,,,,,,,,,,,,,,,,,507470000.0,,,,,,,,,,,,,,1617300000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1987-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1769100000.0,,,,,,,1769100000.0,,,,,,,,,,,,,,,,89200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.112,,507470000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.112,,,,,,,,,,,,,,,,,,,,,,507470000.0,,,,,,,,,,,,,,1769100000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1987-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1819900000.0,,,,,,,1819900000.0,,,,,,,,,,,,,,,,126100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.157333,,510982500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.157333,,,,,,,,,,,,,,,,,,,,,,510982500.0,,,,,,,,,,,,,,1819900000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1987-12-31,,,,5273600000.0,,722000000.0,,2683700000.0,,1614000000.0,,,0.0,,,806000000.0,,,0.0,2813800000.0,,2683700000.0,,0.565333,123600000.0,,,54900000.0,1783500000.0,,,506105000.0,5587900000.0,,,-4484300000.0,,,446600000.0,3489700000.0,,22000000.0,7201900000.0,,994200000.0,,446600000.0,,,,3489700000.0,129400000.0,,123600000.0,,623500000.0,1904300000.0,1614000000.0,218100000.0,1591400000.0,,,,446600000.0,806000000.0,3712200000.0,,3712200000.0,,,,,,7201900000.0,,506105000.0,,266500000.0,,,,,2813800000.0,698800000.0,874200000.0,,,,,1591400000.0,,,,,54900000.0,0.0,,,,,,54900000.0,,,,3683600000.0,698800000.0,,1716200000.0,1092700000.0,54900000.0,5587900000.0,158600000.0,,,3683600000.0,,6974300000.0,22000000.0,218100000.0,,,,,,-3290700000.0,1904300000.0,0.0,,,,,,,,,,,,,167500000.0,0.0,713100000.0,,6974300000.0,,,,,,874200000.0,,-3290700000.0,,,,,,,0.565333,,,,,,784000000.0,,,,,784000000.0,-4484300000.0,,,,,,,,,,,,6989800000.0,,,,,,,,,,,,,
1988-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2480000000.0,,,,,,,2480000000.0,,,,,,,,,,,,,,,,114200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.144,,511595000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.144,,,,,,,,,,,,,,,,,,,,,,511595000.0,,,,,,,,,,,,,,2480000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1988-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2480000000.0,,,,,,,2480000000.0,,,,,,,,,,,,,,,,150600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.284,,509010000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.284,,,,,,,,,,,,,,,,,,,,,,509010000.0,,,,,,,,,,,,,,2480000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1988-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2480000000.0,,,,,,,2480000000.0,,,,,,,,,,,,,,,,144800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,,509010000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,,,,,,,,,,,,,,,,,,,,,,509010000.0,,,,,,,,,,,,,,2480000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
