,trailingPretaxIncome,annualNonCurrentDeferredRevenue,annualGoodwill,annualTotalAssets,trailingCashDividendsPaid,annualNetIncome,trailingNetIncome,annualRetainedEarnings,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,annualCashDividendsPaid,quarterlyLongTermDebt,annualLongTermDebt,quarterlyOtherCurrentLiabilities,quarterlyOtherShortTermInvestments,quarterlyChangeInCashSupplementalAsReported,trailingInvestingCashFlow,quarterlyOtherNonCurrentLiabilities,annualPretaxIncome,annualBasicAverageShares,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,annualSaleOfInvestment,annualCommonStockIssuance,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualOperatingIncome,annualOtherNonCashItems,trailingChangeInWorkingCapital,trailingChangeInAccountPayable,annualPurchaseOfInvestment,annualBasicEPS,annualStockholdersEquity,quarterlyGoodwill,quarterlySellingGeneralAndAdministration,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyDilutedAverageShares,annualDepreciationAndAmortization,trailingStockBasedCompensation,quarterlyNetIncomeCommonStockholders,annualCashFlowFromContinuingFinancingActivities,trailingCashFlowFromContinuingFinancingActivities,annualEndCashPosition,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,trailingTotalRevenue,quarterlyInventory,quarterlyOtherIncomeExpense,trailingOperatingCashFlow,annualOperatingCashFlow,trailingOperatingIncome,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInterestExpense,annualAccountsPayable,quarterlyCurrentDebt,annualCurrentLiabilities,quarterlyCashDividendsPaid,quarterlyPurchaseOfInvestment,annualOtherShortTermInvestments,trailingEndCashPosition,annualOtherIntangibleAssets,quarterlyDepreciationAndAmortization,annualIncomeTaxPayable,quarterlyOtherNonCurrentAssets,quarterlyOtherIntangibleAssets,annualOtherNonCurrentAssets,annualNetPPE,annualGainsLossesNotAffectingRetainedEarnings,quarterlyNetOtherFinancingCharges,annualEbitda,annualOtherNonCurrentLiabilities,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,annualRepurchaseOfCapitalStock,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherCurrentAssets,trailingBeginningCashPosition,annualInterestExpense,annualBeginningCashPosition,trailingChangeInCashSupplementalAsReported,quarterlyChangeInInventory,annualCurrentAssets,trailingCapitalExpenditure,quarterlyDilutedEPS,annualGrossPPE,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,annualNetIncomeCommonStockholders,quarterlySaleOfInvestment,quarterlyGrossProfit,quarterlyAccountsPayable,annualSellingGeneralAndAdministration,quarterlyChangeInAccountPayable,trailingRepurchaseOfCapitalStock,annualRepaymentOfDebt,annualTotalNonCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOperatingExpense,trailingGrossProfit,trailingRepaymentOfDebt,quarterlyCapitalStock,annualOtherIncomeExpense,quarterlyBeginningCashPosition,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,trailingDeferredIncomeTax,annualCapitalExpenditure,annualCurrentAccruedExpenses,annualChangeInCashSupplementalAsReported,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,trailingInterestExpense,quarterlyNetOtherInvestingChanges,quarterlyTaxProvision,annualTaxProvision,annualInventory,trailingTaxProvision,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,annualStockBasedCompensation,annualCurrentDebt,quarterlyNetPPE,annualCapitalStock,annualOtherCurrentAssets,annualCostOfRevenue,annualTotalRevenue,quarterlyBasicAverageShares,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,trailingChangeInInventory,trailingDepreciationAndAmortization,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyBasicEPS,annualNetOtherFinancingCharges,annualGrossProfit,annualNonCurrentDeferredTaxesLiabilities,annualAccumulatedDepreciation,quarterlyRetainedEarnings,annualFreeCashFlow,quarterlyNonCurrentDeferredRevenue,quarterlyPurchaseOfBusiness,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,trailingOtherNonCashItems,quarterlyPretaxIncome,trailingSellingGeneralAndAdministration,annualOperatingExpense,annualChangeInWorkingCapital,annualPurchaseOfBusiness,trailingOperatingExpense,trailingNetIncomeContinuousOperations,annualNetIncomeContinuousOperations,quarterlyOperatingCashFlow,annualDilutedAverageShares,quarterlyCashFlowFromContinuingFinancingActivities,trailingCostOfRevenue,quarterlyCapitalExpenditure,quarterlyGrossPPE,quarterlyCurrentAssets,quarterlyCurrentLiabilities,annualDilutedEPS,quarterlyIncomeTaxPayable,annualChangeInInventory,quarterlyOperatingIncome,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,trailingFreeCashFlow,annualAccountsReceivable,quarterlyInvestmentsAndAdvances,quarterlyCurrentDeferredRevenue,trailingBasicAverageShares,quarterlyResearchAndDevelopment,trailingPurchaseOfBusiness,quarterlyChangesInAccountReceivables,annualInvestmentsAndAdvances,trailingResearchAndDevelopment,trailingSaleOfInvestment,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingOtherIncomeExpense,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,annualResearchAndDevelopment,annualChangesInAccountReceivables,trailingDilutedAverageShares,trailingCommonStockIssuance,annualCurrentDeferredRevenue,quarterlyAccountsReceivable,trailingBasicEPS
1493510400,,,,,,,,,8047406000.0,11796355000.0,,2632090000.0,,0.0,,18062000.0,,280858000.0,,,3910642000.0,459105000.0,,,3575433000.0,,,,,,,,4338589000.0,1225188000.0,,279489000.0,279489000.0,275215000.0,,,279489000.0,,,,205977000.0,-143388000.0,662485000.0,,3300082000.0,-3502000.0,,,,,,205977000.0,205977000.0,25004000.0,,401188000.0,,-71294000.0,,,,,98586000.0,,20928000.0,1200597000.0,,,,-15444000.0,,,6267474000.0,366943000.0,,,,,0.0,,,,,-42456000.0,,,1.02,,,-88755000.0,,,1698983000.0,1622776000.0,,56630000.0,,,,-4789000.0,1225188000.0,,,239947000.0,,187915000.0,,5528881000.0,,,,,,,,0.0,165800000.0,,,,-750275000.0,,,,2487292000.0,,,,,274692000.0,2122000.0,,,,8932000.0,568879000.0,1.02,,,,,2136401000.0,,,,108315000.0,9516000.0,,445289000.0,,,,,,,,510462000.0,,-349012000.0,,-143519000.0,,3748949000.0,2692041000.0,,208972000.0,,473795000.0,,5609625000.0,,,,,,,,,,,,,,,,,,,,,,,
1501459200,,,,,,,,,8140833000.0,12120824000.0,,2683105000.0,,0.0,,8196000.0,,284025000.0,,,4037783000.0,521027000.0,,,3626974000.0,,,,,,,,4338589000.0,1297376000.0,,294783000.0,294783000.0,274132000.0,,,294783000.0,,,,214173000.0,-170319000.0,659844000.0,,3463004000.0,0.0,,,,,,214173000.0,214173000.0,23748000.0,,401402000.0,,-71045000.0,,,,,99030000.0,,26891000.0,1200537000.0,,,,1282000.0,,,6433729000.0,105237000.0,,,,,0.0,,,,,-162929000.0,,,1.08,,,-74981000.0,,,1790522000.0,1880668000.0,,235444000.0,,,,-4584000.0,1297376000.0,,,239101000.0,,205977000.0,,5687095000.0,,,,,,,,0.0,174615000.0,,,,-309000.0,,,,2574816000.0,,,,,273690000.0,9237000.0,,,,7907000.0,592176000.0,1.08,,,,,2286060000.0,,,,-132423000.0,-2766000.0,,469398000.0,,,,,,,,275768000.0,,-97253000.0,,-170531000.0,,3979991000.0,2806755000.0,,3658000.0,,493146000.0,,5828305000.0,,,,,,,,,,,,,,,,,,,,,,,
1509408000,,,,,,,,,8221422000.0,12374756000.0,,2719568000.0,,0.0,,12019000.0,,282432000.0,,,4137150000.0,553596000.0,,,3692795000.0,,,,,,,,4338589000.0,1349025000.0,,252533000.0,252533000.0,272881000.0,,,252533000.0,,,,226192000.0,-173904000.0,690795000.0,,3597195000.0,0.0,,,,,,226192000.0,226192000.0,23995000.0,,401532000.0,,-70595000.0,,,,,100955000.0,,27416000.0,1200481000.0,,,,1810000.0,,,6630601000.0,182084000.0,,,,,0.0,,,,,-134705000.0,,,0.93,,,-134999000.0,,,1766456000.0,1978032000.0,,92027000.0,,,,-4383000.0,1349025000.0,,,237598000.0,,214173000.0,,5744155000.0,,,,,,,,0.0,140903000.0,,,,-1343000.0,,,,2654936000.0,,,,,272319000.0,1428000.0,,,,8109000.0,518386000.0,0.93,,,,,2334534000.0,,,,-37198000.0,30823000.0,,393436000.0,,,,,,,,356650000.0,,-170727000.0,,-174566000.0,,4153334000.0,2937806000.0,,4646000.0,,417431000.0,,5903606000.0,,,,,,,,,,,,,,,,,,,,,,,
1517356800,,44781000.0,4338589000.0,12516911000.0,,1538960000.0,,2698352000.0,8269059000.0,12516911000.0,-282931000.0,2604613000.0,2604613000.0,0.0,,41249000.0,,305944000.0,1907280000.0,272751000.0,4164033000.0,549658000.0,,,3426259000.0,2007818000.0,11088000.0,,,,5.64,6125774000.0,4338589000.0,1341952000.0,-645028000.0,712155000.0,712155000.0,271218000.0,404231000.0,,712155000.0,-1077554000.0,,267441000.0,267441000.0,-157417000.0,515702000.0,,3609025000.0,0.0,,1802108000.0,,3426259000.0,427911000.0,267441000.0,267441000.0,24289000.0,2009771000.0,401345000.0,2964878000.0,-69997000.0,,,,1200428000.0,105660000.0,4104000.0,28760000.0,1200428000.0,28760000.0,2701282000.0,-4181000.0,10861000.0,2408547000.0,305944000.0,6391137000.0,501388000.0,-579712000.0,267441000.0,,267441000.0,0.0,,97036000.0,187915000.0,,-8273000.0,4247852000.0,,2.63,5175292000.0,-137648000.0,-280977000.0,1538960000.0,,1965398000.0,2009771000.0,5213541000.0,43810000.0,,-752676000.0,8269059000.0,-4181000.0,1341952000.0,,,235141000.0,-3502000.0,226192000.0,,6125774000.0,,-646456000.0,549658000.0,79526000.0,,0.0,,0.0,-112998000.0,368320000.0,3609025000.0,,-749000.0,-2474010000.0,34323000.0,401345000.0,2701282000.0,235141000.0,0.0,16249608000.0,23470967000.0,270305000.0,-1699000.0,,,,9375000.0,623446000.0,2.63,-1491000.0,7221359000.0,515702000.0,-2474010000.0,2698352000.0,1155652000.0,44781000.0,,8958000.0,-175221000.0,,599157000.0,,5213541000.0,-52348000.0,,,,1538960000.0,659228000.0,273362000.0,-460562000.0,,-157840000.0,5175292000.0,4247852000.0,2964878000.0,5.63,4104000.0,-348363000.0,623446000.0,6391137000.0,6129431000.0,,,,,,,,,,,,,,,,,,,,,,,
1525046400,,,,,,,,,8327194000.0,12493230000.0,,2862497000.0,,,,16529000.0,,303933000.0,,,4252214000.0,495371000.0,,,3731580000.0,,,,,,,,4338589000.0,1372065000.0,,364852000.0,364852000.0,269135000.0,,,364852000.0,,,,283970000.0,-163999000.0,565150000.0,,3594529000.0,,,,,,,283970000.0,283970000.0,24773000.0,,1889000.0,,-77657000.0,,,,,109335000.0,,29861000.0,1200375000.0,,,,-2427000.0,,,6256912000.0,384018000.0,,,,,,,,,,12356000.0,,,1.36,,,-150001000.0,,,1862249000.0,2018320000.0,,5043000.0,,,,-3938000.0,1372065000.0,,,234109000.0,,267441000.0,,6236318000.0,,,,,,,,,100559000.0,,,,-400330000.0,,,,2758369000.0,,,,,268267000.0,3340000.0,,,,12406000.0,599519000.0,1.36,,,,,2795620000.0,,,,50669000.0,8046000.0,,465411000.0,,,,,,,,548648000.0,,-368120000.0,,-164630000.0,,4166036000.0,2525332000.0,,9752000.0,,490184000.0,,6114463000.0,,,,,,,,,,,,,,,,,,,,,,,
1532995200,,,,,,,,,8426123000.0,12943949000.0,,2776811000.0,,,,-18682000.0,,302962000.0,,,4468436000.0,611389000.0,,,3649463000.0,,,,,,,,4338589000.0,1429397000.0,,407237000.0,407237000.0,267226000.0,,,407237000.0,,,,265288000.0,-205620000.0,569690000.0,,3896432000.0,-1019000.0,,,,,,265288000.0,265288000.0,25451000.0,,1909000.0,,-77051000.0,,,,,112176000.0,,29938000.0,1200322000.0,,,,2419000.0,,,6565007000.0,342303000.0,,,,,,,,,,-305290000.0,,,1.52,,,-199537000.0,,,1974873000.0,2294996000.0,,265819000.0,,,,-3695000.0,1429397000.0,,,232340000.0,,283970000.0,,6378942000.0,,,,,,,,,111769000.0,,,,-175334000.0,,,,2857274000.0,,,,,266457000.0,8780000.0,,,,9373000.0,656633000.0,1.53,,,,,2928064000.0,,,,5602000.0,4454000.0,,519006000.0,,,,,,,,548641000.0,,-361703000.0,,-206338000.0,,4517826000.0,2915544000.0,,7250000.0,,545476000.0,,6443309000.0,,,,,,,,,,,,,,,,,,,,,,,
1540944000,,,,,,,,,8490677000.0,13121021000.0,,2902439000.0,,,,-4600000.0,,297446000.0,,,4522403000.0,638644000.0,,,3782951000.0,,,,,,,,4338589000.0,1452916000.0,,334142000.0,334142000.0,265522000.0,,,334142000.0,,,,260688000.0,-179462000.0,583066000.0,,3979105000.0,,,,,,,260688000.0,260688000.0,24586000.0,,1929000.0,,-76520000.0,,,,,114852000.0,,29875000.0,1200270000.0,,,,7631000.0,,,6765133000.0,236880000.0,,,,,,,,,,-95179000.0,,,1.26,,,-297964000.0,,,1895059000.0,2336772000.0,,39690000.0,,,,-3451000.0,1452916000.0,,,230022000.0,,265288000.0,,6355888000.0,,,,,,,,,83415000.0,,,,-1313000.0,,,,2921943000.0,,,,,264490000.0,14503000.0,,,,9412000.0,556995000.0,1.26,,,,,2890147000.0,,,,-69371000.0,13290000.0,,417557000.0,,,,,,,,416828000.0,,-241966000.0,,-179948000.0,,4630344000.0,2982182000.0,,4837000.0,,442143000.0,,6417462000.0,,,,,,,,,,,,,,,,,,,,,,,
1548892800,,40303000.0,4338589000.0,13204038000.0,,1589472000.0,,2941107000.0,8541018000.0,13204038000.0,-306523000.0,2862740000.0,2862740000.0,,,-25201000.0,,298361000.0,2015416000.0,265155000.0,4578120000.0,618405000.0,,,3770788000.0,2116306000.0,41851000.0,,,,5.99,6417393000.0,4338589000.0,1433186000.0,-731603000.0,483241000.0,483241000.0,262536000.0,454134000.0,,483241000.0,-1443901000.0,,235487000.0,235487000.0,-182522000.0,609687000.0,,4097004000.0,0.0,,2143550000.0,,3770788000.0,375214000.0,235487000.0,235487000.0,25061000.0,2385469000.0,1950000.0,3015857000.0,-75295000.0,,,,1200217000.0,117771000.0,10033000.0,31406000.0,1200217000.0,31406000.0,2970806000.0,-3207000.0,3619000.0,2569421000.0,298361000.0,6786645000.0,445969000.0,-1007494000.0,235487000.0,,235487000.0,,,99871000.0,267441000.0,,-133229000.0,4663020000.0,,1.84,5518977000.0,52325000.0,-359992000.0,1589472000.0,,2071689000.0,2385469000.0,5687564000.0,64662000.0,,-577321000.0,8541018000.0,-3207000.0,1433186000.0,,,227072000.0,-1019000.0,260688000.0,,6417393000.0,,-734380000.0,618405000.0,-31954000.0,,,,,130201000.0,425944000.0,4097004000.0,,-344000.0,-2548171000.0,40879000.0,1950000.0,2970806000.0,227072000.0,,17821173000.0,25625043000.0,261408000.0,15228000.0,,,,9688000.0,638503000.0,1.85,11242000.0,7803870000.0,609687000.0,-2548171000.0,2941107000.0,1409170000.0,40303000.0,,-23030000.0,26535000.0,,613442000.0,,5687564000.0,-36130000.0,,,,1589472000.0,629433000.0,266105000.0,-472112000.0,,-183464000.0,5518977000.0,4663020000.0,3015857000.0,5.97,10033000.0,-521342000.0,638503000.0,6786645000.0,6649809000.0,,,,,,,,,,,,,,,,,,,,,,,
1556582400,,,,,,,,,16720515000.0,21304284000.0,,2732105000.0,,894469000.0,,35624000.0,,173985000.0,,,4620909000.0,560007000.0,,,10774899000.0,,,,,,,,4338589000.0,1490039000.0,,385013000.0,385013000.0,260265000.0,,,385013000.0,,,,271111000.0,-144304000.0,629864000.0,,4109759000.0,,,,,,,271111000.0,271111000.0,25933000.0,,555000.0,,-82756000.0,,,,,122485000.0,,33011000.0,1200164000.0,,,,10300000.0,,,14731615000.0,429438000.0,,,,,,,,,,-14252000.0,,,1.48,,,-199986000.0,,,2002276000.0,2452898000.0,,39707000.0,,,,-3864000.0,1490039000.0,,,226032000.0,,235487000.0,,6572669000.0,,,,,,,,,101291000.0,,,,-121825000.0,,,,11148751000.0,,,,,259021000.0,3527000.0,,,,13631000.0,634722000.0,1.49,,,,,3074584000.0,,,,39236000.0,10303000.0,,486304000.0,,,,,,,,574195000.0,,-394267000.0,,-144757000.0,11148751000.0,4583769000.0,3956716000.0,,48787000.0,,512237000.0,,6623185000.0,,,,,,,,,,,,,,,,,,,,,,,
1564531200,,,,,,,,,16998391000.0,21917529000.0,,2573483000.0,,,,-11543000.0,,173980000.0,,,4832817000.0,666251000.0,,,10856099000.0,,,,,,,,4338589000.0,1571161000.0,,426555000.0,426555000.0,259102000.0,,,426555000.0,,,,259568000.0,-147289000.0,627765000.0,,4419628000.0,,,,,,,259568000.0,259568000.0,24810000.0,,555000.0,,-82380000.0,,,,,123423000.0,,33939000.0,1200111000.0,,,,6188000.0,,,15168369000.0,408023000.0,,,,,,,,,,-306833000.0,,,1.65,,,-184988000.0,,,2148936000.0,2727079000.0,,283510000.0,,,,-3621000.0,1571161000.0,,,224935000.0,,271111000.0,,6749160000.0,,,,,,,,,126410000.0,,,,121300000.0,,,,11425752000.0,,,,,257793000.0,474000.0,,,,10874000.0,701198000.0,1.65,,,,,3234944000.0,,,,-2815000.0,-2185000.0,,552965000.0,,,,,,,,556326000.0,,-420580000.0,,-148303000.0,11425752000.0,4919138000.0,4312270000.0,,3310000.0,,577775000.0,,6981753000.0,,,,,,,,,,,,,,,,,,,,,,,
1572480000,2119864000.0,,,,-322071000.0,,1660359000.0,,17344248000.0,22412790000.0,,2762490000.0,,,,16508000.0,-698663000.0,173003000.0,,,4926307000.0,717467000.0,,,11258457000.0,,,28140000.0,490076000.0,,,,4338589000.0,1573669000.0,,365550000.0,365550000.0,257699000.0,,45293000.0,365550000.0,,-1576492000.0,,276076000.0,-224548000.0,634041000.0,27246140000.0,4496377000.0,,2290543000.0,,2219932000.0,,,276076000.0,276076000.0,24264000.0,,555000.0,,-81640000.0,,,276076000.0,,126470000.0,,35149000.0,1200059000.0,,,,2534000.0,,,15764495000.0,305598000.0,,,,,,260688000.0,,,15388000.0,-79921000.0,,-701515000.0,1.42,,,-400327000.0,,,2065086000.0,2844171000.0,,102197000.0,-1145293000.0,,,-3378000.0,1573669000.0,8287987000.0,-869000.0,222775000.0,,259568000.0,1660359000.0,6648295000.0,40843000.0,,,,22641000.0,,100068000.0,,101603000.0,,,459505000.0,0.0,,,,11770451000.0,,,,,256041000.0,6530000.0,,-534235000.0,490149000.0,11100000.0,617887000.0,1.43,,,,,3120738000.0,,,,14749000.0,6190000.0,25759000.0,467153000.0,6068055000.0,,,,6068055000.0,1660359000.0,,530589000.0,,-289533000.0,18958153000.0,-224991000.0,11770451000.0,5068542000.0,4506038000.0,,3341000.0,,491417000.0,,6991393000.0,1589028000.0,,,,,,,,,,,,,,,,,,,,,,
