,quarterlyOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,annualOtherIncomeExpense,trailingGrossProfit,quarterlyCapitalStock,annualTotalNonCurrentAssets,annualNetPPE,annualRepaymentOfDebt,annualOperatingCashFlow,annualGrossProfit,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyStockholdersEquity,quarterlyCashAndCashEquivalents,annualEbitda,quarterlyDilutedAverageShares,annualDilutedEPS,annualBasicEPS,quarterlyPretaxIncome,annualChangeInInventory,quarterlyCurrentDebt,annualGrossPPE,quarterlyAccumulatedDepreciation,quarterlyInterestExpense,annualPurchaseOfBusiness,annualOtherNonCurrentLiabilities,annualBeginningCashPosition,annualBasicAverageShares,trailingOtherIncomeExpense,quarterlyGrossProfit,annualDilutedAverageShares,annualSaleOfInvestment,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualOtherNonCurrentAssets,annualSellingGeneralAndAdministration,annualOtherNonCashItems,annualLongTermDebt,annualCurrentAssets,annualDepreciationAndAmortization,annualRepurchaseOfCapitalStock,annualStockholdersEquity,quarterlyOtherCurrentAssets,quarterlyOtherIncomeExpense,quarterlyInventory,annualTotalAssets,annualTaxProvision,quarterlyBasicAverageShares,quarterlyAccountsReceivable,annualNetIncomeCommonStockholders,quarterlyGoodwill,trailingNetIncomeCommonStockholders,annualCurrentLiabilities,annualRetainedEarnings,annualCurrentAccruedExpenses,quarterlyCurrentDeferredRevenue,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,annualAccountsReceivable,quarterlyInvestmentsAndAdvances,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyBasicEPS,quarterlyOperatingExpense,annualFreeCashFlow,annualOtherShortTermInvestments,quarterlyCurrentAssets,annualCommonStockIssuance,quarterlyRetainedEarnings,annualTotalLiabilitiesNetMinorityInterest,annualGainsLossesNotAffectingRetainedEarnings,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualResearchAndDevelopment,annualAccountsPayable,annualChangeInAccountPayable,annualOtherCurrentAssets,trailingTotalRevenue,quarterlySellingGeneralAndAdministration,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualEndCashPosition,quarterlyCurrentLiabilities,annualOperatingIncome,trailingCostOfRevenue,trailingNetIncome,trailingTaxProvision,trailingPretaxIncome,annualNetOtherInvestingChanges,quarterlyDilutedEPS,quarterlyOtherNonCurrentLiabilities,annualCashAndCashEquivalents,annualNetIncomeContinuousOperations,annualCostOfRevenue,annualCurrentDeferredRevenue,annualNetIncome,annualPretaxIncome,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,trailingOperatingIncome,quarterlyTotalAssets,annualCurrentDebt,quarterlyTotalNonCurrentAssets,annualAccumulatedDepreciation,annualOperatingExpense,annualNonCurrentDeferredTaxesLiabilities,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossPPE,annualIncomeTaxPayable,annualInvestingCashFlow,trailingSellingGeneralAndAdministration,annualCapitalExpenditure,trailingNetIncomeContinuousOperations,quarterlyResearchAndDevelopment,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyTotalRevenue,quarterlyIncomeTaxPayable,quarterlyNonCurrentDeferredRevenue,trailingOperatingExpense,quarterlyAccountsPayable,annualNonCurrentDeferredRevenue,annualChangesInAccountReceivables,annualInventory,quarterlyTaxProvision,annualGoodwill,quarterlyNetPPE,annualCashFlowFromContinuingFinancingActivities,annualNetOtherFinancingCharges,trailingInterestExpense,quarterlyEbitda,annualOtherCurrentLiabilities,annualChangeInCashSupplementalAsReported,annualCapitalStock,annualPurchaseOfInvestment,trailingResearchAndDevelopment,annualTotalRevenue,annualStockBasedCompensation,annualInterestExpense,quarterlyCapitalExpenditure,quarterlyDepreciationAndAmortization,quarterlyRepaymentOfDebt,trailingInvestingCashFlow,trailingChangeInAccountPayable,trailingOtherNonCashItems,trailingCashDividendsPaid,trailingChangeInWorkingCapital,quarterlyPurchaseOfInvestment,trailingBasicAverageShares,trailingOperatingCashFlow,trailingPurchaseOfBusiness,quarterlyChangesInAccountReceivables,trailingNetOtherFinancingCharges,trailingDeferredIncomeTax,quarterlyDeferredIncomeTax,quarterlyChangeInAccountPayable,trailingSaleOfInvestment,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,trailingCashFlowFromContinuingFinancingActivities,trailingDilutedEPS,trailingFreeCashFlow,quarterlyNetOtherInvestingChanges,trailingNetOtherInvestingChanges,quarterlyChangeInWorkingCapital,trailingRepaymentOfDebt,quarterlyOperatingCashFlow,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,quarterlyChangeInCashSupplementalAsReported,quarterlyCashFlowFromContinuingFinancingActivities,quarterlySaleOfInvestment,quarterlyEndCashPosition,annualCashDividendsPaid,quarterlyInvestingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyBeginningCashPosition,trailingDilutedAverageShares,trailingCommonStockIssuance,quarterlyPurchaseOfBusiness,quarterlyCashDividendsPaid,trailingEndCashPosition,trailingChangeInCashSupplementalAsReported,quarterlyFreeCashFlow,trailingCapitalExpenditure,quarterlyStockBasedCompensation,annualDeferredIncomeTax,quarterlyNetOtherFinancingCharges,trailingStockBasedCompensation,trailingRepurchaseOfCapitalStock,trailingDepreciationAndAmortization,trailingChangeInInventory,trailingBeginningCashPosition,quarterlyChangeInInventory,trailingBasicEPS
1356912000,,1314336808.1742,,-982916.54613,,63217.05168,105892394.03534,78881292.07627,-79337899.2032,696393779.46105,964204248.89824,1314336808.1742,515466234.25334,776934500.41849,-53323988.80973,525144775.0,-0.13732,-0.13732,44042055.31475,-539219916.5859,,78881292.07627,-38111212.28895,6048.31389,,,280599182.86818,444246030.0,,429018682.51317,444246030.0,101312728.10386,32644.6663,1974498634.53386,39634257.62162,39634257.62162,32644.6663,963347753.97185,-6376158.71844,,2384072474.75186,28257435.37082,0.0,515466234.25334,537402307.75571,-66943.41225,898595504.15511,2489964868.7872,4407797.69313,505915725.0,43633747.3136,-59122886.21394,,,1974498634.53386,-1098716696.25635,328796348.68183,429850235.1668,,,43633747.3136,,328796348.68183,1441193457.10396,0.074902,395164534.44766,619124004.13239,537402307.75571,2384072474.75186,391298039.00135,-1098716696.25635,1974498634.53386,1432951.04713,0.0,91405770.96453,1207514515.52687,658108052.40631,537402307.75571,,360694076.30456,608753767.37124,537402307.75571,0.0,776934500.41849,1974498634.53386,-74549513.38713,,,,,88719932.60515,0.074902,,776934500.41849,-59122886.21394,3355833370.9266,429850235.1668,-59122886.21394,-54715088.52081,39634257.62162,,,2489964868.7872,0.0,105892394.03534,-38111212.28895,1038753762.28537,,1432951.04713,78881292.07627,,-519421357.15984,,-77269775.32866,,39548451.45955,33854148.06551,13499512.02836,1870212139.61713,,,,1207514515.52687,,-17891405.58961,898595504.15511,4407797.69313,,78881292.07627,313155652.39288,391298039.00135,,44048103.62864,13499512.02836,496335317.55031,63217.05168,-632308903.96951,,4320037619.82484,47418712.23769,1391099.71108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1364688000,,,,,,68708.04536,,,,,,2317053500.22312,1137930318.22744,1436676853.69368,,545664850.0,,,47822583.95288,,,,,0.0,,,,,,452313816.64776,,,25093.26496,2194511858.87128,36316675.36328,36316675.36328,,,,,,,,,0.0,-1384096.24848,722570804.51512,,,515023615.0,76949529.0816,,,,,,,454920693.52216,,,,,462852378.62968,1479163040.2544,0.074608,418255597.30448,,,3229436941.94648,,-1058096201.45232,,,,,,,,,376959413.44776,,880376646.52944,0.0,,2194511858.87128,,,,,,,0.062174,,,,,,,,36316675.36328,,,3332442177.09872,,103005235.15224,,,,2793093.02376,92835462.09608,,,,,,49416478.7972,34058219.34328,0.0,1931476856.90216,,,,1090418453.05792,,,,11505908.5896,,92835462.09608,,,,47822583.95288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372550400,,,,,,68209.86055,,,,,,2370422360.72577,1208559162.88588,1030791265.42535,,580367350.0,,,70248037.75951,,,,,0.0,,,,,,509368627.31144,,,18801.6335,2196184904.55,55684736.29225,55684736.29225,,,,,,,,,0.0,6408613.83435,724539804.03623,,,552823665.0,13513880.58787,,,,,,,409795916.03184,,,,,599694294.54519,1656143187.55067,0.098632,467770531.00817,,,3290050897.56148,,-993410424.83189,,,,,,,,,423274165.98311,,1339631095.30042,0.0,,2196184904.55,,,,,,,0.098632,,,,,,,,55684736.29225,,,3404744067.43588,,114693169.8744,,,,8497345.86233,99158933.55979,,,,,,53360946.8587,41598096.30327,0.0,2165511814.86211,,,,1175917838.0651,,,,14563301.46726,,99158933.55979,,,,70248037.75951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1380499200,,,,,,68259.07654,,,,,,2953942996.1727,1301475845.48914,1711163885.49136,,584717905.0,,,98600183.93714,,,,,0.0,,,,,,570100144.54078,,,12099959.21526,3434298288.76526,73752947.9609,73752947.9609,,,,,,,,,0.0,1764881.31966,1395067146.37896,,,554013215.0,22134442.06874,,,,,,,639105005.60988,,,,,782052861.98882,1782931157.2309,0.134911,496265949.20722,,,4595136440.73558,,-914479689.52634,,,,,,,,,450041198.15312,,1242779110.68134,0.0,,3434298288.76526,,,,,,,0.122647,,,,,,,,73752947.9609,,,4735774134.2544,,140637693.51882,,,,10581567.3019,106898037.16134,,,,,,59044481.41218,73834195.33356,0.0,2353031301.77168,,,,1998557888.35208,,,,24847235.97624,,106898037.16134,,,,98600183.93714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388448000,32085183.15,4366746202.2948,,8222327.58384,,67674.70008,212788340.74728,147260304.94032,0.0,2648820607.632,2471197876.08696,4366746202.2948,1474186099.23576,2028453346.74456,429365907.15696,588343080.0,0.545422,0.581783,216250677.06408,-969913522.77552,0.0,147260304.94032,-93859997.1804,0.0,,,754334005.17096,544813185.0,,966161143.37232,577475865.0,1946600703.06408,32085183.15,5022754443.67032,153921793.4712,153921793.4712,32085183.15,1952941010.99544,-24406731.80496,,6284152202.1588,53565812.91432,0.0,1474186099.23576,0.0,1527059.2752,1637030238.6132,6496940542.90608,112416185.40984,556831730.0,18516736.06704,316949721.74712,0.0,,5022754443.67032,-749806054.43328,1189791883.74456,930172492.97568,0.0,0.0,18516736.06704,0.0,1189791883.74456,2979153805.8168,0.278771,787016443.15368,2513986443.01656,2338292855.55024,6284152202.1588,547532454.31488,-749806054.43328,5022754443.67032,22716167.25456,0.0,244829308.38624,2889812602.35144,1717423861.33296,0.0,,724640519.97792,2019674816.39376,2338292855.55024,0.0,2028453346.74456,5022754443.67032,326203077.96216,,,,,-32077989.64512,0.266651,,2028453346.74456,316949721.74712,7811046099.46944,930172492.97568,316949721.74712,429365907.15696,153921793.4712,,,6496940542.90608,,212788340.74728,-93859997.1804,2144994798.1248,,22716167.25456,147260304.94032,92975286.98376,-1944700484.51088,,-134834164.61544,,85852656.61056,179144700.21864,4661282.07792,3945314949.18912,92975286.98376,,,2889812602.35144,,22976981.80344,1637030238.6132,62328883.59288,,147260304.94032,559951861.71312,0.0,,216250677.06408,4661282.07792,1274119341.5736,67674.70008,-3728523692.6568,,10282243975.5564,75487943.28312,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1396224000,1333836203.25669,,,,,70135.22803,,,,,,8583661094.81636,1693029749.66335,5409371146.98267,,595804855.0,,,217162573.88441,,1056713078.8998,,,10103506.09282,,,,,,1084706801.56951,,,125839867.62865,10913811343.26371,165016166.24521,153105240.01955,,,,,,,,,0.0,-11247319.02119,1899276476.16077,,,559596440.0,27849840.89783,,15150350.97632,,,,,876386962.61606,302345689.5606,3831207828.86317,,347656304.49823,1385096219.01238,3270763346.02031,0.29784,897062986.68756,,,10789822889.2888,,-602701624.76951,,,,,,,,,799031696.64024,,3174289947.83369,4133553518.42377,,6780257824.83994,,,,,,,0.28543,0.0,,,,,,,165016166.24521,,,12827618041.7014,,2037795152.4126,,,,-8967412.19689,215312426.05271,,,,,,115791325.51441,187643814.88195,0.0,4355470147.58982,,,,3305224773.99338,,,,64057333.86486,,215312426.05271,,,,227266079.97723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404086400,1268960691.257,,,,,70581.65064,,,,,,7429867631.91624,1920440953.41416,3953472025.29156,,597138175.0,,,210993486.88968,,,,,29120921.55792,,,,,,1280108169.04088,,,128564003.85692,10203742694.91476,164147687.6616,140708918.68472,,,,,,,,,0.0,9038930.28672,2083603658.15352,,,566073275.0,107023138.51396,,15189002.01088,,,,,939046628.48244,287572562.28192,3849013253.88408,,350631774.12704,1583446890.4272,3879737005.9722,0.286159,1132625383.901,,,10065831269.31552,,-440091527.97724,,,,,,,,,1029586233.06488,,3476395606.62468,4136585816.166,,6067156878.74876,,,,,,,0.273717,0.0,,,,,,,164147687.6616,,,12322940792.70532,,2257109523.3898,,,,-9968908.54168,493764052.13796,,,,,,133111736.49724,147482785.13988,0.0,5159845175.01308,,,,3503346195.30256,,,,58927211.72116,,493764052.13796,,,,240114408.4476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412035200,1103236441.99064,,,,,70225.72392,,,,,,7129606174.45368,2156481787.8384,4109343086.64904,,514551190.0,,,216542514.26424,,,,,24224504.31128,,,,,,1350178367.01648,,,253643315.2906,11438596233.76672,170340365.93116,139778700.41192,,,,,,,,,0.0,37457483.49328,2883188649.75456,,,486078845.0,87219770.96728,,14685227.22524,,,,,1232406900.3932,268962320.75608,3813395230.65864,,349836756.58064,1618296158.55528,4078377657.04468,0.295221,1219417460.18388,,,10728556252.39248,,-264770734.39168,,,,,,,,,1072052265.83724,,3020263087.80464,4082357551.41472,,7356238682.352,,,,,,,0.28292,0.0,,,,,,,170340365.93116,,,13763031518.63064,,3034475266.23816,,,,4504975.88416,1313073525.15104,,,,,,192668271.36052,130760906.8326,0.0,5428556024.06116,,,,4473166454.2762,,,,63969582.45816,,1313073525.15104,,,,240767018.57552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419984000,1038696434.82761,8557006324.72582,1038696434.82761,13440762.36565,,71050.19286,3729678596.33527,1992958387.36093,-1053735900.96969,3136657299.39977,5820650600.68477,8557006324.72582,2549282154.23171,4789585021.08246,1149289788.07129,598878670.0,1.414305,1.501148,422568937.79661,-2090464163.57429,,1992958387.36093,-207389216.82199,12586193.6718,-1202168903.41198,0.0,2076267387.20871,566553410.0,,2098087438.62361,601137920.0,5019552269.69881,40493213.2419,14249503920.82272,350992605.0459,327331873.51676,40493213.2419,4453647296.85729,-92890571.80083,3854047740.8355,13217237404.38714,361476956.10828,,2549282154.23171,3767421303.64336,-26788224.05461,3587431203.58536,16946916000.72241,247988031.46805,571756830.0,155061152.98145,851435556.51263,59985145.73036,,10152818716.84502,83955324.60724,2340185983.5097,1617100751.87784,242637463.1422,3854047740.8355,155061152.98145,390087164.16387,2340185983.5097,6335978536.54022,0.607903,1720870718.5277,1548496915.04277,3767421303.64336,13217237404.38714,0.0,83955324.60724,14249503920.82272,-31410357.31867,4096685203.9777,679092774.68079,6119766032.09605,2782517786.1567,3767421303.64336,,1546984911.85527,1566464506.39772,3767421303.64336,4096685203.9777,4789585021.08246,10152818716.84502,843744698.79776,,,,,-33523080.14795,0.58309,0.0,4789585021.08246,761672409.00328,17587686780.12928,1617100751.87784,851435556.51263,1073133509.27161,350992605.0459,390087164.16387,,16946916000.72241,,3729678596.33527,-207389216.82199,4976905901.88701,242637463.1422,-31410357.31867,1992958387.36093,102365171.46683,-4120262615.60196,,-1588160384.357,,236287769.31314,377216720.09591,59655761.65136,8434065975.16383,102365171.46683,,,6119766032.09605,,-136107946.45331,3587431203.58536,60674259.40464,59985145.73036,1992958387.36093,3851383513.6805,5123578.65348,,435155131.46841,59655761.65136,2713317633.87375,71050.19286,-6315962517.38384,,23408337380.81405,228214453.88123,76156278.79968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427760000,972364000.0,,,,,75000.0,,,,,,7733118000.0,3007772000.0,5911634000.0,,597702935.0,,,453422000.0,,160975000.0,,,21841000.0,,,,,,2141076000.0,,,103146000.0,13990396000.0,367509000.0,341306000.0,,,,,,,,,0.0,-1492000.0,3053596000.0,,,574709465.0,280215000.0,,60000000.0,,,,,1756405000.0,227508000.0,3859510000.0,,706324000.0,2496850000.0,6471623000.0,0.64,1746116000.0,,,12736545000.0,,394053000.0,,,,,,,,,1505306000.0,,1821484000.0,4087018000.0,,9903378000.0,,,,,,,0.614,0.0,,,,,,,367509000.0,,,17115616000.0,,4379071000.0,,,,6406000.0,2301665000.0,,,,,,256148000.0,394960000.0,0.0,8612699000.0,,,,5415446000.0,,,,89190000.0,,2301665000.0,,,,475263000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435622400,902776000.0,,,,,75000.0,,,,,,7296668000.0,3461223000.0,4430522000.0,,601002280.0,,,516496000.0,,6000000.0,,,16981000.0,,,,,,2250670000.0,,,104235000.0,12829373000.0,399291000.0,383971000.0,,,,,,,,,0.0,19959000.0,2719500000.0,,,579398265.0,419859000.0,,64819000.0,,,,,1535728000.0,212616000.0,3868137000.0,,856328000.0,2311201000.0,6767452000.0,0.69,1812902000.0,,,11498383000.0,,793345000.0,,,,,,,,,1608921000.0,,2866146000.0,4080753000.0,,8748620000.0,,,,,,,0.664,0.0,,,,,,,399291000.0,,,16398873000.0,,4900490000.0,,,,-11555000.0,2739675000.0,,,,,,245695000.0,437768000.0,0.0,9018122000.0,,,,4740239000.0,,,,112603000.0,,2739675000.0,,,,533477000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1443571200,836903000.0,,,,,75000.0,,,,,,6125822000.0,3797164000.0,3543372000.0,,599346325.0,,,419495000.0,,6000000.0,,,22499000.0,,,,,,2156324000.0,,,1041491000.0,12884784000.0,316698000.0,292853000.0,,,,,,,,,0.0,-56886000.0,2781181000.0,,,580878130.0,592260000.0,,64819000.0,,,,,1920829000.0,197422000.0,3973420000.0,,888325000.0,2184448000.0,6514921000.0,0.546,1720263000.0,,,10720550000.0,,1110044000.0,,,,,,,,,1544344000.0,,2582450000.0,4170842000.0,,8713942000.0,,,,,,,0.528,0.0,,,,,,,316698000.0,,,16775088000.0,,6054538000.0,,,,-66395000.0,2782651000.0,,,,,,253075000.0,436061000.0,0.0,8671245000.0,,,,4448870000.0,,,,93204000.0,,2782651000.0,,,,441994000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1451520000,744369000.0,5131787000.0,744369000.0,-201475000.0,,76000.0,7882246000.0,3147066000.0,-574463000.0,1915086000.0,9896489000.0,5131787000.0,3539185000.0,3324384000.0,2136282000.0,628282950.0,2.646,2.748,661107000.0,-1272336000.0,95000000.0,3147066000.0,-502315000.0,24441000.0,-610841000.0,0.0,4790751000.0,578680460.0,,3348419000.0,600840315.0,7633963000.0,1936307000.0,16422255000.0,506166000.0,490582000.0,1936307000.0,7057851000.0,-99574000.0,4058181000.0,12153276000.0,583830000.0,-650197000.0,3539185000.0,0.0,-163056000.0,4566746000.0,20035522000.0,457745000.0,579985685.0,351423000.0,1589664000.0,108781000.0,,12165959000.0,1616209000.0,3104622000.0,2114109000.0,175416000.0,4058181000.0,351423000.0,1012304000.0,3104622000.0,10552727000.0,0.872,2546659000.0,-2259951000.0,1807403000.0,12153276000.0,,1616209000.0,16422255000.0,-70980000.0,4256296000.0,1076520000.0,6645262000.0,643370000.0,0.0,,2399280000.0,-872153000.0,1807403000.0,4256296000.0,3324384000.0,12165959000.0,2070549000.0,,,,,1355000.0,0.844,0.0,3324384000.0,1508712000.0,30306723000.0,2114109000.0,1589664000.0,2050520000.0,506166000.0,1012304000.0,,20035522000.0,95000000.0,7882246000.0,-502315000.0,7825940000.0,175416000.0,-70980000.0,3147066000.0,216770000.0,-2937309000.0,,-4175037000.0,,321602000.0,801760000.0,43170000.0,13901146000.0,216770000.0,22699000.0,,6645262000.0,22699000.0,-279165000.0,4566746000.0,162748000.0,108781000.0,3147066000.0,-539134000.0,9740000.0,,685548000.0,43170000.0,-1466367000.0,76000.0,-5786953000.0,,40203212000.0,302941000.0,85762000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1459382400,659218000.0,,,,,76000.0,,,,,,4276617000.0,4074499000.0,3572949000.0,,621386550.0,,,594561000.0,,3000000.0,,,22417000.0,,,,,,2956093000.0,,,2014077000.0,13816829000.0,474568000.0,446683000.0,,,,,,,,,0.0,-6845000.0,2830122000.0,,,576209720.0,668622000.0,,342374000.0,,,,,1847478000.0,156474000.0,4047836000.0,,995677000.0,2512275000.0,9213001000.0,0.824,2360027000.0,,,9500533000.0,,2090777000.0,,,,,,,,,2065528000.0,,703668000.0,4251116000.0,,9565713000.0,,,,,,,0.798,0.0,,,,,,,474568000.0,,,17991332000.0,,8490799000.0,,,,-106361000.0,3502323000.0,,,,,,326674000.0,596066000.0,0.0,12169094000.0,,46806000.0,,5154802000.0,,,,131029000.0,,3502323000.0,,,,616978000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467244800,568239000.0,,,,,76000.0,,,,,,4918463000.0,4625172000.0,3167513000.0,,622778105.0,,,581168000.0,,3000000.0,,,21721000.0,,,,,,3241409000.0,,,144945000.0,15436193000.0,451605000.0,437676000.0,,,,,,,,,0.0,-69252000.0,2885580000.0,,,579292980.0,1306289000.0,,350487000.0,,,,,1717863000.0,139402000.0,4180651000.0,,1015783000.0,2925353000.0,10198289000.0,0.78,2597480000.0,,,11041244000.0,,2542382000.0,,,,,,,,,2258994000.0,,1750950000.0,4544009000.0,,10892184000.0,,,,,,,0.76,0.0,,,,,,,451605000.0,,,20091896000.0,,9050652000.0,,,,-72731000.0,5963993000.0,,,,,,391525000.0,643929000.0,0.0,13439698000.0,,223956000.0,,6202142000.0,,,,127960000.0,,5963993000.0,,,,602889000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1475193600,808776000.0,,,,,77000.0,,,,,,4948020000.0,5067821000.0,4876764000.0,,593638380.0,,,496607000.0,,3000000.0,,,20125000.0,,,,,,2931963000.0,,,333532000.0,17026705000.0,342861000.0,345204000.0,,,,,,,,,0.0,-34027000.0,3531299000.0,,,580894040.0,1602909000.0,,376739000.0,,,,,2293675000.0,116410000.0,4203477000.0,,970454000.0,3042945000.0,9070361000.0,0.59,2403176000.0,,,12274808000.0,,2885245000.0,,,,,,,,,2167959000.0,,71256000.0,4546927000.0,,12479778000.0,,,,,,,0.578,0.0,,,,,,,342861000.0,,,22151127000.0,,9876319000.0,,,,-101276000.0,6410748000.0,,,,,,374468000.0,528787000.0,0.0,12002324000.0,,227040000.0,,7106509000.0,,,,135651000.0,,6410748000.0,,,,516732000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1483142400,725147000.0,4781353000.0,725147000.0,-63474000.0,,77000.0,10513581000.0,6866509000.0,-98000000.0,2831413000.0,13596614000.0,4781353000.0,5732180000.0,4109577000.0,2751279000.0,626846985.0,3.372,3.514,993748000.0,-685018000.0,0.0,6866509000.0,-1111948000.0,20932000.0,-164692000.0,0.0,3324384000.0,579790440.0,,4467149000.0,629085915.0,3341482000.0,510821000.0,19312649000.0,767783000.0,763204000.0,510821000.0,9683352000.0,3969000.0,4381698000.0,14580872000.0,1012610000.0,-193619000.0,5732180000.0,0.0,46650000.0,4948609000.0,25094453000.0,601828000.0,582812000.0,2333918000.0,2036817000.0,367106000.0,,14583466000.0,3653026000.0,3322599000.0,2874528000.0,100583000.0,4381698000.0,2333918000.0,1004205000.0,3322599000.0,14513037000.0,1.318,3528222000.0,45907000.0,671776000.0,14580872000.0,,3653026000.0,19312649000.0,-343608000.0,4729183000.0,1563582000.0,8333610000.0,1553400000.0,0.0,,3190871000.0,-1211124000.0,671776000.0,4729183000.0,4109577000.0,14583466000.0,2707709000.0,,,,,188643000.0,1.258,0.0,4109577000.0,1992767000.0,42994688000.0,2874528000.0,2036817000.0,2666084000.0,767783000.0,1004205000.0,,25094453000.0,0.0,10513581000.0,-1111948000.0,10888905000.0,100583000.0,-343608000.0,6866509000.0,275114000.0,-1669002000.0,,-2785506000.0,,470915000.0,938927000.0,167322000.0,18980186000.0,275114000.0,246902000.0,,8333610000.0,246902000.0,-1951397000.0,4948609000.0,207188000.0,367106000.0,6866509000.0,-393128000.0,-110256000.0,,1014680000.0,167322000.0,785193000.0,77000.0,-2262314000.0,,56591302000.0,475653000.0,85195000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1490918400,653764000.0,,,,,77000.0,,,,,,5181078000.0,6515944000.0,4434837000.0,,625339080.0,,,726906000.0,,285000000.0,,,25113000.0,,,,,,3694472000.0,,,72438000.0,18150141000.0,551917000.0,543309000.0,,,,,,,,,0.0,-10437000.0,3616175000.0,,,584095865.0,2726474000.0,,367106000.0,,,,,2052868000.0,78786000.0,4342314000.0,,1013520000.0,3273506000.0,12258473000.0,0.944,2957876000.0,,,13739331000.0,,4204943000.0,,,,,,,,,2707921000.0,,746241000.0,4676019000.0,,13474122000.0,,,,,,,0.918,0.0,,,,,,,551917000.0,,,24707101000.0,,10967770000.0,,,,-295911000.0,7607355000.0,,,,,,419533000.0,736596000.0,0.0,15952945000.0,,254919000.0,,7835445000.0,,,,165911000.0,,7607355000.0,,,,752019000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498780800,569305000.0,,,,,77000.0,,,,,,4492131000.0,7153214000.0,4148892000.0,,629352490.0,,,547775000.0,,288000000.0,,,19259000.0,,,,,,3859893000.0,,,185093000.0,17957372000.0,386483000.0,370803000.0,,,,,,,,,0.0,-84387000.0,3716585000.0,,,586828685.0,3488455000.0,,367106000.0,,,,,1857329000.0,58243000.0,4266722000.0,,630037000.0,3004990000.0,13656686000.0,0.658,3238156000.0,,,13965299000.0,,4591426000.0,,,,,,,,,2975005000.0,,343239000.0,4638025000.0,,13319347000.0,,,,,,,0.64,0.0,,,,,,,386483000.0,,,25098326000.0,,11133027000.0,,,,-238042000.0,8541045000.0,,,,,,447820000.0,621737000.0,0.0,17516579000.0,,313060000.0,,8151478000.0,,,,169679000.0,,8541045000.0,,,,567034000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
