,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentLiabilities,annualAccountsReceivable,quarterlyChangeInCashSupplementalAsReported,annualPurchaseOfInvestment,annualLongTermDebt,annualPretaxIncome,quarterlyLongTermDebt,trailingCashDividendsPaid,annualNetIncome,quarterlyTotalAssets,annualCashDividendsPaid,quarterlyTotalNonCurrentAssets,annualGoodwill,quarterlyAccountsReceivable,annualSaleOfInvestment,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyDilutedEPS,trailingInvestingCashFlow,annualStockholdersEquity,annualOtherNonCashItems,trailingChangeInWorkingCapital,quarterlyInvestmentsAndAdvances,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualRetainedEarnings,quarterlyInventory,annualDilutedAverageShares,quarterlyOtherIncomeExpense,annualTotalAssets,annualCashFlowFromContinuingFinancingActivities,annualDepreciationAndAmortization,annualInvestingCashFlow,quarterlyGoodwill,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,trailingTotalRevenue,trailingOperatingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,annualOperatingIncome,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualEndCashPosition,quarterlyOperatingExpense,trailingOtherIncomeExpense,quarterlyBasicAverageShares,quarterlyEndCashPosition,annualCommonStockIssuance,quarterlyOtherIntangibleAssets,quarterlyInvestingCashFlow,annualOtherIntangibleAssets,annualOtherIncomeExpense,quarterlyDepreciationAndAmortization,annualNetPPE,trailingEndCashPosition,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,annualBasicAverageShares,annualOperatingCashFlow,annualAccountsPayable,quarterlyCurrentDebt,annualCurrentLiabilities,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInterestExpense,trailingCashFlowFromContinuingFinancingActivities,quarterlyPurchaseOfInvestment,annualChangeInAccountPayable,annualEbitda,annualOtherNonCurrentLiabilities,trailingNetOtherInvestingChanges,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,annualRepurchaseOfCapitalStock,annualInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,annualGainsLossesNotAffectingRetainedEarnings,annualCashCashEquivalentsAndMarketableSecurities,annualNetOtherInvestingChanges,quarterlyOtherNonCurrentAssets,trailingPretaxIncome,annualCashAndCashEquivalents,annualCurrentAssets,annualBeginningCashPosition,trailingCapitalExpenditure,trailingBeginningCashPosition,trailingOperatingExpense,annualInterestExpense,quarterlyOtherCurrentAssets,annualChangesInAccountReceivables,quarterlyGainsLossesNotAffectingRetainedEarnings,annualSellingGeneralAndAdministration,annualOtherNonCurrentAssets,trailingChangeInCashSupplementalAsReported,annualGrossPPE,annualNetIncomeCommonStockholders,quarterlySaleOfInvestment,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,annualAccumulatedDepreciation,annualRepaymentOfDebt,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyChangeInAccountPayable,quarterlyAccountsPayable,trailingRepaymentOfDebt,quarterlyBasicEPS,quarterlyGrossProfit,trailingRepurchaseOfCapitalStock,quarterlyNetOtherInvestingChanges,trailingGrossProfit,annualTaxProvision,trailingInterestExpense,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,trailingDeferredIncomeTax,trailingNetIncomeCommonStockholders,annualCurrentAccruedExpenses,annualCapitalExpenditure,annualChangeInCashSupplementalAsReported,quarterlyStockholdersEquity,trailingCostOfRevenue,quarterlySellingGeneralAndAdministration,annualCapitalStock,quarterlyOtherNonCashItems,annualCostOfRevenue,annualTotalRevenue,annualOtherCurrentAssets,annualDilutedEPS,annualCurrentDebt,quarterlyRepaymentOfDebt,quarterlyTaxProvision,quarterlyPretaxIncome,quarterlyNetPPE,annualFreeCashFlow,annualTotalNonCurrentAssets,annualNetOtherFinancingCharges,annualInventory,quarterlyEbitda,trailingTaxProvision,annualGrossProfit,trailingDepreciationAndAmortization,quarterlyOperatingIncome,annualChangeInWorkingCapital,quarterlyCashFlowFromContinuingFinancingActivities,trailingNetIncomeContinuousOperations,quarterlyDilutedAverageShares,annualPurchaseOfBusiness,quarterlyResearchAndDevelopment,annualNetIncomeContinuousOperations,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,trailingOtherNonCashItems,quarterlyRetainedEarnings,annualBasicEPS,annualOperatingExpense,quarterlyCurrentAssets,annualChangeInInventory,trailingNetIncome,quarterlyPurchaseOfBusiness,quarterlyGrossPPE,quarterlyCurrentLiabilities,trailingSellingGeneralAndAdministration,trailingFreeCashFlow,annualNonCurrentDeferredTaxesLiabilities,quarterlyIncomeTaxPayable,quarterlyOperatingCashFlow,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,trailingBasicAverageShares,annualNonCurrentDeferredRevenue,trailingPurchaseOfBusiness,quarterlyChangesInAccountReceivables,annualIncomeTaxPayable,annualStockBasedCompensation,trailingResearchAndDevelopment,trailingSaleOfInvestment,trailingDilutedEPS,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,annualResearchAndDevelopment,trailingDilutedAverageShares,trailingCommonStockIssuance,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyStockBasedCompensation,trailingStockBasedCompensation,trailingChangeInInventory,quarterlyChangeInInventory,trailingBasicEPS
1356912000,1446000000.0,240700000.0,930100000.0,-7100000.0,,3085300000.0,595600000.0,3085300000.0,,403500000.0,7507100000.0,-61800000.0,5167700000.0,2359400000.0,930100000.0,,278400000.0,1729400000.0,,,1290000000.0,77500000.0,,32200000.0,4531300000.0,3580800000.0,1044400000.0,316168000.0,-58800000.0,7507100000.0,-486900000.0,282900000.0,-356000000.0,2359400000.0,60600000.0,71100000.0,,,207900000.0,174100000.0,174100000.0,893300000.0,60600000.0,,174100000.0,173700000.0,,,174100000.0,53100000.0,213300000.0,-151800000.0,213300000.0,-102800000.0,72700000.0,2288600000.0,,-15200000.0,,309296000.0,853200000.0,1466000000.0,219800000.0,1685800000.0,4531300000.0,45600000.0,,,55900000.0,1058300000.0,1446000000.0,,366800000.0,6217100000.0,-547200000.0,32200000.0,-2200000.0,-352400000.0,174100000.0,20200000.0,519700000.0,,174100000.0,2339400000.0,165800000.0,,,,179800000.0,0.0,600000.0,-352400000.0,385500000.0,519700000.0,,4665100000.0,403500000.0,,14000000.0,-201500000.0,-2376500000.0,-1071600000.0,181200000.0,0.0,,1466000000.0,,,384800000.0,,2200000.0,,165000000.0,,,240700000.0,,,278400000.0,-305000000.0,8300000.0,1290000000.0,,101000000.0,0.0,68100000.0,7174000000.0,8735700000.0,0.0,1.275,219800000.0,-88900000.0,35300000.0,106700000.0,2288600000.0,548200000.0,5167700000.0,-8800000.0,1044400000.0,225000000.0,,1561700000.0,,211100000.0,54600000.0,-317100000.0,,,-71200000.0,,429300000.0,12300000.0,,243100000.0,-1400000.0,,3580800000.0,1.305,668400000.0,2339400000.0,29100000.0,,-55900000.0,4665100000.0,1685800000.0,,,207900000.0,,464900000.0,6217100000.0,2114200000.0,-2376500000.0,-98100000.0,,,,,,,,,,,,,,,,,,,,,,,
1364688000,1370300000.0,204300000.0,,33900000.0,,,,3405300000.0,,,7776000000.0,,5153300000.0,,1057700000.0,,197200000.0,1643500000.0,0.235,,,,,31500000.0,4775600000.0,,1143600000.0,,-22700000.0,,,,,2319500000.0,72000000.0,79300000.0,,,,208000000.0,208000000.0,,72000000.0,,,181800000.0,,297952000.0,208000000.0,,228300000.0,-109300000.0,,,72500000.0,,,-19300000.0,,,,,425600000.0,,,44800000.0,,,,,,,-413300000.0,6518500000.0,,,8500000.0,,,,540300000.0,,,,,,,,,213400000.0,,-399100000.0,,,,,,,,-69200000.0,,,174100000.0,0.0,,1317300000.0,,0.24,347500000.0,,-8000000.0,,,,,,,,,,,1257500000.0,,109300000.0,,-33700000.0,,,,,,-111100000.0,18100000.0,98200000.0,2293500000.0,,,,,215500000.0,,,,165700000.0,,469000000.0,,304632000.0,,,,3400000.0,,-450300000.0,9600000.0,,3633900000.0,,,2622700000.0,,,-12600000.0,4696200000.0,1742900000.0,,,,,-324600000.0,,1991000000.0,-2402700000.0,-88700000.0,,,,,,,,,,,,,,,,,,,,,,,
1372550400,1368200000.0,253500000.0,,-38500000.0,,,,3472600000.0,,,7815600000.0,,5196100000.0,,1123900000.0,,205200000.0,1798900000.0,0.315,,,,,33100000.0,4840800000.0,,1100400000.0,,-22600000.0,,,,,2334900000.0,95100000.0,99100000.0,,,,169500000.0,169500000.0,,95100000.0,,,177400000.0,,294176000.0,169500000.0,,235700000.0,-108900000.0,,,74500000.0,,,-18700000.0,,,,,358500000.0,,,47700000.0,,,,,,,154700000.0,6608200000.0,,,-25000000.0,,,,555100000.0,,,,,,,,,225700000.0,,-392400000.0,,,,,,,,-146700000.0,,,208000000.0,0.0,,1408900000.0,,0.325,403500000.0,,3500000.0,,,,,,,,,,,1207400000.0,,102900000.0,,39600000.0,,,,,,-1104600000.0,30800000.0,129100000.0,2306100000.0,,,,,251300000.0,,,,226100000.0,,-192500000.0,,300610000.0,,,,10200000.0,,55700000.0,-1700000.0,,3710300000.0,,,2619500000.0,,,0.0,4769200000.0,1767400000.0,,,,,267100000.0,,2202400000.0,-2463100000.0,-112400000.0,,,,,,,,,,,,,,,,,,,,,,,
1380499200,1404700000.0,234600000.0,,-1300000.0,,,,3417500000.0,,,7709200000.0,,5283800000.0,,1087500000.0,,232300000.0,1846900000.0,0.39,,,,,33600000.0,4822200000.0,,980300000.0,,-43800000.0,,,,,2379800000.0,115200000.0,121600000.0,,,,168200000.0,168200000.0,,115200000.0,,,175600000.0,,289428000.0,168200000.0,,233100000.0,-103400000.0,,,76600000.0,,,-18800000.0,,,,,104500000.0,,,45500000.0,,,,,,,400900000.0,6392400000.0,,,900000.0,,,,543900000.0,,,,,,,,,189400000.0,,-328100000.0,,,,,,,,-76300000.0,,,169500000.0,0.0,,1465700000.0,,0.4,431000000.0,,6700000.0,,,,,,,,,,,1316800000.0,,99000000.0,,88000000.0,,,,,,-61800000.0,44100000.0,164800000.0,2360100000.0,,,,,286900000.0,,,,255400000.0,,-403100000.0,,295790000.0,,,,10700000.0,,228000000.0,-4600000.0,,3807300000.0,,,2425400000.0,,,-1600000.0,4867000000.0,1570200000.0,,,,,509400000.0,,2277900000.0,-2506900000.0,-108500000.0,,,,,,,,,,,,,,,,,,,,,,,
1388448000,1318600000.0,264700000.0,859400000.0,247800000.0,,3182500000.0,583600000.0,3182500000.0,,406800000.0,7819800000.0,-75200000.0,5354100000.0,2404300000.0,859400000.0,,241300000.0,1586100000.0,,,1391300000.0,44700000.0,,33700000.0,4501100000.0,3913800000.0,1028300000.0,298446000.0,10300000.0,7819800000.0,-204000000.0,299900000.0,-379100000.0,2404300000.0,124500000.0,134600000.0,,,285600000.0,416000000.0,416000000.0,874200000.0,124500000.0,,416000000.0,183700000.0,,,416000000.0,32900000.0,231100000.0,-57500000.0,231100000.0,-78800000.0,76300000.0,2372300000.0,,-18400000.0,,291886000.0,839000000.0,1504800000.0,422600000.0,1927400000.0,4501100000.0,45800000.0,,,50900000.0,1067300000.0,1318600000.0,,318400000.0,6428500000.0,-431700000.0,33700000.0,-5000000.0,-240700000.0,416000000.0,13400000.0,577500000.0,,416000000.0,2465700000.0,174100000.0,,,,183800000.0,0.0,80200000.0,-240700000.0,418600000.0,577500000.0,,4929200000.0,406800000.0,,-1600000.0,-139500000.0,-2556900000.0,-1294900000.0,168200000.0,0.0,,1504800000.0,,,410700000.0,,11200000.0,,149600000.0,,,264700000.0,,,241300000.0,-378300000.0,241900000.0,1391300000.0,,107400000.0,0.0,-49200000.0,6875400000.0,8468100000.0,0.0,1.365,422600000.0,-17400000.0,56600000.0,191500000.0,2372300000.0,460700000.0,5354100000.0,-20600000.0,1028300000.0,313600000.0,,1592700000.0,,227000000.0,63700000.0,-77400000.0,,,-14200000.0,,434600000.0,8600000.0,,230300000.0,-4900000.0,,3913800000.0,1.395,718500000.0,2465700000.0,21400000.0,,0.0,4929200000.0,1927400000.0,,,285600000.0,,387100000.0,6428500000.0,1996800000.0,-2556900000.0,-68700000.0,,,,,,,,,,,,,,,,,,,,,,,
1396224000,1283400000.0,238900000.0,,-240600000.0,,,,3357700000.0,,,7744500000.0,,5340200000.0,,981100000.0,,199600000.0,1612900000.0,0.325,,,,,34400000.0,4641100000.0,,1081600000.0,,-33100000.0,,,,,2398800000.0,93500000.0,104900000.0,,,292300000.0,175400000.0,175400000.0,,93500000.0,,,176500000.0,,280810000.0,175400000.0,,224100000.0,-55100000.0,,,68800000.0,,,-18600000.0,,,,,412900000.0,,,40200000.0,,,,,,,-197600000.0,6462400000.0,,,5800000.0,,,,581200000.0,,,,,,,,,166200000.0,,-256500000.0,,,,,,,,-202800000.0,,,416000000.0,0.0,,1408400000.0,,0.335,393900000.0,,6300000.0,,,,,,,,,,,1282100000.0,,107700000.0,,-12900000.0,,,,,,-513400000.0,39600000.0,144100000.0,2360200000.0,,,,,253100000.0,,,,217400000.0,,-45100000.0,,288116000.0,,,,9300000.0,,-299600000.0,2600000.0,,3989200000.0,,,2404300000.0,,,0.0,4924100000.0,1821300000.0,,,,,-136200000.0,,2006800000.0,-2563900000.0,-61400000.0,,,,,,,,,,,,,,,,,,,,,,,
1404086400,1262000000.0,233000000.0,,-20100000.0,,,,3129200000.0,,,7776000000.0,,5356200000.0,,1073500000.0,,216600000.0,1846400000.0,0.535,,,,,35700000.0,4391200000.0,,1028200000.0,,-8600000.0,,,,,2389700000.0,153100000.0,156300000.0,,,252700000.0,155300000.0,155300000.0,,153100000.0,,,181000000.0,,278024000.0,155300000.0,,215800000.0,-69000000.0,,,69600000.0,,,-18200000.0,,,,,408000000.0,,,40600000.0,,,,,,,272300000.0,6364800000.0,,,-2300000.0,,,,583200000.0,,,,,,,,,0.0,,-253100000.0,,,,,,,,-54300000.0,,,175400000.0,0.0,,1565600000.0,,0.55,445500000.0,,4900000.0,,,,,,,,,,,1411200000.0,,111400000.0,,24900000.0,,,,,,-248400000.0,60200000.0,215300000.0,2383300000.0,,,,,325500000.0,,,,264500000.0,,-298900000.0,,285720000.0,,,,9300000.0,,91500000.0,3900000.0,,4158300000.0,,,2419800000.0,,,0.0,4987600000.0,1973600000.0,,,,,346200000.0,,2291900000.0,-2604300000.0,-73900000.0,,,,,,,,,,,,,,,,,,,,,,,
1412035200,1169300000.0,208400000.0,,34200000.0,,,,3009000000.0,,,7614900000.0,,5236100000.0,,1049400000.0,,255800000.0,1807300000.0,0.52,,,,,33900000.0,4178300000.0,,972700000.0,,-9200000.0,,,,,2300600000.0,147400000.0,148400000.0,,,229400000.0,189500000.0,189500000.0,,147400000.0,,,194400000.0,,276020000.0,189500000.0,,208700000.0,-114800000.0,,,71300000.0,,,-18000000.0,,,,,306500000.0,,,40100000.0,,,,,,,325300000.0,6200200000.0,,,4200000.0,,,,564400000.0,,,,,,,,,0.0,,-325500000.0,,,,,,,,-78400000.0,,,155300000.0,0.0,,1715400000.0,,0.535,431600000.0,,-100000.0,,,,,,,,,,,1414700000.0,,123100000.0,,-13000000.0,,,,,,-112500000.0,39800000.0,187900000.0,2371100000.0,,,,,299300000.0,,,,237200000.0,,-289300000.0,,284180000.0,,,,9100000.0,,231500000.0,1800000.0,,4288100000.0,,,2378800000.0,,,0.0,4975300000.0,2021900000.0,,,,,440000000.0,,2238900000.0,-2604200000.0,-114700000.0,,,,,,,,,,,,,,,,,,,,,,,
1419984000,1330800000.0,221800000.0,957100000.0,1900000.0,,2993800000.0,645600000.0,2993800000.0,,470000000.0,7571000000.0,-72700000.0,5257500000.0,2254500000.0,957100000.0,,269900000.0,1636900000.0,,,1239600000.0,53800000.0,,33200000.0,4324600000.0,4346900000.0,1016700000.0,284860000.0,-62700000.0,7571000000.0,-845300000.0,280900000.0,-391400000.0,2254500000.0,76000000.0,88400000.0,,,152500000.0,191400000.0,191400000.0,919100000.0,76000000.0,,191400000.0,195500000.0,,,191400000.0,37200000.0,199700000.0,-152500000.0,199700000.0,-80500000.0,71200000.0,2430700000.0,,-17900000.0,,277016000.0,1012500000.0,1831700000.0,175100000.0,2006800000.0,4324600000.0,39000000.0,,,355300000.0,1086400000.0,1330800000.0,,221700000.0,6331400000.0,-397300000.0,33200000.0,-2500000.0,-522100000.0,191400000.0,-600000.0,572300000.0,,191400000.0,2313500000.0,416000000.0,,,,159900000.0,0.0,-152300000.0,-522100000.0,466500000.0,572300000.0,,5033200000.0,470000000.0,,8900000.0,-61800000.0,-2602500000.0,-897800000.0,189500000.0,0.0,,1831700000.0,,,395500000.0,,-11700000.0,,149900000.0,,,221800000.0,,,269900000.0,-390800000.0,-224600000.0,1239600000.0,,124300000.0,0.0,54800000.0,6903500000.0,8570000000.0,0.0,1.65,175100000.0,-23500000.0,10300000.0,98300000.0,2430700000.0,621700000.0,5257500000.0,5200000.0,1016700000.0,208500000.0,,1666500000.0,,200000000.0,170900000.0,-212000000.0,,,0.0,,498000000.0,9500000.0,,147500000.0,600000.0,,4346900000.0,1.695,747400000.0,2313500000.0,-23800000.0,,0.0,5033200000.0,2006800000.0,,,152500000.0,,362500000.0,6331400000.0,2032400000.0,-2602500000.0,-140800000.0,,,,,,,,,,,,,,,,,,,,,,,
1427760000,1315700000.0,243300000.0,,37400000.0,,,,3152100000.0,,,7660500000.0,,5192600000.0,,1043700000.0,,180100000.0,1560900000.0,0.075,,,,,31300000.0,4467800000.0,,1033200000.0,,-52000000.0,,,,,2177800000.0,20700000.0,27500000.0,,,183400000.0,228800000.0,228800000.0,,20700000.0,,,184300000.0,,274172000.0,228800000.0,,203200000.0,-104100000.0,,,68300000.0,,,-18200000.0,,,,,344700000.0,,,38500000.0,,,,,,,-302400000.0,6507100000.0,,,-18700000.0,,,,591200000.0,,,,,,,,,0.0,,-642100000.0,,,,,,,,-3200000.0,,,191400000.0,0.0,,1694600000.0,,0.075,362200000.0,,30500000.0,,,,,,,,,,,1153400000.0,,116000000.0,,62000000.0,,,,,,-1087800000.0,500000.0,27500000.0,2423600000.0,,,,,134300000.0,,,,177900000.0,,327400000.0,,282152000.0,,,,9200000.0,,-330000000.0,-24700000.0,,4349800000.0,,,2467900000.0,,,-29100000.0,5014600000.0,2039300000.0,,,,,-196900000.0,,1923100000.0,-2591000000.0,-105500000.0,,,,,,,,,,,,,,,,,,,,,,,
1435622400,1335700000.0,277000000.0,,-1500000.0,,,,2982100000.0,,,7852900000.0,,5347800000.0,,1192000000.0,,192700000.0,1775100000.0,0.565,,,,,33900000.0,4317800000.0,,929000000.0,,65600000.0,,,,,2209200000.0,160400000.0,160800000.0,,,169200000.0,227300000.0,227300000.0,,160400000.0,,,189000000.0,,275602000.0,227300000.0,,202100000.0,-131100000.0,,,71300000.0,,,-17900000.0,,,,,278200000.0,,,31000000.0,,,,,,,286400000.0,6510100000.0,,,-22300000.0,,,,655200000.0,,,,,,,,,0.0,,-603700000.0,,,,,,,,-100000.0,,,228800000.0,0.0,,1914100000.0,,0.58,397200000.0,,-8900000.0,,,,,,,,,,,1342800000.0,,117700000.0,,-21700000.0,,,,,,-1220300000.0,78400000.0,237800000.0,2483400000.0,,,,,340100000.0,,,,208200000.0,,-276500000.0,,283080000.0,,,,9700000.0,,174300000.0,23900000.0,,4492700000.0,,,2505100000.0,,,0.0,5158400000.0,2192300000.0,,,,,408600000.0,,2172300000.0,-2675000000.0,-122200000.0,,,,,,,,,,,,,,,,,,,,,,,
1443571200,1324600000.0,332000000.0,,17100000.0,,,,2879400000.0,,,7727000000.0,,5344400000.0,,1097800000.0,,213300000.0,1690300000.0,0.16,,,,,33700000.0,4204000000.0,,876000000.0,,-151900000.0,,,,,2204100000.0,44500000.0,50100000.0,,,165100000.0,244400000.0,244400000.0,,44500000.0,,,178700000.0,,274674000.0,244400000.0,,199700000.0,-132400000.0,,,71900000.0,,,-17900000.0,,,,,282900000.0,,,37500000.0,,,,,,,256200000.0,6483600000.0,,,800000.0,,,,593000000.0,,,,,,,,,0.0,,-620100000.0,,,,,,,,-132200000.0,,,227300000.0,0.0,,1996700000.0,,0.16,406700000.0,,-3300000.0,,,,,,,,,,,1243400000.0,,106800000.0,,189600000.0,,,,,,-100300000.0,-31000000.0,17600000.0,2547300000.0,,,,,127000000.0,,,,228000000.0,,-236700000.0,,281716000.0,,,,7400000.0,,141200000.0,-67500000.0,,4519600000.0,,,2382600000.0,,,0.0,5256600000.0,2279600000.0,,,,,385300000.0,,2097000000.0,-2709300000.0,-129100000.0,,,,,,,,,,,,,,,,,,,,,,,
1451520000,1319900000.0,334100000.0,885400000.0,-20400000.0,,5054200000.0,345500000.0,5054200000.0,,280900000.0,9777000000.0,-71800000.0,7593000000.0,2176500000.0,885400000.0,,229400000.0,1434000000.0,,,1261300000.0,339900000.0,,34300000.0,6374100000.0,4557500000.0,898400000.0,281968000.0,-56400000.0,9777000000.0,1737100000.0,285500000.0,-2720700000.0,2176500000.0,55300000.0,64500000.0,,,172700000.0,224000000.0,224000000.0,799900000.0,55300000.0,,224000000.0,184800000.0,,,224000000.0,36000000.0,195000000.0,-2353100000.0,195000000.0,-194700000.0,74000000.0,2685900000.0,,-17800000.0,,274600000.0,1006700000.0,2064300000.0,77300000.0,2141600000.0,6374100000.0,36200000.0,,,124600000.0,774200000.0,1319900000.0,,238600000.0,8515700000.0,-135500000.0,34300000.0,-52600000.0,-639900000.0,224000000.0,-2163700000.0,2730600000.0,,224000000.0,2184000000.0,191400000.0,,,,143200000.0,0.0,34800000.0,-639900000.0,451300000.0,2730600000.0,,5404900000.0,280900000.0,,-61800000.0,0.0,-2719000000.0,-2429800000.0,244400000.0,0.0,,2064300000.0,,,370600000.0,,-2182000000.0,,47000000.0,,,334100000.0,,,229400000.0,-527900000.0,32600000.0,1261300000.0,,110800000.0,0.0,110000000.0,6460300000.0,7997000000.0,0.0,0.995,77300000.0,-21400000.0,-900000.0,62600000.0,2685900000.0,478800000.0,7593000000.0,-92800000.0,898400000.0,172800000.0,,1536700000.0,,185800000.0,140200000.0,1922900000.0,,,-29100000.0,,302900000.0,9700000.0,,154700000.0,6500000.0,,4557500000.0,1.025,736800000.0,2184000000.0,96900000.0,,0.0,5404900000.0,2141600000.0,,,172700000.0,,409700000.0,8515700000.0,1804600000.0,-2719000000.0,-171100000.0,,,,,,,,,,,,,,,,,,,,,,,
1459382400,1341000000.0,424000000.0,,-19000000.0,,,,5408000000.0,,,10059000000.0,,7736000000.0,,1022000000.0,,158000000.0,1416000000.0,-0.45,,,,,34000000.0,6749000000.0,,956000000.0,,-267000000.0,,,,,2251000000.0,-127000000.0,-127000000.0,,,215000000.0,205000000.0,205000000.0,,-127000000.0,,,183000000.0,,283586000.0,205000000.0,,200000000.0,-185000000.0,,,75000000.0,,,-19000000.0,,,,,391000000.0,,,38000000.0,,,,,,,-524000000.0,8981000000.0,,,-22000000.0,,,,2755000000.0,,,,,,,,,0.0,,-609000000.0,,,,,,,,-98000000.0,,,224000000.0,0.0,,1841000000.0,,-0.45,340000000.0,,-11000000.0,,,,,,,,,,,1078000000.0,,108000000.0,,277000000.0,,,,,,-407000000.0,-83000000.0,-209000000.0,2730000000.0,,,,,-96000000.0,,,,157000000.0,,572000000.0,,283586000.0,,,,7000000.0,,-561000000.0,-50000000.0,,4412000000.0,,,2323000000.0,,,-36000000.0,5504000000.0,2232000000.0,,,,,-386000000.0,,1756000000.0,-2774000000.0,-138000000.0,,,,,,,,,,,,,,,,,,,,,,,
1467244800,2624000000.0,874000000.0,,6194000000.0,,,,8234000000.0,,,24978000000.0,,14959000000.0,,1899000000.0,,361000000.0,1596000000.0,1.27,,,,,201000000.0,10858000000.0,,1483000000.0,,16000000.0,,,,,4902000000.0,369000000.0,369000000.0,,,1129000000.0,6399000000.0,6399000000.0,,369000000.0,,,183000000.0,,284076000.0,6399000000.0,,2052000000.0,3054000000.0,,,78000000.0,,,-18000000.0,,,,,3125000000.0,,,41000000.0,,,,,,,287000000.0,21113000000.0,,,1000000.0,,,,5661000000.0,,,,,,,,,238000000.0,,-593000000.0,,,,,,,,0.0,,,205000000.0,0.0,,3305000000.0,,1.3,434000000.0,,-75000000.0,,,,,,,,,,,3865000000.0,,105000000.0,,103000000.0,,,,,,-214000000.0,-188000000.0,180000000.0,4396000000.0,,,,,299000000.0,,,,251000000.0,,2748000000.0,,290454000.0,,,,16000000.0,,121000000.0,-218000000.0,,4733000000.0,,,10019000000.0,,,449000000.0,6532000000.0,10255000000.0,,,,,422000000.0,,2030000000.0,-2136000000.0,-135000000.0,,,,,,,,,,,,,,,,,,,,,,,
1475193600,2573000000.0,404000000.0,,-5754000000.0,,,,7724000000.0,,,17060000000.0,,12956000000.0,,1789000000.0,,302000000.0,2338000000.0,0.0,,,,,210000000.0,10297000000.0,,1418000000.0,,-79000000.0,,,,,5211000000.0,0.0,3000000.0,,,1065000000.0,645000000.0,645000000.0,,0.0,,,282000000.0,,349128000.0,645000000.0,,2046000000.0,-1989000000.0,,,146000000.0,,,-23000000.0,,,,,373000000.0,,,80000000.0,,,,,,,-594000000.0,13240000000.0,,,6000000.0,,,,1259000000.0,,,,,,,,,252000000.0,,-616000000.0,,,,,,,,0.0,,,6399000000.0,0.0,,2570000000.0,,0.0,477000000.0,,2054000000.0,,,,,,,,,,,3820000000.0,,135000000.0,,17000000.0,,,,,,-3727000000.0,38000000.0,34000000.0,4440000000.0,,,,,261000000.0,,,,195000000.0,,-3277000000.0,,355404000.0,,,,15000000.0,,-723000000.0,89000000.0,,4708000000.0,,,4104000000.0,,,-3792000000.0,6654000000.0,2943000000.0,,,,,-469000000.0,,2815000000.0,-2214000000.0,-125000000.0,,,,,,,,,,,,,,,,,,,,,,,
