,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentLiabilities,annualAccountsReceivable,quarterlyChangeInCashSupplementalAsReported,annualPurchaseOfInvestment,annualLongTermDebt,annualPretaxIncome,quarterlyLongTermDebt,trailingCashDividendsPaid,annualNetIncome,quarterlyTotalAssets,annualCashDividendsPaid,quarterlyTotalNonCurrentAssets,annualGoodwill,quarterlyAccountsReceivable,annualSaleOfInvestment,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyDilutedEPS,trailingInvestingCashFlow,annualStockholdersEquity,annualOtherNonCashItems,trailingChangeInWorkingCapital,quarterlyInvestmentsAndAdvances,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualRetainedEarnings,quarterlyInventory,annualDilutedAverageShares,quarterlyOtherIncomeExpense,annualTotalAssets,annualCashFlowFromContinuingFinancingActivities,annualDepreciationAndAmortization,annualInvestingCashFlow,quarterlyGoodwill,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,trailingTotalRevenue,trailingOperatingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,annualOperatingIncome,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualEndCashPosition,quarterlyOperatingExpense,trailingOtherIncomeExpense,quarterlyBasicAverageShares,quarterlyEndCashPosition,annualCommonStockIssuance,quarterlyOtherIntangibleAssets,quarterlyInvestingCashFlow,annualOtherIntangibleAssets,annualOtherIncomeExpense,quarterlyDepreciationAndAmortization,annualNetPPE,trailingEndCashPosition,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,annualBasicAverageShares,annualOperatingCashFlow,annualAccountsPayable,quarterlyCurrentDebt,annualCurrentLiabilities,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInterestExpense,trailingCashFlowFromContinuingFinancingActivities,quarterlyPurchaseOfInvestment,annualChangeInAccountPayable,annualEbitda,annualOtherNonCurrentLiabilities,trailingNetOtherInvestingChanges,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,annualRepurchaseOfCapitalStock,annualInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,annualGainsLossesNotAffectingRetainedEarnings,annualCashCashEquivalentsAndMarketableSecurities,annualNetOtherInvestingChanges,quarterlyOtherNonCurrentAssets,trailingPretaxIncome,annualCashAndCashEquivalents,annualCurrentAssets,annualBeginningCashPosition,trailingCapitalExpenditure,trailingBeginningCashPosition,trailingOperatingExpense,annualInterestExpense,quarterlyOtherCurrentAssets,annualChangesInAccountReceivables,quarterlyGainsLossesNotAffectingRetainedEarnings,annualSellingGeneralAndAdministration,annualOtherNonCurrentAssets,trailingChangeInCashSupplementalAsReported,annualGrossPPE,annualNetIncomeCommonStockholders,quarterlySaleOfInvestment,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,annualAccumulatedDepreciation,annualRepaymentOfDebt,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyChangeInAccountPayable,quarterlyAccountsPayable,trailingRepaymentOfDebt,quarterlyBasicEPS,quarterlyGrossProfit,trailingRepurchaseOfCapitalStock,quarterlyNetOtherInvestingChanges,trailingGrossProfit,annualTaxProvision,trailingInterestExpense,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,trailingDeferredIncomeTax,trailingNetIncomeCommonStockholders,annualCurrentAccruedExpenses,annualCapitalExpenditure,annualChangeInCashSupplementalAsReported,quarterlyStockholdersEquity,trailingCostOfRevenue,quarterlySellingGeneralAndAdministration,annualCapitalStock,quarterlyOtherNonCashItems,annualCostOfRevenue,annualTotalRevenue,annualOtherCurrentAssets,annualDilutedEPS,annualCurrentDebt,quarterlyRepaymentOfDebt,quarterlyTaxProvision,quarterlyPretaxIncome,quarterlyNetPPE,annualFreeCashFlow,annualTotalNonCurrentAssets,annualNetOtherFinancingCharges,annualInventory,quarterlyEbitda,trailingTaxProvision,annualGrossProfit,trailingDepreciationAndAmortization,quarterlyOperatingIncome,annualChangeInWorkingCapital,quarterlyCashFlowFromContinuingFinancingActivities,trailingNetIncomeContinuousOperations,quarterlyDilutedAverageShares,annualPurchaseOfBusiness,quarterlyResearchAndDevelopment,annualNetIncomeContinuousOperations,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,trailingOtherNonCashItems,quarterlyRetainedEarnings,annualBasicEPS,annualOperatingExpense,quarterlyCurrentAssets,annualChangeInInventory,trailingNetIncome,quarterlyPurchaseOfBusiness,quarterlyGrossPPE,quarterlyCurrentLiabilities,trailingSellingGeneralAndAdministration,trailingFreeCashFlow,annualNonCurrentDeferredTaxesLiabilities,quarterlyIncomeTaxPayable,quarterlyOperatingCashFlow,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,trailingBasicAverageShares,annualNonCurrentDeferredRevenue,trailingPurchaseOfBusiness,quarterlyChangesInAccountReceivables,annualIncomeTaxPayable,annualStockBasedCompensation,trailingResearchAndDevelopment,trailingSaleOfInvestment,trailingDilutedEPS,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,annualResearchAndDevelopment,trailingDilutedAverageShares,trailingCommonStockIssuance,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyStockBasedCompensation,trailingStockBasedCompensation,trailingChangeInInventory,quarterlyChangeInInventory,trailingBasicEPS
638841600,0.0,48200000.0,,1500000.0,,,,254400000.0,,,950700000.0,,563200000.0,,,,,268200000.0,0.005625,,,,,,327300000.0,,164300000.0,,600000.0,,,,,,9200000.0,9200000.0,,,72900000.0,11900000.0,11900000.0,,7900000.0,,,35100000.0,,349552000.0,0.0,,,-10200000.0,,,13100000.0,,,-6100000.0,,,,,82400000.0,,,5800000.0,,,,,,,-4100000.0,570000000.0,,,-1200000.0,,,,131400000.0,,,,,,,,,18800000.0,,,,,,,,,,-8600000.0,,,10400000.0,1500000.0,,112100000.0,,0.005625,53300000.0,,0.0,,,,,,,,,,,380700000.0,,22000000.0,,900000.0,,,,,,,3800000.0,13000000.0,431800000.0,,,,,31300000.0,,,,18200000.0,,5600000.0,,349552000.0,,,,2700000.0,,-17500000.0,400000.0,,412100000.0,,,387500000.0,,,,725200000.0,242700000.0,,,,,6100000.0,,321500000.0,-293400000.0,-10200000.0,,,,,,,,,,,,,,,,,,,,,,,
646704000,0.0,55300000.0,,-1300000.0,,,,243000000.0,,,945200000.0,,563200000.0,,,,,312600000.0,0.011719,,,,,,315700000.0,,138900000.0,,2500000.0,,,,,,18800000.0,18800000.0,,,72700000.0,10600000.0,10600000.0,,17500000.0,,,38600000.0,,350112000.0,0.0,,,-6500000.0,,,13100000.0,,,-8700000.0,,,,,67800000.0,,,5700000.0,,,,,,,38000000.0,552100000.0,,,-6900000.0,,,,140100000.0,,,,,,,,,12200000.0,,,,,,,,,,-2300000.0,,,0.0,2200000.0,,113300000.0,,0.0125,69300000.0,,1400000.0,,,,,,,,,,,393100000.0,,25500000.0,,1300000.0,,,,,,,8700000.0,27500000.0,423100000.0,,,,,43800000.0,,,,30700000.0,,-40700000.0,,350112000.0,,,,3200000.0,,12500000.0,200000.0,,422900000.0,,,382000000.0,,,,726300000.0,236400000.0,,,,,45900000.0,,381900000.0,-303200000.0,-7900000.0,,,,,,,,,,,,,,,,,,,,,,,
654652800,0.0,61600000.0,,5600000.0,,,,247800000.0,,,953200000.0,,577700000.0,,,,,285000000.0,0.012188,,,,,,323100000.0,,142900000.0,,3300000.0,,,,,,19400000.0,19400000.0,,,75300000.0,16200000.0,16200000.0,,18000000.0,,,37600000.0,,351664000.0,0.0,,,-26700000.0,,,13300000.0,,,-6400000.0,,,,,45800000.0,,,5500000.0,,,,,,,39400000.0,544800000.0,,,5900000.0,,,,161000000.0,,,,,,,,,7800000.0,,,,,,,,,,-100000.0,,,0.0,2300000.0,,114300000.0,,0.012969,66800000.0,,-18900000.0,,,,,,,,,,,408400000.0,,24300000.0,,3500000.0,,,,,,,7600000.0,27000000.0,416700000.0,,,,,42500000.0,,,,29200000.0,,-14900000.0,,351664000.0,,,,2900000.0,,18000000.0,,,435300000.0,,,375500000.0,,,,731200000.0,221700000.0,,,,,47200000.0,,351800000.0,-314500000.0,-7800000.0,,,,,,,,,,,,,,,,,,,,,,,
662601600,40700000.0,98200000.0,,13800000.0,,404800000.0,69900000.0,404800000.0,,50200000.0,1307600000.0,-30300000.0,765400000.0,,,,,245900000.0,,,457500000.0,100000.0,,,513900000.0,429700000.0,272500000.0,353472000.0,200000.0,1307600000.0,-19200000.0,53500000.0,-63800000.0,,2800000.0,2800000.0,,,68400000.0,30000000.0,30000000.0,85500000.0,1000000.0,,0.0,48700000.0,,,0.0,12100000.0,13100000.0,-20400000.0,13100000.0,6600000.0,14000000.0,610100000.0,,-9100000.0,,353472000.0,102600000.0,141500000.0,83300000.0,323000000.0,513900000.0,5200000.0,,,,139000000.0,40700000.0,,-4400000.0,836900000.0,-10900000.0,,2500000.0,,30000000.0,-30100000.0,142200000.0,,30000000.0,542200000.0,10400000.0,,,,22200000.0,21800000.0,,,106500000.0,142200000.0,,1051900000.0,44400000.0,,1800000.0,100000.0,-441800000.0,,0.0,53600000.0,,141500000.0,,,56100000.0,,-12600000.0,,19700000.0,,,98200000.0,,,,-33700000.0,19600000.0,457500000.0,,34700000.0,53600000.0,-5600000.0,1111700000.0,1357200000.0,21800000.0,0.030469,83300000.0,,-400000.0,2400000.0,610100000.0,68900000.0,765400000.0,300000.0,272500000.0,21400000.0,,245500000.0,,7400000.0,-5500000.0,30800000.0,,,,,50200000.0,3300000.0,,-18500000.0,,,429700000.0,0.031719,160000000.0,542200000.0,-9300000.0,,,1051900000.0,323000000.0,,,68400000.0,,3400000.0,836900000.0,302000000.0,-441800000.0,-7800000.0,,,,,,,,,,,,,,,,,,,,,,,
670377600,43400000.0,97900000.0,,-12500000.0,,,,415700000.0,,,1356500000.0,,755200000.0,,,,,364500000.0,0.005625,,,,,,523700000.0,,320200000.0,,-1600000.0,,,,,,10700000.0,10700000.0,,,64600000.0,17500000.0,17500000.0,,8200000.0,,,53800000.0,,355264000.0,0.0,,,-17800000.0,,,22600000.0,,,-7400000.0,,,,,111700000.0,,,9400000.0,,,,,,,-47100000.0,880600000.0,,,-500000.0,,,,151200000.0,,,,,,,,,18100000.0,,,,,,,,,,,,,30000000.0,53600000.0,,147300000.0,,0.005781,82900000.0,,300000.0,,,,,,,,,,,462000000.0,,31200000.0,,700000.0,,,,,,,6700000.0,17400000.0,604000000.0,,,,,51700000.0,,,,29100000.0,,34300000.0,,355264000.0,,,,2900000.0,,-61500000.0,-3800000.0,,431300000.0,,,601300000.0,,,,1065200000.0,356900000.0,,,,,-29000000.0,,447400000.0,-461200000.0,-18100000.0,,,,,,,,,,,,,,,,,,,,,,,
678240000,43100000.0,150000000.0,,4700000.0,,,,483600000.0,,,1639700000.0,,911600000.0,,,,,512200000.0,0.013438,,,,,,632600000.0,,333900000.0,,0.0,,,,,,23000000.0,23000000.0,,,105900000.0,22200000.0,22200000.0,,20500000.0,,,77700000.0,,357168000.0,0.0,,,-137500000.0,,,25400000.0,,,-10500000.0,,,,,159300000.0,,,12200000.0,,,,,,,40900000.0,1126100000.0,,,-700000.0,,,,148800000.0,,,,,,,,,19200000.0,,,,,,,,,,,,,0.0,54500000.0,,184200000.0,,0.014375,126000000.0,,-115100000.0,,,,,,,,,,,483500000.0,,52300000.0,,200000.0,,,,,,,12700000.0,35700000.0,762800000.0,,,,,73700000.0,,,,48300000.0,,78900000.0,,357168000.0,,,,3100000.0,,14900000.0,-600000.0,,448900000.0,,,728100000.0,,,,1280000000.0,493500000.0,,,,,63300000.0,,638200000.0,-517200000.0,-22400000.0,,,,,,,,,,,,,,,,,,,,,,,
686188800,44900000.0,159300000.0,,16300000.0,,,,428600000.0,,,1578100000.0,,922900000.0,,,,,531400000.0,0.013594,,,,,,579700000.0,,298800000.0,,300000.0,,,,,,23500000.0,23500000.0,,,106200000.0,38500000.0,38500000.0,,20900000.0,,,62000000.0,,409904000.0,0.0,,,-34100000.0,,,26200000.0,,,-8000000.0,,,,,29900000.0,,,11100000.0,,,,,,,113700000.0,942500000.0,,,1200000.0,,,,164200000.0,,,,,,,,,8300000.0,,,,,,,,,,,,,0.0,54600000.0,,173600000.0,,0.014531,113000000.0,,-14300000.0,,,,,,,,,,,606800000.0,,35800000.0,,-3300000.0,,,,,,,15600000.0,39100000.0,758700000.0,,,,,77200000.0,,,,51000000.0,,-83100000.0,,409904000.0,,,,108000000.0,,85500000.0,800000.0,,464200000.0,,,655200000.0,,,,1301500000.0,362800000.0,,,,,133500000.0,,644400000.0,-542800000.0,-19800000.0,,,,,,,,,,,,,,,,,,,,,,,
694137600,43200000.0,129200000.0,,-17700000.0,,333900000.0,106400000.0,333900000.0,,66200000.0,1558600000.0,-37600000.0,924600000.0,,,,,427300000.0,,,607000000.0,-9000000.0,,,480600000.0,458900000.0,336900000.0,412288000.0,500000.0,1558600000.0,49900000.0,108000000.0,-223500000.0,,9000000.0,9000000.0,,,103500000.0,20800000.0,20800000.0,151000000.0,6300000.0,,0.0,87500000.0,,,0.0,118200000.0,40800000.0,-34100000.0,40800000.0,-800000.0,33800000.0,760500000.0,,-11700000.0,,412288000.0,164400000.0,153600000.0,158900000.0,441700000.0,480600000.0,8400000.0,,,,259000000.0,43200000.0,,-38900000.0,922300000.0,-100000.0,,-6900000.0,,20800000.0,-127700000.0,123300000.0,,20800000.0,634000000.0,30000000.0,,,,41100000.0,30200000.0,,,173000000.0,123300000.0,,1325200000.0,55900000.0,,-8700000.0,,-564700000.0,,0.0,55800000.0,,153600000.0,,,110100000.0,,1400000.0,,40200000.0,,,129200000.0,,,,-95800000.0,-9200000.0,607000000.0,,53700000.0,55800000.0,-6600000.0,1835400000.0,2267400000.0,30200000.0,0.035781,158900000.0,,5200000.0,14200000.0,760500000.0,68600000.0,924600000.0,-6900000.0,336900000.0,56400000.0,,432000000.0,,22600000.0,4400000.0,19800000.0,,,,,66200000.0,4200000.0,,-34500000.0,-5100000.0,,458900000.0,0.037813,281000000.0,634000000.0,-100000.0,,,1325200000.0,441700000.0,,,103500000.0,,-3400000.0,922300000.0,537400000.0,-564700000.0,-35500000.0,,,,,,,,,,,,,,,,,,,,,,,
702000000,41900000.0,137100000.0,,-2200000.0,,,,474100000.0,,,1682500000.0,,968800000.0,,,,,445500000.0,0.006094,,,,,,616300000.0,,403400000.0,,200000.0,,,,,,11800000.0,11800000.0,,,100300000.0,18600000.0,18600000.0,,10400000.0,,,70800000.0,,415152000.0,0.0,,,-92700000.0,,,29500000.0,,,-8300000.0,,,,,163600000.0,,,10000000.0,,,,,,,-25400000.0,1095400000.0,,,-3500000.0,,,,187600000.0,,,,,,,,,21100000.0,,,,,,,,,,-50300000.0,,,20800000.0,5300000.0,,178400000.0,,0.00625,100800000.0,,-70400000.0,,,,,,,,,,,559700000.0,,41300000.0,,-2300000.0,,,,,,,7200000.0,19000000.0,781200000.0,,,,,59500000.0,,,,30000000.0,,93700000.0,,415152000.0,,,,5700000.0,,-39400000.0,-2700000.0,,456300000.0,,,713700000.0,,,,1369600000.0,479100000.0,,,,,-3100000.0,,546300000.0,-588400000.0,-22300000.0,,,,,,,,,,,,,,,,,,,,,,,
709862400,43600000.0,146200000.0,,2400000.0,,,,446200000.0,,,1706300000.0,,970100000.0,,,,,543200000.0,0.010781,,,,,,583700000.0,,384900000.0,,100000.0,,,,,,20000000.0,20000000.0,,,93900000.0,21000000.0,21000000.0,,18700000.0,,,86900000.0,,417456000.0,0.0,,,-31300000.0,,,31400000.0,,,-10400000.0,,,,,198200000.0,,,11000000.0,,,,,,,7600000.0,1101300000.0,,,0.0,,,,195200000.0,,,,,,,,,19200000.0,,,,,,,,,,,,,0.0,6500000.0,,173200000.0,,0.01125,130800000.0,,-4900000.0,,,,,,,,,,,576400000.0,,55500000.0,,1800000.0,,,,,,,11900000.0,31900000.0,774900000.0,,,,,75300000.0,,,,43900000.0,,-300000.0,,417456000.0,,,,5100000.0,,-17700000.0,-6400000.0,,466800000.0,,,736200000.0,,,,1388700000.0,517600000.0,,,,,34000000.0,,674000000.0,-613800000.0,-26400000.0,,,,,,,,,,,,,,,,,,,,,,,
717811200,48000000.0,135200000.0,,-1300000.0,,,,371000000.0,,,1533500000.0,,911500000.0,,,,,466800000.0,0.014688,,,,,,502500000.0,,352800000.0,,4700000.0,,,,,,25700000.0,21000000.0,,,83500000.0,9900000.0,9900000.0,,24400000.0,,,57100000.0,,419808000.0,0.0,,,-2300000.0,,,19300000.0,,,-8200000.0,,,,,132200000.0,,,8800000.0,,,,,,,44500000.0,926700000.0,,,2500000.0,,,,218600000.0,,,,,,,,,7700000.0,,,,,,,,,,,,,0.0,6300000.0,,156800000.0,,0.014688,99700000.0,,12600000.0,,,,,,,,,,,590000000.0,,37800000.0,,-7300000.0,,,,,,,11900000.0,32900000.0,692900000.0,,,,,61900000.0,,,,42600000.0,,-58400000.0,,419808000.0,,,,5000000.0,,27900000.0,-1300000.0,,475600000.0,,,622000000.0,,,,1213800000.0,424200000.0,,,,,59400000.0,,566500000.0,-520900000.0,-14900000.0,,,,,,,,,,,,,,,,,,,,,,,
725760000,45600000.0,128900000.0,,4600000.0,,451700000.0,99100000.0,451700000.0,,69100000.0,1563900000.0,-37600000.0,944700000.0,,,,,426500000.0,,,604000000.0,-16100000.0,,,583800000.0,482400000.0,375200000.0,422864000.0,300000.0,1563900000.0,65100000.0,105500000.0,-178600000.0,,11600000.0,11500000.0,,,86500000.0,14500000.0,14500000.0,139500000.0,10200000.0,,0.0,69700000.0,,,0.0,21500000.0,45100000.0,-52300000.0,45100000.0,600000.0,25300000.0,709900000.0,,-10700000.0,,422864000.0,117000000.0,140400000.0,89800000.0,359100000.0,583800000.0,9700000.0,,,,245000000.0,45600000.0,,-19900000.0,942900000.0,-50500000.0,,-100000.0,,14500000.0,-89300000.0,189700000.0,,14500000.0,619200000.0,11000000.0,,,,37200000.0,28600000.0,,,157100000.0,189700000.0,,1242200000.0,63700000.0,,-1600000.0,-200000.0,-532300000.0,,0.0,8000000.0,,140400000.0,,,98300000.0,,-26600000.0,,36200000.0,,,128900000.0,,,,-110200000.0,3500000.0,604000000.0,,44400000.0,8000000.0,-8300000.0,1775700000.0,2177800000.0,28600000.0,0.036563,89800000.0,,6500000.0,18000000.0,709900000.0,6800000.0,944700000.0,-1100000.0,375200000.0,53900000.0,,402100000.0,,28600000.0,-43100000.0,30100000.0,,,,,62900000.0,5700000.0,,-13900000.0,8800000.0,,482400000.0,0.038281,262600000.0,619200000.0,-65500000.0,,,1242200000.0,359100000.0,,,86500000.0,,26700000.0,942900000.0,524800000.0,-532300000.0,-46600000.0,,,,,,,,,,,,,,,,,,,,,,,
733536000,138800000.0,155800000.0,,2800000.0,,,,589100000.0,,,1976400000.0,,1119200000.0,,,,,441800000.0,-0.014063,,,,,,823100000.0,,488000000.0,,700000.0,,,,,,-23500000.0,9100000.0,,,95200000.0,17300000.0,17300000.0,,-24300000.0,,,67300000.0,,466624000.0,0.0,,,-44100000.0,,,26800000.0,,,,,,,,158600000.0,,,11300000.0,,,,,,,-62100000.0,1326500000.0,,,-600000.0,,,,266300000.0,,,,,,,,,40600000.0,,,,,,,,,,-8200000.0,,,14500000.0,7600000.0,,189000000.0,,-0.014063,92900000.0,,-16900000.0,,,,,,,,,,,631900000.0,,40500000.0,,500000.0,,,,,,,4900000.0,14000000.0,852900000.0,,,,,52400000.0,,,,25600000.0,,81800000.0,,466624000.0,,,,6600000.0,,-69900000.0,-1400000.0,,415800000.0,,,857200000.0,,,,1409200000.0,503400000.0,,,,,-34900000.0,,534700000.0,-556300000.0,-27200000.0,,,,,,,,,,,,,,,,,,,,,,,
741398400,139300000.0,140100000.0,,-7800000.0,,,,569500000.0,,,1928100000.0,,1086600000.0,,,,,553500000.0,0.006406,,,,,,798500000.0,,450900000.0,,300000.0,,,,,,13300000.0,13300000.0,,,89700000.0,9500000.0,9500000.0,,12500000.0,,,76800000.0,,469360000.0,0.0,,,7800000.0,,,29300000.0,,,,,,,,161100000.0,,,12900000.0,,,,,,,-21200000.0,1269600000.0,,,-1500000.0,,,,257900000.0,,,,,,,,,51100000.0,,,,,,,,,,,,,0.0,9000000.0,,169900000.0,,0.006719,112000000.0,,35300000.0,,,,,,,,,,,639700000.0,,47500000.0,,800000.0,,,,,,,8500000.0,21800000.0,828700000.0,,,,,64500000.0,,,,35200000.0,,-21900000.0,,469360000.0,,,,6700000.0,,-36500000.0,-600000.0,,417500000.0,,,841500000.0,,,,1408400000.0,471100000.0,,,,,6300000.0,,665500000.0,-579700000.0,-27500000.0,,,,,,,,,,,,,,,,,,,,,,,
749347200,170200000.0,137300000.0,,4100000.0,,,,522700000.0,,,1883400000.0,,1125400000.0,,,,,568900000.0,0.001563,,,,,,785200000.0,,410500000.0,,-13700000.0,,,,,,3800000.0,3800000.0,,,92300000.0,13600000.0,13600000.0,,3000000.0,,,80100000.0,,470176000.0,0.0,,,-50400000.0,,,30400000.0,,,-9100000.0,,,,,122000000.0,,,11600000.0,,,,,,,111000000.0,1237500000.0,,,-2900000.0,,,,298100000.0,,,,,,,,,63400000.0,,,,,,,,,,,,,0.0,8300000.0,,193000000.0,,0.001563,114100000.0,,-16400000.0,,,,,,,,,,,630700000.0,,49700000.0,,-6900000.0,,,,,,,3800000.0,7600000.0,827300000.0,,,,,64400000.0,,,,34000000.0,,-90500000.0,,470176000.0,,,,4400000.0,,101700000.0,,,407700000.0,,,758000000.0,,,,1431800000.0,452300000.0,,,,,145000000.0,,683000000.0,-604500000.0,-34000000.0,,,,,,,,,,,,,,,,,,,,,,,
757296000,191400000.0,170000000.0,,-5400000.0,,513300000.0,-53700000.0,513300000.0,,-65100000.0,1795600000.0,-40800000.0,1103500000.0,,,,,478100000.0,,,558700000.0,-14400000.0,,,769800000.0,332200000.0,409300000.0,459392000.0,14000000.0,1795600000.0,-47400000.0,116300000.0,-144300000.0,,-58700000.0,-58700000.0,,,65100000.0,8200000.0,8200000.0,-5500000.0,-59500000.0,,0.0,179900000.0,,,0.0,20000000.0,101500000.0,-57600000.0,101500000.0,1300000.0,29800000.0,822700000.0,,-11800000.0,,459392000.0,185400000.0,157300000.0,123900000.0,451200000.0,769800000.0,10100000.0,,,,110800000.0,191400000.0,,16800000.0,1221000000.0,-8600000.0,,6200000.0,,8200000.0,-3400000.0,179300000.0,,8200000.0,692100000.0,14500000.0,,,,45900000.0,83300000.0,,,287800000.0,179300000.0,,1449300000.0,-68300000.0,,-41800000.0,,-626600000.0,,0.0,10100000.0,,157300000.0,,,79600000.0,,-5400000.0,,-21200000.0,,,170000000.0,,,,-140900000.0,-6300000.0,558700000.0,,150100000.0,10100000.0,-8800000.0,2042300000.0,2440900000.0,83300000.0,-0.037188,123900000.0,,-38400000.0,-97100000.0,822700000.0,44500000.0,1103500000.0,1200000.0,409300000.0,-70500000.0,,398600000.0,,-100300000.0,44700000.0,-16800000.0,,,,,-32500000.0,2300000.0,,49400000.0,,,332200000.0,-0.037188,404100000.0,692100000.0,32400000.0,,,1449300000.0,451200000.0,,,65100000.0,,69000000.0,1221000000.0,557700000.0,-626600000.0,-52200000.0,,,,,,,,,,,,,,,,,,,,,,,
765072000,193600000.0,165300000.0,,1400000.0,,,,514300000.0,,,1875600000.0,,1091500000.0,,,,,501400000.0,0.004844,,,,,,768300000.0,,443500000.0,,300000.0,,,,,,10500000.0,10500000.0,,,60400000.0,9600000.0,9600000.0,,9700000.0,,,57300000.0,,1887552000.0,9600000.0,,99900000.0,-23500000.0,,,30500000.0,,,-4400000.0,,,,,178000000.0,,,10600000.0,,,,,,,-57600000.0,1295000000.0,,,-1600000.0,,,,181200000.0,,,,,,,,,73800000.0,,,,,,,,,,,,,8200000.0,9200000.0,,183400000.0,,0.005156,85900000.0,,400000.0,,,,,,,,,,,563400000.0,,26800000.0,,,,,,,,,6500000.0,17000000.0,810400000.0,,,,,59100000.0,,,,28600000.0,,58600000.0,,2030720000.0,,,,5000000.0,,-78100000.0,,,334200000.0,,,784100000.0,,,,1457300000.0,526700000.0,,,,,-33700000.0,,587300000.0,-646900000.0,-23900000.0,,,,,,,,,,,,,,,,,,,,,,,
772934400,196000000.0,162800000.0,,-700000.0,,,,517000000.0,,,1819800000.0,,1070800000.0,,,,,573700000.0,0.008125,,,,,,770800000.0,,415800000.0,,-200000.0,,,,,,17200000.0,17200000.0,,,57800000.0,8900000.0,8900000.0,,16400000.0,,,62900000.0,,1895744000.0,8900000.0,,99000000.0,-10500000.0,,,31600000.0,,,-7100000.0,,,,,122200000.0,,,10800000.0,,,,,,,45700000.0,1222800000.0,,,-3100000.0,,,,174500000.0,,,,,,,,,63500000.0,,,,,,,,,,,,,9600000.0,11000000.0,,167000000.0,,0.008594,102900000.0,,10700000.0,,,,,,,,,,,579000000.0,,31300000.0,,,,,,,,,11000000.0,28200000.0,797300000.0,,,,,71600000.0,,,,40000000.0,,-57100000.0,,2038976000.0,,,,4600000.0,,15600000.0,,,346000000.0,,,749000000.0,,,,1472300000.0,452000000.0,,,,,66900000.0,,676600000.0,-675000000.0,-21200000.0,,,,,,,,,,,,,,,,,,,,,,,
780883200,193800000.0,169800000.0,,700000.0,,,,402700000.0,,,1776400000.0,,1066100000.0,,,,,604100000.0,0.011094,,,,,,657000000.0,,376800000.0,,-1200000.0,,,,,,23300000.0,23300000.0,,,60500000.0,9600000.0,9600000.0,,22500000.0,,,63500000.0,,1903488000.0,9600000.0,,98500000.0,-19500000.0,,,31900000.0,,,-4900000.0,,,,,146800000.0,,,10500000.0,,,,,,,100100000.0,1161200000.0,,,-2100000.0,,,,184200000.0,,,,,,,,,61600000.0,,,,,,,,,,,,,8900000.0,10700000.0,,187600000.0,,0.011875,113400000.0,,-5200000.0,,,,,,,,,,,600000000.0,,31600000.0,,,,,,,,,13800000.0,37100000.0,783400000.0,,,,,81800000.0,,,,49900000.0,,-94200000.0,,2048896000.0,,,,5000000.0,,57900000.0,,,364400000.0,,,710300000.0,,,,1485900000.0,504200000.0,,,,,114400000.0,,717500000.0,-702500000.0,-14300000.0,,,,,,,,,,,,,,,,,,,,,,,
