date,annualOperatingIncome,annualChangeInAccountPayable,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,annualResearchAndDevelopment,trailingOperatingIncome,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,annualAccountsPayable,annualFreeCashFlow,annualCommonStockIssuance,annualOtherShortTermInvestments,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,annualTotalLiabilitiesNetMinorityInterest,trailingFreeCashFlow,quarterlyDepreciationAndAmortization,annualEndCashPosition,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualDilutedEPS,trailingCostOfRevenue,annualDilutedAverageShares,annualOtherCurrentAssets,trailingTotalRevenue,trailingNetOtherInvestingChanges,quarterlyRetainedEarnings,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,quarterlyPurchaseOfInvestment,annualNetOtherInvestingChanges,quarterlyTotalNonCurrentAssets,annualCashAndCashEquivalents,trailingNetIncome,trailingTaxProvision,trailingPretaxIncome,trailingEndCashPosition,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyDilutedEPS,annualPretaxIncome,annualNetIncome,quarterlyNetIncomeCommonStockholders,annualCashDividendsPaid,annualInvestmentsAndAdvances,annualCurrentDebt,quarterlyTotalAssets,quarterlyFreeCashFlow,annualNetIncomeContinuousOperations,annualOperatingExpense,annualCurrentDeferredRevenue,annualCostOfRevenue,annualBasicAverageShares,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualOtherNonCurrentAssets,annualSellingGeneralAndAdministration,trailingSaleOfInvestment,annualSaleOfInvestment,annualRepurchaseOfCapitalStock,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,annualStockholdersEquity,annualOtherNonCashItems,annualLongTermDebt,annualCurrentAssets,quarterlyCurrentAccruedExpenses,annualNetIncomeCommonStockholders,quarterlyCostOfRevenue,annualCurrentAccruedExpenses,trailingNetIncomeCommonStockholders,annualCurrentLiabilities,quarterlyStockholdersEquity,annualRetainedEarnings,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualTotalAssets,quarterlyAccountsReceivable,annualTaxProvision,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,annualDepreciationAndAmortization,quarterlyBasicAverageShares,quarterlyBasicEPS,quarterlyChangeInAccountPayable,quarterlyOtherIncomeExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyGrossProfit,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,annualAccountsReceivable,trailingOperatingCashFlow,annualNetPPE,quarterlyOperatingExpense,trailingOtherIncomeExpense,trailingGrossProfit,annualOperatingCashFlow,annualGrossProfit,annualTotalNonCurrentAssets,quarterlyPretaxIncome,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,annualOtherIntangibleAssets,quarterlyRepaymentOfDebt,trailingRepaymentOfDebt,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyTaxProvision,annualEbitda,quarterlyNetPPE,annualOtherIncomeExpense,quarterlyBeginningCashPosition,trailingChangeInCashSupplementalAsReported,quarterlyCurrentDebt,quarterlyCapitalExpenditure,annualGrossPPE,quarterlyInterestExpense,trailingDepreciationAndAmortization,trailingCashFlowFromContinuingFinancingActivities,quarterlyChangesInAccountReceivables,annualChangeInInventory,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,annualPurchaseOfBusiness,annualOtherNonCurrentLiabilities,trailingOtherNonCashItems,annualBeginningCashPosition,quarterlySaleOfInvestment,quarterlyIncomeTaxPayable,quarterlyOperatingCashFlow,annualInvestingCashFlow,annualDeferredIncomeTax,trailingSellingGeneralAndAdministration,trailingInvestingCashFlow,trailingDeferredIncomeTax,annualCapitalExpenditure,annualAccumulatedDepreciation,quarterlyChangeInCashSupplementalAsReported,quarterlyRepurchaseOfCapitalStock,annualIncomeTaxPayable,quarterlyGrossPPE,quarterlyNonCurrentDeferredRevenue,trailingInterestExpense,trailingCashDividendsPaid,annualBasicEPS,quarterlyAccountsPayable,annualNonCurrentDeferredTaxesLiabilities,annualChangesInAccountReceivables,annualNonCurrentDeferredRevenue,trailingPurchaseOfBusiness,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,quarterlyDilutedAverageShares,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCommonStockIssuance,trailingCapitalExpenditure,trailingPurchaseOfInvestment,trailingOperatingExpense,quarterlyOtherCurrentLiabilities,trailingNetIncomeContinuousOperations,quarterlyResearchAndDevelopment,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,annualChangeInCashSupplementalAsReported,quarterlyStockBasedCompensation,annualStockBasedCompensation,annualGoodwill,annualInventory,quarterlyEbitda,annualNetOtherFinancingCharges,annualCashFlowFromContinuingFinancingActivities,trailingStockBasedCompensation,trailingChangeInWorkingCapital,annualRepaymentOfDebt,annualInterestExpense,annualCapitalStock,annualPurchaseOfInvestment,annualTotalRevenue,trailingResearchAndDevelopment,trailingBasicAverageShares,quarterlyChangeInInventory,trailingRepurchaseOfCapitalStock,trailingChangeInInventory,trailingChangesInAccountReceivables,trailingDilutedEPS,trailingBasicEPS,trailingCommonStockIssuance,trailingChangeInAccountPayable,trailingDilutedAverageShares
1970-01-01 00:00:00.978220800,802318855.9,,165492538.2,,808697713.24,968967701.74,,2234497435.68,,355397435.12,394409508.72,125823520.02,95601939.86,3573552790.32,701685448.88,3043195148.92,,,1042468833.42,2234497435.68,0.502311,,1257073000.0,188535641.28,,,1994338940.24,95601939.86,422173668.96,,-537177301.1,2010335594.0,1086262654.36,,,,,216216635.9,2158101817.48,3043195148.92,,1025699178.42,634056928.96,374448788.96,-165709745.16,,146814869.12,5583888384.32,394409508.72,634056928.96,3211845705.96,,2247786455.62,1257073000.0,374448788.96,374448788.96,718651586.7,1994057848.88,,,,188535641.28,2079012388.74,2483308008.36,,155485046.94,3573552790.32,,634056928.96,632320955.62,,,808697713.24,2483308008.36,1994338940.24,1042468833.42,-385128170.14,5583888384.32,2193578412.74,391642249.46,,,223214223.08,,,,614995479.84,,5798574.04,1525780861.86,,155485046.94,,2193578412.74,,870308893.34,1309564225.96,,,679723627.56,4014164561.86,2010335594.0,589240078.42,1181864594.22,116043883.12,,116043883.12,,,314581691.96,1181864594.22,1086262654.36,214791289.46,1059004245.62,870308893.34,177402719.84,0.0,,146814869.12,,1441614305.66,,,,,-2661850.0,718651586.7,,,-571305412.32,,2079012388.74,,709161559.08,,,679723627.56,-385128170.14,-131945775.02,,,,-285314118.84,-571305412.32,,,,1441614305.66,,,,0.502311,355397435.12,,,,,,,,,165492538.2,,,,,306485409.0,,359058621.74,306485409.0,,333307274.34,,,,5798574.04,216216635.9,-381176.92,40870044.9,,,,10460005.76,314581691.96,,6261951017.48,,,,,,,,,,,
1970-01-01 00:00:00.985996800,,,,,984016100.0,,,,,,,,,3923507350.0,450912250.0,,,,,2050223800.0,,,,,,,2255702800.0,,,,,1962324450.0,,,,,,206620550.0,1525110800.0,3034239900.0,0.182648,,,117579650.0,,,,5885831800.0,0.0,,,,,,117579650.0,117579650.0,,,,,,0.0,2050223800.0,,,,,,,652966600.0,,,,2791089750.0,,0.0,0.0,,2333328200.0,,,,,1258858620.0,0.182648,,-3424650.0,,,872144200.0,,,,,,,665523650.0,,,,,,190638850.0,,109588800.0,,,,,,1590179150.0,1590179150.0,74200750.0,,913240000.0,,0.0,,,,,17123250.0,,,,,679222250.0,,,,,,,,,,0.0,,,,,,,,,,,913240000.0,,,,,,,,,,,,,1258858620.0,535386950.0,,,,,,,206620550.0,,,,,,,,206620550.0,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.993859200,,,,,1120123200.0,,,,,,,,,3409786800.0,575357400.0,,,,,1999043400.0,,,,,,,2526160200.0,,,,,2417913000.0,,,,,,372982200.0,1851968400.0,3119166600.0,0.162371,,,205905000.0,,,,5827699800.0,454167600.0,,,,,,205905000.0,205905000.0,,,,,,1176600.0,1999043400.0,,,,,,,673015200.0,,,,2644996800.0,,1015405800.0,-640070400.0,,2264955000.0,,,,,1258860000.0,0.162371,,-34121400.0,,,1178953200.0,,,,,,,805971000.0,,,,,,350626800.0,,518880600.0,,,,,,1143655200.0,1143655200.0,144721800.0,,961282200.0,,0.0,,,,,,,,,,649483200.0,,,-631834200.0,,,,,,,631834200.0,,,,,,,,,,,1593116400.0,,,,,,,,,,,,,1258860000.0,118836600.0,,,,,,,229437000.0,,,,,,,,372982200.0,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.001808000,,,,,1644354600.0,,,,-4548600.0,,,,,3057094500.0,581781000.0,,,93801600.0,,1319435400.0,,,,,,,,,,,,2928663600.0,,,,,,173436600.0,1793641800.0,2963790000.0,0.032602,,,40614900.0,,,,5985758100.0,-291708000.0,,,,,,40614900.0,40614900.0,,,,,,-1097700.0,1319435400.0,,,,,1050498900.0,,776073900.0,,,,2960496900.0,,755217600.0,-404940000.0,,2177836800.0,,,81185400.0,,1256956000.0,0.032602,,-5488500.0,,,1017567900.0,593855700.0,,,,,,844131300.0,,,,,,115258500.0,,538970700.0,,,,,,880355400.0,880355400.0,74643600.0,,1040619600.0,,1015405800.0,,,-344838600.0,,75741300.0,,,,,1349073300.0,-44075700.0,119686800.0,,,,,,16853100.0,,53130600.0,,,,,,,,-352742400.0,-7958100.0,,1040619600.0,,,,,,,,,,-187977900.0,-12404100.0,,1256956000.0,2960496900.0,,,,,0.0,,236005500.0,,,,,,,,267238200.0,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.009756800,1312726880.0,,178701690.0,,1806123370.0,899128000.0,,1218318440.0,,,611407040.0,,97780170.0,3359366990.0,485641440.0,3024441810.0,,62508990.0,862038970.0,1218318440.0,0.462838,,1255432569.0,0.0,,,2547903970.0,97780170.0,-39336850.0,,-349536010.0,2838996660.0,866534610.0,,,,,510308180.0,1877081940.0,3024441810.0,,1057599310.0,581061470.0,295659470.0,-180949510.0,,,6198363650.0,448947440.0,581061470.0,3177293570.0,377633760.0,2853607490.0,1255432569.0,295659470.0,295659470.0,863162880.0,2184881040.0,,,-94408440.0,0.0,1218318440.0,3110982880.0,,,3359366990.0,1428489610.0,581061470.0,652718990.0,1428489610.0,,1806123370.0,3110982880.0,2547903970.0,862038970.0,4269740.0,6198363650.0,2211854880.0,476537840.0,,-376978510.0,279853590.0,,,,-40857030.0,,4495640.0,1224362950.0,377633760.0,,,2211854880.0,,996908170.0,714054770.0,,,989040800.0,4490020450.0,2838996660.0,459352810.0,964314780.0,499016040.0,,499016040.0,,,314694800.0,964314780.0,866534610.0,163693340.0,1592580470.0,996908170.0,-104523630.0,755217600.0,,,144871440.0,1764538700.0,48235770.0,,,,,863162880.0,18700840.0,-343222520.0,-767630530.0,,1218318440.0,,1042988480.0,,,304076000.0,-1040740660.0,-144984390.0,,,,-377633760.0,-767630530.0,197730780.0,7677660.0,,1764538700.0,,,,0.462838,,,,,,62749250.0,-170231490.0,,,178701690.0,,,,,0.0,,188916100.0,0.0,,-182073420.0,,,,4495640.0,572817170.0,-186569060.0,-125877920.0,,,,232649370.0,314694800.0,,7343627940.0,,,,,,,,,,,
1970-01-01 00:00:01.017532800,,,,,2257886400.0,,,,,,,,,3534831300.0,516285000.0,,,,,791637000.0,,,,,,,,,,,,2816621500.0,,,,,,185862600.0,1656701200.0,3049523400.0,0.052432,,,65396100.0,,,,6351452800.0,0.0,,,,,,65396100.0,65396100.0,,,,,,0.0,791637000.0,,,,,1055516000.0,,730830100.0,,,,3236533300.0,,0.0,0.0,,2417361100.0,,,,,1238095000.0,0.052432,,-2294600.0,,,925871100.0,1202370400.0,,,,,,740008500.0,,,,,,125055700.0,,496780900.0,,,,,,1117470200.0,1117470200.0,59659600.0,,1011918600.0,,0.0,,,,,58512300.0,,,,,859327700.0,,,,,,,,,,0.0,,,,,,,,,,,1011918600.0,,,,,,,,,,,,,1238095000.0,3236533300.0,,,,,0.0,,221428900.0,,,,,,,,185862600.0,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.025395200,,,,,2014206600.0,,,,,,,,,3205014400.0,541550800.0,,,,,1028745200.0,,,,,,,,,,,,2296054600.0,,,,,,319092200.0,1774635800.0,3042951800.0,-0.18461,,,-231518000.0,,,,5501069000.0,602953400.0,,,,,,-231518000.0,-231518000.0,,,,,,1006600.0,1028745200.0,,,,,1174702200.0,,683481400.0,,,,2394701400.0,,956270000.0,-143943800.0,,,,,,,1255412000.0,-0.18461,,28184800.0,,2150097600.0,1091154400.0,839504400.0,,,,,,772062200.0,,,,,,-106699600.0,,452970000.0,,,,,,1053910200.0,1053910200.0,124818400.0,,990494400.0,,0.0,,,,,453976600.0,,,,,852590200.0,,,-687507800.0,,,,,,,737837800.0,,,,,,,,,,,1678002200.0,,,,,,,,,,,,,1255412000.0,2394701400.0,,,,,0.0,,230511400.0,,,,,,,,319092200.0,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.033344000,,,,,1779243620.0,,,,,,,,,2922536760.0,462785620.0,,,,,763545640.0,,,,,,,2331143320.0,,,,,2153927820.0,,,,,,335190460.0,1700256140.0,2542789260.0,0.162329,,,201519340.0,,,,5076464580.0,-602953400.0,,,,,,201519340.0,201519340.0,,,,,,-1012660.0,763545640.0,,,,,1171647620.0,,669368260.0,,,,2474941040.0,,0.0,143943800.0,,1709370080.0,,,,,1253984000.0,0.162329,,-31392460.0,,233924460.0,1030887880.0,607596000.0,,,,,,695697420.0,,,,,,301772680.0,,459747640.0,,,,,,980254880.0,980254880.0,100253340.0,,1017723300.0,,956270000.0,,,,,37468420.0,,,,,300760020.0,,,-691646780.0,,,,,,,-737837800.0,,,,,,,,,,,1709370080.0,,,,,,,,,,,,,1253984000.0,143797720.0,,,,,0.0,,194430720.0,,,,,,,,335190460.0,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.041292800,-5746245189.16,,-125794898.91,,725740974.29,910212142.04,,1958166567.88,,329123437.02,1379200127.05,,1350358.49,3484136463.54,516435227.89,2683907542.17,,,1122722546.1,1958166567.88,0.405017,,1256919330.0,199890222.35,,,2873702953.31,1350358.49,276981683.47,,47539861.42,2130689397.77,1149505767.95,,,,,-6586752989.16,2287381460.88,2683907542.17,,1108320310.49,509073715.09,473630615.09,-182484225.3,,22677827.09,5614825861.31,1379200127.05,509073715.09,10347082381.37,,2818705148.67,1256919330.0,473630615.09,473630615.09,251720354.71,2028336607.89,,,-279517536.64,199890222.35,1352259665.15,2874688324.29,,11327954.39,3484136463.54,,509073715.09,735663528.67,,,725740974.29,2874688324.29,2873702953.31,1122722546.1,-223652529.3,5614825861.31,1968885574.44,599246595.4,,,221414002.77,,,,-558439561.72,594578948.34,10739018.93,1551717932.21,,11327954.39,,1968885574.44,,1035152226.86,8138470921.37,,,1688226379.74,4600837192.21,2130689397.77,788319750.49,1150856126.44,441163166.95,,441163166.95,,,315248193.82,1150856126.44,1149505767.95,314689135.4,-5524831186.39,1035152226.86,-572616801.72,0.0,,22677827.09,,1787555395.81,-537351054.12,,,,,251720354.71,,,-752403168.95,,1352259665.15,,755633737.25,,,1688226379.74,-223652529.3,103854670.6,,,,-309026252.69,-752403168.95,,,,1787555395.81,,,,0.405017,329123437.02,594578948.34,,,,,,,,-125794898.91,,,,,373939710.18,,263122402.04,373939710.18,,367088808.85,,,,10739018.93,-6586752989.16,-53874253.01,-936730438.23,,,,13535985.88,315248193.82,,7419542340.88,,,,,,,,,,,
1970-01-01 00:00:01.049068800,,,,,2364090750.0,,,,,,,,,3951134250.0,386235500.0,,,49423500.0,,664471500.0,,,,,,,2946189750.0,,,-417354000.0,,2082193750.0,,,,,,297456250.0,1515654000.0,3028562250.0,0.149552,,,185795750.0,,,,6033328000.0,742267750.0,,,,,,185795750.0,185795750.0,,,,,,0.0,664471500.0,,,,,1252977250.0,,615048000.0,,,,2951681250.0,,1355485250.0,-459455500.0,,1761856250.0,,,0.0,,1244476000.0,0.149552,,10067750.0,,308439250.0,900606000.0,1111113500.0,,,,,,603149750.0,,,,,,308439250.0,,431082750.0,,,,,,1880838750.0,1880838750.0,122643500.0,,1015927500.0,,1119350750.0,,,-48508250.0,,,,,,,315761250.0,-9152500.0,-75965750.0,-723047500.0,,,,,,,790776000.0,,,,,,,,236134500.0,-70474250.0,,1738975000.0,,,,,,,,,,531760250.0,11898250.0,,1244476000.0,5491500.0,,,,,0.0,,217829500.0,,,,,,,,346879750.0,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.056931200,,,,,1958973940.0,,,,,,,,,3699801270.0,456282750.0,,,52262370.0,,697895330.0,,,,,,,2839382370.0,,,180086970.0,,2019811640.0,,,,,,338952900.0,1634795910.0,2656869270.0,0.177125,,,218146610.0,,,,5719612910.0,-37419540.0,,,,,,218146610.0,218146610.0,,,,,,0.0,697895330.0,,,,,1128104780.0,,598816790.0,,,,3007989710.0,,1436638830.0,137884800.0,,1527026270.0,,,869110.0,,1242320000.0,0.177125,,1738220.0,,394575940.0,1035979120.0,831738270.0,,,,,,697026220.0,,,,,,345036670.0,,409350810.0,,,,,,1778199060.0,1778199060.0,126890060.0,,1009036710.0,,1355485250.0,,,-52308510.0,,,,,,,298973840.0,461400.0,-66568290.0,-686596900.0,,,,,,,14888970.0,,,,,,,,80221540.0,-792770.0,,1695633610.0,,,,,,,,,,-284933010.0,23735260.0,,1242320000.0,168607340.0,,,,,-869110.0,,240743470.0,,,,,,,,391215270.0,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.064880000,,,,-163910.0,2375386650.0,,,,,,,,,3686181450.0,410052300.0,,,51011430.0,,857850.0,,,,,,,3058235250.0,,,-424135320.0,,1991069850.0,,,,,,412625850.0,1650503400.0,2376244500.0,0.202367,,,252207900.0,,,,5677251300.0,177879440.0,,,,,,252207900.0,252207900.0,,,,,,0.0,857850.0,,,,,1267902300.0,,613362750.0,,,,3245246550.0,,1035424950.0,-495102500.0,,1454913600.0,,,-18026110.0,,1242720000.0,0.202367,,6862800.0,,417772950.0,1037140650.0,547308300.0,,,,,,624514800.0,,,,,,422920050.0,,402331650.0,,,,,,1813494900.0,1813494900.0,170712150.0,,1014836550.0,,1436638830.0,,,-57027640.0,,,,,,,286521900.0,-16186550.0,-140556460.0,-677701500.0,,,,,,,234907080.0,,,,,,,,-402141040.0,-17091530.0,,1692538050.0,,,,,,,,,,-96703490.0,28705240.0,,1242720000.0,187011300.0,,,,,560176050.0,,222183150.0,,,,,,,,463637280.0,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.072828800,1721010001.11,,-201626449.84,132865.78,1102288326.6,994202580.91,,1450965162.29,-858644.03,286361361.29,1227432218.78,,1349851.0,4376636189.84,521137011.52,2553253488.89,,62443540.44,1338051714.2,1450965162.29,0.866342,,1241060895.0,505007844.18,,,3754520831.11,1349851.0,83486696.29,23139597.19,-31787402.99,1938187528.5,1338051714.2,,,,,671001601.11,2205811380.05,2553253488.89,,1766614320.13,1075183318.52,418928068.52,-186020584.22,,19009872.23,6314823718.34,344704568.78,1075183318.52,2762653492.43,,2528681436.51,1237484498.0,418928068.52,418928068.52,235718127.89,1768450911.52,,,-87999962.81,505007844.18,1438479040.54,3702970021.42,-794.03,12486121.75,4376636189.84,,1075183318.52,698887386.51,,,1102288326.6,3702970021.42,3754520831.11,1338051714.2,-93019973.98,6314823718.34,1767624326.29,691431001.61,,-14630402.99,215140840.44,,,,27370514.28,,10356533.29,1506923993.54,,12486121.75,,1767624326.29,,1017877379.39,835922392.43,,,1502288879.4,4483663493.54,1938187528.5,690012570.13,1339401565.2,420600867.12,,420600867.12,,,314863068.14,1339401565.2,1338051714.2,271084501.61,1936150841.55,1017877379.39,40238264.28,1035424950.0,,19009872.23,-117012260.62,1825300283.4,,,,,,235718127.89,-15892614.38,-21795581.19,-807422904.01,,1438479040.54,,1119749840.33,,,461716829.4,-909693173.98,106969339.51,,,,-274856660.62,-807422904.01,304086079.84,358587.19,,1825300283.4,,,,0.868846,286361361.29,,,,,-66637053.71,42630589.51,,,-201626449.84,,,,,342213431.49,,313927530.91,342213431.49,,218301079.84,,,,10356533.29,733445141.55,-40770264.38,-304886081.19,,,,3992382.84,314863068.14,-638262752.81,7012344930.05,,,,,,,,,,,
1970-01-01 00:00:01.080691200,,,,,3150052460.0,,,,,,,,,5174332500.0,405830000.0,,,48699600.0,,811660.0,,,,,,,,,,-121749000.0,,1978015420.0,,,,,,332780600.0,1554328900.0,3150864120.0,0.184734,,,228888120.0,,,,7152347920.0,819776600.0,,,,,,228888120.0,228888120.0,,,,,,0.0,811660.0,,,,,,,581960220.0,,,,3947914240.0,,2040513240.0,-168013620.0,,1686629480.0,,,-4058300.0,,1243608000.0,0.184734,,1623320.0,,568973660.0,972368680.0,,,,,,,639588080.0,,,,,,363623680.0,,440731380.0,,,,,,2918729360.0,2918729360.0,133112240.0,,1018633300.0,,1338427340.0,,,-38148020.0,,,,,,,258107880.0,-39771340.0,-12174900.0,-825458220.0,,,,,,,857924620.0,,,,,,,,702085900.0,,,1844091520.0,,,,,,,,,,606310020.0,-12174900.0,,1243608000.0,3947914240.0,13798220.0,,,,,,230511440.0,,,,,,,,381480200.0,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.088553600,,,,,1442918400.0,,,,,,,,,4786225920.0,492723840.0,,,51320880.0,,1478991360.0,,,,,,,,,,,,2107808640.0,,,,,,390243840.0,1779052800.0,2921909760.0,0.199795,,,248411520.0,,,,6894034560.0,186986920.0,,,,,,248411520.0,248411520.0,,,,,,819840.0,1478991360.0,,,,,,,638655360.0,,,,3950808960.0,,2156179200.0,86849460.0,,1532280960.0,,,-112358980.0,,1243552000.0,0.199795,,-8198400.0,,490264320.0,1140397440.0,,,,,,,750153600.0,,,,,,390243840.0,,537815040.0,,,,,,2762860800.0,2762860800.0,141012480.0,,1014961920.0,,2040513240.0,,,-117621580.0,,,,,,,329575680.0,-3680180.0,-270669900.0,-833777280.0,,,,,,,304608500.0,,,,,,,,115294580.0,,,1848739200.0,,,,,,,,,,29065980.0,-21438540.0,,1243552000.0,3950808960.0,-8879180.0,,,,,,260709120.0,,,,,,,,441564720.0,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.096502400,,,,-884280.0,1205465820.0,,,,2428200.0,,,,,4850009580.0,447124080.0,,,52773720.0,,1519900200.0,,,,,,,4282258500.0,,,,,2018491800.0,,,,,,460795140.0,1775629440.0,2725366020.0,0.234981,,,291113160.0,,,,6868501380.0,161710020.0,,,,,,291113160.0,291113160.0,,,,,,0.0,1519900200.0,,,,,,,625652040.0,,,,4123030860.0,,1717728480.0,-557354760.0,,1538396340.0,,,-50852160.0,,1243136000.0,0.234981,,1608360.0,,477682920.0,1149977400.0,,,,,,,689182260.0,,,,,,464816040.0,,541213140.0,,,,,316042740.0,2833930320.0,2833930320.0,172898700.0,,1002008280.0,,2156179200.0,,,-13912380.0,,,,,,,288700620.0,6459240.0,-37218840.0,-817851060.0,,,,,,,175622400.0,,,,,,,,-439415880.0,-88083960.0,,1819859340.0,,,,,,,,,,-222831660.0,39242700.0,,1243136000.0,-225974580.0,,,,,,,239645640.0,,,,,,,,513568860.0,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.104451200,2023890733.52,,-305175265.28,763293.52,728299661.12,1019268684.96,,2238754787.12,-1609097.68,340209163.84,1613888927.2,,10156378.24,5680943759.6,543297816.16,2967054448.24,,56720198.24,1512017532.24,2238754787.12,1.052826,,1243845826.0,537247917.92,,,4826587864.72,10156378.24,286485404.8,-221564563.12,-42717573.44,1898924790.8,3194180956.48,,,,,839333593.52,2396769833.76,2967054448.24,,2071111105.68,1309553141.76,540757061.76,-248532506.48,,27764799.84,7579868550.4,445415387.2,1309553141.76,2899198215.76,,2585853144.48,1237950821.0,540757061.76,540757061.76,170625384.0,1888690956.16,,,-107455632.56,537247917.92,1599917268.0,4590859270.0,-737.68,7271311.76,5680943759.6,,1309553141.76,737847504.48,,,728299661.12,4590859270.0,4826587864.72,1512017532.24,-247464267.2,7579868550.4,1927675131.12,756709930.96,,-42717573.44,209514398.24,,,,2969597.2,631566207.36,11683375.84,1658922329.28,,7271311.76,,1927675131.12,,998345129.44,819588735.76,,,1825595710.4,4923088949.28,1898924790.8,851170045.68,3204337334.72,524505233.6,,524505233.6,,,315770563.12,3204337334.72,3194180956.48,309585850.96,2233405131.76,998345129.44,-247122.8,1717728480.0,,27764799.84,-42024803.2,1860576496.0,,,,,,170625384.0,-1490272.56,-51833305.92,-862231366.56,,1599917268.0,,983667510.48,,,487440190.4,-885983187.2,17963983.36,,,,-211706783.2,-862231366.56,150384684.08,304487.44,,1860576496.0,,,,1.057839,340209163.84,631566207.36,,,,-126058935.2,12334723.36,,,-305175265.28,,,,,360325697.44,,287464884.96,360325697.44,,528349284.08,,,,11683375.84,896053791.76,-38482552.56,-371896945.92,,,,8115955.36,315770563.12,-580228843.12,7508942093.76,,,,,,,,,,,
1970-01-01 00:00:01.112227200,,,,,911830260.0,,,,771430.0,,,,,6337297450.0,450515120.0,,,48600090.0,,2538776130.0,,,,,,,,,,-462858000.0,,1933203580.0,,,,,,374143550.0,1728003200.0,3450606390.0,0.204892,,,253800470.0,,,,8270501030.0,811544360.0,,,,,,253800470.0,253800470.0,,,,,,-771430.0,2538776130.0,,,,,,,636429750.0,,,,4799066030.0,,1821346230.0,-527658120.0,,1800517620.0,,,-2314290.0,,1239712000.0,0.204892,,13885740.0,,560829610.0,1091573450.0,,,,,,,717429900.0,,,,,,396515020.0,,548486730.0,,,,,,3976721650.0,3976721650.0,141943120.0,,1006716150.0,,1512774230.0,,,-63257260.0,,,,,,,209057530.0,-1542860.0,-70971560.0,-901801670.0,,,,,,,874801620.0,,,,,,,,308572000.0,-85628730.0,,1908517820.0,,,,,,,,,,553886740.0,6942870.0,,1239712000.0,4799066030.0,,,,,,,266143350.0,,,,,,,,422743640.0,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.120089600,,,,,1498237020.0,,,,54500.0,,,,,5870710440.0,557502750.0,,,52163370.0,,1585785600.0,,,,,,,5022480330.0,,,327405480.0,,2043350820.0,,,,,,459217080.0,2011965480.0,3084022620.0,0.232004,,,288249570.0,,,,7914061260.0,-168970820.0,,,,,,288249570.0,288249570.0,,,,,,-825930.0,1585785600.0,,,,,,,700388640.0,,,,4815997830.0,,1617996870.0,235278900.0,,1799701470.0,,,-8422800.0,,1238780000.0,0.232004,,3303720.0,,627706800.0,1311576840.0,,,,,,,852359760.0,,,,,,439394760.0,,581454720.0,,,,,315505260.0,3444128100.0,3444128100.0,150319260.0,,1029108780.0,,1821346230.0,,,-69717470.0,,15692670.0,,,,,232912260.0,-5890510.0,-393201100.0,-965512170.0,,,,,,,-99253350.0,,,,,,,,-201201100.0,-76253550.0,,1994620950.0,,,,,,,,,,-426693520.0,-31720770.0,,1238780000.0,-154448910.0,,,,,,,301464450.0,,,,,,,,511380450.0,,,,,,,,,,,,,,,,,,,,
