date,annualOperatingIncome,annualChangeInAccountPayable,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,annualResearchAndDevelopment,trailingOperatingIncome,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,annualAccountsPayable,annualFreeCashFlow,annualCommonStockIssuance,annualOtherShortTermInvestments,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,annualTotalLiabilitiesNetMinorityInterest,trailingFreeCashFlow,quarterlyDepreciationAndAmortization,annualEndCashPosition,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualDilutedEPS,trailingCostOfRevenue,annualDilutedAverageShares,annualOtherCurrentAssets,trailingTotalRevenue,trailingNetOtherInvestingChanges,quarterlyRetainedEarnings,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,quarterlyPurchaseOfInvestment,annualNetOtherInvestingChanges,quarterlyTotalNonCurrentAssets,annualCashAndCashEquivalents,trailingNetIncome,trailingTaxProvision,trailingPretaxIncome,trailingEndCashPosition,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyDilutedEPS,annualPretaxIncome,annualNetIncome,quarterlyNetIncomeCommonStockholders,annualCashDividendsPaid,annualInvestmentsAndAdvances,annualCurrentDebt,quarterlyTotalAssets,quarterlyFreeCashFlow,annualNetIncomeContinuousOperations,annualOperatingExpense,annualCurrentDeferredRevenue,annualCostOfRevenue,annualBasicAverageShares,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualOtherNonCurrentAssets,annualSellingGeneralAndAdministration,trailingSaleOfInvestment,annualSaleOfInvestment,annualRepurchaseOfCapitalStock,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,annualStockholdersEquity,annualOtherNonCashItems,annualLongTermDebt,annualCurrentAssets,quarterlyCurrentAccruedExpenses,annualNetIncomeCommonStockholders,quarterlyCostOfRevenue,annualCurrentAccruedExpenses,trailingNetIncomeCommonStockholders,annualCurrentLiabilities,quarterlyStockholdersEquity,annualRetainedEarnings,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualTotalAssets,quarterlyAccountsReceivable,annualTaxProvision,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,annualDepreciationAndAmortization,quarterlyBasicAverageShares,quarterlyBasicEPS,quarterlyChangeInAccountPayable,quarterlyOtherIncomeExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyGrossProfit,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,annualAccountsReceivable,trailingOperatingCashFlow,annualNetPPE,quarterlyOperatingExpense,trailingOtherIncomeExpense,trailingGrossProfit,annualOperatingCashFlow,annualGrossProfit,annualTotalNonCurrentAssets,quarterlyPretaxIncome,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,annualOtherIntangibleAssets,quarterlyRepaymentOfDebt,trailingRepaymentOfDebt,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyTaxProvision,annualEbitda,quarterlyNetPPE,annualOtherIncomeExpense,quarterlyBeginningCashPosition,trailingChangeInCashSupplementalAsReported,quarterlyCurrentDebt,quarterlyCapitalExpenditure,annualGrossPPE,quarterlyInterestExpense,trailingDepreciationAndAmortization,trailingCashFlowFromContinuingFinancingActivities,quarterlyChangesInAccountReceivables,annualChangeInInventory,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,annualPurchaseOfBusiness,annualOtherNonCurrentLiabilities,trailingOtherNonCashItems,annualBeginningCashPosition,quarterlySaleOfInvestment,quarterlyIncomeTaxPayable,quarterlyOperatingCashFlow,annualInvestingCashFlow,annualDeferredIncomeTax,trailingSellingGeneralAndAdministration,trailingInvestingCashFlow,trailingDeferredIncomeTax,annualCapitalExpenditure,annualAccumulatedDepreciation,quarterlyChangeInCashSupplementalAsReported,quarterlyRepurchaseOfCapitalStock,annualIncomeTaxPayable,quarterlyGrossPPE,quarterlyNonCurrentDeferredRevenue,trailingInterestExpense,trailingCashDividendsPaid,annualBasicEPS,quarterlyAccountsPayable,annualNonCurrentDeferredTaxesLiabilities,annualChangesInAccountReceivables,annualNonCurrentDeferredRevenue,trailingPurchaseOfBusiness,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,quarterlyDilutedAverageShares,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCommonStockIssuance,trailingCapitalExpenditure,trailingPurchaseOfInvestment,trailingOperatingExpense,quarterlyOtherCurrentLiabilities,trailingNetIncomeContinuousOperations,quarterlyResearchAndDevelopment,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,annualChangeInCashSupplementalAsReported,quarterlyStockBasedCompensation,annualStockBasedCompensation,annualGoodwill,annualInventory,quarterlyEbitda,annualNetOtherFinancingCharges,annualCashFlowFromContinuingFinancingActivities,trailingStockBasedCompensation,trailingChangeInWorkingCapital,annualRepaymentOfDebt,annualInterestExpense,annualCapitalStock,annualPurchaseOfInvestment,annualTotalRevenue,trailingResearchAndDevelopment,trailingBasicAverageShares,quarterlyChangeInInventory,trailingRepurchaseOfCapitalStock,trailingChangeInInventory,trailingChangesInAccountReceivables,trailingDilutedEPS,trailingBasicEPS,trailingCommonStockIssuance,trailingChangeInAccountPayable,trailingDilutedAverageShares
1970-01-01 00:00:01.262217600,2836000000.0,,-551000000.0,0.0,3416000000.0,1608000000.0,,1748000000.0,-24000000.0,512000000.0,2811000000.0,34000000.0,400000000.0,5255000000.0,781000000.0,5268000000.0,,126000000.0,1883000000.0,1467000000.0,1.5,,1188000000.0,718000000.0,,,8571000000.0,486000000.0,711000000.0,-497000000.0,2000000.0,8119000000.0,1883000000.0,,,,,1014000000.0,3190000000.0,4883000000.0,,2489000000.0,1787000000.0,687000000.0,-594000000.0,106000000.0,148000000.0,13374000000.0,583000000.0,1825000000.0,4324000000.0,585000000.0,3511000000.0,1188000000.0,673000000.0,687000000.0,875000000.0,2748000000.0,,1028000000.0,0.0,328000000.0,77000000.0,8574000000.0,82000000.0,699000000.0,5542000000.0,,1787000000.0,950000000.0,,,3520000000.0,8477000000.0,8902000000.0,1884000000.0,165000000.0,13863000000.0,2546000000.0,664000000.0,4994000000.0,-3000000.0,496000000.0,,,,-33000000.0,190000000.0,11000000.0,2240000000.0,598000000.0,699000000.0,,2447000000.0,,1371000000.0,1226000000.0,,,3036000000.0,7160000000.0,8321000000.0,965000000.0,2283000000.0,894000000.0,-8000000.0,884000000.0,-1401000000.0,,0.0,2370000000.0,1884000000.0,292000000.0,3056000000.0,1371000000.0,-276000000.0,2414000000.0,,4000000.0,-56000000.0,2562000000.0,,,,,,410000000.0,-693000000.0,-1395000000.0,-1191000000.0,-74000000.0,839000000.0,,1277000000.0,703000000.0,,639000000.0,-297000000.0,-74000000.0,,,,-225000000.0,-1191000000.0,-533000000.0,0.0,323000000.0,2562000000.0,64000000.0,,,1.5,638000000.0,142000000.0,640000000.0,257000000.0,,-149000000.0,25000000.0,,,,2000000.0,,,,1719000000.0,,473000000.0,1662000000.0,,606000000.0,,9000000.0,5034000000.0,11000000.0,890000000.0,697000000.0,-2166000000.0,,,-2303000000.0,71000000.0,0.0,-1073000000.0,10671000000.0,,,,,,,,,,,
1970-01-01 00:00:01.269993600,,,,,4752000000.0,,,,4000000.0,,,,,6943000000.0,705000000.0,,,111000000.0,,1470000000.0,,,,,,,8958000000.0,683000000.0,,,,8250000000.0,,,,,,557000000.0,2509000000.0,6222000000.0,0.33,,,387000000.0,,,,15193000000.0,715000000.0,,,,,,387000000.0,387000000.0,,,,,,168000000.0,58000000.0,,,,,,,850000000.0,,,,8957000000.0,,2413000000.0,-244000000.0,,3555000000.0,,5052000000.0,-196000000.0,,1189000000.0,0.33,,-36000000.0,398000000.0,,1659000000.0,2248000000.0,732000000.0,0.0,,,,1102000000.0,,,,,,521000000.0,,849000000.0,,,,,0.0,3096000000.0,2413000000.0,134000000.0,,1393000000.0,,1884000000.0,,265000000.0,-57000000.0,,12000000.0,,,,,34000000.0,-10000000.0,-28000000.0,,,,,,,,772000000.0,,,,,,,,529000000.0,-120000000.0,,,76000000.0,,,,708000000.0,,,,,333000000.0,-63000000.0,,1190000000.0,,101000000.0,,,,1112000000.0,,393000000.0,,,,,,,,644000000.0,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.277856000,,,,,4183000000.0,,,,17000000.0,,,,,7366000000.0,814000000.0,,,114000000.0,,2518000000.0,,,,,,,8851000000.0,574000000.0,,,,8306000000.0,,,,,,775000000.0,2894000000.0,6701000000.0,0.41,,,491000000.0,,,,15672000000.0,442000000.0,,,,,,491000000.0,491000000.0,,,,,,217000000.0,12000000.0,,,,,,,912000000.0,,,,8956000000.0,,3605000000.0,174000000.0,,2768000000.0,,5136000000.0,234000000.0,,1188000000.0,0.41,,-87000000.0,396000000.0,,1982000000.0,1919000000.0,34000000.0,0.0,,,,1207000000.0,,,,,,676000000.0,,829000000.0,,,,,0.0,4179000000.0,3605000000.0,185000000.0,,1415000000.0,,2413000000.0,,219000000.0,-68000000.0,,23000000.0,,,,,34000000.0,0.0,467000000.0,,,,,,,,510000000.0,,,,,,,,1192000000.0,0.0,,,88000000.0,,,,698000000.0,,,,,-176000000.0,,,1189000000.0,,5000000.0,,,,990000000.0,,397000000.0,,,,,,,,813000000.0,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.285804800,,,,0.0,4050000000.0,,,,3000000.0,,,,,6002000000.0,799000000.0,,,145000000.0,,5825000000.0,,,,,,,9356000000.0,258000000.0,,-36000000.0,,13084000000.0,,,,,,714000000.0,3003000000.0,9875000000.0,0.42,,,500000000.0,,,,19086000000.0,705000000.0,,,,,,501000000.0,500000000.0,,,,,,223000000.0,21000000.0,,,,,,,1044000000.0,,,,9194000000.0,,2828000000.0,-3730000000.0,,2382000000.0,,8285000000.0,-17000000.0,,1188000000.0,0.42,,-6000000.0,964000000.0,,1959000000.0,1334000000.0,54000000.0,0.0,,,,1245000000.0,,,,,,689000000.0,,2400000000.0,,,-1715000000.0,,0.0,3086000000.0,2828000000.0,188000000.0,,1415000000.0,,3605000000.0,,,-75000000.0,,35000000.0,,,,,31000000.0,0.0,2170000000.0,,,,,,559000000.0,,780000000.0,,,,,,,,-777000000.0,-100000000.0,,,94000000.0,,,,766000000.0,,,,,124000000.0,,,1188000000.0,,29000000.0,,,,1425000000.0,,453000000.0,,,,,,,,869000000.0,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.293753600,2586000000.0,,,0.0,5149000000.0,1724000000.0,,5811000000.0,-383000000.0,908000000.0,2620000000.0,150000000.0,158000000.0,7143000000.0,962000000.0,10944000000.0,,164000000.0,3518000000.0,5868000000.0,1.53,,1188000000.0,180000000.0,,,9767000000.0,158000000.0,840000000.0,-155000000.0,0.0,13698000000.0,3518000000.0,,,,,1523000000.0,4058000000.0,11017000000.0,,2337000000.0,1814000000.0,434000000.0,-594000000.0,475000000.0,1000000.0,20841000000.0,736000000.0,1816000000.0,5978000000.0,911000000.0,3900000000.0,1188000000.0,434000000.0,434000000.0,435000000.0,3283000000.0,,1334000000.0,-220000000.0,356000000.0,3466000000.0,9757000000.0,-233000000.0,50000000.0,7143000000.0,,1814000000.0,1088000000.0,,,5133000000.0,9807000000.0,9769000000.0,3518000000.0,-194000000.0,20718000000.0,3099000000.0,521000000.0,8431000000.0,0.0,534000000.0,,,,-1029000000.0,578000000.0,12000000.0,2970000000.0,911000000.0,1098000000.0,475000000.0,3101000000.0,,1450000000.0,1447000000.0,,,2954000000.0,8564000000.0,13575000000.0,452000000.0,3676000000.0,2376000000.0,-10000000.0,2376000000.0,-475000000.0,,0.0,3676000000.0,3518000000.0,18000000.0,2994000000.0,1449000000.0,-182000000.0,2828000000.0,,1000000.0,-134000000.0,2739000000.0,73000000.0,,,,,153000000.0,0.0,-99000000.0,-1290000000.0,-4194000000.0,11000000.0,,1884000000.0,84000000.0,,870000000.0,-3992000000.0,,,,,-334000000.0,-1290000000.0,690000000.0,0.0,,2739000000.0,63000000.0,,,1.53,922000000.0,947000000.0,,63000000.0,,666000000.0,,,,,15000000.0,,,,1867000000.0,,487000000.0,1869000000.0,,1634000000.0,,,8378000000.0,12000000.0,689000000.0,-10000000.0,2510000000.0,,,-2196000000.0,123000000.0,0.0,-841000000.0,12464000000.0,,,,,,,,,,,
1970-01-01 00:00:01.301529600,,,,,6212000000.0,,,,-3000000.0,,,,,8288000000.0,854000000.0,,,178000000.0,,5309000000.0,,,,,,,10159000000.0,252000000.0,,-79000000.0,,13322000000.0,,,,,,599000000.0,3024000000.0,11521000000.0,0.34,,,403000000.0,,,,21610000000.0,1451000000.0,,,,,,403000000.0,403000000.0,,,,,,345000000.0,134000000.0,,,,,,,1072000000.0,,,,10079000000.0,,4477000000.0,-107000000.0,,3214000000.0,,8264000000.0,0.0,,1188000000.0,0.34,,-2000000.0,562000000.0,,1952000000.0,2773000000.0,3906000000.0,446000000.0,,,,1353000000.0,,,,,,583000000.0,,2218000000.0,,,-504000000.0,,0.0,4729000000.0,4477000000.0,180000000.0,,1443000000.0,,3518000000.0,,141000000.0,-141000000.0,,43000000.0,,,-233000000.0,,154000000.0,-21000000.0,-511000000.0,,,,,,103000000.0,,1592000000.0,,,,,,,,959000000.0,-158000000.0,,,57000000.0,,,,794000000.0,,,,,1013000000.0,,,1189000000.0,,170000000.0,,,,1129000000.0,,498000000.0,,,,,,,,804000000.0,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.309392000,,,,,5588000000.0,,,,48000000.0,,,,,7680000000.0,913000000.0,,,179000000.0,,5311000000.0,,,,,,,10033000000.0,721000000.0,,-651000000.0,,13216000000.0,,,,,,858000000.0,3300000000.0,10899000000.0,0.49,,,587000000.0,,,,20896000000.0,571000000.0,,,,,,588000000.0,587000000.0,,,,,,379000000.0,1777000000.0,,,,,,,1053000000.0,,,,9987000000.0,,3842000000.0,-667000000.0,,2708000000.0,,8213000000.0,0.0,,1189000000.0,0.49,,-36000000.0,513000000.0,,2247000000.0,2161000000.0,2295000000.0,480000000.0,,,,1389000000.0,,,,,,804000000.0,,2107000000.0,,,-501000000.0,,0.0,4563000000.0,3842000000.0,216000000.0,,1463000000.0,,4477000000.0,,0.0,-107000000.0,,38000000.0,,,474000000.0,,161000000.0,-1000000.0,-677000000.0,,,,,,83000000.0,,678000000.0,,,,,,,,-635000000.0,0.0,,,64000000.0,,,,783000000.0,,,,,-138000000.0,,,1189000000.0,,21000000.0,,,,1249000000.0,,468000000.0,,,,,,,,1021000000.0,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.317340800,,,,0.0,4527000000.0,,,,243000000.0,,,,,8000000000.0,889000000.0,,,179000000.0,,5373000000.0,,,,,,,11277000000.0,1374000000.0,,-830000000.0,,13239000000.0,,,,,,1760000000.0,3409000000.0,9900000000.0,1.05,,,1251000000.0,,,,21239000000.0,615000000.0,,,,,,1251000000.0,1251000000.0,,,,,,157000000.0,1843000000.0,,,,,,,1050000000.0,,,,11331000000.0,,3911000000.0,-637000000.0,,2530000000.0,,8441000000.0,-66000000.0,,1190000000.0,1.05,,6000000.0,499000000.0,,2359000000.0,1536000000.0,2295000000.0,541000000.0,,,,599000000.0,,,,,,1757000000.0,,2081000000.0,,,0.0,,0.0,5285000000.0,3911000000.0,1010000000.0,,1497000000.0,,3842000000.0,,1000000.0,-81000000.0,,69000000.0,,,232000000.0,,167000000.0,-2000000.0,11000000.0,,,,,,332000000.0,,696000000.0,,,,,,,,69000000.0,0.0,,,60000000.0,,,,809000000.0,,,,,-977000000.0,,,1190000000.0,,13000000.0,,,,1511000000.0,,436000000.0,,,,,,,,2005000000.0,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.325289600,4885000000.0,-380000000.0,,0.0,6266000000.0,1939000000.0,,4252000000.0,1023000000.0,937000000.0,3330000000.0,297000000.0,817000000.0,9669000000.0,1141000000.0,10518000000.0,,188000000.0,4965000000.0,4252000000.0,2.89,,1190000000.0,288000000.0,,,12466000000.0,993000000.0,-744000000.0,-486000000.0,0.0,13556000000.0,4965000000.0,,,,,928000000.0,4500000000.0,10518000000.0,,4768000000.0,3438000000.0,1197000000.0,-713000000.0,538000000.0,1331000000.0,23225000000.0,693000000.0,3439000000.0,4993000000.0,1046000000.0,4355000000.0,1189000000.0,1197000000.0,1197000000.0,185000000.0,3796000000.0,,1398000000.0,-246000000.0,207000000.0,1421000000.0,12699000000.0,318000000.0,2925000000.0,9669000000.0,,3438000000.0,1180000000.0,,,6266000000.0,12699000000.0,12466000000.0,4965000000.0,185000000.0,23225000000.0,3493000000.0,1329000000.0,8709000000.0,-445000000.0,724000000.0,,,804000000.0,842000000.0,474000000.0,11000000.0,3320000000.0,1046000000.0,1596000000.0,577000000.0,3431000000.0,,1551000000.0,2392000000.0,,,3775000000.0,9878000000.0,13556000000.0,1623000000.0,5782000000.0,2024000000.0,-122000000.0,2024000000.0,0.0,,0.0,5958000000.0,4965000000.0,-475000000.0,5653000000.0,1551000000.0,-79000000.0,3911000000.0,,1331000000.0,-116000000.0,2918000000.0,-70000000.0,,,-899000000.0,,146000000.0,-4000000.0,1000000.0,-1367000000.0,-188000000.0,135000000.0,,3518000000.0,880000000.0,,809000000.0,-1226000000.0,,,,,-445000000.0,-1367000000.0,1054000000.0,-88000000.0,,2918000000.0,44000000.0,,,2.89,937000000.0,474000000.0,-426000000.0,44000000.0,,-642000000.0,,,,,93000000.0,,,,1981000000.0,,537000000.0,1981000000.0,,1447000000.0,,,8709000000.0,11000000.0,1741000000.0,-28000000.0,-1176000000.0,,,-1005000000.0,161000000.0,0.0,-2046000000.0,14233000000.0,,,,,,,,,,,
1970-01-01 00:00:01.333152000,,,,,8142000000.0,,,,14000000.0,,,,,9193000000.0,1040000000.0,,,192000000.0,,4444000000.0,,,,,,,12912000000.0,1028000000.0,,-478000000.0,,16440000000.0,,,,,,625000000.0,3350000000.0,12586000000.0,0.37,,,444000000.0,,,,25633000000.0,-657000000.0,,,,,,444000000.0,444000000.0,,,,,,0.0,1396000000.0,,,,,,,1162000000.0,,,,13038000000.0,,4548000000.0,-2763000000.0,,3411000000.0,,10765000000.0,0.0,,1190000000.0,0.37,-688000000.0,-2000000.0,573000000.0,,2188000000.0,3389000000.0,1596000000.0,700000000.0,,,,1563000000.0,,,,,,607000000.0,,2679000000.0,,,-600000000.0,,0.0,5576000000.0,4548000000.0,163000000.0,,1576000000.0,,4965000000.0,,1675000000.0,-2728000000.0,,40000000.0,,,36000000.0,,240000000.0,0.0,405000000.0,,,,,,430000000.0,,2071000000.0,,,,,,,,-417000000.0,-53000000.0,,,38000000.0,,,,856000000.0,,,,,1536000000.0,,,1191000000.0,,58000000.0,,,,1276000000.0,,523000000.0,,,,,,,,839000000.0,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.341014400,,,,,7465000000.0,,,,58000000.0,,,,,7536000000.0,1194000000.0,,,210000000.0,,4240000000.0,,,,,,,12260000000.0,745000000.0,,-106000000.0,,16952000000.0,,,,,,-288000000.0,3898000000.0,11705000000.0,0.55,,,661000000.0,,,,24488000000.0,51000000.0,,,,,,661000000.0,661000000.0,,,,,,0.0,98000000.0,,,,,,,1212000000.0,,,,12774000000.0,,3376000000.0,136000000.0,,3185000000.0,,11163000000.0,0.0,,1191000000.0,0.55,-64000000.0,-48000000.0,565000000.0,,2686000000.0,2862000000.0,2754000000.0,701000000.0,,,,2974000000.0,,,,,,865000000.0,,2689000000.0,,,-423000000.0,,0.0,4121000000.0,3376000000.0,204000000.0,,1656000000.0,,4548000000.0,,1450000000.0,-278000000.0,,39000000.0,,,326000000.0,,157000000.0,-1310000000.0,-1706000000.0,,,,,,511000000.0,,329000000.0,,,,,,,,-1172000000.0,0.0,,,49000000.0,,,,899000000.0,,,,,-431000000.0,,,1192000000.0,,25000000.0,,,,1259000000.0,,568000000.0,,,,,,,,1114000000.0,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.348963200,,,,0.0,7403000000.0,,,,-246000000.0,,,,,7656000000.0,1216000000.0,,,220000000.0,,3620000000.0,,,,,,,12880000000.0,,,-321000000.0,,16676000000.0,,,,,,932000000.0,3952000000.0,11023000000.0,0.52,,,618000000.0,,,,24332000000.0,3293000000.0,,,,,,618000000.0,618000000.0,,,,,,535000000.0,1224000000.0,,,,,,,1257000000.0,,,,13300000000.0,,3926000000.0,142000000.0,,2922000000.0,,11015000000.0,-2757000000.0,,1192000000.0,0.52,407000000.0,-103000000.0,986000000.0,,2695000000.0,2032000000.0,997000000.0,,,,,1763000000.0,,,,,,822000000.0,,2527000000.0,,,-290000000.0,,0.0,3926000000.0,3926000000.0,204000000.0,,1632000000.0,,3376000000.0,,1000000000.0,2636000000.0,,41000000.0,,,226000000.0,,814000000.0,0.0,-277000000.0,,,,,,576000000.0,,657000000.0,,,,,,,,550000000.0,0.0,,,49000000.0,,,,835000000.0,,,,,-151000000.0,,,1193000000.0,,15000000.0,,,,2288000000.0,,547000000.0,,,,,,,,1083000000.0,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.356912000,4072000000.0,408000000.0,,0.0,6689000000.0,2268000000.0,,6007000000.0,280000000.0,911000000.0,3148000000.0,105000000.0,154000000.0,7033000000.0,1455000000.0,12696000000.0,,241000000.0,2475000000.0,6007000000.0,2.37,,1192000000.0,332000000.0,,,13976000000.0,154000000.0,-9000000.0,-117000000.0,0.0,19836000000.0,2475000000.0,,,,,1590000000.0,5022000000.0,12696000000.0,0.92,3823000000.0,2826000000.0,1104000000.0,-1310000000.0,633000000.0,600000000.0,26870000000.0,633000000.0,2827000000.0,7152000000.0,1383000000.0,4998000000.0,1191000000.0,1104000000.0,1104000000.0,69000000.0,4905000000.0,,1654000000.0,-53000000.0,332000000.0,97000000.0,14166000000.0,106000000.0,4375000000.0,7033000000.0,,2826000000.0,1367000000.0,,,6689000000.0,14166000000.0,13976000000.0,2477000000.0,-3479000000.0,26870000000.0,3915000000.0,996000000.0,13274000000.0,-1022000000.0,863000000.0,1192000000.0,0.93,753000000.0,-26000000.0,572000000.0,59000000.0,3655000000.0,1383000000.0,4375000000.0,633000000.0,3915000000.0,,1710000000.0,2065000000.0,,,3652000000.0,11224000000.0,19836000000.0,1528000000.0,2629000000.0,3234000000.0,-3337000000.0,3234000000.0,-3401000000.0,,1229000000.0,2629000000.0,2475000000.0,424000000.0,4861000000.0,1710000000.0,-181000000.0,3926000000.0,,600000000.0,-132000000.0,3112000000.0,56000000.0,,,-886000000.0,,69000000.0,0.0,1384000000.0,-1404000000.0,-5898000000.0,97000000.0,,4965000000.0,137000000.0,552000000.0,765000000.0,-5796000000.0,996000000.0,,,,-504000000.0,-1404000000.0,-1449000000.0,0.0,552000000.0,3112000000.0,64000000.0,,,2.37,911000000.0,572000000.0,-297000000.0,64000000.0,,-724000000.0,,,1194000000.0,,7000000.0,,,,2108000000.0,,630000000.0,2108000000.0,,-2490000000.0,,,13274000000.0,59000000.0,1584000000.0,0.0,-194000000.0,,,-4714000000.0,175000000.0,1229000000.0,-1048000000.0,16222000000.0,,,,,,,,,,,
1970-01-01 00:00:01.364688000,,,,,8309000000.0,,,,32000000.0,,,,,9269000000.0,1172000000.0,,,233000000.0,,6032000000.0,,,,,,,14500000000.0,129000000.0,,-250000000.0,,20025000000.0,,,,,,659000000.0,3601000000.0,14341000000.0,0.44,,,520000000.0,,,,29294000000.0,2061000000.0,,,,,,520000000.0,520000000.0,,,,,,346000000.0,173000000.0,,,,,,,1210000000.0,,,,14944000000.0,,4473000000.0,-220000000.0,,3843000000.0,,13512000000.0,0.0,,1193000000.0,0.44,-881000000.0,-23000000.0,535000000.0,,2391000000.0,3959000000.0,4438000000.0,263000000.0,,,,1732000000.0,,,,,,621000000.0,,3168000000.0,-12000000.0,,0.0,,1229000000.0,4602000000.0,4473000000.0,101000000.0,,1725000000.0,,2477000000.0,,600000000.0,-101000000.0,,44000000.0,,,97000000.0,,92000000.0,0.0,4000000.0,,,,,,143000000.0,552000000.0,2162000000.0,,,,,,,,1996000000.0,0.0,,,65000000.0,,,,809000000.0,,,,,1581000000.0,101000000.0,,1195000000.0,,4000000.0,,,,1743000000.0,,557000000.0,,,,,,,,898000000.0,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.372550400,,,,,7797000000.0,,,,48000000.0,,,,,7776000000.0,1291000000.0,,,245000000.0,,5319000000.0,,,,,,,14212000000.0,296000000.0,,-950000000.0,,19717000000.0,,,,,,1006000000.0,4062000000.0,13116000000.0,0.61,,,725000000.0,,,,27494000000.0,179000000.0,,,,,,724000000.0,725000000.0,,,,,,407000000.0,107000000.0,,,,,,,1207000000.0,,,,14369000000.0,,3386000000.0,-242000000.0,,3379000000.0,,13333000000.0,0.0,,1193000000.0,0.61,-64000000.0,-19000000.0,518000000.0,,2855000000.0,3125000000.0,,495000000.0,,,,1849000000.0,,,,,,963000000.0,,2996000000.0,-87000000.0,,0.0,,1229000000.0,3682000000.0,3386000000.0,239000000.0,,1751000000.0,,4473000000.0,,,-141000000.0,,49000000.0,,,373000000.0,,97000000.0,-1013000000.0,-1008000000.0,,,,,,936000000.0,395000000.0,320000000.0,,,,,,,,-1087000000.0,0.0,,,62000000.0,,,,883000000.0,,,,,-450000000.0,239000000.0,,1195000000.0,,5000000.0,,,,1405000000.0,,567000000.0,,,,,,,,1257000000.0,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.380499200,,,,0.0,7431000000.0,,,,27000000.0,,,,,7197000000.0,1193000000.0,,,236000000.0,,5187000000.0,,,,,,,14973000000.0,221000000.0,,-158000000.0,,20336000000.0,,,,,,1059000000.0,4046000000.0,12618000000.0,0.64,,,762000000.0,,,,27534000000.0,439000000.0,,,,,,761000000.0,762000000.0,,,,,,413000000.0,109000000.0,,,,,,,1241000000.0,,,,14907000000.0,,3255000000.0,-1077000000.0,,3052000000.0,,13876000000.0,0.0,,1193000000.0,0.64,89000000.0,-18000000.0,506000000.0,,2804000000.0,2235000000.0,,524000000.0,,,,1745000000.0,,,,,,1035000000.0,,3108000000.0,-1032000000.0,,-624000000.0,,1229000000.0,3476000000.0,3255000000.0,274000000.0,,1771000000.0,,3386000000.0,,,-119000000.0,,45000000.0,,,296000000.0,,91000000.0,0.0,403000000.0,,,,,,232000000.0,374000000.0,558000000.0,,,,,,,,-131000000.0,0.0,,,64000000.0,,,,793000000.0,,,,,-503000000.0,274000000.0,,1195000000.0,,27000000.0,,,,1697000000.0,,552000000.0,,,,,,,,1316000000.0,,,,,,,,,,,,,,,,,,,,
