,trailingOtherIncomeExpense,trailingGrossProfit,annualOperatingCashFlow,annualTotalNonCurrentAssets,quarterlyOperatingExpense,quarterlyPretaxIncome,annualGrossProfit,quarterlyOtherIntangibleAssets,annualOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,quarterlyRepaymentOfDebt,quarterlyTaxProvision,annualInventory,quarterlyNetPPE,annualEbitda,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyBeginningCashPosition,annualNetPPE,quarterlyCapitalStock,annualOtherIncomeExpense,annualGrossPPE,quarterlyCurrentDebt,quarterlyInterestExpense,annualChangeInInventory,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyAccumulatedDepreciation,annualPurchaseOfBusiness,quarterlyCashFlowFromContinuingFinancingActivities,annualOtherNonCurrentLiabilities,annualBeginningCashPosition,quarterlyOperatingCashFlow,annualDeferredIncomeTax,trailingOperatingExpense,annualInvestingCashFlow,quarterlyDilutedEPS,annualCapitalExpenditure,annualPretaxIncome,annualNonCurrentDeferredTaxesLiabilities,quarterlyGrossPPE,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,annualChangesInAccountReceivables,annualNonCurrentDeferredRevenue,annualAccumulatedDepreciation,quarterlyNonCurrentDeferredRevenue,quarterlyDilutedAverageShares,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyGainsLossesNotAffectingRetainedEarnings,annualBasicEPS,trailingNetIncomeContinuousOperations,annualOtherCurrentLiabilities,quarterlyEbitda,annualChangeInCashSupplementalAsReported,annualGoodwill,annualNetOtherFinancingCharges,trailingInterestExpense,annualCashFlowFromContinuingFinancingActivities,annualInterestExpense,annualPurchaseOfInvestment,annualRepaymentOfDebt,annualCapitalStock,annualTotalRevenue,annualAccountsPayable,annualOperatingIncome,quarterlyOtherNonCashItems,trailingOperatingIncome,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualCommonStockIssuance,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,annualOtherShortTermInvestments,annualFreeCashFlow,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,annualTotalLiabilitiesNetMinorityInterest,annualEndCashPosition,trailingCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingTotalRevenue,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,quarterlyRetainedEarnings,annualDilutedEPS,annualOtherCurrentAssets,quarterlyTotalRevenue,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,quarterlyPurchaseOfInvestment,quarterlyTotalNonCurrentAssets,quarterlyOperatingIncome,annualBasicAverageShares,trailingTaxProvision,trailingNetIncome,quarterlyTotalLiabilitiesNetMinorityInterest,annualCurrentDebt,annualNetIncome,trailingPretaxIncome,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,quarterlyTotalAssets,annualCashDividendsPaid,annualOperatingExpense,annualNetIncomeContinuousOperations,trailingSellingGeneralAndAdministration,annualGainsLossesNotAffectingRetainedEarnings,annualCostOfRevenue,quarterlyFreeCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualSaleOfInvestment,quarterlyOtherCurrentAssets,annualRepurchaseOfCapitalStock,annualStockholdersEquity,annualSellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,annualOtherNonCashItems,annualCurrentAssets,annualOtherNonCurrentAssets,annualLongTermDebt,annualDilutedAverageShares,annualDepreciationAndAmortization,annualNetIncomeCommonStockholders,quarterlyGoodwill,trailingNetIncomeCommonStockholders,annualCurrentLiabilities,annualCurrentAccruedExpenses,annualRetainedEarnings,quarterlyEndCashPosition,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyInvestingCashFlow,quarterlyAccountsReceivable,annualTotalAssets,quarterlyCostOfRevenue,annualTaxProvision,quarterlyCurrentAccruedExpenses,quarterlyInvestmentsAndAdvances,quarterlyGrossProfit,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyNonCurrentDeferredTaxesLiabilities,annualAccountsReceivable,quarterlyLongTermDebt,quarterlyBasicAverageShares,quarterlyBasicEPS,trailingBeginningCashPosition,trailingBasicAverageShares,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,quarterlyStockBasedCompensation,trailingCommonStockIssuance,annualResearchAndDevelopment,quarterlyDepreciationAndAmortization,trailingPurchaseOfBusiness,quarterlyRepurchaseOfCapitalStock,trailingOtherNonCashItems,quarterlySaleOfInvestment,trailingChangeInWorkingCapital,trailingCashFlowFromContinuingFinancingActivities,trailingBasicEPS,trailingDilutedEPS,trailingRepaymentOfDebt,quarterlyResearchAndDevelopment,trailingStockBasedCompensation,quarterlyChangeInAccountPayable,trailingPurchaseOfInvestment,quarterlyChangeInInventory,annualCurrentDeferredRevenue,trailingChangesInAccountReceivables,annualStockBasedCompensation,quarterlyCommonStockIssuance,quarterlyDeferredIncomeTax,trailingCapitalExpenditure,trailingNetOtherInvestingChanges,annualIncomeTaxPayable,trailingChangeInInventory,trailingChangeInAccountPayable,quarterlyPurchaseOfBusiness,trailingCashDividendsPaid,trailingEndCashPosition,trailingOperatingCashFlow,trailingNetOtherFinancingCharges,trailingInvestingCashFlow,trailingDepreciationAndAmortization,trailingSaleOfInvestment,quarterlyCapitalExpenditure,trailingDeferredIncomeTax,quarterlyCurrentDeferredRevenue,trailingResearchAndDevelopment,quarterlyIncomeTaxPayable,trailingRepurchaseOfCapitalStock,trailingDilutedAverageShares,trailingFreeCashFlow
1096502400,,,,,7569000000.0,3535000000.0,,44378000000.0,,,,1290000000.0,,43604000000.0,,7683000000.0,7683000000.0,0.0,,,,,11776000000.0,970000000.0,,1637000000.0,,-27390570900.0,,,,,0.0,,,,0.868365,,,,70960794100.0,,,,,,,1589193135.0,,12039000000.0,26003418700.0,,,,4505000000.0,,,,,,,,,,,,,,,,,,20109000000.0,7569000000.0,,,,24280000000.0,,,,43573000000.0,,,,22080734200.0,,,23702000000.0,,,,95875000000.0,3613000000.0,,,,67853000000.0,,,,1380000000.0,,115984000000.0,,,,,,,0.0,2245000000.0,1380000000.0,,0.0,,,,4804000000.0,,,,,,,,,,,,,0.0,48131000000.0,,0.0,4195000000.0,,12520000000.0,,465000000.0,,11182000000.0,638000000.0,7221000000.0,3287000000.0,,35482000000.0,1589193135.0,0.868365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104451200,,,15282000000.0,99798000000.0,8089000000.0,3155000000.0,43987000000.0,46845000000.0,46845000000.0,6822000000.0,,-847000000.0,7853000000.0,46422000000.0,21660000000.0,6822000000.0,6822000000.0,0.0,46422000000.0,0.0,1129000000.0,77164000000.0,9526000000.0,1095000000.0,-1243000000.0,3566000000.0,,-30742000000.0,-14751000000.0,,2749000000.0,8228000000.0,15282000000.0,-1004000000.0,,-21478000000.0,,-6902000000.0,11644000000.0,4157000000.0,77164000000.0,11014000000.0,,-108000000.0,,-30742000000.0,,,,0.0,-6652000000.0,16.333333,,0.0,4250000000.0,-1406000000.0,,-1466000000.0,,4790000000.0,3764000000.0,,-17463000000.0,0.0,93956000000.0,11014000000.0,13738000000.0,,,45137000000.0,,,20879000000.0,8089000000.0,,8380000000.0,,23495000000.0,68632000000.0,6822000000.0,,45137000000.0,,298000000.0,,18995000000.0,16.333333,0.0,25674000000.0,0.0,6822000000.0,,99798000000.0,3806000000.0,317838000.0,,,68632000000.0,9526000000.0,5831000000.0,,1960000000.0,759000000.0,120677000000.0,-843000000.0,30249000000.0,9249000000.0,,-6652000000.0,49969000000.0,8380000000.0,4002000000.0,1960000000.0,,0.0,,35324000000.0,30249000000.0,2749000000.0,487000000.0,20879000000.0,3566000000.0,36285000000.0,317838000.0,6252000000.0,5831000000.0,,,23495000000.0,394000000.0,18995000000.0,6822000000.0,35324000000.0,,-21478000000.0,3346000000.0,120677000000.0,13779000000.0,2395000000.0,394000000.0,759000000.0,11895000000.0,343000000.0,7853000000.0,4157000000.0,3346000000.0,36285000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112227200,,,,,7657000000.0,1979000000.0,,47196000000.0,,,,874000000.0,,43965000000.0,,5814000000.0,5814000000.0,0.0,,,,,9619000000.0,1026000000.0,,2054000000.0,,-30809615050.0,,,,,0.0,,,,0.450543,,,,74773897200.0,,,,,,,1589193135.0,,12908000000.0,32953669450.0,,,,3005000000.0,,,,,,,,,,,,,,,,,,21087000000.0,7657000000.0,,,,22993000000.0,,,,45265000000.0,,,0.0,19754334550.0,,,22858000000.0,,,,99877000000.0,2716000000.0,,,,68258000000.0,,,,716000000.0,,120964000000.0,,,,,,,0.0,1105000000.0,716000000.0,,755000000.0,,,,4881000000.0,,,,,,,,,,,,,0.0,52706000000.0,,0.0,5705000000.0,,12485000000.0,,466000000.0,,10373000000.0,174000000.0,7764000000.0,4200000000.0,,36184000000.0,1589193135.0,0.450543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120089600,,,,,8520000000.0,3376000000.0,,47279000000.0,,,,1260000000.0,,43589000000.0,,10276000000.0,10276000000.0,0.0,,,,,3952000000.0,1064000000.0,,2578000000.0,,-29650724690.0,,,,,0.0,,,,0.790895,,,,73164963280.0,,,,,,,1789113135.0,,12604000000.0,41440084960.0,,,,4440000000.0,,,,,,,,,,,,,,,,,,25146000000.0,8520000000.0,,,,16905000000.0,,,,46512000000.0,,,,20505104280.0,,,26886000000.0,,,,100327000000.0,4258000000.0,,,,63417000000.0,,,,1415000000.0,,125473000000.0,,,,,,,0.0,2116000000.0,1415000000.0,,0.0,,,,5487000000.0,,,,,,,,,,,,,0.0,62056000000.0,,0.0,5815000000.0,,14108000000.0,,349000000.0,,12778000000.0,19000000.0,8066000000.0,3872000000.0,,37153000000.0,1789113135.0,0.790895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128038400,,,,,8389000000.0,3412000000.0,,47917000000.0,,,,1144000000.0,,44021000000.0,,8533000000.0,8533000000.0,0.0,,,,,1757000000.0,1026000000.0,,3171000000.0,,-29683915460.0,,,,,0.0,,,,0.917214,,,,73655703240.0,,,,,,,1789113135.0,,13011000000.0,42562366640.0,,,,4438000000.0,,,,,,,,,,,,,,,,,,23032000000.0,8389000000.0,,,,15237000000.0,,,,44185000000.0,,,,22195693220.0,,,26625000000.0,,,,101216000000.0,4144000000.0,,,,59422000000.0,,,,1641000000.0,,124248000000.0,,,,,,,0.0,2268000000.0,1641000000.0,,0.0,,,,5894000000.0,,,,,,,,,,,,,0.0,64826000000.0,,0.0,4818000000.0,,14092000000.0,,469000000.0,,12533000000.0,116000000.0,7937000000.0,3498000000.0,,34793000000.0,1789113135.0,0.917214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135987200,,,13728000000.0,103258000000.0,8955000000.0,3801000000.0,49387000000.0,48937000000.0,48937000000.0,8140000000.0,,1270000000.0,7696000000.0,44730000000.0,23918000000.0,8140000000.0,8140000000.0,0.0,44730000000.0,0.0,991000000.0,78320000000.0,4883000000.0,1064000000.0,-344000000.0,7603000000.0,,-33590000000.0,20000000.0,,3513000000.0,7111000000.0,13728000000.0,-288000000.0,,-6485000000.0,,-4036000000.0,12696000000.0,3275000000.0,78320000000.0,12546000000.0,,-378000000.0,,-33590000000.0,,,,0.0,-8240000000.0,14.5,,0.0,4865000000.0,1029000000.0,,-1434000000.0,,-6214000000.0,4520000000.0,,-13504000000.0,0.0,105582000000.0,12546000000.0,15587000000.0,,,38967000000.0,,7837000000.0,22740000000.0,8955000000.0,0.0,9692000000.0,,19839000000.0,58806000000.0,8140000000.0,,38967000000.0,,-899000000.0,0.0,24983000000.0,14.5,465000000.0,28186000000.0,-2469000000.0,8140000000.0,,103258000000.0,4352000000.0,341899800.0,,,58806000000.0,4883000000.0,5549000000.0,,1696000000.0,758000000.0,125998000000.0,-1022000000.0,33800000000.0,8158000000.0,,-8240000000.0,56195000000.0,9692000000.0,2577000000.0,1696000000.0,,465000000.0,,47851000000.0,33800000000.0,3513000000.0,55000000.0,22740000000.0,7603000000.0,29732000000.0,341899800.0,6702000000.0,5549000000.0,,,19839000000.0,401000000.0,24983000000.0,8140000000.0,47851000000.0,,-6485000000.0,3796000000.0,125998000000.0,14879000000.0,4584000000.0,401000000.0,758000000.0,13307000000.0,339000000.0,7696000000.0,3275000000.0,3796000000.0,29732000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143763200,,,,,9328000000.0,2515000000.0,,50989000000.0,,,,867000000.0,,48732000000.0,,7915000000.0,7915000000.0,0.0,,,,,5872000000.0,964000000.0,,2768000000.0,,-34510577310.0,,,,,0.0,,,,0.613712,,,,83241648270.0,,,,,,,1789113135.0,,16307000000.0,34412504940.0,,,,3479000000.0,,,,,,,,,,,,,,,,,,21975000000.0,9328000000.0,,,,22627000000.0,,,,43242000000.0,,,,32407469820.0,,,27525000000.0,,,,110713000000.0,3269000000.0,,,,65869000000.0,,,,1098000000.0,,132688000000.0,,,,,,,0.0,1648000000.0,1098000000.0,,0.0,,,,7600000000.0,,,,,,,,,,,,,0.0,66819000000.0,,0.0,5292000000.0,,14928000000.0,,448000000.0,,12597000000.0,-183000000.0,6597000000.0,3475000000.0,,29650000000.0,1789113135.0,0.613712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151625600,,,,,10114000000.0,3320000000.0,,52906000000.0,,,,1101000000.0,,50376000000.0,,8680000000.0,8680000000.0,0.0,,,,,9004000000.0,1021000000.0,,2832000000.0,,-33540583530.0,,,,,0.0,,,,1.017264,,,,83845836870.0,,,,,,,1789113135.0,,16747000000.0,70038315390.0,,,,4341000000.0,,,,,,,,,,,,,,,,,,24236000000.0,10114000000.0,,,,26125000000.0,,,,41044000000.0,,,,,,,31869000000.0,,,,113063000000.0,4846000000.0,,,,67169000000.0,,,,1820000000.0,,137299000000.0,,,,,,,0.0,2219000000.0,1820000000.0,,0.0,,,,6947000000.0,,,,,,,,,,,,,0.0,70130000000.0,,0.0,5817000000.0,,16909000000.0,,374000000.0,,14960000000.0,-671000000.0,7131000000.0,3657000000.0,,27843000000.0,1789113135.0,1.017264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159574400,,,,,10177000000.0,4177000000.0,,54054000000.0,,,,1399000000.0,,50513000000.0,,10821000000.0,10821000000.0,0.0,,,,,11067000000.0,1009000000.0,,3873000000.0,,-33583500000.0,,,,,0.0,,,,1.078188,,,,84090450000.0,,,,,,,1789113135.0,,16773000000.0,75156800000.0,,,,5186000000.0,,,,,,,,,,,,,,,,,,25975000000.0,10177000000.0,,,,28300000000.0,,,,38034000000.0,,,,,,,32152000000.0,,,,115524000000.0,4453000000.0,,,,66334000000.0,,,,1929000000.0,,141499000000.0,,,,,,,0.0,2778000000.0,1929000000.0,,0.0,,,,4483000000.0,,,,,,,,,,,,,0.0,75165000000.0,,0.0,5805000000.0,,17522000000.0,,460000000.0,,14630000000.0,539000000.0,7133000000.0,3419000000.0,,27446000000.0,1789113135.0,1.078188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167523200,,,16139000000.0,119981000000.0,11297000000.0,3910000000.0,58487000000.0,52651000000.0,52651000000.0,7936000000.0,,1412000000.0,8129000000.0,52898000000.0,25661000000.0,7936000000.0,7936000000.0,0.0,52898000000.0,0.0,-56000000.0,97482000000.0,5930000000.0,1000000000.0,-1047000000.0,8399000000.0,,-44584000000.0,-6602000000.0,,4625000000.0,8558000000.0,16139000000.0,18000000.0,,-15401000000.0,,-5225000000.0,14001000000.0,3834000000.0,97482000000.0,3510000000.0,,-442000000.0,,-44584000000.0,,,,12976000000.0,-8356000000.0,16.5,,12976000000.0,4910000000.0,-674000000.0,3182000000.0,-4533000000.0,,-1412000000.0,4040000000.0,46000000.0,-4536000000.0,0.0,126427000000.0,3510000000.0,17390000000.0,,,45825000000.0,,0.0,25409000000.0,11297000000.0,,10914000000.0,,25337000000.0,71162000000.0,7936000000.0,,45825000000.0,,-894000000.0,,30988000000.0,16.5,669000000.0,33895000000.0,-3620000000.0,7936000000.0,,119981000000.0,4701000000.0,357822600.0,,,71162000000.0,5930000000.0,6622000000.0,,1717000000.0,768000000.0,145390000000.0,-1406000000.0,41097000000.0,9195000000.0,,-8356000000.0,67940000000.0,10914000000.0,2498000000.0,1717000000.0,,669000000.0,,54220000000.0,41097000000.0,4625000000.0,200000000.0,25409000000.0,8399000000.0,34251000000.0,357822600.0,7620000000.0,6622000000.0,3182000000.0,,25337000000.0,426000000.0,30988000000.0,7936000000.0,54220000000.0,,-15401000000.0,6336000000.0,145390000000.0,17897000000.0,4806000000.0,426000000.0,768000000.0,15998000000.0,45000000.0,8129000000.0,3834000000.0,6336000000.0,34251000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1175299200,,,,,10843000000.0,2392000000.0,,57062000000.0,,,,730000000.0,,50316000000.0,,9949000000.0,9949000000.0,0.0,,,,,5481000000.0,1048000000.0,,6333000000.0,,,,,,,0.0,,,,0.587442,,,,50301930360.0,,,,,,,1789113135.0,,20055000000.0,75762038220.0,,,,3440000000.0,,,,,,,,,,,,,,,,,,28119000000.0,10843000000.0,,,,25967000000.0,,,,48857000000.0,,,,,,,31576000000.0,,,,122478000000.0,3116000000.0,,,,74824000000.0,,,,1051000000.0,,150597000000.0,,,,,,,0.0,1662000000.0,1051000000.0,,0.0,,,,4639000000.0,,,,,,,,,,,,,0.0,75773000000.0,,0.0,6320000000.0,,17617000000.0,,431000000.0,,13959000000.0,147000000.0,8410000000.0,3734000000.0,,37230000000.0,1789113135.0,0.587442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183161600,,,,,11646000000.0,4222000000.0,,57750000000.0,,,,1142000000.0,,50887000000.0,,8820000000.0,8820000000.0,0.0,,,,,6224000000.0,1212000000.0,,6701000000.0,,-44545203720.0,,,,,0.0,,,,1.250899,,,,95406196140.0,,,,,,,110900901.0,,18875000000.0,79384605660.0,,,,5434000000.0,,,,,,,,,,,,,,,,,,28199000000.0,11646000000.0,,,,25547000000.0,,,,47512000000.0,,,,,,,36006000000.0,,,,124290000000.0,5108000000.0,,,,73059000000.0,,,,2238000000.0,,152489000000.0,,,,,,,0.0,3080000000.0,2238000000.0,,0.0,,,,4440000000.0,,,,,,,,,,,,,0.0,79430000000.0,,0.0,6646000000.0,,19252000000.0,,448000000.0,,16754000000.0,127000000.0,9021000000.0,4227000000.0,,35594000000.0,110900901.0,1.250899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191110400,,,,,11864000000.0,4579000000.0,,58960000000.0,,,,1280000000.0,,52368000000.0,,10875000000.0,10875000000.0,0.0,,,,,8906000000.0,1056000000.0,,6700000000.0,,-44565727770.0,,,,,0.0,,,,1.309587,,,,96925265670.0,,,,,,,1789113135.0,,20296000000.0,84584155380.0,,,,5635000000.0,,,,,,,,,,,,,,,,,,30449000000.0,11864000000.0,,,,29667000000.0,,,,43585000000.0,,,,,,,36731000000.0,,,,127400000000.0,5077000000.0,,,,73252000000.0,,,,2343000000.0,,157849000000.0,,,,,,,0.0,3299000000.0,2343000000.0,,0.0,,,,4490000000.0,,,,,,,,,,,,,0.0,84597000000.0,,0.0,7079000000.0,,19790000000.0,,465000000.0,,16941000000.0,388000000.0,9147000000.0,4229000000.0,,31512000000.0,1789113135.0,1.309587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199059200,,,18022000000.0,132310000000.0,13302000000.0,5528000000.0,67755000000.0,56190000000.0,56190000000.0,11140000000.0,,1741000000.0,9803000000.0,54707000000.0,29552000000.0,11140000000.0,10456000000.0,0.0,54707000000.0,0.0,1102000000.0,103884000000.0,9364000000.0,1185000000.0,-1812000000.0,14242000000.0,,-49177000000.0,-128000000.0,,4771000000.0,8766000000.0,18022000000.0,-239000000.0,,-12437000000.0,,-6351000000.0,16886000000.0,3584000000.0,103884000000.0,18315000000.0,,-1536000000.0,,-49177000000.0,,,,1592000000.0,-8001000000.0,21.0,,1592000000.0,6713000000.0,1684000000.0,4044000000.0,-801000000.0,,-3901000000.0,4554000000.0,-1040000000.0,-10851000000.0,0.0,147556000000.0,18315000000.0,19569000000.0,,,42738000000.0,,0.0,33485000000.0,13302000000.0,684000000.0,11671000000.0,,33404000000.0,76142000000.0,10456000000.0,,42738000000.0,,-1880000000.0,684000000.0,38108000000.0,21.0,210000000.0,41473000000.0,-4918000000.0,10456000000.0,,132310000000.0,6083000000.0,357822600.0,,,76142000000.0,9364000000.0,8511000000.0,,2781000000.0,1863000000.0,165795000000.0,-1909000000.0,48186000000.0,11936000000.0,,-8001000000.0,79801000000.0,11671000000.0,3787000000.0,2781000000.0,,210000000.0,,64578000000.0,48186000000.0,4771000000.0,93000000.0,33485000000.0,14242000000.0,30665000000.0,357822600.0,8112000000.0,8511000000.0,4044000000.0,,33404000000.0,475000000.0,38108000000.0,10456000000.0,64578000000.0,,-12437000000.0,7944000000.0,165795000000.0,22088000000.0,4950000000.0,475000000.0,1863000000.0,19385000000.0,420000000.0,9803000000.0,3584000000.0,7944000000.0,30665000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1206921600,,,,,12297000000.0,2990000000.0,,60307000000.0,,,,952000000.0,,55059000000.0,,11489000000.0,11489000000.0,0.0,,,,,10045000000.0,1171000000.0,,7551000000.0,,-44553732860.0,,,,,0.0,,,,0.722146,,,,99580679560.0,,,,,,,1789113135.0,,22445000000.0,92257944680.0,,,,4161000000.0,,,,,,,,,,,,,,,,,,35325000000.0,12297000000.0,,,,32972000000.0,,,,42063000000.0,,,,,,,36181000000.0,,,,132016000000.0,3980000000.0,,,,75035000000.0,,,,1292000000.0,,167341000000.0,,,,,,,0.0,2038000000.0,1292000000.0,,0.0,,,,5811000000.0,,,,,,,,,,,,,0.0,92306000000.0,,0.0,8325000000.0,,19904000000.0,,482000000.0,,16277000000.0,24000000.0,10303000000.0,3439000000.0,,30492000000.0,1789113135.0,0.722146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214784000,,,,,13193019000.0,4809633000.0,,62566425000.0,,,,1328571000.0,,56078055000.0,,9444183000.0,9444183000.0,0.0,,,,,7137207000.0,1236692400.0,,17868765000.0,,-46407294000.0,,,,,0.0,,,,1.393069,,,,102485349000.0,,,,,,,71564525.0,,24532218000.0,94122561000.0,,,,5839533000.0,,,,,,,,,,,,,,,,,,35438859000.0,13193019000.0,,,,31669425000.0,,,,46160118000.0,,,,,,,40485369000.0,,,,136513245000.0,5839533000.0,,,,77829543000.0,,,,2492358000.0,,171952104000.0,,,,,,,0.0,2492358000.0,2492358000.0,,0.0,,,,8002323000.0,,,,,,,,,,,,,0.0,94122561000.0,,0.0,8867439000.0,,21452817000.0,,,,19032552000.0,20598000.0,11534880000.0,3604650000.0,,34553145000.0,71564525.0,1.393069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222732800,,,,,13599000000.0,3830000000.0,,62631000000.0,,,,1266000000.0,,57283000000.0,,5754000000.0,5754000000.0,0.0,,,,,8389000000.0,1066000000.0,,17976000000.0,,,,,,,7454000000.0,,,,1.129051,,,,,,,,,,,71564525.0,,24773000000.0,,,,,4896000000.0,,,,,,,,,,,,,,,,,,30884000000.0,13599000000.0,,,,33542000000.0,,,,40329000000.0,,,,,,,41723000000.0,,,,137890000000.0,5677000000.0,,,,73871000000.0,,,,2020000000.0,,168774000000.0,,,,,,,7454000000.0,2564000000.0,2020000000.0,,0.0,,,,7671000000.0,,,,,,,,,,,,,3530000000.0,94903000000.0,,-5678000000.0,9035000000.0,,22447000000.0,,380000000.0,,19276000000.0,-895000000.0,11726000000.0,,,29904000000.0,71564525.0,1.129051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230681600,,,23064000000.0,146023000000.0,15563000000.0,1794000000.0,77623000000.0,61478000000.0,61478000000.0,9110000000.0,-15886000000.0,658000000.0,12765000000.0,66355000000.0,26483000000.0,9110000000.0,9110000000.0,3530000000.0,66355000000.0,0.0,-4867000000.0,119704000000.0,11648000000.0,1404000000.0,-2900000000.0,10381000000.0,-5947000000.0,-53349000000.0,-3866000000.0,,6555000000.0,10456000000.0,15610000000.0,,,-18060000000.0,,-10883000000.0,13485000000.0,2400000000.0,119704000000.0,5804000000.0,-1977000000.0,-367000000.0,,-53349000000.0,,,,5496000000.0,-2715000000.0,16.5,,5496000000.0,3198000000.0,-1156000000.0,3821000000.0,-214000000.0,,-6160000000.0,4930000000.0,,-20693000000.0,0.0,168022000000.0,5804000000.0,22684000000.0,-186000000.0,,44051000000.0,,,39017000000.0,15563000000.0,0.0,12181000000.0,-1120000000.0,44094000000.0,88145000000.0,9110000000.0,,44051000000.0,,-1567000000.0,0.0,38929000000.0,16.5,396000000.0,48831000000.0,-4450000000.0,9110000000.0,,146023000000.0,7110000000.0,357822600.0,,,88145000000.0,11648000000.0,6708000000.0,,854000000.0,1965000000.0,185040000000.0,-2065000000.0,54939000000.0,9278000000.0,,-2715000000.0,90399000000.0,14913000000.0,1136000000.0,854000000.0,,396000000.0,,68821000000.0,54939000000.0,6555000000.0,19480000000.0,39017000000.0,10381000000.0,32210000000.0,357822600.0,8068000000.0,6708000000.0,3821000000.0,,44094000000.0,376000000.0,38929000000.0,9110000000.0,68821000000.0,,-12382000000.0,8634000000.0,185040000000.0,26158000000.0,4207000000.0,376000000.0,1965000000.0,22673000000.0,-4018000000.0,12765000000.0,2400000000.0,8634000000.0,32210000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238457600,,,,,14520000000.0,2349000000.0,,66393000000.0,,,,879000000.0,,62577000000.0,,12507000000.0,12507000000.0,6192000000.0,,,,,15494000000.0,1486000000.0,,19463000000.0,-915000000.0,,,,,,4109000000.0,,,,0.437647,,,,,,16000000.0,,,,,5456446.0,,31600000000.0,,,,,3835000000.0,,,,,,,,,,,,,2055000000.0,,,,,41439000000.0,14520000000.0,,,,47398000000.0,,,,45699000000.0,,,,,,,43445000000.0,,,,148433000000.0,4781000000.0,,,,93097000000.0,,,,783000000.0,,189872000000.0,,,,,,,4109000000.0,1470000000.0,783000000.0,,0.0,,,,11090000000.0,,,,,,,,,,,,,9760000000.0,96775000000.0,,-1316000000.0,9124000000.0,,24144000000.0,,304000000.0,,19301000000.0,-1061000000.0,12782000000.0,,,31606000000.0,5456446.0,0.437647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
