,trailingOtherIncomeExpense,trailingGrossProfit,annualOperatingCashFlow,annualTotalNonCurrentAssets,quarterlyOperatingExpense,quarterlyPretaxIncome,annualGrossProfit,quarterlyOtherIntangibleAssets,annualOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,quarterlyRepaymentOfDebt,quarterlyTaxProvision,annualInventory,quarterlyNetPPE,annualEbitda,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyBeginningCashPosition,annualNetPPE,quarterlyCapitalStock,annualOtherIncomeExpense,annualGrossPPE,quarterlyCurrentDebt,quarterlyInterestExpense,annualChangeInInventory,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyAccumulatedDepreciation,annualPurchaseOfBusiness,quarterlyCashFlowFromContinuingFinancingActivities,annualOtherNonCurrentLiabilities,annualBeginningCashPosition,quarterlyOperatingCashFlow,annualDeferredIncomeTax,trailingOperatingExpense,annualInvestingCashFlow,quarterlyDilutedEPS,annualCapitalExpenditure,annualPretaxIncome,annualNonCurrentDeferredTaxesLiabilities,quarterlyGrossPPE,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,annualChangesInAccountReceivables,annualNonCurrentDeferredRevenue,annualAccumulatedDepreciation,quarterlyNonCurrentDeferredRevenue,quarterlyDilutedAverageShares,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyGainsLossesNotAffectingRetainedEarnings,annualBasicEPS,trailingNetIncomeContinuousOperations,annualOtherCurrentLiabilities,quarterlyEbitda,annualChangeInCashSupplementalAsReported,annualGoodwill,annualNetOtherFinancingCharges,trailingInterestExpense,annualCashFlowFromContinuingFinancingActivities,annualInterestExpense,annualPurchaseOfInvestment,annualRepaymentOfDebt,annualCapitalStock,annualTotalRevenue,annualAccountsPayable,annualOperatingIncome,quarterlyOtherNonCashItems,trailingOperatingIncome,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualCommonStockIssuance,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,annualOtherShortTermInvestments,annualFreeCashFlow,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,annualTotalLiabilitiesNetMinorityInterest,annualEndCashPosition,trailingCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingTotalRevenue,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,quarterlyRetainedEarnings,annualDilutedEPS,annualOtherCurrentAssets,quarterlyTotalRevenue,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,quarterlyPurchaseOfInvestment,quarterlyTotalNonCurrentAssets,quarterlyOperatingIncome,annualBasicAverageShares,trailingTaxProvision,trailingNetIncome,quarterlyTotalLiabilitiesNetMinorityInterest,annualCurrentDebt,annualNetIncome,trailingPretaxIncome,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,quarterlyTotalAssets,annualCashDividendsPaid,annualOperatingExpense,annualNetIncomeContinuousOperations,trailingSellingGeneralAndAdministration,annualGainsLossesNotAffectingRetainedEarnings,annualCostOfRevenue,quarterlyFreeCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualSaleOfInvestment,quarterlyOtherCurrentAssets,annualRepurchaseOfCapitalStock,annualStockholdersEquity,annualSellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,annualOtherNonCashItems,annualCurrentAssets,annualOtherNonCurrentAssets,annualLongTermDebt,annualDilutedAverageShares,annualDepreciationAndAmortization,annualNetIncomeCommonStockholders,quarterlyGoodwill,trailingNetIncomeCommonStockholders,annualCurrentLiabilities,annualCurrentAccruedExpenses,annualRetainedEarnings,quarterlyEndCashPosition,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyInvestingCashFlow,quarterlyAccountsReceivable,annualTotalAssets,quarterlyCostOfRevenue,annualTaxProvision,quarterlyCurrentAccruedExpenses,quarterlyInvestmentsAndAdvances,quarterlyGrossProfit,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyNonCurrentDeferredTaxesLiabilities,annualAccountsReceivable,quarterlyLongTermDebt,quarterlyBasicAverageShares,quarterlyBasicEPS,trailingBeginningCashPosition,trailingBasicAverageShares,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,quarterlyStockBasedCompensation,trailingCommonStockIssuance,annualResearchAndDevelopment,quarterlyDepreciationAndAmortization,trailingPurchaseOfBusiness,quarterlyRepurchaseOfCapitalStock,trailingOtherNonCashItems,quarterlySaleOfInvestment,trailingChangeInWorkingCapital,trailingCashFlowFromContinuingFinancingActivities,trailingBasicEPS,trailingDilutedEPS,trailingRepaymentOfDebt,quarterlyResearchAndDevelopment,trailingStockBasedCompensation,quarterlyChangeInAccountPayable,trailingPurchaseOfInvestment,quarterlyChangeInInventory,annualCurrentDeferredRevenue,trailingChangesInAccountReceivables,annualStockBasedCompensation,quarterlyCommonStockIssuance,quarterlyDeferredIncomeTax,trailingCapitalExpenditure,trailingNetOtherInvestingChanges,annualIncomeTaxPayable,trailingChangeInInventory,trailingChangeInAccountPayable,quarterlyPurchaseOfBusiness,trailingCashDividendsPaid,trailingEndCashPosition,trailingOperatingCashFlow,trailingNetOtherFinancingCharges,trailingInvestingCashFlow,trailingDepreciationAndAmortization,trailingSaleOfInvestment,quarterlyCapitalExpenditure,trailingDeferredIncomeTax,quarterlyCurrentDeferredRevenue,trailingResearchAndDevelopment,quarterlyIncomeTaxPayable,trailingRepurchaseOfCapitalStock,trailingDilutedAverageShares,trailingFreeCashFlow
938649600,,,,,3114538296.0,1435249560.0,,,,,,416082120.0,,24665722080.0,,2197287600.0,2197287600.0,0.0,,,,,3865356144.0,201963456.0,,5048151384.0,,-12164558160.0,,,,,0.0,,,,12.454413,,,,36830280240.0,138382368.0,,,,,,1604009010.0,,4754556360.0,,,,,1479195312.0,,,,,,,,,,,,,,,,,,8912572512.0,3114538296.0,,,,8758294872.0,,,,5305280784.0,,,,,,,9348289968.0,,,,29713873464.0,1479195312.0,,,,14063575656.0,,,,1019167440.0,,38626445976.0,,,,,,,0.0,1019167440.0,1019167440.0,,819074016.0,,,,1026647568.0,,,,,,,,,,,,,0.0,16907894328.0,,0.0,,,4754556360.0,,,,4593733608.0,67321152.0,3324916896.0,,,4278633216.0,1604009010.0,12.454413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946598400,,,7074000000.0,30756000000.0,3857795920.0,1583283528.0,18858000000.0,,,2598000000.0,,470046352.0,3836000000.0,26201000000.0,9698000000.0,2598000000.0,2598000000.0,0.0,26201000000.0,0.0,367000000.0,40809000000.0,2290000000.0,299802984.0,-641000000.0,1913000000.0,,-14608000000.0,0.0,,297000000.0,2462000000.0,7074000000.0,,,3519000000.0,,-2270404800.0,5760000000.0,,40809000000.0,939000000.0,,74000000.0,,-14608000000.0,,,,3395000000.0,-3478000000.0,8.15,,3395000000.0,2780701872.0,136000000.0,1923000000.0,-867000000.0,,-3419000000.0,1002000000.0,,,0.0,38627000000.0,939000000.0,5996000000.0,,,7501000000.0,,0.0,9720000000.0,3857795920.0,,7074000000.0,,7452000000.0,14953000000.0,2598000000.0,,7501000000.0,,230000000.0,,6767000000.0,8.15,0.0,11497510760.0,1257000000.0,2598000000.0,,30756000000.0,2014701872.0,320480427.0,,,14953000000.0,2290000000.0,2930000000.0,,135237176.0,557000000.0,40476000000.0,-917000000.0,12862000000.0,3908000000.0,,-3478000000.0,19769000000.0,7074000000.0,1113237176.0,135237176.0,18920040.0,0.0,,17895000000.0,12862000000.0,297000000.0,,9720000000.0,1913000000.0,6711000000.0,320480427.0,2936000000.0,2930000000.0,1923000000.0,,7452000000.0,137000000.0,6767000000.0,2598000000.0,17895000000.0,,3519000000.0,2243000000.0,40476000000.0,5625012968.0,1852000000.0,137000000.0,557000000.0,5872497792.0,-222995096.0,3836000000.0,,2243000000.0,6711000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954460800,,,,,3415312320.0,1076565840.0,,,,,,491879220.0,,25429227600.0,,2802783480.0,2802783480.0,0.0,,,,,2264500560.0,241299240.0,,6004638780.0,,-14329462560.0,,,,,0.0,,,,0.364516,,,,39758690160.0,,,,,,,1604009010.0,,5911831380.0,5243618100.0,,,,1132250280.0,,,,,,,,,,,,,,,,,,9726215520.0,3415312320.0,,,,8176331940.0,,,,11146168740.0,,,,10069602900.0,,,9401389620.0,,,,31433866380.0,1132250280.0,,,,19322500680.0,,,,584686620.0,,41160081900.0,,,,,,,0.0,584686620.0,584686620.0,,621809580.0,,,,4473316680.0,,,,,,,,,,,,,0.0,15313221000.0,,0.0,,,4853827020.0,,,,4547562600.0,111368880.0,3647330820.0,,,6672852060.0,1604009010.0,0.364516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962323200,,,,,3645272640.0,1469868000.0,,,,,,627143680.0,,25732489120.0,,3223910480.0,3223910480.0,0.0,,,,,2312592320.0,254777120.0,,5634494000.0,,-15129841280.0,,,,,0.0,,,,0.525386,,,,40862330400.0,,,,,,,1604009010.0,,5644293120.0,4527193440.0,,,,2087212560.0,,,,,,,,,,,,,,,,,,10641844320.0,3645272640.0,,,,7956885440.0,,,,11141599440.0,,,,11455171280.0,,,11268988000.0,,,,31366983120.0,2087212560.0,,,,19098484880.0,,,,842724320.0,,42008827440.0,,,,,,,0.0,842724320.0,842724320.0,,734934000.0,,,,4419403120.0,,,,,,,,,,,,,0.0,15982364720.0,,0.0,,,5536502800.0,,,,5732485200.0,-450759520.0,3929447120.0,,,6722196320.0,1604009010.0,0.525386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970272000,,,,,3858489640.0,1632075080.0,,,,,,792452640.0,,26160371080.0,,3386791640.0,3386791640.0,0.0,,,,,2235848520.0,235849000.0,,5716979760.0,,-14566034240.0,,,,,0.0,,,,0.523452,,,,40726405320.0,,,,,,,1604009010.0,,5764149560.0,12103770680.0,,,,1849056160.0,,,,,,,,,,,,,,,,,,10754714400.0,3858489640.0,,,,7999998080.0,,,,10603771040.0,,,,11924525440.0,,,11424525560.0,,,,31877350840.0,1849056160.0,,,,18603769120.0,,,,839622440.0,,42632065240.0,,,,,,,0.0,839622440.0,839622440.0,,613207400.0,,,,4405659320.0,,,,,,,,,,,,,0.0,24028296120.0,,0.0,,,5716979760.0,,,,5707545800.0,-75471680.0,3905659440.0,,,6198111720.0,1604009010.0,0.523452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978220800,,,7036000000.0,32575000000.0,4577229080.0,1718057600.0,22741000000.0,,,4242000000.0,,446075920.0,4216000000.0,27575000000.0,10376000000.0,4242000000.0,4242000000.0,0.0,27575000000.0,0.0,-572000000.0,43683000000.0,1636000000.0,273283200.0,-396000000.0,2174000000.0,,-16108000000.0,,,327000000.0,2808000000.0,7036000000.0,,,-3725000000.0,,-2665000000.0,5869000000.0,3995000000.0,43683000000.0,1397000000.0,,148000000.0,,-16108000000.0,,,,4110000000.0,-4419000000.0,7.05,,4110000000.0,1764925760.0,1434000000.0,1841000000.0,-137000000.0,,-1877000000.0,1028000000.0,,-856000000.0,0.0,45454000000.0,1397000000.0,7060000000.0,,,12008000000.0,,0.0,12602000000.0,4577229080.0,,4371000000.0,,7988000000.0,19996000000.0,4242000000.0,,12008000000.0,,2000000.0,,6686000000.0,7.05,0.0,12840800280.0,-1684000000.0,4242000000.0,,32575000000.0,1927925760.0,320256000.0,,,19996000000.0,1636000000.0,2535000000.0,,251981680.0,544000000.0,45177000000.0,-652000000.0,15681000000.0,3555000000.0,,-4419000000.0,22713000000.0,4371000000.0,1271981680.0,251981680.0,,0.0,-232000000.0,17503000000.0,15681000000.0,327000000.0,,12602000000.0,2174000000.0,6998000000.0,320256000.0,3479000000.0,2535000000.0,1841000000.0,,7988000000.0,190000000.0,6686000000.0,4242000000.0,17503000000.0,,-3725000000.0,2286000000.0,45177000000.0,6335645440.0,2314000000.0,190000000.0,544000000.0,6505154840.0,-53132200.0,4216000000.0,3995000000.0,2286000000.0,6998000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
985996800,,,,,3950733060.0,1080056520.0,,,,,,558976620.0,,26935093740.0,,4282329360.0,4282329360.0,0.0,,,,,1951681080.0,227380320.0,,6129794460.0,,-15869251500.0,,,,,0.0,,,,0.309095,,,,42804345240.0,,,,,,,1593871005.0,,6442442400.0,15916622400.0,,,,1430601180.0,,,,,,,,,,,,,,,,,,12572236860.0,3960207240.0,,,,8394123480.0,,,,11738509020.0,,,,9587870160.0,,,10923729540.0,,,,33064888200.0,1430601180.0,,,,20132632500.0,,,,492657360.0,,45637125060.0,,,,,,,0.0,521079900.0,492657360.0,,0.0,,,,4936047780.0,,,,,,,,,,,,,0.0,25504492560.0,,0.0,2842254000.0,,5542395300.0,,,,5381334240.0,-9474180.0,4244432640.0,,,6802461240.0,1593871005.0,0.309095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993859200,,,,,4313950000.0,1895250000.0,,,,,,1046900000.0,,27526250000.0,,4638850000.0,4638850000.0,0.0,,,,,2752625000.0,216600000.0,,6137000000.0,,-15116875000.0,,,,,0.0,,,,0.532258,,,,42643125000.0,,,,,,,1593871005.0,,6037725000.0,16903825000.0,,,,2328450000.0,,,,,,,,,,,,,,,,,,12607925000.0,4304925000.0,,,,8790350000.0,,,,10568275000.0,,,,10008725000.0,,,12869650000.0,,,,33663250000.0,2328450000.0,,,,19358625000.0,,,,848350000.0,,46271175000.0,,,,,,,0.0,848350000.0,848350000.0,,0.0,,,,4999850000.0,,,,,,,,,,,,,0.0,26912550000.0,,0.0,2897025000.0,,6227250000.0,,,,6642400000.0,99275000.0,4160525000.0,,,5568425000.0,1593871005.0,0.532258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001808000,,,,,4384110000.0,1493070000.0,,,,,,751290000.0,,27493410000.0,,6362190000.0,6362190000.0,0.0,,,,,2482110000.0,228240000.0,,6200520000.0,,-15929250000.0,,,,,0.0,,,,0.465395,,,,43422660000.0,,,,,,,1593871005.0,,6229050000.0,16556910000.0,,,,2206320000.0,,,,,,,,,,,,,,,,,,14188920000.0,4384110000.0,,,,8711160000.0,,,,11383470000.0,,,,11231310000.0,,,12828990000.0,,,,33693930000.0,2206320000.0,,,,20094630000.0,,,,741780000.0,,47882850000.0,,,,,,,0.0,741780000.0,741780000.0,,0.0,,,,5040300000.0,,,,,,,,,,,,,0.0,27788220000.0,,0.0,2900550000.0,,6238560000.0,,,,6590430000.0,-237750000.0,4022730000.0,,,6343170000.0,1593871005.0,0.465395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009756800,,,9113230080.0,32833094400.0,4316405280.0,3149868720.0,25238736000.0,,,7175986560.0,,414262320.0,4165528320.0,26994078720.0,11614366080.0,7175986560.0,7175986560.0,0.0,26994078720.0,3838106880.0,-27285120.0,43174154880.0,1482491520.0,216103920.0,-18190080.0,5839015680.0,,-16180076160.0,,,991359360.0,4156433280.0,9113230080.0,,,-4429284480.0,,-2728512000.0,7667118720.0,3728966400.0,43174154880.0,1309685760.0,,,,-16180076160.0,,,,5320598400.0,-5238743040.0,2.048547,,5320598400.0,2102040720.0,3019553280.0,,-427466880.0,,-1664392320.0,891313920.0,,,3838106880.0,49540682880.0,1309685760.0,8121870720.0,,,11414275200.0,,,15097766400.0,4325915280.0,,6384718080.0,,8112775680.0,19527050880.0,7175986560.0,,11414275200.0,,773078400.0,,12141878400.0,2.048547,9095040.0,12556292880.0,-1773532800.0,7175986560.0,,32833094400.0,2102040720.0,1593871005.0,,,19527050880.0,1482491520.0,3265119360.0,,1163409360.0,,47930860800.0,-591177600.0,17116865280.0,3292404480.0,,-5238743040.0,24301946880.0,6384718080.0,1162164480.0,1163409360.0,,9095040.0,-63665280.0,20063658240.0,17116865280.0,991359360.0,9095040.0,15097766400.0,5839015680.0,6693949440.0,1593871005.0,3492495360.0,3265119360.0,,,8112775680.0,,12141878400.0,7175986560.0,20063658240.0,,-4429284480.0,3219644160.0,47930860800.0,6137846880.0,2801272320.0,,,6418446000.0,124874880.0,4165528320.0,3728966400.0,3219644160.0,6693949440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017532800,,,,,4117570000.0,1729920000.0,,,,,,711790000.0,,27057030000.0,,7415230000.0,7415230000.0,0.0,,,,,1838040000.0,180200000.0,,5892540000.0,,-16028790000.0,,,,,0.0,,,,0.395703,,,,43085820000.0,,,,,,,1593871005.0,,7262060000.0,15695420000.0,,,,1522690000.0,,,,,,,,,,,,,,,,,,15740470000.0,4090540000.0,,,,9100100000.0,,,,11235470000.0,,,,12659050000.0,,,11361610000.0,,,,32949570000.0,1522690000.0,,,,20335570000.0,,,,630700000.0,,48690040000.0,,,,,,,0.0,630700000.0,630700000.0,,9010000.0,,,,5027580000.0,,,,,,,,,,,,,0.0,28354470000.0,,0.0,3090430000.0,,5721350000.0,,,,5649270000.0,261290000.0,4342820000.0,,,6207890000.0,1593871005.0,0.395703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025395200,,,,,4166955000.0,1800045000.0,,,,,,984555000.0,,27657045000.0,,7259850000.0,7259850000.0,0.0,,,,,2337075000.0,218790000.0,,6146010000.0,,-17692155000.0,,,,,0.0,,,,0.511641,,,,45349200000.0,129285000.0,,,,,,1593871005.0,,6116175000.0,29556540000.0,,,,2714985000.0,,,,,,,,,,,,,,,,,,15912000000.0,4166955000.0,,,,8582535000.0,,,,11575980000.0,,,,,,,13415805000.0,,,,33803055000.0,2714985000.0,,,,20158515000.0,,,,815490000.0,,49715055000.0,,,,,,,0.0,815490000.0,815490000.0,,0.0,,,,5161455000.0,,,,,,,,,,,,,0.0,29556540000.0,,0.0,3082950000.0,,6533865000.0,,,,6871995000.0,-218790000.0,4515030000.0,,,6414525000.0,1593871005.0,0.511641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033344000,,,,,4332314000.0,1590214080.0,,,,,,988786960.0,,28012232640.0,,9123343600.0,9123343600.0,0.0,,,,,2436289520.0,224260960.0,,6146789040.0,,-18134556720.0,,,,,0.0,,,,0.377337,,,,46146789360.0,,,,,,,1593871005.0,,6870540320.0,15107033760.0,,,,2579001040.0,,,,,,,,,,,,,,,,,,17747196880.0,4342507680.0,,,,9306829840.0,,,,11804281440.0,,,,15688073520.0,,,13435270240.0,,,,34159021680.0,2579001040.0,,,,21111111280.0,,,,601427120.0,,51906218560.0,,,,,,,0.0,601427120.0,601427120.0,,0.0,,,,5239551520.0,,,,,,,,,,,,,0.0,30795107280.0,,0.0,3058104000.0,,6523955200.0,,,,6911315040.0,-560652400.0,4566768640.0,,,6564729920.0,1593871005.0,0.377337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041292800,,,9184415240.0,36509089540.0,4605021960.0,3447931130.0,26576622380.0,592207770.0,592207770.0,14555843610.0,,914455010.0,4872727090.0,29755843040.0,14046752720.0,14555843610.0,14555843610.0,0.0,29755843040.0,4083116730.0,-706493480.0,48103894300.0,3999999850.0,271887910.0,-685714260.0,6161038730.0,,-18348051260.0,0.0,,1599999940.0,7615584130.0,9184415240.0,,,-5828571210.0,,-3085714170.0,8238960730.0,3989610240.0,48103894300.0,1797402530.0,,418000000.0,,-18348051260.0,,,,5994804970.0,-6285714050.0,1.784782,,5994804970.0,2481284260.0,6940259480.0,,-831168800.0,,3584415450.0,903896070.0,,,4083116730.0,52945452560.0,1797402530.0,9412986660.0,,,15397402020.0,,,23501297820.0,4595024210.0,,6098701070.0,,11792207350.0,27189609370.0,14555843610.0,,15397402020.0,,-62337660.0,,15272726700.0,1.784782,322077910.0,14413342160.0,-2742857040.0,14555843610.0,,36509089540.0,2481284260.0,1589193135.0,,,27189609370.0,3999999850.0,2836363530.0,,756852810.0,544000000.0,60010387360.0,-1142857100.0,17163635720.0,2836363530.0,,-6285714050.0,26368830180.0,6098701070.0,756852810.0,756852810.0,,322077910.0,0.0,23023375760.0,17174025330.0,1599999940.0,,23501297820.0,6161038730.0,9807791840.0,1589193135.0,4633766060.0,2836363530.0,,,11792207350.0,152000000.0,15272726700.0,14555843610.0,23023375760.0,,-5828571210.0,3137662220.0,60010387360.0,7327035940.0,3625973890.0,152000000.0,544000000.0,7096499900.0,-196809480.0,4872727090.0,3989610240.0,3137662220.0,9807791840.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049068800,,,,,4234912980.0,1282327340.0,,,,,,624999880.0,,30538787240.0,,13976290420.0,13976290420.0,0.0,,,,,4234912980.0,334051660.0,,7198274480.0,,-19030168760.0,,,,,0.0,,,,0.250886,,,,49568956000.0,,,,,,,1589193135.0,,8081895000.0,33114217780.0,,,,1713361740.0,,,,,,,,,,,,,,,,,,23469823080.0,4213361260.0,,,,12316807980.0,,,,15775859040.0,,,,,,,12564652760.0,,,,37737061720.0,1713361740.0,,,,28092667020.0,,,,398706820.0,,61206884800.0,,,,,,,0.0,398706820.0,398706820.0,,10775860.0,,,,1681034160.0,,,,,,,,,,,,,0.0,33114217780.0,,0.0,2952585640.0,,6616378040.0,,,,5948274720.0,-301724080.0,5237067960.0,4040947500.0,,10053877380.0,1589193135.0,0.250886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056931200,,,,,6018000000.0,1716000000.0,,31226000000.0,,,,636000000.0,,39247000000.0,,7632000000.0,7632000000.0,0.0,,,,,6895000000.0,586000000.0,,0.0,,-18463141480.0,,,,,0.0,,,,0.453689,,,,57752204720.0,,,,,,,190894070.0,,11025000000.0,41097740180.0,,,,2302000000.0,,,,,,,,,,,,,,,,,,20666000000.0,6018000000.0,,,,18151000000.0,,,,41328000000.0,,,,,,,19189000000.0,,,,79869000000.0,3326000000.0,,,,59479000000.0,,,,721000000.0,,100535000000.0,,,,,,,0.0,1080000000.0,721000000.0,,0.0,,,,3462000000.0,,,,,,,,,,,,,0.0,41056000000.0,,0.0,4316000000.0,,9845000000.0,,231000000.0,,9344000000.0,-1164000000.0,6563000000.0,4995000000.0,,32871000000.0,190894070.0,0.453689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064880000,,,,,6817000000.0,1662000000.0,,31901000000.0,,,,617000000.0,,40790000000.0,,9837000000.0,9837000000.0,0.0,,,,,7660000000.0,1020000000.0,,0.0,,-19395942680.0,,,,,0.0,,,,0.434812,,,,60197713380.0,,,,,,,1589193135.0,,11116000000.0,24448113480.0,,,,2682000000.0,,,,,,,,,,,,,,,,,,22136000000.0,6817000000.0,,,,19230000000.0,,,,40723000000.0,,,,18012087200.0,,,20783000000.0,,,,80264000000.0,3198000000.0,,,,59953000000.0,,,,691000000.0,,102400000000.0,,,,,,,0.0,1045000000.0,691000000.0,,0.0,,,,4267000000.0,,,,,,,,,,,,,0.0,42447000000.0,,0.0,4306000000.0,,10768000000.0,,454000000.0,,10015000000.0,-767000000.0,6606000000.0,3402000000.0,,33054000000.0,1589193135.0,0.434812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072828800,,,8858000000.0,84174000000.0,7270000000.0,3325000000.0,36520000000.0,34693000000.0,34693000000.0,7733000000.0,,1479000000.0,6872000000.0,43792000000.0,15683000000.0,7733000000.0,7733000000.0,0.0,43792000000.0,0.0,-2204000000.0,70833000000.0,5016000000.0,596000000.0,-911000000.0,3478000000.0,,-27041000000.0,-29648000000.0,,2519000000.0,15148000000.0,8858000000.0,474000000.0,,-36501000000.0,,-6789000000.0,8035000000.0,3841000000.0,70833000000.0,9880000000.0,,361000000.0,,-27041000000.0,,,,0.0,-6446000000.0,8.683333,,0.0,3921000000.0,-7415000000.0,191000000.0,5594000000.0,,20228000000.0,2540000000.0,,,0.0,75891000000.0,9880000000.0,12084000000.0,,,41520000000.0,,,20160000000.0,7270000000.0,,2069000000.0,,16716000000.0,58236000000.0,7733000000.0,,41520000000.0,,-2171000000.0,,15450000000.0,8.683333,0.0,22959000000.0,-60000000.0,7733000000.0,,84174000000.0,3761000000.0,317838000.0,,,58236000000.0,5016000000.0,3093000000.0,,1226000000.0,939000000.0,104334000000.0,-1070000000.0,24436000000.0,4657000000.0,,-6446000000.0,39371000000.0,2069000000.0,1846000000.0,1226000000.0,,0.0,0.0,28400000000.0,24436000000.0,2519000000.0,790000000.0,20160000000.0,3478000000.0,33345000000.0,317838000.0,5108000000.0,3093000000.0,191000000.0,,16716000000.0,404000000.0,15450000000.0,7733000000.0,28400000000.0,,-36501000000.0,3030000000.0,104334000000.0,11928000000.0,3378000000.0,404000000.0,939000000.0,11031000000.0,46000000.0,6872000000.0,3841000000.0,3030000000.0,33345000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080691200,,,,,6860000000.0,2366000000.0,,34783090690.0,,,,1020000000.0,,42524000000.0,,6600000000.0,6600000000.0,0.0,,,,,4730000000.0,792000000.0,,1872000000.0,,-26796439230.0,,,,,0.0,,,,0.51221,,,,69332588510.0,,,,,,,1589193135.0,,10906000000.0,30567295560.0,,,,3158000000.0,,,,,,,,,,,,,,,,,,19554000000.0,6860000000.0,,,,16947000000.0,,,,40755000000.0,,,,16651834590.0,,,20347000000.0,,,,85353000000.0,2574000000.0,,,,57702000000.0,,,,814000000.0,,104907000000.0,,,,,,,0.0,1346000000.0,814000000.0,,0.0,,,,4716000000.0,,,,,,,,34778000000.0,,,,,0.0,47205000000.0,,0.0,4302000000.0,,10913000000.0,,403000000.0,,9434000000.0,496000000.0,6816000000.0,3761000000.0,,32278000000.0,1589193135.0,0.51221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088553600,,,,,7394000000.0,2496000000.0,,35671653420.0,,,,896000000.0,,42887000000.0,,7890000000.0,7890000000.0,0.0,,4305397500.0,,,4690000000.0,875000000.0,,1673000000.0,,-27657873540.0,,,,,0.0,,,,1.016868,,,,70424822040.0,9804825240.0,,,,,,190894070.0,,11376000000.0,-6257177700.0,,,,3371000000.0,,,,,,,,,,,,,,,,,,21355000000.0,7394000000.0,,,,16491000000.0,,,,39645000000.0,,,,20711832240.0,,,23222000000.0,,,,86028000000.0,3624000000.0,,,,56136000000.0,,,,1616000000.0,,107383000000.0,,,,,,,0.0,1600000000.0,1616000000.0,,0.0,,,,4507000000.0,,,,,,,,35045000000.0,,,,,0.0,51247000000.0,,0.0,4349000000.0,,12204000000.0,,425000000.0,,11018000000.0,-343000000.0,6986000000.0,3364000000.0,,31774000000.0,190894070.0,1.016868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
