,trailingRepaymentOfDebt,quarterlyCapitalStock,quarterlyOtherIntangibleAssets,annualRepaymentOfDebt,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,annualEbitda,quarterlyBeginningCashPosition,quarterlyOperatingExpense,annualOtherNonCurrentLiabilities,quarterlyCurrentDeferredRevenue,trailingNetIncomeCommonStockholders,trailingGrossProfit,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,annualChangeInCashSupplementalAsReported,annualCashCashEquivalentsAndMarketableSecurities,annualOtherCurrentLiabilities,annualBasicAverageShares,trailingInterestExpense,quarterlyOtherCurrentAssets,annualCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,annualBeginningCashPosition,trailingOtherIncomeExpense,annualGrossPPE,annualBasicEPS,trailingCapitalExpenditure,annualOtherIncomeExpense,quarterlyCurrentDebt,annualTotalNonCurrentAssets,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyDilutedAverageShares,quarterlyInterestExpense,trailingDepreciationAndAmortization,annualSellingGeneralAndAdministration,trailingCashFlowFromContinuingFinancingActivities,quarterlySaleOfInvestment,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredRevenue,trailingPurchaseOfBusiness,annualNonCurrentDeferredTaxesLiabilities,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOperatingExpense,annualPurchaseOfBusiness,trailingNetIncomeContinuousOperations,quarterlyResearchAndDevelopment,trailingOperatingExpense,trailingOtherNonCashItems,quarterlyTotalRevenue,quarterlyOperatingCashFlow,trailingDeferredIncomeTax,quarterlyIncomeTaxPayable,annualCapitalExpenditure,trailingStockBasedCompensation,quarterlyBasicEPS,trailingSellingGeneralAndAdministration,annualPurchaseOfInvestment,annualNetIncomeContinuousOperations,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,annualChangeInInventory,quarterlyOperatingIncome,quarterlyGrossPPE,annualInvestingCashFlow,trailingNetOtherFinancingCharges,trailingChangesInAccountReceivables,trailingCashDividendsPaid,trailingBeginningCashPosition,annualInterestExpense,trailingNetIncome,annualGoodwill,quarterlyNetPPE,trailingResearchAndDevelopment,annualStockBasedCompensation,trailingCostOfRevenue,quarterlyOtherCurrentLiabilities,annualChangesInAccountReceivables,quarterlyTaxProvision,annualCapitalStock,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,annualDilutedEPS,annualDilutedAverageShares,quarterlyOtherShortTermInvestments,annualResearchAndDevelopment,annualNetOtherFinancingCharges,annualGrossProfit,quarterlyChangeInCashSupplementalAsReported,annualInventory,annualAccumulatedDepreciation,trailingChangeInInventory,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,annualDeferredIncomeTax,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalLiabilitiesNetMinorityInterest,annualFreeCashFlow,annualCommonStockIssuance,annualChangeInWorkingCapital,quarterlyFreeCashFlow,trailingChangeInWorkingCapital,annualOperatingIncome,quarterlyRetainedEarnings,annualNetOtherInvestingChanges,annualTotalRevenue,quarterlyBasicAverageShares,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentLiabilities,trailingChangeInAccountPayable,annualRetainedEarnings,quarterlySellingGeneralAndAdministration,quarterlyCurrentAssets,quarterlyGoodwill,trailingFreeCashFlow,trailingPretaxIncome,annualEndCashPosition,annualNetIncome,annualCurrentDebt,annualNonCurrentDeferredRevenue,annualTaxProvision,quarterlyTotalAssets,annualPretaxIncome,annualTotalAssets,quarterlyNetIncomeCommonStockholders,trailingTotalRevenue,annualCurrentDeferredRevenue,quarterlyTotalNonCurrentAssets,annualOtherCurrentAssets,annualCashDividendsPaid,trailingPurchaseOfInvestment,annualCostOfRevenue,annualLongTermDebt,trailingInvestingCashFlow,annualAccountsPayable,trailingOperatingIncome,quarterlyOtherNonCurrentLiabilities,trailingEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,trailingTaxProvision,annualRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,quarterlyTotalLiabilitiesNetMinorityInterest,annualIncomeTaxPayable,annualSaleOfInvestment,trailingRepurchaseOfCapitalStock,quarterlyOtherNonCurrentAssets,annualInvestmentsAndAdvances,annualOtherNonCashItems,annualStockholdersEquity,quarterlyGrossProfit,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,annualDepreciationAndAmortization,annualCashAndCashEquivalents,quarterlyDilutedEPS,trailingSaleOfInvestment,annualCurrentAccruedExpenses,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyLongTermDebt,quarterlyInvestingCashFlow,quarterlyInventory,annualCurrentAssets,quarterlyEndCashPosition,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherIncomeExpense,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyChangeInInventory,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAccruedExpenses,annualCurrentLiabilities,annualNetPPE,quarterlyCashDividendsPaid,quarterlyCostOfRevenue,annualOperatingCashFlow,annualOtherNonCurrentAssets,annualOtherIntangibleAssets,annualOtherShortTermInvestments,quarterlyAccountsReceivable,annualNetIncomeCommonStockholders,trailingBasicAverageShares,trailingBasicEPS,trailingNetOtherInvestingChanges,trailingDilutedEPS,trailingDilutedAverageShares,trailingCommonStockIssuance
1391126400,,19000000.0,2820000000.0,,1834000000.0,,,12163000000.0,4304000000.0,,6754000000.0,,,0.0,27754000000.0,,,,,,11969000000.0,,-14907000000.0,-45000000.0,,,,,,,6621000000.0,,2687000000.0,,16165000000.0,16165000000.0,1935000000.0,163000000.0,,,,465000000.0,12640000000.0,158000000.0,9000000.0,,,,-3667000000.0,,,,811000000.0,,,28154000000.0,2990000000.0,,1224000000.0,,,0.75,,,,1229000000.0,-997000000.0,,2114000000.0,26166000000.0,,,,,,,,,11259000000.0,,,,13201000000.0,,409000000.0,,170000000.0,81000000.0,83000000.0,,,,,,,4002000000.0,,,,-565000000.0,3231000000.0,,33265000000.0,,,,,1993000000.0,,,26436000000.0,,,1907000000.0,,43611000000.0,,,3210000000.0,50684000000.0,31131000000.0,,,,,,,,105025000000.0,,,1425000000.0,,,54341000000.0,,,,,,,,,15294000000.0,,1117000000.0,-135000000.0,,,-1165000000.0,76876000000.0,,,,9131000000.0,,,,6418000000.0,27000000.0,,,,0.74,,,1425000000.0,1425000000.0,17971000000.0,-217000000.0,6004000000.0,,16165000000.0,,-117000000.0,,,-19000000.0,,,13201000000.0,,,-278000000.0,21736000000.0,,,,,13492000000.0,,,,,,,
1398816000,,19000000.0,2562000000.0,,1648000000.0,-20000000.0,,16165000000.0,4528000000.0,,6416000000.0,,,0.0,28185000000.0,,,,,,11547000000.0,,-15211000000.0,-2070000000.0,,,,,,,5396000000.0,,-843000000.0,,15096000000.0,15096000000.0,1916000000.0,174000000.0,,,,79000000.0,13521000000.0,256000000.0,-99000000.0,3835000000.0,,,-3829000000.0,,,,873000000.0,,,27309000000.0,2995000000.0,,1263000000.0,,,0.67,,,,-3087000000.0,-840000000.0,,2077000000.0,26561000000.0,,,,,,,,,11350000000.0,,,,13022000000.0,,375000000.0,,130000000.0,299000000.0,48000000.0,,,,,,,-1069000000.0,,,,-831000000.0,3164000000.0,,32110000000.0,,,,,2155000000.0,,,27658000000.0,,,1890000000.0,,43280000000.0,,,3391000000.0,49883000000.0,31134000000.0,,,,,,,,103972000000.0,,,1273000000.0,,,54089000000.0,,,,,,,,,14920000000.0,,1087000000.0,-316000000.0,,,765000000.0,75390000000.0,,,,9043000000.0,,,,6605000000.0,6000000.0,,,,0.66,,,1273000000.0,1273000000.0,17190000000.0,-977000000.0,5840000000.0,,15096000000.0,1481000000.0,-255000000.0,,,126000000.0,,,13022000000.0,,,-298000000.0,20704000000.0,,,,,14288000000.0,,,,,,,
1406764800,,19000000.0,2336000000.0,,1313000000.0,0.0,,15096000000.0,4502000000.0,,6434000000.0,,,0.0,28509000000.0,,,,,,11236000000.0,,-15299000000.0,-2738000000.0,,,,,,,2705000000.0,,158000000.0,,14474000000.0,14474000000.0,1899000000.0,145000000.0,,,,680000000.0,15141000000.0,738000000.0,-39000000.0,3865000000.0,,,-3610000000.0,,,,887000000.0,,,27585000000.0,3647000000.0,,1228000000.0,,,0.53,,,,-3465000000.0,-1060000000.0,,2109000000.0,26733000000.0,,,,,,,,,11434000000.0,,,,12930000000.0,,328000000.0,,132000000.0,700000000.0,112000000.0,,,,,,,-622000000.0,,,,-582000000.0,3164000000.0,,31792000000.0,,,,,2587000000.0,,,27984000000.0,,,1870000000.0,,42476000000.0,,,3388000000.0,49287000000.0,31132000000.0,,,,,,,,103170000000.0,,,985000000.0,,,53883000000.0,,,,,,,,,14664000000.0,,1055000000.0,-556000000.0,,,1596000000.0,74268000000.0,,,,8981000000.0,,,,6611000000.0,16000000.0,,,,0.52,,,985000000.0,985000000.0,17128000000.0,-804000000.0,6249000000.0,,14474000000.0,1228000000.0,-651000000.0,,,-476000000.0,,,12930000000.0,,,-299000000.0,20974000000.0,,,,,14198000000.0,,,,,,,
1414713600,,18000000.0,2128000000.0,-6037000000.0,1762000000.0,-29000000.0,13149000000.0,14474000000.0,4466000000.0,16305000000.0,6143000000.0,,,6000000.0,26731000000.0,2970000000.0,15133000000.0,1325000000.0,1882000000.0,,11819000000.0,-6571000000.0,-14912000000.0,-583000000.0,12163000000.0,,26252000000.0,2.66,,-1630000000.0,3486000000.0,53061000000.0,435000000.0,,15133000000.0,15133000000.0,1896000000.0,146000000.0,,13353000000.0,,123000000.0,15903000000.0,-600000000.0,95000000.0,3931000000.0,,1124000000.0,-5881000000.0,17800000000.0,-49000000.0,,876000000.0,,,28406000000.0,2701000000.0,,1017000000.0,-3853000000.0,,0.71,,-1086000000.0,5013000000.0,-1248000000.0,-956000000.0,-580000000.0,2515000000.0,26252000000.0,-2792000000.0,,,,,628000000.0,,31139000000.0,11340000000.0,,560000000.0,,1325000000.0,2437000000.0,432000000.0,18000000.0,128000000.0,620000000.0,54000000.0,2.62,1912000000.0,,3447000000.0,58000000.0,26615000000.0,659000000.0,6415000000.0,-14912000000.0,,-750000000.0,3590000000.0,-34000000.0,32344000000.0,76079000000.0,8480000000.0,297000000.0,552000000.0,1745000000.0,,8815000000.0,29164000000.0,6000000.0,111454000000.0,1862000000.0,-5881000000.0,43735000000.0,,29164000000.0,3364000000.0,50145000000.0,31139000000.0,,,15133000000.0,5013000000.0,3486000000.0,3931000000.0,1544000000.0,103206000000.0,6557000000.0,103206000000.0,1330000000.0,,6143000000.0,53061000000.0,11819000000.0,-1184000000.0,,84839000000.0,16039000000.0,,15903000000.0,,16305000000.0,,1075000000.0,-79000000.0,,-2728000000.0,716000000.0,76079000000.0,1017000000.0,1347000000.0,,3346000000.0,,1700000000.0,26731000000.0,6981000000.0,9000000.0,,4334000000.0,15133000000.0,0.7,,12977000000.0,1330000000.0,1330000000.0,16039000000.0,-794000000.0,6415000000.0,50145000000.0,15133000000.0,1124000000.0,-607000000.0,,13832000000.0,-211000000.0,1912000000.0,32344000000.0,12977000000.0,43735000000.0,11340000000.0,-309000000.0,21425000000.0,12333000000.0,3346000000.0,2128000000.0,,13832000000.0,5013000000.0,,,,,,
1422662400,,18000000.0,1906000000.0,,1746000000.0,-1000000.0,,15133000000.0,4118000000.0,,6241000000.0,,,0.0,26507000000.0,,,,,,13502000000.0,,-14537000000.0,-911000000.0,,,,,,,3509000000.0,,1762000000.0,,12919000000.0,12919000000.0,1861000000.0,174000000.0,,,,30000000.0,14873000000.0,-1901000000.0,-173000000.0,,,,-5675000000.0,,,,825000000.0,,,26839000000.0,744000000.0,,1565000000.0,,,0.75,,,,-2120000000.0,-947000000.0,,2150000000.0,25567000000.0,,,,,,,,,11030000000.0,,,,13441000000.0,,380000000.0,,187000000.0,284000000.0,181000000.0,,,,,,,-2214000000.0,,,,-1571000000.0,3178000000.0,,31428000000.0,,,,,-203000000.0,,,29626000000.0,,,1833000000.0,,42529000000.0,,,3071000000.0,48198000000.0,31108000000.0,,,,,,,,100861000000.0,,,1366000000.0,,,52663000000.0,,,,,,,,,15876000000.0,,1028000000.0,-50000000.0,,,-852000000.0,73957000000.0,,,,8619000000.0,,,,6268000000.0,109000000.0,,,,0.73,,,1366000000.0,1366000000.0,15552000000.0,-838000000.0,6575000000.0,,12919000000.0,,-230000000.0,,,-224000000.0,,,13441000000.0,,,-304000000.0,20571000000.0,,,,,12295000000.0,,,,,,,
1430352000,,18000000.0,1729000000.0,,1292000000.0,-138000000.0,,12919000000.0,4134000000.0,,6055000000.0,,,0.0,26768000000.0,,,,,,12726000000.0,,-14891000000.0,-984000000.0,,,,,,,5594000000.0,,-23000000.0,,14768000000.0,14768000000.0,1836000000.0,139000000.0,,,,93000000.0,14923000000.0,-1359000000.0,173000000.0,,,,-6002000000.0,,,,850000000.0,,,25453000000.0,1464000000.0,,1144000000.0,,,0.56,,,,1186000000.0,-779000000.0,,1974000000.0,25905000000.0,,,,,,,,,11014000000.0,,,,12325000000.0,,281000000.0,,129000000.0,414000000.0,42000000.0,,,,,,,1849000000.0,,,,-659000000.0,2977000000.0,,31041000000.0,,,,,685000000.0,,,30565000000.0,,,1814000000.0,,43186000000.0,,,3063000000.0,48883000000.0,31218000000.0,,,,,,,,101396000000.0,,,1011000000.0,,,52513000000.0,,,,,,,,,15577000000.0,,1003000000.0,-58000000.0,,,-40000000.0,74227000000.0,,,,8552000000.0,,,,6108000000.0,9000000.0,,,,0.55,,,1011000000.0,1011000000.0,15464000000.0,-801000000.0,6227000000.0,,14768000000.0,,-543000000.0,,,277000000.0,,,12325000000.0,,,-291000000.0,19345000000.0,,,,,12320000000.0,,,,,,,
1438300800,,18000000.0,2249000000.0,,1104000000.0,-2478000000.0,,14768000000.0,4097000000.0,,6277000000.0,,,0.0,27035000000.0,,,,,,12570000000.0,,-15450000000.0,-747000000.0,,,,,,,11034000000.0,,-348000000.0,,17171000000.0,17171000000.0,1828000000.0,108000000.0,,,,123000000.0,15549000000.0,-1760000000.0,898000000.0,4317000000.0,,,-5848000000.0,,,,893000000.0,,,25349000000.0,1673000000.0,,629000000.0,,,0.47,,,,3818000000.0,-916000000.0,,1935000000.0,26478000000.0,,,,,,,,,11028000000.0,,,,12196000000.0,,250000000.0,,160000000.0,403000000.0,80000000.0,,,,,,,2403000000.0,,,,-352000000.0,2958000000.0,,30557000000.0,,,,,757000000.0,,,30764000000.0,,,1805000000.0,,49033000000.0,,,2962000000.0,51998000000.0,33025000000.0,,,,,,,,107033000000.0,,,854000000.0,,,55035000000.0,,,,,,,,,16089000000.0,,1023000000.0,-72000000.0,,,534000000.0,79590000000.0,,,,8733000000.0,,,,6032000000.0,-26000000.0,,,,0.47,,,854000000.0,854000000.0,14468000000.0,-3088000000.0,6700000000.0,,17171000000.0,2965000000.0,-723000000.0,,,-520000000.0,,,12196000000.0,,,-318000000.0,19317000000.0,,,,,12753000000.0,,,,,,,
1446249600,,18000000.0,2014000000.0,-15867000000.0,590000000.0,-27000000.0,7987000000.0,17171000000.0,4269000000.0,783000000.0,1051000000.0,,,0.0,27768000000.0,2300000000.0,7584000000.0,21521000000.0,1814000000.0,,11588000000.0,1344000000.0,-4239000000.0,-15784000000.0,15133000000.0,,5731000000.0,2.51,,-6000000.0,2194000000.0,55095000000.0,-884000000.0,,7584000000.0,7584000000.0,1821000000.0,318000000.0,,4720000000.0,,56000000.0,10194000000.0,607000000.0,-1598000000.0,812000000.0,,1813000000.0,-6302000000.0,6013000000.0,-2644000000.0,,934000000.0,,,25714000000.0,2609000000.0,,243000000.0,-3603000000.0,,0.73,,-259000000.0,3718000000.0,-1540000000.0,-961000000.0,-330000000.0,2082000000.0,5731000000.0,-5534000000.0,,,,,388000000.0,,5680000000.0,1492000000.0,,709000000.0,,21521000000.0,507000000.0,-733000000.0,18000000.0,234000000.0,946000000.0,68000000.0,2.48,1836000000.0,,1191000000.0,141000000.0,9939000000.0,262000000.0,4288000000.0,-4239000000.0,,-301000000.0,3089000000.0,-700000000.0,36540000000.0,78731000000.0,2887000000.0,371000000.0,-4413000000.0,1648000000.0,,3926000000.0,32089000000.0,0.0,51463000000.0,1802000000.0,-6302000000.0,42191000000.0,,32089000000.0,3089000000.0,51787000000.0,5680000000.0,,,17433000000.0,4554000000.0,2194000000.0,812000000.0,-186000000.0,106882000000.0,3532000000.0,106882000000.0,1323000000.0,,1051000000.0,55095000000.0,30592000000.0,-1250000000.0,,41524000000.0,6677000000.0,,10194000000.0,,783000000.0,,1007000000.0,-79000000.0,,-2883000000.0,389000000.0,78731000000.0,243000000.0,302000000.0,,47073000000.0,,2048000000.0,27768000000.0,6351000000.0,49000000.0,,4061000000.0,7584000000.0,0.73,,5234000000.0,1323000000.0,1323000000.0,6677000000.0,-807000000.0,4288000000.0,51787000000.0,17433000000.0,1813000000.0,-1174000000.0,,4825000000.0,137000000.0,31000000.0,36540000000.0,5234000000.0,42191000000.0,1492000000.0,-337000000.0,19363000000.0,6490000000.0,47073000000.0,2014000000.0,,4825000000.0,4554000000.0,,,,,,
1454198400,,17000000.0,5756000000.0,,834000000.0,0.0,,17433000000.0,1337000000.0,,863000000.0,,,0.0,-5775000000.0,,,,,,3301000000.0,,-4290000000.0,-2155000000.0,,,,,,,49000000.0,,704000000.0,,3688000000.0,3688000000.0,1785000000.0,94000000.0,,,,9000000.0,9041000000.0,-1412000000.0,526000000.0,825000000.0,,,-1122000000.0,,,,292000000.0,,,12246000000.0,-108000000.0,,182000000.0,,,0.33,,,,-13526000000.0,-120000000.0,,948000000.0,5819000000.0,,,,,,,,,1529000000.0,,,,843000000.0,,184000000.0,,61000000.0,2000000.0,2000000.0,,,,,,,-13745000000.0,,,,-797000000.0,1027000000.0,,15327000000.0,,,,,-228000000.0,,,-5026000000.0,,,1776000000.0,,16761000000.0,,,1037000000.0,15155000000.0,5680000000.0,,,,,,,,26313000000.0,,,592000000.0,,,11158000000.0,,,,,,,,,8644000000.0,,79000000.0,0.0,,,-1104000000.0,32088000000.0,,,,1282000000.0,,,,2285000000.0,-10385000000.0,,,,0.33,,,592000000.0,650000000.0,6683000000.0,-111000000.0,4052000000.0,,3688000000.0,1977000000.0,-20000000.0,,,202000000.0,,,6073000000.0,,,-221000000.0,9961000000.0,,,,,4114000000.0,,,,,,,
1461974400,,17000000.0,,,836000000.0,0.0,,3688000000.0,1309000000.0,,885000000.0,,,0.0,-4786000000.0,,,,,,3318000000.0,,-4360000000.0,-3000000.0,,,,,,,64000000.0,,190000000.0,,4636000000.0,4636000000.0,1731000000.0,5000000.0,,,,3000000.0,9099000000.0,725000000.0,74000000.0,809000000.0,,,-4504000000.0,,,,301000000.0,,,11588000000.0,1575000000.0,,136000000.0,,,0.37,,,,-483000000.0,-86000000.0,,941000000.0,5932000000.0,,,,,,,,,1572000000.0,,,,795000000.0,,176000000.0,,40000000.0,23000000.0,7000000.0,,,,,,,948000000.0,,,,-305000000.0,1026000000.0,,13447000000.0,,,,,1489000000.0,,,-1266000000.0,,,1720000000.0,,16862000000.0,,,1002000000.0,15385000000.0,5672000000.0,,,,,,,,25523000000.0,,,629000000.0,,,10138000000.0,,,,,,,,,6739000000.0,,85000000.0,-122000000.0,,,41000000.0,30309000000.0,,,,1342000000.0,,,,2250000000.0,18000000.0,,,,0.36,,,629000000.0,660000000.0,6708000000.0,-144000000.0,3547000000.0,,4636000000.0,1793000000.0,-100000000.0,,,520000000.0,,,5978000000.0,,,-213000000.0,9338000000.0,,,,,3884000000.0,,,,,,,
1469923200,,17000000.0,,,1081000000.0,0.0,,4636000000.0,1019000000.0,,877000000.0,,,0.0,-3926000000.0,,,,,,3797000000.0,,-4405000000.0,0.0,,,,,,,75000000.0,,-166000000.0,,5636000000.0,5636000000.0,1725000000.0,36000000.0,,,,121000000.0,10402000000.0,-4000000.0,378000000.0,830000000.0,,,-947000000.0,,,,298000000.0,,,11892000000.0,1065000000.0,,162000000.0,,,0.46,,,,-204000000.0,-81000000.0,,1153000000.0,6012000000.0,,,,,,,,,1607000000.0,,,,759000000.0,,238000000.0,,39000000.0,-282000000.0,32000000.0,,,,,,,1000000000.0,,,,-57000000.0,1238000000.0,,13036000000.0,,,,,984000000.0,,,-3982000000.0,,,1711000000.0,,18114000000.0,,,719000000.0,17402000000.0,5618000000.0,,,,,,,,27224000000.0,,,783000000.0,,,9822000000.0,,,,,,,,,6276000000.0,,85000000.0,0.0,,,1301000000.0,31150000000.0,,,,1276000000.0,,,,2172000000.0,0.0,,,,0.45,,,783000000.0,843000000.0,6760000000.0,139000000.0,3961000000.0,,5636000000.0,1594000000.0,-36000000.0,,,-471000000.0,,,5886000000.0,,,-212000000.0,9720000000.0,,,,,4008000000.0,,,,,,,
1477872000,,17000000.0,,-2188000000.0,1010000000.0,-7000000.0,4265000000.0,5636000000.0,1400000000.0,7333000000.0,919000000.0,,,0.0,-3889000000.0,-11145000000.0,6288000000.0,729000000.0,1730000000.0,,3582000000.0,-14423000000.0,-4348000000.0,-30000000.0,17433000000.0,,6084000000.0,1.44,,-384000000.0,78000000.0,10542000000.0,-163000000.0,,6288000000.0,6288000000.0,1729000000.0,347000000.0,,3840000000.0,,0.0,11103000000.0,354000000.0,-577000000.0,865000000.0,,1116000000.0,-1438000000.0,5065000000.0,-7000000.0,,318000000.0,,,12512000000.0,698000000.0,,231000000.0,-433000000.0,,0.29,,-126000000.0,2666000000.0,-210000000.0,-146000000.0,-291000000.0,891000000.0,6084000000.0,48000000.0,,,,,212000000.0,,5622000000.0,1736000000.0,,182000000.0,,729000000.0,565000000.0,497000000.0,17000000.0,42000000.0,259000000.0,7000000.0,1.43,1743000000.0,,1209000000.0,-10365000000.0,8998000000.0,652000000.0,4484000000.0,-4348000000.0,,-2000000.0,974000000.0,401000000.0,14091000000.0,32899000000.0,2797000000.0,48000000.0,-337000000.0,552000000.0,,3933000000.0,-3498000000.0,0.0,48238000000.0,1712000000.0,-1438000000.0,18808000000.0,,-3498000000.0,1082000000.0,18468000000.0,5622000000.0,,,6288000000.0,2496000000.0,78000000.0,865000000.0,1095000000.0,29010000000.0,3761000000.0,29010000000.0,492000000.0,,919000000.0,10542000000.0,3582000000.0,-858000000.0,,39240000000.0,6758000000.0,,11103000000.0,,7333000000.0,,83000000.0,-4000000.0,,-1161000000.0,690000000.0,32899000000.0,231000000.0,133000000.0,,1339000000.0,,2000000.0,-3889000000.0,2291000000.0,2000000.0,,332000000.0,6288000000.0,0.28,,5718000000.0,492000000.0,513000000.0,6758000000.0,164000000.0,4484000000.0,18468000000.0,6288000000.0,1116000000.0,-228000000.0,,4114000000.0,-542000000.0,928000000.0,14091000000.0,5718000000.0,18808000000.0,1736000000.0,-212000000.0,10221000000.0,3230000000.0,1339000000.0,,,4114000000.0,2496000000.0,,,,,,
1485820800,,17000000.0,,,775000000.0,,,6288000000.0,1313000000.0,,952000000.0,,,0.0,-4327000000.0,,,,,,3411000000.0,,-4337000000.0,-27000000.0,,,,,,,100000000.0,,614000000.0,,6331000000.0,6331000000.0,1721000000.0,81000000.0,,,,2000000.0,10951000000.0,-152000000.0,67000000.0,866000000.0,,,-1669000000.0,,,,296000000.0,,,12684000000.0,767000000.0,,267000000.0,,,0.36,,,,-638000000.0,-101000000.0,,935000000.0,6067000000.0,,,,,,,,,1730000000.0,,,,706000000.0,,164000000.0,,75000000.0,86000000.0,,,,,,,,43000000.0,,,,-386000000.0,1019000000.0,,13932000000.0,,,,,666000000.0,,,-3339000000.0,,,1704000000.0,,18587000000.0,,,1017000000.0,17775000000.0,5622000000.0,,,,,,,,28192000000.0,,,611000000.0,,,10417000000.0,,,,,,,,,7244000000.0,,84000000.0,-56000000.0,,,-116000000.0,32519000000.0,,,,1188000000.0,,,,2248000000.0,-38000000.0,,,,0.36,,,611000000.0,611000000.0,6688000000.0,-86000000.0,4555000000.0,,6331000000.0,1198000000.0,-79000000.0,,,-69000000.0,,,5791000000.0,,,-227000000.0,10436000000.0,,,,,3478000000.0,,,,,,,
1493510400,,17000000.0,,,754000000.0,,,6331000000.0,1402000000.0,,980000000.0,,,0.0,-3955000000.0,,,,,,3552000000.0,,-4202000000.0,-17000000.0,,,,,,,110000000.0,,-325000000.0,,6223000000.0,6223000000.0,1709000000.0,64000000.0,,,,0.0,11079000000.0,-521000000.0,138000000.0,872000000.0,,,-1714000000.0,,,,314000000.0,,,12385000000.0,455000000.0,,221000000.0,,,0.33,,,,-408000000.0,-75000000.0,,981000000.0,5863000000.0,,,,,,,,,1661000000.0,,,,675000000.0,,195000000.0,,48000000.0,142000000.0,,,,,,,,-108000000.0,,,,-223000000.0,1070000000.0,,14037000000.0,,,,,380000000.0,,,-2779000000.0,,,1688000000.0,,18604000000.0,,,1087000000.0,18302000000.0,5622000000.0,,,,,,,,28686000000.0,,,559000000.0,,,10384000000.0,,,,,,,,,7327000000.0,,89000000.0,-80000000.0,,,142000000.0,32641000000.0,,,,3101000000.0,,,,2383000000.0,17000000.0,,,,0.33,,,559000000.0,559000000.0,6710000000.0,-155000000.0,4756000000.0,,6223000000.0,1412000000.0,-163000000.0,,,-203000000.0,,,5549000000.0,,,-224000000.0,10002000000.0,,,,,3771000000.0,,,,,,,
1501459200,,17000000.0,,,899000000.0,,,6223000000.0,1385000000.0,,997000000.0,,,0.0,-4339000000.0,,,,,,5059000000.0,,-4272000000.0,-21000000.0,,,,,,,1062000000.0,,-504000000.0,,6967000000.0,6967000000.0,1695000000.0,56000000.0,,,,0.0,12804000000.0,642000000.0,207000000.0,894000000.0,,,-2118000000.0,,,,289000000.0,,,13060000000.0,1775000000.0,,199000000.0,,,0.41,,,,451000000.0,-61000000.0,,1042000000.0,5979000000.0,,,,,,,,,1707000000.0,,,,658000000.0,,203000000.0,,46000000.0,94000000.0,,,,1020000000.0,,,,744000000.0,,,,-302000000.0,1132000000.0,,14213000000.0,,,,,1714000000.0,,,-2526000000.0,,,1681000000.0,,22060000000.0,,,1096000000.0,21443000000.0,5622000000.0,,,,,,,,31934000000.0,,,696000000.0,,,10491000000.0,,,,,,,,,7469000000.0,,90000000.0,-1421000000.0,,,1712000000.0,36273000000.0,,,,3162000000.0,,,,2427000000.0,24000000.0,,,,0.41,,,696000000.0,696000000.0,6744000000.0,-1482000000.0,5184000000.0,,6967000000.0,1586000000.0,-87000000.0,,,-459000000.0,,,6232000000.0,,,-222000000.0,10633000000.0,,,,,4233000000.0,,,,,,,
