date,trailingInterestExpense,trailingBeginningCashPosition,quarterlyOtherCurrentAssets,annualChangesInAccountReceivables,annualInterestExpense,annualEbitda,annualCurrentAssets,trailingCapitalExpenditure,quarterlyCapitalStock,trailingChangeInCashSupplementalAsReported,annualNetIncomeCommonStockholders,annualOtherNonCurrentAssets,annualGrossPPE,annualSellingGeneralAndAdministration,annualAccumulatedDepreciation,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOtherIncomeExpense,trailingRepaymentOfDebt,quarterlyAccountsPayable,trailingNetIncomeCommonStockholders,annualDilutedAverageShares,annualCapitalStock,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingCashFlow,annualCapitalExpenditure,trailingGrossProfit,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,annualRepaymentOfDebt,quarterlyStockholdersEquity,annualChangeInCashSupplementalAsReported,trailingTaxProvision,annualInventory,quarterlyNetPPE,annualChangeInInventory,annualNetOtherFinancingCharges,annualTaxProvision,annualStockBasedCompensation,annualCurrentDebt,trailingCostOfRevenue,annualOtherCurrentAssets,trailingDepreciationAndAmortization,annualOtherNonCashItems,trailingNetIncomeContinuousOperations,annualDilutedEPS,annualBasicEPS,trailingChangeInInventory,annualTotalNonCurrentAssets,annualGrossProfit,quarterlyRetainedEarnings,annualOperatingExpense,annualFreeCashFlow,annualNonCurrentDeferredTaxesLiabilities,annualTotalLiabilitiesNetMinorityInterest,quarterlyCurrentAssets,trailingFreeCashFlow,quarterlyGrossPPE,trailingOperatingExpense,quarterlyCurrentLiabilities,trailingOtherNonCashItems,annualCostOfRevenue,annualPurchaseOfBusiness,annualNetIncomeContinuousOperations,annualBeginningCashPosition,quarterlyAccumulatedDepreciation,trailingSellingGeneralAndAdministration,quarterlyTotalAssets,annualTotalAssets,trailingNetIncome,trailingPretaxIncome,trailingCashDividendsPaid,quarterlyAccountsReceivable,annualPretaxIncome,annualNetIncome,quarterlyTotalNonCurrentAssets,annualLongTermDebt,annualCashDividendsPaid,trailingNetOtherInvestingChanges,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,quarterlyOtherCurrentLiabilities,trailingInvestingCashFlow,quarterlyOtherNonCurrentLiabilities,annualSaleOfInvestment,annualCommonStockIssuance,annualOtherShortTermInvestments,quarterlyInvestmentsAndAdvances,annualOperatingIncome,trailingChangeInWorkingCapital,annualStockholdersEquity,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualPurchaseOfInvestment,annualDepreciationAndAmortization,annualAccountsReceivable,quarterlyLongTermDebt,annualTotalRevenue,trailingCommonStockIssuance,annualInvestingCashFlow,annualRetainedEarnings,trailingEndCashPosition,quarterlyInventory,annualCashFlowFromContinuingFinancingActivities,annualBasicAverageShares,annualEndCashPosition,trailingTotalRevenue,trailingOperatingIncome,quarterlyCashAndCashEquivalents,annualOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,annualNetPPE,annualAccountsPayable,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentDebt,annualCurrentLiabilities,quarterlyTotalLiabilitiesNetMinorityInterest,annualCashCashEquivalentsAndMarketableSecurities,annualRepurchaseOfCapitalStock,annualInvestmentsAndAdvances,annualOtherNonCurrentLiabilities,annualGainsLossesNotAffectingRetainedEarnings,quarterlyOtherNonCurrentAssets,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyNetOtherInvestingChanges,annualCurrentAccruedExpenses,quarterlyCashDividendsPaid,trailingOtherIncomeExpense,quarterlyOperatingCashFlow,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInCashSupplementalAsReported,quarterlyTaxProvision,trailingDeferredIncomeTax,quarterlyChangeInInventory,quarterlyNonCurrentDeferredRevenue,quarterlyPurchaseOfInvestment,annualNonCurrentDeferredRevenue,trailingStockBasedCompensation,quarterlyChangesInAccountReceivables,quarterlyCurrentDeferredRevenue,quarterlyNetOtherFinancingCharges,trailingBasicEPS,quarterlyNetIncomeCommonStockholders,quarterlyNetIncomeContinuousOperations,quarterlyEbitda,quarterlyTotalRevenue,quarterlyStockBasedCompensation,annualGoodwill,quarterlyInvestingCashFlow,quarterlyFreeCashFlow,annualOtherIntangibleAssets,trailingDilutedAverageShares,quarterlyNetIncome,quarterlyCurrentAccruedExpenses,trailingPurchaseOfInvestment,trailingResearchAndDevelopment,quarterlyChangeInAccountPayable,trailingDilutedEPS,trailingSaleOfInvestment,quarterlyCommonStockIssuance,quarterlyEndCashPosition,annualIncomeTaxPayable,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherIncomeExpense,quarterlySellingGeneralAndAdministration,quarterlyGrossProfit,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,trailingRepurchaseOfCapitalStock,quarterlyBasicAverageShares,quarterlyResearchAndDevelopment,annualCurrentDeferredRevenue,quarterlyDilutedEPS,quarterlyCostOfRevenue,trailingChangeInAccountPayable,quarterlyBeginningCashPosition,annualResearchAndDevelopment,quarterlyDilutedAverageShares,quarterlyOperatingIncome,quarterlyOperatingExpense,trailingChangesInAccountReceivables,trailingBasicAverageShares,quarterlyBasicEPS,quarterlyGoodwill,quarterlyIncomeTaxPayable,trailingPurchaseOfBusiness,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,trailingCashFlowFromContinuingFinancingActivities,annualDeferredIncomeTax,quarterlySaleOfInvestment,quarterlyRepaymentOfDebt,quarterlyInterestExpense,quarterlyCapitalExpenditure
2011-12-31,,,1675767000.0,,,,,,169090000.0,,,,,,,,,,3036263000.0,,,,20923000.0,,,,,,,7059635000.0,,,,3747078000.0,,,,,,,,,,,,,,,,3461909000.0,,,,,14923335000.0,,,,11872527000.0,,,,,,,,20006789000.0,,,,,5722568000.0,,,5083454000.0,,,,127926000.0,,0.0,,0.0,,,,,,,,1074627000.0,,,,1053704000.0,,,,,,5110888000.0,,,,,,1292581000.0,,1420507000.0,,,,,7346380000.0,,12947154000.0,,,,,,427785000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-30,,,0.0,-2570368000.0,297458000.0,715147000.0,16803611000.0,,219163000.0,,305716000.0,10101000.0,6265540000.0,1354172000.0,-203241000.0,7279641000.0,1102027000.0,,4761343000.0,,7392607101.0,219163000.0,42167000.0,,-1049712000.0,,,1645188000.0,-40248195000.0,7498804000.0,-724532000.0,,3257510000.0,6062299000.0,-81088000.0,-312220000.0,3961000.0,10722000.0,7289272000.0,,0.0,,368859000.0,,0.041,0.041,,7386213000.0,886165000.0,,1387801000.0,-1503170000.0,42167000.0,16691020000.0,16803611000.0,,6265540000.0,,15440211000.0,,69063050000.0,13527000.0,305716000.0,2354793000.0,-203241000.0,,24189824000.0,24189824000.0,,,,6737385000.0,309677000.0,305716000.0,7386213000.0,1208642000.0,-236725000.0,,126118000.0,-1789283000.0,1645188000.0,,0.0,79371000.0,0.0,126118000.0,459961000.0,-501636000.0,,7498804000.0,1250809000.0,,108012000.0,6737385000.0,1208642000.0,69949215000.0,,-880086000.0,,,3257510000.0,609012000.0,7392607101.0,1635013000.0,,,2048569000.0,-453458000.0,2174687000.0,6062299000.0,4761343000.0,2612776000.0,1250809000.0,7289272000.0,15440211000.0,16691020000.0,2174687000.0,,459961000.0,0.0,7279641000.0,10101000.0,67922000.0,2048569000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-31,,,82469000.0,,,,,,219163000.0,,,,,,,,,,3200728000.0,,,,54065000.0,,,,,,,6766362000.0,,,,8050520000.0,,,,,,,,,,,,,,,,1938886000.0,,,,,9678842000.0,,8050520000.0,,11371950000.0,,,,,,,,18407614000.0,,,,,3315868000.0,,,8728772000.0,,,,147560000.0,,1109743000.0,,0.0,,,,,,,,269302000.0,,,,215237000.0,,,,,,2334633000.0,,,,,,1881056000.0,,2028616000.0,,,,,6436617000.0,,11641252000.0,,,,,,146732000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-30,,,0.0,,188288000.0,-231647000.0,10176045000.0,,219163000.0,,-721650000.0,11091000.0,9012820000.0,943601000.0,-481254000.0,,,,3749330000.0,,8766498266.0,219163000.0,47069000.0,,-2508820000.0,,,684884000.0,-35706395000.0,6897025000.0,-293707000.0,,2367019000.0,8531566000.0,868501000.0,-153891000.0,24386000.0,4812000.0,4275997000.0,,0.0,,218821000.0,,-0.082,-0.082,,9126484000.0,1205372000.0,2088404000.0,1044124000.0,2123645000.0,47069000.0,12405504000.0,10176045000.0,,9012820000.0,,10073273000.0,,54243441000.0,-27304000.0,-721650000.0,1635013000.0,-481254000.0,,19302529000.0,19302529000.0,,,,4368362000.0,-697264000.0,-721650000.0,9126484000.0,1775902000.0,0.0,,558321000.0,5388920000.0,684884000.0,,0.0,0.0,,558321000.0,,161248000.0,,6897025000.0,2332231000.0,,277329000.0,4368362000.0,1775902000.0,55448813000.0,,-2381364000.0,2088404000.0,,2367019000.0,,8766498266.0,1351985000.0,,,1351985000.0,4632465000.0,1910306000.0,8531566000.0,3749330000.0,,2332231000.0,4275997000.0,10073273000.0,12405504000.0,1910306000.0,,,0.0,,11091000.0,150517000.0,1351985000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-31,,,142571000.0,,,,,,219163000.0,,,,,,,,,,6135472000.0,,,,27117000.0,,,,,,,7445494000.0,,,,9124818000.0,,,,,,,,,,,,,,,,2635041000.0,,,,,12959308000.0,,9124818000.0,,12630273000.0,,,,,,,,22774476000.0,,,,,6201633000.0,,,9815168000.0,,,,231425000.0,,1027924000.0,,0.0,,,,,,,,2698709000.0,,,,2671592000.0,,,,,,2707899000.0,,,,,,1229799000.0,,1461224000.0,,,,,3560577000.0,,15328982000.0,,,,,,34622000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-30,,,0.0,,205265000.0,1100431000.0,13598015000.0,,219163000.0,,623115000.0,915231000.0,10066797000.0,627895000.0,-784359000.0,,,,7518492000.0,,9557688424.0,219163000.0,31088000.0,,-774280000.0,,,1086272000.0,-24547020000.0,7550276000.0,267146000.0,,2058295000.0,9282438000.0,467769000.0,-20799000.0,-9792000.0,2222000.0,2909138000.0,,0.0,,41369000.0,,0.065,0.068,,10875289000.0,1766014000.0,2690019000.0,742089000.0,3280114000.0,31088000.0,16923028000.0,13598015000.0,,10066797000.0,,13306744000.0,,82739399000.0,-124434000.0,599300000.0,1351985000.0,-784359000.0,,24473304000.0,24473304000.0,,,,7227475000.0,589508000.0,599300000.0,10875289000.0,2515650000.0,,,221580000.0,2899975000.0,1086272000.0,,0.0,,-20799000.0,221580000.0,,1023925000.0,,7550276000.0,3616284000.0,,305658000.0,7227475000.0,2515650000.0,84505413000.0,,-1981660000.0,2690019000.0,,2058295000.0,,8757696266.0,1610923000.0,,,1610923000.0,4054394000.0,1832503000.0,9282438000.0,7518492000.0,,3616284000.0,2909138000.0,13306744000.0,16923028000.0,1832503000.0,,,0.0,,915231000.0,-1093966000.0,1610923000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-31,,,241176000.0,,,,,,219163000.0,,,,,,,,,,6383732000.0,,,,42564000.0,,,,,,,8379451000.0,,,,16741125000.0,,,,,,,,,,,,,,,,3251867000.0,,,,,12980552000.0,,16947280000.0,,12849307000.0,,,,,,-206155000.0,,30609025000.0,,,,,7610023000.0,,,17628473000.0,,,,9920000.0,,1408133000.0,,0.0,,,,,,,,9380267000.0,,,,6763340000.0,,,,,,638995000.0,,,,,,1295735000.0,,1305655000.0,,,,,3364208000.0,,22229574000.0,,,,,,68598000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,,,77520000.0,,655231000.0,3484083000.0,11049757000.0,,253913000.0,,1411200000.0,70427000.0,18847304000.0,581614000.0,-1885307000.0,,,,3114357000.0,,9611185206.0,253913000.0,40486000.0,,-977217000.0,,,1753439000.0,-22762630000.0,10726176000.0,-754662000.0,,833231000.0,16961997000.0,1098615000.0,-62577000.0,374600000.0,6623000.0,4567341000.0,,77520000.0,,830492000.0,,0.147,0.156,,17835081000.0,1898020000.0,3248792000.0,715376000.0,3180592000.0,40486000.0,18158662000.0,11049757000.0,,18847304000.0,,10810055000.0,,72205909000.0,-6141665000.0,1386732000.0,1610923000.0,-1885307000.0,,28884838000.0,28884838000.0,,,,6871719000.0,1761332000.0,1386732000.0,17835081000.0,6287207000.0,,,138916000.0,1881629000.0,1753439000.0,,0.0,,1235460000.0,138916000.0,,1182644000.0,,10726176000.0,7348607000.0,-77520000.0,1067520000.0,6871719000.0,6287207000.0,74103929000.0,,-8127259000.0,3248792000.0,,833231000.0,,8902561019.0,857280000.0,,,934800000.0,4157809000.0,1073716000.0,16961997000.0,3114357000.0,,7348607000.0,4567341000.0,10810055000.0,18158662000.0,1073716000.0,,,0.0,,70427000.0,-1029724000.0,934800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,,,968190000.0,,,,,,253913000.0,,,,,,,,,,2195617000.0,,,,34744000.0,,,,,,,9824130000.0,,,,15885455000.0,,,,,,,,,,,,,,,,2522706000.0,,,,,11174530000.0,,11631707000.0,,10932496000.0,,,,,,,,28896382000.0,,,,,4283638000.0,,,17721852000.0,,,,84528000.0,,0.0,,0.0,,,,,,,,8139756000.0,,,,7551830000.0,,,,,,407375000.0,,,,,,1134536000.0,,1219064000.0,,,,,6493775000.0,,19072252000.0,,,,,,1068934000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,,,424000000.0,,672000000.0,3059000000.0,15074000000.0,,254000000.0,,844000000.0,0.0,19964000000.0,608000000.0,-2899000000.0,,,,5277000000.0,,10127000000.0,254000000.0,41000000.0,,-1493000000.0,,,1987000000.0,-29075000000.0,11205000000.0,3286000000.0,,533000000.0,17065000000.0,364000000.0,-451000000.0,-38000000.0,19000000.0,4861000000.0,,424000000.0,,616000000.0,,0.083,0.083,,17908000000.0,2013000000.0,3888000000.0,737000000.0,1977000000.0,41000000.0,21777000000.0,15074000000.0,,19964000000.0,,13922000000.0,,46058000000.0,0.0,844000000.0,857000000.0,-2899000000.0,,32982000000.0,32982000000.0,,,,8827000000.0,806000000.0,844000000.0,17908000000.0,7579000000.0,-204000000.0,,70000000.0,712000000.0,1987000000.0,,0.0,,-25000000.0,70000000.0,,1276000000.0,,11205000000.0,7855000000.0,,1581000000.0,8827000000.0,7579000000.0,48071000000.0,,-376000000.0,3888000000.0,,533000000.0,,10122000000.0,4310000000.0,,,4471000000.0,3470000000.0,4541000000.0,17065000000.0,5277000000.0,,7855000000.0,4861000000.0,13922000000.0,21777000000.0,4541000000.0,,,0.0,,0.0,1129000000.0,4471000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,,,808000000.0,,,,,,254000000.0,,,,,,,,,,4462000000.0,,,,51000000.0,,,,,,,11400000000.0,,,,16703000000.0,,,,,,,,,,,,,,,,4300000000.0,,,,,15764000000.0,,12440000000.0,,14738000000.0,,,,,,,,33275000000.0,,,,,13161000000.0,,,17511000000.0,,,,62000000.0,,1931000000.0,,0.0,,,,,,,,7137000000.0,,,,6822000000.0,,,,,,615000000.0,,,,,,446000000.0,,508000000.0,,,,,7545000000.0,,21875000000.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
