,annualChangeInCashSupplementalAsReported,quarterlyNetOtherInvestingChanges,quarterlyOtherCurrentAssets,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,annualGrossPPE,trailingNetIncomeCommonStockholders,trailingChangeInCashSupplementalAsReported,annualDilutedEPS,annualBeginningCashPosition,annualOtherNonCurrentLiabilities,quarterlyChangeInInventory,annualInterestExpense,quarterlyChangesInAccountReceivables,annualBasicAverageShares,annualSellingGeneralAndAdministration,trailingRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyOperatingExpense,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyCapitalStock,trailingDeferredIncomeTax,annualCapitalExpenditure,trailingRepaymentOfDebt,quarterlyBeginningCashPosition,quarterlyCashAndCashEquivalents,annualOtherIncomeExpense,trailingCapitalExpenditure,annualTotalNonCurrentAssets,annualRepaymentOfDebt,trailingGrossProfit,quarterlyStockholdersEquity,quarterlyRepaymentOfDebt,trailingInterestExpense,annualCashFlowFromContinuingFinancingActivities,quarterlyNetPPE,annualStockBasedCompensation,annualChangeInInventory,annualInventory,quarterlyTaxProvision,trailingChangeInInventory,trailingNetOtherFinancingCharges,trailingTaxProvision,quarterlyEbitda,quarterlyAccumulatedDepreciation,quarterlyStockBasedCompensation,quarterlyCommonStockIssuance,annualNetIncomeContinuousOperations,annualOtherNonCashItems,annualPurchaseOfBusiness,trailingOtherNonCashItems,annualCostOfRevenue,trailingDepreciationAndAmortization,annualCapitalStock,annualCurrentDebt,annualNetOtherFinancingCharges,quarterlyPurchaseOfBusiness,annualFreeCashFlow,quarterlyPretaxIncome,annualGrossProfit,trailingOperatingExpense,annualAccumulatedDepreciation,annualDeferredIncomeTax,quarterlyRetainedEarnings,quarterlyRepurchaseOfCapitalStock,annualDilutedAverageShares,trailingSellingGeneralAndAdministration,quarterlyOtherNonCashItems,annualOperatingExpense,annualChangeInWorkingCapital,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,trailingCostOfRevenue,trailingNetIncomeContinuousOperations,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,annualChangesInAccountReceivables,quarterlyBasicEPS,quarterlyOperatingCashFlow,trailingCashDividendsPaid,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,quarterlyIncomeTaxPayable,annualTotalLiabilitiesNetMinorityInterest,trailingPurchaseOfBusiness,quarterlyDeferredIncomeTax,quarterlyTotalRevenue,trailingBeginningCashPosition,quarterlyGrossPPE,quarterlyCurrentLiabilities,trailingFreeCashFlow,quarterlyCurrentAssets,annualNonCurrentDeferredTaxesLiabilities,annualRetainedEarnings,trailingNetIncome,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,annualNonCurrentDeferredRevenue,quarterlyGoodwill,annualNetIncome,annualNetOtherInvestingChanges,quarterlyBasicAverageShares,quarterlyLongTermDebt,trailingNetOtherInvestingChanges,annualAccountsReceivable,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,quarterlyFreeCashFlow,annualCashDividendsPaid,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,annualGoodwill,quarterlyCostOfRevenue,annualPretaxIncome,annualCommonStockIssuance,quarterlyDepreciationAndAmortization,annualInvestingCashFlow,annualOperatingIncome,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,trailingChangeInWorkingCapital,annualAccountsPayable,trailingInvestingCashFlow,annualTotalRevenue,annualOtherCurrentAssets,annualPurchaseOfInvestment,trailingTotalRevenue,annualStockholdersEquity,quarterlySellingGeneralAndAdministration,annualLongTermDebt,annualEndCashPosition,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualTaxProvision,annualDepreciationAndAmortization,trailingStockBasedCompensation,annualTotalAssets,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyEndCashPosition,trailingEndCashPosition,annualCurrentAccruedExpenses,annualCurrentLiabilities,quarterlyPurchaseOfInvestment,trailingCashFlowFromContinuingFinancingActivities,annualCashAndCashEquivalents,quarterlyDilutedEPS,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,annualBasicEPS,quarterlyCurrentDebt,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingOtherIncomeExpense,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyChangeInAccountPayable,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualIncomeTaxPayable,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,quarterlyDilutedAverageShares,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,quarterlyOtherIntangibleAssets,quarterlyTotalLiabilitiesNetMinorityInterest,annualRepurchaseOfCapitalStock,quarterlyOtherNonCurrentAssets,annualGainsLossesNotAffectingRetainedEarnings,annualOperatingCashFlow,annualOtherNonCurrentAssets,annualNetPPE,annualEbitda,annualCurrentAssets,trailingPretaxIncome,quarterlyInvestmentsAndAdvances,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualInvestmentsAndAdvances,annualSaleOfInvestment,trailingResearchAndDevelopment,annualChangeInAccountPayable,trailingSaleOfInvestment,trailingDilutedEPS,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,annualResearchAndDevelopment,quarterlySaleOfInvestment,quarterlyOtherShortTermInvestments,trailingDilutedAverageShares,trailingCommonStockIssuance,annualCurrentDeferredRevenue,annualOtherShortTermInvestments,trailingBasicEPS
483667200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,118700000.0,,,,,,,0.028125,,,,,,,,,118700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.028125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491616000,,,5500000.0,13200000.0,,71600000.0,,,0.069375,0.0,10600000.0,,4100000.0,,190270270.0,104100000.0,,,,,,,,,,,10100000.0,1500000.0,,60800000.0,,,70000000.0,,,,28100000.0,,,37900000.0,,,,,-242700000.0,-43500000.0,,,13200000.0,,,,204600000.0,,,,,,0.0,,132200000.0,,-43500000.0,,48600000.0,,190270270.0,,,109100000.0,,-242700000.0,,,,,,,,,,,,,97900000.0,,,71000000.0,,71600000.0,56100000.0,,107100000.0,2500000.0,48600000.0,,60800000.0,167900000.0,,,13200000.0,,,28700000.0,,,,10600000.0,,,,,,,20500000.0,,,0.0,23100000.0,,1600000.0,,,,336800000.0,5500000.0,,,70000000.0,,28700000.0,0.0,41800000.0,7300000.0,,,167900000.0,,37900000.0,,,,56100000.0,,,10100000.0,,2500000.0,,10100000.0,0.069375,,41800000.0,,,,,,,,,,,10100000.0,,,97900000.0,,32700000.0,,0.0,32700000.0,28100000.0,28100000.0,107100000.0,,,,,,,,,,,,,,,,,,,,,,
499564800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,82000000.0,,,,,,,0.015625,,,,,,,,,82000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.015625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507513600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,101000000.0,,,,,,,0.024375,,,,,,,,,101000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.024375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515203200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,134100000.0,,,,,,,0.033125,,,,,,,,,134100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.033125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523152000,,,1100000.0,14300000.0,,75800000.0,,,0.08375,0.0,10500000.0,,4100000.0,,170746269.0,120100000.0,,,,,,,,,,,13000000.0,-1200000.0,,61100000.0,,,63100000.0,,,,29200000.0,,,53000000.0,,,,,-286300000.0,-46600000.0,,,15500000.0,,,,249500000.0,,,,,,0.0,,157200000.0,,-46600000.0,,60000000.0,,170746269.0,,,126300000.0,,-286300000.0,,,,,,,,,,,,,112500000.0,,,89500000.0,,75800000.0,72600000.0,,114500000.0,2400000.0,60000000.0,,61100000.0,175600000.0,,,15500000.0,,,27000000.0,,,,10500000.0,,,,,,,25500000.0,,,0.0,30900000.0,,2200000.0,,,,406700000.0,1100000.0,,,63100000.0,,27000000.0,0.0,39900000.0,10000000.0,,,175600000.0,,53000000.0,,,,72600000.0,,,13000000.0,,2400000.0,,13000000.0,0.08375,,39900000.0,,,,,,,,,,,13000000.0,,,112500000.0,,31900000.0,,0.0,31900000.0,29200000.0,37100000.0,114500000.0,,,,,,,,,,,,,,,,,,,,,,
531100800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,97700000.0,,,,,,,0.01875,,,,,,,,,97700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.01875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539049600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,130600000.0,,,,,,,0.029375,,,,,,,,,130600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.029375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546739200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,178200000.0,,,,,,,0.034375,,,,,,,,,178200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.034375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554688000,,,2700000.0,17000000.0,,91700000.0,,,0.095,0.0,10500000.0,,6600000.0,,178947368.0,153500000.0,,,,,,,,,,,11900000.0,2400000.0,,81600000.0,,,72000000.0,,,,40700000.0,,,70000000.0,,,,,-374900000.0,-51000000.0,,,17000000.0,,,,328800000.0,,,,,,0.0,,192300000.0,,-51000000.0,,72200000.0,,178947368.0,,,160600000.0,,-374900000.0,,,,,,,,,,,,,169900000.0,,,114500000.0,,91700000.0,100900000.0,,160300000.0,1100000.0,72200000.0,,81600000.0,241900000.0,,,17000000.0,,,57400000.0,,,,10500000.0,,,,,,,27500000.0,,,0.0,31700000.0,,2300000.0,,,,521100000.0,2700000.0,,,72000000.0,,57400000.0,0.0,69000000.0,10500000.0,,,241900000.0,,70000000.0,,,,100900000.0,,,11900000.0,,1100000.0,,11900000.0,0.095,,69000000.0,,,,,,,,,,,11900000.0,,,169900000.0,,40900000.0,,0.0,40900000.0,40700000.0,38800000.0,160300000.0,,,,,,,,,,,,,,,,,,,,,,
562636800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,128200000.0,,,,,,,0.02375,,,,,,,,,128200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.02375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570585600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,152700000.0,,,,,,,0.035,,,,,,,,,152700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578361600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,209800000.0,,,,,,,0.045625,,,,,,,,,209800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.045625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586310400,,,8100000.0,20000000.0,,101200000.0,,,0.115,0.0,9200000.0,,7800000.0,,173913043.0,181100000.0,,,,,,,,,,,12000000.0,3500000.0,,84800000.0,,,82000000.0,,,,43300000.0,,,99300000.0,,,,,-460500000.0,-57900000.0,,,20000000.0,,,,389200000.0,,,,,,0.0,,220000000.0,,-57900000.0,,86700000.0,,173913043.0,,,189800000.0,,-460500000.0,,,,,,,,,,,,,186200000.0,,,118500000.0,,101200000.0,118700000.0,,183400000.0,1500000.0,86700000.0,,84800000.0,268200000.0,,,20000000.0,,,56800000.0,,,,9200000.0,,,,,,,25800000.0,,,0.0,30200000.0,,1900000.0,,,,609200000.0,8100000.0,,,82000000.0,,56800000.0,0.0,67500000.0,5800000.0,,,268200000.0,,99300000.0,,,,118700000.0,,,12000000.0,,1500000.0,,12000000.0,0.115,,67500000.0,,,,,,,,,,,12000000.0,,,186200000.0,,41500000.0,,0.0,41500000.0,43300000.0,38900000.0,183400000.0,,,,,,,,,,,,,,,,,,,,,,
594259200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,145200000.0,,,,,,,0.0275,,,,,,,,,145200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602208000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,156200000.0,,,,,,,0.04125,,,,,,,,,156200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.04125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
