,annualChangeInCashSupplementalAsReported,quarterlyNetOtherInvestingChanges,quarterlyOtherCurrentAssets,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,annualGrossPPE,trailingNetIncomeCommonStockholders,trailingChangeInCashSupplementalAsReported,annualDilutedEPS,annualBeginningCashPosition,annualOtherNonCurrentLiabilities,quarterlyChangeInInventory,annualInterestExpense,quarterlyChangesInAccountReceivables,annualBasicAverageShares,annualSellingGeneralAndAdministration,trailingRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyOperatingExpense,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyCapitalStock,trailingDeferredIncomeTax,annualCapitalExpenditure,trailingRepaymentOfDebt,quarterlyBeginningCashPosition,quarterlyCashAndCashEquivalents,annualOtherIncomeExpense,trailingCapitalExpenditure,annualTotalNonCurrentAssets,annualRepaymentOfDebt,trailingGrossProfit,quarterlyStockholdersEquity,quarterlyRepaymentOfDebt,trailingInterestExpense,annualCashFlowFromContinuingFinancingActivities,quarterlyNetPPE,annualStockBasedCompensation,annualChangeInInventory,annualInventory,quarterlyTaxProvision,trailingChangeInInventory,trailingNetOtherFinancingCharges,trailingTaxProvision,quarterlyEbitda,quarterlyAccumulatedDepreciation,quarterlyStockBasedCompensation,quarterlyCommonStockIssuance,annualNetIncomeContinuousOperations,annualOtherNonCashItems,annualPurchaseOfBusiness,trailingOtherNonCashItems,annualCostOfRevenue,trailingDepreciationAndAmortization,annualCapitalStock,annualCurrentDebt,annualNetOtherFinancingCharges,quarterlyPurchaseOfBusiness,annualFreeCashFlow,quarterlyPretaxIncome,annualGrossProfit,trailingOperatingExpense,annualAccumulatedDepreciation,annualDeferredIncomeTax,quarterlyRetainedEarnings,quarterlyRepurchaseOfCapitalStock,annualDilutedAverageShares,trailingSellingGeneralAndAdministration,quarterlyOtherNonCashItems,annualOperatingExpense,annualChangeInWorkingCapital,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,trailingCostOfRevenue,trailingNetIncomeContinuousOperations,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,annualChangesInAccountReceivables,quarterlyBasicEPS,quarterlyOperatingCashFlow,trailingCashDividendsPaid,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,quarterlyIncomeTaxPayable,annualTotalLiabilitiesNetMinorityInterest,trailingPurchaseOfBusiness,quarterlyDeferredIncomeTax,quarterlyTotalRevenue,trailingBeginningCashPosition,quarterlyGrossPPE,quarterlyCurrentLiabilities,trailingFreeCashFlow,quarterlyCurrentAssets,annualNonCurrentDeferredTaxesLiabilities,annualRetainedEarnings,trailingNetIncome,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,annualNonCurrentDeferredRevenue,quarterlyGoodwill,annualNetIncome,annualNetOtherInvestingChanges,quarterlyBasicAverageShares,quarterlyLongTermDebt,trailingNetOtherInvestingChanges,annualAccountsReceivable,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,quarterlyFreeCashFlow,annualCashDividendsPaid,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,annualGoodwill,quarterlyCostOfRevenue,annualPretaxIncome,annualCommonStockIssuance,quarterlyDepreciationAndAmortization,annualInvestingCashFlow,annualOperatingIncome,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,trailingChangeInWorkingCapital,annualAccountsPayable,trailingInvestingCashFlow,annualTotalRevenue,annualOtherCurrentAssets,annualPurchaseOfInvestment,trailingTotalRevenue,annualStockholdersEquity,quarterlySellingGeneralAndAdministration,annualLongTermDebt,annualEndCashPosition,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualTaxProvision,annualDepreciationAndAmortization,trailingStockBasedCompensation,annualTotalAssets,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyEndCashPosition,trailingEndCashPosition,annualCurrentAccruedExpenses,annualCurrentLiabilities,quarterlyPurchaseOfInvestment,trailingCashFlowFromContinuingFinancingActivities,annualCashAndCashEquivalents,quarterlyDilutedEPS,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,annualBasicEPS,quarterlyCurrentDebt,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingOtherIncomeExpense,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyChangeInAccountPayable,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualIncomeTaxPayable,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,quarterlyDilutedAverageShares,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,quarterlyOtherIntangibleAssets,quarterlyTotalLiabilitiesNetMinorityInterest,annualRepurchaseOfCapitalStock,quarterlyOtherNonCurrentAssets,annualGainsLossesNotAffectingRetainedEarnings,annualOperatingCashFlow,annualOtherNonCurrentAssets,annualNetPPE,annualEbitda,annualCurrentAssets,trailingPretaxIncome,quarterlyInvestmentsAndAdvances,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualInvestmentsAndAdvances,annualSaleOfInvestment,trailingResearchAndDevelopment,annualChangeInAccountPayable,trailingSaleOfInvestment,trailingDilutedEPS,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,annualResearchAndDevelopment,quarterlySaleOfInvestment,quarterlyOtherShortTermInvestments,trailingDilutedAverageShares,trailingCommonStockIssuance,annualCurrentDeferredRevenue,annualOtherShortTermInvestments,trailingBasicEPS
925430400,,1800000.0,47500000.0,,,,,,,,,31000000.0,,,,,,162700000.0,116700000.0,,58000000.0,,,,,0.0,3300000.0,,,,,,288100000.0,,,,122100000.0,,,,15400000.0,,,,55900000.0,-214900000.0,,400000.0,,,,,,,,,,,,39500000.0,,,,,222400000.0,-1900000.0,,,,,,46000000.0,197900000.0,,,40700000.0,-5300000.0,,0.11625,-29600000.0,,-64100000.0,,,,,-100000.0,433100000.0,,337000000.0,440400000.0,,675900000.0,,,,255300000.0,931200000.0,,,,,207311828.0,196800000.0,,,3300000.0,5900000.0,-34900000.0,,,,,270400000.0,,,9900000.0,,,24100000.0,24100000.0,,,,,,,,,106800000.0,,,202700000.0,,,,,100000.0,185700000.0,0.0,,,,,,,0.114375,,,3300000.0,,184500000.0,,,6700000.0,100000.0,,24100000.0,,,-8500000.0,-1600000.0,210710383.0,,,129500000.0,643100000.0,,3700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
933379200,,-5400000.0,47600000.0,,,,,,,,,-2700000.0,,,,,,134900000.0,112200000.0,-7700000.0,39100000.0,12700000.0,,,,0.0,1900000.0,,,,,,285000000.0,,,,122800000.0,,,,6600000.0,,,,31800000.0,-222600000.0,,2000000.0,,,,,,,,,,,,16900000.0,,,,,231200000.0,-12500000.0,,,,,,22700000.0,196200000.0,,,-86200000.0,-11000000.0,,0.05,97800000.0,,78800000.0,,,,,-600000.0,325300000.0,,345400000.0,351300000.0,,583400000.0,,,,254800000.0,838200000.0,,,,,206000000.0,195600000.0,,,-1500000.0,6300000.0,86800000.0,,,,,190400000.0,,,9100000.0,,,10300000.0,10300000.0,,,,,,,,,103100000.0,,,201900000.0,,,,,1000000.0,194200000.0,1900000.0,,,,,,,0.04875,,,1900000.0,,116000000.0,,,6800000.0,800000.0,,10300000.0,,,-11400000.0,-1500000.0,211282051.0,,,128200000.0,553200000.0,,3800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941328000,11900000.0,-700000.0,47000000.0,35100000.0,183200000.0,353800000.0,,,0.165,100000.0,6100000.0,-8500000.0,23900000.0,,206064000.0,383000000.0,,105100000.0,102900000.0,-7800000.0,65500000.0,12600000.0,,-29800000.0,,1900000.0,12000000.0,4800000.0,,255500000.0,,,279700000.0,,,-11300000.0,124200000.0,,-12600000.0,204400000.0,-100000.0,,,,14400000.0,-229600000.0,,800000.0,35100000.0,-100000.0,,,776300000.0,,12600000.0,57100000.0,700000.0,,31800000.0,-200000.0,498700000.0,,-229600000.0,-7000000.0,229500000.0,-4700000.0,212448000.0,,,422100000.0,-6300000.0,2200000.0,183200000.0,,,-64400000.0,-8500000.0,,,83500000.0,,78700000.0,,,507500000.0,,-7300000.0,265800000.0,,353800000.0,305800000.0,,531700000.0,,229500000.0,,255500000.0,787200000.0,,,35100000.0,-7900000.0,,195600000.0,,,10100000.0,6100000.0,75000000.0,-6100000.0,,,,160700000.0,57500000.0,4100000.0,12200000.0,-37200000.0,76600000.0,-100000.0,-100000.0,,65500000.0,,1275000000.0,47000000.0,,,279700000.0,90700000.0,195600000.0,12000000.0,201700000.0,22400000.0,39100000.0,,787200000.0,2900000.0,204400000.0,12000000.0,,,305800000.0,,,12000000.0,,,,12000000.0,0.17,57100000.0,201700000.0,,5400000.0,-100000.0,,-100000.0,,,-9000000.0,-1500000.0,,12000000.0,122400000.0,122400000.0,507500000.0,-29200000.0,8900000.0,-7800000.0,61600000.0,8900000.0,124200000.0,115700000.0,531700000.0,,,,,,,,,,,,,,,,,,,,,,
949276800,,-2800000.0,51900000.0,,,,,,,,,-38500000.0,,,,,,108200000.0,102300000.0,-7800000.0,61600000.0,12700000.0,,,,12000000.0,400000.0,,,,,,285400000.0,,,,127400000.0,,,,500000.0,,,,14200000.0,-234400000.0,,600000.0,,,,,,,,,,,,1400000.0,,,,,228900000.0,-7500000.0,,,,,,5900000.0,174700000.0,,,94900000.0,-8900000.0,,0.004375,-94900000.0,,-104200000.0,,,,,100000.0,280200000.0,,361800000.0,398400000.0,,616100000.0,,,,269700000.0,885800000.0,,,,,205714286.0,195600000.0,,,-11600000.0,6400000.0,-103800000.0,,,,,172000000.0,,,8300000.0,,,900000.0,900000.0,,,,,,,,,94000000.0,,,202000000.0,,,,,1300000.0,250100000.0,400000.0,,,,,,,0.004375,,,400000.0,,162100000.0,,,5800000.0,200000.0,,900000.0,,,-11600000.0,-1500000.0,205714286.0,,,133400000.0,600400000.0,,8900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957052800,,1336000.0,49802000.0,,,,,,,,,8168000.0,,,,,,171500000.0,118269000.0,-9632000.0,66145000.0,12643000.0,,,,400000.0,902000.0,,,,,,306630000.0,,,,128150000.0,,,,15799000.0,,,,62782000.0,-237069000.0,,109000.0,,,,,,,,,,,,42719000.0,,,,,254321000.0,-2409000.0,,,,,,53231000.0,205100000.0,,,70234000.0,-8819000.0,,0.131875,-61283000.0,,-97939000.0,,,,,208000.0,441799000.0,,365219000.0,507223000.0,,749293000.0,,,,266738000.0,1016031000.0,,,,,203744000.0,195584000.0,,,542000.0,6594000.0,-70102000.0,,,,,270299000.0,,,9522000.0,,,26920000.0,26920000.0,,,,,,,,,108718000.0,,,202178000.0,,,,,-2860000.0,241924000.0,902000.0,,,,,,,0.13,,,902000.0,,235978000.0,,,7652000.0,219000.0,,26920000.0,,,-6558000.0,-1544000.0,207328000.0,,,129712000.0,709401000.0,,8876000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
965001600,,-505000.0,51543000.0,,,,,,,,,28463000.0,,,,,,143664000.0,112244000.0,-9350000.0,43544000.0,12721000.0,,,,902000.0,65000.0,,,,,,324646000.0,,,,128182000.0,,,,9656000.0,,,,41797000.0,-244457000.0,,2920000.0,,,,,,,,,,,,26098000.0,,,,,269231000.0,-950000.0,,,,,,31420000.0,205430000.0,,,-113341000.0,-8424000.0,,0.080625,120696000.0,,93156000.0,,,,,-54000.0,345166000.0,,372639000.0,371234000.0,,633203000.0,,,,264794000.0,897997000.0,,,,,203920000.0,195198000.0,,,-837000.0,6919000.0,112272000.0,,,,,201502000.0,,,10377000.0,,,16442000.0,16442000.0,,,,,,,,,101867000.0,,,202117000.0,,,,,2329000.0,213461000.0,65000.0,,,,,,,0.07875,,,65000.0,,122260000.0,,,7651000.0,325000.0,,16442000.0,,,-8474000.0,-1532000.0,209136000.0,,,127736000.0,573351000.0,,8876000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
972950400,-10982000.0,-2356000.0,51779000.0,45285000.0,183927000.0,383497000.0,,,0.216875,11960000.0,6823000.0,20407000.0,26414000.0,,204320000.0,394858000.0,,106840000.0,100225000.0,-11618000.0,65340000.0,12569000.0,,-39934000.0,,65000.0,978000.0,1091000.0,,269223000.0,,,317218000.0,,,-68331000.0,132852000.0,,18538000.0,194926000.0,594000.0,,,,16567000.0,-250645000.0,,646000.0,45285000.0,,,,806710000.0,,12569000.0,11625000.0,648000.0,,65618000.0,1604000.0,530214000.0,,-250645000.0,171000.0,268727000.0,-6197000.0,208928000.0,,,433009000.0,17383000.0,6615000.0,183927000.0,,,-120124000.0,-13791000.0,,,141039000.0,,126366000.0,,,462172000.0,,-83000.0,269720000.0,,383497000.0,260892000.0,,510167000.0,,268727000.0,,269223000.0,779390000.0,,,45285000.0,-4325000.0,,194457000.0,,,913000.0,6823000.0,127248000.0,-6090000.0,,,,162880000.0,71882000.0,4275000.0,9952000.0,-44366000.0,97205000.0,1010000.0,1010000.0,,65340000.0,,1336924000.0,51779000.0,,,317218000.0,90273000.0,194457000.0,978000.0,201280000.0,26597000.0,38151000.0,,779390000.0,343000.0,194926000.0,978000.0,,,260892000.0,,,978000.0,,,,978000.0,0.221875,11625000.0,201280000.0,,5354000.0,-96000.0,,1010000.0,,,-17734000.0,-1514000.0,,978000.0,126488000.0,126488000.0,462172000.0,-17056000.0,9883000.0,-11618000.0,105552000.0,9883000.0,132852000.0,135356000.0,510167000.0,,,,,,,,,,,,,,,,,,,,,,
980899200,,-1104000.0,0.0,,,,,,,,,-54107000.0,,,,,,101173000.0,97410000.0,-10850000.0,75792000.0,12624000.0,,,,978000.0,636000.0,,,,,,322182000.0,,,,135892000.0,,,,765000.0,,,,11606000.0,-251608000.0,,1253000.0,,,,,,,,,,,,2069000.0,,,,,268503000.0,-146000.0,,,,,,3763000.0,170930000.0,,,101400000.0,-8063000.0,,0.00625,-89348000.0,,-95123000.0,,,,,-4198000.0,283512000.0,,387500000.0,360141000.0,,613203000.0,,,,270428000.0,883631000.0,,124653000.0,,,204048000.0,194453000.0,,,-342000.0,6855000.0,-97411000.0,,,306497000.0,,182339000.0,,,7843000.0,,,1304000.0,1304000.0,,,,,,,,,97410000.0,,,201308000.0,,,,,3582000.0,252233000.0,636000.0,,,,,,,0.00625,,,636000.0,,113419000.0,,,5276000.0,32000.0,,1304000.0,,,-13291000.0,-1529000.0,208992000.0,,,,561449000.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
988588800,,-127000.0,0.0,,,,,,,,,12790000.0,,,,,,169960000.0,114375000.0,-11509000.0,77131000.0,12540000.0,,,,636000.0,1191000.0,,,,,,338788000.0,,,,137512000.0,,,,17652000.0,,,,64414000.0,-249983000.0,,13333000.0,,,,,,,,,,,,47709000.0,,,,,296995000.0,-28980000.0,,,,,,55585000.0,0.0,,,47726000.0,-8059000.0,,0.14625,-38228000.0,,-81467000.0,,,,,-1048000.0,463490000.0,,387495000.0,482686000.0,,753228000.0,,,,269700000.0,1022928000.0,,122305000.0,,,205232000.0,194432000.0,,,555000.0,7022000.0,-46287000.0,,227345000.0,458822000.0,,293530000.0,,,8829000.0,,,30057000.0,30057000.0,,,,,,,,,114375000.0,,,201454000.0,,,,,-1439000.0,239443000.0,1191000.0,,,,,,,0.1425,,,1191000.0,,178210000.0,,,6437000.0,167000.0,,30057000.0,,,-8153000.0,-1564000.0,211280000.0,,,,684140000.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996537600,,-1642000.0,0.0,,,,,,,,,4525000.0,,,,,,126212000.0,96221000.0,-11643000.0,56096000.0,12466000.0,,,,1191000.0,90000.0,,,,,,350602000.0,,,,138145000.0,,,,9944000.0,,,,39827000.0,-256576000.0,,962000.0,,,,,,,,,,,,26876000.0,,,,,312414000.0,-4433000.0,,,,,,29991000.0,0.0,,,-92176000.0,-7254000.0,,0.08375,102307000.0,,75574000.0,,,,,-40000.0,329811000.0,,394721000.0,356432000.0,,636900000.0,,,,271828000.0,908728000.0,,123800000.0,,,202304000.0,194431000.0,,,-1101000.0,7263000.0,95053000.0,,205481000.0,335697000.0,,203599000.0,,,9836000.0,,,16932000.0,16932000.0,,,,,,,,,96221000.0,,,201694000.0,,,,,3062000.0,245569000.0,90000.0,,,,,,,0.08125,,,90000.0,,94855000.0,,,6177000.0,241000.0,,16932000.0,,,-11173000.0,-1512000.0,208144000.0,,,,558126000.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004486400,11898000.0,26000.0,0.0,50448000.0,0.0,401943000.0,,,0.24125,978000.0,7149000.0,10908000.0,22003000.0,,203200000.0,366284000.0,,62893000.0,58278000.0,-12988000.0,77549000.0,12266000.0,,-35662000.0,,90000.0,12876000.0,8126000.0,,271481000.0,,,341393000.0,,,-13319000.0,142245000.0,,-25884000.0,234661000.0,1267000.0,,,,15278000.0,-259698000.0,,1737000.0,50448000.0,,,,892845000.0,,12266000.0,34926000.0,326000.0,,34530000.0,3423000.0,460238000.0,,-259698000.0,6706000.0,313067000.0,-10594000.0,209072000.0,,,366284000.0,-30844000.0,4615000.0,0.0,,,-70269000.0,-12286000.0,,,95461000.0,,70172000.0,,,494281000.0,,11992000.0,276270000.0,,401943000.0,292567000.0,,564193000.0,,313067000.0,,271481000.0,835674000.0,,,50448000.0,-2847000.0,,194565000.0,,267442000.0,12786000.0,7149000.0,83175000.0,-6108000.0,180092000.0,267442000.0,,213377000.0,80077000.0,17285000.0,10663000.0,-44760000.0,93954000.0,2156000.0,2156000.0,,77549000.0,,1353083000.0,0.0,,,341393000.0,58278000.0,194565000.0,12876000.0,201714000.0,29629000.0,37171000.0,,835674000.0,2921000.0,234661000.0,12876000.0,,180092000.0,292567000.0,,,12876000.0,,,,12876000.0,0.248125,34926000.0,201714000.0,,4113000.0,-114000.0,,2156000.0,,,-12143000.0,-1503000.0,,12876000.0,107532000.0,107532000.0,494281000.0,-44153000.0,11983000.0,-12988000.0,70192000.0,11983000.0,142245000.0,131125000.0,564193000.0,,,,,,,,,,,,,,,,,,,,,,
1012435200,,-2426000.0,0.0,,,,,,,,,-39863000.0,,,,,,95307000.0,89012000.0,-13266000.0,75656000.0,12279000.0,,,,12876000.0,46000.0,,,,,,313052000.0,,,,144445000.0,,,,-2523000.0,,,,13631000.0,-265942000.0,,661000.0,,,,,,,,,,,,-7644000.0,,,,,281831000.0,-1415000.0,,,,,,6295000.0,0.0,,,77201000.0,-9245000.0,,-0.14875,-78396000.0,,-84430000.0,,,,,-34000.0,277915000.0,,410387000.0,362851000.0,,628435000.0,,,,249112000.0,877547000.0,,,,,200000000.0,194553000.0,,,-12830000.0,7091000.0,-87641000.0,,172744000.0,302189000.0,,182608000.0,,,7336000.0,,,-29735000.0,-5121000.0,,,,,,,,,89012000.0,,,201644000.0,,,,,-8619000.0,274524000.0,46000.0,,,,,,,-0.14875,,,46000.0,,114451000.0,,,5320000.0,-57000.0,,-29735000.0,,,-11609000.0,-1501000.0,200000000.0,,,80152000.0,564495000.0,,14794000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020124800,,-759000.0,0.0,,,,,,,,,39158000.0,,,,,,162052000.0,104265000.0,-12392000.0,90170000.0,12464000.0,,,,46000.0,62000.0,,,,,,357984000.0,,,,150520000.0,,,,16135000.0,,,,64518000.0,-272733000.0,,10087000.0,,,,,,,,,,,,54273000.0,,,,,318453000.0,-3896000.0,,,,,,57787000.0,0.0,,,21093000.0,-11669000.0,,0.189375,-9564000.0,,-50721000.0,,,,,-5240000.0,470314000.0,,423253000.0,458534000.0,,747773000.0,,,,254747000.0,1002520000.0,,,,,201552000.0,178781000.0,,,16000.0,7221000.0,-21233000.0,,221852000.0,463886000.0,,308262000.0,,,6731000.0,,,38138000.0,38138000.0,,,,,,,,,104265000.0,,,186002000.0,,,,,1734000.0,235366000.0,62000.0,,,,,,,0.181875,,,62000.0,,146512000.0,,,5248000.0,129000.0,,38138000.0,,,-12349000.0,-1516000.0,209488000.0,,,80025000.0,644536000.0,,14481000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1028073600,,338000.0,0.0,,,,,,,,,26046000.0,,,,,,128939000.0,92412000.0,-11767000.0,67099000.0,12173000.0,,,,62000.0,6000.0,,,,,,363016000.0,,,,154515000.0,,,,10797000.0,,,,43069000.0,-277901000.0,,1079000.0,,,,,,,,,,,,32719000.0,,,,,338853000.0,-17247000.0,,,,,,36527000.0,0.0,,,-140171000.0,-11952000.0,,0.10875,149638000.0,,118966000.0,,,,,2724000.0,375632000.0,,432416000.0,307457000.0,,598526000.0,,,,258144000.0,856670000.0,,77842000.0,,,201744000.0,178768000.0,,,-56000.0,7429000.0,137686000.0,,216523000.0,341891000.0,,246693000.0,,,6542000.0,,,21922000.0,21922000.0,,,,,,,,,92412000.0,,,186197000.0,,,,,848000.0,209320000.0,6000.0,,,,,,,0.105,,,6000.0,,23835000.0,,,4656000.0,208000.0,,21922000.0,,,-9700000.0,-1521000.0,208784000.0,,,2045000.0,493654000.0,,14021000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036022400,49940000.0,226000.0,0.0,35317000.0,0.0,440714000.0,,,0.170625,12876000.0,8344000.0,-15047000.0,19747000.0,,200400000.0,376278000.0,,98964000.0,90589000.0,-12603000.0,86180000.0,12171000.0,,-46031000.0,,6000.0,62816000.0,-2439000.0,,253999000.0,,,365290000.0,,,-49799000.0,156779000.0,,10294000.0,224367000.0,2458000.0,,,,18698000.0,-283935000.0,,1114000.0,59931000.0,,,,914010000.0,,12171000.0,16981000.0,1195000.0,,98123000.0,7450000.0,485263000.0,,-283935000.0,730000.0,342358000.0,-1597000.0,206976000.0,,,376278000.0,47810000.0,8375000.0,0.0,,,-7922000.0,-13165000.0,,,82476000.0,,63995000.0,,,480850000.0,,3280000.0,275412000.0,,440714000.0,293750000.0,,592141000.0,,342358000.0,,253999000.0,846140000.0,,,35317000.0,-2621000.0,,178756000.0,,250093000.0,62810000.0,8344000.0,69311000.0,-6026000.0,190589000.0,250093000.0,,176448000.0,86799000.0,12941000.0,10323000.0,-45688000.0,108985000.0,4992000.0,4992000.0,,86180000.0,,1399273000.0,0.0,,,365290000.0,90589000.0,178756000.0,62816000.0,187100000.0,26868000.0,30932000.0,,846140000.0,3598000.0,224367000.0,62816000.0,,190589000.0,293750000.0,,,62816000.0,,,,62816000.0,0.17625,16981000.0,187100000.0,,4523000.0,915000.0,,4992000.0,,,-12030000.0,-1488000.0,,62816000.0,79760000.0,79760000.0,480850000.0,-24155000.0,13264000.0,-12603000.0,144154000.0,13264000.0,156779000.0,139917000.0,592141000.0,,,,,,,,,,,,,,,,,,,,,,
1043971200,,-1147000.0,0.0,,,,,,,,,-48213000.0,,,,,,105581000.0,95864000.0,-13213000.0,90397000.0,12219000.0,,,,62816000.0,87000.0,,,,,,374934000.0,,,,159474000.0,,,,3439000.0,,,,17027000.0,-289566000.0,,1693000.0,,,,,,,,,,,,10420000.0,,,,,347845000.0,-598000.0,,,,,,9717000.0,0.0,,,23372000.0,-11451000.0,,0.035,-75142000.0,,-88677000.0,,,,,-752000.0,295962000.0,,449040000.0,326184000.0,,630518000.0,,,,257583000.0,888101000.0,,,,,199376000.0,178724000.0,,,-62729000.0,8259000.0,-86593000.0,,194917000.0,311892000.0,,190381000.0,,,7310000.0,,,6981000.0,6981000.0,,,,,,,,,95864000.0,,,186983000.0,,,,,4795000.0,267376000.0,87000.0,,,,,,,0.03375,,,87000.0,,40870000.0,,,4092000.0,-85000.0,,6981000.0,,,-11551000.0,-1495000.0,206752000.0,,,79660000.0,513167000.0,,14253000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1051660800,,1111000.0,0.0,,,,,,,,,14382000.0,,,,,,175632000.0,110636000.0,-12144000.0,104319000.0,24562000.0,,,,87000.0,26000.0,,,,,,418853000.0,,,,162180000.0,,,,20671000.0,,,,72579000.0,-294625000.0,,2346000.0,,,,,,,,,,,,62642000.0,,,,,388313000.0,-124000.0,,,,,,64996000.0,0.0,,,59451000.0,-11344000.0,,0.21,-51432000.0,,-100945000.0,,,,,-179000.0,495840000.0,,456805000.0,448145000.0,,795276000.0,,,,258943000.0,1054219000.0,,,,,200048000.0,178713000.0,,,-61000.0,8508000.0,-62776000.0,,244463000.0,483615000.0,,320208000.0,,,7583000.0,,,41971000.0,41971000.0,,,,,,,,,110636000.0,,,187221000.0,,,,,1966000.0,259979000.0,26000.0,,,,,,,0.20125,,,26000.0,,99363000.0,,,4320000.0,85000.0,,41971000.0,,,-8714000.0,-1502000.0,208168000.0,,,79583000.0,635366000.0,,12984000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1059609600,,-397000.0,0.0,,,,,,,,,24234000.0,,,,,,146950000.0,101118000.0,-11370000.0,67415000.0,24470000.0,,,,26000.0,15725000.0,,,,,,440614000.0,,,,163593000.0,,,,13320000.0,,,,53032000.0,-298646000.0,,2600000.0,,,,,,,,,,,,40364000.0,,,,,413851000.0,-8907000.0,,,,,,45832000.0,0.0,,,-99626000.0,-9315000.0,,0.135,125552000.0,,91302000.0,,,,,-2646000.0,394524000.0,,462239000.0,313156000.0,,680683000.0,,,,262021000.0,942704000.0,,,,,200560000.0,178703000.0,,,15699000.0,10231000.0,116237000.0,,239707000.0,373173000.0,,247574000.0,,,7200000.0,,,27044000.0,27044000.0,,,,,,,,,101118000.0,,,188934000.0,,,,,-1316000.0,236035000.0,15725000.0,,,,,,,0.12875,,,15725000.0,,6034000.0,,,4152000.0,1887000.0,,27044000.0,,,-10537000.0,-1506000.0,210440000.0,,,80996000.0,502090000.0,,13236000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1067558400,47471000.0,2564000.0,0.0,81620000.0,0.0,469924000.0,,,0.39,62816000.0,12003000.0,7126000.0,16285000.0,,199984000.0,404365000.0,,107296000.0,96747000.0,-12818000.0,73976000.0,24389000.0,,-44663000.0,,15725000.0,110287000.0,6109000.0,,253517000.0,,,437202000.0,,,-30505000.0,159116000.0,,-2471000.0,228909000.0,1868000.0,,,,21629000.0,-310808000.0,,2284000.0,81620000.0,6814000.0,,,961129000.0,,24389000.0,5968000.0,167000.0,,72738000.0,7492000.0,535459000.0,,-310808000.0,-374000.0,417973000.0,-9097000.0,209192000.0,,,404365000.0,-6747000.0,10549000.0,0.0,,,-13702000.0,-12553000.0,,,118423000.0,,91573000.0,,,490230000.0,,3203000.0,310262000.0,,469924000.0,303136000.0,,673915000.0,,417973000.0,,253517000.0,927432000.0,,,81620000.0,2131000.0,,175091000.0,,273584000.0,94562000.0,12003000.0,105870000.0,-6005000.0,223192000.0,273584000.0,,202966000.0,120918000.0,8923000.0,11080000.0,-41767000.0,131094000.0,5624000.0,5624000.0,,73976000.0,,1496588000.0,0.0,,,437202000.0,96747000.0,175091000.0,110287000.0,187094000.0,39298000.0,33173000.0,,927432000.0,664000.0,228909000.0,110287000.0,,223192000.0,303136000.0,,,110287000.0,,,,110287000.0,0.4075,5968000.0,187094000.0,,3721000.0,-1720000.0,,5624000.0,,,-10965000.0,-1502000.0,,110287000.0,80867000.0,80867000.0,490230000.0,-18726000.0,12353000.0,-12818000.0,117401000.0,12353000.0,159116000.0,164267000.0,673915000.0,,,,,,,,,,,,,,,,,,,,,,
