date,annualTotalNonCurrentAssets,annualNetPPE,quarterlyOperatingExpense,trailingGrossProfit,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,annualOtherIncomeExpense,quarterlyCashAndCashEquivalents,annualOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,annualGrossProfit,quarterlyDilutedEPS,annualEbitda,quarterlyCapitalStock,annualCashFlowFromContinuingFinancingActivities,quarterlyBeginningCashPosition,quarterlyTaxProvision,quarterlyNetPPE,quarterlyRepaymentOfDebt,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,trailingChangeInCashSupplementalAsReported,annualChangeInInventory,trailingCashFlowFromContinuingFinancingActivities,annualGrossPPE,quarterlyInterestExpense,trailingDepreciationAndAmortization,quarterlyAccumulatedDepreciation,quarterlyCurrentDebt,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,annualBeginningCashPosition,quarterlyNetOtherFinancingCharges,annualDilutedAverageShares,annualPurchaseOfBusiness,annualDilutedEPS,annualIncomeTaxPayable,trailingOtherIncomeExpense,annualOtherNonCurrentLiabilities,quarterlyOtherIntangibleAssets,trailingSellingGeneralAndAdministration,annualInvestingCashFlow,quarterlyGrossPPE,trailingOperatingExpense,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOperatingExpense,quarterlySaleOfInvestment,quarterlyIncomeTaxPayable,trailingCapitalExpenditure,annualAccumulatedDepreciation,quarterlyOperatingCashFlow,annualPurchaseOfInvestment,quarterlyChangeInCashSupplementalAsReported,trailingInvestingCashFlow,annualCapitalExpenditure,annualChangesInAccountReceivables,quarterlyBasicAverageShares,trailingCashDividendsPaid,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,trailingInterestExpense,trailingNetIncomeContinuousOperations,quarterlyAccountsPayable,annualNonCurrentDeferredTaxesLiabilities,quarterlyChangeInWorkingCapital,annualBasicAverageShares,trailingNetIncome,trailingPurchaseOfBusiness,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,annualNetOtherFinancingCharges,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,quarterlyEbitda,annualInventory,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,annualChangeInCashSupplementalAsReported,quarterlyStockBasedCompensation,annualInterestExpense,annualRepaymentOfDebt,trailingChangeInWorkingCapital,annualCapitalStock,annualGoodwill,annualStockBasedCompensation,quarterlyCurrentLiabilities,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentAssets,quarterlyCashDividendsPaid,annualOperatingIncome,annualOtherShortTermInvestments,trailingFreeCashFlow,quarterlyDepreciationAndAmortization,annualTotalRevenue,quarterlyOtherNonCashItems,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualAccountsPayable,annualChangeInWorkingCapital,quarterlySellingGeneralAndAdministration,annualOtherCurrentAssets,annualTaxProvision,annualTotalLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingTotalRevenue,annualEndCashPosition,trailingCostOfRevenue,quarterlyPurchaseOfInvestment,trailingEndCashPosition,quarterlyTotalRevenue,trailingPretaxIncome,annualNetIncomeContinuousOperations,quarterlyBasicEPS,trailingTaxProvision,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,annualCashDividendsPaid,annualPretaxIncome,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,trailingOperatingIncome,annualCostOfRevenue,quarterlyNetIncomeCommonStockholders,annualNetIncome,annualFreeCashFlow,quarterlyTotalNonCurrentAssets,annualCurrentDebt,quarterlyTotalAssets,quarterlyNetIncome,annualOtherNonCurrentAssets,quarterlyNetIncomeContinuousOperations,annualSellingGeneralAndAdministration,quarterlyOtherNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,annualLongTermDebt,annualOtherNonCashItems,annualRepurchaseOfCapitalStock,annualCurrentAssets,quarterlyOtherCurrentAssets,annualTotalAssets,annualStockholdersEquity,annualCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyCostOfRevenue,annualNetIncomeCommonStockholders,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyCurrentAccruedExpenses,quarterlyNetOtherInvestingChanges,annualDepreciationAndAmortization,trailingNetIncomeCommonStockholders,annualBasicEPS,quarterlyStockholdersEquity,annualRetainedEarnings,annualCurrentLiabilities,quarterlyLongTermDebt,quarterlyChangeInInventory,quarterlyNonCurrentDeferredTaxesLiabilities,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyInvestingCashFlow,quarterlyDilutedAverageShares,quarterlyGrossProfit,annualSaleOfInvestment,annualCommonStockIssuance,quarterlyEndCashPosition,trailingRepurchaseOfCapitalStock,trailingBasicAverageShares,quarterlyInvestmentsAndAdvances,quarterlyChangesInAccountReceivables,trailingCommonStockIssuance,annualResearchAndDevelopment,quarterlyNonCurrentDeferredRevenue,trailingOtherNonCashItems,annualNonCurrentDeferredRevenue,annualInvestmentsAndAdvances,trailingBasicEPS,trailingDilutedEPS,trailingRepaymentOfDebt,quarterlyResearchAndDevelopment,trailingStockBasedCompensation,quarterlyChangeInAccountPayable,trailingPurchaseOfInvestment,annualCurrentDeferredRevenue,trailingChangesInAccountReceivables,trailingNetOtherInvestingChanges,trailingChangeInInventory,trailingChangeInAccountPayable,trailingSaleOfInvestment,trailingDeferredIncomeTax,quarterlyCurrentDeferredRevenue,trailingResearchAndDevelopment,trailingDilutedAverageShares
1993-12-31,1473100000.0,875100000.0,205000000.0,,228000000.0,105900000.0,33100000.0,228000000.0,164900000.0,228000000.0,1127900000.0,,415000000.0,,-86100000.0,0.0,36100000.0,875100000.0,,103800000.0,,,35500000.0,,1665400000.0,19200000.0,,-790300000.0,206900000.0,-61700000.0,-48400000.0,216800000.0,300000.0,316666667.0,,0.45,,,540800000.0,105900000.0,,-60700000.0,1665400000.0,,-14800000.0,,,836400000.0,,,,-790300000.0,101900000.0,,6500000.0,,-132000000.0,,,,112500000.0,55000000.0,,,762400000.0,,,313186813.0,,,-15800000.0,,0.0,,55000000.0,140900000.0,713700000.0,,,11200000.0,,59500000.0,,,,,,1024300000.0,,1902200000.0,-18400000.0,291500000.0,,,28400000.0,4021100000.0,100000.0,854900000.0,,762400000.0,-75000000.0,176600000.0,163000000.0,90000000.0,1879200000.0,1268500000.0,854900000.0,,0.0,,,,1088700000.0,,163500000.0,,,58300000.0,228000000.0,-73500000.0,253500000.0,1879200000.0,53500000.0,,2893200000.0,46700000.0,142500000.0,32900000.0,1473100000.0,206900000.0,3375300000.0,46700000.0,492100000.0,67700000.0,712900000.0,492100000.0,540800000.0,314100000.0,200000.0,,1902200000.0,163000000.0,3375300000.0,1349800000.0,,,,771200000.0,142500000.0,713700000.0,20300000.0,,53300000.0,123500000.0,,0.455,1349800000.0,1268500000.0,1024300000.0,314100000.0,,,,,-32300000.0,,317500000.0,6400000.0,13100000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-03-31,,,206100000.0,,,,,227400000.0,,227400000.0,,0.105,,,,228000000.0,19000000.0,879100000.0,,52000000.0,,,,,,13600000.0,,-816900000.0,,12600000.0,-36200000.0,,2300000.0,,,,,,,104300000.0,,,1696000000.0,,,,,,10500000.0,,,,8600000.0,,-600000.0,,,,314285714.0,,60100000.0,236500000.0,,,821200000.0,,,,,,6900000.0,,,,,91900000.0,,,,,,,,,,,,1057700000.0,,1968000000.0,-18500000.0,,,,31800000.0,,,,,,,174300000.0,,,,1157600000.0,854900000.0,,,,,,1010300000.0,,,0.105,,,,,,1912600000.0,-27600000.0,,,33000000.0,,,1467300000.0,,3435300000.0,33000000.0,,33000000.0,,483900000.0,541700000.0,,,,,176300000.0,,,,,,744100000.0,,735000000.0,5700000.0,,0.0,,,,1375800000.0,,,313200000.0,,,,,-23400000.0,314285714.0,266200000.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-06-30,,,219800000.0,,,,,256600000.0,,256600000.0,,0.165,,,,0.0,29600000.0,922400000.0,,81200000.0,,,,,,11700000.0,,-858400000.0,,6500000.0,-37100000.0,,400000.0,,,,,,,103400000.0,,,1780800000.0,,,,,,-9300000.0,,,,60500000.0,,29200000.0,,,,312727273.0,,91900000.0,264500000.0,,,849700000.0,,,,,,200000.0,,,,,125600000.0,,,,,,,,,,,,1114200000.0,,2039500000.0,-18400000.0,,,,33700000.0,,,,,,,186100000.0,,,,1219600000.0,855800000.0,,,,,,1143800000.0,,,0.165,,,,,,1970000000.0,23400000.0,,,51600000.0,,,1520800000.0,,3560300000.0,51600000.0,,51600000.0,,495000000.0,542000000.0,,,,,182200000.0,,,,,,832100000.0,,703700000.0,3000000.0,,1900000.0,,,,1437900000.0,,,313800000.0,,,,,-42500000.0,312727273.0,311700000.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-09-30,,,217300000.0,,,,,237500000.0,,237500000.0,,0.155,,,,0.0,27800000.0,945900000.0,,76200000.0,,,,,,11300000.0,,-878700000.0,,-114700000.0,-36100000.0,,42400000.0,,,,,,,127700000.0,,,1824600000.0,,,,,,1200000.0,,,,130400000.0,,-19100000.0,,,,312258065.0,,89000000.0,181700000.0,,,887100000.0,,,,,,6100000.0,,,,,121900000.0,,,,,,,,,,,,1068800000.0,,1998800000.0,-19500000.0,,,,32900000.0,,,,,,,184500000.0,,,,218300000.0,856300000.0,,,,,,1113700000.0,,,0.155,,,,,,1925100000.0,94300000.0,,,48400000.0,,,1541200000.0,,3540000000.0,48400000.0,,48400000.0,,467600000.0,536800000.0,,,,,177700000.0,,,,,,807400000.0,,692200000.0,-500000.0,,-2500000.0,,,,1461200000.0,,,319500000.0,,,,,-34500000.0,312258065.0,306300000.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-12-31,1594000000.0,959300000.0,242600000.0,,207000000.0,124500000.0,24600000.0,207000000.0,301800000.0,207000000.0,1263000000.0,,509600000.0,,-187700000.0,0.0,42400000.0,959300000.0,,120500000.0,,,81600000.0,,1818600000.0,23600000.0,,-859300000.0,134200000.0,-92100000.0,-87000000.0,228000000.0,-42100000.0,317443609.0,,0.665,,,555500000.0,124500000.0,,-141600000.0,1818600000.0,,14200000.0,,,885900000.0,400000.0,,,-859300000.0,102300000.0,,-30500000.0,,-196400000.0,,,,136300000.0,22100000.0,,,883800000.0,,,317443609.0,,,1000000.0,,0.0,,22100000.0,170400000.0,679300000.0,,,-21000000.0,,58500000.0,,,,,,1040100000.0,,2002900000.0,-19500000.0,377100000.0,,,34100000.0,4507500000.0,-10600000.0,871400000.0,,883800000.0,-22700000.0,208500000.0,167200000.0,118800000.0,1911500000.0,1403700000.0,871400000.0,,0.0,,,,1239700000.0,,211100000.0,,,42500000.0,207000000.0,-75900000.0,329900000.0,1911500000.0,15300000.0,,3244500000.0,78100000.0,211100000.0,105400000.0,1594000000.0,134200000.0,3596900000.0,78100000.0,510200000.0,78100000.0,753400000.0,510200000.0,555500000.0,315900000.0,-10500000.0,,2002900000.0,167200000.0,3596900000.0,1531300000.0,,,,860800000.0,211100000.0,679300000.0,18500000.0,,43100000.0,132500000.0,,0.665,1531300000.0,1403700000.0,1040100000.0,315900000.0,,,,,-41200000.0,,378900000.0,2800000.0,3000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-03-31,,,240000000.0,,,,,245200000.0,,245200000.0,,0.145,,,,207000000.0,26000000.0,980600000.0,,72300000.0,,,,,,9000000.0,,-892900000.0,,68100000.0,-43900000.0,,900000.0,,,,,,,130400000.0,,,1873500000.0,,,,,,,,,,-5400000.0,,38200000.0,,,,319310345.0,,89200000.0,214400000.0,,,930800000.0,,,,,,1900000.0,,,,,125900000.0,,,,,,,,,,,,1145200000.0,,2160600000.0,-19500000.0,,,,36700000.0,,-76100000.0,,,,,203300000.0,,,,1430500000.0,889100000.0,,,,-100000.0,,1185600000.0,,,0.145,,,,,,2034300000.0,-49300000.0,,,46300000.0,,,1638000000.0,,3798600000.0,46300000.0,,46300000.0,,527000000.0,570900000.0,,,,,173600000.0,,,,,,856400000.0,,755800000.0,-5700000.0,,4300000.0,,,,1604700000.0,,,318200000.0,,,,,-37700000.0,319310345.0,329200000.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-06-30,,,264400000.0,,,,,153400000.0,,153400000.0,,0.21,,,,0.0,40300000.0,1232100000.0,,106900000.0,,,,,,18000000.0,,-911200000.0,465300000.0,999800000.0,-1185700000.0,,4400000.0,,,,,,,1284100000.0,,,2143300000.0,,,,,,,,,,102500000.0,,-91800000.0,,,,317142857.0,,118700000.0,0.0,,,1258200000.0,,,,,,-16200000.0,,,,,160700000.0,,,,,,,,,,,,1723500000.0,,2556800000.0,-19600000.0,,,,42000000.0,,-3900000.0,,,,,222400000.0,,,,15443400000.0,2268900000.0,,,,-700000.0,,1392100000.0,,,0.21,,,,,,3992400000.0,-1083200000.0,,,66600000.0,,,3246500000.0,,5803300000.0,66600000.0,,66600000.0,,730300000.0,981100000.0,,,,,276700000.0,,,,,,1009000000.0,,949000000.0,9300000.0,,-18600000.0,,,,1652700000.0,,,1287800000.0,,,,,-1182900000.0,317142857.0,383100000.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-09-30,,,292300000.0,,,,,186700000.0,,186700000.0,,0.195,,,,0.0,36300000.0,1245700000.0,,98100000.0,,,,,,32400000.0,,-941100000.0,257400000.0,-14200000.0,-64900000.0,,8500000.0,,,,,,,1278200000.0,,,2186800000.0,,,,,,,,,,87400000.0,,33300000.0,,,,316923077.0,,119100000.0,0.0,,,1165200000.0,,,,,,14200000.0,,,,,172300000.0,,,,,,,,,,,,1422600000.0,,2449900000.0,-19600000.0,,,,53200000.0,,-29800000.0,,,,,239100000.0,,,,15618100000.0,2358400000.0,,,,-4200000.0,,1521300000.0,,,0.195,,,,,,3781000000.0,22500000.0,,,61800000.0,,,3212800000.0,,5662700000.0,61800000.0,,61800000.0,,688900000.0,974400000.0,,,,,202700000.0,,,,,,1109900000.0,,917700000.0,11700000.0,,37000000.0,,,,1726900000.0,,,1384000000.0,,,,,-42800000.0,316923077.0,411400000.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-12-31,3217700000.0,1278400000.0,304500000.0,,137300000.0,1253600000.0,31400000.0,137300000.0,403600000.0,137300000.0,1598200000.0,,676400000.0,,830200000.0,0.0,56200000.0,1278400000.0,,151800000.0,,,-15200000.0,,2205200000.0,27200000.0,,-926800000.0,155400000.0,-223500000.0,1082800000.0,207000000.0,-13800000.0,319881657.0,,0.845,,,963400000.0,1253600000.0,,-1307900000.0,2205200000.0,,15100000.0,,,1101200000.0,,,,-926800000.0,219100000.0,,-49400000.0,,-211700000.0,,,,170000000.0,44000000.0,,,1129800000.0,,,318000000.0,,,15200000.0,,0.0,,44000000.0,217500000.0,912600000.0,,13900000.0,-69700000.0,,86600000.0,,,,,,1329200000.0,,2345600000.0,-19800000.0,497000000.0,,,47500000.0,5729000000.0,,2267800000.0,,1129800000.0,-38600000.0,257000000.0,185800000.0,158800000.0,3597000000.0,1595500000.0,2267800000.0,,0.0,,,,1630000000.0,,270300000.0,,,-1122700000.0,137300000.0,-78500000.0,429100000.0,3597000000.0,1301900000.0,,4130800000.0,95600000.0,270300000.0,191900000.0,3217700000.0,155400000.0,5563300000.0,95600000.0,685700000.0,95600000.0,921800000.0,685700000.0,963400000.0,1304400000.0,,,2345600000.0,185800000.0,5563300000.0,1795500000.0,,,,1155500000.0,270300000.0,912600000.0,16000000.0,,-1145400000.0,179400000.0,,0.85,1795500000.0,1595500000.0,1329200000.0,1304400000.0,,,,,-44500000.0,,474500000.0,,118200000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-03-31,,,297500000.0,,,,,85200000.0,,85200000.0,,0.23,,,,137300000.0,43800000.0,1276200000.0,,118300000.0,,,,,,31300000.0,,-939400000.0,,-27400000.0,-47200000.0,,3600000.0,,,,,,,1299000000.0,,,2215600000.0,,,,,,,,,,5400000.0,,-52100000.0,,,,323913043.0,,150600000.0,143700000.0,,,1279500000.0,,,,,,,,,,,202600000.0,,,,,,,,,,,,1423200000.0,,2411300000.0,-19800000.0,,,,52000000.0,,-110800000.0,,,,,245500000.0,,,,1670000000.0,2282000000.0,,,,-3100000.0,,1604900000.0,,,0.23,,,,,,3705200000.0,-41800000.0,,,74500000.0,,,3256600000.0,,5667900000.0,74500000.0,,74500000.0,,681400000.0,978300000.0,,,,,211700000.0,,,,,,1156800000.0,,987000000.0,-900000.0,,4700000.0,,,,1842500000.0,,,1303700000.0,,,,,-34600000.0,323913043.0,448100000.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-06-30,,,297300000.0,,,,,73600000.0,,73600000.0,,0.285,,,,0.0,54200000.0,1294600000.0,,146500000.0,,,,,,32100000.0,,-970500000.0,122300000.0,-35300000.0,-52500000.0,,5400000.0,,,,,,,1290500000.0,,,2265100000.0,,,,,,,,,,75600000.0,,-11600000.0,,,,318275862.0,,176300000.0,0.0,,,1241300000.0,,,,,,,,,,,226000000.0,,,,,,,,,,,,1363600000.0,,2398500000.0,-19900000.0,,,,49700000.0,,-58000000.0,,,,,247600000.0,,,,1836800000.0,2295100000.0,,,,-1400000.0,,1761900000.0,,,0.29,,,,,,3658700000.0,23100000.0,,,92300000.0,,,3297300000.0,,5695800000.0,92300000.0,,92300000.0,,712200000.0,991400000.0,,,,,201000000.0,,,,,,1288300000.0,,949200000.0,6500000.0,,-5600000.0,,,,1927500000.0,,,1303700000.0,,,,,-55000000.0,323859649.0,473600000.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-09-30,,,293200000.0,,,,,115200000.0,,115200000.0,,0.25,,,,0.0,48100000.0,1287400000.0,,130000000.0,,,,,,28100000.0,,-975300000.0,,-7100000.0,-43800000.0,,6000000.0,,,,,,,1305800000.0,,,2262700000.0,,,,,,,,,,115300000.0,,41600000.0,,,,327600000.0,,148700000.0,264900000.0,,,1181400000.0,,,,,,-21800000.0,,,,,201500000.0,,,,,,,,,,,,1446300000.0,,2395600000.0,-22100000.0,,,,52800000.0,,9800000.0,,,,,240400000.0,,,,2085500000.0,2148400000.0,,,,-100000.0,,1595800000.0,,,0.25,,,,,,3594700000.0,71500000.0,,,81900000.0,,,3311000000.0,,5706600000.0,81900000.0,,81900000.0,,717800000.0,979500000.0,,,,,270400000.0,,,,,,1153900000.0,,924700000.0,13400000.0,,-39800000.0,,,,1998800000.0,,,1168900000.0,,,,,-68000000.0,327600000.0,441900000.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-12-31,3086000000.0,1145400000.0,304100000.0,,184100000.0,1178000000.0,22000000.0,184100000.0,385700000.0,184100000.0,1875600000.0,,886100000.0,,-196500000.0,0.0,64200000.0,1145400000.0,,173500000.0,,,-5300000.0,,2103700000.0,28400000.0,,-958300000.0,162300000.0,-126700000.0,-51500000.0,137300000.0,1300000.0,323981900.0,,1.105,,,963400000.0,1178000000.0,,-149900000.0,2103700000.0,,-4500000.0,,,1192100000.0,,,,-958300000.0,189400000.0,-3600000.0,68900000.0,,-195000000.0,,,,207900000.0,32500000.0,,,1095400000.0,,,322522523.0,,,21000000.0,,0.0,,32500000.0,256000000.0,775100000.0,,,46800000.0,,119900000.0,,,,,,1290200000.0,,2535600000.0,-22100000.0,683500000.0,,,48100000.0,6702900000.0,,2127200000.0,,1095400000.0,-141600000.0,256000000.0,510200000.0,210300000.0,3417400000.0,1869600000.0,2127200000.0,,0.0,,1000000.0,,1740400000.0,,358000000.0,,,15400000.0,184100000.0,-83900000.0,568300000.0,3417400000.0,137900000.0,,4827300000.0,109300000.0,358000000.0,190700000.0,3086000000.0,162300000.0,5621600000.0,109300000.0,762600000.0,109300000.0,989500000.0,762600000.0,963400000.0,1163800000.0,,,2535600000.0,510200000.0,5621600000.0,2090800000.0,,,,1228400000.0,358000000.0,775100000.0,3000000.0,,56100000.0,202600000.0,,1.11,2090800000.0,1869600000.0,1290200000.0,1163800000.0,,,,,7700000.0,,512000000.0,,16300000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-03-31,,,300500000.0,,,,,466100000.0,,466100000.0,,0.24,,,,184100000.0,53800000.0,1113000000.0,,131600000.0,,,,,,27900000.0,,-970400000.0,172500000.0,1800000.0,-40100000.0,,8900000.0,,,,,,,1172600000.0,,,2083400000.0,,,,,,,,,,47900000.0,,282000000.0,,,,324166667.0,,166600000.0,0.0,,,1161500000.0,,,,,,,,,,,222700000.0,,,,,,,,,,,,1334000000.0,,2652100000.0,-22200000.0,,,,56100000.0,,-91500000.0,,,,,244400000.0,,,,1925200000.0,2105300000.0,,,,-500000.0,,1639400000.0,,,0.24,,,,,,3439300000.0,7800000.0,,,77800000.0,,,3008400000.0,,5660500000.0,77800000.0,,77800000.0,,722800000.0,940500000.0,,,,,265400000.0,,,,,,1172300000.0,,785400000.0,-4500000.0,,252100000.0,,,,2114400000.0,,,1164800000.0,,,,,222300000.0,324166667.0,467100000.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-06-30,,,316400000.0,,,,,173400000.0,,173400000.0,,0.34,,,,0.0,68300000.0,1163300000.0,,179900000.0,,,,,,29100000.0,,-983400000.0,167800000.0,-63900000.0,-35200000.0,,25200000.0,,,,,,,1470000000.0,,,2146700000.0,,,,,,,,,,133100000.0,,-292700000.0,,,,328235294.0,,209600000.0,0.0,,,1268500000.0,,,,,,,,,,,253700000.0,,,,,,,,,,,,1436300000.0,,2537400000.0,-22300000.0,,,,44100000.0,,-31800000.0,,,,,272300000.0,,,,1978100000.0,2127600000.0,,,,-200000.0,,1837400000.0,,,0.34,,,,,,3563900000.0,97900000.0,,,111600000.0,,,3366300000.0,,5903700000.0,111600000.0,,111600000.0,,733000000.0,962700000.0,,,,,335500000.0,,,,,,1311400000.0,,811700000.0,6500000.0,,-332100000.0,,,,2231800000.0,,,1164900000.0,,,,,-364400000.0,328235294.0,526000000.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-09-30,,,313100000.0,,,,,207300000.0,,207300000.0,,0.29,,,,0.0,59500000.0,1155300000.0,,156600000.0,,,,,,26100000.0,,-1002500000.0,182000000.0,-169300000.0,-40200000.0,,5800000.0,,,,,,,1458700000.0,,,2157800000.0,,,,,,,,,,219600000.0,,33800000.0,,,,323666667.0,,179700000.0,0.0,,,1265600000.0,,,,,,-1500000.0,,,,,229300000.0,,,,,,,,,,,,1447600000.0,,2463800000.0,-24500000.0,,,,49600000.0,,98100000.0,,,,,263500000.0,,,,1947300000.0,1979500000.0,,,,-1300000.0,,1694000000.0,,,0.3,,,,,,3427100000.0,179400000.0,,,97100000.0,,,3348800000.0,,5812600000.0,97100000.0,,97100000.0,,734800000.0,959200000.0,,,,,305900000.0,,,,,,1201200000.0,,779800000.0,6300000.0,,16600000.0,,,,2282400000.0,,,1020300000.0,,,,,-23900000.0,334827586.0,492800000.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-12-31,5870700000.0,1283200000.0,361600000.0,,104900000.0,3833000000.0,7300000.0,104900000.0,703500000.0,104900000.0,2051900000.0,,972600000.0,,1958200000.0,0.0,51600000.0,1283200000.0,,145600000.0,,,48700000.0,,2275200000.0,53500000.0,,-992000000.0,925100000.0,2189600000.0,-70500000.0,184100000.0,-39900000.0,329437229.0,,1.155,,,1090500000.0,3833000000.0,,-2742500000.0,2275200000.0,,8200000.0,-12800000.0,,1291600000.0,,,,-992000000.0,302900000.0,-400000.0,-102300000.0,,-186000000.0,,,,204400000.0,32200000.0,,,1370500000.0,,,326609442.0,,,5500000.0,,0.0,,32200000.0,266900000.0,854800000.0,,,-79200000.0,,136600000.0,,,,,,2327800000.0,,2544900000.0,-24600000.0,760300000.0,,,62500000.0,7103300000.0,,3618500000.0,,1370500000.0,52600000.0,299100000.0,303700000.0,233200000.0,5946300000.0,2156500000.0,3618500000.0,,0.0,,1600000.0,,1932500000.0,,380500000.0,,,-2843700000.0,104900000.0,-93600000.0,613700000.0,5946300000.0,232400000.0,,5051400000.0,94000000.0,380500000.0,517500000.0,5870700000.0,925100000.0,8415600000.0,94000000.0,754500000.0,94000000.0,1079300000.0,754500000.0,1090500000.0,2528000000.0,,-33000000.0,2544900000.0,303700000.0,8415600000.0,2341400000.0,,,,1366500000.0,380500000.0,854800000.0,-1000000.0,,-2780300000.0,212300000.0,,1.165,2341400000.0,2156500000.0,2327800000.0,2528000000.0,,,,,-2576500000.0,,566000000.0,,43300000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-03-31,,,374600000.0,,,,,106200000.0,,106200000.0,,0.3,,,,104900000.0,54500000.0,1294300000.0,,153600000.0,,,,,,62800000.0,,-1024600000.0,448400000.0,-106700000.0,-94500000.0,,390400000.0,,,,,,,3815200000.0,,,2318900000.0,,,-8300000.0,,,,,,,176100000.0,,1300000.0,,,,330333333.0,,213600000.0,0.0,,,1515800000.0,,,,,,,,,,,283000000.0,,,12600000.0,,,,,,,,,1964200000.0,,2654900000.0,-24600000.0,,,,69400000.0,,5600000.0,,,,,305200000.0,,,,2231000000.0,3635700000.0,,,,-1500000.0,,2002900000.0,,,0.3,,,,,,5599900000.0,81600000.0,,,99100000.0,,,5867300000.0,,8522200000.0,99100000.0,,99100000.0,,757800000.0,1108200000.0,,,,,305800000.0,,,,,,1414700000.0,,920100000.0,6500000.0,,24800000.0,,,,2393400000.0,,,2527500000.0,,,,,-69800000.0,330333333.0,588200000.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-06-30,,,377300000.0,,,,,108500000.0,,108500000.0,,0.425,,,,0.0,77500000.0,1290500000.0,,218400000.0,,,,,,64400000.0,,-1047100000.0,356800000.0,-150200000.0,-60300000.0,,-200000.0,,,,,,,3795600000.0,,,2337600000.0,,,-43500000.0,,,,,,,208200000.0,,2300000.0,,,,327674419.0,,286300000.0,0.0,,,1497500000.0,,,,,,,,,,,360400000.0,,,8100000.0,,,,,,,,,1854300000.0,,2630200000.0,-24600000.0,,,,74100000.0,,-14700000.0,,,,,303200000.0,,,,2471000000.0,3633100000.0,,,,-2400000.0,,2186200000.0,,,0.43,,,,,,5487400000.0,147900000.0,,,140900000.0,,,5850500000.0,,8480700000.0,140900000.0,,140900000.0,,764400000.0,1105600000.0,,,,,298100000.0,,,,,,1522600000.0,,903400000.0,5200000.0,,-28500000.0,,,,2471800000.0,,,2527500000.0,,,,,-52500000.0,331529412.0,663600000.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
